ENSMODP00000003608	ENSMODP00000016222
ENSMODP00000010247	ENSMODP00000021803
ENSMODP00000020656	ENSMODP00000013792
ENSMODP00000013792	ENSMODP00000020656
ENSMODP00000007967	ENSMODP00000017057
ENSMODP00000017057	ENSMODP00000007967
ENSMODP00000007967	ENSMODP00000039713
ENSMODP00000039713	ENSMODP00000007967
ENSMODP00000025812	ENSMODP00000015249
ENSMODP00000015249	ENSMODP00000025812
ENSMODP00000001307	ENSMODP00000034840
ENSMODP00000034840	ENSMODP00000001307
ENSMODP00000007909	ENSMODP00000008132
ENSMODP00000008132	ENSMODP00000007909
ENSMODP00000012268	ENSMODP00000008484
ENSMODP00000008484	ENSMODP00000012268
ENSMODP00000004058	ENSMODP00000004210
ENSMODP00000004210	ENSMODP00000004058
ENSMODP00000023165	ENSMODP00000001056
ENSMODP00000001056	ENSMODP00000023165
ENSMODP00000019212	ENSMODP00000004980
ENSMODP00000004980	ENSMODP00000019212
ENSMODP00000029171	ENSMODP00000003145
ENSMODP00000003145	ENSMODP00000029171
ENSMODP00000029171	ENSMODP00000025925
ENSMODP00000025925	ENSMODP00000029171
ENSMODP00000003145	ENSMODP00000025925
ENSMODP00000025925	ENSMODP00000003145
ENSMODP00000028833	ENSMODP00000020887
ENSMODP00000020887	ENSMODP00000028833
ENSMODP00000019116	ENSMODP00000002476
ENSMODP00000002476	ENSMODP00000019116
ENSMODP00000023589	ENSMODP00000003772
ENSMODP00000003772	ENSMODP00000023589
ENSMODP00000040424	ENSMODP00000006640
ENSMODP00000006640	ENSMODP00000040424
ENSMODP00000018748	ENSMODP00000037361
ENSMODP00000037361	ENSMODP00000018748
ENSMODP00000011825	ENSMODP00000029002
ENSMODP00000029002	ENSMODP00000011825
ENSMODP00000011825	ENSMODP00000006014
ENSMODP00000006014	ENSMODP00000011825
ENSMODP00000029002	ENSMODP00000006014
ENSMODP00000006014	ENSMODP00000029002
ENSMODP00000034544	ENSMODP00000003978
ENSMODP00000003978	ENSMODP00000034544
ENSMODP00000011489	ENSMODP00000038106
ENSMODP00000038106	ENSMODP00000011489
ENSMODP00000008296	ENSMODP00000008298
ENSMODP00000008298	ENSMODP00000008296
ENSMODP00000023815	ENSMODP00000015164
ENSMODP00000015164	ENSMODP00000023815
ENSMODP00000026456	ENSMODP00000016842
ENSMODP00000016842	ENSMODP00000026456
ENSMODP00000023195	ENSMODP00000001214
ENSMODP00000001214	ENSMODP00000023195
ENSMODP00000011431	ENSMODP00000001552
ENSMODP00000001552	ENSMODP00000011431
ENSMODP00000004219	ENSMODP00000009442
ENSMODP00000009442	ENSMODP00000004219
ENSMODP00000019073	ENSMODP00000028969
ENSMODP00000028969	ENSMODP00000019073
ENSMODP00000007617	ENSMODP00000020948
ENSMODP00000020948	ENSMODP00000007617
ENSMODP00000023789	ENSMODP00000010707
ENSMODP00000010707	ENSMODP00000023789
ENSMODP00000009743	ENSMODP00000015766
ENSMODP00000015766	ENSMODP00000009743
ENSMODP00000001183	ENSMODP00000025726
ENSMODP00000025726	ENSMODP00000001183
ENSMODP00000003965	ENSMODP00000011057
ENSMODP00000011057	ENSMODP00000003965
ENSMODP00000003965	ENSMODP00000024135
ENSMODP00000024135	ENSMODP00000003965
ENSMODP00000011057	ENSMODP00000024135
ENSMODP00000024135	ENSMODP00000011057
ENSMODP00000013484	ENSMODP00000020221
ENSMODP00000020221	ENSMODP00000013484
ENSMODP00000012751	ENSMODP00000021994
ENSMODP00000021994	ENSMODP00000012751
ENSMODP00000013834	ENSMODP00000011180
ENSMODP00000011180	ENSMODP00000013834
ENSMODP00000002110	ENSMODP00000008536
ENSMODP00000008536	ENSMODP00000002110
ENSMODP00000029254	ENSMODP00000026309
ENSMODP00000026309	ENSMODP00000029254
ENSMODP00000008834	ENSMODP00000009642
ENSMODP00000009642	ENSMODP00000008834
ENSMODP00000004716	ENSMODP00000022695
ENSMODP00000022695	ENSMODP00000004716
ENSMODP00000018703	ENSMODP00000016461
ENSMODP00000016461	ENSMODP00000018703
ENSMODP00000016288	ENSMODP00000002501
ENSMODP00000002501	ENSMODP00000016288
ENSMODP00000038434	ENSMODP00000023466
ENSMODP00000023466	ENSMODP00000038434
ENSMODP00000016405	ENSMODP00000006319
ENSMODP00000006319	ENSMODP00000016405
ENSMODP00000016670	ENSMODP00000011128
ENSMODP00000011128	ENSMODP00000016670
ENSMODP00000006382	ENSMODP00000017384
ENSMODP00000017384	ENSMODP00000006382
ENSMODP00000012039	ENSMODP00000025717
ENSMODP00000025717	ENSMODP00000012039
ENSMODP00000014062	ENSMODP00000012628
ENSMODP00000012628	ENSMODP00000014062
ENSMODP00000002397	ENSMODP00000000850
ENSMODP00000000850	ENSMODP00000002397
ENSMODP00000006372	ENSMODP00000038505
ENSMODP00000038505	ENSMODP00000006372
ENSMODP00000006048	ENSMODP00000012053
ENSMODP00000012053	ENSMODP00000006048
ENSMODP00000013229	ENSMODP00000024247
ENSMODP00000024247	ENSMODP00000013229
ENSMODP00000008912	ENSMODP00000021635
ENSMODP00000021635	ENSMODP00000008912
ENSMODP00000010552	ENSMODP00000018475
ENSMODP00000018475	ENSMODP00000010552
ENSMODP00000010923	ENSMODP00000003162
ENSMODP00000003162	ENSMODP00000010923
ENSMODP00000027961	ENSMODP00000020683
ENSMODP00000020683	ENSMODP00000027961
ENSMODP00000014025	ENSMODP00000006116
ENSMODP00000006116	ENSMODP00000014025
ENSMODP00000014406	ENSMODP00000015192
ENSMODP00000015192	ENSMODP00000014406
ENSMODP00000014778	ENSMODP00000004882
ENSMODP00000004882	ENSMODP00000014778
ENSMODP00000000674	ENSMODP00000024532
ENSMODP00000024532	ENSMODP00000000674
ENSMODP00000018122	ENSMODP00000010354
ENSMODP00000010354	ENSMODP00000018122
ENSMODP00000019511	ENSMODP00000011628
ENSMODP00000011628	ENSMODP00000019511
ENSMODP00000026214	ENSMODP00000041264
ENSMODP00000041264	ENSMODP00000026214
ENSMODP00000035476	ENSMODP00000013995
ENSMODP00000013995	ENSMODP00000035476
ENSMODP00000015406	ENSMODP00000010779
ENSMODP00000010779	ENSMODP00000015406
ENSMODP00000014201	ENSMODP00000006104
ENSMODP00000006104	ENSMODP00000014201
ENSMODP00000018332	ENSMODP00000002197
ENSMODP00000002197	ENSMODP00000018332
ENSMODP00000018863	ENSMODP00000001305
ENSMODP00000001305	ENSMODP00000018863
ENSMODP00000038725	ENSMODP00000013127
ENSMODP00000013127	ENSMODP00000038725
ENSMODP00000013016	ENSMODP00000033746
ENSMODP00000033746	ENSMODP00000013016
ENSMODP00000013016	ENSMODP00000036400
ENSMODP00000036400	ENSMODP00000013016
ENSMODP00000023985	ENSMODP00000020813
ENSMODP00000020813	ENSMODP00000023985
ENSMODP00000013647	ENSMODP00000020553
ENSMODP00000020553	ENSMODP00000013647
ENSMODP00000018507	ENSMODP00000018506
ENSMODP00000018506	ENSMODP00000018507
ENSMODP00000005305	ENSMODP00000013463
ENSMODP00000013463	ENSMODP00000005305
ENSMODP00000003922	ENSMODP00000005499
ENSMODP00000005499	ENSMODP00000003922
ENSMODP00000000669	ENSMODP00000031325
ENSMODP00000031325	ENSMODP00000000669
ENSMODP00000022348	ENSMODP00000028606
ENSMODP00000028606	ENSMODP00000022348
ENSMODP00000006698	ENSMODP00000024644
ENSMODP00000024644	ENSMODP00000006698
ENSMODP00000015840	ENSMODP00000011529
ENSMODP00000011529	ENSMODP00000015840
ENSMODP00000022938	ENSMODP00000026269
ENSMODP00000026269	ENSMODP00000022938
ENSMODP00000026854	ENSMODP00000020927
ENSMODP00000020927	ENSMODP00000026854
ENSMODP00000015028	ENSMODP00000007049
ENSMODP00000007049	ENSMODP00000015028
ENSMODP00000026447	ENSMODP00000020002
ENSMODP00000020002	ENSMODP00000026447
ENSMODP00000023892	ENSMODP00000019978
ENSMODP00000019978	ENSMODP00000023892
ENSMODP00000024170	ENSMODP00000024599
ENSMODP00000024599	ENSMODP00000024170
ENSMODP00000022622	ENSMODP00000005552
ENSMODP00000005552	ENSMODP00000022622
ENSMODP00000020729	ENSMODP00000026767
ENSMODP00000026767	ENSMODP00000020729
ENSMODP00000002804	ENSMODP00000006426
ENSMODP00000006426	ENSMODP00000002804
ENSMODP00000004094	ENSMODP00000014926
ENSMODP00000014926	ENSMODP00000004094
ENSMODP00000028612	ENSMODP00000000684
ENSMODP00000000684	ENSMODP00000028612
ENSMODP00000016714	ENSMODP00000021379
ENSMODP00000021379	ENSMODP00000016714
ENSMODP00000016714	ENSMODP00000021087
ENSMODP00000021087	ENSMODP00000016714
ENSMODP00000009977	ENSMODP00000032097
ENSMODP00000032097	ENSMODP00000009977
ENSMODP00000025590	ENSMODP00000033761
ENSMODP00000033761	ENSMODP00000025590
ENSMODP00000022081	ENSMODP00000022790
ENSMODP00000022790	ENSMODP00000022081
ENSMODP00000035346	ENSMODP00000000875
ENSMODP00000000875	ENSMODP00000035346
ENSMODP00000005284	ENSMODP00000024621
ENSMODP00000024621	ENSMODP00000005284
ENSMODP00000000690	ENSMODP00000026582
ENSMODP00000026582	ENSMODP00000000690
ENSMODP00000024180	ENSMODP00000018633
ENSMODP00000018633	ENSMODP00000024180
ENSMODP00000026626	ENSMODP00000022630
ENSMODP00000022630	ENSMODP00000026626
ENSMODP00000000062	ENSMODP00000026569
ENSMODP00000026569	ENSMODP00000000062
ENSMODP00000037165	ENSMODP00000026787
ENSMODP00000026787	ENSMODP00000037165
ENSMODP00000037165	ENSMODP00000014741
ENSMODP00000014741	ENSMODP00000037165
ENSMODP00000003784	ENSMODP00000022407
ENSMODP00000022407	ENSMODP00000003784
ENSMODP00000006968	ENSMODP00000024457
ENSMODP00000024457	ENSMODP00000006968
ENSMODP00000027735	ENSMODP00000015308
ENSMODP00000015308	ENSMODP00000027735
ENSMODP00000004575	ENSMODP00000026539
ENSMODP00000026539	ENSMODP00000004575
ENSMODP00000021650	ENSMODP00000005891
ENSMODP00000005891	ENSMODP00000021650
ENSMODP00000010976	ENSMODP00000007791
ENSMODP00000007791	ENSMODP00000010976
ENSMODP00000010838	ENSMODP00000015722
ENSMODP00000015722	ENSMODP00000010838
ENSMODP00000013687	ENSMODP00000019743
ENSMODP00000019743	ENSMODP00000013687
ENSMODP00000004805	ENSMODP00000011098
ENSMODP00000011098	ENSMODP00000004805
ENSMODP00000019187	ENSMODP00000033024
ENSMODP00000033024	ENSMODP00000019187
ENSMODP00000001395	ENSMODP00000019719
ENSMODP00000019719	ENSMODP00000001395
ENSMODP00000014951	ENSMODP00000020435
ENSMODP00000020435	ENSMODP00000014951
ENSMODP00000024023	ENSMODP00000036128
ENSMODP00000036128	ENSMODP00000024023
ENSMODP00000007545	ENSMODP00000000063
ENSMODP00000000063	ENSMODP00000007545
ENSMODP00000018345	ENSMODP00000022188
ENSMODP00000022188	ENSMODP00000018345
ENSMODP00000026366	ENSMODP00000020583
ENSMODP00000020583	ENSMODP00000026366
ENSMODP00000002041	ENSMODP00000018044
ENSMODP00000018044	ENSMODP00000002041
ENSMODP00000025879	ENSMODP00000020077
ENSMODP00000020077	ENSMODP00000025879
ENSMODP00000039922	ENSMODP00000011371
ENSMODP00000011371	ENSMODP00000039922
ENSMODP00000022368	ENSMODP00000003284
ENSMODP00000003284	ENSMODP00000022368
ENSMODP00000025541	ENSMODP00000023454
ENSMODP00000023454	ENSMODP00000025541
ENSMODP00000001497	ENSMODP00000025884
ENSMODP00000025884	ENSMODP00000001497
ENSMODP00000018406	ENSMODP00000026929
ENSMODP00000026929	ENSMODP00000018406
ENSMODP00000021149	ENSMODP00000015693
ENSMODP00000015693	ENSMODP00000021149
ENSMODP00000005236	ENSMODP00000013345
ENSMODP00000013345	ENSMODP00000005236
ENSMODP00000009783	ENSMODP00000036007
ENSMODP00000036007	ENSMODP00000009783
ENSMODP00000009783	ENSMODP00000040027
ENSMODP00000040027	ENSMODP00000009783
ENSMODP00000039748	ENSMODP00000036007
ENSMODP00000036007	ENSMODP00000039748
ENSMODP00000039748	ENSMODP00000040027
ENSMODP00000040027	ENSMODP00000039748
ENSMODP00000020957	ENSMODP00000004301
ENSMODP00000004301	ENSMODP00000020957
ENSMODP00000021310	ENSMODP00000012054
ENSMODP00000012054	ENSMODP00000021310
ENSMODP00000004780	ENSMODP00000012211
ENSMODP00000012211	ENSMODP00000004780
ENSMODP00000004780	ENSMODP00000034569
ENSMODP00000034569	ENSMODP00000004780
ENSMODP00000012211	ENSMODP00000034569
ENSMODP00000034569	ENSMODP00000012211
ENSMODP00000006316	ENSMODP00000019331
ENSMODP00000019331	ENSMODP00000006316
ENSMODP00000018250	ENSMODP00000034849
ENSMODP00000034849	ENSMODP00000018250
ENSMODP00000015600	ENSMODP00000018154
ENSMODP00000018154	ENSMODP00000015600
ENSMODP00000010583	ENSMODP00000026833
ENSMODP00000026833	ENSMODP00000010583
ENSMODP00000008520	ENSMODP00000019002
ENSMODP00000019002	ENSMODP00000008520
ENSMODP00000036354	ENSMODP00000018575
ENSMODP00000018575	ENSMODP00000036354
ENSMODP00000020977	ENSMODP00000008851
ENSMODP00000008851	ENSMODP00000020977
ENSMODP00000029365	ENSMODP00000029358
ENSMODP00000029358	ENSMODP00000029365
ENSMODP00000001645	ENSMODP00000015529
ENSMODP00000015529	ENSMODP00000001645
ENSMODP00000038120	ENSMODP00000025779
ENSMODP00000025779	ENSMODP00000038120
ENSMODP00000004471	ENSMODP00000012425
ENSMODP00000012425	ENSMODP00000004471
ENSMODP00000019037	ENSMODP00000006946
ENSMODP00000006946	ENSMODP00000019037
ENSMODP00000008825	ENSMODP00000020350
ENSMODP00000020350	ENSMODP00000008825
ENSMODP00000021708	ENSMODP00000019484
ENSMODP00000019484	ENSMODP00000021708
ENSMODP00000010115	ENSMODP00000023540
ENSMODP00000023540	ENSMODP00000010115
ENSMODP00000010386	ENSMODP00000023617
ENSMODP00000023617	ENSMODP00000010386
ENSMODP00000015303	ENSMODP00000020473
ENSMODP00000020473	ENSMODP00000015303
ENSMODP00000004650	ENSMODP00000021499
ENSMODP00000021499	ENSMODP00000004650
ENSMODP00000000103	ENSMODP00000002413
ENSMODP00000002413	ENSMODP00000000103
ENSMODP00000031608	ENSMODP00000016185
ENSMODP00000016185	ENSMODP00000031608
ENSMODP00000015143	ENSMODP00000003886
ENSMODP00000003886	ENSMODP00000015143
ENSMODP00000007497	ENSMODP00000001414
ENSMODP00000001414	ENSMODP00000007497
ENSMODP00000010363	ENSMODP00000026910
ENSMODP00000026910	ENSMODP00000010363
ENSMODP00000005086	ENSMODP00000030234
ENSMODP00000030234	ENSMODP00000005086
ENSMODP00000025488	ENSMODP00000016075
ENSMODP00000016075	ENSMODP00000025488
ENSMODP00000010860	ENSMODP00000016958
ENSMODP00000016958	ENSMODP00000010860
ENSMODP00000007575	ENSMODP00000008410
ENSMODP00000008410	ENSMODP00000007575
ENSMODP00000017739	ENSMODP00000026210
ENSMODP00000026210	ENSMODP00000017739
ENSMODP00000017739	ENSMODP00000038759
ENSMODP00000038759	ENSMODP00000017739
ENSMODP00000034484	ENSMODP00000003517
ENSMODP00000003517	ENSMODP00000034484
ENSMODP00000008669	ENSMODP00000017608
ENSMODP00000017608	ENSMODP00000008669
ENSMODP00000009810	ENSMODP00000035115
ENSMODP00000035115	ENSMODP00000009810
ENSMODP00000011942	ENSMODP00000010591
ENSMODP00000010591	ENSMODP00000011942
ENSMODP00000022156	ENSMODP00000009706
ENSMODP00000009706	ENSMODP00000022156
ENSMODP00000022401	ENSMODP00000025371
ENSMODP00000025371	ENSMODP00000022401
ENSMODP00000013493	ENSMODP00000015232
ENSMODP00000015232	ENSMODP00000013493
ENSMODP00000017793	ENSMODP00000028270
ENSMODP00000028270	ENSMODP00000017793
ENSMODP00000008916	ENSMODP00000024658
ENSMODP00000024658	ENSMODP00000008916
ENSMODP00000011653	ENSMODP00000024658
ENSMODP00000024658	ENSMODP00000011653
ENSMODP00000024154	ENSMODP00000015096
ENSMODP00000015096	ENSMODP00000024154
ENSMODP00000020151	ENSMODP00000025849
ENSMODP00000025849	ENSMODP00000020151
ENSMODP00000023073	ENSMODP00000015489
ENSMODP00000015489	ENSMODP00000023073
ENSMODP00000002290	ENSMODP00000024248
ENSMODP00000024248	ENSMODP00000002290
ENSMODP00000017245	ENSMODP00000017253
ENSMODP00000017253	ENSMODP00000017245
ENSMODP00000013209	ENSMODP00000021550
ENSMODP00000021550	ENSMODP00000013209
ENSMODP00000008697	ENSMODP00000017145
ENSMODP00000017145	ENSMODP00000008697
ENSMODP00000003483	ENSMODP00000001683
ENSMODP00000001683	ENSMODP00000003483
ENSMODP00000032274	ENSMODP00000000617
ENSMODP00000000617	ENSMODP00000032274
ENSMODP00000023670	ENSMODP00000016460
ENSMODP00000016460	ENSMODP00000023670
ENSMODP00000016854	ENSMODP00000021485
ENSMODP00000021485	ENSMODP00000016854
ENSMODP00000020122	ENSMODP00000011870
ENSMODP00000011870	ENSMODP00000020122
ENSMODP00000014359	ENSMODP00000000612
ENSMODP00000000612	ENSMODP00000014359
ENSMODP00000013224	ENSMODP00000005743
ENSMODP00000005743	ENSMODP00000013224
ENSMODP00000016256	ENSMODP00000026289
ENSMODP00000026289	ENSMODP00000016256
ENSMODP00000023931	ENSMODP00000024616
ENSMODP00000024616	ENSMODP00000023931
ENSMODP00000038186	ENSMODP00000003848
ENSMODP00000003848	ENSMODP00000038186
ENSMODP00000035275	ENSMODP00000020646
ENSMODP00000020646	ENSMODP00000035275
ENSMODP00000012747	ENSMODP00000001919
ENSMODP00000001919	ENSMODP00000012747
ENSMODP00000019275	ENSMODP00000013847
ENSMODP00000013847	ENSMODP00000019275
ENSMODP00000018382	ENSMODP00000036183
ENSMODP00000036183	ENSMODP00000018382
ENSMODP00000000108	ENSMODP00000007328
ENSMODP00000007328	ENSMODP00000000108
ENSMODP00000000890	ENSMODP00000021405
ENSMODP00000021405	ENSMODP00000000890
ENSMODP00000006146	ENSMODP00000037817
ENSMODP00000037817	ENSMODP00000006146
ENSMODP00000033105	ENSMODP00000020750
ENSMODP00000020750	ENSMODP00000033105
ENSMODP00000016125	ENSMODP00000023425
ENSMODP00000023425	ENSMODP00000016125
ENSMODP00000012473	ENSMODP00000040015
ENSMODP00000040015	ENSMODP00000012473
ENSMODP00000009661	ENSMODP00000010599
ENSMODP00000010599	ENSMODP00000009661
ENSMODP00000002170	ENSMODP00000002282
ENSMODP00000002282	ENSMODP00000002170
ENSMODP00000006255	ENSMODP00000023516
ENSMODP00000023516	ENSMODP00000006255
ENSMODP00000010533	ENSMODP00000013998
ENSMODP00000013998	ENSMODP00000010533
ENSMODP00000022094	ENSMODP00000010121
ENSMODP00000010121	ENSMODP00000022094
ENSMODP00000023801	ENSMODP00000004840
ENSMODP00000004840	ENSMODP00000023801
ENSMODP00000022354	ENSMODP00000033372
ENSMODP00000033372	ENSMODP00000022354
ENSMODP00000009941	ENSMODP00000020997
ENSMODP00000020997	ENSMODP00000009941
ENSMODP00000014626	ENSMODP00000025992
ENSMODP00000025992	ENSMODP00000014626
ENSMODP00000021342	ENSMODP00000006135
ENSMODP00000006135	ENSMODP00000021342
ENSMODP00000018110	ENSMODP00000026254
ENSMODP00000026254	ENSMODP00000018110
ENSMODP00000010903	ENSMODP00000023480
ENSMODP00000023480	ENSMODP00000010903
ENSMODP00000039254	ENSMODP00000023406
ENSMODP00000023406	ENSMODP00000039254
ENSMODP00000013115	ENSMODP00000023406
ENSMODP00000023406	ENSMODP00000013115
ENSMODP00000021123	ENSMODP00000022201
ENSMODP00000022201	ENSMODP00000021123
ENSMODP00000000210	ENSMODP00000009359
ENSMODP00000009359	ENSMODP00000000210
ENSMODP00000019594	ENSMODP00000012584
ENSMODP00000012584	ENSMODP00000019594
ENSMODP00000004365	ENSMODP00000002307
ENSMODP00000002307	ENSMODP00000004365
ENSMODP00000004365	ENSMODP00000041302
ENSMODP00000041302	ENSMODP00000004365
ENSMODP00000002307	ENSMODP00000041302
ENSMODP00000041302	ENSMODP00000002307
ENSMODP00000015481	ENSMODP00000000625
ENSMODP00000000625	ENSMODP00000015481
ENSMODP00000024802	ENSMODP00000007503
ENSMODP00000007503	ENSMODP00000024802
ENSMODP00000013288	ENSMODP00000024295
ENSMODP00000024295	ENSMODP00000013288
ENSMODP00000004399	ENSMODP00000020614
ENSMODP00000020614	ENSMODP00000004399
ENSMODP00000022170	ENSMODP00000000960
ENSMODP00000000960	ENSMODP00000022170
ENSMODP00000011932	ENSMODP00000008373
ENSMODP00000008373	ENSMODP00000011932
ENSMODP00000011932	ENSMODP00000016592
ENSMODP00000016592	ENSMODP00000011932
ENSMODP00000006724	ENSMODP00000039567
ENSMODP00000039567	ENSMODP00000006724
ENSMODP00000006724	ENSMODP00000032468
ENSMODP00000032468	ENSMODP00000006724
ENSMODP00000039567	ENSMODP00000032468
ENSMODP00000032468	ENSMODP00000039567
ENSMODP00000012295	ENSMODP00000014070
ENSMODP00000014070	ENSMODP00000012295
ENSMODP00000009601	ENSMODP00000007104
ENSMODP00000007104	ENSMODP00000009601
ENSMODP00000003776	ENSMODP00000007039
ENSMODP00000007039	ENSMODP00000003776
ENSMODP00000025344	ENSMODP00000036988
ENSMODP00000036988	ENSMODP00000025344
ENSMODP00000031628	ENSMODP00000024178
ENSMODP00000024178	ENSMODP00000031628
ENSMODP00000006292	ENSMODP00000026085
ENSMODP00000026085	ENSMODP00000006292
ENSMODP00000008836	ENSMODP00000033409
ENSMODP00000033409	ENSMODP00000008836
ENSMODP00000014407	ENSMODP00000007184
ENSMODP00000007184	ENSMODP00000014407
ENSMODP00000018393	ENSMODP00000028493
ENSMODP00000028493	ENSMODP00000018393
ENSMODP00000017872	ENSMODP00000019229
ENSMODP00000019229	ENSMODP00000017872
ENSMODP00000019861	ENSMODP00000015247
ENSMODP00000015247	ENSMODP00000019861
ENSMODP00000000144	ENSMODP00000022431
ENSMODP00000022431	ENSMODP00000000144
ENSMODP00000034365	ENSMODP00000009381
ENSMODP00000009381	ENSMODP00000034365
ENSMODP00000025883	ENSMODP00000001594
ENSMODP00000001594	ENSMODP00000025883
ENSMODP00000005485	ENSMODP00000024698
ENSMODP00000024698	ENSMODP00000005485
ENSMODP00000015037	ENSMODP00000006956
ENSMODP00000006956	ENSMODP00000015037
ENSMODP00000021410	ENSMODP00000018839
ENSMODP00000018839	ENSMODP00000021410
ENSMODP00000011220	ENSMODP00000008192
ENSMODP00000008192	ENSMODP00000011220
ENSMODP00000001321	ENSMODP00000019033
ENSMODP00000019033	ENSMODP00000001321
ENSMODP00000003857	ENSMODP00000002224
ENSMODP00000002224	ENSMODP00000003857
ENSMODP00000037870	ENSMODP00000020735
ENSMODP00000020735	ENSMODP00000037870
ENSMODP00000040843	ENSMODP00000040262
ENSMODP00000040262	ENSMODP00000040843
ENSMODP00000025864	ENSMODP00000005665
ENSMODP00000005665	ENSMODP00000025864
ENSMODP00000040824	ENSMODP00000021648
ENSMODP00000021648	ENSMODP00000040824
ENSMODP00000022618	ENSMODP00000041225
ENSMODP00000041225	ENSMODP00000022618
ENSMODP00000011148	ENSMODP00000007912
ENSMODP00000007912	ENSMODP00000011148
ENSMODP00000018755	ENSMODP00000022851
ENSMODP00000022851	ENSMODP00000018755
ENSMODP00000011540	ENSMODP00000023138
ENSMODP00000023138	ENSMODP00000011540
ENSMODP00000001901	ENSMODP00000034177
ENSMODP00000034177	ENSMODP00000001901
ENSMODP00000039384	ENSMODP00000008413
ENSMODP00000008413	ENSMODP00000039384
ENSMODP00000013495	ENSMODP00000034189
ENSMODP00000034189	ENSMODP00000013495
ENSMODP00000000094	ENSMODP00000007365
ENSMODP00000007365	ENSMODP00000000094
ENSMODP00000032915	ENSMODP00000010376
ENSMODP00000010376	ENSMODP00000032915
ENSMODP00000008272	ENSMODP00000027526
ENSMODP00000027526	ENSMODP00000008272
ENSMODP00000001664	ENSMODP00000001390
ENSMODP00000001390	ENSMODP00000001664
ENSMODP00000020566	ENSMODP00000019026
ENSMODP00000019026	ENSMODP00000020566
ENSMODP00000022818	ENSMODP00000029490
ENSMODP00000029490	ENSMODP00000022818
ENSMODP00000003053	ENSMODP00000016712
ENSMODP00000016712	ENSMODP00000003053
ENSMODP00000032414	ENSMODP00000029702
ENSMODP00000029702	ENSMODP00000032414
ENSMODP00000032414	ENSMODP00000037224
ENSMODP00000037224	ENSMODP00000032414
ENSMODP00000029702	ENSMODP00000037224
ENSMODP00000037224	ENSMODP00000029702
ENSMODP00000013139	ENSMODP00000023718
ENSMODP00000023718	ENSMODP00000013139
ENSMODP00000000880	ENSMODP00000014978
ENSMODP00000014978	ENSMODP00000000880
ENSMODP00000002215	ENSMODP00000009587
ENSMODP00000009587	ENSMODP00000002215
ENSMODP00000035429	ENSMODP00000025565
ENSMODP00000025565	ENSMODP00000035429
ENSMODP00000014550	ENSMODP00000021955
ENSMODP00000021955	ENSMODP00000014550
ENSMODP00000023360	ENSMODP00000016708
ENSMODP00000016708	ENSMODP00000023360
ENSMODP00000016584	ENSMODP00000022528
ENSMODP00000022528	ENSMODP00000016584
ENSMODP00000018607	ENSMODP00000018465
ENSMODP00000018465	ENSMODP00000018607
ENSMODP00000025688	ENSMODP00000010983
ENSMODP00000010983	ENSMODP00000025688
ENSMODP00000014619	ENSMODP00000032231
ENSMODP00000032231	ENSMODP00000014619
ENSMODP00000014619	ENSMODP00000016859
ENSMODP00000016859	ENSMODP00000014619
ENSMODP00000032231	ENSMODP00000016859
ENSMODP00000016859	ENSMODP00000032231
ENSMODP00000024162	ENSMODP00000025557
ENSMODP00000025557	ENSMODP00000024162
ENSMODP00000024162	ENSMODP00000016772
ENSMODP00000016772	ENSMODP00000024162
ENSMODP00000024384	ENSMODP00000005847
ENSMODP00000005847	ENSMODP00000024384
ENSMODP00000002404	ENSMODP00000017805
ENSMODP00000017805	ENSMODP00000002404
ENSMODP00000006282	ENSMODP00000003272
ENSMODP00000003272	ENSMODP00000006282
ENSMODP00000016991	ENSMODP00000015292
ENSMODP00000015292	ENSMODP00000016991
ENSMODP00000005830	ENSMODP00000004812
ENSMODP00000004812	ENSMODP00000005830
ENSMODP00000008404	ENSMODP00000009178
ENSMODP00000009178	ENSMODP00000008404
ENSMODP00000018027	ENSMODP00000008775
ENSMODP00000008775	ENSMODP00000018027
ENSMODP00000005172	ENSMODP00000006945
ENSMODP00000006945	ENSMODP00000005172
ENSMODP00000011207	ENSMODP00000018430
ENSMODP00000018430	ENSMODP00000011207
ENSMODP00000013411	ENSMODP00000010753
ENSMODP00000010753	ENSMODP00000013411
ENSMODP00000002667	ENSMODP00000014036
ENSMODP00000014036	ENSMODP00000002667
ENSMODP00000040296	ENSMODP00000016798
ENSMODP00000016798	ENSMODP00000040296
ENSMODP00000025552	ENSMODP00000011603
ENSMODP00000011603	ENSMODP00000025552
ENSMODP00000010010	ENSMODP00000011517
ENSMODP00000011517	ENSMODP00000010010
ENSMODP00000022685	ENSMODP00000021890
ENSMODP00000021890	ENSMODP00000022685
ENSMODP00000008763	ENSMODP00000015333
ENSMODP00000015333	ENSMODP00000008763
ENSMODP00000031464	ENSMODP00000028685
ENSMODP00000028685	ENSMODP00000031464
ENSMODP00000036307	ENSMODP00000021898
ENSMODP00000021898	ENSMODP00000036307
ENSMODP00000014541	ENSMODP00000009252
ENSMODP00000009252	ENSMODP00000014541
ENSMODP00000014724	ENSMODP00000026395
ENSMODP00000026395	ENSMODP00000014724
ENSMODP00000039309	ENSMODP00000013636
ENSMODP00000013636	ENSMODP00000039309
ENSMODP00000018691	ENSMODP00000018296
ENSMODP00000018296	ENSMODP00000018691
ENSMODP00000023378	ENSMODP00000019404
ENSMODP00000019404	ENSMODP00000023378
ENSMODP00000014981	ENSMODP00000021797
ENSMODP00000021797	ENSMODP00000014981
