ENSMUSP00000025288	ENSMUSP00000105282
ENSMUSP00000003554	ENSMUSP00000029454
ENSMUSP00000028386	ENSMUSP00000035400
ENSMUSP00000035400	ENSMUSP00000028386
ENSMUSP00000061843	ENSMUSP00000124043
ENSMUSP00000124043	ENSMUSP00000061843
ENSMUSP00000059977	ENSMUSP00000035065
ENSMUSP00000035065	ENSMUSP00000059977
ENSMUSP00000070229	ENSMUSP00000041370
ENSMUSP00000041370	ENSMUSP00000070229
ENSMUSP00000046981	ENSMUSP00000026558
ENSMUSP00000026558	ENSMUSP00000046981
ENSMUSP00000019908	ENSMUSP00000022600
ENSMUSP00000022600	ENSMUSP00000019908
ENSMUSP00000106081	ENSMUSP00000016344
ENSMUSP00000016344	ENSMUSP00000106081
ENSMUSP00000070876	ENSMUSP00000059927
ENSMUSP00000059927	ENSMUSP00000070876
ENSMUSP00000096975	ENSMUSP00000032111
ENSMUSP00000032111	ENSMUSP00000096975
ENSMUSP00000124480	ENSMUSP00000034400
ENSMUSP00000034400	ENSMUSP00000124480
ENSMUSP00000036213	ENSMUSP00000027125
ENSMUSP00000027125	ENSMUSP00000036213
ENSMUSP00000109288	ENSMUSP00000020629
ENSMUSP00000020629	ENSMUSP00000109288
ENSMUSP00000113685	ENSMUSP00000074196
ENSMUSP00000074196	ENSMUSP00000113685
ENSMUSP00000038368	ENSMUSP00000109237
ENSMUSP00000109237	ENSMUSP00000038368
ENSMUSP00000058142	ENSMUSP00000105303
ENSMUSP00000105303	ENSMUSP00000058142
ENSMUSP00000093533	ENSMUSP00000074104
ENSMUSP00000074104	ENSMUSP00000093533
ENSMUSP00000049003	ENSMUSP00000124348
ENSMUSP00000124348	ENSMUSP00000049003
ENSMUSP00000064961	ENSMUSP00000082873
ENSMUSP00000082873	ENSMUSP00000064961
ENSMUSP00000036477	ENSMUSP00000068587
ENSMUSP00000068587	ENSMUSP00000036477
ENSMUSP00000123728	ENSMUSP00000030849
ENSMUSP00000030849	ENSMUSP00000123728
ENSMUSP00000112575	ENSMUSP00000112935
ENSMUSP00000112935	ENSMUSP00000112575
ENSMUSP00000032398	ENSMUSP00000025093
ENSMUSP00000025093	ENSMUSP00000032398
ENSMUSP00000025293	ENSMUSP00000137875
ENSMUSP00000137875	ENSMUSP00000025293
ENSMUSP00000017783	ENSMUSP00000113521
ENSMUSP00000113521	ENSMUSP00000017783
ENSMUSP00000043120	ENSMUSP00000133816
ENSMUSP00000133816	ENSMUSP00000043120
ENSMUSP00000029303	ENSMUSP00000022597
ENSMUSP00000022597	ENSMUSP00000029303
ENSMUSP00000078190	ENSMUSP00000114652
ENSMUSP00000114652	ENSMUSP00000078190
ENSMUSP00000110477	ENSMUSP00000022446
ENSMUSP00000022446	ENSMUSP00000110477
ENSMUSP00000001825	ENSMUSP00000033674
ENSMUSP00000033674	ENSMUSP00000001825
ENSMUSP00000047878	ENSMUSP00000032931
ENSMUSP00000032931	ENSMUSP00000047878
ENSMUSP00000032629	ENSMUSP00000127586
ENSMUSP00000127586	ENSMUSP00000032629
ENSMUSP00000087500	ENSMUSP00000105954
ENSMUSP00000105954	ENSMUSP00000087500
ENSMUSP00000037075	ENSMUSP00000131331
ENSMUSP00000131331	ENSMUSP00000037075
ENSMUSP00000034369	ENSMUSP00000028083
ENSMUSP00000028083	ENSMUSP00000034369
ENSMUSP00000103191	ENSMUSP00000028081
ENSMUSP00000028081	ENSMUSP00000103191
ENSMUSP00000034987	ENSMUSP00000044437
ENSMUSP00000044437	ENSMUSP00000034987
ENSMUSP00000129463	ENSMUSP00000104519
ENSMUSP00000104519	ENSMUSP00000129463
ENSMUSP00000081009	ENSMUSP00000027973
ENSMUSP00000027973	ENSMUSP00000081009
ENSMUSP00000021375	ENSMUSP00000028916
ENSMUSP00000028916	ENSMUSP00000021375
ENSMUSP00000112101	ENSMUSP00000130864
ENSMUSP00000130864	ENSMUSP00000112101
ENSMUSP00000071150	ENSMUSP00000031434
ENSMUSP00000031434	ENSMUSP00000071150
ENSMUSP00000047775	ENSMUSP00000050408
ENSMUSP00000050408	ENSMUSP00000047775
ENSMUSP00000046412	ENSMUSP00000037441
ENSMUSP00000037441	ENSMUSP00000046412
ENSMUSP00000023370	ENSMUSP00000113977
ENSMUSP00000113977	ENSMUSP00000023370
ENSMUSP00000031840	ENSMUSP00000051869
ENSMUSP00000051869	ENSMUSP00000031840
ENSMUSP00000016401	ENSMUSP00000025411
ENSMUSP00000025411	ENSMUSP00000016401
ENSMUSP00000136166	ENSMUSP00000056530
ENSMUSP00000056530	ENSMUSP00000136166
ENSMUSP00000030032	ENSMUSP00000080533
ENSMUSP00000080533	ENSMUSP00000030032
ENSMUSP00000028858	ENSMUSP00000037126
ENSMUSP00000037126	ENSMUSP00000028858
ENSMUSP00000075250	ENSMUSP00000029679
ENSMUSP00000029679	ENSMUSP00000075250
ENSMUSP00000071864	ENSMUSP00000022378
ENSMUSP00000022378	ENSMUSP00000071864
ENSMUSP00000072509	ENSMUSP00000057320
ENSMUSP00000057320	ENSMUSP00000072509
ENSMUSP00000030399	ENSMUSP00000095792
ENSMUSP00000095792	ENSMUSP00000030399
ENSMUSP00000097566	ENSMUSP00000031845
ENSMUSP00000031845	ENSMUSP00000097566
ENSMUSP00000124871	ENSMUSP00000097721
ENSMUSP00000097721	ENSMUSP00000124871
ENSMUSP00000069554	ENSMUSP00000113040
ENSMUSP00000113040	ENSMUSP00000069554
ENSMUSP00000026096	ENSMUSP00000135375
ENSMUSP00000135375	ENSMUSP00000026096
ENSMUSP00000072155	ENSMUSP00000041299
ENSMUSP00000041299	ENSMUSP00000072155
ENSMUSP00000100038	ENSMUSP00000034843
ENSMUSP00000034843	ENSMUSP00000100038
ENSMUSP00000030760	ENSMUSP00000032477
ENSMUSP00000032477	ENSMUSP00000030760
ENSMUSP00000124022	ENSMUSP00000081545
ENSMUSP00000081545	ENSMUSP00000124022
ENSMUSP00000031117	ENSMUSP00000069081
ENSMUSP00000069081	ENSMUSP00000031117
ENSMUSP00000035415	ENSMUSP00000056715
ENSMUSP00000056715	ENSMUSP00000035415
ENSMUSP00000127952	ENSMUSP00000128260
ENSMUSP00000128260	ENSMUSP00000127952
ENSMUSP00000054105	ENSMUSP00000058882
ENSMUSP00000058882	ENSMUSP00000054105
ENSMUSP00000110781	ENSMUSP00000047398
ENSMUSP00000047398	ENSMUSP00000110781
ENSMUSP00000081541	ENSMUSP00000055895
ENSMUSP00000055895	ENSMUSP00000081541
ENSMUSP00000006181	ENSMUSP00000028926
ENSMUSP00000028926	ENSMUSP00000006181
ENSMUSP00000049708	ENSMUSP00000091474
ENSMUSP00000091474	ENSMUSP00000049708
ENSMUSP00000102590	ENSMUSP00000063843
ENSMUSP00000063843	ENSMUSP00000102590
ENSMUSP00000098677	ENSMUSP00000079179
ENSMUSP00000079179	ENSMUSP00000098677
ENSMUSP00000094882	ENSMUSP00000043115
ENSMUSP00000043115	ENSMUSP00000094882
ENSMUSP00000058455	ENSMUSP00000057326
ENSMUSP00000057326	ENSMUSP00000058455
ENSMUSP00000068560	ENSMUSP00000085316
ENSMUSP00000085316	ENSMUSP00000068560
ENSMUSP00000017488	ENSMUSP00000128943
ENSMUSP00000128943	ENSMUSP00000017488
ENSMUSP00000109388	ENSMUSP00000096140
ENSMUSP00000096140	ENSMUSP00000109388
ENSMUSP00000046528	ENSMUSP00000101113
ENSMUSP00000101113	ENSMUSP00000046528
ENSMUSP00000026016	ENSMUSP00000033541
ENSMUSP00000033541	ENSMUSP00000026016
ENSMUSP00000033088	ENSMUSP00000128546
ENSMUSP00000128546	ENSMUSP00000033088
ENSMUSP00000025142	ENSMUSP00000022613
ENSMUSP00000022613	ENSMUSP00000025142
ENSMUSP00000036907	ENSMUSP00000105359
ENSMUSP00000105359	ENSMUSP00000036907
ENSMUSP00000023396	ENSMUSP00000023112
ENSMUSP00000023112	ENSMUSP00000023396
ENSMUSP00000114087	ENSMUSP00000066607
ENSMUSP00000066607	ENSMUSP00000114087
ENSMUSP00000055268	ENSMUSP00000025092
ENSMUSP00000025092	ENSMUSP00000055268
ENSMUSP00000119246	ENSMUSP00000026452
ENSMUSP00000026452	ENSMUSP00000119246
ENSMUSP00000044072	ENSMUSP00000097026
ENSMUSP00000097026	ENSMUSP00000044072
ENSMUSP00000084582	ENSMUSP00000081998
ENSMUSP00000081998	ENSMUSP00000084582
ENSMUSP00000057375	ENSMUSP00000134799
ENSMUSP00000134799	ENSMUSP00000057375
ENSMUSP00000123803	ENSMUSP00000127212
ENSMUSP00000127212	ENSMUSP00000123803
ENSMUSP00000090360	ENSMUSP00000031793
ENSMUSP00000031793	ENSMUSP00000090360
ENSMUSP00000048240	ENSMUSP00000030460
ENSMUSP00000030460	ENSMUSP00000048240
ENSMUSP00000071815	ENSMUSP00000097809
ENSMUSP00000097809	ENSMUSP00000071815
ENSMUSP00000005431	ENSMUSP00000078160
ENSMUSP00000078160	ENSMUSP00000005431
ENSMUSP00000039990	ENSMUSP00000036913
ENSMUSP00000036913	ENSMUSP00000039990
ENSMUSP00000135940	ENSMUSP00000036913
ENSMUSP00000036913	ENSMUSP00000135940
ENSMUSP00000029116	ENSMUSP00000059261
ENSMUSP00000059261	ENSMUSP00000029116
ENSMUSP00000069284	ENSMUSP00000031081
ENSMUSP00000031081	ENSMUSP00000069284
ENSMUSP00000098680	ENSMUSP00000065533
ENSMUSP00000065533	ENSMUSP00000098680
ENSMUSP00000098680	ENSMUSP00000053837
ENSMUSP00000053837	ENSMUSP00000098680
ENSMUSP00000065533	ENSMUSP00000053837
ENSMUSP00000053837	ENSMUSP00000065533
ENSMUSP00000031695	ENSMUSP00000033505
ENSMUSP00000033505	ENSMUSP00000031695
ENSMUSP00000023774	ENSMUSP00000027368
ENSMUSP00000027368	ENSMUSP00000023774
ENSMUSP00000046524	ENSMUSP00000027121
ENSMUSP00000027121	ENSMUSP00000046524
ENSMUSP00000019906	ENSMUSP00000067057
ENSMUSP00000067057	ENSMUSP00000019906
ENSMUSP00000045191	ENSMUSP00000137445
ENSMUSP00000137445	ENSMUSP00000045191
ENSMUSP00000045480	ENSMUSP00000035366
ENSMUSP00000035366	ENSMUSP00000045480
ENSMUSP00000039357	ENSMUSP00000004050
ENSMUSP00000004050	ENSMUSP00000039357
ENSMUSP00000052107	ENSMUSP00000040771
ENSMUSP00000040771	ENSMUSP00000052107
ENSMUSP00000002350	ENSMUSP00000099304
ENSMUSP00000099304	ENSMUSP00000002350
ENSMUSP00000092408	ENSMUSP00000038405
ENSMUSP00000038405	ENSMUSP00000092408
ENSMUSP00000092408	ENSMUSP00000098890
ENSMUSP00000098890	ENSMUSP00000092408
ENSMUSP00000038405	ENSMUSP00000098890
ENSMUSP00000098890	ENSMUSP00000038405
ENSMUSP00000099913	ENSMUSP00000113265
ENSMUSP00000113265	ENSMUSP00000099913
ENSMUSP00000005548	ENSMUSP00000004172
ENSMUSP00000004172	ENSMUSP00000005548
ENSMUSP00000131620	ENSMUSP00000052826
ENSMUSP00000052826	ENSMUSP00000131620
ENSMUSP00000025833	ENSMUSP00000029666
ENSMUSP00000029666	ENSMUSP00000025833
ENSMUSP00000118759	ENSMUSP00000027057
ENSMUSP00000027057	ENSMUSP00000118759
ENSMUSP00000099945	ENSMUSP00000021544
ENSMUSP00000021544	ENSMUSP00000099945
ENSMUSP00000122274	ENSMUSP00000044134
ENSMUSP00000044134	ENSMUSP00000122274
ENSMUSP00000124505	ENSMUSP00000104861
ENSMUSP00000104861	ENSMUSP00000124505
ENSMUSP00000099660	ENSMUSP00000127404
ENSMUSP00000127404	ENSMUSP00000099660
ENSMUSP00000127192	ENSMUSP00000117963
ENSMUSP00000117963	ENSMUSP00000127192
ENSMUSP00000076321	ENSMUSP00000136337
ENSMUSP00000136337	ENSMUSP00000076321
ENSMUSP00000089394	ENSMUSP00000029060
ENSMUSP00000029060	ENSMUSP00000089394
ENSMUSP00000033919	ENSMUSP00000033751
ENSMUSP00000033751	ENSMUSP00000033919
ENSMUSP00000042875	ENSMUSP00000020500
ENSMUSP00000020500	ENSMUSP00000042875
ENSMUSP00000115320	ENSMUSP00000034159
ENSMUSP00000034159	ENSMUSP00000115320
ENSMUSP00000096148	ENSMUSP00000110606
ENSMUSP00000110606	ENSMUSP00000096148
ENSMUSP00000055823	ENSMUSP00000110389
ENSMUSP00000110389	ENSMUSP00000055823
ENSMUSP00000053558	ENSMUSP00000134568
ENSMUSP00000134568	ENSMUSP00000053558
ENSMUSP00000058618	ENSMUSP00000056417
ENSMUSP00000056417	ENSMUSP00000058618
ENSMUSP00000038732	ENSMUSP00000032566
ENSMUSP00000032566	ENSMUSP00000038732
ENSMUSP00000022927	ENSMUSP00000094174
ENSMUSP00000094174	ENSMUSP00000022927
ENSMUSP00000020381	ENSMUSP00000108921
ENSMUSP00000108921	ENSMUSP00000020381
ENSMUSP00000056145	ENSMUSP00000039518
ENSMUSP00000039518	ENSMUSP00000056145
ENSMUSP00000048530	ENSMUSP00000112957
ENSMUSP00000112957	ENSMUSP00000048530
ENSMUSP00000106735	ENSMUSP00000098786
ENSMUSP00000098786	ENSMUSP00000106735
ENSMUSP00000047467	ENSMUSP00000023580
ENSMUSP00000023580	ENSMUSP00000047467
ENSMUSP00000104150	ENSMUSP00000092021
ENSMUSP00000092021	ENSMUSP00000104150
ENSMUSP00000107292	ENSMUSP00000029447
ENSMUSP00000029447	ENSMUSP00000107292
ENSMUSP00000104015	ENSMUSP00000027766
ENSMUSP00000027766	ENSMUSP00000104015
ENSMUSP00000118984	ENSMUSP00000067028
ENSMUSP00000067028	ENSMUSP00000118984
ENSMUSP00000082422	ENSMUSP00000105522
ENSMUSP00000105522	ENSMUSP00000082422
ENSMUSP00000056765	ENSMUSP00000026170
ENSMUSP00000026170	ENSMUSP00000056765
ENSMUSP00000000500	ENSMUSP00000075463
ENSMUSP00000075463	ENSMUSP00000000500
ENSMUSP00000039378	ENSMUSP00000044177
ENSMUSP00000044177	ENSMUSP00000039378
ENSMUSP00000079592	ENSMUSP00000136019
ENSMUSP00000136019	ENSMUSP00000079592
ENSMUSP00000021283	ENSMUSP00000052522
ENSMUSP00000052522	ENSMUSP00000021283
ENSMUSP00000045252	ENSMUSP00000068551
ENSMUSP00000068551	ENSMUSP00000045252
ENSMUSP00000033880	ENSMUSP00000020288
ENSMUSP00000020288	ENSMUSP00000033880
ENSMUSP00000033880	ENSMUSP00000039298
ENSMUSP00000039298	ENSMUSP00000033880
ENSMUSP00000020288	ENSMUSP00000039298
ENSMUSP00000039298	ENSMUSP00000020288
ENSMUSP00000037023	ENSMUSP00000038438
ENSMUSP00000038438	ENSMUSP00000037023
ENSMUSP00000076933	ENSMUSP00000088516
ENSMUSP00000088516	ENSMUSP00000076933
ENSMUSP00000129872	ENSMUSP00000088516
ENSMUSP00000088516	ENSMUSP00000129872
ENSMUSP00000064900	ENSMUSP00000092157
ENSMUSP00000092157	ENSMUSP00000064900
ENSMUSP00000043559	ENSMUSP00000029815
ENSMUSP00000029815	ENSMUSP00000043559
ENSMUSP00000097776	ENSMUSP00000023159
ENSMUSP00000023159	ENSMUSP00000097776
ENSMUSP00000093774	ENSMUSP00000022450
ENSMUSP00000022450	ENSMUSP00000093774
ENSMUSP00000026267	ENSMUSP00000022239
ENSMUSP00000022239	ENSMUSP00000026267
ENSMUSP00000034588	ENSMUSP00000034585
ENSMUSP00000034585	ENSMUSP00000034588
ENSMUSP00000006914	ENSMUSP00000037239
ENSMUSP00000037239	ENSMUSP00000006914
ENSMUSP00000071899	ENSMUSP00000019942
ENSMUSP00000019942	ENSMUSP00000071899
ENSMUSP00000032895	ENSMUSP00000033096
ENSMUSP00000033096	ENSMUSP00000032895
ENSMUSP00000067581	ENSMUSP00000042955
ENSMUSP00000042955	ENSMUSP00000067581
ENSMUSP00000049460	ENSMUSP00000039628
ENSMUSP00000039628	ENSMUSP00000049460
ENSMUSP00000130710	ENSMUSP00000072899
ENSMUSP00000072899	ENSMUSP00000130710
ENSMUSP00000026743	ENSMUSP00000030882
ENSMUSP00000030882	ENSMUSP00000026743
ENSMUSP00000000958	ENSMUSP00000105094
ENSMUSP00000105094	ENSMUSP00000000958
ENSMUSP00000045807	ENSMUSP00000003561
ENSMUSP00000003561	ENSMUSP00000045807
ENSMUSP00000003910	ENSMUSP00000029836
ENSMUSP00000029836	ENSMUSP00000003910
ENSMUSP00000027475	ENSMUSP00000031727
ENSMUSP00000031727	ENSMUSP00000027475
ENSMUSP00000027172	ENSMUSP00000040062
ENSMUSP00000040062	ENSMUSP00000027172
ENSMUSP00000043865	ENSMUSP00000045890
ENSMUSP00000045890	ENSMUSP00000043865
ENSMUSP00000128881	ENSMUSP00000070339
ENSMUSP00000070339	ENSMUSP00000128881
ENSMUSP00000075614	ENSMUSP00000037354
ENSMUSP00000037354	ENSMUSP00000075614
ENSMUSP00000089540	ENSMUSP00000097901
ENSMUSP00000097901	ENSMUSP00000089540
ENSMUSP00000058630	ENSMUSP00000040478
ENSMUSP00000040478	ENSMUSP00000058630
ENSMUSP00000046191	ENSMUSP00000137044
ENSMUSP00000137044	ENSMUSP00000046191
ENSMUSP00000009790	ENSMUSP00000029629
ENSMUSP00000029629	ENSMUSP00000009790
ENSMUSP00000069246	ENSMUSP00000039482
ENSMUSP00000039482	ENSMUSP00000069246
ENSMUSP00000005057	ENSMUSP00000104938
ENSMUSP00000104938	ENSMUSP00000005057
ENSMUSP00000027343	ENSMUSP00000029087
ENSMUSP00000029087	ENSMUSP00000027343
ENSMUSP00000113807	ENSMUSP00000036279
ENSMUSP00000036279	ENSMUSP00000113807
ENSMUSP00000085329	ENSMUSP00000037477
ENSMUSP00000037477	ENSMUSP00000085329
ENSMUSP00000030432	ENSMUSP00000008052
ENSMUSP00000008052	ENSMUSP00000030432
ENSMUSP00000124520	ENSMUSP00000061634
ENSMUSP00000061634	ENSMUSP00000124520
ENSMUSP00000124520	ENSMUSP00000107628
ENSMUSP00000107628	ENSMUSP00000124520
ENSMUSP00000061634	ENSMUSP00000107628
ENSMUSP00000107628	ENSMUSP00000061634
ENSMUSP00000031099	ENSMUSP00000053440
ENSMUSP00000053440	ENSMUSP00000031099
ENSMUSP00000073972	ENSMUSP00000104390
ENSMUSP00000104390	ENSMUSP00000073972
ENSMUSP00000026262	ENSMUSP00000022169
ENSMUSP00000022169	ENSMUSP00000026262
ENSMUSP00000047008	ENSMUSP00000050289
ENSMUSP00000050289	ENSMUSP00000047008
ENSMUSP00000058405	ENSMUSP00000023736
ENSMUSP00000023736	ENSMUSP00000058405
ENSMUSP00000110175	ENSMUSP00000024492
ENSMUSP00000024492	ENSMUSP00000110175
ENSMUSP00000002091	ENSMUSP00000020979
ENSMUSP00000020979	ENSMUSP00000002091
ENSMUSP00000077811	ENSMUSP00000093410
ENSMUSP00000093410	ENSMUSP00000077811
ENSMUSP00000126080	ENSMUSP00000120994
ENSMUSP00000120994	ENSMUSP00000126080
ENSMUSP00000079883	ENSMUSP00000033498
ENSMUSP00000033498	ENSMUSP00000079883
ENSMUSP00000040936	ENSMUSP00000031640
ENSMUSP00000031640	ENSMUSP00000040936
ENSMUSP00000032168	ENSMUSP00000100046
ENSMUSP00000100046	ENSMUSP00000032168
ENSMUSP00000099470	ENSMUSP00000031273
ENSMUSP00000031273	ENSMUSP00000099470
ENSMUSP00000101077	ENSMUSP00000065571
ENSMUSP00000065571	ENSMUSP00000101077
ENSMUSP00000096379	ENSMUSP00000023568
ENSMUSP00000023568	ENSMUSP00000096379
ENSMUSP00000037035	ENSMUSP00000102805
ENSMUSP00000102805	ENSMUSP00000037035
ENSMUSP00000063677	ENSMUSP00000015889
ENSMUSP00000015889	ENSMUSP00000063677
ENSMUSP00000023747	ENSMUSP00000108202
ENSMUSP00000108202	ENSMUSP00000023747
ENSMUSP00000131500	ENSMUSP00000124091
ENSMUSP00000124091	ENSMUSP00000131500
ENSMUSP00000128185	ENSMUSP00000033333
ENSMUSP00000033333	ENSMUSP00000128185
ENSMUSP00000078392	ENSMUSP00000091553
ENSMUSP00000091553	ENSMUSP00000078392
ENSMUSP00000077232	ENSMUSP00000025053
ENSMUSP00000025053	ENSMUSP00000077232
ENSMUSP00000099443	ENSMUSP00000077342
ENSMUSP00000077342	ENSMUSP00000099443
ENSMUSP00000050773	ENSMUSP00000023291
ENSMUSP00000023291	ENSMUSP00000050773
ENSMUSP00000000388	ENSMUSP00000105425
ENSMUSP00000105425	ENSMUSP00000000388
ENSMUSP00000038555	ENSMUSP00000029017
ENSMUSP00000029017	ENSMUSP00000038555
ENSMUSP00000003947	ENSMUSP00000021843
ENSMUSP00000021843	ENSMUSP00000003947
ENSMUSP00000020003	ENSMUSP00000016023
ENSMUSP00000016023	ENSMUSP00000020003
ENSMUSP00000106692	ENSMUSP00000105096
ENSMUSP00000105096	ENSMUSP00000106692
ENSMUSP00000016072	ENSMUSP00000022391
ENSMUSP00000022391	ENSMUSP00000016072
ENSMUSP00000006435	ENSMUSP00000006431
ENSMUSP00000006431	ENSMUSP00000006435
ENSMUSP00000046595	ENSMUSP00000029662
ENSMUSP00000029662	ENSMUSP00000046595
ENSMUSP00000070610	ENSMUSP00000055094
ENSMUSP00000055094	ENSMUSP00000070610
ENSMUSP00000031249	ENSMUSP00000018737
ENSMUSP00000018737	ENSMUSP00000031249
ENSMUSP00000022120	ENSMUSP00000099823
ENSMUSP00000099823	ENSMUSP00000022120
ENSMUSP00000046114	ENSMUSP00000038017
ENSMUSP00000038017	ENSMUSP00000046114
ENSMUSP00000005817	ENSMUSP00000032555
ENSMUSP00000032555	ENSMUSP00000005817
ENSMUSP00000068408	ENSMUSP00000038958
ENSMUSP00000038958	ENSMUSP00000068408
ENSMUSP00000105234	ENSMUSP00000047771
ENSMUSP00000047771	ENSMUSP00000105234
ENSMUSP00000032065	ENSMUSP00000025472
ENSMUSP00000025472	ENSMUSP00000032065
ENSMUSP00000058901	ENSMUSP00000090981
ENSMUSP00000090981	ENSMUSP00000058901
ENSMUSP00000020827	ENSMUSP00000112903
ENSMUSP00000112903	ENSMUSP00000020827
ENSMUSP00000001672	ENSMUSP00000010192
ENSMUSP00000010192	ENSMUSP00000001672
ENSMUSP00000034398	ENSMUSP00000019951
ENSMUSP00000019951	ENSMUSP00000034398
ENSMUSP00000124782	ENSMUSP00000029875
ENSMUSP00000029875	ENSMUSP00000124782
ENSMUSP00000112602	ENSMUSP00000048859
ENSMUSP00000048859	ENSMUSP00000112602
ENSMUSP00000034272	ENSMUSP00000048901
ENSMUSP00000048901	ENSMUSP00000034272
ENSMUSP00000038721	ENSMUSP00000056043
ENSMUSP00000056043	ENSMUSP00000038721
ENSMUSP00000138281	ENSMUSP00000056043
ENSMUSP00000056043	ENSMUSP00000138281
ENSMUSP00000031224	ENSMUSP00000106621
ENSMUSP00000106621	ENSMUSP00000031224
ENSMUSP00000031224	ENSMUSP00000009705
ENSMUSP00000009705	ENSMUSP00000031224
ENSMUSP00000106621	ENSMUSP00000009705
ENSMUSP00000009705	ENSMUSP00000106621
ENSMUSP00000044078	ENSMUSP00000106699
ENSMUSP00000106699	ENSMUSP00000044078
ENSMUSP00000013304	ENSMUSP00000029900
ENSMUSP00000029900	ENSMUSP00000013304
ENSMUSP00000049338	ENSMUSP00000083211
ENSMUSP00000083211	ENSMUSP00000049338
ENSMUSP00000001258	ENSMUSP00000025739
ENSMUSP00000025739	ENSMUSP00000001258
ENSMUSP00000047661	ENSMUSP00000033049
ENSMUSP00000033049	ENSMUSP00000047661
ENSMUSP00000020846	ENSMUSP00000023100
ENSMUSP00000023100	ENSMUSP00000020846
ENSMUSP00000130518	ENSMUSP00000110233
ENSMUSP00000110233	ENSMUSP00000130518
ENSMUSP00000035484	ENSMUSP00000052777
ENSMUSP00000052777	ENSMUSP00000035484
ENSMUSP00000033727	ENSMUSP00000030381
ENSMUSP00000030381	ENSMUSP00000033727
ENSMUSP00000066000	ENSMUSP00000038671
ENSMUSP00000038671	ENSMUSP00000066000
ENSMUSP00000020315	ENSMUSP00000075377
ENSMUSP00000075377	ENSMUSP00000020315
ENSMUSP00000055899	ENSMUSP00000071494
ENSMUSP00000071494	ENSMUSP00000055899
ENSMUSP00000115754	ENSMUSP00000101233
ENSMUSP00000101233	ENSMUSP00000115754
ENSMUSP00000021065	ENSMUSP00000138622
ENSMUSP00000138622	ENSMUSP00000021065
ENSMUSP00000125355	ENSMUSP00000088074
ENSMUSP00000088074	ENSMUSP00000125355
ENSMUSP00000020312	ENSMUSP00000029624
ENSMUSP00000029624	ENSMUSP00000020312
ENSMUSP00000059883	ENSMUSP00000067217
ENSMUSP00000067217	ENSMUSP00000059883
ENSMUSP00000097787	ENSMUSP00000072836
ENSMUSP00000072836	ENSMUSP00000097787
ENSMUSP00000029164	ENSMUSP00000131865
ENSMUSP00000131865	ENSMUSP00000029164
ENSMUSP00000053808	ENSMUSP00000053547
ENSMUSP00000053547	ENSMUSP00000053808
ENSMUSP00000081322	ENSMUSP00000099696
ENSMUSP00000099696	ENSMUSP00000081322
ENSMUSP00000055772	ENSMUSP00000045740
ENSMUSP00000045740	ENSMUSP00000055772
ENSMUSP00000089507	ENSMUSP00000097051
ENSMUSP00000097051	ENSMUSP00000089507
ENSMUSP00000089507	ENSMUSP00000057115
ENSMUSP00000057115	ENSMUSP00000089507
ENSMUSP00000097051	ENSMUSP00000057115
ENSMUSP00000057115	ENSMUSP00000097051
ENSMUSP00000058762	ENSMUSP00000039312
ENSMUSP00000039312	ENSMUSP00000058762
ENSMUSP00000058762	ENSMUSP00000135986
ENSMUSP00000135986	ENSMUSP00000058762
ENSMUSP00000039312	ENSMUSP00000135986
ENSMUSP00000135986	ENSMUSP00000039312
ENSMUSP00000106596	ENSMUSP00000094090
ENSMUSP00000094090	ENSMUSP00000106596
ENSMUSP00000057600	ENSMUSP00000033995
ENSMUSP00000033995	ENSMUSP00000057600
ENSMUSP00000030320	ENSMUSP00000046449
ENSMUSP00000046449	ENSMUSP00000030320
ENSMUSP00000080442	ENSMUSP00000103592
ENSMUSP00000103592	ENSMUSP00000080442
ENSMUSP00000102971	ENSMUSP00000048752
ENSMUSP00000048752	ENSMUSP00000102971
ENSMUSP00000031198	ENSMUSP00000073860
ENSMUSP00000073860	ENSMUSP00000031198
ENSMUSP00000046152	ENSMUSP00000074516
ENSMUSP00000074516	ENSMUSP00000046152
ENSMUSP00000136776	ENSMUSP00000056373
ENSMUSP00000056373	ENSMUSP00000136776
ENSMUSP00000134062	ENSMUSP00000056373
ENSMUSP00000056373	ENSMUSP00000134062
ENSMUSP00000121496	ENSMUSP00000017981
ENSMUSP00000017981	ENSMUSP00000121496
ENSMUSP00000031080	ENSMUSP00000104478
ENSMUSP00000104478	ENSMUSP00000031080
ENSMUSP00000022386	ENSMUSP00000040486
ENSMUSP00000040486	ENSMUSP00000022386
ENSMUSP00000026818	ENSMUSP00000025394
ENSMUSP00000025394	ENSMUSP00000026818
ENSMUSP00000047237	ENSMUSP00000046255
ENSMUSP00000046255	ENSMUSP00000047237
ENSMUSP00000105501	ENSMUSP00000087511
ENSMUSP00000087511	ENSMUSP00000105501
ENSMUSP00000022986	ENSMUSP00000039544
ENSMUSP00000039544	ENSMUSP00000022986
ENSMUSP00000115539	ENSMUSP00000051805
ENSMUSP00000051805	ENSMUSP00000115539
ENSMUSP00000115539	ENSMUSP00000093718
ENSMUSP00000093718	ENSMUSP00000115539
ENSMUSP00000051805	ENSMUSP00000093718
ENSMUSP00000093718	ENSMUSP00000051805
ENSMUSP00000091286	ENSMUSP00000103345
ENSMUSP00000103345	ENSMUSP00000091286
ENSMUSP00000021957	ENSMUSP00000138082
ENSMUSP00000138082	ENSMUSP00000021957
ENSMUSP00000092821	ENSMUSP00000103934
