ENSGALP00000024336	ENSGALP00000006178
ENSGALP00000004263	ENSGALP00000002898
ENSGALP00000002898	ENSGALP00000004263
ENSGALP00000001166	ENSGALP00000002898
ENSGALP00000002898	ENSGALP00000001166
ENSGALP00000012895	ENSGALP00000042721
ENSGALP00000042721	ENSGALP00000012895
ENSGALP00000011783	ENSGALP00000041391
ENSGALP00000041391	ENSGALP00000011783
ENSGALP00000011783	ENSGALP00000022830
ENSGALP00000022830	ENSGALP00000011783
ENSGALP00000011783	ENSGALP00000035597
ENSGALP00000035597	ENSGALP00000011783
ENSGALP00000041391	ENSGALP00000022830
ENSGALP00000022830	ENSGALP00000041391
ENSGALP00000041391	ENSGALP00000035597
ENSGALP00000035597	ENSGALP00000041391
ENSGALP00000022830	ENSGALP00000035597
ENSGALP00000035597	ENSGALP00000022830
ENSGALP00000035848	ENSGALP00000001491
ENSGALP00000001491	ENSGALP00000035848
ENSGALP00000016040	ENSGALP00000019319
ENSGALP00000019319	ENSGALP00000016040
ENSGALP00000002705	ENSGALP00000002046
ENSGALP00000002046	ENSGALP00000002705
ENSGALP00000002705	ENSGALP00000023952
ENSGALP00000023952	ENSGALP00000002705
ENSGALP00000002705	ENSGALP00000038157
ENSGALP00000038157	ENSGALP00000002705
ENSGALP00000002046	ENSGALP00000023952
ENSGALP00000023952	ENSGALP00000002046
ENSGALP00000002046	ENSGALP00000038157
ENSGALP00000038157	ENSGALP00000002046
ENSGALP00000023952	ENSGALP00000038157
ENSGALP00000038157	ENSGALP00000023952
ENSGALP00000000812	ENSGALP00000021536
ENSGALP00000021536	ENSGALP00000000812
ENSGALP00000000812	ENSGALP00000009790
ENSGALP00000009790	ENSGALP00000000812
ENSGALP00000021536	ENSGALP00000009790
ENSGALP00000009790	ENSGALP00000021536
ENSGALP00000040921	ENSGALP00000042133
ENSGALP00000042133	ENSGALP00000040921
ENSGALP00000020056	ENSGALP00000037718
ENSGALP00000037718	ENSGALP00000020056
ENSGALP00000017464	ENSGALP00000012820
ENSGALP00000012820	ENSGALP00000017464
ENSGALP00000008208	ENSGALP00000022972
ENSGALP00000022972	ENSGALP00000008208
ENSGALP00000022891	ENSGALP00000004206
ENSGALP00000004206	ENSGALP00000022891
ENSGALP00000022891	ENSGALP00000009466
ENSGALP00000009466	ENSGALP00000022891
ENSGALP00000004206	ENSGALP00000009466
ENSGALP00000009466	ENSGALP00000004206
ENSGALP00000016993	ENSGALP00000016671
ENSGALP00000016671	ENSGALP00000016993
ENSGALP00000040779	ENSGALP00000033790
ENSGALP00000033790	ENSGALP00000040779
ENSGALP00000040779	ENSGALP00000012464
ENSGALP00000012464	ENSGALP00000040779
ENSGALP00000040779	ENSGALP00000042348
ENSGALP00000042348	ENSGALP00000040779
ENSGALP00000033790	ENSGALP00000012464
ENSGALP00000012464	ENSGALP00000033790
ENSGALP00000033790	ENSGALP00000042348
ENSGALP00000042348	ENSGALP00000033790
ENSGALP00000012464	ENSGALP00000042348
ENSGALP00000042348	ENSGALP00000012464
ENSGALP00000003897	ENSGALP00000017762
ENSGALP00000017762	ENSGALP00000003897
ENSGALP00000003897	ENSGALP00000015509
ENSGALP00000015509	ENSGALP00000003897
ENSGALP00000003897	ENSGALP00000025934
ENSGALP00000025934	ENSGALP00000003897
ENSGALP00000017762	ENSGALP00000015509
ENSGALP00000015509	ENSGALP00000017762
ENSGALP00000017762	ENSGALP00000025934
ENSGALP00000025934	ENSGALP00000017762
ENSGALP00000015509	ENSGALP00000025934
ENSGALP00000025934	ENSGALP00000015509
ENSGALP00000041494	ENSGALP00000041055
ENSGALP00000041055	ENSGALP00000041494
ENSGALP00000029768	ENSGALP00000010779
ENSGALP00000010779	ENSGALP00000029768
ENSGALP00000004783	ENSGALP00000006411
ENSGALP00000006411	ENSGALP00000004783
ENSGALP00000004783	ENSGALP00000004660
ENSGALP00000004660	ENSGALP00000004783
ENSGALP00000006411	ENSGALP00000004660
ENSGALP00000004660	ENSGALP00000006411
ENSGALP00000005210	ENSGALP00000013251
ENSGALP00000013251	ENSGALP00000005210
ENSGALP00000024306	ENSGALP00000009840
ENSGALP00000009840	ENSGALP00000024306
ENSGALP00000001554	ENSGALP00000013048
ENSGALP00000013048	ENSGALP00000001554
ENSGALP00000042583	ENSGALP00000014766
ENSGALP00000014766	ENSGALP00000042583
ENSGALP00000042583	ENSGALP00000014791
ENSGALP00000014791	ENSGALP00000042583
ENSGALP00000014766	ENSGALP00000014791
ENSGALP00000014791	ENSGALP00000014766
ENSGALP00000012257	ENSGALP00000027596
ENSGALP00000027596	ENSGALP00000012257
ENSGALP00000012257	ENSGALP00000022149
ENSGALP00000022149	ENSGALP00000012257
ENSGALP00000027596	ENSGALP00000022149
ENSGALP00000022149	ENSGALP00000027596
ENSGALP00000006169	ENSGALP00000005009
ENSGALP00000005009	ENSGALP00000006169
ENSGALP00000006169	ENSGALP00000021747
ENSGALP00000021747	ENSGALP00000006169
ENSGALP00000005009	ENSGALP00000021747
ENSGALP00000021747	ENSGALP00000005009
ENSGALP00000009156	ENSGALP00000042099
ENSGALP00000042099	ENSGALP00000009156
ENSGALP00000026824	ENSGALP00000005240
ENSGALP00000005240	ENSGALP00000026824
ENSGALP00000040876	ENSGALP00000026309
ENSGALP00000026309	ENSGALP00000040876
ENSGALP00000040876	ENSGALP00000004083
ENSGALP00000004083	ENSGALP00000040876
ENSGALP00000040876	ENSGALP00000025911
ENSGALP00000025911	ENSGALP00000040876
ENSGALP00000026309	ENSGALP00000004083
ENSGALP00000004083	ENSGALP00000026309
ENSGALP00000026309	ENSGALP00000025911
ENSGALP00000025911	ENSGALP00000026309
ENSGALP00000004083	ENSGALP00000025911
ENSGALP00000025911	ENSGALP00000004083
ENSGALP00000015955	ENSGALP00000015954
ENSGALP00000015954	ENSGALP00000015955
ENSGALP00000024246	ENSGALP00000006433
ENSGALP00000006433	ENSGALP00000024246
ENSGALP00000024246	ENSGALP00000016318
ENSGALP00000016318	ENSGALP00000024246
ENSGALP00000006433	ENSGALP00000016318
ENSGALP00000016318	ENSGALP00000006433
ENSGALP00000014565	ENSGALP00000011605
ENSGALP00000011605	ENSGALP00000014565
ENSGALP00000041258	ENSGALP00000011605
ENSGALP00000011605	ENSGALP00000041258
ENSGALP00000022500	ENSGALP00000005398
ENSGALP00000005398	ENSGALP00000022500
ENSGALP00000022500	ENSGALP00000023810
ENSGALP00000023810	ENSGALP00000022500
ENSGALP00000022500	ENSGALP00000002193
ENSGALP00000002193	ENSGALP00000022500
ENSGALP00000005398	ENSGALP00000023810
ENSGALP00000023810	ENSGALP00000005398
ENSGALP00000005398	ENSGALP00000002193
ENSGALP00000002193	ENSGALP00000005398
ENSGALP00000023810	ENSGALP00000002193
ENSGALP00000002193	ENSGALP00000023810
ENSGALP00000015070	ENSGALP00000042568
ENSGALP00000042568	ENSGALP00000015070
ENSGALP00000015070	ENSGALP00000042845
ENSGALP00000042845	ENSGALP00000015070
ENSGALP00000015070	ENSGALP00000015069
ENSGALP00000015069	ENSGALP00000015070
ENSGALP00000015070	ENSGALP00000040776
ENSGALP00000040776	ENSGALP00000015070
ENSGALP00000042568	ENSGALP00000042845
ENSGALP00000042845	ENSGALP00000042568
ENSGALP00000042568	ENSGALP00000015069
ENSGALP00000015069	ENSGALP00000042568
ENSGALP00000042568	ENSGALP00000040776
ENSGALP00000040776	ENSGALP00000042568
ENSGALP00000042845	ENSGALP00000015069
ENSGALP00000015069	ENSGALP00000042845
ENSGALP00000042845	ENSGALP00000040776
ENSGALP00000040776	ENSGALP00000042845
ENSGALP00000015069	ENSGALP00000040776
ENSGALP00000040776	ENSGALP00000015069
ENSGALP00000029020	ENSGALP00000037896
ENSGALP00000037896	ENSGALP00000029020
ENSGALP00000029020	ENSGALP00000001945
ENSGALP00000001945	ENSGALP00000029020
ENSGALP00000029020	ENSGALP00000041973
ENSGALP00000041973	ENSGALP00000029020
ENSGALP00000029020	ENSGALP00000029264
ENSGALP00000029264	ENSGALP00000029020
ENSGALP00000037896	ENSGALP00000001945
ENSGALP00000001945	ENSGALP00000037896
ENSGALP00000037896	ENSGALP00000041973
ENSGALP00000041973	ENSGALP00000037896
ENSGALP00000037896	ENSGALP00000029264
ENSGALP00000029264	ENSGALP00000037896
ENSGALP00000001945	ENSGALP00000041973
ENSGALP00000041973	ENSGALP00000001945
ENSGALP00000001945	ENSGALP00000029264
ENSGALP00000029264	ENSGALP00000001945
ENSGALP00000041973	ENSGALP00000029264
ENSGALP00000029264	ENSGALP00000041973
ENSGALP00000002343	ENSGALP00000015076
ENSGALP00000015076	ENSGALP00000002343
ENSGALP00000036868	ENSGALP00000042621
ENSGALP00000042621	ENSGALP00000036868
ENSGALP00000036868	ENSGALP00000003075
ENSGALP00000003075	ENSGALP00000036868
ENSGALP00000042621	ENSGALP00000003075
ENSGALP00000003075	ENSGALP00000042621
ENSGALP00000011713	ENSGALP00000032039
ENSGALP00000032039	ENSGALP00000011713
ENSGALP00000009974	ENSGALP00000027068
ENSGALP00000027068	ENSGALP00000009974
ENSGALP00000009974	ENSGALP00000025060
ENSGALP00000025060	ENSGALP00000009974
ENSGALP00000027068	ENSGALP00000025060
ENSGALP00000025060	ENSGALP00000027068
ENSGALP00000019386	ENSGALP00000041133
ENSGALP00000041133	ENSGALP00000019386
ENSGALP00000019386	ENSGALP00000009731
ENSGALP00000009731	ENSGALP00000019386
ENSGALP00000041133	ENSGALP00000009731
ENSGALP00000009731	ENSGALP00000041133
ENSGALP00000039459	ENSGALP00000001685
ENSGALP00000001685	ENSGALP00000039459
ENSGALP00000037901	ENSGALP00000027454
ENSGALP00000027454	ENSGALP00000037901
ENSGALP00000037901	ENSGALP00000027455
ENSGALP00000027455	ENSGALP00000037901
ENSGALP00000027454	ENSGALP00000027455
ENSGALP00000027455	ENSGALP00000027454
ENSGALP00000024860	ENSGALP00000041852
ENSGALP00000041852	ENSGALP00000024860
ENSGALP00000029644	ENSGALP00000006123
ENSGALP00000006123	ENSGALP00000029644
ENSGALP00000015194	ENSGALP00000027426
ENSGALP00000027426	ENSGALP00000015194
ENSGALP00000015194	ENSGALP00000038403
ENSGALP00000038403	ENSGALP00000015194
ENSGALP00000027426	ENSGALP00000038403
ENSGALP00000038403	ENSGALP00000027426
ENSGALP00000024125	ENSGALP00000024124
ENSGALP00000024124	ENSGALP00000024125
ENSGALP00000024125	ENSGALP00000004047
ENSGALP00000004047	ENSGALP00000024125
ENSGALP00000024125	ENSGALP00000034361
ENSGALP00000034361	ENSGALP00000024125
ENSGALP00000024125	ENSGALP00000037768
ENSGALP00000037768	ENSGALP00000024125
ENSGALP00000024125	ENSGALP00000026875
ENSGALP00000026875	ENSGALP00000024125
ENSGALP00000024124	ENSGALP00000004047
ENSGALP00000004047	ENSGALP00000024124
ENSGALP00000024124	ENSGALP00000034361
ENSGALP00000034361	ENSGALP00000024124
ENSGALP00000024124	ENSGALP00000037768
ENSGALP00000037768	ENSGALP00000024124
ENSGALP00000024124	ENSGALP00000026875
ENSGALP00000026875	ENSGALP00000024124
ENSGALP00000004047	ENSGALP00000034361
ENSGALP00000034361	ENSGALP00000004047
ENSGALP00000004047	ENSGALP00000037768
ENSGALP00000037768	ENSGALP00000004047
ENSGALP00000004047	ENSGALP00000026875
ENSGALP00000026875	ENSGALP00000004047
ENSGALP00000034361	ENSGALP00000037768
ENSGALP00000037768	ENSGALP00000034361
ENSGALP00000034361	ENSGALP00000026875
ENSGALP00000026875	ENSGALP00000034361
ENSGALP00000037768	ENSGALP00000026875
ENSGALP00000026875	ENSGALP00000037768
ENSGALP00000017224	ENSGALP00000017399
ENSGALP00000017399	ENSGALP00000017224
ENSGALP00000023352	ENSGALP00000010520
ENSGALP00000010520	ENSGALP00000023352
ENSGALP00000023352	ENSGALP00000020445
ENSGALP00000020445	ENSGALP00000023352
ENSGALP00000010520	ENSGALP00000020445
ENSGALP00000020445	ENSGALP00000010520
ENSGALP00000036100	ENSGALP00000012485
ENSGALP00000012485	ENSGALP00000036100
ENSGALP00000023094	ENSGALP00000018639
ENSGALP00000018639	ENSGALP00000023094
ENSGALP00000021076	ENSGALP00000021013
ENSGALP00000021013	ENSGALP00000021076
ENSGALP00000009947	ENSGALP00000032704
ENSGALP00000032704	ENSGALP00000009947
ENSGALP00000009947	ENSGALP00000007267
ENSGALP00000007267	ENSGALP00000009947
ENSGALP00000009947	ENSGALP00000009943
ENSGALP00000009943	ENSGALP00000009947
ENSGALP00000032704	ENSGALP00000007267
ENSGALP00000007267	ENSGALP00000032704
ENSGALP00000032704	ENSGALP00000009943
ENSGALP00000009943	ENSGALP00000032704
ENSGALP00000007267	ENSGALP00000009943
ENSGALP00000009943	ENSGALP00000007267
ENSGALP00000008451	ENSGALP00000008511
ENSGALP00000008511	ENSGALP00000008451
ENSGALP00000008451	ENSGALP00000021078
ENSGALP00000021078	ENSGALP00000008451
ENSGALP00000008511	ENSGALP00000021078
ENSGALP00000021078	ENSGALP00000008511
ENSGALP00000023789	ENSGALP00000018388
ENSGALP00000018388	ENSGALP00000023789
ENSGALP00000011656	ENSGALP00000022341
ENSGALP00000022341	ENSGALP00000011656
ENSGALP00000011656	ENSGALP00000036136
ENSGALP00000036136	ENSGALP00000011656
ENSGALP00000022341	ENSGALP00000036136
ENSGALP00000036136	ENSGALP00000022341
ENSGALP00000000102	ENSGALP00000026254
ENSGALP00000026254	ENSGALP00000000102
ENSGALP00000014538	ENSGALP00000029364
ENSGALP00000029364	ENSGALP00000014538
ENSGALP00000040049	ENSGALP00000025663
ENSGALP00000025663	ENSGALP00000040049
ENSGALP00000040049	ENSGALP00000006458
ENSGALP00000006458	ENSGALP00000040049
ENSGALP00000025663	ENSGALP00000006458
ENSGALP00000006458	ENSGALP00000025663
ENSGALP00000040614	ENSGALP00000040195
ENSGALP00000040195	ENSGALP00000040614
ENSGALP00000040614	ENSGALP00000036478
ENSGALP00000036478	ENSGALP00000040614
ENSGALP00000040614	ENSGALP00000010550
ENSGALP00000010550	ENSGALP00000040614
ENSGALP00000040195	ENSGALP00000036478
ENSGALP00000036478	ENSGALP00000040195
ENSGALP00000040195	ENSGALP00000010550
ENSGALP00000010550	ENSGALP00000040195
ENSGALP00000036478	ENSGALP00000010550
ENSGALP00000010550	ENSGALP00000036478
ENSGALP00000014481	ENSGALP00000002967
ENSGALP00000002967	ENSGALP00000014481
ENSGALP00000009725	ENSGALP00000042663
ENSGALP00000042663	ENSGALP00000009725
ENSGALP00000010453	ENSGALP00000040870
ENSGALP00000040870	ENSGALP00000010453
ENSGALP00000010737	ENSGALP00000043261
ENSGALP00000043261	ENSGALP00000010737
ENSGALP00000042653	ENSGALP00000037562
ENSGALP00000037562	ENSGALP00000042653
ENSGALP00000005865	ENSGALP00000037153
ENSGALP00000037153	ENSGALP00000005865
ENSGALP00000005865	ENSGALP00000013956
ENSGALP00000013956	ENSGALP00000005865
ENSGALP00000037153	ENSGALP00000013956
ENSGALP00000013956	ENSGALP00000037153
ENSGALP00000015425	ENSGALP00000018736
ENSGALP00000018736	ENSGALP00000015425
ENSGALP00000000416	ENSGALP00000026069
ENSGALP00000026069	ENSGALP00000000416
ENSGALP00000000760	ENSGALP00000036079
ENSGALP00000036079	ENSGALP00000000760
ENSGALP00000000760	ENSGALP00000006403
ENSGALP00000006403	ENSGALP00000000760
ENSGALP00000000760	ENSGALP00000023393
ENSGALP00000023393	ENSGALP00000000760
ENSGALP00000036079	ENSGALP00000006403
ENSGALP00000006403	ENSGALP00000036079
ENSGALP00000036079	ENSGALP00000023393
ENSGALP00000023393	ENSGALP00000036079
ENSGALP00000006403	ENSGALP00000023393
ENSGALP00000023393	ENSGALP00000006403
ENSGALP00000002319	ENSGALP00000026419
ENSGALP00000026419	ENSGALP00000002319
ENSGALP00000002319	ENSGALP00000025593
ENSGALP00000025593	ENSGALP00000002319
ENSGALP00000002319	ENSGALP00000009298
ENSGALP00000009298	ENSGALP00000002319
ENSGALP00000026419	ENSGALP00000025593
ENSGALP00000025593	ENSGALP00000026419
ENSGALP00000026419	ENSGALP00000009298
ENSGALP00000009298	ENSGALP00000026419
ENSGALP00000025593	ENSGALP00000009298
ENSGALP00000009298	ENSGALP00000025593
ENSGALP00000033698	ENSGALP00000001268
ENSGALP00000001268	ENSGALP00000033698
ENSGALP00000026735	ENSGALP00000007875
ENSGALP00000007875	ENSGALP00000026735
ENSGALP00000026735	ENSGALP00000041446
ENSGALP00000041446	ENSGALP00000026735
ENSGALP00000007875	ENSGALP00000041446
ENSGALP00000041446	ENSGALP00000007875
ENSGALP00000026938	ENSGALP00000030898
ENSGALP00000030898	ENSGALP00000026938
ENSGALP00000024408	ENSGALP00000043233
ENSGALP00000043233	ENSGALP00000024408
ENSGALP00000004483	ENSGALP00000032596
ENSGALP00000032596	ENSGALP00000004483
ENSGALP00000004483	ENSGALP00000007864
ENSGALP00000007864	ENSGALP00000004483
ENSGALP00000004483	ENSGALP00000017099
ENSGALP00000017099	ENSGALP00000004483
ENSGALP00000032596	ENSGALP00000007864
ENSGALP00000007864	ENSGALP00000032596
ENSGALP00000032596	ENSGALP00000017099
ENSGALP00000017099	ENSGALP00000032596
ENSGALP00000007864	ENSGALP00000017099
ENSGALP00000017099	ENSGALP00000007864
ENSGALP00000002985	ENSGALP00000042892
ENSGALP00000042892	ENSGALP00000002985
ENSGALP00000017480	ENSGALP00000027074
ENSGALP00000027074	ENSGALP00000017480
ENSGALP00000017982	ENSGALP00000043067
ENSGALP00000043067	ENSGALP00000017982
ENSGALP00000041773	ENSGALP00000037900
ENSGALP00000037900	ENSGALP00000041773
ENSGALP00000001804	ENSGALP00000017534
ENSGALP00000017534	ENSGALP00000001804
ENSGALP00000042003	ENSGALP00000032639
ENSGALP00000032639	ENSGALP00000042003
ENSGALP00000039809	ENSGALP00000012416
ENSGALP00000012416	ENSGALP00000039809
ENSGALP00000039809	ENSGALP00000020833
ENSGALP00000020833	ENSGALP00000039809
ENSGALP00000039809	ENSGALP00000026226
ENSGALP00000026226	ENSGALP00000039809
ENSGALP00000012416	ENSGALP00000020833
ENSGALP00000020833	ENSGALP00000012416
ENSGALP00000012416	ENSGALP00000026226
ENSGALP00000026226	ENSGALP00000012416
ENSGALP00000020833	ENSGALP00000026226
ENSGALP00000026226	ENSGALP00000020833
ENSGALP00000000168	ENSGALP00000009606
ENSGALP00000009606	ENSGALP00000000168
ENSGALP00000042491	ENSGALP00000010076
ENSGALP00000010076	ENSGALP00000042491
ENSGALP00000020289	ENSGALP00000014334
ENSGALP00000014334	ENSGALP00000020289
ENSGALP00000030727	ENSGALP00000023561
ENSGALP00000023561	ENSGALP00000030727
ENSGALP00000042075	ENSGALP00000042359
ENSGALP00000042359	ENSGALP00000042075
ENSGALP00000042075	ENSGALP00000010643
ENSGALP00000010643	ENSGALP00000042075
ENSGALP00000042359	ENSGALP00000010643
ENSGALP00000010643	ENSGALP00000042359
ENSGALP00000021026	ENSGALP00000003054
ENSGALP00000003054	ENSGALP00000021026
ENSGALP00000021026	ENSGALP00000008437
ENSGALP00000008437	ENSGALP00000021026
ENSGALP00000003054	ENSGALP00000008437
ENSGALP00000008437	ENSGALP00000003054
ENSGALP00000022778	ENSGALP00000000720
ENSGALP00000000720	ENSGALP00000022778
ENSGALP00000018621	ENSGALP00000038574
ENSGALP00000038574	ENSGALP00000018621
ENSGALP00000020194	ENSGALP00000027620
ENSGALP00000027620	ENSGALP00000020194
ENSGALP00000004504	ENSGALP00000011538
ENSGALP00000011538	ENSGALP00000004504
ENSGALP00000004504	ENSGALP00000037001
ENSGALP00000037001	ENSGALP00000004504
ENSGALP00000004504	ENSGALP00000008781
ENSGALP00000008781	ENSGALP00000004504
ENSGALP00000004504	ENSGALP00000043362
ENSGALP00000043362	ENSGALP00000004504
ENSGALP00000011538	ENSGALP00000037001
ENSGALP00000037001	ENSGALP00000011538
ENSGALP00000011538	ENSGALP00000008781
ENSGALP00000008781	ENSGALP00000011538
ENSGALP00000011538	ENSGALP00000043362
ENSGALP00000043362	ENSGALP00000011538
ENSGALP00000037001	ENSGALP00000008781
ENSGALP00000008781	ENSGALP00000037001
ENSGALP00000037001	ENSGALP00000043362
ENSGALP00000043362	ENSGALP00000037001
ENSGALP00000008781	ENSGALP00000043362
ENSGALP00000043362	ENSGALP00000008781
ENSGALP00000016241	ENSGALP00000019314
ENSGALP00000019314	ENSGALP00000016241
ENSGALP00000042743	ENSGALP00000042335
ENSGALP00000042335	ENSGALP00000042743
ENSGALP00000000632	ENSGALP00000004845
ENSGALP00000004845	ENSGALP00000000632
ENSGALP00000000876	ENSGALP00000023941
ENSGALP00000023941	ENSGALP00000000876
ENSGALP00000042960	ENSGALP00000033996
ENSGALP00000033996	ENSGALP00000042960
ENSGALP00000042314	ENSGALP00000004144
ENSGALP00000004144	ENSGALP00000042314
ENSGALP00000042314	ENSGALP00000008533
ENSGALP00000008533	ENSGALP00000042314
ENSGALP00000042314	ENSGALP00000023586
ENSGALP00000023586	ENSGALP00000042314
ENSGALP00000004144	ENSGALP00000008533
ENSGALP00000008533	ENSGALP00000004144
ENSGALP00000004144	ENSGALP00000023586
ENSGALP00000023586	ENSGALP00000004144
ENSGALP00000008533	ENSGALP00000023586
ENSGALP00000023586	ENSGALP00000008533
ENSGALP00000025419	ENSGALP00000002088
ENSGALP00000002088	ENSGALP00000025419
ENSGALP00000002138	ENSGALP00000011941
ENSGALP00000011941	ENSGALP00000002138
ENSGALP00000002138	ENSGALP00000015577
ENSGALP00000015577	ENSGALP00000002138
ENSGALP00000011941	ENSGALP00000015577
ENSGALP00000015577	ENSGALP00000011941
ENSGALP00000023740	ENSGALP00000002345
ENSGALP00000002345	ENSGALP00000023740
ENSGALP00000018965	ENSGALP00000009639
ENSGALP00000009639	ENSGALP00000018965
ENSGALP00000018965	ENSGALP00000007126
ENSGALP00000007126	ENSGALP00000018965
ENSGALP00000018965	ENSGALP00000011434
ENSGALP00000011434	ENSGALP00000018965
ENSGALP00000018965	ENSGALP00000000206
ENSGALP00000000206	ENSGALP00000018965
ENSGALP00000009639	ENSGALP00000007126
ENSGALP00000007126	ENSGALP00000009639
ENSGALP00000009639	ENSGALP00000011434
ENSGALP00000011434	ENSGALP00000009639
ENSGALP00000009639	ENSGALP00000000206
ENSGALP00000000206	ENSGALP00000009639
ENSGALP00000007126	ENSGALP00000011434
ENSGALP00000011434	ENSGALP00000007126
ENSGALP00000007126	ENSGALP00000000206
ENSGALP00000000206	ENSGALP00000007126
ENSGALP00000011434	ENSGALP00000000206
ENSGALP00000000206	ENSGALP00000011434
ENSGALP00000006805	ENSGALP00000017065
ENSGALP00000017065	ENSGALP00000006805
ENSGALP00000006805	ENSGALP00000010837
ENSGALP00000010837	ENSGALP00000006805
ENSGALP00000017065	ENSGALP00000010837
ENSGALP00000010837	ENSGALP00000017065
ENSGALP00000026061	ENSGALP00000026012
ENSGALP00000026012	ENSGALP00000026061
ENSGALP00000026061	ENSGALP00000041315
ENSGALP00000041315	ENSGALP00000026061
ENSGALP00000026012	ENSGALP00000041315
ENSGALP00000041315	ENSGALP00000026012
ENSGALP00000039315	ENSGALP00000013531
ENSGALP00000013531	ENSGALP00000039315
ENSGALP00000003116	ENSGALP00000023439
ENSGALP00000023439	ENSGALP00000003116
ENSGALP00000003116	ENSGALP00000007692
ENSGALP00000007692	ENSGALP00000003116
ENSGALP00000023439	ENSGALP00000007692
ENSGALP00000007692	ENSGALP00000023439
ENSGALP00000032803	ENSGALP00000022449
ENSGALP00000022449	ENSGALP00000032803
ENSGALP00000010486	ENSGALP00000041653
ENSGALP00000041653	ENSGALP00000010486
ENSGALP00000015899	ENSGALP00000036849
ENSGALP00000036849	ENSGALP00000015899
ENSGALP00000008307	ENSGALP00000011096
ENSGALP00000011096	ENSGALP00000008307
ENSGALP00000035064	ENSGALP00000015687
ENSGALP00000015687	ENSGALP00000035064
ENSGALP00000013432	ENSGALP00000007904
ENSGALP00000007904	ENSGALP00000013432
ENSGALP00000013432	ENSGALP00000027157
ENSGALP00000027157	ENSGALP00000013432
ENSGALP00000007904	ENSGALP00000027157
ENSGALP00000027157	ENSGALP00000007904
ENSGALP00000004912	ENSGALP00000009317
ENSGALP00000009317	ENSGALP00000004912
ENSGALP00000004912	ENSGALP00000013202
ENSGALP00000013202	ENSGALP00000004912
ENSGALP00000004912	ENSGALP00000027146
ENSGALP00000027146	ENSGALP00000004912
ENSGALP00000009317	ENSGALP00000013202
ENSGALP00000013202	ENSGALP00000009317
ENSGALP00000009317	ENSGALP00000027146
ENSGALP00000027146	ENSGALP00000009317
ENSGALP00000013202	ENSGALP00000027146
ENSGALP00000027146	ENSGALP00000013202
ENSGALP00000042245	ENSGALP00000030293
ENSGALP00000030293	ENSGALP00000042245
ENSGALP00000042245	ENSGALP00000018243
ENSGALP00000018243	ENSGALP00000042245
ENSGALP00000042245	ENSGALP00000038357
ENSGALP00000038357	ENSGALP00000042245
ENSGALP00000030293	ENSGALP00000018243
ENSGALP00000018243	ENSGALP00000030293
ENSGALP00000030293	ENSGALP00000038357
ENSGALP00000038357	ENSGALP00000030293
ENSGALP00000018243	ENSGALP00000038357
ENSGALP00000038357	ENSGALP00000018243
ENSGALP00000042596	ENSGALP00000038878
ENSGALP00000038878	ENSGALP00000042596
ENSGALP00000018843	ENSGALP00000006240
ENSGALP00000006240	ENSGALP00000018843
ENSGALP00000018843	ENSGALP00000017302
ENSGALP00000017302	ENSGALP00000018843
ENSGALP00000018843	ENSGALP00000017321
ENSGALP00000017321	ENSGALP00000018843
ENSGALP00000006240	ENSGALP00000017302
ENSGALP00000017302	ENSGALP00000006240
ENSGALP00000006240	ENSGALP00000017321
ENSGALP00000017321	ENSGALP00000006240
ENSGALP00000017302	ENSGALP00000017321
ENSGALP00000017321	ENSGALP00000017302
ENSGALP00000015775	ENSGALP00000043413
ENSGALP00000043413	ENSGALP00000015775
ENSGALP00000015775	ENSGALP00000024036
ENSGALP00000024036	ENSGALP00000015775
ENSGALP00000015775	ENSGALP00000011021
ENSGALP00000011021	ENSGALP00000015775
ENSGALP00000043413	ENSGALP00000024036
ENSGALP00000024036	ENSGALP00000043413
ENSGALP00000043413	ENSGALP00000011021
ENSGALP00000011021	ENSGALP00000043413
ENSGALP00000024036	ENSGALP00000011021
ENSGALP00000011021	ENSGALP00000024036
ENSGALP00000010104	ENSGALP00000043444
ENSGALP00000043444	ENSGALP00000010104
ENSGALP00000010104	ENSGALP00000026353
ENSGALP00000026353	ENSGALP00000010104
ENSGALP00000010104	ENSGALP00000026557
ENSGALP00000026557	ENSGALP00000010104
ENSGALP00000043444	ENSGALP00000026353
ENSGALP00000026353	ENSGALP00000043444
ENSGALP00000043444	ENSGALP00000026557
ENSGALP00000026557	ENSGALP00000043444
ENSGALP00000026353	ENSGALP00000026557
ENSGALP00000026557	ENSGALP00000026353
ENSGALP00000012225	ENSGALP00000019897
ENSGALP00000019897	ENSGALP00000012225
ENSGALP00000012225	ENSGALP00000009588
ENSGALP00000009588	ENSGALP00000012225
ENSGALP00000019897	ENSGALP00000009588
ENSGALP00000009588	ENSGALP00000019897
ENSGALP00000034499	ENSGALP00000042558
ENSGALP00000042558	ENSGALP00000034499
ENSGALP00000034499	ENSGALP00000028327
ENSGALP00000028327	ENSGALP00000034499
ENSGALP00000034499	ENSGALP00000029794
ENSGALP00000029794	ENSGALP00000034499
ENSGALP00000042558	ENSGALP00000028327
ENSGALP00000028327	ENSGALP00000042558
ENSGALP00000042558	ENSGALP00000029794
ENSGALP00000029794	ENSGALP00000042558
ENSGALP00000028327	ENSGALP00000029794
ENSGALP00000029794	ENSGALP00000028327
ENSGALP00000003327	ENSGALP00000036540
ENSGALP00000036540	ENSGALP00000003327
ENSGALP00000003327	ENSGALP00000012413
