SINCAM012787	SINCAM922661
SINCAM009097	SINCAM921752
SINCAM015343	SINCAM012106
SINCAM014570	SINCAM015186
SINCAM922679	SINCAM001400
SINCAM015590	SINCAM922375
SINCAM014236	SINCAM006653
SINCAM009056	SINCAM003045
SINCAM003224	SINCAM003314
SINCAM002342	SINCAM011960
SINCAM007499	SINCAM922963
SINCAM900191	SINCAM000977
SINCAM009229	SINCAM000355
SINCAM000990	SINCAM015987
SINCAM004025	SINCAM001774
SINCAM004273	SINCAM010860
SINCAM009606	SINCAM010226
SINCAM010986	SINCAM921315
SINCAM005125	SINCAM014661
SINCAM015155	SINCAM005637
SINCAM013087	SINCAM013011
SINCAM014570	SINCAM015244
SINCAM009680	SINCAM012075
SINCAM009701	SINCAM921399
SINCAM015957	SINCAM009358
SINCAM920511	SINCAM922345
SINCAM000608	SINCAM014999
SINCAM006584	SINCAM014922
SINCAM920443	SINCAM922346
SINCAM007525	SINCAM008566
SINCAM922410	SINCAM921096
SINCAM015661	SINCAM015560
SINCAM006592	SINCAM920665
SINCAM920501	SINCAM003096
SINCAM007190	SINCAM008764
SINCAM011466	SINCAM012698
SINCAM009270	SINCAM004323
SINCAM001729	SINCAM922625
SINCAM006506	SINCAM006741
SINCAM004026	SINCAM003113
SINCAM010928	SINCAM921924
SINCAM001726	SINCAM001556
SINCAM012896	SINCAM922856
SINCAM016784	SINCAM015693
SINCAM017810	SINCAM014579
SINCAM000753	SINCAM007206
SINCAM921500	SINCAM012487
SINCAM009444	SINCAM009448
SINCAM900193	SINCAM005059
SINCAM014552	SINCAM000121
SINCAM013467	SINCAM013466
SINCAM010465	SINCAM002817
SINCAM010453	SINCAM006612
SINCAM013049	SINCAM001037
SINCAM009674	SINCAM922486
SINCAM011033	SINCAM000477
SINCAM001457	SINCAM922498
SINCAM921557	SINCAM002210
SINCAM004616	SINCAM010735
SINCAM016233	SINCAM003014
SINCAM002555	SINCAM010528
SINCAM000912	SINCAM014438
SINCAM009093	SINCAM003160
SINCAM006464	SINCAM002050
SINCAM003129	SINCAM922563
SINCAM922579	SINCAM920700
SINCAM900121	SINCAM001070
SINCAM007313	SINCAM920790
SINCAM002685	SINCAM003475
SINCAM010121	SINCAM000789
SINCAM017785	SINCAM014650
SINCAM001308	SINCAM001306
SINCAM920725	SINCAM016504
SINCAM012139	SINCAM922504
SINCAM004728	SINCAM009139
SINCAM015232	SINCAM009878
SINCAM016089	SINCAM015238
SINCAM002853	SINCAM007687
SINCAM015647	SINCAM016193
SINCAM922955	SINCAM920507
SINCAM004315	SINCAM004312
SINCAM006403	SINCAM006263
SINCAM921819	SINCAM000065
SINCAM007986	SINCAM920894
SINCAM005212	SINCAM005274
SINCAM010508	SINCAM006227
SINCAM011303	SINCAM015181
SINCAM008101	SINCAM015806
SINCAM006254	SINCAM013307
SINCAM922708	SINCAM013859
SINCAM004360	SINCAM010743
SINCAM015546	SINCAM921293
SINCAM922541	SINCAM008182
SINCAM015144	SINCAM014993
SINCAM007726	SINCAM922264
SINCAM009475	SINCAM010831
SINCAM001619	SINCAM013551
SINCAM002422	SINCAM922072
SINCAM012839	SINCAM010827
SINCAM900147	SINCAM012829
SINCAM001107	SINCAM922458
SINCAM012096	SINCAM002917
SINCAM011011	SINCAM004646
SINCAM014570	SINCAM014957
SINCAM014226	SINCAM013470
SINCAM010549	SINCAM011134
SINCAM015559	SINCAM003479
SINCAM007398	SINCAM003691
SINCAM014258	SINCAM013957
SINCAM008355	SINCAM009300
SINCAM000108	SINCAM010051
SINCAM007632	SINCAM007633
SINCAM922508	SINCAM017351
SINCAM013282	SINCAM012724
SINCAM004350	SINCAM000626
SINCAM004086	SINCAM000701
SINCAM010905	SINCAM006533
SINCAM016552	SINCAM002634
SINCAM013659	SINCAM009155
SINCAM010050	SINCAM000110
SINCAM014801	SINCAM014116
SINCAM014090	SINCAM001966
SINCAM009691	SINCAM006033
SINCAM000614	SINCAM004421
SINCAM922078	SINCAM002234
SINCAM921385	SINCAM016723
SINCAM921354	SINCAM010755
SINCAM009615	SINCAM921421
SINCAM921609	SINCAM014207
SINCAM011352	SINCAM010694
SINCAM922480	SINCAM016142
SINCAM005964	SINCAM009698
SINCAM009299	SINCAM009991
SINCAM003380	SINCAM921300
SINCAM923078	SINCAM017355
SINCAM012395	SINCAM922028
SINCAM015101	SINCAM010098
SINCAM922588	SINCAM002557
SINCAM014838	SINCAM005930
SINCAM013008	SINCAM001049
SINCAM010941	SINCAM010197
SINCAM003698	SINCAM921644
SINCAM018012	SINCAM011472
SINCAM006569	SINCAM006577
SINCAM008990	SINCAM002504
SINCAM009206	SINCAM004318
SINCAM014570	SINCAM923132
SINCAM001628	SINCAM006538
SINCAM011434	SINCAM006224
SINCAM001776	SINCAM006736
SINCAM922807	SINCAM920439
SINCAM010779	SINCAM922731
SINCAM005970	SINCAM003616
SINCAM002264	SINCAM015497
SINCAM013066	SINCAM001126
SINCAM007647	SINCAM012219
SINCAM003226	SINCAM004366
SINCAM014131	SINCAM006322
SINCAM900129	SINCAM900064
SINCAM002082	SINCAM006545
SINCAM003177	SINCAM922100
SINCAM014320	SINCAM010146
SINCAM013661	SINCAM009023
SINCAM009918	SINCAM015998
SINCAM005770	SINCAM005595
SINCAM008892	SINCAM015425
SINCAM003026	SINCAM010905
SINCAM013837	SINCAM009483
SINCAM002483	SINCAM921133
SINCAM002960	SINCAM011565
SINCAM012159	SINCAM003912
SINCAM900192	SINCAM920844
SINCAM001985	SINCAM013305
SINCAM010152	SINCAM921843
SINCAM008670	SINCAM005353
SINCAM013942	SINCAM001455
SINCAM003678	SINCAM008039
SINCAM922375	SINCAM014690
SINCAM015195	SINCAM015207
SINCAM001369	SINCAM017605
SINCAM009462	SINCAM010689
SINCAM007647	SINCAM015602
SINCAM010808	SINCAM015760
SINCAM007153	SINCAM000828
SINCAM007845	SINCAM015685
SINCAM009058	SINCAM004612
SINCAM920965	SINCAM922223
SINCAM005944	SINCAM001289
SINCAM006932	SINCAM014350
SINCAM001757	SINCAM006448
SINCAM922804	SINCAM000738
SINCAM922921	SINCAM007930
SINCAM011854	SINCAM008990
SINCAM920879	SINCAM007920
SINCAM007395	SINCAM015529
SINCAM920682	SINCAM921381
SINCAM003222	SINCAM921275
SINCAM000003	SINCAM009935
SINCAM003198	SINCAM007740
SINCAM008938	SINCAM012047
SINCAM002945	SINCAM002497
SINCAM922269	SINCAM000969
SINCAM921988	SINCAM000717
SINCAM009490	SINCAM920457
SINCAM921343	SINCAM015549
SINCAM008822	SINCAM002769
SINCAM003818	SINCAM008057
SINCAM012758	SINCAM900024
SINCAM013312	SINCAM006704
SINCAM009519	SINCAM004295
SINCAM002863	SINCAM004372
SINCAM009018	SINCAM010821
SINCAM921068	SINCAM001873
SINCAM003123	SINCAM900233
SINCAM015725	SINCAM014568
SINCAM003021	SINCAM006004
SINCAM003656	SINCAM004156
SINCAM921567	SINCAM014951
SINCAM002850	SINCAM003361
SINCAM006841	SINCAM010097
SINCAM003849	SINCAM015149
SINCAM004960	SINCAM009261
SINCAM922983	SINCAM923040
SINCAM017124	SINCAM009358
SINCAM920497	SINCAM002748
SINCAM009446	SINCAM923101
SINCAM009344	SINCAM013812
SINCAM008558	SINCAM008574
SINCAM012693	SINCAM007722
SINCAM010070	SINCAM007194
SINCAM005927	SINCAM005947
SINCAM000225	SINCAM009966
SINCAM005319	SINCAM007949
SINCAM014944	SINCAM010067
SINCAM922860	SINCAM013352
SINCAM002881	SINCAM002527
SINCAM014553	SINCAM920886
SINCAM014570	SINCAM016832
SINCAM923047	SINCAM922933
SINCAM922531	SINCAM920985
SINCAM002793	SINCAM006373
SINCAM014247	SINCAM000772
SINCAM010392	SINCAM003164
SINCAM013153	SINCAM006717
SINCAM014861	SINCAM006239
SINCAM005134	SINCAM002270
SINCAM018099	SINCAM005891
SINCAM920886	SINCAM015446
SINCAM007952	SINCAM922629
SINCAM010694	SINCAM921135
SINCAM017902	SINCAM014570
SINCAM010106	SINCAM014282
SINCAM017346	SINCAM014932
SINCAM013816	SINCAM009343
SINCAM015786	SINCAM015585
SINCAM006136	SINCAM009739
SINCAM922385	SINCAM002926
SINCAM008780	SINCAM008779
SINCAM015918	SINCAM016512
SINCAM921287	SINCAM921975
SINCAM014299	SINCAM007117
SINCAM001968	SINCAM013322
SINCAM015569	SINCAM015841
SINCAM921500	SINCAM005668
SINCAM004470	SINCAM010241
SINCAM016624	SINCAM923143
SINCAM015326	SINCAM015390
SINCAM900158	SINCAM001348
SINCAM005774	SINCAM011595
SINCAM006574	SINCAM014181
SINCAM010003	SINCAM007283
SINCAM006383	SINCAM015958
SINCAM011226	SINCAM014766
SINCAM016530	SINCAM007048
SINCAM010450	SINCAM920712
SINCAM009337	SINCAM009130
SINCAM004243	SINCAM009548
SINCAM005460	SINCAM013003
SINCAM011242	SINCAM012527
SINCAM014456	SINCAM005365
SINCAM013036	SINCAM920555
SINCAM015966	SINCAM016057
SINCAM008985	SINCAM002652
SINCAM003255	SINCAM921250
SINCAM000307	SINCAM010897
SINCAM920704	SINCAM002237
SINCAM005808	SINCAM012198
SINCAM001013	SINCAM012897
SINCAM922890	SINCAM900118
SINCAM000793	SINCAM017341
SINCAM003096	SINCAM920501
SINCAM002107	SINCAM013877
SINCAM013779	SINCAM010350
SINCAM000618	SINCAM010943
SINCAM007928	SINCAM005385
SINCAM922535	SINCAM002259
SINCAM000149	SINCAM007056
SINCAM009633	SINCAM005878
SINCAM009826	SINCAM012181
SINCAM010845	SINCAM004232
SINCAM923046	SINCAM922932
SINCAM015942	SINCAM011740
SINCAM012274	SINCAM015919
SINCAM921686	SINCAM015032
SINCAM005102	SINCAM922185
SINCAM922908	SINCAM009224
SINCAM004211	SINCAM001871
SINCAM011063	SINCAM922173
SINCAM010725	SINCAM004102
SINCAM006143	SINCAM008846
SINCAM008405	SINCAM922351
SINCAM005721	SINCAM012556
SINCAM013822	SINCAM011189
SINCAM015097	SINCAM014340
SINCAM015011	SINCAM014570
SINCAM923078	SINCAM003131
SINCAM015354	SINCAM015308
SINCAM003001	SINCAM920787
SINCAM013877	SINCAM014634
SINCAM016214	SINCAM006808
SINCAM002603	SINCAM008025
SINCAM006585	SINCAM006569
SINCAM920851	SINCAM015529
SINCAM001575	SINCAM006504
SINCAM011972	SINCAM001863
SINCAM012250	SINCAM005584
SINCAM010170	SINCAM002454
SINCAM005134	SINCAM011435
SINCAM013724	SINCAM011628
SINCAM009278	SINCAM004432
SINCAM010761	SINCAM000020
SINCAM003180	SINCAM001634
SINCAM003119	SINCAM004031
SINCAM922380	SINCAM003024
SINCAM009149	SINCAM004736
SINCAM009393	SINCAM004139
SINCAM006777	SINCAM007715
SINCAM920907	SINCAM012869
SINCAM000158	SINCAM000160
SINCAM002047	SINCAM921600
SINCAM017317	SINCAM005362
SINCAM002963	SINCAM012033
SINCAM002181	SINCAM006553
SINCAM006545	SINCAM006736
SINCAM922988	SINCAM014424
SINCAM010438	SINCAM008161
SINCAM015662	SINCAM007401
SINCAM015569	SINCAM017659
SINCAM008577	SINCAM008416
SINCAM001159	SINCAM012954
SINCAM001719	SINCAM001442
SINCAM008719	SINCAM008661
SINCAM921315	SINCAM010986
SINCAM923178	SINCAM017873
SINCAM014570	SINCAM923142
SINCAM015580	SINCAM015844
SINCAM016538	SINCAM923068
SINCAM012131	SINCAM900249
SINCAM009927	SINCAM004857
SINCAM000116	SINCAM006922
SINCAM010594	SINCAM002275
SINCAM012846	SINCAM900188
SINCAM010214	SINCAM004512
SINCAM003087	SINCAM011833
SINCAM014960	SINCAM015013
SINCAM002820	SINCAM011895
SINCAM005838	SINCAM012105
SINCAM004490	SINCAM000561
SINCAM010248	SINCAM010234
SINCAM014324	SINCAM007199
SINCAM009594	SINCAM005694
SINCAM009738	SINCAM006136
SINCAM004335	SINCAM009167
SINCAM006336	SINCAM000762
SINCAM921134	SINCAM921115
SINCAM002892	SINCAM004598
SINCAM005812	SINCAM011638
SINCAM014533	SINCAM012742
SINCAM008188	SINCAM014983
SINCAM012324	SINCAM922263
SINCAM003785	SINCAM003946
SINCAM923128	SINCAM008750
SINCAM006546	SINCAM921005
SINCAM922893	SINCAM921184
SINCAM009619	SINCAM005919
SINCAM014257	SINCAM010156
SINCAM000002	SINCAM920445
SINCAM000609	SINCAM920516
SINCAM011830	SINCAM921778
SINCAM900134	SINCAM001059
SINCAM001973	SINCAM006708
SINCAM005841	SINCAM009692
SINCAM006569	SINCAM006586
SINCAM921797	SINCAM003269
SINCAM922829	SINCAM010002
SINCAM005693	SINCAM922119
SINCAM010450	SINCAM920826
SINCAM014570	SINCAM015631
SINCAM923088	SINCAM016665
SINCAM012827	SINCAM012826
SINCAM011092	SINCAM015506
SINCAM921314	SINCAM004802
SINCAM002552	SINCAM010527
SINCAM010155	SINCAM000746
SINCAM011469	SINCAM013220
SINCAM015411	SINCAM007400
SINCAM007119	SINCAM002674
SINCAM006100	SINCAM012199
SINCAM921186	SINCAM003784
SINCAM001056	SINCAM900139
SINCAM009448	SINCAM922112
SINCAM920620	SINCAM014526
SINCAM007255	SINCAM007087
SINCAM015207	SINCAM015195
SINCAM900219	SINCAM922280
SINCAM002899	SINCAM005988
SINCAM003203	SINCAM012853
SINCAM000287	SINCAM010804
SINCAM010725	SINCAM008851
SINCAM007395	SINCAM016170
SINCAM921612	SINCAM005274
SINCAM009935	SINCAM000004
SINCAM002206	SINCAM014118
SINCAM016177	SINCAM014128
SINCAM008051	SINCAM001338
SINCAM009797	SINCAM006160
SINCAM009488	SINCAM009201
SINCAM003110	SINCAM010797
SINCAM001203	SINCAM920556
SINCAM015495	SINCAM002830
SINCAM923071	SINCAM000123
SINCAM009749	SINCAM009864
SINCAM015622	SINCAM015354
SINCAM000261	SINCAM007433
SINCAM014631	SINCAM014592
SINCAM000194	SINCAM004770
SINCAM014138	SINCAM014961
SINCAM011016	SINCAM900247
SINCAM012588	SINCAM005919
SINCAM922531	SINCAM011592
SINCAM011318	SINCAM012374
SINCAM002173	SINCAM010915
SINCAM000717	SINCAM921988
SINCAM014253	SINCAM015568
SINCAM008576	SINCAM007537
SINCAM011092	SINCAM923092
SINCAM014284	SINCAM000785
SINCAM000591	SINCAM921809
SINCAM004893	SINCAM004408
SINCAM009238	SINCAM009233
SINCAM014218	SINCAM014157
SINCAM008871	SINCAM002539
SINCAM012577	SINCAM016773
SINCAM009358	SINCAM016296
SINCAM016102	SINCAM015989
SINCAM014802	SINCAM011046
SINCAM007048	SINCAM920483
SINCAM007119	SINCAM000828
SINCAM004669	SINCAM015926
SINCAM007408	SINCAM002262
SINCAM920492	SINCAM003201
SINCAM005219	SINCAM004453
SINCAM014582	SINCAM015300
SINCAM012176	SINCAM011713
SINCAM920631	SINCAM001340
SINCAM921761	SINCAM008436
SINCAM001931	SINCAM006298
SINCAM006956	SINCAM000418
SINCAM015701	SINCAM015569
SINCAM014901	SINCAM011100
SINCAM010809	SINCAM921319
SINCAM009781	SINCAM922519
SINCAM921961	SINCAM921292
SINCAM002082	SINCAM001694
SINCAM014041	SINCAM006480
SINCAM006266	SINCAM921040
SINCAM011603	SINCAM923083
SINCAM004331	SINCAM016269
SINCAM922686	SINCAM922888
SINCAM015647	SINCAM015419
SINCAM016657	SINCAM013740
SINCAM015295	SINCAM015134
SINCAM009564	SINCAM009563
SINCAM005153	SINCAM008019
SINCAM014282	SINCAM000688
SINCAM011923	SINCAM002010
SINCAM007106	SINCAM015863
SINCAM922417	SINCAM921394
SINCAM921313	SINCAM009162
SINCAM008251	SINCAM921150
SINCAM014570	SINCAM015551
SINCAM003806	SINCAM008471
SINCAM920773	SINCAM002860
SINCAM015517	SINCAM015666
SINCAM006305	SINCAM001071
SINCAM015407	SINCAM012084
SINCAM000167	SINCAM000168
SINCAM014058	SINCAM006793
SINCAM014979	SINCAM003242
SINCAM920725	SINCAM921594
SINCAM001499	SINCAM013519
SINCAM001655	SINCAM011882
SINCAM014570	SINCAM016873
SINCAM922063	SINCAM010349
SINCAM010942	SINCAM010196
SINCAM010002	SINCAM000592
SINCAM010203	SINCAM000632
SINCAM922349	SINCAM001009
SINCAM009340	SINCAM004243
SINCAM015647	SINCAM017579
SINCAM001677	SINCAM006356
SINCAM015633	SINCAM015312
SINCAM922477	SINCAM014157
SINCAM012227	SINCAM012230
SINCAM015647	SINCAM923079
SINCAM012662	SINCAM012810
SINCAM006722	SINCAM002043
SINCAM921464	SINCAM008816
SINCAM009628	SINCAM015220
SINCAM001805	SINCAM922424
SINCAM004821	SINCAM009385
SINCAM001428	SINCAM922674
SINCAM001895	SINCAM921564
SINCAM014522	SINCAM009247
SINCAM002695	SINCAM922057
SINCAM000123	SINCAM923071
SINCAM008149	SINCAM003732
SINCAM922381	SINCAM006004
SINCAM010244	SINCAM010254
SINCAM923029	SINCAM923158
SINCAM012755	SINCAM900255
SINCAM013974	SINCAM007890
SINCAM002824	SINCAM016785
SINCAM017692	SINCAM007395
SINCAM017494	SINCAM017658
SINCAM002855	SINCAM007687
SINCAM004283	SINCAM008762
SINCAM007398	SINCAM015632
SINCAM012122	SINCAM005584
SINCAM016797	SINCAM014699
SINCAM005178	SINCAM007770
SINCAM922292	SINCAM010833
SINCAM010255	SINCAM010234
SINCAM009897	SINCAM002120
SINCAM007271	SINCAM000076
SINCAM014791	SINCAM011644
SINCAM009126	SINCAM009339
SINCAM900024	SINCAM012758
SINCAM922226	SINCAM011545
SINCAM009133	SINCAM009126
SINCAM005756	SINCAM015919
SINCAM009654	SINCAM005855
SINCAM009358	SINCAM017341
SINCAM014588	SINCAM017760
SINCAM003946	SINCAM003783
SINCAM004792	SINCAM010930
SINCAM014505	SINCAM012854
SINCAM014688	SINCAM005190
SINCAM014257	SINCAM000751
SINCAM002792	SINCAM005463
SINCAM008047	SINCAM003998
SINCAM005508	SINCAM012815
SINCAM008284	SINCAM003779
SINCAM002095	SINCAM013388
SINCAM001955	SINCAM014176
SINCAM001455	SINCAM015273
SINCAM921657	SINCAM012543
SINCAM015981	SINCAM005715
SINCAM013486	SINCAM921617
SINCAM001821	SINCAM001819
SINCAM012218	SINCAM009699
SINCAM017918	SINCAM011303
SINCAM015553	SINCAM014570
SINCAM921910	SINCAM004551
SINCAM002694	SINCAM010331
SINCAM009355	SINCAM013308
SINCAM001933	SINCAM002756
SINCAM002736	SINCAM011099
SINCAM013815	SINCAM009343
SINCAM900279	SINCAM003057
SINCAM006355	SINCAM001679
SINCAM016004	SINCAM922375
SINCAM015988	SINCAM015454
SINCAM920688	SINCAM001876
SINCAM004919	SINCAM012376
SINCAM006575	SINCAM006569
SINCAM016927	SINCAM009358
SINCAM008407	SINCAM003394
SINCAM000084	SINCAM005074
SINCAM922990	SINCAM015321
SINCAM003171	SINCAM002560
SINCAM923113	SINCAM015297
SINCAM015275	SINCAM007510
SINCAM922990	SINCAM923097
SINCAM014760	SINCAM011062
SINCAM921681	SINCAM008464
SINCAM001234	SINCAM013123
SINCAM010819	SINCAM003903
SINCAM922085	SINCAM001854
SINCAM013898	SINCAM004436
SINCAM921191	SINCAM013023
SINCAM011014	SINCAM011013
SINCAM002556	SINCAM922384
SINCAM004556	SINCAM004209
SINCAM009012	SINCAM002870
SINCAM008623	SINCAM007466
SINCAM004799	SINCAM002127
SINCAM013207	SINCAM000967
SINCAM008294	SINCAM003563
SINCAM922142	SINCAM012100
SINCAM015779	SINCAM003615
SINCAM010035	SINCAM007068
SINCAM015125	SINCAM000343
SINCAM016507	SINCAM923143
SINCAM004470	SINCAM010250
SINCAM014331	SINCAM000742
SINCAM011088	SINCAM014917
SINCAM015238	SINCAM002826
SINCAM922822	SINCAM007234
SINCAM014976	SINCAM008716
SINCAM005263	SINCAM005266
SINCAM010058	SINCAM000849
SINCAM006895	SINCAM014570
SINCAM014414	SINCAM014418
SINCAM016931	SINCAM923097
SINCAM009130	SINCAM009124
SINCAM004723	SINCAM010287
SINCAM006487	SINCAM005616
SINCAM002652	SINCAM008985
SINCAM922817	SINCAM010120
SINCAM014604	SINCAM017493
SINCAM016930	SINCAM016057
SINCAM920693	SINCAM002976
SINCAM001545	SINCAM002920
SINCAM013371	SINCAM001722
SINCAM003653	SINCAM010822
SINCAM007289	SINCAM000452
SINCAM011124	SINCAM921513
SINCAM923069	SINCAM923143
SINCAM015294	SINCAM015283
SINCAM017283	SINCAM015377
SINCAM007866	SINCAM014573
SINCAM013149	SINCAM001448
SINCAM004104	SINCAM004114
SINCAM011289	SINCAM012075
SINCAM014672	SINCAM015396
SINCAM003333	SINCAM921477
SINCAM005616	SINCAM006487
SINCAM014702	SINCAM012402
SINCAM005988	SINCAM002899
SINCAM005186	SINCAM013034
SINCAM920916	SINCAM010667
SINCAM014570	SINCAM923039
SINCAM016566	SINCAM011303
SINCAM009574	SINCAM014972
SINCAM002695	SINCAM010399
SINCAM922141	SINCAM000863
SINCAM004380	SINCAM010821
SINCAM010717	SINCAM007168
SINCAM001461	SINCAM011359
SINCAM013447	SINCAM002156
SINCAM002629	SINCAM001128
SINCAM013671	SINCAM920457
SINCAM004704	SINCAM010195
SINCAM015441	SINCAM014568
SINCAM008971	SINCAM007690
SINCAM001909	SINCAM014309
SINCAM002205	SINCAM014175
SINCAM015581	SINCAM014567
SINCAM921975	SINCAM015266
SINCAM009485	SINCAM013783
SINCAM009337	SINCAM009129
SINCAM922032	SINCAM012394
SINCAM002869	SINCAM001655
SINCAM015188	SINCAM014570
SINCAM014054	SINCAM001230
SINCAM015437	SINCAM014544
SINCAM015421	SINCAM018107
SINCAM013434	SINCAM920762
SINCAM921203	SINCAM008124
SINCAM012538	SINCAM011138
SINCAM000394	SINCAM006935
SINCAM008892	SINCAM002842
SINCAM016376	SINCAM008488
SINCAM000355	SINCAM000138
SINCAM012060	SINCAM010335
SINCAM014610	SINCAM015300
SINCAM014231	SINCAM002223
SINCAM001876	SINCAM001819
SINCAM003134	SINCAM005350
SINCAM009639	SINCAM012240
SINCAM920732	SINCAM013326
SINCAM014017	SINCAM010905
SINCAM014236	SINCAM921932
SINCAM016570	SINCAM012003
SINCAM013712	SINCAM009393
SINCAM006482	SINCAM014953
SINCAM015374	SINCAM013877
SINCAM009346	SINCAM013691
SINCAM010574	SINCAM002408
SINCAM920720	SINCAM014160
SINCAM016039	SINCAM007247
SINCAM009795	SINCAM006161
SINCAM012530	SINCAM011241
SINCAM922198	SINCAM922199
SINCAM014662	SINCAM015021
SINCAM012341	SINCAM005932
SINCAM005024	SINCAM012866
SINCAM007766	SINCAM005172
SINCAM005559	SINCAM011611
SINCAM012757	SINCAM920588
SINCAM015134	SINCAM015583
SINCAM009496	SINCAM004671
SINCAM920429	SINCAM000002
SINCAM004891	SINCAM000205
SINCAM006161	SINCAM012190
SINCAM017579	SINCAM014570
SINCAM014479	SINCAM013003
SINCAM011942	SINCAM922091
SINCAM011057	SINCAM012409
SINCAM009095	SINCAM002900
SINCAM005584	SINCAM012122
SINCAM004668	SINCAM000587
SINCAM001045	SINCAM013098
SINCAM010174	SINCAM007309
SINCAM007468	SINCAM005722
SINCAM004117	SINCAM014189
SINCAM002052	SINCAM006465
SINCAM009219	SINCAM921697
SINCAM015355	SINCAM921314
SINCAM015826	SINCAM007397
SINCAM013877	SINCAM002107
SINCAM008972	SINCAM003532
SINCAM001457	SINCAM002961
SINCAM006278	SINCAM013520
SINCAM015399	SINCAM015401
SINCAM922877	SINCAM013877
SINCAM922665	SINCAM001090
SINCAM006973	SINCAM000038
SINCAM015128	SINCAM009358
SINCAM014204	SINCAM921610
SINCAM005569	SINCAM011694
SINCAM014199	SINCAM921615
SINCAM006836	SINCAM000714
SINCAM013060	SINCAM011341
SINCAM016507	SINCAM922995
SINCAM010919	SINCAM004762
SINCAM001837	SINCAM002971
SINCAM922330	SINCAM922399
SINCAM006699	SINCAM013305
SINCAM014877	SINCAM006308
SINCAM010015	SINCAM000847
SINCAM003143	SINCAM900262
SINCAM017291	SINCAM010132
SINCAM018109	SINCAM007405
SINCAM921573	SINCAM013418
SINCAM003108	SINCAM004251
SINCAM011867	SINCAM922558
SINCAM008230	SINCAM921140
SINCAM007240	SINCAM002148
SINCAM004295	SINCAM922302
SINCAM007688	SINCAM008688
SINCAM013198	SINCAM922445
SINCAM016075	SINCAM010396
SINCAM002772	SINCAM006292
SINCAM016377	SINCAM921634
SINCAM002235	SINCAM920704
SINCAM013892	SINCAM004598
SINCAM000846	SINCAM003960
SINCAM007333	SINCAM001631
SINCAM014173	SINCAM013399
SINCAM011981	SINCAM002744
SINCAM011708	SINCAM007516
SINCAM006527	SINCAM009913
SINCAM000221	SINCAM010763
SINCAM013391	SINCAM002091
SINCAM012758	SINCAM015732
SINCAM001227	SINCAM922473
SINCAM013442	SINCAM006611
SINCAM011494	SINCAM000957
SINCAM007473	SINCAM008757
SINCAM016894	SINCAM016104
SINCAM010900	SINCAM920503
SINCAM013229	SINCAM005501
SINCAM012223	SINCAM922156
SINCAM005287	SINCAM920532
SINCAM012409	SINCAM011057
SINCAM004187	SINCAM013971
SINCAM006902	SINCAM000858
SINCAM002658	SINCAM004660
SINCAM010202	SINCAM000514
SINCAM009421	SINCAM005777
SINCAM009442	SINCAM013712
SINCAM005717	SINCAM009869
SINCAM006538	SINCAM001628
SINCAM015661	SINCAM015334
SINCAM008850	SINCAM009029
SINCAM922966	SINCAM923056
SINCAM000396	SINCAM010888
SINCAM015665	SINCAM015666
SINCAM000821	SINCAM922361
SINCAM005956	SINCAM011737
SINCAM011615	SINCAM005582
SINCAM018085	SINCAM016007
SINCAM012413	SINCAM009530
SINCAM009653	SINCAM012114
SINCAM010987	SINCAM921752
SINCAM923040	SINCAM015335
SINCAM011479	SINCAM005980
SINCAM016006	SINCAM015581
SINCAM922860	SINCAM007952
SINCAM011638	SINCAM005811
SINCAM002444	SINCAM008915
SINCAM014641	SINCAM014579
SINCAM009776	SINCAM005783
SINCAM922991	SINCAM015525
SINCAM000392	SINCAM014350
SINCAM012208	SINCAM002438
SINCAM015421	SINCAM015691
SINCAM010803	SINCAM010236
SINCAM922015	SINCAM005995
SINCAM008517	SINCAM003615
SINCAM003041	SINCAM922426
SINCAM015859	SINCAM922991
SINCAM002011	SINCAM010537
SINCAM014194	SINCAM013485
SINCAM922063	SINCAM002695
SINCAM012275	SINCAM922243
SINCAM004831	SINCAM010956
SINCAM005189	SINCAM921110
SINCAM010987	SINCAM004803
SINCAM001593	SINCAM006521
SINCAM005947	SINCAM005927
SINCAM012352	SINCAM006000
SINCAM000795	SINCAM008308
SINCAM921853	SINCAM009984
SINCAM921659	SINCAM921189
SINCAM922224	SINCAM009185
SINCAM009869	SINCAM005717
SINCAM920652	SINCAM013632
SINCAM002511	SINCAM007723
SINCAM000379	SINCAM014348
SINCAM015569	SINCAM015966
SINCAM921786	SINCAM016417
SINCAM003178	SINCAM009099
SINCAM000793	SINCAM016531
SINCAM009288	SINCAM011002
SINCAM017658	SINCAM017494
SINCAM012674	SINCAM016086
SINCAM001446	SINCAM000137
SINCAM921514	SINCAM011035
SINCAM000714	SINCAM014274
SINCAM009008	SINCAM001839
SINCAM004074	SINCAM900065
SINCAM922239	SINCAM000960
SINCAM004104	SINCAM011303
SINCAM005576	SINCAM003482
SINCAM921096	SINCAM922410
SINCAM008634	SINCAM920497
SINCAM000025	SINCAM007120
SINCAM922847	SINCAM015844
SINCAM922280	SINCAM001173
SINCAM005585	SINCAM006277
SINCAM009778	SINCAM922520
SINCAM922248	SINCAM012261
SINCAM008618	SINCAM007435
SINCAM009715	SINCAM000050
SINCAM001940	SINCAM011922
SINCAM007110	SINCAM922819
SINCAM012086	SINCAM009688
SINCAM012332	SINCAM011625
SINCAM017640	SINCAM007402
SINCAM005142	SINCAM001928
SINCAM006872	SINCAM009728
SINCAM921619	SINCAM002875
