ENSLOCP00000011371	ENSLOCP00000009128
ENSLOCP00000013074	ENSLOCP00000003476
ENSLOCP00000006124	ENSLOCP00000022385
ENSLOCP00000022385	ENSLOCP00000006124
ENSLOCP00000006124	ENSLOCP00000013074
ENSLOCP00000013074	ENSLOCP00000006124
ENSLOCP00000022385	ENSLOCP00000013074
ENSLOCP00000013074	ENSLOCP00000022385
ENSLOCP00000005874	ENSLOCP00000019509
ENSLOCP00000019509	ENSLOCP00000005874
ENSLOCP00000015709	ENSLOCP00000015295
ENSLOCP00000015295	ENSLOCP00000015709
ENSLOCP00000019432	ENSLOCP00000019746
ENSLOCP00000019746	ENSLOCP00000019432
ENSLOCP00000011652	ENSLOCP00000016683
ENSLOCP00000016683	ENSLOCP00000011652
ENSLOCP00000004437	ENSLOCP00000014264
ENSLOCP00000014264	ENSLOCP00000004437
ENSLOCP00000012917	ENSLOCP00000003316
ENSLOCP00000003316	ENSLOCP00000012917
ENSLOCP00000001837	ENSLOCP00000015066
ENSLOCP00000015066	ENSLOCP00000001837
ENSLOCP00000017670	ENSLOCP00000014124
ENSLOCP00000014124	ENSLOCP00000017670
ENSLOCP00000009472	ENSLOCP00000014013
ENSLOCP00000014013	ENSLOCP00000009472
ENSLOCP00000022260	ENSLOCP00000020975
ENSLOCP00000020975	ENSLOCP00000022260
ENSLOCP00000011082	ENSLOCP00000003130
ENSLOCP00000003130	ENSLOCP00000011082
ENSLOCP00000008432	ENSLOCP00000017691
ENSLOCP00000017691	ENSLOCP00000008432
ENSLOCP00000015990	ENSLOCP00000016920
ENSLOCP00000016920	ENSLOCP00000015990
ENSLOCP00000015990	ENSLOCP00000021868
ENSLOCP00000021868	ENSLOCP00000015990
ENSLOCP00000016920	ENSLOCP00000021868
ENSLOCP00000021868	ENSLOCP00000016920
ENSLOCP00000005056	ENSLOCP00000003946
ENSLOCP00000003946	ENSLOCP00000005056
ENSLOCP00000008042	ENSLOCP00000010858
ENSLOCP00000010858	ENSLOCP00000008042
ENSLOCP00000009462	ENSLOCP00000004324
ENSLOCP00000004324	ENSLOCP00000009462
ENSLOCP00000019823	ENSLOCP00000013511
ENSLOCP00000013511	ENSLOCP00000019823
ENSLOCP00000017720	ENSLOCP00000002064
ENSLOCP00000002064	ENSLOCP00000017720
ENSLOCP00000005536	ENSLOCP00000004500
ENSLOCP00000004500	ENSLOCP00000005536
ENSLOCP00000018757	ENSLOCP00000012149
ENSLOCP00000012149	ENSLOCP00000018757
ENSLOCP00000018757	ENSLOCP00000009830
ENSLOCP00000009830	ENSLOCP00000018757
ENSLOCP00000012149	ENSLOCP00000009830
ENSLOCP00000009830	ENSLOCP00000012149
ENSLOCP00000002428	ENSLOCP00000006924
ENSLOCP00000006924	ENSLOCP00000002428
ENSLOCP00000015993	ENSLOCP00000018934
ENSLOCP00000018934	ENSLOCP00000015993
ENSLOCP00000004111	ENSLOCP00000005403
ENSLOCP00000005403	ENSLOCP00000004111
ENSLOCP00000006848	ENSLOCP00000018908
ENSLOCP00000018908	ENSLOCP00000006848
ENSLOCP00000009623	ENSLOCP00000009767
ENSLOCP00000009767	ENSLOCP00000009623
ENSLOCP00000014841	ENSLOCP00000015423
ENSLOCP00000015423	ENSLOCP00000014841
ENSLOCP00000017113	ENSLOCP00000012719
ENSLOCP00000012719	ENSLOCP00000017113
ENSLOCP00000006317	ENSLOCP00000008907
ENSLOCP00000008907	ENSLOCP00000006317
ENSLOCP00000005252	ENSLOCP00000012141
ENSLOCP00000012141	ENSLOCP00000005252
ENSLOCP00000014721	ENSLOCP00000020303
ENSLOCP00000020303	ENSLOCP00000014721
ENSLOCP00000017050	ENSLOCP00000010309
ENSLOCP00000010309	ENSLOCP00000017050
ENSLOCP00000007994	ENSLOCP00000010813
ENSLOCP00000010813	ENSLOCP00000007994
ENSLOCP00000015702	ENSLOCP00000010075
ENSLOCP00000010075	ENSLOCP00000015702
ENSLOCP00000013031	ENSLOCP00000001042
ENSLOCP00000001042	ENSLOCP00000013031
ENSLOCP00000001112	ENSLOCP00000018141
ENSLOCP00000018141	ENSLOCP00000001112
ENSLOCP00000001112	ENSLOCP00000016555
ENSLOCP00000016555	ENSLOCP00000001112
ENSLOCP00000018141	ENSLOCP00000016555
ENSLOCP00000016555	ENSLOCP00000018141
ENSLOCP00000017421	ENSLOCP00000018732
ENSLOCP00000018732	ENSLOCP00000017421
ENSLOCP00000008836	ENSLOCP00000012603
ENSLOCP00000012603	ENSLOCP00000008836
ENSLOCP00000003086	ENSLOCP00000020205
ENSLOCP00000020205	ENSLOCP00000003086
ENSLOCP00000020710	ENSLOCP00000006766
ENSLOCP00000006766	ENSLOCP00000020710
ENSLOCP00000002195	ENSLOCP00000003940
ENSLOCP00000003940	ENSLOCP00000002195
ENSLOCP00000002195	ENSLOCP00000000890
ENSLOCP00000000890	ENSLOCP00000002195
ENSLOCP00000003940	ENSLOCP00000000890
ENSLOCP00000000890	ENSLOCP00000003940
ENSLOCP00000003793	ENSLOCP00000000495
ENSLOCP00000000495	ENSLOCP00000003793
ENSLOCP00000003793	ENSLOCP00000006813
ENSLOCP00000006813	ENSLOCP00000003793
ENSLOCP00000020869	ENSLOCP00000016189
ENSLOCP00000016189	ENSLOCP00000020869
ENSLOCP00000010850	ENSLOCP00000018116
ENSLOCP00000018116	ENSLOCP00000010850
ENSLOCP00000013377	ENSLOCP00000016063
ENSLOCP00000016063	ENSLOCP00000013377
ENSLOCP00000017853	ENSLOCP00000013349
ENSLOCP00000013349	ENSLOCP00000017853
ENSLOCP00000019081	ENSLOCP00000011884
ENSLOCP00000011884	ENSLOCP00000019081
ENSLOCP00000002607	ENSLOCP00000002159
ENSLOCP00000002159	ENSLOCP00000002607
ENSLOCP00000003751	ENSLOCP00000015399
ENSLOCP00000015399	ENSLOCP00000003751
ENSLOCP00000022365	ENSLOCP00000019761
ENSLOCP00000019761	ENSLOCP00000022365
ENSLOCP00000000609	ENSLOCP00000020155
ENSLOCP00000020155	ENSLOCP00000000609
ENSLOCP00000005396	ENSLOCP00000007044
ENSLOCP00000007044	ENSLOCP00000005396
ENSLOCP00000006415	ENSLOCP00000000713
ENSLOCP00000000713	ENSLOCP00000006415
ENSLOCP00000016418	ENSLOCP00000014377
ENSLOCP00000014377	ENSLOCP00000016418
ENSLOCP00000012041	ENSLOCP00000010064
ENSLOCP00000010064	ENSLOCP00000012041
ENSLOCP00000019671	ENSLOCP00000010686
ENSLOCP00000010686	ENSLOCP00000019671
ENSLOCP00000018332	ENSLOCP00000009021
ENSLOCP00000009021	ENSLOCP00000018332
ENSLOCP00000018332	ENSLOCP00000008058
ENSLOCP00000008058	ENSLOCP00000018332
ENSLOCP00000009021	ENSLOCP00000008058
ENSLOCP00000008058	ENSLOCP00000009021
ENSLOCP00000001628	ENSLOCP00000006111
ENSLOCP00000006111	ENSLOCP00000001628
ENSLOCP00000000590	ENSLOCP00000014298
ENSLOCP00000014298	ENSLOCP00000000590
ENSLOCP00000011303	ENSLOCP00000011590
ENSLOCP00000011590	ENSLOCP00000011303
ENSLOCP00000009575	ENSLOCP00000007116
ENSLOCP00000007116	ENSLOCP00000009575
ENSLOCP00000005654	ENSLOCP00000009217
ENSLOCP00000009217	ENSLOCP00000005654
ENSLOCP00000013706	ENSLOCP00000014633
ENSLOCP00000014633	ENSLOCP00000013706
ENSLOCP00000002801	ENSLOCP00000019436
ENSLOCP00000019436	ENSLOCP00000002801
ENSLOCP00000008399	ENSLOCP00000006190
ENSLOCP00000006190	ENSLOCP00000008399
ENSLOCP00000018938	ENSLOCP00000014859
ENSLOCP00000014859	ENSLOCP00000018938
ENSLOCP00000006517	ENSLOCP00000000833
ENSLOCP00000000833	ENSLOCP00000006517
ENSLOCP00000021712	ENSLOCP00000020744
ENSLOCP00000020744	ENSLOCP00000021712
ENSLOCP00000020750	ENSLOCP00000016347
ENSLOCP00000016347	ENSLOCP00000020750
ENSLOCP00000010122	ENSLOCP00000012093
ENSLOCP00000012093	ENSLOCP00000010122
ENSLOCP00000019698	ENSLOCP00000001615
ENSLOCP00000001615	ENSLOCP00000019698
ENSLOCP00000003417	ENSLOCP00000004224
ENSLOCP00000004224	ENSLOCP00000003417
ENSLOCP00000020354	ENSLOCP00000017497
ENSLOCP00000017497	ENSLOCP00000020354
ENSLOCP00000020354	ENSLOCP00000016482
ENSLOCP00000016482	ENSLOCP00000020354
ENSLOCP00000017497	ENSLOCP00000016482
ENSLOCP00000016482	ENSLOCP00000017497
ENSLOCP00000005881	ENSLOCP00000001051
ENSLOCP00000001051	ENSLOCP00000005881
ENSLOCP00000015339	ENSLOCP00000004857
ENSLOCP00000004857	ENSLOCP00000015339
ENSLOCP00000015339	ENSLOCP00000017991
ENSLOCP00000017991	ENSLOCP00000015339
ENSLOCP00000004857	ENSLOCP00000017991
ENSLOCP00000017991	ENSLOCP00000004857
ENSLOCP00000010027	ENSLOCP00000016116
ENSLOCP00000016116	ENSLOCP00000010027
ENSLOCP00000003678	ENSLOCP00000007318
ENSLOCP00000007318	ENSLOCP00000003678
ENSLOCP00000005837	ENSLOCP00000003790
ENSLOCP00000003790	ENSLOCP00000005837
ENSLOCP00000015628	ENSLOCP00000016074
ENSLOCP00000016074	ENSLOCP00000015628
ENSLOCP00000006411	ENSLOCP00000006241
ENSLOCP00000006241	ENSLOCP00000006411
ENSLOCP00000016233	ENSLOCP00000004825
ENSLOCP00000004825	ENSLOCP00000016233
ENSLOCP00000018079	ENSLOCP00000014945
ENSLOCP00000014945	ENSLOCP00000018079
ENSLOCP00000018079	ENSLOCP00000019625
ENSLOCP00000019625	ENSLOCP00000018079
ENSLOCP00000014945	ENSLOCP00000019625
ENSLOCP00000019625	ENSLOCP00000014945
ENSLOCP00000011365	ENSLOCP00000019268
ENSLOCP00000019268	ENSLOCP00000011365
ENSLOCP00000005655	ENSLOCP00000018875
ENSLOCP00000018875	ENSLOCP00000005655
ENSLOCP00000017560	ENSLOCP00000019349
ENSLOCP00000019349	ENSLOCP00000017560
ENSLOCP00000000911	ENSLOCP00000005627
ENSLOCP00000005627	ENSLOCP00000000911
ENSLOCP00000016075	ENSLOCP00000018131
ENSLOCP00000018131	ENSLOCP00000016075
ENSLOCP00000019283	ENSLOCP00000014849
ENSLOCP00000014849	ENSLOCP00000019283
ENSLOCP00000001531	ENSLOCP00000014208
ENSLOCP00000014208	ENSLOCP00000001531
ENSLOCP00000010990	ENSLOCP00000021109
ENSLOCP00000021109	ENSLOCP00000010990
ENSLOCP00000004388	ENSLOCP00000006695
ENSLOCP00000006695	ENSLOCP00000004388
ENSLOCP00000004388	ENSLOCP00000010249
ENSLOCP00000010249	ENSLOCP00000004388
ENSLOCP00000006695	ENSLOCP00000010249
ENSLOCP00000010249	ENSLOCP00000006695
ENSLOCP00000002094	ENSLOCP00000018680
ENSLOCP00000018680	ENSLOCP00000002094
ENSLOCP00000002094	ENSLOCP00000014077
ENSLOCP00000014077	ENSLOCP00000002094
ENSLOCP00000018680	ENSLOCP00000014077
ENSLOCP00000014077	ENSLOCP00000018680
ENSLOCP00000015520	ENSLOCP00000015502
ENSLOCP00000015502	ENSLOCP00000015520
ENSLOCP00000022158	ENSLOCP00000021424
ENSLOCP00000021424	ENSLOCP00000022158
ENSLOCP00000010893	ENSLOCP00000019007
ENSLOCP00000019007	ENSLOCP00000010893
ENSLOCP00000012393	ENSLOCP00000006000
ENSLOCP00000006000	ENSLOCP00000012393
ENSLOCP00000003135	ENSLOCP00000008325
ENSLOCP00000008325	ENSLOCP00000003135
ENSLOCP00000008206	ENSLOCP00000012987
ENSLOCP00000012987	ENSLOCP00000008206
ENSLOCP00000018470	ENSLOCP00000010573
ENSLOCP00000010573	ENSLOCP00000018470
ENSLOCP00000007677	ENSLOCP00000004439
ENSLOCP00000004439	ENSLOCP00000007677
ENSLOCP00000009775	ENSLOCP00000012631
ENSLOCP00000012631	ENSLOCP00000009775
ENSLOCP00000003610	ENSLOCP00000021381
ENSLOCP00000021381	ENSLOCP00000003610
ENSLOCP00000000411	ENSLOCP00000000873
ENSLOCP00000000873	ENSLOCP00000000411
ENSLOCP00000000411	ENSLOCP00000007059
ENSLOCP00000007059	ENSLOCP00000000411
ENSLOCP00000007282	ENSLOCP00000018252
ENSLOCP00000018252	ENSLOCP00000007282
ENSLOCP00000011224	ENSLOCP00000002891
ENSLOCP00000002891	ENSLOCP00000011224
ENSLOCP00000009341	ENSLOCP00000001595
ENSLOCP00000001595	ENSLOCP00000009341
ENSLOCP00000009005	ENSLOCP00000022425
ENSLOCP00000022425	ENSLOCP00000009005
ENSLOCP00000007358	ENSLOCP00000015514
ENSLOCP00000015514	ENSLOCP00000007358
ENSLOCP00000007358	ENSLOCP00000001074
ENSLOCP00000001074	ENSLOCP00000007358
ENSLOCP00000015514	ENSLOCP00000001074
ENSLOCP00000001074	ENSLOCP00000015514
ENSLOCP00000011538	ENSLOCP00000009011
ENSLOCP00000009011	ENSLOCP00000011538
ENSLOCP00000001753	ENSLOCP00000001768
ENSLOCP00000001768	ENSLOCP00000001753
ENSLOCP00000006263	ENSLOCP00000003936
ENSLOCP00000003936	ENSLOCP00000006263
ENSLOCP00000006187	ENSLOCP00000005637
ENSLOCP00000005637	ENSLOCP00000006187
ENSLOCP00000006187	ENSLOCP00000003515
ENSLOCP00000003515	ENSLOCP00000006187
ENSLOCP00000005637	ENSLOCP00000003515
ENSLOCP00000003515	ENSLOCP00000005637
ENSLOCP00000004750	ENSLOCP00000012610
ENSLOCP00000012610	ENSLOCP00000004750
ENSLOCP00000016537	ENSLOCP00000020666
ENSLOCP00000020666	ENSLOCP00000016537
ENSLOCP00000013874	ENSLOCP00000014914
ENSLOCP00000014914	ENSLOCP00000013874
ENSLOCP00000013070	ENSLOCP00000012561
ENSLOCP00000012561	ENSLOCP00000013070
ENSLOCP00000013070	ENSLOCP00000003116
ENSLOCP00000003116	ENSLOCP00000013070
ENSLOCP00000012561	ENSLOCP00000003116
ENSLOCP00000003116	ENSLOCP00000012561
ENSLOCP00000003450	ENSLOCP00000002187
ENSLOCP00000002187	ENSLOCP00000003450
ENSLOCP00000012979	ENSLOCP00000020414
ENSLOCP00000020414	ENSLOCP00000012979
ENSLOCP00000003837	ENSLOCP00000015667
ENSLOCP00000015667	ENSLOCP00000003837
ENSLOCP00000006913	ENSLOCP00000008255
ENSLOCP00000008255	ENSLOCP00000006913
ENSLOCP00000001054	ENSLOCP00000001352
ENSLOCP00000001352	ENSLOCP00000001054
ENSLOCP00000008117	ENSLOCP00000007515
ENSLOCP00000007515	ENSLOCP00000008117
ENSLOCP00000006434	ENSLOCP00000002114
ENSLOCP00000002114	ENSLOCP00000006434
ENSLOCP00000019114	ENSLOCP00000005517
ENSLOCP00000005517	ENSLOCP00000019114
ENSLOCP00000008851	ENSLOCP00000010081
ENSLOCP00000010081	ENSLOCP00000008851
ENSLOCP00000002776	ENSLOCP00000008475
ENSLOCP00000008475	ENSLOCP00000002776
ENSLOCP00000017971	ENSLOCP00000014492
ENSLOCP00000014492	ENSLOCP00000017971
ENSLOCP00000014500	ENSLOCP00000011981
ENSLOCP00000011981	ENSLOCP00000014500
ENSLOCP00000000384	ENSLOCP00000000254
ENSLOCP00000000254	ENSLOCP00000000384
ENSLOCP00000000384	ENSLOCP00000007902
ENSLOCP00000007902	ENSLOCP00000000384
ENSLOCP00000000254	ENSLOCP00000007902
ENSLOCP00000007902	ENSLOCP00000000254
ENSLOCP00000022302	ENSLOCP00000021602
ENSLOCP00000021602	ENSLOCP00000022302
ENSLOCP00000022302	ENSLOCP00000021898
ENSLOCP00000021898	ENSLOCP00000022302
ENSLOCP00000021602	ENSLOCP00000021898
ENSLOCP00000021898	ENSLOCP00000021602
ENSLOCP00000018859	ENSLOCP00000013450
ENSLOCP00000013450	ENSLOCP00000018859
ENSLOCP00000008182	ENSLOCP00000009104
ENSLOCP00000009104	ENSLOCP00000008182
ENSLOCP00000009920	ENSLOCP00000017759
ENSLOCP00000017759	ENSLOCP00000009920
ENSLOCP00000016673	ENSLOCP00000006633
ENSLOCP00000006633	ENSLOCP00000016673
ENSLOCP00000002267	ENSLOCP00000004153
ENSLOCP00000004153	ENSLOCP00000002267
ENSLOCP00000002908	ENSLOCP00000011502
ENSLOCP00000011502	ENSLOCP00000002908
ENSLOCP00000006868	ENSLOCP00000016336
ENSLOCP00000016336	ENSLOCP00000006868
ENSLOCP00000003685	ENSLOCP00000017268
ENSLOCP00000017268	ENSLOCP00000003685
ENSLOCP00000022430	ENSLOCP00000022072
ENSLOCP00000022072	ENSLOCP00000022430
ENSLOCP00000022430	ENSLOCP00000021930
ENSLOCP00000021930	ENSLOCP00000022430
ENSLOCP00000022072	ENSLOCP00000021930
ENSLOCP00000021930	ENSLOCP00000022072
ENSLOCP00000009949	ENSLOCP00000002081
ENSLOCP00000002081	ENSLOCP00000009949
ENSLOCP00000007063	ENSLOCP00000001616
ENSLOCP00000001616	ENSLOCP00000007063
ENSLOCP00000009455	ENSLOCP00000016430
ENSLOCP00000016430	ENSLOCP00000009455
ENSLOCP00000010131	ENSLOCP00000017823
ENSLOCP00000017823	ENSLOCP00000010131
ENSLOCP00000002841	ENSLOCP00000011784
ENSLOCP00000011784	ENSLOCP00000002841
ENSLOCP00000001762	ENSLOCP00000011888
ENSLOCP00000011888	ENSLOCP00000001762
ENSLOCP00000011418	ENSLOCP00000016956
ENSLOCP00000016956	ENSLOCP00000011418
ENSLOCP00000009452	ENSLOCP00000002069
ENSLOCP00000002069	ENSLOCP00000009452
ENSLOCP00000005398	ENSLOCP00000007021
ENSLOCP00000007021	ENSLOCP00000005398
ENSLOCP00000007899	ENSLOCP00000006792
ENSLOCP00000006792	ENSLOCP00000007899
ENSLOCP00000013260	ENSLOCP00000017495
ENSLOCP00000017495	ENSLOCP00000013260
ENSLOCP00000013260	ENSLOCP00000019500
ENSLOCP00000019500	ENSLOCP00000013260
ENSLOCP00000017495	ENSLOCP00000019500
ENSLOCP00000019500	ENSLOCP00000017495
ENSLOCP00000003930	ENSLOCP00000003910
ENSLOCP00000003910	ENSLOCP00000003930
ENSLOCP00000003930	ENSLOCP00000016185
ENSLOCP00000016185	ENSLOCP00000003930
ENSLOCP00000003910	ENSLOCP00000016185
ENSLOCP00000016185	ENSLOCP00000003910
ENSLOCP00000021933	ENSLOCP00000021614
ENSLOCP00000021614	ENSLOCP00000021933
ENSLOCP00000017536	ENSLOCP00000015183
ENSLOCP00000015183	ENSLOCP00000017536
ENSLOCP00000010369	ENSLOCP00000008203
ENSLOCP00000008203	ENSLOCP00000010369
ENSLOCP00000001220	ENSLOCP00000009890
ENSLOCP00000009890	ENSLOCP00000001220
ENSLOCP00000022449	ENSLOCP00000022000
ENSLOCP00000022000	ENSLOCP00000022449
ENSLOCP00000002303	ENSLOCP00000002164
ENSLOCP00000002164	ENSLOCP00000002303
ENSLOCP00000018316	ENSLOCP00000007451
ENSLOCP00000007451	ENSLOCP00000018316
ENSLOCP00000018316	ENSLOCP00000019824
ENSLOCP00000019824	ENSLOCP00000018316
ENSLOCP00000018316	ENSLOCP00000007660
ENSLOCP00000007660	ENSLOCP00000018316
ENSLOCP00000007451	ENSLOCP00000019824
ENSLOCP00000019824	ENSLOCP00000007451
ENSLOCP00000007451	ENSLOCP00000007660
ENSLOCP00000007660	ENSLOCP00000007451
ENSLOCP00000019824	ENSLOCP00000007660
ENSLOCP00000007660	ENSLOCP00000019824
ENSLOCP00000016924	ENSLOCP00000018573
ENSLOCP00000018573	ENSLOCP00000016924
ENSLOCP00000002369	ENSLOCP00000017764
ENSLOCP00000017764	ENSLOCP00000002369
ENSLOCP00000005466	ENSLOCP00000007254
ENSLOCP00000007254	ENSLOCP00000005466
ENSLOCP00000001437	ENSLOCP00000013063
ENSLOCP00000013063	ENSLOCP00000001437
ENSLOCP00000017939	ENSLOCP00000002942
ENSLOCP00000002942	ENSLOCP00000017939
ENSLOCP00000017939	ENSLOCP00000004736
ENSLOCP00000004736	ENSLOCP00000017939
ENSLOCP00000002942	ENSLOCP00000004736
ENSLOCP00000004736	ENSLOCP00000002942
ENSLOCP00000020935	ENSLOCP00000022390
ENSLOCP00000022390	ENSLOCP00000020935
ENSLOCP00000010722	ENSLOCP00000005954
ENSLOCP00000005954	ENSLOCP00000010722
ENSLOCP00000013228	ENSLOCP00000014938
ENSLOCP00000014938	ENSLOCP00000013228
ENSLOCP00000001876	ENSLOCP00000008111
ENSLOCP00000008111	ENSLOCP00000001876
ENSLOCP00000016166	ENSLOCP00000017960
ENSLOCP00000017960	ENSLOCP00000016166
ENSLOCP00000001847	ENSLOCP00000015483
ENSLOCP00000015483	ENSLOCP00000001847
ENSLOCP00000017123	ENSLOCP00000013078
ENSLOCP00000013078	ENSLOCP00000017123
ENSLOCP00000016694	ENSLOCP00000002516
ENSLOCP00000002516	ENSLOCP00000016694
ENSLOCP00000014106	ENSLOCP00000012678
ENSLOCP00000012678	ENSLOCP00000014106
ENSLOCP00000022032	ENSLOCP00000021976
ENSLOCP00000021976	ENSLOCP00000022032
ENSLOCP00000022032	ENSLOCP00000004685
ENSLOCP00000004685	ENSLOCP00000022032
ENSLOCP00000021976	ENSLOCP00000004685
ENSLOCP00000004685	ENSLOCP00000021976
ENSLOCP00000015622	ENSLOCP00000011355
ENSLOCP00000011355	ENSLOCP00000015622
ENSLOCP00000006313	ENSLOCP00000009145
ENSLOCP00000009145	ENSLOCP00000006313
ENSLOCP00000016849	ENSLOCP00000001766
ENSLOCP00000001766	ENSLOCP00000016849
ENSLOCP00000003847	ENSLOCP00000021165
ENSLOCP00000021165	ENSLOCP00000003847
ENSLOCP00000009583	ENSLOCP00000010288
ENSLOCP00000010288	ENSLOCP00000009583
ENSLOCP00000005325	ENSLOCP00000007688
ENSLOCP00000007688	ENSLOCP00000005325
ENSLOCP00000011001	ENSLOCP00000020127
ENSLOCP00000020127	ENSLOCP00000011001
ENSLOCP00000005409	ENSLOCP00000010435
ENSLOCP00000010435	ENSLOCP00000005409
ENSLOCP00000005409	ENSLOCP00000008861
ENSLOCP00000008861	ENSLOCP00000005409
ENSLOCP00000010435	ENSLOCP00000008861
ENSLOCP00000008861	ENSLOCP00000010435
ENSLOCP00000001000	ENSLOCP00000017938
ENSLOCP00000017938	ENSLOCP00000001000
ENSLOCP00000008663	ENSLOCP00000006043
ENSLOCP00000006043	ENSLOCP00000008663
ENSLOCP00000001241	ENSLOCP00000020938
ENSLOCP00000020938	ENSLOCP00000001241
ENSLOCP00000008870	ENSLOCP00000003811
ENSLOCP00000003811	ENSLOCP00000008870
ENSLOCP00000018082	ENSLOCP00000000608
ENSLOCP00000000608	ENSLOCP00000018082
ENSLOCP00000003433	ENSLOCP00000008092
ENSLOCP00000008092	ENSLOCP00000003433
ENSLOCP00000011453	ENSLOCP00000014810
ENSLOCP00000014810	ENSLOCP00000011453
ENSLOCP00000001907	ENSLOCP00000021401
ENSLOCP00000021401	ENSLOCP00000001907
ENSLOCP00000022200	ENSLOCP00000022201
ENSLOCP00000022201	ENSLOCP00000022200
ENSLOCP00000009425	ENSLOCP00000009390
ENSLOCP00000009390	ENSLOCP00000009425
ENSLOCP00000006709	ENSLOCP00000020439
ENSLOCP00000020439	ENSLOCP00000006709
ENSLOCP00000017696	ENSLOCP00000015856
ENSLOCP00000015856	ENSLOCP00000017696
ENSLOCP00000011211	ENSLOCP00000020269
ENSLOCP00000020269	ENSLOCP00000011211
ENSLOCP00000017856	ENSLOCP00000010696
ENSLOCP00000010696	ENSLOCP00000017856
ENSLOCP00000015385	ENSLOCP00000005597
ENSLOCP00000005597	ENSLOCP00000015385
ENSLOCP00000019977	ENSLOCP00000011358
ENSLOCP00000011358	ENSLOCP00000019977
ENSLOCP00000012717	ENSLOCP00000012710
ENSLOCP00000012710	ENSLOCP00000012717
ENSLOCP00000006178	ENSLOCP00000005459
ENSLOCP00000005459	ENSLOCP00000006178
ENSLOCP00000012531	ENSLOCP00000014837
ENSLOCP00000014837	ENSLOCP00000012531
ENSLOCP00000015405	ENSLOCP00000016002
ENSLOCP00000016002	ENSLOCP00000015405
ENSLOCP00000022046	ENSLOCP00000022348
ENSLOCP00000022348	ENSLOCP00000022046
ENSLOCP00000003429	ENSLOCP00000010975
ENSLOCP00000010975	ENSLOCP00000003429
ENSLOCP00000007952	ENSLOCP00000006022
ENSLOCP00000006022	ENSLOCP00000007952
ENSLOCP00000014273	ENSLOCP00000015842
ENSLOCP00000015842	ENSLOCP00000014273
ENSLOCP00000021490	ENSLOCP00000011595
ENSLOCP00000011595	ENSLOCP00000021490
ENSLOCP00000012120	ENSLOCP00000022336
ENSLOCP00000022336	ENSLOCP00000012120
ENSLOCP00000001899	ENSLOCP00000011629
ENSLOCP00000011629	ENSLOCP00000001899
ENSLOCP00000010807	ENSLOCP00000003725
ENSLOCP00000003725	ENSLOCP00000010807
ENSLOCP00000014620	ENSLOCP00000004628
ENSLOCP00000004628	ENSLOCP00000014620
ENSLOCP00000014620	ENSLOCP00000018037
ENSLOCP00000018037	ENSLOCP00000014620
ENSLOCP00000004628	ENSLOCP00000018037
ENSLOCP00000018037	ENSLOCP00000004628
ENSLOCP00000009881	ENSLOCP00000008885
ENSLOCP00000008885	ENSLOCP00000009881
ENSLOCP00000022428	ENSLOCP00000018638
ENSLOCP00000018638	ENSLOCP00000022428
ENSLOCP00000001905	ENSLOCP00000018059
ENSLOCP00000018059	ENSLOCP00000001905
ENSLOCP00000003901	ENSLOCP00000012448
ENSLOCP00000012448	ENSLOCP00000003901
ENSLOCP00000016884	ENSLOCP00000010874
ENSLOCP00000010874	ENSLOCP00000016884
ENSLOCP00000013620	ENSLOCP00000002649
ENSLOCP00000002649	ENSLOCP00000013620
ENSLOCP00000010157	ENSLOCP00000012198
ENSLOCP00000012198	ENSLOCP00000010157
ENSLOCP00000014403	ENSLOCP00000012218
ENSLOCP00000012218	ENSLOCP00000014403
ENSLOCP00000020450	ENSLOCP00000004119
ENSLOCP00000004119	ENSLOCP00000020450
ENSLOCP00000003244	ENSLOCP00000005765
ENSLOCP00000005765	ENSLOCP00000003244
ENSLOCP00000022399	ENSLOCP00000009976
ENSLOCP00000009976	ENSLOCP00000022399
ENSLOCP00000022399	ENSLOCP00000022400
ENSLOCP00000022400	ENSLOCP00000022399
ENSLOCP00000009976	ENSLOCP00000022400
ENSLOCP00000022400	ENSLOCP00000009976
ENSLOCP00000020179	ENSLOCP00000021426
ENSLOCP00000021426	ENSLOCP00000020179
ENSLOCP00000021233	ENSLOCP00000012467
ENSLOCP00000012467	ENSLOCP00000021233
ENSLOCP00000006777	ENSLOCP00000014336
ENSLOCP00000014336	ENSLOCP00000006777
ENSLOCP00000013792	ENSLOCP00000009234
ENSLOCP00000009234	ENSLOCP00000013792
ENSLOCP00000002708	ENSLOCP00000004495
ENSLOCP00000004495	ENSLOCP00000002708
ENSLOCP00000002708	ENSLOCP00000003743
ENSLOCP00000003743	ENSLOCP00000002708
ENSLOCP00000004495	ENSLOCP00000003743
ENSLOCP00000003743	ENSLOCP00000004495
ENSLOCP00000008614	ENSLOCP00000002502
ENSLOCP00000002502	ENSLOCP00000008614
ENSLOCP00000005145	ENSLOCP00000008316
ENSLOCP00000008316	ENSLOCP00000005145
ENSLOCP00000019369	ENSLOCP00000013209
ENSLOCP00000013209	ENSLOCP00000019369
ENSLOCP00000022443	ENSLOCP00000022103
ENSLOCP00000022103	ENSLOCP00000022443
ENSLOCP00000014406	ENSLOCP00000003298
ENSLOCP00000003298	ENSLOCP00000014406
ENSLOCP00000000935	ENSLOCP00000011464
ENSLOCP00000011464	ENSLOCP00000000935
ENSLOCP00000012211	ENSLOCP00000020194
ENSLOCP00000020194	ENSLOCP00000012211
ENSLOCP00000013368	ENSLOCP00000011214
