ENSTGUP00000010909	ENSTGUP00000008898
ENSTGUP00000010663	ENSTGUP00000010987
ENSTGUP00000010987	ENSTGUP00000010663
ENSTGUP00000000392	ENSTGUP00000007058
ENSTGUP00000007058	ENSTGUP00000000392
ENSTGUP00000000392	ENSTGUP00000010987
ENSTGUP00000010987	ENSTGUP00000000392
ENSTGUP00000007058	ENSTGUP00000010987
ENSTGUP00000010987	ENSTGUP00000007058
ENSTGUP00000016145	ENSTGUP00000016052
ENSTGUP00000016052	ENSTGUP00000016145
ENSTGUP00000000236	ENSTGUP00000003566
ENSTGUP00000003566	ENSTGUP00000000236
ENSTGUP00000001202	ENSTGUP00000017495
ENSTGUP00000017495	ENSTGUP00000001202
ENSTGUP00000002681	ENSTGUP00000013169
ENSTGUP00000013169	ENSTGUP00000002681
ENSTGUP00000002681	ENSTGUP00000002836
ENSTGUP00000002836	ENSTGUP00000002681
ENSTGUP00000002681	ENSTGUP00000014153
ENSTGUP00000014153	ENSTGUP00000002681
ENSTGUP00000013169	ENSTGUP00000002836
ENSTGUP00000002836	ENSTGUP00000013169
ENSTGUP00000013169	ENSTGUP00000014153
ENSTGUP00000014153	ENSTGUP00000013169
ENSTGUP00000002836	ENSTGUP00000014153
ENSTGUP00000014153	ENSTGUP00000002836
ENSTGUP00000008704	ENSTGUP00000006348
ENSTGUP00000006348	ENSTGUP00000008704
ENSTGUP00000006216	ENSTGUP00000005555
ENSTGUP00000005555	ENSTGUP00000006216
ENSTGUP00000006216	ENSTGUP00000000815
ENSTGUP00000000815	ENSTGUP00000006216
ENSTGUP00000005555	ENSTGUP00000000815
ENSTGUP00000000815	ENSTGUP00000005555
ENSTGUP00000003854	ENSTGUP00000010069
ENSTGUP00000010069	ENSTGUP00000003854
ENSTGUP00000003507	ENSTGUP00000009817
ENSTGUP00000009817	ENSTGUP00000003507
ENSTGUP00000003507	ENSTGUP00000001448
ENSTGUP00000001448	ENSTGUP00000003507
ENSTGUP00000009817	ENSTGUP00000001448
ENSTGUP00000001448	ENSTGUP00000009817
ENSTGUP00000000831	ENSTGUP00000001993
ENSTGUP00000001993	ENSTGUP00000000831
ENSTGUP00000006543	ENSTGUP00000003934
ENSTGUP00000003934	ENSTGUP00000006543
ENSTGUP00000008858	ENSTGUP00000000724
ENSTGUP00000000724	ENSTGUP00000008858
ENSTGUP00000005446	ENSTGUP00000011955
ENSTGUP00000011955	ENSTGUP00000005446
ENSTGUP00000010933	ENSTGUP00000008644
ENSTGUP00000008644	ENSTGUP00000010933
ENSTGUP00000006003	ENSTGUP00000017592
ENSTGUP00000017592	ENSTGUP00000006003
ENSTGUP00000012804	ENSTGUP00000002533
ENSTGUP00000002533	ENSTGUP00000012804
ENSTGUP00000001235	ENSTGUP00000010369
ENSTGUP00000010369	ENSTGUP00000001235
ENSTGUP00000017797	ENSTGUP00000008882
ENSTGUP00000008882	ENSTGUP00000017797
ENSTGUP00000000940	ENSTGUP00000012138
ENSTGUP00000012138	ENSTGUP00000000940
ENSTGUP00000013660	ENSTGUP00000003347
ENSTGUP00000003347	ENSTGUP00000013660
ENSTGUP00000013660	ENSTGUP00000013655
ENSTGUP00000013655	ENSTGUP00000013660
ENSTGUP00000003347	ENSTGUP00000013655
ENSTGUP00000013655	ENSTGUP00000003347
ENSTGUP00000007736	ENSTGUP00000002242
ENSTGUP00000002242	ENSTGUP00000007736
ENSTGUP00000007736	ENSTGUP00000009408
ENSTGUP00000009408	ENSTGUP00000007736
ENSTGUP00000007736	ENSTGUP00000010918
ENSTGUP00000010918	ENSTGUP00000007736
ENSTGUP00000002242	ENSTGUP00000009408
ENSTGUP00000009408	ENSTGUP00000002242
ENSTGUP00000002242	ENSTGUP00000010918
ENSTGUP00000010918	ENSTGUP00000002242
ENSTGUP00000009408	ENSTGUP00000010918
ENSTGUP00000010918	ENSTGUP00000009408
ENSTGUP00000017763	ENSTGUP00000005746
ENSTGUP00000005746	ENSTGUP00000017763
ENSTGUP00000017763	ENSTGUP00000010534
ENSTGUP00000010534	ENSTGUP00000017763
ENSTGUP00000005746	ENSTGUP00000010534
ENSTGUP00000010534	ENSTGUP00000005746
ENSTGUP00000003809	ENSTGUP00000000327
ENSTGUP00000000327	ENSTGUP00000003809
ENSTGUP00000003809	ENSTGUP00000001446
ENSTGUP00000001446	ENSTGUP00000003809
ENSTGUP00000000327	ENSTGUP00000001446
ENSTGUP00000001446	ENSTGUP00000000327
ENSTGUP00000006605	ENSTGUP00000010601
ENSTGUP00000010601	ENSTGUP00000006605
ENSTGUP00000006605	ENSTGUP00000008416
ENSTGUP00000008416	ENSTGUP00000006605
ENSTGUP00000010601	ENSTGUP00000008416
ENSTGUP00000008416	ENSTGUP00000010601
ENSTGUP00000012141	ENSTGUP00000004975
ENSTGUP00000004975	ENSTGUP00000012141
ENSTGUP00000002637	ENSTGUP00000003315
ENSTGUP00000003315	ENSTGUP00000002637
ENSTGUP00000003309	ENSTGUP00000013356
ENSTGUP00000013356	ENSTGUP00000003309
ENSTGUP00000004244	ENSTGUP00000000628
ENSTGUP00000000628	ENSTGUP00000004244
ENSTGUP00000004244	ENSTGUP00000002416
ENSTGUP00000002416	ENSTGUP00000004244
ENSTGUP00000004244	ENSTGUP00000016869
ENSTGUP00000016869	ENSTGUP00000004244
ENSTGUP00000000628	ENSTGUP00000002416
ENSTGUP00000002416	ENSTGUP00000000628
ENSTGUP00000000628	ENSTGUP00000016869
ENSTGUP00000016869	ENSTGUP00000000628
ENSTGUP00000002416	ENSTGUP00000016869
ENSTGUP00000016869	ENSTGUP00000002416
ENSTGUP00000003021	ENSTGUP00000012106
ENSTGUP00000012106	ENSTGUP00000003021
ENSTGUP00000003021	ENSTGUP00000008806
ENSTGUP00000008806	ENSTGUP00000003021
ENSTGUP00000012106	ENSTGUP00000008806
ENSTGUP00000008806	ENSTGUP00000012106
ENSTGUP00000011374	ENSTGUP00000007479
ENSTGUP00000007479	ENSTGUP00000011374
ENSTGUP00000011374	ENSTGUP00000013705
ENSTGUP00000013705	ENSTGUP00000011374
ENSTGUP00000007479	ENSTGUP00000013705
ENSTGUP00000013705	ENSTGUP00000007479
ENSTGUP00000011549	ENSTGUP00000007018
ENSTGUP00000007018	ENSTGUP00000011549
ENSTGUP00000006428	ENSTGUP00000010882
ENSTGUP00000010882	ENSTGUP00000006428
ENSTGUP00000010801	ENSTGUP00000002966
ENSTGUP00000002966	ENSTGUP00000010801
ENSTGUP00000012383	ENSTGUP00000001809
ENSTGUP00000001809	ENSTGUP00000012383
ENSTGUP00000012383	ENSTGUP00000008559
ENSTGUP00000008559	ENSTGUP00000012383
ENSTGUP00000001809	ENSTGUP00000008559
ENSTGUP00000008559	ENSTGUP00000001809
ENSTGUP00000002877	ENSTGUP00000011389
ENSTGUP00000011389	ENSTGUP00000002877
ENSTGUP00000009278	ENSTGUP00000012510
ENSTGUP00000012510	ENSTGUP00000009278
ENSTGUP00000006339	ENSTGUP00000006893
ENSTGUP00000006893	ENSTGUP00000006339
ENSTGUP00000006339	ENSTGUP00000010085
ENSTGUP00000010085	ENSTGUP00000006339
ENSTGUP00000006893	ENSTGUP00000010085
ENSTGUP00000010085	ENSTGUP00000006893
ENSTGUP00000004300	ENSTGUP00000007771
ENSTGUP00000007771	ENSTGUP00000004300
ENSTGUP00000004300	ENSTGUP00000011496
ENSTGUP00000011496	ENSTGUP00000004300
ENSTGUP00000004300	ENSTGUP00000005288
ENSTGUP00000005288	ENSTGUP00000004300
ENSTGUP00000007771	ENSTGUP00000011496
ENSTGUP00000011496	ENSTGUP00000007771
ENSTGUP00000007771	ENSTGUP00000005288
ENSTGUP00000005288	ENSTGUP00000007771
ENSTGUP00000011496	ENSTGUP00000005288
ENSTGUP00000005288	ENSTGUP00000011496
ENSTGUP00000002711	ENSTGUP00000005572
ENSTGUP00000005572	ENSTGUP00000002711
ENSTGUP00000002711	ENSTGUP00000002477
ENSTGUP00000002477	ENSTGUP00000002711
ENSTGUP00000005572	ENSTGUP00000002477
ENSTGUP00000002477	ENSTGUP00000005572
ENSTGUP00000005716	ENSTGUP00000017663
ENSTGUP00000017663	ENSTGUP00000005716
ENSTGUP00000002001	ENSTGUP00000010127
ENSTGUP00000010127	ENSTGUP00000002001
ENSTGUP00000008071	ENSTGUP00000015034
ENSTGUP00000015034	ENSTGUP00000008071
ENSTGUP00000003452	ENSTGUP00000010857
ENSTGUP00000010857	ENSTGUP00000003452
ENSTGUP00000003452	ENSTGUP00000010842
ENSTGUP00000010842	ENSTGUP00000003452
ENSTGUP00000013187	ENSTGUP00000004762
ENSTGUP00000004762	ENSTGUP00000013187
ENSTGUP00000013187	ENSTGUP00000004789
ENSTGUP00000004789	ENSTGUP00000013187
ENSTGUP00000004762	ENSTGUP00000004789
ENSTGUP00000004789	ENSTGUP00000004762
ENSTGUP00000005744	ENSTGUP00000011823
ENSTGUP00000011823	ENSTGUP00000005744
ENSTGUP00000005744	ENSTGUP00000007449
ENSTGUP00000007449	ENSTGUP00000005744
ENSTGUP00000011823	ENSTGUP00000007449
ENSTGUP00000007449	ENSTGUP00000011823
ENSTGUP00000005728	ENSTGUP00000001964
ENSTGUP00000001964	ENSTGUP00000005728
ENSTGUP00000013701	ENSTGUP00000001459
ENSTGUP00000001459	ENSTGUP00000013701
ENSTGUP00000013292	ENSTGUP00000001799
ENSTGUP00000001799	ENSTGUP00000013292
ENSTGUP00000013292	ENSTGUP00000012652
ENSTGUP00000012652	ENSTGUP00000013292
ENSTGUP00000001799	ENSTGUP00000012652
ENSTGUP00000012652	ENSTGUP00000001799
ENSTGUP00000011308	ENSTGUP00000011937
ENSTGUP00000011937	ENSTGUP00000011308
ENSTGUP00000005003	ENSTGUP00000000789
ENSTGUP00000000789	ENSTGUP00000005003
ENSTGUP00000005003	ENSTGUP00000007630
ENSTGUP00000007630	ENSTGUP00000005003
ENSTGUP00000000789	ENSTGUP00000007630
ENSTGUP00000007630	ENSTGUP00000000789
ENSTGUP00000004738	ENSTGUP00000009614
ENSTGUP00000009614	ENSTGUP00000004738
ENSTGUP00000010269	ENSTGUP00000004545
ENSTGUP00000004545	ENSTGUP00000010269
ENSTGUP00000010269	ENSTGUP00000012110
ENSTGUP00000012110	ENSTGUP00000010269
ENSTGUP00000010269	ENSTGUP00000000813
ENSTGUP00000000813	ENSTGUP00000010269
ENSTGUP00000004545	ENSTGUP00000012110
ENSTGUP00000012110	ENSTGUP00000004545
ENSTGUP00000004545	ENSTGUP00000000813
ENSTGUP00000000813	ENSTGUP00000004545
ENSTGUP00000012110	ENSTGUP00000000813
ENSTGUP00000000813	ENSTGUP00000012110
ENSTGUP00000009200	ENSTGUP00000003010
ENSTGUP00000003010	ENSTGUP00000009200
ENSTGUP00000009200	ENSTGUP00000009203
ENSTGUP00000009203	ENSTGUP00000009200
ENSTGUP00000003010	ENSTGUP00000009203
ENSTGUP00000009203	ENSTGUP00000003010
ENSTGUP00000009215	ENSTGUP00000003008
ENSTGUP00000003008	ENSTGUP00000009215
ENSTGUP00000009215	ENSTGUP00000014883
ENSTGUP00000014883	ENSTGUP00000009215
ENSTGUP00000009215	ENSTGUP00000009219
ENSTGUP00000009219	ENSTGUP00000009215
ENSTGUP00000009215	ENSTGUP00000003007
ENSTGUP00000003007	ENSTGUP00000009215
ENSTGUP00000009215	ENSTGUP00000003546
ENSTGUP00000003546	ENSTGUP00000009215
ENSTGUP00000009215	ENSTGUP00000014681
ENSTGUP00000014681	ENSTGUP00000009215
ENSTGUP00000003008	ENSTGUP00000014883
ENSTGUP00000014883	ENSTGUP00000003008
ENSTGUP00000003008	ENSTGUP00000009219
ENSTGUP00000009219	ENSTGUP00000003008
ENSTGUP00000003008	ENSTGUP00000003007
ENSTGUP00000003007	ENSTGUP00000003008
ENSTGUP00000003008	ENSTGUP00000003546
ENSTGUP00000003546	ENSTGUP00000003008
ENSTGUP00000003008	ENSTGUP00000014681
ENSTGUP00000014681	ENSTGUP00000003008
ENSTGUP00000014883	ENSTGUP00000009219
ENSTGUP00000009219	ENSTGUP00000014883
ENSTGUP00000014883	ENSTGUP00000003007
ENSTGUP00000003007	ENSTGUP00000014883
ENSTGUP00000014883	ENSTGUP00000003546
ENSTGUP00000003546	ENSTGUP00000014883
ENSTGUP00000014883	ENSTGUP00000014681
ENSTGUP00000014681	ENSTGUP00000014883
ENSTGUP00000009219	ENSTGUP00000003007
ENSTGUP00000003007	ENSTGUP00000009219
ENSTGUP00000009219	ENSTGUP00000003546
ENSTGUP00000003546	ENSTGUP00000009219
ENSTGUP00000009219	ENSTGUP00000014681
ENSTGUP00000014681	ENSTGUP00000009219
ENSTGUP00000003007	ENSTGUP00000003546
ENSTGUP00000003546	ENSTGUP00000003007
ENSTGUP00000003007	ENSTGUP00000014681
ENSTGUP00000014681	ENSTGUP00000003007
ENSTGUP00000003546	ENSTGUP00000014681
ENSTGUP00000014681	ENSTGUP00000003546
ENSTGUP00000009197	ENSTGUP00000017241
ENSTGUP00000017241	ENSTGUP00000009197
ENSTGUP00000003253	ENSTGUP00000000418
ENSTGUP00000000418	ENSTGUP00000003253
ENSTGUP00000003253	ENSTGUP00000005867
ENSTGUP00000005867	ENSTGUP00000003253
ENSTGUP00000000418	ENSTGUP00000005867
ENSTGUP00000005867	ENSTGUP00000000418
ENSTGUP00000009794	ENSTGUP00000007328
ENSTGUP00000007328	ENSTGUP00000009794
ENSTGUP00000002947	ENSTGUP00000010051
ENSTGUP00000010051	ENSTGUP00000002947
ENSTGUP00000002947	ENSTGUP00000016747
ENSTGUP00000016747	ENSTGUP00000002947
ENSTGUP00000002947	ENSTGUP00000012679
ENSTGUP00000012679	ENSTGUP00000002947
ENSTGUP00000010051	ENSTGUP00000012679
ENSTGUP00000012679	ENSTGUP00000010051
ENSTGUP00000016747	ENSTGUP00000012679
ENSTGUP00000012679	ENSTGUP00000016747
ENSTGUP00000008636	ENSTGUP00000005292
ENSTGUP00000005292	ENSTGUP00000008636
ENSTGUP00000008604	ENSTGUP00000005292
ENSTGUP00000005292	ENSTGUP00000008604
ENSTGUP00000009995	ENSTGUP00000004113
ENSTGUP00000004113	ENSTGUP00000009995
ENSTGUP00000004503	ENSTGUP00000007319
ENSTGUP00000007319	ENSTGUP00000004503
ENSTGUP00000006319	ENSTGUP00000012424
ENSTGUP00000012424	ENSTGUP00000006319
ENSTGUP00000006319	ENSTGUP00000012417
ENSTGUP00000012417	ENSTGUP00000006319
ENSTGUP00000012424	ENSTGUP00000012417
ENSTGUP00000012417	ENSTGUP00000012424
ENSTGUP00000001382	ENSTGUP00000016967
ENSTGUP00000016967	ENSTGUP00000001382
ENSTGUP00000001093	ENSTGUP00000012477
ENSTGUP00000012477	ENSTGUP00000001093
ENSTGUP00000001093	ENSTGUP00000011511
ENSTGUP00000011511	ENSTGUP00000001093
ENSTGUP00000001093	ENSTGUP00000015249
ENSTGUP00000015249	ENSTGUP00000001093
ENSTGUP00000012477	ENSTGUP00000011511
ENSTGUP00000011511	ENSTGUP00000012477
ENSTGUP00000012477	ENSTGUP00000015249
ENSTGUP00000015249	ENSTGUP00000012477
ENSTGUP00000011511	ENSTGUP00000015249
ENSTGUP00000015249	ENSTGUP00000011511
ENSTGUP00000004196	ENSTGUP00000015417
ENSTGUP00000015417	ENSTGUP00000004196
ENSTGUP00000004196	ENSTGUP00000000480
ENSTGUP00000000480	ENSTGUP00000004196
ENSTGUP00000004196	ENSTGUP00000004225
ENSTGUP00000004225	ENSTGUP00000004196
ENSTGUP00000004196	ENSTGUP00000011053
ENSTGUP00000011053	ENSTGUP00000004196
ENSTGUP00000015417	ENSTGUP00000000480
ENSTGUP00000000480	ENSTGUP00000015417
ENSTGUP00000015417	ENSTGUP00000004225
ENSTGUP00000004225	ENSTGUP00000015417
ENSTGUP00000015417	ENSTGUP00000011053
ENSTGUP00000011053	ENSTGUP00000015417
ENSTGUP00000000480	ENSTGUP00000004225
ENSTGUP00000004225	ENSTGUP00000000480
ENSTGUP00000000480	ENSTGUP00000011053
ENSTGUP00000011053	ENSTGUP00000000480
ENSTGUP00000004225	ENSTGUP00000011053
ENSTGUP00000011053	ENSTGUP00000004225
ENSTGUP00000012762	ENSTGUP00000012896
ENSTGUP00000012896	ENSTGUP00000012762
ENSTGUP00000005804	ENSTGUP00000005692
ENSTGUP00000005692	ENSTGUP00000005804
ENSTGUP00000005804	ENSTGUP00000011137
ENSTGUP00000011137	ENSTGUP00000005804
ENSTGUP00000005692	ENSTGUP00000011137
ENSTGUP00000011137	ENSTGUP00000005692
ENSTGUP00000014011	ENSTGUP00000004363
ENSTGUP00000004363	ENSTGUP00000014011
ENSTGUP00000010149	ENSTGUP00000005033
ENSTGUP00000005033	ENSTGUP00000010149
ENSTGUP00000001981	ENSTGUP00000002041
ENSTGUP00000002041	ENSTGUP00000001981
ENSTGUP00000006390	ENSTGUP00000006385
ENSTGUP00000006385	ENSTGUP00000006390
ENSTGUP00000006390	ENSTGUP00000004350
ENSTGUP00000004350	ENSTGUP00000006390
ENSTGUP00000006390	ENSTGUP00000006395
ENSTGUP00000006395	ENSTGUP00000006390
ENSTGUP00000006385	ENSTGUP00000004350
ENSTGUP00000004350	ENSTGUP00000006385
ENSTGUP00000006385	ENSTGUP00000006395
ENSTGUP00000006395	ENSTGUP00000006385
ENSTGUP00000004350	ENSTGUP00000006395
ENSTGUP00000006395	ENSTGUP00000004350
ENSTGUP00000010213	ENSTGUP00000009652
ENSTGUP00000009652	ENSTGUP00000010213
ENSTGUP00000010213	ENSTGUP00000007477
ENSTGUP00000007477	ENSTGUP00000010213
ENSTGUP00000009652	ENSTGUP00000007477
ENSTGUP00000007477	ENSTGUP00000009652
ENSTGUP00000005977	ENSTGUP00000009721
ENSTGUP00000009721	ENSTGUP00000005977
ENSTGUP00000005977	ENSTGUP00000009676
ENSTGUP00000009676	ENSTGUP00000005977
ENSTGUP00000009721	ENSTGUP00000009676
ENSTGUP00000009676	ENSTGUP00000009721
ENSTGUP00000013174	ENSTGUP00000013233
ENSTGUP00000013233	ENSTGUP00000013174
ENSTGUP00000000568	ENSTGUP00000011208
ENSTGUP00000011208	ENSTGUP00000000568
ENSTGUP00000000346	ENSTGUP00000010218
ENSTGUP00000010218	ENSTGUP00000000346
ENSTGUP00000000346	ENSTGUP00000008822
ENSTGUP00000008822	ENSTGUP00000000346
ENSTGUP00000010218	ENSTGUP00000008822
ENSTGUP00000008822	ENSTGUP00000010218
ENSTGUP00000007027	ENSTGUP00000001813
ENSTGUP00000001813	ENSTGUP00000007027
ENSTGUP00000015223	ENSTGUP00000007364
ENSTGUP00000007364	ENSTGUP00000015223
ENSTGUP00000015223	ENSTGUP00000011612
ENSTGUP00000011612	ENSTGUP00000015223
ENSTGUP00000007364	ENSTGUP00000011612
ENSTGUP00000011612	ENSTGUP00000007364
ENSTGUP00000000737	ENSTGUP00000006121
ENSTGUP00000006121	ENSTGUP00000000737
ENSTGUP00000009745	ENSTGUP00000013084
ENSTGUP00000013084	ENSTGUP00000009745
ENSTGUP00000006196	ENSTGUP00000008299
ENSTGUP00000008299	ENSTGUP00000006196
ENSTGUP00000000302	ENSTGUP00000004965
ENSTGUP00000004965	ENSTGUP00000000302
ENSTGUP00000000302	ENSTGUP00000010936
ENSTGUP00000010936	ENSTGUP00000000302
ENSTGUP00000004965	ENSTGUP00000010936
ENSTGUP00000010936	ENSTGUP00000004965
ENSTGUP00000003957	ENSTGUP00000006077
ENSTGUP00000006077	ENSTGUP00000003957
ENSTGUP00000002820	ENSTGUP00000013241
ENSTGUP00000013241	ENSTGUP00000002820
ENSTGUP00000000816	ENSTGUP00000013537
ENSTGUP00000013537	ENSTGUP00000000816
ENSTGUP00000000816	ENSTGUP00000012362
ENSTGUP00000012362	ENSTGUP00000000816
ENSTGUP00000000816	ENSTGUP00000014912
ENSTGUP00000014912	ENSTGUP00000000816
ENSTGUP00000013537	ENSTGUP00000012362
ENSTGUP00000012362	ENSTGUP00000013537
ENSTGUP00000013537	ENSTGUP00000014912
ENSTGUP00000014912	ENSTGUP00000013537
ENSTGUP00000012362	ENSTGUP00000014912
ENSTGUP00000014912	ENSTGUP00000012362
ENSTGUP00000003200	ENSTGUP00000012758
ENSTGUP00000012758	ENSTGUP00000003200
ENSTGUP00000003200	ENSTGUP00000013027
ENSTGUP00000013027	ENSTGUP00000003200
ENSTGUP00000012758	ENSTGUP00000013027
ENSTGUP00000013027	ENSTGUP00000012758
ENSTGUP00000013602	ENSTGUP00000013648
ENSTGUP00000013648	ENSTGUP00000013602
ENSTGUP00000001845	ENSTGUP00000010860
ENSTGUP00000010860	ENSTGUP00000001845
ENSTGUP00000001845	ENSTGUP00000016495
ENSTGUP00000016495	ENSTGUP00000001845
ENSTGUP00000001845	ENSTGUP00000007602
ENSTGUP00000007602	ENSTGUP00000001845
ENSTGUP00000001845	ENSTGUP00000012050
ENSTGUP00000012050	ENSTGUP00000001845
ENSTGUP00000010860	ENSTGUP00000016495
ENSTGUP00000016495	ENSTGUP00000010860
ENSTGUP00000010860	ENSTGUP00000007602
ENSTGUP00000007602	ENSTGUP00000010860
ENSTGUP00000010860	ENSTGUP00000012050
ENSTGUP00000012050	ENSTGUP00000010860
ENSTGUP00000016495	ENSTGUP00000007602
ENSTGUP00000007602	ENSTGUP00000016495
ENSTGUP00000016495	ENSTGUP00000012050
ENSTGUP00000012050	ENSTGUP00000016495
ENSTGUP00000007602	ENSTGUP00000012050
ENSTGUP00000012050	ENSTGUP00000007602
ENSTGUP00000005854	ENSTGUP00000003247
ENSTGUP00000003247	ENSTGUP00000005854
ENSTGUP00000010969	ENSTGUP00000010015
ENSTGUP00000010015	ENSTGUP00000010969
ENSTGUP00000002987	ENSTGUP00000003527
ENSTGUP00000003527	ENSTGUP00000002987
ENSTGUP00000002987	ENSTGUP00000009239
ENSTGUP00000009239	ENSTGUP00000002987
ENSTGUP00000003527	ENSTGUP00000009239
ENSTGUP00000009239	ENSTGUP00000003527
ENSTGUP00000011956	ENSTGUP00000017090
ENSTGUP00000017090	ENSTGUP00000011956
ENSTGUP00000011956	ENSTGUP00000008026
ENSTGUP00000008026	ENSTGUP00000011956
ENSTGUP00000003013	ENSTGUP00000009194
ENSTGUP00000009194	ENSTGUP00000003013
ENSTGUP00000008623	ENSTGUP00000013211
ENSTGUP00000013211	ENSTGUP00000008623
ENSTGUP00000004108	ENSTGUP00000008303
ENSTGUP00000008303	ENSTGUP00000004108
ENSTGUP00000000102	ENSTGUP00000008460
ENSTGUP00000008460	ENSTGUP00000000102
ENSTGUP00000013556	ENSTGUP00000003699
ENSTGUP00000003699	ENSTGUP00000013556
ENSTGUP00000013486	ENSTGUP00000006614
ENSTGUP00000006614	ENSTGUP00000013486
ENSTGUP00000001670	ENSTGUP00000017690
ENSTGUP00000017690	ENSTGUP00000001670
ENSTGUP00000001345	ENSTGUP00000007815
ENSTGUP00000007815	ENSTGUP00000001345
ENSTGUP00000001345	ENSTGUP00000009701
ENSTGUP00000009701	ENSTGUP00000001345
ENSTGUP00000007815	ENSTGUP00000009701
ENSTGUP00000009701	ENSTGUP00000007815
ENSTGUP00000011875	ENSTGUP00000001064
ENSTGUP00000001064	ENSTGUP00000011875
ENSTGUP00000011875	ENSTGUP00000005303
ENSTGUP00000005303	ENSTGUP00000011875
ENSTGUP00000011875	ENSTGUP00000015497
ENSTGUP00000015497	ENSTGUP00000011875
ENSTGUP00000001064	ENSTGUP00000005303
ENSTGUP00000005303	ENSTGUP00000001064
ENSTGUP00000001064	ENSTGUP00000015497
ENSTGUP00000015497	ENSTGUP00000001064
ENSTGUP00000005303	ENSTGUP00000015497
ENSTGUP00000015497	ENSTGUP00000005303
ENSTGUP00000012543	ENSTGUP00000000947
ENSTGUP00000000947	ENSTGUP00000012543
ENSTGUP00000011693	ENSTGUP00000011720
ENSTGUP00000011720	ENSTGUP00000011693
ENSTGUP00000003753	ENSTGUP00000009137
ENSTGUP00000009137	ENSTGUP00000003753
ENSTGUP00000003753	ENSTGUP00000010983
ENSTGUP00000010983	ENSTGUP00000003753
ENSTGUP00000003753	ENSTGUP00000007228
ENSTGUP00000007228	ENSTGUP00000003753
ENSTGUP00000003753	ENSTGUP00000016079
ENSTGUP00000016079	ENSTGUP00000003753
ENSTGUP00000009137	ENSTGUP00000010983
ENSTGUP00000010983	ENSTGUP00000009137
ENSTGUP00000009137	ENSTGUP00000007228
ENSTGUP00000007228	ENSTGUP00000009137
ENSTGUP00000009137	ENSTGUP00000016079
ENSTGUP00000016079	ENSTGUP00000009137
ENSTGUP00000010983	ENSTGUP00000007228
ENSTGUP00000007228	ENSTGUP00000010983
ENSTGUP00000010983	ENSTGUP00000016079
ENSTGUP00000016079	ENSTGUP00000010983
ENSTGUP00000007228	ENSTGUP00000016079
ENSTGUP00000016079	ENSTGUP00000007228
ENSTGUP00000017568	ENSTGUP00000005477
ENSTGUP00000005477	ENSTGUP00000017568
ENSTGUP00000005299	ENSTGUP00000005320
ENSTGUP00000005320	ENSTGUP00000005299
ENSTGUP00000005299	ENSTGUP00000013653
ENSTGUP00000013653	ENSTGUP00000005299
ENSTGUP00000005320	ENSTGUP00000013653
ENSTGUP00000013653	ENSTGUP00000005320
ENSTGUP00000013883	ENSTGUP00000000743
ENSTGUP00000000743	ENSTGUP00000013883
ENSTGUP00000000732	ENSTGUP00000009839
ENSTGUP00000009839	ENSTGUP00000000732
ENSTGUP00000000732	ENSTGUP00000006081
ENSTGUP00000006081	ENSTGUP00000000732
ENSTGUP00000009839	ENSTGUP00000006081
ENSTGUP00000006081	ENSTGUP00000009839
ENSTGUP00000002907	ENSTGUP00000000352
ENSTGUP00000000352	ENSTGUP00000002907
ENSTGUP00000001149	ENSTGUP00000016958
ENSTGUP00000016958	ENSTGUP00000001149
ENSTGUP00000001149	ENSTGUP00000009067
ENSTGUP00000009067	ENSTGUP00000001149
ENSTGUP00000001149	ENSTGUP00000000384
ENSTGUP00000000384	ENSTGUP00000001149
ENSTGUP00000016958	ENSTGUP00000009067
ENSTGUP00000009067	ENSTGUP00000016958
ENSTGUP00000016958	ENSTGUP00000000384
ENSTGUP00000000384	ENSTGUP00000016958
ENSTGUP00000009067	ENSTGUP00000000384
ENSTGUP00000000384	ENSTGUP00000009067
ENSTGUP00000013208	ENSTGUP00000014074
ENSTGUP00000014074	ENSTGUP00000013208
ENSTGUP00000011477	ENSTGUP00000004210
ENSTGUP00000004210	ENSTGUP00000011477
ENSTGUP00000011477	ENSTGUP00000004205
ENSTGUP00000004205	ENSTGUP00000011477
ENSTGUP00000004210	ENSTGUP00000004205
ENSTGUP00000004205	ENSTGUP00000004210
ENSTGUP00000013002	ENSTGUP00000013114
ENSTGUP00000013114	ENSTGUP00000013002
ENSTGUP00000001628	ENSTGUP00000002808
ENSTGUP00000002808	ENSTGUP00000001628
ENSTGUP00000013670	ENSTGUP00000007022
ENSTGUP00000007022	ENSTGUP00000013670
ENSTGUP00000013670	ENSTGUP00000015621
ENSTGUP00000015621	ENSTGUP00000013670
ENSTGUP00000000746	ENSTGUP00000006162
ENSTGUP00000006162	ENSTGUP00000000746
ENSTGUP00000005148	ENSTGUP00000006581
ENSTGUP00000006581	ENSTGUP00000005148
ENSTGUP00000005148	ENSTGUP00000003594
ENSTGUP00000003594	ENSTGUP00000005148
ENSTGUP00000006581	ENSTGUP00000003594
ENSTGUP00000003594	ENSTGUP00000006581
ENSTGUP00000017107	ENSTGUP00000011400
ENSTGUP00000011400	ENSTGUP00000017107
ENSTGUP00000017107	ENSTGUP00000017030
ENSTGUP00000017030	ENSTGUP00000017107
ENSTGUP00000017107	ENSTGUP00000001601
ENSTGUP00000001601	ENSTGUP00000017107
ENSTGUP00000011400	ENSTGUP00000017030
ENSTGUP00000017030	ENSTGUP00000011400
