ENSCAFP00000026820	ENSCAFP00000014703
ENSCAFP00000029782	ENSCAFP00000029529
ENSCAFP00000009308	ENSCAFP00000017486
ENSCAFP00000017486	ENSCAFP00000009308
ENSCAFP00000038836	ENSCAFP00000020352
ENSCAFP00000020352	ENSCAFP00000038836
ENSCAFP00000001869	ENSCAFP00000039590
ENSCAFP00000039590	ENSCAFP00000001869
ENSCAFP00000002477	ENSCAFP00000007616
ENSCAFP00000007616	ENSCAFP00000002477
ENSCAFP00000028961	ENSCAFP00000034469
ENSCAFP00000034469	ENSCAFP00000028961
ENSCAFP00000000948	ENSCAFP00000013989
ENSCAFP00000013989	ENSCAFP00000000948
ENSCAFP00000000608	ENSCAFP00000014217
ENSCAFP00000014217	ENSCAFP00000000608
ENSCAFP00000004871	ENSCAFP00000030881
ENSCAFP00000030881	ENSCAFP00000004871
ENSCAFP00000004871	ENSCAFP00000015063
ENSCAFP00000015063	ENSCAFP00000004871
ENSCAFP00000030881	ENSCAFP00000015063
ENSCAFP00000015063	ENSCAFP00000030881
ENSCAFP00000012283	ENSCAFP00000001584
ENSCAFP00000001584	ENSCAFP00000012283
ENSCAFP00000006292	ENSCAFP00000024450
ENSCAFP00000024450	ENSCAFP00000006292
ENSCAFP00000012106	ENSCAFP00000019039
ENSCAFP00000019039	ENSCAFP00000012106
ENSCAFP00000011174	ENSCAFP00000039339
ENSCAFP00000039339	ENSCAFP00000011174
ENSCAFP00000025377	ENSCAFP00000008376
ENSCAFP00000008376	ENSCAFP00000025377
ENSCAFP00000016564	ENSCAFP00000029128
ENSCAFP00000029128	ENSCAFP00000016564
ENSCAFP00000015309	ENSCAFP00000027605
ENSCAFP00000027605	ENSCAFP00000015309
ENSCAFP00000033839	ENSCAFP00000025272
ENSCAFP00000025272	ENSCAFP00000033839
ENSCAFP00000033839	ENSCAFP00000032307
ENSCAFP00000032307	ENSCAFP00000033839
ENSCAFP00000025272	ENSCAFP00000032307
ENSCAFP00000032307	ENSCAFP00000025272
ENSCAFP00000003969	ENSCAFP00000014090
ENSCAFP00000014090	ENSCAFP00000003969
ENSCAFP00000006102	ENSCAFP00000010692
ENSCAFP00000010692	ENSCAFP00000006102
ENSCAFP00000027620	ENSCAFP00000042548
ENSCAFP00000042548	ENSCAFP00000027620
ENSCAFP00000004483	ENSCAFP00000014712
ENSCAFP00000014712	ENSCAFP00000004483
ENSCAFP00000032545	ENSCAFP00000014712
ENSCAFP00000014712	ENSCAFP00000032545
ENSCAFP00000023684	ENSCAFP00000016288
ENSCAFP00000016288	ENSCAFP00000023684
ENSCAFP00000008827	ENSCAFP00000024080
ENSCAFP00000024080	ENSCAFP00000008827
ENSCAFP00000010275	ENSCAFP00000002314
ENSCAFP00000002314	ENSCAFP00000010275
ENSCAFP00000039362	ENSCAFP00000023309
ENSCAFP00000023309	ENSCAFP00000039362
ENSCAFP00000019375	ENSCAFP00000000152
ENSCAFP00000000152	ENSCAFP00000019375
ENSCAFP00000027360	ENSCAFP00000001717
ENSCAFP00000001717	ENSCAFP00000027360
ENSCAFP00000036841	ENSCAFP00000005855
ENSCAFP00000005855	ENSCAFP00000036841
ENSCAFP00000042393	ENSCAFP00000026704
ENSCAFP00000026704	ENSCAFP00000042393
ENSCAFP00000030967	ENSCAFP00000007031
ENSCAFP00000007031	ENSCAFP00000030967
ENSCAFP00000000430	ENSCAFP00000019256
ENSCAFP00000019256	ENSCAFP00000000430
ENSCAFP00000024342	ENSCAFP00000039926
ENSCAFP00000039926	ENSCAFP00000024342
ENSCAFP00000024342	ENSCAFP00000006243
ENSCAFP00000006243	ENSCAFP00000024342
ENSCAFP00000039926	ENSCAFP00000006243
ENSCAFP00000006243	ENSCAFP00000039926
ENSCAFP00000013095	ENSCAFP00000001348
ENSCAFP00000001348	ENSCAFP00000013095
ENSCAFP00000012048	ENSCAFP00000009675
ENSCAFP00000009675	ENSCAFP00000012048
ENSCAFP00000003526	ENSCAFP00000017510
ENSCAFP00000017510	ENSCAFP00000003526
ENSCAFP00000020680	ENSCAFP00000027344
ENSCAFP00000027344	ENSCAFP00000020680
ENSCAFP00000037992	ENSCAFP00000016745
ENSCAFP00000016745	ENSCAFP00000037992
ENSCAFP00000037992	ENSCAFP00000035935
ENSCAFP00000035935	ENSCAFP00000037992
ENSCAFP00000016745	ENSCAFP00000035935
ENSCAFP00000035935	ENSCAFP00000016745
ENSCAFP00000041185	ENSCAFP00000009613
ENSCAFP00000009613	ENSCAFP00000041185
ENSCAFP00000019102	ENSCAFP00000019864
ENSCAFP00000019864	ENSCAFP00000019102
ENSCAFP00000036843	ENSCAFP00000017747
ENSCAFP00000017747	ENSCAFP00000036843
ENSCAFP00000005361	ENSCAFP00000018394
ENSCAFP00000018394	ENSCAFP00000005361
ENSCAFP00000007861	ENSCAFP00000020635
ENSCAFP00000020635	ENSCAFP00000007861
ENSCAFP00000041757	ENSCAFP00000027751
ENSCAFP00000027751	ENSCAFP00000041757
ENSCAFP00000000918	ENSCAFP00000005172
ENSCAFP00000005172	ENSCAFP00000000918
ENSCAFP00000002837	ENSCAFP00000027564
ENSCAFP00000027564	ENSCAFP00000002837
ENSCAFP00000003402	ENSCAFP00000005396
ENSCAFP00000005396	ENSCAFP00000003402
ENSCAFP00000008240	ENSCAFP00000006337
ENSCAFP00000006337	ENSCAFP00000008240
ENSCAFP00000024414	ENSCAFP00000001236
ENSCAFP00000001236	ENSCAFP00000024414
ENSCAFP00000008571	ENSCAFP00000039129
ENSCAFP00000039129	ENSCAFP00000008571
ENSCAFP00000038332	ENSCAFP00000018469
ENSCAFP00000018469	ENSCAFP00000038332
ENSCAFP00000029075	ENSCAFP00000023054
ENSCAFP00000023054	ENSCAFP00000029075
ENSCAFP00000023248	ENSCAFP00000027097
ENSCAFP00000027097	ENSCAFP00000023248
ENSCAFP00000002847	ENSCAFP00000017731
ENSCAFP00000017731	ENSCAFP00000002847
ENSCAFP00000004125	ENSCAFP00000025166
ENSCAFP00000025166	ENSCAFP00000004125
ENSCAFP00000003895	ENSCAFP00000003455
ENSCAFP00000003455	ENSCAFP00000003895
ENSCAFP00000021810	ENSCAFP00000026045
ENSCAFP00000026045	ENSCAFP00000021810
ENSCAFP00000023223	ENSCAFP00000027149
ENSCAFP00000027149	ENSCAFP00000023223
ENSCAFP00000040692	ENSCAFP00000020377
ENSCAFP00000020377	ENSCAFP00000040692
ENSCAFP00000022252	ENSCAFP00000022228
ENSCAFP00000022228	ENSCAFP00000022252
ENSCAFP00000022130	ENSCAFP00000022228
ENSCAFP00000022228	ENSCAFP00000022130
ENSCAFP00000005724	ENSCAFP00000016501
ENSCAFP00000016501	ENSCAFP00000005724
ENSCAFP00000013540	ENSCAFP00000019347
ENSCAFP00000019347	ENSCAFP00000013540
ENSCAFP00000025671	ENSCAFP00000007405
ENSCAFP00000007405	ENSCAFP00000025671
ENSCAFP00000015811	ENSCAFP00000006581
ENSCAFP00000006581	ENSCAFP00000015811
ENSCAFP00000005823	ENSCAFP00000023710
ENSCAFP00000023710	ENSCAFP00000005823
ENSCAFP00000007287	ENSCAFP00000034412
ENSCAFP00000034412	ENSCAFP00000007287
ENSCAFP00000016187	ENSCAFP00000008750
ENSCAFP00000008750	ENSCAFP00000016187
ENSCAFP00000020658	ENSCAFP00000036121
ENSCAFP00000036121	ENSCAFP00000020658
ENSCAFP00000020658	ENSCAFP00000025088
ENSCAFP00000025088	ENSCAFP00000020658
ENSCAFP00000036121	ENSCAFP00000025088
ENSCAFP00000025088	ENSCAFP00000036121
ENSCAFP00000009139	ENSCAFP00000001531
ENSCAFP00000001531	ENSCAFP00000009139
ENSCAFP00000009549	ENSCAFP00000009553
ENSCAFP00000009553	ENSCAFP00000009549
ENSCAFP00000009549	ENSCAFP00000023429
ENSCAFP00000023429	ENSCAFP00000009549
ENSCAFP00000009553	ENSCAFP00000023429
ENSCAFP00000023429	ENSCAFP00000009553
ENSCAFP00000037549	ENSCAFP00000006737
ENSCAFP00000006737	ENSCAFP00000037549
ENSCAFP00000037549	ENSCAFP00000036924
ENSCAFP00000036924	ENSCAFP00000037549
ENSCAFP00000006737	ENSCAFP00000036924
ENSCAFP00000036924	ENSCAFP00000006737
ENSCAFP00000023329	ENSCAFP00000038071
ENSCAFP00000038071	ENSCAFP00000023329
ENSCAFP00000040530	ENSCAFP00000023590
ENSCAFP00000023590	ENSCAFP00000040530
ENSCAFP00000016834	ENSCAFP00000011285
ENSCAFP00000011285	ENSCAFP00000016834
ENSCAFP00000016767	ENSCAFP00000009769
ENSCAFP00000009769	ENSCAFP00000016767
ENSCAFP00000023308	ENSCAFP00000027067
ENSCAFP00000027067	ENSCAFP00000023308
ENSCAFP00000016012	ENSCAFP00000020696
ENSCAFP00000020696	ENSCAFP00000016012
ENSCAFP00000000807	ENSCAFP00000025175
ENSCAFP00000025175	ENSCAFP00000000807
ENSCAFP00000006500	ENSCAFP00000034922
ENSCAFP00000034922	ENSCAFP00000006500
ENSCAFP00000005704	ENSCAFP00000000679
ENSCAFP00000000679	ENSCAFP00000005704
ENSCAFP00000027875	ENSCAFP00000036269
ENSCAFP00000036269	ENSCAFP00000027875
ENSCAFP00000027875	ENSCAFP00000031140
ENSCAFP00000031140	ENSCAFP00000027875
ENSCAFP00000036269	ENSCAFP00000031140
ENSCAFP00000031140	ENSCAFP00000036269
ENSCAFP00000003784	ENSCAFP00000001671
ENSCAFP00000001671	ENSCAFP00000003784
ENSCAFP00000008843	ENSCAFP00000016057
ENSCAFP00000016057	ENSCAFP00000008843
ENSCAFP00000023972	ENSCAFP00000041161
ENSCAFP00000041161	ENSCAFP00000023972
ENSCAFP00000027254	ENSCAFP00000029062
ENSCAFP00000029062	ENSCAFP00000027254
ENSCAFP00000009932	ENSCAFP00000014253
ENSCAFP00000014253	ENSCAFP00000009932
ENSCAFP00000005846	ENSCAFP00000001411
ENSCAFP00000001411	ENSCAFP00000005846
ENSCAFP00000018935	ENSCAFP00000003516
ENSCAFP00000003516	ENSCAFP00000018935
ENSCAFP00000011150	ENSCAFP00000028899
ENSCAFP00000028899	ENSCAFP00000011150
ENSCAFP00000024267	ENSCAFP00000016667
ENSCAFP00000016667	ENSCAFP00000024267
ENSCAFP00000022963	ENSCAFP00000026624
ENSCAFP00000026624	ENSCAFP00000022963
ENSCAFP00000018506	ENSCAFP00000030553
ENSCAFP00000030553	ENSCAFP00000018506
ENSCAFP00000015836	ENSCAFP00000027951
ENSCAFP00000027951	ENSCAFP00000015836
ENSCAFP00000015985	ENSCAFP00000014506
ENSCAFP00000014506	ENSCAFP00000015985
ENSCAFP00000024438	ENSCAFP00000026008
ENSCAFP00000026008	ENSCAFP00000024438
ENSCAFP00000005124	ENSCAFP00000015662
ENSCAFP00000015662	ENSCAFP00000005124
ENSCAFP00000016370	ENSCAFP00000018165
ENSCAFP00000018165	ENSCAFP00000016370
ENSCAFP00000037401	ENSCAFP00000037536
ENSCAFP00000037536	ENSCAFP00000037401
ENSCAFP00000004759	ENSCAFP00000013204
ENSCAFP00000013204	ENSCAFP00000004759
ENSCAFP00000009571	ENSCAFP00000039973
ENSCAFP00000039973	ENSCAFP00000009571
ENSCAFP00000008325	ENSCAFP00000006083
ENSCAFP00000006083	ENSCAFP00000008325
ENSCAFP00000014700	ENSCAFP00000015988
ENSCAFP00000015988	ENSCAFP00000014700
ENSCAFP00000038967	ENSCAFP00000013392
ENSCAFP00000013392	ENSCAFP00000038967
ENSCAFP00000010257	ENSCAFP00000025982
ENSCAFP00000025982	ENSCAFP00000010257
ENSCAFP00000010873	ENSCAFP00000015868
ENSCAFP00000015868	ENSCAFP00000010873
ENSCAFP00000034757	ENSCAFP00000023358
ENSCAFP00000023358	ENSCAFP00000034757
ENSCAFP00000026669	ENSCAFP00000016357
ENSCAFP00000016357	ENSCAFP00000026669
ENSCAFP00000014562	ENSCAFP00000014234
ENSCAFP00000014234	ENSCAFP00000014562
ENSCAFP00000028257	ENSCAFP00000022395
ENSCAFP00000022395	ENSCAFP00000028257
ENSCAFP00000007618	ENSCAFP00000018038
ENSCAFP00000018038	ENSCAFP00000007618
ENSCAFP00000011990	ENSCAFP00000025384
ENSCAFP00000025384	ENSCAFP00000011990
ENSCAFP00000000804	ENSCAFP00000013024
ENSCAFP00000013024	ENSCAFP00000000804
ENSCAFP00000042693	ENSCAFP00000026155
ENSCAFP00000026155	ENSCAFP00000042693
ENSCAFP00000041674	ENSCAFP00000016206
ENSCAFP00000016206	ENSCAFP00000041674
ENSCAFP00000008556	ENSCAFP00000023713
ENSCAFP00000023713	ENSCAFP00000008556
ENSCAFP00000042345	ENSCAFP00000015164
ENSCAFP00000015164	ENSCAFP00000042345
ENSCAFP00000026402	ENSCAFP00000024106
ENSCAFP00000024106	ENSCAFP00000026402
ENSCAFP00000032837	ENSCAFP00000018148
ENSCAFP00000018148	ENSCAFP00000032837
ENSCAFP00000009998	ENSCAFP00000001770
ENSCAFP00000001770	ENSCAFP00000009998
ENSCAFP00000009540	ENSCAFP00000023472
ENSCAFP00000023472	ENSCAFP00000009540
ENSCAFP00000001401	ENSCAFP00000026103
ENSCAFP00000026103	ENSCAFP00000001401
ENSCAFP00000020455	ENSCAFP00000020457
ENSCAFP00000020457	ENSCAFP00000020455
ENSCAFP00000027959	ENSCAFP00000026464
ENSCAFP00000026464	ENSCAFP00000027959
ENSCAFP00000014348	ENSCAFP00000018363
ENSCAFP00000018363	ENSCAFP00000014348
ENSCAFP00000021253	ENSCAFP00000009656
ENSCAFP00000009656	ENSCAFP00000021253
ENSCAFP00000028242	ENSCAFP00000006061
ENSCAFP00000006061	ENSCAFP00000028242
ENSCAFP00000030067	ENSCAFP00000038440
ENSCAFP00000038440	ENSCAFP00000030067
ENSCAFP00000021062	ENSCAFP00000036697
ENSCAFP00000036697	ENSCAFP00000021062
ENSCAFP00000002632	ENSCAFP00000009642
ENSCAFP00000009642	ENSCAFP00000002632
ENSCAFP00000000769	ENSCAFP00000007157
ENSCAFP00000007157	ENSCAFP00000000769
ENSCAFP00000039622	ENSCAFP00000017701
ENSCAFP00000017701	ENSCAFP00000039622
ENSCAFP00000012908	ENSCAFP00000023076
ENSCAFP00000023076	ENSCAFP00000012908
ENSCAFP00000003938	ENSCAFP00000023076
ENSCAFP00000023076	ENSCAFP00000003938
ENSCAFP00000042110	ENSCAFP00000023076
ENSCAFP00000023076	ENSCAFP00000042110
ENSCAFP00000015062	ENSCAFP00000012479
ENSCAFP00000012479	ENSCAFP00000015062
ENSCAFP00000004897	ENSCAFP00000000662
ENSCAFP00000000662	ENSCAFP00000004897
ENSCAFP00000030291	ENSCAFP00000039045
ENSCAFP00000039045	ENSCAFP00000030291
ENSCAFP00000002070	ENSCAFP00000006404
ENSCAFP00000006404	ENSCAFP00000002070
ENSCAFP00000037149	ENSCAFP00000004982
ENSCAFP00000004982	ENSCAFP00000037149
ENSCAFP00000015009	ENSCAFP00000014929
ENSCAFP00000014929	ENSCAFP00000015009
ENSCAFP00000038665	ENSCAFP00000005322
ENSCAFP00000005322	ENSCAFP00000038665
ENSCAFP00000005714	ENSCAFP00000026016
ENSCAFP00000026016	ENSCAFP00000005714
ENSCAFP00000024385	ENSCAFP00000016735
ENSCAFP00000016735	ENSCAFP00000024385
ENSCAFP00000002188	ENSCAFP00000029301
ENSCAFP00000029301	ENSCAFP00000002188
ENSCAFP00000017826	ENSCAFP00000004026
ENSCAFP00000004026	ENSCAFP00000017826
ENSCAFP00000041956	ENSCAFP00000008575
ENSCAFP00000008575	ENSCAFP00000041956
ENSCAFP00000009369	ENSCAFP00000007860
ENSCAFP00000007860	ENSCAFP00000009369
ENSCAFP00000027341	ENSCAFP00000029106
ENSCAFP00000029106	ENSCAFP00000027341
ENSCAFP00000014633	ENSCAFP00000040132
ENSCAFP00000040132	ENSCAFP00000014633
ENSCAFP00000005555	ENSCAFP00000007137
ENSCAFP00000007137	ENSCAFP00000005555
ENSCAFP00000011551	ENSCAFP00000020299
ENSCAFP00000020299	ENSCAFP00000011551
ENSCAFP00000017129	ENSCAFP00000009006
ENSCAFP00000009006	ENSCAFP00000017129
ENSCAFP00000006373	ENSCAFP00000025152
ENSCAFP00000025152	ENSCAFP00000006373
ENSCAFP00000009302	ENSCAFP00000008420
ENSCAFP00000008420	ENSCAFP00000009302
ENSCAFP00000014294	ENSCAFP00000025820
ENSCAFP00000025820	ENSCAFP00000014294
ENSCAFP00000019166	ENSCAFP00000017230
ENSCAFP00000017230	ENSCAFP00000019166
ENSCAFP00000030153	ENSCAFP00000029995
ENSCAFP00000029995	ENSCAFP00000030153
ENSCAFP00000030153	ENSCAFP00000041037
ENSCAFP00000041037	ENSCAFP00000030153
ENSCAFP00000024308	ENSCAFP00000006098
ENSCAFP00000006098	ENSCAFP00000024308
ENSCAFP00000004305	ENSCAFP00000014191
ENSCAFP00000014191	ENSCAFP00000004305
ENSCAFP00000026905	ENSCAFP00000034692
ENSCAFP00000034692	ENSCAFP00000026905
ENSCAFP00000020386	ENSCAFP00000008061
ENSCAFP00000008061	ENSCAFP00000020386
ENSCAFP00000027060	ENSCAFP00000012198
ENSCAFP00000012198	ENSCAFP00000027060
ENSCAFP00000019371	ENSCAFP00000013279
ENSCAFP00000013279	ENSCAFP00000019371
ENSCAFP00000020801	ENSCAFP00000026167
ENSCAFP00000026167	ENSCAFP00000020801
ENSCAFP00000015593	ENSCAFP00000015458
ENSCAFP00000015458	ENSCAFP00000015593
ENSCAFP00000004059	ENSCAFP00000000115
ENSCAFP00000000115	ENSCAFP00000004059
ENSCAFP00000018024	ENSCAFP00000027795
ENSCAFP00000027795	ENSCAFP00000018024
ENSCAFP00000029944	ENSCAFP00000000107
ENSCAFP00000000107	ENSCAFP00000029944
ENSCAFP00000003750	ENSCAFP00000014865
ENSCAFP00000014865	ENSCAFP00000003750
ENSCAFP00000037890	ENSCAFP00000013122
ENSCAFP00000013122	ENSCAFP00000037890
ENSCAFP00000016331	ENSCAFP00000021768
ENSCAFP00000021768	ENSCAFP00000016331
ENSCAFP00000000199	ENSCAFP00000023352
ENSCAFP00000023352	ENSCAFP00000000199
ENSCAFP00000004762	ENSCAFP00000004617
ENSCAFP00000004617	ENSCAFP00000004762
ENSCAFP00000033060	ENSCAFP00000004173
ENSCAFP00000004173	ENSCAFP00000033060
ENSCAFP00000038782	ENSCAFP00000012278
ENSCAFP00000012278	ENSCAFP00000038782
ENSCAFP00000019469	ENSCAFP00000002262
ENSCAFP00000002262	ENSCAFP00000019469
ENSCAFP00000016852	ENSCAFP00000021591
ENSCAFP00000021591	ENSCAFP00000016852
ENSCAFP00000016371	ENSCAFP00000012120
ENSCAFP00000012120	ENSCAFP00000016371
ENSCAFP00000002615	ENSCAFP00000002577
ENSCAFP00000002577	ENSCAFP00000002615
ENSCAFP00000023387	ENSCAFP00000020521
ENSCAFP00000020521	ENSCAFP00000023387
ENSCAFP00000020996	ENSCAFP00000005199
ENSCAFP00000005199	ENSCAFP00000020996
ENSCAFP00000002748	ENSCAFP00000009366
ENSCAFP00000009366	ENSCAFP00000002748
ENSCAFP00000025342	ENSCAFP00000012622
ENSCAFP00000012622	ENSCAFP00000025342
ENSCAFP00000009562	ENSCAFP00000011470
ENSCAFP00000011470	ENSCAFP00000009562
ENSCAFP00000016213	ENSCAFP00000002957
ENSCAFP00000002957	ENSCAFP00000016213
ENSCAFP00000006148	ENSCAFP00000008211
ENSCAFP00000008211	ENSCAFP00000006148
ENSCAFP00000018773	ENSCAFP00000013419
ENSCAFP00000013419	ENSCAFP00000018773
ENSCAFP00000006101	ENSCAFP00000007655
ENSCAFP00000007655	ENSCAFP00000006101
ENSCAFP00000032528	ENSCAFP00000024475
ENSCAFP00000024475	ENSCAFP00000032528
ENSCAFP00000020198	ENSCAFP00000020392
ENSCAFP00000020392	ENSCAFP00000020198
ENSCAFP00000009640	ENSCAFP00000014377
ENSCAFP00000014377	ENSCAFP00000009640
ENSCAFP00000009007	ENSCAFP00000019349
ENSCAFP00000019349	ENSCAFP00000009007
ENSCAFP00000020037	ENSCAFP00000005081
ENSCAFP00000005081	ENSCAFP00000020037
ENSCAFP00000000007	ENSCAFP00000039409
ENSCAFP00000039409	ENSCAFP00000000007
ENSCAFP00000027547	ENSCAFP00000020163
ENSCAFP00000020163	ENSCAFP00000027547
ENSCAFP00000029714	ENSCAFP00000030056
ENSCAFP00000030056	ENSCAFP00000029714
ENSCAFP00000021636	ENSCAFP00000001325
ENSCAFP00000001325	ENSCAFP00000021636
ENSCAFP00000021402	ENSCAFP00000040172
ENSCAFP00000040172	ENSCAFP00000021402
ENSCAFP00000024560	ENSCAFP00000003799
ENSCAFP00000003799	ENSCAFP00000024560
ENSCAFP00000026960	ENSCAFP00000012307
ENSCAFP00000012307	ENSCAFP00000026960
ENSCAFP00000028063	ENSCAFP00000001479
ENSCAFP00000001479	ENSCAFP00000028063
ENSCAFP00000006473	ENSCAFP00000013558
ENSCAFP00000013558	ENSCAFP00000006473
ENSCAFP00000018954	ENSCAFP00000008629
ENSCAFP00000008629	ENSCAFP00000018954
ENSCAFP00000013390	ENSCAFP00000037745
ENSCAFP00000037745	ENSCAFP00000013390
ENSCAFP00000013390	ENSCAFP00000013828
ENSCAFP00000013828	ENSCAFP00000013390
ENSCAFP00000023951	ENSCAFP00000008246
ENSCAFP00000008246	ENSCAFP00000023951
ENSCAFP00000027906	ENSCAFP00000039007
ENSCAFP00000039007	ENSCAFP00000027906
ENSCAFP00000042379	ENSCAFP00000043027
ENSCAFP00000043027	ENSCAFP00000042379
ENSCAFP00000023338	ENSCAFP00000004707
ENSCAFP00000004707	ENSCAFP00000023338
ENSCAFP00000010328	ENSCAFP00000006694
ENSCAFP00000006694	ENSCAFP00000010328
ENSCAFP00000002658	ENSCAFP00000029466
ENSCAFP00000029466	ENSCAFP00000002658
ENSCAFP00000022062	ENSCAFP00000009069
ENSCAFP00000009069	ENSCAFP00000022062
ENSCAFP00000019539	ENSCAFP00000010064
ENSCAFP00000010064	ENSCAFP00000019539
ENSCAFP00000013563	ENSCAFP00000024214
ENSCAFP00000024214	ENSCAFP00000013563
ENSCAFP00000032911	ENSCAFP00000004940
ENSCAFP00000004940	ENSCAFP00000032911
ENSCAFP00000002581	ENSCAFP00000022845
ENSCAFP00000022845	ENSCAFP00000002581
ENSCAFP00000011707	ENSCAFP00000021599
ENSCAFP00000021599	ENSCAFP00000011707
ENSCAFP00000008787	ENSCAFP00000016106
ENSCAFP00000016106	ENSCAFP00000008787
ENSCAFP00000006558	ENSCAFP00000038006
ENSCAFP00000038006	ENSCAFP00000006558
ENSCAFP00000030268	ENSCAFP00000008041
ENSCAFP00000008041	ENSCAFP00000030268
ENSCAFP00000025816	ENSCAFP00000003837
ENSCAFP00000003837	ENSCAFP00000025816
ENSCAFP00000029012	ENSCAFP00000019112
ENSCAFP00000019112	ENSCAFP00000029012
ENSCAFP00000037203	ENSCAFP00000035991
ENSCAFP00000035991	ENSCAFP00000037203
ENSCAFP00000037203	ENSCAFP00000025268
ENSCAFP00000025268	ENSCAFP00000037203
ENSCAFP00000035991	ENSCAFP00000025268
ENSCAFP00000025268	ENSCAFP00000035991
ENSCAFP00000029601	ENSCAFP00000030215
ENSCAFP00000030215	ENSCAFP00000029601
ENSCAFP00000002482	ENSCAFP00000028330
ENSCAFP00000028330	ENSCAFP00000002482
ENSCAFP00000019861	ENSCAFP00000040113
ENSCAFP00000040113	ENSCAFP00000019861
ENSCAFP00000030482	ENSCAFP00000016469
ENSCAFP00000016469	ENSCAFP00000030482
ENSCAFP00000030064	ENSCAFP00000011804
ENSCAFP00000011804	ENSCAFP00000030064
ENSCAFP00000025615	ENSCAFP00000040317
ENSCAFP00000040317	ENSCAFP00000025615
ENSCAFP00000004841	ENSCAFP00000024134
ENSCAFP00000024134	ENSCAFP00000004841
ENSCAFP00000006650	ENSCAFP00000016409
ENSCAFP00000016409	ENSCAFP00000006650
ENSCAFP00000011956	ENSCAFP00000016697
ENSCAFP00000016697	ENSCAFP00000011956
ENSCAFP00000015343	ENSCAFP00000007676
ENSCAFP00000007676	ENSCAFP00000015343
ENSCAFP00000023611	ENSCAFP00000018636
ENSCAFP00000018636	ENSCAFP00000023611
ENSCAFP00000018844	ENSCAFP00000031015
ENSCAFP00000031015	ENSCAFP00000018844
ENSCAFP00000000013	ENSCAFP00000017215
ENSCAFP00000017215	ENSCAFP00000000013
ENSCAFP00000012363	ENSCAFP00000017577
ENSCAFP00000017577	ENSCAFP00000012363
ENSCAFP00000011780	ENSCAFP00000002772
ENSCAFP00000002772	ENSCAFP00000011780
ENSCAFP00000000008	ENSCAFP00000029994
ENSCAFP00000029994	ENSCAFP00000000008
ENSCAFP00000010590	ENSCAFP00000016959
ENSCAFP00000016959	ENSCAFP00000010590
ENSCAFP00000026707	ENSCAFP00000026041
ENSCAFP00000026041	ENSCAFP00000026707
ENSCAFP00000006539	ENSCAFP00000021503
ENSCAFP00000021503	ENSCAFP00000006539
ENSCAFP00000022679	ENSCAFP00000024658
ENSCAFP00000024658	ENSCAFP00000022679
ENSCAFP00000009234	ENSCAFP00000006555
ENSCAFP00000006555	ENSCAFP00000009234
ENSCAFP00000001178	ENSCAFP00000010173
ENSCAFP00000010173	ENSCAFP00000001178
ENSCAFP00000000625	ENSCAFP00000042718
ENSCAFP00000042718	ENSCAFP00000000625
ENSCAFP00000012023	ENSCAFP00000002002
ENSCAFP00000002002	ENSCAFP00000012023
ENSCAFP00000023632	ENSCAFP00000031755
ENSCAFP00000031755	ENSCAFP00000023632
ENSCAFP00000020175	ENSCAFP00000012107
ENSCAFP00000012107	ENSCAFP00000020175
ENSCAFP00000022793	ENSCAFP00000016761
ENSCAFP00000016761	ENSCAFP00000022793
ENSCAFP00000001391	ENSCAFP00000041985
ENSCAFP00000041985	ENSCAFP00000001391
ENSCAFP00000038728	ENSCAFP00000040507
ENSCAFP00000040507	ENSCAFP00000038728
ENSCAFP00000007611	ENSCAFP00000023606
ENSCAFP00000023606	ENSCAFP00000007611
ENSCAFP00000014708	ENSCAFP00000010892
ENSCAFP00000010892	ENSCAFP00000014708
ENSCAFP00000041305	ENSCAFP00000006567
ENSCAFP00000006567	ENSCAFP00000041305
ENSCAFP00000024745	ENSCAFP00000013497
ENSCAFP00000013497	ENSCAFP00000024745
ENSCAFP00000001945	ENSCAFP00000037879
ENSCAFP00000037879	ENSCAFP00000001945
ENSCAFP00000019422	ENSCAFP00000026125
ENSCAFP00000026125	ENSCAFP00000019422
ENSCAFP00000005701	ENSCAFP00000027417
ENSCAFP00000027417	ENSCAFP00000005701
ENSCAFP00000025622	ENSCAFP00000025610
ENSCAFP00000025610	ENSCAFP00000025622
ENSCAFP00000019854	ENSCAFP00000012081
ENSCAFP00000012081	ENSCAFP00000019854
ENSCAFP00000009244	ENSCAFP00000020710
ENSCAFP00000020710	ENSCAFP00000009244
ENSCAFP00000012318	ENSCAFP00000029589
ENSCAFP00000029589	ENSCAFP00000012318
ENSCAFP00000019669	ENSCAFP00000036468
ENSCAFP00000036468	ENSCAFP00000019669
ENSCAFP00000014239	ENSCAFP00000013271
ENSCAFP00000013271	ENSCAFP00000014239
ENSCAFP00000018074	ENSCAFP00000015869
ENSCAFP00000015869	ENSCAFP00000018074
ENSCAFP00000007536	ENSCAFP00000028319
ENSCAFP00000028319	ENSCAFP00000007536
ENSCAFP00000007809	ENSCAFP00000039174
ENSCAFP00000039174	ENSCAFP00000007809
ENSCAFP00000035841	ENSCAFP00000027291
ENSCAFP00000027291	ENSCAFP00000035841
ENSCAFP00000019630	ENSCAFP00000019615
ENSCAFP00000019615	ENSCAFP00000019630
ENSCAFP00000000366	ENSCAFP00000024871
ENSCAFP00000024871	ENSCAFP00000000366
ENSCAFP00000034157	ENSCAFP00000000419
