ENSMGAP00000010739	ENSMGAP00000004925
ENSMGAP00000014028	ENSMGAP00000010366
ENSMGAP00000013984	ENSMGAP00000001963
ENSMGAP00000001963	ENSMGAP00000013984
ENSMGAP00000002117	ENSMGAP00000000175
ENSMGAP00000000175	ENSMGAP00000002117
ENSMGAP00000007570	ENSMGAP00000006930
ENSMGAP00000006930	ENSMGAP00000007570
ENSMGAP00000005006	ENSMGAP00000009503
ENSMGAP00000009503	ENSMGAP00000005006
ENSMGAP00000004145	ENSMGAP00000004190
ENSMGAP00000004190	ENSMGAP00000004145
ENSMGAP00000003380	ENSMGAP00000003369
ENSMGAP00000003369	ENSMGAP00000003380
ENSMGAP00000012567	ENSMGAP00000012579
ENSMGAP00000012579	ENSMGAP00000012567
ENSMGAP00000016430	ENSMGAP00000016392
ENSMGAP00000016392	ENSMGAP00000016430
ENSMGAP00000016982	ENSMGAP00000018738
ENSMGAP00000018738	ENSMGAP00000016982
ENSMGAP00000005392	ENSMGAP00000005387
ENSMGAP00000005387	ENSMGAP00000005392
ENSMGAP00000006225	ENSMGAP00000005630
ENSMGAP00000005630	ENSMGAP00000006225
ENSMGAP00000012458	ENSMGAP00000012926
ENSMGAP00000012926	ENSMGAP00000012458
ENSMGAP00000012458	ENSMGAP00000003253
ENSMGAP00000003253	ENSMGAP00000012458
ENSMGAP00000012926	ENSMGAP00000003253
ENSMGAP00000003253	ENSMGAP00000012926
ENSMGAP00000016762	ENSMGAP00000016499
ENSMGAP00000016499	ENSMGAP00000016762
ENSMGAP00000016762	ENSMGAP00000016359
ENSMGAP00000016359	ENSMGAP00000016762
ENSMGAP00000016762	ENSMGAP00000017825
ENSMGAP00000017825	ENSMGAP00000016762
ENSMGAP00000016762	ENSMGAP00000016761
ENSMGAP00000016761	ENSMGAP00000016762
ENSMGAP00000016499	ENSMGAP00000016359
ENSMGAP00000016359	ENSMGAP00000016499
ENSMGAP00000016499	ENSMGAP00000017825
ENSMGAP00000017825	ENSMGAP00000016499
ENSMGAP00000016499	ENSMGAP00000016761
ENSMGAP00000016761	ENSMGAP00000016499
ENSMGAP00000016359	ENSMGAP00000017825
ENSMGAP00000017825	ENSMGAP00000016359
ENSMGAP00000016359	ENSMGAP00000016761
ENSMGAP00000016761	ENSMGAP00000016359
ENSMGAP00000017825	ENSMGAP00000016761
ENSMGAP00000016761	ENSMGAP00000017825
ENSMGAP00000016541	ENSMGAP00000016824
ENSMGAP00000016824	ENSMGAP00000016541
ENSMGAP00000008501	ENSMGAP00000009295
ENSMGAP00000009295	ENSMGAP00000008501
ENSMGAP00000008501	ENSMGAP00000008882
ENSMGAP00000008882	ENSMGAP00000008501
ENSMGAP00000009295	ENSMGAP00000008882
ENSMGAP00000008882	ENSMGAP00000009295
ENSMGAP00000017718	ENSMGAP00000016977
ENSMGAP00000016977	ENSMGAP00000017718
ENSMGAP00000000212	ENSMGAP00000000219
ENSMGAP00000000219	ENSMGAP00000000212
ENSMGAP00000001411	ENSMGAP00000000219
ENSMGAP00000000219	ENSMGAP00000001411
ENSMGAP00000003135	ENSMGAP00000015587
ENSMGAP00000015587	ENSMGAP00000003135
ENSMGAP00000003155	ENSMGAP00000015424
ENSMGAP00000015424	ENSMGAP00000003155
ENSMGAP00000001965	ENSMGAP00000006238
ENSMGAP00000006238	ENSMGAP00000001965
ENSMGAP00000006481	ENSMGAP00000008791
ENSMGAP00000008791	ENSMGAP00000006481
ENSMGAP00000019507	ENSMGAP00000010709
ENSMGAP00000010709	ENSMGAP00000019507
ENSMGAP00000007536	ENSMGAP00000013490
ENSMGAP00000013490	ENSMGAP00000007536
ENSMGAP00000005486	ENSMGAP00000015845
ENSMGAP00000015845	ENSMGAP00000005486
ENSMGAP00000008604	ENSMGAP00000005736
ENSMGAP00000005736	ENSMGAP00000008604
ENSMGAP00000014818	ENSMGAP00000004520
ENSMGAP00000004520	ENSMGAP00000014818
ENSMGAP00000007744	ENSMGAP00000002651
ENSMGAP00000002651	ENSMGAP00000007744
ENSMGAP00000010761	ENSMGAP00000010187
ENSMGAP00000010187	ENSMGAP00000010761
ENSMGAP00000010761	ENSMGAP00000018721
ENSMGAP00000018721	ENSMGAP00000010761
ENSMGAP00000010187	ENSMGAP00000018721
ENSMGAP00000018721	ENSMGAP00000010187
ENSMGAP00000000186	ENSMGAP00000017694
ENSMGAP00000017694	ENSMGAP00000000186
ENSMGAP00000000186	ENSMGAP00000008097
ENSMGAP00000008097	ENSMGAP00000000186
ENSMGAP00000017694	ENSMGAP00000008097
ENSMGAP00000008097	ENSMGAP00000017694
ENSMGAP00000000478	ENSMGAP00000010232
ENSMGAP00000010232	ENSMGAP00000000478
ENSMGAP00000000444	ENSMGAP00000007883
ENSMGAP00000007883	ENSMGAP00000000444
ENSMGAP00000000444	ENSMGAP00000000045
ENSMGAP00000000045	ENSMGAP00000000444
ENSMGAP00000000444	ENSMGAP00000011810
ENSMGAP00000011810	ENSMGAP00000000444
ENSMGAP00000000444	ENSMGAP00000009212
ENSMGAP00000009212	ENSMGAP00000000444
ENSMGAP00000007883	ENSMGAP00000000045
ENSMGAP00000000045	ENSMGAP00000007883
ENSMGAP00000007883	ENSMGAP00000011810
ENSMGAP00000011810	ENSMGAP00000007883
ENSMGAP00000007883	ENSMGAP00000009212
ENSMGAP00000009212	ENSMGAP00000007883
ENSMGAP00000000045	ENSMGAP00000011810
ENSMGAP00000011810	ENSMGAP00000000045
ENSMGAP00000000045	ENSMGAP00000009212
ENSMGAP00000009212	ENSMGAP00000000045
ENSMGAP00000011810	ENSMGAP00000009212
ENSMGAP00000009212	ENSMGAP00000011810
ENSMGAP00000014999	ENSMGAP00000013007
ENSMGAP00000013007	ENSMGAP00000014999
ENSMGAP00000016971	ENSMGAP00000008312
ENSMGAP00000008312	ENSMGAP00000016971
ENSMGAP00000005742	ENSMGAP00000017094
ENSMGAP00000017094	ENSMGAP00000005742
ENSMGAP00000001940	ENSMGAP00000000525
ENSMGAP00000000525	ENSMGAP00000001940
ENSMGAP00000004106	ENSMGAP00000012555
ENSMGAP00000012555	ENSMGAP00000004106
ENSMGAP00000004106	ENSMGAP00000008803
ENSMGAP00000008803	ENSMGAP00000004106
ENSMGAP00000004106	ENSMGAP00000008237
ENSMGAP00000008237	ENSMGAP00000004106
ENSMGAP00000012555	ENSMGAP00000008803
ENSMGAP00000008803	ENSMGAP00000012555
ENSMGAP00000012555	ENSMGAP00000008237
ENSMGAP00000008237	ENSMGAP00000012555
ENSMGAP00000008803	ENSMGAP00000008237
ENSMGAP00000008237	ENSMGAP00000008803
ENSMGAP00000001828	ENSMGAP00000010020
ENSMGAP00000010020	ENSMGAP00000001828
ENSMGAP00000012286	ENSMGAP00000001350
ENSMGAP00000001350	ENSMGAP00000012286
ENSMGAP00000011294	ENSMGAP00000005004
ENSMGAP00000005004	ENSMGAP00000011294
ENSMGAP00000011488	ENSMGAP00000008564
ENSMGAP00000008564	ENSMGAP00000011488
ENSMGAP00000011488	ENSMGAP00000007256
ENSMGAP00000007256	ENSMGAP00000011488
ENSMGAP00000008564	ENSMGAP00000007256
ENSMGAP00000007256	ENSMGAP00000008564
ENSMGAP00000007415	ENSMGAP00000013943
ENSMGAP00000013943	ENSMGAP00000007415
ENSMGAP00000013321	ENSMGAP00000007240
ENSMGAP00000007240	ENSMGAP00000013321
ENSMGAP00000002372	ENSMGAP00000015009
ENSMGAP00000015009	ENSMGAP00000002372
ENSMGAP00000004226	ENSMGAP00000015861
ENSMGAP00000015861	ENSMGAP00000004226
ENSMGAP00000010979	ENSMGAP00000014382
ENSMGAP00000014382	ENSMGAP00000010979
ENSMGAP00000003899	ENSMGAP00000000800
ENSMGAP00000000800	ENSMGAP00000003899
ENSMGAP00000007471	ENSMGAP00000006404
ENSMGAP00000006404	ENSMGAP00000007471
ENSMGAP00000010669	ENSMGAP00000014334
ENSMGAP00000014334	ENSMGAP00000010669
ENSMGAP00000017253	ENSMGAP00000004314
ENSMGAP00000004314	ENSMGAP00000017253
ENSMGAP00000010603	ENSMGAP00000001831
ENSMGAP00000001831	ENSMGAP00000010603
ENSMGAP00000007282	ENSMGAP00000011311
ENSMGAP00000011311	ENSMGAP00000007282
ENSMGAP00000006306	ENSMGAP00000004808
ENSMGAP00000004808	ENSMGAP00000006306
ENSMGAP00000000946	ENSMGAP00000016075
ENSMGAP00000016075	ENSMGAP00000000946
ENSMGAP00000004651	ENSMGAP00000005263
ENSMGAP00000005263	ENSMGAP00000004651
ENSMGAP00000004651	ENSMGAP00000017758
ENSMGAP00000017758	ENSMGAP00000004651
ENSMGAP00000000413	ENSMGAP00000011404
ENSMGAP00000011404	ENSMGAP00000000413
ENSMGAP00000000413	ENSMGAP00000008899
ENSMGAP00000008899	ENSMGAP00000000413
ENSMGAP00000011404	ENSMGAP00000008899
ENSMGAP00000008899	ENSMGAP00000011404
ENSMGAP00000003564	ENSMGAP00000012874
ENSMGAP00000012874	ENSMGAP00000003564
ENSMGAP00000011553	ENSMGAP00000011623
ENSMGAP00000011623	ENSMGAP00000011553
ENSMGAP00000005726	ENSMGAP00000006802
ENSMGAP00000006802	ENSMGAP00000005726
ENSMGAP00000013556	ENSMGAP00000006703
ENSMGAP00000006703	ENSMGAP00000013556
ENSMGAP00000012453	ENSMGAP00000005367
ENSMGAP00000005367	ENSMGAP00000012453
ENSMGAP00000011144	ENSMGAP00000011222
ENSMGAP00000011222	ENSMGAP00000011144
ENSMGAP00000016636	ENSMGAP00000007369
ENSMGAP00000007369	ENSMGAP00000016636
ENSMGAP00000003070	ENSMGAP00000003062
ENSMGAP00000003062	ENSMGAP00000003070
ENSMGAP00000003070	ENSMGAP00000005144
ENSMGAP00000005144	ENSMGAP00000003070
ENSMGAP00000003062	ENSMGAP00000005144
ENSMGAP00000005144	ENSMGAP00000003062
ENSMGAP00000005285	ENSMGAP00000005246
ENSMGAP00000005246	ENSMGAP00000005285
ENSMGAP00000005285	ENSMGAP00000005239
ENSMGAP00000005239	ENSMGAP00000005285
ENSMGAP00000005285	ENSMGAP00000005171
ENSMGAP00000005171	ENSMGAP00000005285
ENSMGAP00000005285	ENSMGAP00000001488
ENSMGAP00000001488	ENSMGAP00000005285
ENSMGAP00000005246	ENSMGAP00000005239
ENSMGAP00000005239	ENSMGAP00000005246
ENSMGAP00000005246	ENSMGAP00000005171
ENSMGAP00000005171	ENSMGAP00000005246
ENSMGAP00000005246	ENSMGAP00000001488
ENSMGAP00000001488	ENSMGAP00000005246
ENSMGAP00000005239	ENSMGAP00000005171
ENSMGAP00000005171	ENSMGAP00000005239
ENSMGAP00000005239	ENSMGAP00000001488
ENSMGAP00000001488	ENSMGAP00000005239
ENSMGAP00000005171	ENSMGAP00000001488
ENSMGAP00000001488	ENSMGAP00000005171
ENSMGAP00000011363	ENSMGAP00000006654
ENSMGAP00000006654	ENSMGAP00000011363
ENSMGAP00000011363	ENSMGAP00000013435
ENSMGAP00000013435	ENSMGAP00000011363
ENSMGAP00000006654	ENSMGAP00000013435
ENSMGAP00000013435	ENSMGAP00000006654
ENSMGAP00000006439	ENSMGAP00000002139
ENSMGAP00000002139	ENSMGAP00000006439
ENSMGAP00000006439	ENSMGAP00000009495
ENSMGAP00000009495	ENSMGAP00000006439
ENSMGAP00000006439	ENSMGAP00000015033
ENSMGAP00000015033	ENSMGAP00000006439
ENSMGAP00000002139	ENSMGAP00000009495
ENSMGAP00000009495	ENSMGAP00000002139
ENSMGAP00000002139	ENSMGAP00000015033
ENSMGAP00000015033	ENSMGAP00000002139
ENSMGAP00000009495	ENSMGAP00000015033
ENSMGAP00000015033	ENSMGAP00000009495
ENSMGAP00000002910	ENSMGAP00000014394
ENSMGAP00000014394	ENSMGAP00000002910
ENSMGAP00000002910	ENSMGAP00000006715
ENSMGAP00000006715	ENSMGAP00000002910
ENSMGAP00000014394	ENSMGAP00000006715
ENSMGAP00000006715	ENSMGAP00000014394
ENSMGAP00000015250	ENSMGAP00000015258
ENSMGAP00000015258	ENSMGAP00000015250
ENSMGAP00000015250	ENSMGAP00000010673
ENSMGAP00000010673	ENSMGAP00000015250
ENSMGAP00000015258	ENSMGAP00000010673
ENSMGAP00000010673	ENSMGAP00000015258
ENSMGAP00000015603	ENSMGAP00000008958
ENSMGAP00000008958	ENSMGAP00000015603
ENSMGAP00000015603	ENSMGAP00000019625
ENSMGAP00000019625	ENSMGAP00000015603
ENSMGAP00000008958	ENSMGAP00000019625
ENSMGAP00000019625	ENSMGAP00000008958
ENSMGAP00000011498	ENSMGAP00000005636
ENSMGAP00000005636	ENSMGAP00000011498
ENSMGAP00000013677	ENSMGAP00000015556
ENSMGAP00000015556	ENSMGAP00000013677
ENSMGAP00000011891	ENSMGAP00000005528
ENSMGAP00000005528	ENSMGAP00000011891
ENSMGAP00000006309	ENSMGAP00000010262
ENSMGAP00000010262	ENSMGAP00000006309
ENSMGAP00000006309	ENSMGAP00000014686
ENSMGAP00000014686	ENSMGAP00000006309
ENSMGAP00000006309	ENSMGAP00000007572
ENSMGAP00000007572	ENSMGAP00000006309
ENSMGAP00000010262	ENSMGAP00000014686
ENSMGAP00000014686	ENSMGAP00000010262
ENSMGAP00000010262	ENSMGAP00000007572
ENSMGAP00000007572	ENSMGAP00000010262
ENSMGAP00000014686	ENSMGAP00000007572
ENSMGAP00000007572	ENSMGAP00000014686
ENSMGAP00000015969	ENSMGAP00000011058
ENSMGAP00000011058	ENSMGAP00000015969
ENSMGAP00000005310	ENSMGAP00000012702
ENSMGAP00000012702	ENSMGAP00000005310
ENSMGAP00000010081	ENSMGAP00000010248
ENSMGAP00000010248	ENSMGAP00000010081
ENSMGAP00000016109	ENSMGAP00000009701
ENSMGAP00000009701	ENSMGAP00000016109
ENSMGAP00000016109	ENSMGAP00000000431
ENSMGAP00000000431	ENSMGAP00000016109
ENSMGAP00000009701	ENSMGAP00000000431
ENSMGAP00000000431	ENSMGAP00000009701
ENSMGAP00000005891	ENSMGAP00000009958
ENSMGAP00000009958	ENSMGAP00000005891
ENSMGAP00000005891	ENSMGAP00000009930
ENSMGAP00000009930	ENSMGAP00000005891
ENSMGAP00000009958	ENSMGAP00000009930
ENSMGAP00000009930	ENSMGAP00000009958
ENSMGAP00000000184	ENSMGAP00000015311
ENSMGAP00000015311	ENSMGAP00000000184
ENSMGAP00000009221	ENSMGAP00000014715
ENSMGAP00000014715	ENSMGAP00000009221
ENSMGAP00000009221	ENSMGAP00000011108
ENSMGAP00000011108	ENSMGAP00000009221
ENSMGAP00000014715	ENSMGAP00000011108
ENSMGAP00000011108	ENSMGAP00000014715
ENSMGAP00000005814	ENSMGAP00000018640
ENSMGAP00000018640	ENSMGAP00000005814
ENSMGAP00000005814	ENSMGAP00000008045
ENSMGAP00000008045	ENSMGAP00000005814
ENSMGAP00000018640	ENSMGAP00000008045
ENSMGAP00000008045	ENSMGAP00000018640
ENSMGAP00000005257	ENSMGAP00000010954
ENSMGAP00000010954	ENSMGAP00000005257
ENSMGAP00000005257	ENSMGAP00000011041
ENSMGAP00000011041	ENSMGAP00000005257
ENSMGAP00000010954	ENSMGAP00000011041
ENSMGAP00000011041	ENSMGAP00000010954
ENSMGAP00000007242	ENSMGAP00000018160
ENSMGAP00000018160	ENSMGAP00000007242
ENSMGAP00000004877	ENSMGAP00000014635
ENSMGAP00000014635	ENSMGAP00000004877
ENSMGAP00000004877	ENSMGAP00000005575
ENSMGAP00000005575	ENSMGAP00000004877
ENSMGAP00000014635	ENSMGAP00000005575
ENSMGAP00000005575	ENSMGAP00000014635
ENSMGAP00000018630	ENSMGAP00000001793
ENSMGAP00000001793	ENSMGAP00000018630
ENSMGAP00000018630	ENSMGAP00000004299
ENSMGAP00000004299	ENSMGAP00000018630
ENSMGAP00000001793	ENSMGAP00000004299
ENSMGAP00000004299	ENSMGAP00000001793
ENSMGAP00000019402	ENSMGAP00000007870
ENSMGAP00000007870	ENSMGAP00000019402
ENSMGAP00000019402	ENSMGAP00000006337
ENSMGAP00000006337	ENSMGAP00000019402
ENSMGAP00000007870	ENSMGAP00000006337
ENSMGAP00000006337	ENSMGAP00000007870
ENSMGAP00000011664	ENSMGAP00000005626
ENSMGAP00000005626	ENSMGAP00000011664
ENSMGAP00000016197	ENSMGAP00000000925
ENSMGAP00000000925	ENSMGAP00000016197
ENSMGAP00000001062	ENSMGAP00000005251
ENSMGAP00000005251	ENSMGAP00000001062
ENSMGAP00000007093	ENSMGAP00000010667
ENSMGAP00000010667	ENSMGAP00000007093
ENSMGAP00000011986	ENSMGAP00000000101
ENSMGAP00000000101	ENSMGAP00000011986
ENSMGAP00000011986	ENSMGAP00000003113
ENSMGAP00000003113	ENSMGAP00000011986
ENSMGAP00000000101	ENSMGAP00000003113
ENSMGAP00000003113	ENSMGAP00000000101
ENSMGAP00000007259	ENSMGAP00000011383
ENSMGAP00000011383	ENSMGAP00000007259
ENSMGAP00000007259	ENSMGAP00000003121
ENSMGAP00000003121	ENSMGAP00000007259
ENSMGAP00000011383	ENSMGAP00000003121
ENSMGAP00000003121	ENSMGAP00000011383
ENSMGAP00000004931	ENSMGAP00000009251
ENSMGAP00000009251	ENSMGAP00000004931
ENSMGAP00000005430	ENSMGAP00000002179
ENSMGAP00000002179	ENSMGAP00000005430
ENSMGAP00000010110	ENSMGAP00000019056
ENSMGAP00000019056	ENSMGAP00000010110
ENSMGAP00000010110	ENSMGAP00000002321
ENSMGAP00000002321	ENSMGAP00000010110
ENSMGAP00000010110	ENSMGAP00000014175
ENSMGAP00000014175	ENSMGAP00000010110
ENSMGAP00000019056	ENSMGAP00000002321
ENSMGAP00000002321	ENSMGAP00000019056
ENSMGAP00000019056	ENSMGAP00000014175
ENSMGAP00000014175	ENSMGAP00000019056
ENSMGAP00000002321	ENSMGAP00000014175
ENSMGAP00000014175	ENSMGAP00000002321
ENSMGAP00000007465	ENSMGAP00000015024
ENSMGAP00000015024	ENSMGAP00000007465
ENSMGAP00000007465	ENSMGAP00000017883
ENSMGAP00000017883	ENSMGAP00000007465
ENSMGAP00000015024	ENSMGAP00000017883
ENSMGAP00000017883	ENSMGAP00000015024
ENSMGAP00000004831	ENSMGAP00000011039
ENSMGAP00000011039	ENSMGAP00000004831
ENSMGAP00000004831	ENSMGAP00000014725
ENSMGAP00000014725	ENSMGAP00000004831
ENSMGAP00000011039	ENSMGAP00000014725
ENSMGAP00000014725	ENSMGAP00000011039
ENSMGAP00000007209	ENSMGAP00000014372
ENSMGAP00000014372	ENSMGAP00000007209
ENSMGAP00000007209	ENSMGAP00000015520
ENSMGAP00000015520	ENSMGAP00000007209
ENSMGAP00000014372	ENSMGAP00000015520
ENSMGAP00000015520	ENSMGAP00000014372
ENSMGAP00000007863	ENSMGAP00000000254
ENSMGAP00000000254	ENSMGAP00000007863
ENSMGAP00000000078	ENSMGAP00000014761
ENSMGAP00000014761	ENSMGAP00000000078
ENSMGAP00000000078	ENSMGAP00000009848
ENSMGAP00000009848	ENSMGAP00000000078
ENSMGAP00000014761	ENSMGAP00000009848
ENSMGAP00000009848	ENSMGAP00000014761
ENSMGAP00000019312	ENSMGAP00000018260
ENSMGAP00000018260	ENSMGAP00000019312
ENSMGAP00000019312	ENSMGAP00000006914
ENSMGAP00000006914	ENSMGAP00000019312
ENSMGAP00000018260	ENSMGAP00000006914
ENSMGAP00000006914	ENSMGAP00000018260
ENSMGAP00000010740	ENSMGAP00000018836
ENSMGAP00000018836	ENSMGAP00000010740
ENSMGAP00000010740	ENSMGAP00000003235
ENSMGAP00000003235	ENSMGAP00000010740
ENSMGAP00000010740	ENSMGAP00000017720
ENSMGAP00000017720	ENSMGAP00000010740
ENSMGAP00000018836	ENSMGAP00000003235
ENSMGAP00000003235	ENSMGAP00000018836
ENSMGAP00000018836	ENSMGAP00000017720
ENSMGAP00000017720	ENSMGAP00000018836
ENSMGAP00000003235	ENSMGAP00000017720
ENSMGAP00000017720	ENSMGAP00000003235
ENSMGAP00000014509	ENSMGAP00000007609
ENSMGAP00000007609	ENSMGAP00000014509
ENSMGAP00000008925	ENSMGAP00000002142
ENSMGAP00000002142	ENSMGAP00000008925
ENSMGAP00000016416	ENSMGAP00000017100
ENSMGAP00000017100	ENSMGAP00000016416
ENSMGAP00000017163	ENSMGAP00000014445
ENSMGAP00000014445	ENSMGAP00000017163
ENSMGAP00000004242	ENSMGAP00000014025
ENSMGAP00000014025	ENSMGAP00000004242
ENSMGAP00000006454	ENSMGAP00000006448
ENSMGAP00000006448	ENSMGAP00000006454
ENSMGAP00000006454	ENSMGAP00000018876
ENSMGAP00000018876	ENSMGAP00000006454
ENSMGAP00000006448	ENSMGAP00000018876
ENSMGAP00000018876	ENSMGAP00000006448
ENSMGAP00000002553	ENSMGAP00000010895
ENSMGAP00000010895	ENSMGAP00000002553
ENSMGAP00000002553	ENSMGAP00000016027
ENSMGAP00000016027	ENSMGAP00000002553
ENSMGAP00000002553	ENSMGAP00000003857
ENSMGAP00000003857	ENSMGAP00000002553
ENSMGAP00000010895	ENSMGAP00000016027
ENSMGAP00000016027	ENSMGAP00000010895
ENSMGAP00000010895	ENSMGAP00000003857
ENSMGAP00000003857	ENSMGAP00000010895
ENSMGAP00000016027	ENSMGAP00000003857
ENSMGAP00000003857	ENSMGAP00000016027
ENSMGAP00000001964	ENSMGAP00000005221
ENSMGAP00000005221	ENSMGAP00000001964
ENSMGAP00000001964	ENSMGAP00000013320
ENSMGAP00000013320	ENSMGAP00000001964
ENSMGAP00000005221	ENSMGAP00000013320
ENSMGAP00000013320	ENSMGAP00000005221
ENSMGAP00000003326	ENSMGAP00000017954
ENSMGAP00000017954	ENSMGAP00000003326
ENSMGAP00000003326	ENSMGAP00000015953
ENSMGAP00000015953	ENSMGAP00000003326
ENSMGAP00000017954	ENSMGAP00000015953
ENSMGAP00000015953	ENSMGAP00000017954
ENSMGAP00000002445	ENSMGAP00000008000
ENSMGAP00000008000	ENSMGAP00000002445
ENSMGAP00000005639	ENSMGAP00000009752
ENSMGAP00000009752	ENSMGAP00000005639
ENSMGAP00000005639	ENSMGAP00000006705
ENSMGAP00000006705	ENSMGAP00000005639
ENSMGAP00000004906	ENSMGAP00000006214
ENSMGAP00000006214	ENSMGAP00000004906
ENSMGAP00000011353	ENSMGAP00000018138
ENSMGAP00000018138	ENSMGAP00000011353
ENSMGAP00000007624	ENSMGAP00000019774
ENSMGAP00000019774	ENSMGAP00000007624
ENSMGAP00000003282	ENSMGAP00000006665
ENSMGAP00000006665	ENSMGAP00000003282
ENSMGAP00000014922	ENSMGAP00000006317
ENSMGAP00000006317	ENSMGAP00000014922
ENSMGAP00000008678	ENSMGAP00000008608
ENSMGAP00000008608	ENSMGAP00000008678
ENSMGAP00000007171	ENSMGAP00000018952
ENSMGAP00000018952	ENSMGAP00000007171
ENSMGAP00000013294	ENSMGAP00000008412
ENSMGAP00000008412	ENSMGAP00000013294
ENSMGAP00000009615	ENSMGAP00000003788
ENSMGAP00000003788	ENSMGAP00000009615
ENSMGAP00000009615	ENSMGAP00000016108
ENSMGAP00000016108	ENSMGAP00000009615
ENSMGAP00000009615	ENSMGAP00000011348
ENSMGAP00000011348	ENSMGAP00000009615
ENSMGAP00000003788	ENSMGAP00000016108
ENSMGAP00000016108	ENSMGAP00000003788
ENSMGAP00000003788	ENSMGAP00000011348
ENSMGAP00000011348	ENSMGAP00000003788
ENSMGAP00000016108	ENSMGAP00000011348
ENSMGAP00000011348	ENSMGAP00000016108
ENSMGAP00000001607	ENSMGAP00000000792
ENSMGAP00000000792	ENSMGAP00000001607
ENSMGAP00000000742	ENSMGAP00000003505
ENSMGAP00000003505	ENSMGAP00000000742
ENSMGAP00000017373	ENSMGAP00000004400
ENSMGAP00000004400	ENSMGAP00000017373
ENSMGAP00000017373	ENSMGAP00000005882
ENSMGAP00000005882	ENSMGAP00000017373
ENSMGAP00000004400	ENSMGAP00000005882
ENSMGAP00000005882	ENSMGAP00000004400
ENSMGAP00000003635	ENSMGAP00000009943
ENSMGAP00000009943	ENSMGAP00000003635
ENSMGAP00000003635	ENSMGAP00000012715
ENSMGAP00000012715	ENSMGAP00000003635
ENSMGAP00000009943	ENSMGAP00000012715
ENSMGAP00000012715	ENSMGAP00000009943
ENSMGAP00000007924	ENSMGAP00000015726
ENSMGAP00000015726	ENSMGAP00000007924
ENSMGAP00000007924	ENSMGAP00000009734
ENSMGAP00000009734	ENSMGAP00000007924
ENSMGAP00000007924	ENSMGAP00000009387
ENSMGAP00000009387	ENSMGAP00000007924
ENSMGAP00000015726	ENSMGAP00000009734
ENSMGAP00000009734	ENSMGAP00000015726
ENSMGAP00000015726	ENSMGAP00000009387
ENSMGAP00000009387	ENSMGAP00000015726
ENSMGAP00000009734	ENSMGAP00000009387
ENSMGAP00000009387	ENSMGAP00000009734
ENSMGAP00000006465	ENSMGAP00000008014
ENSMGAP00000008014	ENSMGAP00000006465
ENSMGAP00000006465	ENSMGAP00000011100
ENSMGAP00000011100	ENSMGAP00000006465
ENSMGAP00000008014	ENSMGAP00000011100
ENSMGAP00000011100	ENSMGAP00000008014
ENSMGAP00000006720	ENSMGAP00000000854
ENSMGAP00000000854	ENSMGAP00000006720
ENSMGAP00000006720	ENSMGAP00000001277
ENSMGAP00000001277	ENSMGAP00000006720
ENSMGAP00000000854	ENSMGAP00000001277
ENSMGAP00000001277	ENSMGAP00000000854
ENSMGAP00000003740	ENSMGAP00000012143
ENSMGAP00000012143	ENSMGAP00000003740
ENSMGAP00000003740	ENSMGAP00000019549
ENSMGAP00000019549	ENSMGAP00000003740
ENSMGAP00000012143	ENSMGAP00000019549
ENSMGAP00000019549	ENSMGAP00000012143
ENSMGAP00000010782	ENSMGAP00000011916
ENSMGAP00000011916	ENSMGAP00000010782
ENSMGAP00000006925	ENSMGAP00000003502
ENSMGAP00000003502	ENSMGAP00000006925
ENSMGAP00000015869	ENSMGAP00000002444
ENSMGAP00000002444	ENSMGAP00000015869
ENSMGAP00000010662	ENSMGAP00000010646
ENSMGAP00000010646	ENSMGAP00000010662
ENSMGAP00000002642	ENSMGAP00000012032
ENSMGAP00000012032	ENSMGAP00000002642
ENSMGAP00000002052	ENSMGAP00000014648
ENSMGAP00000014648	ENSMGAP00000002052
ENSMGAP00000014970	ENSMGAP00000018370
ENSMGAP00000018370	ENSMGAP00000014970
ENSMGAP00000014970	ENSMGAP00000014972
ENSMGAP00000014972	ENSMGAP00000014970
ENSMGAP00000014970	ENSMGAP00000007781
ENSMGAP00000007781	ENSMGAP00000014970
ENSMGAP00000018370	ENSMGAP00000014972
ENSMGAP00000014972	ENSMGAP00000018370
ENSMGAP00000018370	ENSMGAP00000007781
ENSMGAP00000007781	ENSMGAP00000018370
ENSMGAP00000014972	ENSMGAP00000007781
ENSMGAP00000007781	ENSMGAP00000014972
ENSMGAP00000001002	ENSMGAP00000003595
ENSMGAP00000003595	ENSMGAP00000001002
ENSMGAP00000001002	ENSMGAP00000015743
ENSMGAP00000015743	ENSMGAP00000001002
ENSMGAP00000001002	ENSMGAP00000000966
ENSMGAP00000000966	ENSMGAP00000001002
ENSMGAP00000001002	ENSMGAP00000011396
ENSMGAP00000011396	ENSMGAP00000001002
ENSMGAP00000003595	ENSMGAP00000015743
ENSMGAP00000015743	ENSMGAP00000003595
ENSMGAP00000003595	ENSMGAP00000000966
ENSMGAP00000000966	ENSMGAP00000003595
ENSMGAP00000003595	ENSMGAP00000011396
ENSMGAP00000011396	ENSMGAP00000003595
ENSMGAP00000015743	ENSMGAP00000000966
ENSMGAP00000000966	ENSMGAP00000015743
ENSMGAP00000015743	ENSMGAP00000011396
ENSMGAP00000011396	ENSMGAP00000015743
ENSMGAP00000000966	ENSMGAP00000011396
ENSMGAP00000011396	ENSMGAP00000000966
ENSMGAP00000016602	ENSMGAP00000016627
