ENSP00000354794	ENSP00000455426
ENSP00000357057	ENSP00000261448
ENSP00000354251	ENSP00000293373
ENSP00000293373	ENSP00000354251
ENSP00000379894	ENSP00000418648
ENSP00000418648	ENSP00000379894
ENSP00000354612	ENSP00000356438
ENSP00000356438	ENSP00000354612
ENSP00000353463	ENSP00000357644
ENSP00000357644	ENSP00000353463
ENSP00000376583	ENSP00000325941
ENSP00000325941	ENSP00000376583
ENSP00000394700	ENSP00000389039
ENSP00000389039	ENSP00000394700
ENSP00000377633	ENSP00000360994
ENSP00000360994	ENSP00000377633
ENSP00000414721	ENSP00000233615
ENSP00000233615	ENSP00000414721
ENSP00000341625	ENSP00000308430
ENSP00000308430	ENSP00000341625
ENSP00000312587	ENSP00000263960
ENSP00000263960	ENSP00000312587
ENSP00000349860	ENSP00000253778
ENSP00000253778	ENSP00000349860
ENSP00000359988	ENSP00000334538
ENSP00000334538	ENSP00000359988
ENSP00000393912	ENSP00000325002
ENSP00000325002	ENSP00000393912
ENSP00000308976	ENSP00000341819
ENSP00000341819	ENSP00000308976
ENSP00000269844	ENSP00000351686
ENSP00000351686	ENSP00000269844
ENSP00000464162	ENSP00000370896
ENSP00000370896	ENSP00000464162
ENSP00000321997	ENSP00000336721
ENSP00000336721	ENSP00000321997
ENSP00000344424	ENSP00000344219
ENSP00000344219	ENSP00000344424
ENSP00000249344	ENSP00000358810
ENSP00000358810	ENSP00000249344
ENSP00000393667	ENSP00000403396
ENSP00000403396	ENSP00000393667
ENSP00000359634	ENSP00000350378
ENSP00000350378	ENSP00000359634
ENSP00000339532	ENSP00000423933
ENSP00000423933	ENSP00000339532
ENSP00000253814	ENSP00000218652
ENSP00000218652	ENSP00000253814
ENSP00000312837	ENSP00000262305
ENSP00000262305	ENSP00000312837
ENSP00000368341	ENSP00000348538
ENSP00000348538	ENSP00000368341
ENSP00000296543	ENSP00000368716
ENSP00000368716	ENSP00000296543
ENSP00000311257	ENSP00000298596
ENSP00000298596	ENSP00000311257
ENSP00000273668	ENSP00000380054
ENSP00000380054	ENSP00000273668
ENSP00000399259	ENSP00000386722
ENSP00000386722	ENSP00000399259
ENSP00000324549	ENSP00000430904
ENSP00000430904	ENSP00000324549
ENSP00000374484	ENSP00000283206
ENSP00000283206	ENSP00000374484
ENSP00000266068	ENSP00000294409
ENSP00000294409	ENSP00000266068
ENSP00000351314	ENSP00000259457
ENSP00000259457	ENSP00000351314
ENSP00000323927	ENSP00000366460
ENSP00000366460	ENSP00000323927
ENSP00000195654	ENSP00000382104
ENSP00000382104	ENSP00000195654
ENSP00000256925	ENSP00000279101
ENSP00000279101	ENSP00000256925
ENSP00000426234	ENSP00000367893
ENSP00000367893	ENSP00000426234
ENSP00000306881	ENSP00000338844
ENSP00000338844	ENSP00000306881
ENSP00000415436	ENSP00000384198
ENSP00000384198	ENSP00000415436
ENSP00000326170	ENSP00000376258
ENSP00000376258	ENSP00000326170
ENSP00000335651	ENSP00000394770
ENSP00000394770	ENSP00000335651
ENSP00000366475	ENSP00000353010
ENSP00000353010	ENSP00000366475
ENSP00000418663	ENSP00000376458
ENSP00000376458	ENSP00000418663
ENSP00000371420	ENSP00000402758
ENSP00000402758	ENSP00000371420
ENSP00000348206	ENSP00000404700
ENSP00000404700	ENSP00000348206
ENSP00000457991	ENSP00000262719
ENSP00000262719	ENSP00000457991
ENSP00000364013	ENSP00000272771
ENSP00000272771	ENSP00000364013
ENSP00000424768	ENSP00000272771
ENSP00000272771	ENSP00000424768
ENSP00000302530	ENSP00000287598
ENSP00000287598	ENSP00000302530
ENSP00000364976	ENSP00000471505
ENSP00000471505	ENSP00000364976
ENSP00000364976	ENSP00000311083
ENSP00000311083	ENSP00000364976
ENSP00000346635	ENSP00000379042
ENSP00000379042	ENSP00000346635
ENSP00000254442	ENSP00000379619
ENSP00000379619	ENSP00000254442
ENSP00000362092	ENSP00000358423
ENSP00000358423	ENSP00000362092
ENSP00000386647	ENSP00000339587
ENSP00000339587	ENSP00000386647
ENSP00000356669	ENSP00000362774
ENSP00000362774	ENSP00000356669
ENSP00000282441	ENSP00000419465
ENSP00000419465	ENSP00000282441
ENSP00000307041	ENSP00000370047
ENSP00000370047	ENSP00000307041
ENSP00000263966	ENSP00000229268
ENSP00000229268	ENSP00000263966
ENSP00000370555	ENSP00000340736
ENSP00000340736	ENSP00000370555
ENSP00000309477	ENSP00000258886
ENSP00000258886	ENSP00000309477
ENSP00000391942	ENSP00000341737
ENSP00000341737	ENSP00000391942
ENSP00000356634	ENSP00000330658
ENSP00000330658	ENSP00000356634
ENSP00000295448	ENSP00000423674
ENSP00000423674	ENSP00000295448
ENSP00000378917	ENSP00000366843
ENSP00000366843	ENSP00000378917
ENSP00000298251	ENSP00000377980
ENSP00000377980	ENSP00000298251
ENSP00000312379	ENSP00000385852
ENSP00000385852	ENSP00000312379
ENSP00000298492	ENSP00000369857
ENSP00000369857	ENSP00000298492
ENSP00000263354	ENSP00000366225
ENSP00000366225	ENSP00000263354
ENSP00000365529	ENSP00000345060
ENSP00000345060	ENSP00000365529
ENSP00000262419	ENSP00000281772
ENSP00000281772	ENSP00000262419
ENSP00000419494	ENSP00000401859
ENSP00000401859	ENSP00000419494
ENSP00000233099	ENSP00000371903
ENSP00000371903	ENSP00000233099
ENSP00000350734	ENSP00000265437
ENSP00000265437	ENSP00000350734
ENSP00000262198	ENSP00000379346
ENSP00000379346	ENSP00000262198
ENSP00000226218	ENSP00000399679
ENSP00000399679	ENSP00000226218
ENSP00000226218	ENSP00000452347
ENSP00000452347	ENSP00000226218
ENSP00000399679	ENSP00000452347
ENSP00000452347	ENSP00000399679
ENSP00000403453	ENSP00000359600
ENSP00000359600	ENSP00000403453
ENSP00000436785	ENSP00000353557
ENSP00000353557	ENSP00000436785
ENSP00000325677	ENSP00000373772
ENSP00000373772	ENSP00000325677
ENSP00000269214	ENSP00000306999
ENSP00000306999	ENSP00000269214
ENSP00000296417	ENSP00000308405
ENSP00000308405	ENSP00000296417
ENSP00000268261	ENSP00000216259
ENSP00000216259	ENSP00000268261
ENSP00000400958	ENSP00000358617
ENSP00000358617	ENSP00000400958
ENSP00000456594	ENSP00000281961
ENSP00000281961	ENSP00000456594
ENSP00000266395	ENSP00000328412
ENSP00000328412	ENSP00000266395
ENSP00000384262	ENSP00000359583
ENSP00000359583	ENSP00000384262
ENSP00000371393	ENSP00000298198
ENSP00000298198	ENSP00000371393
ENSP00000265070	ENSP00000271732
ENSP00000271732	ENSP00000265070
ENSP00000380996	ENSP00000423366
ENSP00000423366	ENSP00000380996
ENSP00000389948	ENSP00000242210
ENSP00000242210	ENSP00000389948
ENSP00000264779	ENSP00000347224
ENSP00000347224	ENSP00000264779
ENSP00000378193	ENSP00000333920
ENSP00000333920	ENSP00000378193
ENSP00000305653	ENSP00000428765
ENSP00000428765	ENSP00000305653
ENSP00000429200	ENSP00000359526
ENSP00000359526	ENSP00000429200
ENSP00000307854	ENSP00000353739
ENSP00000353739	ENSP00000307854
ENSP00000359683	ENSP00000264864
ENSP00000264864	ENSP00000359683
ENSP00000359665	ENSP00000264864
ENSP00000264864	ENSP00000359665
ENSP00000303149	ENSP00000331600
ENSP00000331600	ENSP00000303149
ENSP00000303149	ENSP00000297146
ENSP00000297146	ENSP00000303149
ENSP00000331600	ENSP00000297146
ENSP00000297146	ENSP00000331600
ENSP00000223023	ENSP00000365891
ENSP00000365891	ENSP00000223023
ENSP00000378364	ENSP00000233202
ENSP00000233202	ENSP00000378364
ENSP00000334153	ENSP00000295049
ENSP00000295049	ENSP00000334153
ENSP00000356213	ENSP00000462647
ENSP00000462647	ENSP00000356213
ENSP00000280258	ENSP00000440870
ENSP00000440870	ENSP00000280258
ENSP00000258198	ENSP00000273130
ENSP00000273130	ENSP00000258198
ENSP00000384690	ENSP00000262065
ENSP00000262065	ENSP00000384690
ENSP00000336127	ENSP00000316699
ENSP00000316699	ENSP00000336127
ENSP00000251588	ENSP00000309899
ENSP00000309899	ENSP00000251588
ENSP00000361721	ENSP00000356623
ENSP00000356623	ENSP00000361721
ENSP00000361721	ENSP00000401764
ENSP00000401764	ENSP00000361721
ENSP00000356623	ENSP00000401764
ENSP00000401764	ENSP00000356623
ENSP00000313811	ENSP00000359829
ENSP00000359829	ENSP00000313811
ENSP00000216117	ENSP00000459214
ENSP00000459214	ENSP00000216117
ENSP00000339681	ENSP00000361345
ENSP00000361345	ENSP00000339681
ENSP00000406157	ENSP00000265174
ENSP00000265174	ENSP00000406157
ENSP00000362268	ENSP00000368528
ENSP00000368528	ENSP00000362268
ENSP00000234313	ENSP00000216446
ENSP00000216446	ENSP00000234313
ENSP00000390849	ENSP00000414558
ENSP00000414558	ENSP00000390849
ENSP00000428756	ENSP00000360922
ENSP00000360922	ENSP00000428756
ENSP00000476668	ENSP00000264703
ENSP00000264703	ENSP00000476668
ENSP00000397644	ENSP00000290524
ENSP00000290524	ENSP00000397644
ENSP00000326244	ENSP00000424257
ENSP00000424257	ENSP00000326244
ENSP00000326244	ENSP00000393161
ENSP00000393161	ENSP00000326244
ENSP00000398076	ENSP00000342481
ENSP00000342481	ENSP00000398076
ENSP00000280193	ENSP00000297904
ENSP00000297904	ENSP00000280193
ENSP00000288266	ENSP00000446917
ENSP00000446917	ENSP00000288266
ENSP00000269601	ENSP00000268483
ENSP00000268483	ENSP00000269601
ENSP00000396915	ENSP00000376523
ENSP00000376523	ENSP00000396915
ENSP00000452746	ENSP00000387261
ENSP00000387261	ENSP00000452746
ENSP00000365725	ENSP00000336693
ENSP00000336693	ENSP00000365725
ENSP00000344829	ENSP00000012049
ENSP00000012049	ENSP00000344829
ENSP00000297338	ENSP00000386414
ENSP00000386414	ENSP00000297338
ENSP00000299293	ENSP00000362109
ENSP00000362109	ENSP00000299293
ENSP00000305204	ENSP00000367276
ENSP00000367276	ENSP00000305204
ENSP00000278174	ENSP00000362836
ENSP00000362836	ENSP00000278174
ENSP00000355747	ENSP00000326366
ENSP00000326366	ENSP00000355747
ENSP00000003302	ENSP00000285679
ENSP00000285679	ENSP00000003302
ENSP00000460825	ENSP00000331933
ENSP00000331933	ENSP00000460825
ENSP00000352463	ENSP00000323074
ENSP00000323074	ENSP00000352463
ENSP00000229395	ENSP00000358541
ENSP00000358541	ENSP00000229395
ENSP00000315118	ENSP00000355741
ENSP00000355741	ENSP00000315118
ENSP00000296657	ENSP00000301190
ENSP00000301190	ENSP00000296657
ENSP00000371472	ENSP00000278886
ENSP00000278886	ENSP00000371472
ENSP00000377381	ENSP00000359698
ENSP00000359698	ENSP00000377381
ENSP00000330382	ENSP00000346508
ENSP00000346508	ENSP00000330382
ENSP00000401513	ENSP00000373610
ENSP00000373610	ENSP00000401513
ENSP00000230122	ENSP00000421246
ENSP00000421246	ENSP00000230122
ENSP00000392812	ENSP00000475670
ENSP00000475670	ENSP00000392812
ENSP00000473983	ENSP00000404991
ENSP00000404991	ENSP00000473983
ENSP00000340691	ENSP00000362314
ENSP00000362314	ENSP00000340691
ENSP00000340691	ENSP00000308472
ENSP00000308472	ENSP00000340691
ENSP00000362314	ENSP00000308472
ENSP00000308472	ENSP00000362314
ENSP00000454646	ENSP00000299709
ENSP00000299709	ENSP00000454646
ENSP00000294742	ENSP00000345361
ENSP00000345361	ENSP00000294742
ENSP00000359370	ENSP00000378721
ENSP00000378721	ENSP00000359370
ENSP00000363041	ENSP00000273986
ENSP00000273986	ENSP00000363041
ENSP00000269391	ENSP00000262370
ENSP00000262370	ENSP00000269391
ENSP00000328426	ENSP00000417509
ENSP00000417509	ENSP00000328426
ENSP00000456348	ENSP00000281631
ENSP00000281631	ENSP00000456348
ENSP00000236850	ENSP00000350425
ENSP00000350425	ENSP00000236850
ENSP00000341562	ENSP00000300404
ENSP00000300404	ENSP00000341562
ENSP00000229583	ENSP00000350509
ENSP00000350509	ENSP00000229583
ENSP00000436455	ENSP00000385923
ENSP00000385923	ENSP00000436455
ENSP00000386862	ENSP00000383185
ENSP00000383185	ENSP00000386862
ENSP00000330278	ENSP00000282406
ENSP00000282406	ENSP00000330278
ENSP00000361522	ENSP00000411124
ENSP00000411124	ENSP00000361522
ENSP00000203407	ENSP00000249269
ENSP00000249269	ENSP00000203407
ENSP00000328835	ENSP00000354522
ENSP00000354522	ENSP00000328835
ENSP00000362987	ENSP00000415491
ENSP00000415491	ENSP00000362987
ENSP00000222219	ENSP00000359699
ENSP00000359699	ENSP00000222219
ENSP00000387170	ENSP00000275732
ENSP00000275732	ENSP00000387170
ENSP00000376070	ENSP00000385570
ENSP00000385570	ENSP00000376070
ENSP00000284273	ENSP00000317327
ENSP00000317327	ENSP00000284273
ENSP00000286760	ENSP00000379441
ENSP00000379441	ENSP00000286760
ENSP00000383402	ENSP00000435897
ENSP00000435897	ENSP00000383402
ENSP00000265271	ENSP00000267229
ENSP00000267229	ENSP00000265271
ENSP00000388550	ENSP00000256257
ENSP00000256257	ENSP00000388550
ENSP00000265840	ENSP00000326342
ENSP00000326342	ENSP00000265840
ENSP00000362123	ENSP00000243501
ENSP00000243501	ENSP00000362123
ENSP00000261441	ENSP00000334040
ENSP00000334040	ENSP00000261441
ENSP00000304467	ENSP00000370372
ENSP00000370372	ENSP00000304467
ENSP00000359464	ENSP00000290291
ENSP00000290291	ENSP00000359464
ENSP00000279146	ENSP00000370521
ENSP00000370521	ENSP00000279146
ENSP00000278836	ENSP00000440626
ENSP00000440626	ENSP00000278836
ENSP00000363614	ENSP00000381654
ENSP00000381654	ENSP00000363614
ENSP00000456226	ENSP00000329548
ENSP00000329548	ENSP00000456226
ENSP00000456226	ENSP00000403130
ENSP00000403130	ENSP00000456226
ENSP00000329548	ENSP00000403130
ENSP00000403130	ENSP00000329548
ENSP00000342518	ENSP00000355577
ENSP00000355577	ENSP00000342518
ENSP00000268097	ENSP00000261416
ENSP00000261416	ENSP00000268097
ENSP00000326604	ENSP00000267102
ENSP00000267102	ENSP00000326604
ENSP00000379568	ENSP00000405969
ENSP00000405969	ENSP00000379568
ENSP00000392330	ENSP00000368414
ENSP00000368414	ENSP00000392330
ENSP00000424544	ENSP00000354649
ENSP00000354649	ENSP00000424544
ENSP00000356256	ENSP00000379999
ENSP00000379999	ENSP00000356256
ENSP00000357907	ENSP00000370938
ENSP00000370938	ENSP00000357907
ENSP00000243253	ENSP00000298428
ENSP00000298428	ENSP00000243253
ENSP00000419879	ENSP00000295887
ENSP00000295887	ENSP00000419879
ENSP00000362894	ENSP00000272430
ENSP00000272430	ENSP00000362894
ENSP00000364765	ENSP00000299295
ENSP00000299295	ENSP00000364765
ENSP00000452885	ENSP00000354669
ENSP00000354669	ENSP00000452885
ENSP00000326706	ENSP00000358120
ENSP00000358120	ENSP00000326706
ENSP00000397942	ENSP00000358120
ENSP00000358120	ENSP00000397942
ENSP00000337998	ENSP00000387128
ENSP00000387128	ENSP00000337998
ENSP00000381436	ENSP00000320957
ENSP00000320957	ENSP00000381436
ENSP00000356299	ENSP00000433361
ENSP00000433361	ENSP00000356299
ENSP00000369863	ENSP00000312017
ENSP00000312017	ENSP00000369863
ENSP00000369695	ENSP00000252674
ENSP00000252674	ENSP00000369695
ENSP00000338171	ENSP00000005587
ENSP00000005587	ENSP00000338171
ENSP00000241014	ENSP00000330572
ENSP00000330572	ENSP00000241014
ENSP00000370503	ENSP00000262659
ENSP00000262659	ENSP00000370503
ENSP00000216780	ENSP00000319814
ENSP00000319814	ENSP00000216780
ENSP00000319788	ENSP00000337773
ENSP00000337773	ENSP00000319788
ENSP00000342604	ENSP00000265018
ENSP00000265018	ENSP00000342604
ENSP00000350833	ENSP00000388137
ENSP00000388137	ENSP00000350833
ENSP00000367038	ENSP00000378725
ENSP00000378725	ENSP00000367038
ENSP00000276390	ENSP00000234396
ENSP00000234396	ENSP00000276390
ENSP00000263026	ENSP00000398048
ENSP00000398048	ENSP00000263026
ENSP00000245105	ENSP00000423660
ENSP00000423660	ENSP00000245105
ENSP00000414856	ENSP00000231061
ENSP00000231061	ENSP00000414856
ENSP00000303246	ENSP00000360366
ENSP00000360366	ENSP00000303246
ENSP00000374014	ENSP00000317000
ENSP00000317000	ENSP00000374014
ENSP00000391774	ENSP00000345412
ENSP00000345412	ENSP00000391774
ENSP00000336790	ENSP00000396954
ENSP00000396954	ENSP00000336790
ENSP00000387654	ENSP00000274569
ENSP00000274569	ENSP00000387654
ENSP00000337226	ENSP00000326933
ENSP00000326933	ENSP00000337226
ENSP00000304670	ENSP00000257575
ENSP00000257575	ENSP00000304670
ENSP00000384477	ENSP00000398971
ENSP00000398971	ENSP00000384477
ENSP00000317902	ENSP00000383936
ENSP00000383936	ENSP00000317902
ENSP00000381102	ENSP00000285419
ENSP00000285419	ENSP00000381102
ENSP00000257287	ENSP00000377123
ENSP00000377123	ENSP00000257287
ENSP00000324810	ENSP00000354772
ENSP00000354772	ENSP00000324810
ENSP00000302232	ENSP00000398181
ENSP00000398181	ENSP00000302232
ENSP00000212355	ENSP00000457962
ENSP00000457962	ENSP00000212355
ENSP00000212355	ENSP00000362299
ENSP00000362299	ENSP00000212355
ENSP00000457962	ENSP00000362299
ENSP00000362299	ENSP00000457962
ENSP00000384610	ENSP00000407509
ENSP00000407509	ENSP00000384610
ENSP00000290949	ENSP00000285393
ENSP00000285393	ENSP00000290949
ENSP00000216121	ENSP00000313050
ENSP00000313050	ENSP00000216121
ENSP00000348069	ENSP00000354476
ENSP00000354476	ENSP00000348069
ENSP00000340305	ENSP00000428209
ENSP00000428209	ENSP00000340305
ENSP00000320509	ENSP00000339826
ENSP00000339826	ENSP00000320509
ENSP00000401264	ENSP00000361704
ENSP00000361704	ENSP00000401264
ENSP00000379838	ENSP00000302485
ENSP00000302485	ENSP00000379838
ENSP00000362136	ENSP00000351669
ENSP00000351669	ENSP00000362136
ENSP00000442318	ENSP00000387641
ENSP00000387641	ENSP00000442318
ENSP00000409256	ENSP00000409382
ENSP00000409382	ENSP00000409256
ENSP00000257312	ENSP00000332148
ENSP00000332148	ENSP00000257312
ENSP00000253363	ENSP00000352956
ENSP00000352956	ENSP00000253363
ENSP00000470652	ENSP00000367931
ENSP00000367931	ENSP00000470652
ENSP00000470652	ENSP00000246421
ENSP00000246421	ENSP00000470652
ENSP00000367931	ENSP00000246421
ENSP00000246421	ENSP00000367931
ENSP00000226021	ENSP00000252729
ENSP00000252729	ENSP00000226021
ENSP00000324403	ENSP00000398824
ENSP00000398824	ENSP00000324403
ENSP00000362144	ENSP00000378145
ENSP00000378145	ENSP00000362144
ENSP00000442534	ENSP00000295324
ENSP00000295324	ENSP00000442534
ENSP00000351138	ENSP00000359827
ENSP00000359827	ENSP00000351138
ENSP00000262866	ENSP00000394049
ENSP00000394049	ENSP00000262866
ENSP00000459043	ENSP00000380690
ENSP00000380690	ENSP00000459043
ENSP00000257787	ENSP00000392678
ENSP00000392678	ENSP00000257787
ENSP00000453854	ENSP00000364965
ENSP00000364965	ENSP00000453854
ENSP00000368758	ENSP00000406145
ENSP00000406145	ENSP00000368758
ENSP00000368758	ENSP00000313226
ENSP00000313226	ENSP00000368758
ENSP00000406145	ENSP00000313226
ENSP00000313226	ENSP00000406145
ENSP00000378548	ENSP00000229955
ENSP00000229955	ENSP00000378548
ENSP00000378548	ENSP00000258456
ENSP00000258456	ENSP00000378548
ENSP00000229955	ENSP00000258456
ENSP00000258456	ENSP00000229955
ENSP00000365080	ENSP00000252338
ENSP00000252338	ENSP00000365080
ENSP00000300069	ENSP00000340176
ENSP00000340176	ENSP00000300069
ENSP00000360642	ENSP00000313601
ENSP00000313601	ENSP00000360642
ENSP00000261844	ENSP00000367823
ENSP00000367823	ENSP00000261844
ENSP00000258888	ENSP00000354991
ENSP00000354991	ENSP00000258888
ENSP00000359333	ENSP00000360757
ENSP00000360757	ENSP00000359333
ENSP00000234739	ENSP00000335320
ENSP00000335320	ENSP00000234739
ENSP00000455952	ENSP00000349364
ENSP00000349364	ENSP00000455952
ENSP00000387941	ENSP00000349364
ENSP00000349364	ENSP00000387941
ENSP00000393785	ENSP00000303580
ENSP00000303580	ENSP00000393785
ENSP00000351740	ENSP00000341597
ENSP00000341597	ENSP00000351740
ENSP00000375919	ENSP00000317224
ENSP00000317224	ENSP00000375919
ENSP00000268220	ENSP00000468633
ENSP00000468633	ENSP00000268220
ENSP00000252998	ENSP00000382628
ENSP00000382628	ENSP00000252998
ENSP00000371297	ENSP00000407118
ENSP00000407118	ENSP00000371297
ENSP00000428205	ENSP00000276326
ENSP00000276326	ENSP00000428205
ENSP00000305839	ENSP00000476603
ENSP00000476603	ENSP00000305839
ENSP00000305839	ENSP00000363433
ENSP00000363433	ENSP00000305839
ENSP00000476603	ENSP00000363433
ENSP00000363433	ENSP00000476603
ENSP00000232974	ENSP00000354686
ENSP00000354686	ENSP00000232974
ENSP00000422131	ENSP00000324587
ENSP00000324587	ENSP00000422131
ENSP00000309548	ENSP00000379503
ENSP00000379503	ENSP00000309548
ENSP00000258399	ENSP00000254181
ENSP00000254181	ENSP00000258399
ENSP00000258399	ENSP00000423390
ENSP00000423390	ENSP00000258399
ENSP00000254181	ENSP00000423390
ENSP00000423390	ENSP00000254181
ENSP00000254227	ENSP00000368253
ENSP00000368253	ENSP00000254227
ENSP00000355902	ENSP00000261530
ENSP00000261530	ENSP00000355902
ENSP00000362122	ENSP00000367198
ENSP00000367198	ENSP00000362122
ENSP00000392553	ENSP00000381302
ENSP00000381302	ENSP00000392553
ENSP00000354053	ENSP00000385730
ENSP00000385730	ENSP00000354053
ENSP00000413234	ENSP00000351926
ENSP00000351926	ENSP00000413234
ENSP00000299721	ENSP00000378464
ENSP00000378464	ENSP00000299721
ENSP00000392452	ENSP00000350260
ENSP00000350260	ENSP00000392452
ENSP00000326063	ENSP00000338165
ENSP00000338165	ENSP00000326063
ENSP00000366582	ENSP00000429763
ENSP00000429763	ENSP00000366582
ENSP00000266556	ENSP00000404833
ENSP00000404833	ENSP00000266556
ENSP00000356574	ENSP00000351536
ENSP00000351536	ENSP00000356574
ENSP00000466967	ENSP00000356476
ENSP00000356476	ENSP00000466967
ENSP00000362047	ENSP00000367879
ENSP00000367879	ENSP00000362047
ENSP00000410964	ENSP00000276461
ENSP00000276461	ENSP00000410964
ENSP00000187762	ENSP00000363824
ENSP00000363824	ENSP00000187762
ENSP00000358314	ENSP00000274382
ENSP00000274382	ENSP00000358314
ENSP00000284486	ENSP00000362684
ENSP00000362684	ENSP00000284486
ENSP00000356903	ENSP00000386935
ENSP00000386935	ENSP00000356903
ENSP00000302413	ENSP00000339813
ENSP00000339813	ENSP00000302413
ENSP00000222005	ENSP00000371278
ENSP00000371278	ENSP00000222005
ENSP00000315130	ENSP00000383449
ENSP00000383449	ENSP00000315130
ENSP00000263382	ENSP00000229595
ENSP00000229595	ENSP00000263382
ENSP00000025301	ENSP00000375909
ENSP00000375909	ENSP00000025301
ENSP00000422464	ENSP00000376865
ENSP00000376865	ENSP00000422464
ENSP00000397552	ENSP00000160382
ENSP00000160382	ENSP00000397552
ENSP00000308772	ENSP00000320076
ENSP00000320076	ENSP00000308772
ENSP00000320924	ENSP00000376330
ENSP00000376330	ENSP00000320924
ENSP00000356426	ENSP00000368215
ENSP00000368215	ENSP00000356426
ENSP00000387282	ENSP00000300176
ENSP00000300176	ENSP00000387282
ENSP00000303222	ENSP00000362718
ENSP00000362718	ENSP00000303222
ENSP00000274496	ENSP00000332772
ENSP00000332772	ENSP00000274496
ENSP00000387051	ENSP00000348852
ENSP00000348852	ENSP00000387051
ENSP00000307552	ENSP00000364595
ENSP00000364595	ENSP00000307552
ENSP00000219345	ENSP00000264005
ENSP00000264005	ENSP00000219345
ENSP00000384364	ENSP00000353198
ENSP00000353198	ENSP00000384364
ENSP00000360261	ENSP00000380779
ENSP00000380779	ENSP00000360261
ENSP00000435373	ENSP00000377547
ENSP00000377547	ENSP00000435373
ENSP00000257555	ENSP00000225893
ENSP00000225893	ENSP00000257555
ENSP00000280665	ENSP00000475920
ENSP00000475920	ENSP00000280665
ENSP00000474090	ENSP00000330032
ENSP00000330032	ENSP00000474090
ENSP00000368468	ENSP00000434724
ENSP00000434724	ENSP00000368468
ENSP00000455068	ENSP00000315731
ENSP00000315731	ENSP00000455068
ENSP00000395772	ENSP00000338573
ENSP00000338573	ENSP00000395772
ENSP00000425963	ENSP00000347834
ENSP00000347834	ENSP00000425963
ENSP00000439768	ENSP00000363478
ENSP00000363478	ENSP00000439768
ENSP00000307305	ENSP00000354830
ENSP00000354830	ENSP00000307305
ENSP00000296595	ENSP00000162044
ENSP00000162044	ENSP00000296595
ENSP00000215885	ENSP00000301039
ENSP00000301039	ENSP00000215885
ENSP00000297063	ENSP00000290881
ENSP00000290881	ENSP00000297063
ENSP00000259154	ENSP00000291842
ENSP00000291842	ENSP00000259154
ENSP00000367570	ENSP00000329097
ENSP00000329097	ENSP00000367570
ENSP00000354013	ENSP00000260130
ENSP00000260130	ENSP00000354013
ENSP00000422338	ENSP00000454380
ENSP00000454380	ENSP00000422338
ENSP00000382670	ENSP00000367214
ENSP00000367214	ENSP00000382670
ENSP00000261195	ENSP00000317904
ENSP00000317904	ENSP00000261195
ENSP00000220822	ENSP00000341782
ENSP00000341782	ENSP00000220822
ENSP00000464893	ENSP00000373873
ENSP00000373873	ENSP00000464893
ENSP00000262067	ENSP00000257910
ENSP00000257910	ENSP00000262067
ENSP00000398632	ENSP00000256178
ENSP00000256178	ENSP00000398632
ENSP00000369257	ENSP00000382895
ENSP00000382895	ENSP00000369257
ENSP00000429367	ENSP00000443411
ENSP00000443411	ENSP00000429367
ENSP00000284694	ENSP00000264448
ENSP00000264448	ENSP00000284694
ENSP00000362562	ENSP00000442400
ENSP00000442400	ENSP00000362562
ENSP00000355167	ENSP00000336984
ENSP00000336984	ENSP00000355167
ENSP00000300177	ENSP00000318650
ENSP00000318650	ENSP00000300177
ENSP00000428646	ENSP00000387091
ENSP00000387091	ENSP00000428646
ENSP00000288167	ENSP00000320936
ENSP00000320936	ENSP00000288167
ENSP00000336894	ENSP00000300131
ENSP00000300131	ENSP00000336894
ENSP00000328269	ENSP00000371133
ENSP00000371133	ENSP00000328269
ENSP00000327124	ENSP00000379057
ENSP00000379057	ENSP00000327124
ENSP00000335158	ENSP00000458791
ENSP00000458791	ENSP00000335158
ENSP00000393795	ENSP00000347648
ENSP00000347648	ENSP00000393795
ENSP00000354583	ENSP00000409933
ENSP00000409933	ENSP00000354583
ENSP00000387388	ENSP00000369604
ENSP00000369604	ENSP00000387388
ENSP00000272907	ENSP00000300179
ENSP00000300179	ENSP00000272907
ENSP00000324510	ENSP00000207549
ENSP00000207549	ENSP00000324510
ENSP00000352329	ENSP00000264498
ENSP00000264498	ENSP00000352329
ENSP00000243346	ENSP00000395590
ENSP00000395590	ENSP00000243346
ENSP00000270223	ENSP00000406084
ENSP00000406084	ENSP00000270223
ENSP00000468837	ENSP00000406084
ENSP00000406084	ENSP00000468837
ENSP00000443292	ENSP00000343115
ENSP00000343115	ENSP00000443292
ENSP00000310565	ENSP00000332151
ENSP00000332151	ENSP00000310565
ENSP00000358312	ENSP00000300056
ENSP00000300056	ENSP00000358312
ENSP00000445440	ENSP00000455607
ENSP00000455607	ENSP00000445440
ENSP00000348632	ENSP00000381698
ENSP00000381698	ENSP00000348632
ENSP00000255082	ENSP00000263080
ENSP00000263080	ENSP00000255082
ENSP00000262844	ENSP00000272647
ENSP00000272647	ENSP00000262844
ENSP00000385158	ENSP00000286544
ENSP00000286544	ENSP00000385158
ENSP00000342840	ENSP00000314518
ENSP00000314518	ENSP00000342840
ENSP00000369853	ENSP00000338885
ENSP00000338885	ENSP00000369853
ENSP00000371661	ENSP00000360138
ENSP00000360138	ENSP00000371661
ENSP00000310110	ENSP00000364502
