SINCAM006024	ENSACAP00000000005
SINCAM002480	ENSACAP00000010472
SINCAM921590	ENSACAP00000010473
SINCAM006937	ENSACAP00000010474
SINCAM005290	ENSACAP00000010475
SINCAM012550	ENSACAP00000010476
SINCAM004323	ENSACAP00000010477
SINCAM010623	ENSACAP00000010478
SINCAM002747	ENSACAP00000010479
SINCAM011739	ENSACAP00000010482
SINCAM001475	ENSACAP00000010484
SINCAM000415	ENSACAP00000010485
SINCAM004322	ENSACAP00000010487
SINCAM003031	ENSACAP00000010488
SINCAM004350	ENSACAP00000010489
SINCAM920550	ENSACAP00000010490
SINCAM012489	ENSACAP00000010491
SINCAM014867	ENSACAP00000010492
SINCAM008782	ENSACAP00000010493
SINCAM920489	ENSACAP00000010494
SINCAM001476	ENSACAP00000010495
SINCAM000361	ENSACAP00000010496
SINCAM010888	ENSACAP00000010497
SINCAM922738	ENSACAP00000010499
SINCAM003037	ENSACAP00000010500
SINCAM014772	ENSACAP00000010501
SINCAM014880	ENSACAP00000010504
SINCAM013816	ENSACAP00000010507
SINCAM015191	ENSACAP00000010511
SINCAM015230	ENSACAP00000010512
SINCAM001463	ENSACAP00000010514
SINCAM003340	ENSACAP00000010515
SINCAM001190	ENSACAP00000010516
SINCAM006759	ENSACAP00000010518
SINCAM004157	ENSACAP00000010521
SINCAM921458	ENSACAP00000010522
SINCAM000413	ENSACAP00000010524
SINCAM921094	ENSACAP00000010527
SINCAM008170	ENSACAP00000010529
SINCAM018006	ENSACAP00000010531
SINCAM012716	ENSACAP00000010532
SINCAM003367	ENSACAP00000010533
SINCAM921459	ENSACAP00000010535
SINCAM012490	ENSACAP00000010538
SINCAM010889	ENSACAP00000010541
SINCAM921348	ENSACAP00000010544
SINCAM016024	ENSACAP00000010548
SINCAM012491	ENSACAP00000010549
SINCAM922825	ENSACAP00000010551
SINCAM000430	ENSACAP00000010552
SINCAM920563	ENSACAP00000010554
SINCAM012978	ENSACAP00000010555
SINCAM008172	ENSACAP00000010557
SINCAM013585	ENSACAP00000010558
SINCAM007695	ENSACAP00000010559
SINCAM017193	ENSACAP00000010560
SINCAM002837	ENSACAP00000010561
SINCAM004640	ENSACAP00000010563
SINCAM921547	ENSACAP00000010564
SINCAM009153	ENSACAP00000010565
SINCAM012869	ENSACAP00000010570
SINCAM922826	ENSACAP00000010575
SINCAM002479	ENSACAP00000010576
SINCAM014778	ENSACAP00000010577
SINCAM006604	ENSACAP00000010580
SINCAM004524	ENSACAP00000010583
SINCAM014773	ENSACAP00000010585
SINCAM001462	ENSACAP00000010586
SINCAM923114	ENSACAP00000010587
SINCAM016022	ENSACAP00000010588
SINCAM920643	ENSACAP00000010589
SINCAM008174	ENSACAP00000010590
SINCAM921516	ENSACAP00000010592
SINCAM002478	ENSACAP00000010594
SINCAM016886	ENSACAP00000010595
SINCAM015466	ENSACAP00000010596
SINCAM015429	ENSACAP00000010597
SINCAM014775	ENSACAP00000010599
SINCAM006439	ENSACAP00000010601
SINCAM015281	ENSACAP00000010603
SINCAM900244	ENSACAP00000010606
SINCAM003029	ENSACAP00000010611
SINCAM900245	ENSACAP00000010613
SINCAM014416	ENSACAP00000010615
SINCAM001971	ENSACAP00000010617
SINCAM920560	ENSACAP00000010618
SINCAM001877	ENSACAP00000010619
SINCAM000318	ENSACAP00000010620
SINCAM001374	ENSACAP00000010623
SINCAM006710	ENSACAP00000010624
SINCAM008610	ENSACAP00000010626
SINCAM921863	ENSACAP00000010629
SINCAM008116	ENSACAP00000010630
SINCAM013624	ENSACAP00000010631
SINCAM002838	ENSACAP00000010632
SINCAM001182	ENSACAP00000010635
SINCAM014085	ENSACAP00000010636
SINCAM013339	ENSACAP00000010639
SINCAM922377	ENSACAP00000010644
SINCAM006954	ENSACAP00000010645
SINCAM012163	ENSACAP00000010646
SINCAM003368	ENSACAP00000010649
SINCAM921785	ENSACAP00000010650
SINCAM016594	ENSACAP00000010652
SINCAM006603	ENSACAP00000010653
SINCAM000261	ENSACAP00000010656
SINCAM004070	ENSACAP00000010659
SINCAM011057	ENSACAP00000010660
SINCAM011636	ENSACAP00000010663
SINCAM003369	ENSACAP00000010666
SINCAM008507	ENSACAP00000010667
SINCAM001528	ENSACAP00000010670
SINCAM002520	ENSACAP00000010676
SINCAM011460	ENSACAP00000010677
SINCAM009335	ENSACAP00000010678
SINCAM014318	ENSACAP00000010679
SINCAM012087	ENSACAP00000010685
SINCAM007993	ENSACAP00000010687
SINCAM013590	ENSACAP00000010689
SINCAM007113	ENSACAP00000010690
SINCAM014082	ENSACAP00000010695
SINCAM006955	ENSACAP00000010696
SINCAM920467	ENSACAP00000010701
SINCAM000263	ENSACAP00000010702
SINCAM003370	ENSACAP00000010709
SINCAM000320	ENSACAP00000010714
SINCAM017649	ENSACAP00000010716
SINCAM014081	ENSACAP00000010719
SINCAM000264	ENSACAP00000010721
SINCAM002833	ENSACAP00000010723
SINCAM009033	ENSACAP00000010724
SINCAM921638	ENSACAP00000010726
SINCAM012085	ENSACAP00000010727
SINCAM013168	ENSACAP00000010729
SINCAM014080	ENSACAP00000010731
SINCAM004167	ENSACAP00000010732
SINCAM006957	ENSACAP00000010733
SINCAM012084	ENSACAP00000010734
SINCAM001529	ENSACAP00000010736
SINCAM007114	ENSACAP00000010738
SINCAM003089	ENSACAP00000010739
SINCAM012873	ENSACAP00000010740
SINCAM900032	ENSACAP00000010742
SINCAM004166	ENSACAP00000010750
SINCAM015354	ENSACAP00000010751
SINCAM011749	ENSACAP00000010755
SINCAM921758	ENSACAP00000010757
SINCAM017650	ENSACAP00000010759
SINCAM002477	ENSACAP00000010760
SINCAM001530	ENSACAP00000010761
SINCAM001177	ENSACAP00000010762
SINCAM001980	ENSACAP00000010763
SINCAM001531	ENSACAP00000010764
SINCAM003005	ENSACAP00000010765
SINCAM008018	ENSACAP00000010766
SINCAM003372	ENSACAP00000010768
SINCAM007115	ENSACAP00000010769
SINCAM014077	ENSACAP00000010770
SINCAM000265	ENSACAP00000010772
SINCAM921639	ENSACAP00000010777
SINCAM005849	ENSACAP00000010778
SINCAM007116	ENSACAP00000010779
SINCAM923095	ENSACAP00000010780
SINCAM900102	ENSACAP00000010781
SINCAM017531	ENSACAP00000010782
SINCAM001532	ENSACAP00000010783
SINCAM005907	ENSACAP00000010785
SINCAM000321	ENSACAP00000010789
SINCAM015001	ENSACAP00000010790
SINCAM009634	ENSACAP00000010793
SINCAM005998	ENSACAP00000010794
SINCAM004775	ENSACAP00000010797
SINCAM006959	ENSACAP00000010798
SINCAM920656	ENSACAP00000010800
SINCAM000266	ENSACAP00000010804
SINCAM012738	ENSACAP00000010805
SINCAM900104	ENSACAP00000010807
SINCAM014859	ENSACAP00000010809
SINCAM008605	ENSACAP00000010810
SINCAM922961	ENSACAP00000010811
SINCAM000267	ENSACAP00000010812
SINCAM920784	ENSACAP00000010814
SINCAM920783	ENSACAP00000010815
SINCAM005323	ENSACAP00000010816
SINCAM014455	ENSACAP00000010824
SINCAM001533	ENSACAP00000010826
SINCAM002517	ENSACAP00000010827
SINCAM005897	ENSACAP00000010830
SINCAM004164	ENSACAP00000010831
SINCAM922960	ENSACAP00000010832
SINCAM008958	ENSACAP00000010835
SINCAM900105	ENSACAP00000010836
SINCAM000894	ENSACAP00000010837
SINCAM009635	ENSACAP00000010838
SINCAM002516	ENSACAP00000010839
SINCAM005899	ENSACAP00000010840
SINCAM003374	ENSACAP00000010844
SINCAM006602	ENSACAP00000010845
SINCAM005761	ENSACAP00000010848
SINCAM007117	ENSACAP00000010849
SINCAM001534	ENSACAP00000010850
SINCAM008606	ENSACAP00000010853
SINCAM000716	ENSACAP00000010855
SINCAM006235	ENSACAP00000010856
SINCAM001535	ENSACAP00000010859
SINCAM007549	ENSACAP00000010860
SINCAM005759	ENSACAP00000010863
SINCAM004773	ENSACAP00000010864
SINCAM009333	ENSACAP00000010870
SINCAM922682	ENSACAP00000010872
SINCAM003090	ENSACAP00000010875
SINCAM004162	ENSACAP00000010876
SINCAM003344	ENSACAP00000010878
SINCAM005071	ENSACAP00000010881
SINCAM008176	ENSACAP00000010883
SINCAM922959	ENSACAP00000010885
SINCAM012046	ENSACAP00000010888
SINCAM920624	ENSACAP00000010889
SINCAM002682	ENSACAP00000010890
SINCAM011751	ENSACAP00000010891
SINCAM006889	ENSACAP00000010893
SINCAM008177	ENSACAP00000010896
SINCAM006888	ENSACAP00000010897
SINCAM012097	ENSACAP00000010899
SINCAM920876	ENSACAP00000010900
SINCAM009332	ENSACAP00000010901
SINCAM920831	ENSACAP00000010902
SINCAM007418	ENSACAP00000010903
SINCAM009378	ENSACAP00000010905
SINCAM004772	ENSACAP00000010907
SINCAM004161	ENSACAP00000010908
SINCAM009925	ENSACAP00000010909
SINCAM006334	ENSACAP00000010910
SINCAM005983	ENSACAP00000010911
SINCAM005996	ENSACAP00000010914
SINCAM004779	ENSACAP00000010916
SINCAM922107	ENSACAP00000010918
SINCAM920598	ENSACAP00000010920
SINCAM002515	ENSACAP00000010921
SINCAM007550	ENSACAP00000010922
SINCAM006000	ENSACAP00000010923
SINCAM004771	ENSACAP00000010926
SINCAM003095	ENSACAP00000010927
SINCAM014257	ENSACAP00000010928
SINCAM920659	ENSACAP00000010930
SINCAM920539	ENSACAP00000010932
SINCAM002695	ENSACAP00000010934
SINCAM006001	ENSACAP00000010935
SINCAM922235	ENSACAP00000010937
SINCAM006002	ENSACAP00000010939
SINCAM011811	ENSACAP00000010942
SINCAM007309	ENSACAP00000010943
SINCAM006600	ENSACAP00000010946
SINCAM010771	ENSACAP00000010947
SINCAM004952	ENSACAP00000010948
SINCAM007118	ENSACAP00000010949
SINCAM001325	ENSACAP00000010951
SINCAM012188	ENSACAP00000010952
SINCAM005756	ENSACAP00000010954
SINCAM002514	ENSACAP00000010955
SINCAM001536	ENSACAP00000010956
SINCAM007310	ENSACAP00000010957
SINCAM000448	ENSACAP00000010958
SINCAM923035	ENSACAP00000010963
SINCAM007308	ENSACAP00000010968
SINCAM003375	ENSACAP00000010972
SINCAM921536	ENSACAP00000010973
SINCAM000447	ENSACAP00000010974
SINCAM001537	ENSACAP00000010975
SINCAM005968	ENSACAP00000010976
SINCAM007551	ENSACAP00000010977
SINCAM012129	ENSACAP00000010978
SINCAM009087	ENSACAP00000010980
SINCAM920875	ENSACAP00000010983
SINCAM006559	ENSACAP00000010987
SINCAM922291	ENSACAP00000010990
SINCAM009179	ENSACAP00000010992
SINCAM922041	ENSACAP00000010994
SINCAM005054	ENSACAP00000010996
SINCAM011337	ENSACAP00000011000
SINCAM014552	ENSACAP00000011003
SINCAM009501	ENSACAP00000011004
SINCAM012481	ENSACAP00000011005
SINCAM005954	ENSACAP00000011006
SINCAM900109	ENSACAP00000011007
SINCAM005320	ENSACAP00000011008
SINCAM014829	ENSACAP00000011010
SINCAM921593	ENSACAP00000011012
SINCAM921493	ENSACAP00000011016
SINCAM009248	ENSACAP00000011017
SINCAM013742	ENSACAP00000011018
SINCAM921987	ENSACAP00000011019
SINCAM009247	ENSACAP00000011020
SINCAM920855	ENSACAP00000011021
SINCAM009869	ENSACAP00000011022
SINCAM900280	ENSACAP00000011028
SINCAM010346	ENSACAP00000011033
SINCAM008836	ENSACAP00000011038
SINCAM000446	ENSACAP00000011039
SINCAM001324	ENSACAP00000011040
SINCAM003339	ENSACAP00000011041
SINCAM009336	ENSACAP00000011043
SINCAM001323	ENSACAP00000011045
SINCAM005070	ENSACAP00000011046
SINCAM000874	ENSACAP00000011047
SINCAM922892	ENSACAP00000011051
SINCAM004247	ENSACAP00000011052
SINCAM920815	ENSACAP00000011054
SINCAM003528	ENSACAP00000011055
SINCAM006939	ENSACAP00000011058
SINCAM921257	ENSACAP00000011059
SINCAM000919	ENSACAP00000011060
SINCAM920970	ENSACAP00000011061
SINCAM000013	ENSACAP00000011064
SINCAM004994	ENSACAP00000011065
SINCAM008842	ENSACAP00000011069
SINCAM013576	ENSACAP00000011070
SINCAM010914	ENSACAP00000011071
SINCAM004951	ENSACAP00000011075
SINCAM006250	ENSACAP00000011078
SINCAM008854	ENSACAP00000011079
SINCAM008035	ENSACAP00000011080
SINCAM002771	ENSACAP00000011082
SINCAM004246	ENSACAP00000011083
SINCAM007661	ENSACAP00000011085
SINCAM003006	ENSACAP00000011086
SINCAM005972	ENSACAP00000011088
SINCAM003376	ENSACAP00000011089
SINCAM014337	ENSACAP00000011090
SINCAM015355	ENSACAP00000011094
SINCAM009195	ENSACAP00000011096
SINCAM009154	ENSACAP00000011097
SINCAM005971	ENSACAP00000011100
SINCAM000496	ENSACAP00000011102
SINCAM005970	ENSACAP00000011103
SINCAM001945	ENSACAP00000011104
SINCAM004741	ENSACAP00000011105
SINCAM900110	ENSACAP00000011108
SINCAM920531	ENSACAP00000011111
SINCAM005319	ENSACAP00000011113
SINCAM009697	ENSACAP00000011114
SINCAM005318	ENSACAP00000011117
SINCAM900036	ENSACAP00000011118
SINCAM012462	ENSACAP00000011119
SINCAM921256	ENSACAP00000011121
SINCAM000003	ENSACAP00000011122
SINCAM004371	ENSACAP00000011124
SINCAM008187	ENSACAP00000011125
SINCAM922810	ENSACAP00000011127
SINCAM010225	ENSACAP00000011129
SINCAM001361	ENSACAP00000011130
SINCAM015033	ENSACAP00000011132
SINCAM008607	ENSACAP00000011133
SINCAM005055	ENSACAP00000011134
SINCAM004970	ENSACAP00000011135
SINCAM011810	ENSACAP00000011137
SINCAM921436	ENSACAP00000011138
SINCAM008860	ENSACAP00000011140
SINCAM002971	ENSACAP00000011142
SINCAM012620	ENSACAP00000011144
SINCAM009699	ENSACAP00000011147
SINCAM012644	ENSACAP00000011150
SINCAM000387	ENSACAP00000011151
SINCAM922437	ENSACAP00000011153
SINCAM008603	ENSACAP00000011154
SINCAM001175	ENSACAP00000011156
SINCAM016390	ENSACAP00000011157
SINCAM007011	ENSACAP00000011158
SINCAM005069	ENSACAP00000011160
SINCAM900111	ENSACAP00000011162
SINCAM003377	ENSACAP00000011163
SINCAM000133	ENSACAP00000011166
SINCAM900112	ENSACAP00000011167
SINCAM001174	ENSACAP00000011169
SINCAM015469	ENSACAP00000011170
SINCAM001540	ENSACAP00000011171
SINCAM002823	ENSACAP00000011174
SINCAM003027	ENSACAP00000011175
SINCAM014660	ENSACAP00000011177
SINCAM008186	ENSACAP00000011178
SINCAM900113	ENSACAP00000011180
SINCAM921641	ENSACAP00000011182
SINCAM003379	ENSACAP00000011183
SINCAM011148	ENSACAP00000011184
SINCAM012069	ENSACAP00000011187
SINCAM012045	ENSACAP00000011188
SINCAM000918	ENSACAP00000011189
SINCAM004245	ENSACAP00000011190
SINCAM003576	ENSACAP00000011191
SINCAM922436	ENSACAP00000011192
SINCAM001946	ENSACAP00000011193
SINCAM920547	ENSACAP00000011194
SINCAM001821	ENSACAP00000011201
SINCAM000358	ENSACAP00000011203
SINCAM004370	ENSACAP00000011207
SINCAM921437	ENSACAP00000011209
SINCAM920874	ENSACAP00000011210
SINCAM009900	ENSACAP00000011212
SINCAM010400	ENSACAP00000011213
SINCAM005999	ENSACAP00000011214
SINCAM011149	ENSACAP00000011216
SINCAM011045	ENSACAP00000011217
SINCAM014566	ENSACAP00000011219
SINCAM010653	ENSACAP00000011220
SINCAM922977	ENSACAP00000011222
SINCAM012798	ENSACAP00000011223
SINCAM004244	ENSACAP00000011224
SINCAM921438	ENSACAP00000011232
SINCAM017680	ENSACAP00000011233
SINCAM007917	ENSACAP00000011234
SINCAM011985	ENSACAP00000011237
SINCAM001541	ENSACAP00000011238
SINCAM011151	ENSACAP00000011240
SINCAM000132	ENSACAP00000011245
SINCAM922411	ENSACAP00000011246
SINCAM900043	ENSACAP00000011247
SINCAM013189	ENSACAP00000011248
SINCAM004159	ENSACAP00000011250
SINCAM005925	ENSACAP00000011251
SINCAM920873	ENSACAP00000011252
SINCAM017683	ENSACAP00000011254
SINCAM921255	ENSACAP00000011256
SINCAM009800	ENSACAP00000011258
SINCAM008667	ENSACAP00000011259
SINCAM004218	ENSACAP00000011263
SINCAM001352	ENSACAP00000011264
SINCAM013654	ENSACAP00000011266
SINCAM922957	ENSACAP00000011267
SINCAM922590	ENSACAP00000011268
SINCAM013232	ENSACAP00000011269
SINCAM008847	ENSACAP00000011270
SINCAM010171	ENSACAP00000011272
SINCAM010813	ENSACAP00000011273
SINCAM000665	ENSACAP00000011274
SINCAM008850	ENSACAP00000011275
SINCAM004217	ENSACAP00000011276
SINCAM009622	ENSACAP00000011278
SINCAM013150	ENSACAP00000011279
SINCAM016911	ENSACAP00000011280
SINCAM011152	ENSACAP00000011281
SINCAM009901	ENSACAP00000011284
SINCAM000131	ENSACAP00000011285
SINCAM001940	ENSACAP00000011286
SINCAM008851	ENSACAP00000011287
SINCAM920713	ENSACAP00000011288
SINCAM002803	ENSACAP00000011289
SINCAM013151	ENSACAP00000011290
SINCAM013581	ENSACAP00000011291
SINCAM017213	ENSACAP00000011292
SINCAM013873	ENSACAP00000011293
SINCAM004216	ENSACAP00000011294
SINCAM922958	ENSACAP00000011295
SINCAM012128	ENSACAP00000011296
SINCAM003380	ENSACAP00000011298
SINCAM007554	ENSACAP00000011300
SINCAM001173	ENSACAP00000011302
SINCAM007747	ENSACAP00000011305
SINCAM002420	ENSACAP00000011306
SINCAM005973	ENSACAP00000011307
SINCAM006715	ENSACAP00000011308
SINCAM010947	ENSACAP00000011309
SINCAM005068	ENSACAP00000011310
SINCAM013014	ENSACAP00000011312
SINCAM921719	ENSACAP00000011313
SINCAM000701	ENSACAP00000011314
SINCAM012449	ENSACAP00000011315
SINCAM013582	ENSACAP00000011316
SINCAM003026	ENSACAP00000011317
SINCAM922450	ENSACAP00000011320
SINCAM013690	ENSACAP00000011321
SINCAM011863	ENSACAP00000011322
SINCAM005056	ENSACAP00000011324
SINCAM010115	ENSACAP00000011327
SINCAM921276	ENSACAP00000011328
SINCAM005967	ENSACAP00000011330
SINCAM921387	ENSACAP00000011333
SINCAM014311	ENSACAP00000011334
SINCAM016556	ENSACAP00000011337
SINCAM011920	ENSACAP00000011338
SINCAM015280	ENSACAP00000011341
SINCAM011986	ENSACAP00000011342
SINCAM900038	ENSACAP00000011344
SINCAM001941	ENSACAP00000011345
SINCAM004949	ENSACAP00000011346
SINCAM922572	ENSACAP00000011347
SINCAM009996	ENSACAP00000011348
SINCAM018024	ENSACAP00000011349
SINCAM007555	ENSACAP00000011350
SINCAM922573	ENSACAP00000011351
SINCAM006934	ENSACAP00000011352
SINCAM010065	ENSACAP00000011354
SINCAM010940	ENSACAP00000011357
SINCAM921916	ENSACAP00000011358
SINCAM013901	ENSACAP00000011359
SINCAM008681	ENSACAP00000011360
SINCAM001954	ENSACAP00000011361
SINCAM013701	ENSACAP00000011363
SINCAM000130	ENSACAP00000011365
SINCAM922690	ENSACAP00000011367
SINCAM921727	ENSACAP00000011368
SINCAM000711	ENSACAP00000011369
SINCAM010183	ENSACAP00000011371
SINCAM003381	ENSACAP00000011372
SINCAM000051	ENSACAP00000011373
SINCAM003454	ENSACAP00000011375
SINCAM002802	ENSACAP00000011376
SINCAM014631	ENSACAP00000011377
SINCAM005057	ENSACAP00000011378
SINCAM008036	ENSACAP00000011381
SINCAM009636	ENSACAP00000011382
SINCAM014230	ENSACAP00000011386
SINCAM004369	ENSACAP00000011387
SINCAM009700	ENSACAP00000011389
SINCAM004367	ENSACAP00000011390
SINCAM010224	ENSACAP00000011393
SINCAM008558	ENSACAP00000011397
SINCAM005654	ENSACAP00000011398
SINCAM005684	ENSACAP00000011400
SINCAM003021	ENSACAP00000011401
SINCAM009701	ENSACAP00000011403
SINCAM003020	ENSACAP00000011406
SINCAM004366	ENSACAP00000011407
SINCAM900271	ENSACAP00000011409
SINCAM013149	ENSACAP00000011410
SINCAM922413	ENSACAP00000011411
SINCAM007914	ENSACAP00000011412
SINCAM920626	ENSACAP00000011413
SINCAM004170	ENSACAP00000011414
SINCAM005548	ENSACAP00000011416
SINCAM013751	ENSACAP00000011417
SINCAM008886	ENSACAP00000011419
SINCAM013148	ENSACAP00000011420
SINCAM009902	ENSACAP00000011424
SINCAM002800	ENSACAP00000011426
SINCAM001542	ENSACAP00000011427
SINCAM015407	ENSACAP00000011429
SINCAM004365	ENSACAP00000011431
SINCAM900114	ENSACAP00000011433
SINCAM000390	ENSACAP00000011439
SINCAM016148	ENSACAP00000011440
SINCAM005315	ENSACAP00000011445
SINCAM013900	ENSACAP00000011446
SINCAM005686	ENSACAP00000011447
SINCAM010949	ENSACAP00000011448
SINCAM008780	ENSACAP00000011449
SINCAM009702	ENSACAP00000011451
SINCAM900272	ENSACAP00000011452
SINCAM004364	ENSACAP00000011458
SINCAM920627	ENSACAP00000011459
SINCAM922684	ENSACAP00000011460
SINCAM004561	ENSACAP00000011461
SINCAM000497	ENSACAP00000011462
SINCAM009637	ENSACAP00000011466
SINCAM000078	ENSACAP00000011470
SINCAM009638	ENSACAP00000011473
SINCAM900116	ENSACAP00000011475
SINCAM005067	ENSACAP00000011476
SINCAM000081	ENSACAP00000011477
SINCAM011017	ENSACAP00000011478
SINCAM004277	ENSACAP00000011479
SINCAM004363	ENSACAP00000011483
SINCAM012136	ENSACAP00000011484
SINCAM000020	ENSACAP00000011486
SINCAM014122	ENSACAP00000011488
SINCAM004248	ENSACAP00000011490
SINCAM006925	ENSACAP00000011492
SINCAM012821	ENSACAP00000011493
SINCAM921836	ENSACAP00000011494
SINCAM013147	ENSACAP00000011496
SINCAM002049	ENSACAP00000011501
SINCAM920714	ENSACAP00000011505
SINCAM005877	ENSACAP00000011508
SINCAM000498	ENSACAP00000011509
SINCAM007704	ENSACAP00000011510
SINCAM005980	ENSACAP00000011512
SINCAM011107	ENSACAP00000011513
SINCAM007001	ENSACAP00000011515
SINCAM015443	ENSACAP00000011516
SINCAM000499	ENSACAP00000011517
SINCAM011435	ENSACAP00000011519
SINCAM003382	ENSACAP00000011520
SINCAM000392	ENSACAP00000011521
SINCAM004171	ENSACAP00000011523
SINCAM004362	ENSACAP00000011524
SINCAM011019	ENSACAP00000011526
SINCAM008633	ENSACAP00000011527
SINCAM015103	ENSACAP00000011528
SINCAM015051	ENSACAP00000011529
SINCAM002050	ENSACAP00000011531
SINCAM003829	ENSACAP00000011533
SINCAM017600	ENSACAP00000011535
SINCAM004948	ENSACAP00000011536
SINCAM005640	ENSACAP00000011537
SINCAM920842	ENSACAP00000011538
SINCAM920679	ENSACAP00000011541
SINCAM921105	ENSACAP00000011542
SINCAM014947	ENSACAP00000011544
SINCAM922831	ENSACAP00000011545
SINCAM014948	ENSACAP00000011549
SINCAM920722	ENSACAP00000011550
SINCAM014950	ENSACAP00000011552
SINCAM001131	ENSACAP00000011553
SINCAM009296	ENSACAP00000011554
SINCAM920843	ENSACAP00000011555
SINCAM001543	ENSACAP00000011556
SINCAM011104	ENSACAP00000011559
SINCAM000500	ENSACAP00000011561
SINCAM000019	ENSACAP00000011563
SINCAM011864	ENSACAP00000011565
SINCAM008184	ENSACAP00000011566
SINCAM009908	ENSACAP00000011567
SINCAM007365	ENSACAP00000011568
SINCAM921838	ENSACAP00000011570
SINCAM004172	ENSACAP00000011571
SINCAM001132	ENSACAP00000011574
SINCAM009071	ENSACAP00000011575
SINCAM900149	ENSACAP00000011577
SINCAM921898	ENSACAP00000011578
SINCAM008632	ENSACAP00000011579
SINCAM008191	ENSACAP00000011582
SINCAM008531	ENSACAP00000011583
SINCAM011172	ENSACAP00000011585
SINCAM013853	ENSACAP00000011590
SINCAM000357	ENSACAP00000011591
SINCAM008805	ENSACAP00000011592
SINCAM920716	ENSACAP00000011593
SINCAM000501	ENSACAP00000011594
SINCAM000356	ENSACAP00000011595
SINCAM004770	ENSACAP00000011596
SINCAM000049	ENSACAP00000011597
SINCAM014123	ENSACAP00000011598
SINCAM003196	ENSACAP00000011599
SINCAM003464	ENSACAP00000011602
SINCAM004967	ENSACAP00000011603
SINCAM920844	ENSACAP00000011605
SINCAM922685	ENSACAP00000011607
SINCAM009703	ENSACAP00000011609
SINCAM004173	ENSACAP00000011610
SINCAM002798	ENSACAP00000011611
SINCAM015151	ENSACAP00000011612
SINCAM017349	ENSACAP00000011614
SINCAM007304	ENSACAP00000011615
SINCAM921258	ENSACAP00000011616
SINCAM013296	ENSACAP00000011618
SINCAM013126	ENSACAP00000011619
SINCAM000018	ENSACAP00000011620
SINCAM900122	ENSACAP00000011621
SINCAM013145	ENSACAP00000011624
SINCAM013821	ENSACAP00000011626
SINCAM921839	ENSACAP00000011627
SINCAM000048	ENSACAP00000011628
SINCAM922133	ENSACAP00000011629
SINCAM921990	ENSACAP00000011632
SINCAM921717	ENSACAP00000011633
SINCAM008137	ENSACAP00000011636
SINCAM005688	ENSACAP00000011637
SINCAM012981	ENSACAP00000011640
SINCAM921402	ENSACAP00000011641
SINCAM000129	ENSACAP00000011642
SINCAM921532	ENSACAP00000011643
SINCAM013852	ENSACAP00000011644
SINCAM000503	ENSACAP00000011645
SINCAM900123	ENSACAP00000011647
SINCAM001135	ENSACAP00000011649
SINCAM920629	ENSACAP00000011651
SINCAM009871	ENSACAP00000011653
SINCAM011020	ENSACAP00000011654
SINCAM004769	ENSACAP00000011655
SINCAM000017	ENSACAP00000011657
SINCAM011439	ENSACAP00000011659
SINCAM007306	ENSACAP00000011660
SINCAM008809	ENSACAP00000011661
SINCAM014784	ENSACAP00000011662
SINCAM922169	ENSACAP00000011663
SINCAM900124	ENSACAP00000011664
SINCAM004175	ENSACAP00000011665
SINCAM000706	ENSACAP00000011667
SINCAM921897	ENSACAP00000011668
SINCAM009877	ENSACAP00000011671
SINCAM000128	ENSACAP00000011672
SINCAM009886	ENSACAP00000011674
SINCAM005532	ENSACAP00000011675
SINCAM922832	ENSACAP00000011676
SINCAM004360	ENSACAP00000011677
SINCAM011770	ENSACAP00000011678
SINCAM921288	ENSACAP00000011686
SINCAM013188	ENSACAP00000011687
SINCAM921622	ENSACAP00000011690
SINCAM010939	ENSACAP00000011691
SINCAM003465	ENSACAP00000011692
SINCAM000505	ENSACAP00000011694
SINCAM000047	ENSACAP00000011696
SINCAM921843	ENSACAP00000011699
SINCAM010290	ENSACAP00000011701
SINCAM003830	ENSACAP00000011702
SINCAM005599	ENSACAP00000011703
SINCAM008682	ENSACAP00000011704
SINCAM000046	ENSACAP00000011705
SINCAM014579	ENSACAP00000011706
SINCAM013850	ENSACAP00000011707
SINCAM001357	ENSACAP00000011709
SINCAM014600	ENSACAP00000011710
SINCAM920428	ENSACAP00000011711
SINCAM922502	ENSACAP00000011712
SINCAM017601	ENSACAP00000011715
SINCAM009183	ENSACAP00000011717
SINCAM900117	ENSACAP00000011720
SINCAM921401	ENSACAP00000011725
SINCAM004389	ENSACAP00000011728
SINCAM001136	ENSACAP00000011729
SINCAM005600	ENSACAP00000011730
SINCAM014390	ENSACAP00000011732
SINCAM002431	ENSACAP00000011737
SINCAM001943	ENSACAP00000011740
SINCAM012017	ENSACAP00000011741
SINCAM010276	ENSACAP00000011742
SINCAM001814	ENSACAP00000011743
SINCAM005641	ENSACAP00000011744
SINCAM005898	ENSACAP00000011746
SINCAM012338	ENSACAP00000011748
SINCAM000355	ENSACAP00000011751
SINCAM008776	ENSACAP00000011754
SINCAM012119	ENSACAP00000011755
SINCAM002430	ENSACAP00000011756
SINCAM900131	ENSACAP00000011758
SINCAM004177	ENSACAP00000011760
SINCAM007302	ENSACAP00000011761
SINCAM011866	ENSACAP00000011762
SINCAM011867	ENSACAP00000011763
SINCAM000522	ENSACAP00000011765
SINCAM006831	ENSACAP00000011766
SINCAM014056	ENSACAP00000011767
SINCAM000161	ENSACAP00000011769
SINCAM900238	ENSACAP00000011770
SINCAM921718	ENSACAP00000011771
SINCAM009182	ENSACAP00000011772
