PMZ_0046432-RA	ENSGALP00000000003
PMZ_0042328-RA	ENSGALP00000022085
PMZ_0044487-RA	ENSGALP00000022096
PMZ_0031679-RA	ENSGALP00000022096
PMZ_0042861-RA	ENSGALP00000022098
PMZ_0029087-RA	ENSGALP00000022101
PMZ_0047084-RA	ENSGALP00000022101
PMZ_0043156-RA	ENSGALP00000022108
PMZ_0029565-RA	ENSGALP00000022114
PMZ_0011827-RA	ENSGALP00000022114
PMZ_0029883-RA	ENSGALP00000022123
PMZ_0027827-RA	ENSGALP00000022123
PMZ_0043798-RA	ENSGALP00000022126
PMZ_0002669-RA	ENSGALP00000022126
PMZ_0047801-RA	ENSGALP00000022134
PMZ_0041025-RA	ENSGALP00000022139
PMZ_0043840-RA	ENSGALP00000022141
PMZ_0044913-RA	ENSGALP00000022143
PMZ_0030278-RA	ENSGALP00000022143
PMZ_0032897-RA	ENSGALP00000022145
PMZ_0044864-RA	ENSGALP00000022145
PMZ_0033805-RA	ENSGALP00000022150
PMZ_0045924-RA	ENSGALP00000022151
PMZ_0045362-RA	ENSGALP00000022157
PMZ_0031584-RA	ENSGALP00000022161
PMZ_0001708-RA	ENSGALP00000022167
PMZ_0022702-RA	ENSGALP00000022167
PMZ_0043814-RA	ENSGALP00000022179
PMZ_0000142-RA	ENSGALP00000022179
PMZ_0040078-RA	ENSGALP00000022180
PMZ_0000397-RA	ENSGALP00000022180
PMZ_0036766-RA	ENSGALP00000022193
PMZ_0042300-RA	ENSGALP00000022193
PMZ_0035095-RA	ENSGALP00000022195
PMZ_0027686-RA	ENSGALP00000022198
PMZ_0047415-RA	ENSGALP00000022198
PMZ_0020572-RA	ENSGALP00000022199
PMZ_0012075-RA	ENSGALP00000022203
PMZ_0039300-RA	ENSGALP00000022203
PMZ_0041170-RA	ENSGALP00000022208
PMZ_0032656-RA	ENSGALP00000022208
PMZ_0047421-RA	ENSGALP00000022212
PMZ_0034646-RA	ENSGALP00000022226
PMZ_0034639-RA	ENSGALP00000022226
PMZ_0012758-RA	ENSGALP00000022235
PMZ_0046731-RA	ENSGALP00000022235
PMZ_0034110-RA	ENSGALP00000022236
PMZ_0044630-RA	ENSGALP00000022236
PMZ_0002423-RA	ENSGALP00000022241
PMZ_0035286-RA	ENSGALP00000022241
PMZ_0004410-RA	ENSGALP00000022243
PMZ_0015400-RA	ENSGALP00000022243
PMZ_0042276-RA	ENSGALP00000022251
PMZ_0004225-RA	ENSGALP00000022252
PMZ_0011641-RA	ENSGALP00000022252
PMZ_0020525-RA	ENSGALP00000022258
PMZ_0045821-RA	ENSGALP00000022258
PMZ_0042945-RA	ENSGALP00000022269
PMZ_0042944-RA	ENSGALP00000022273
PMZ_0045421-RA	ENSGALP00000022278
PMZ_0042093-RA	ENSGALP00000022280
PMZ_0043942-RA	ENSGALP00000022282
PMZ_0048048-RA	ENSGALP00000022282
PMZ_0043941-RA	ENSGALP00000022285
PMZ_0034374-RA	ENSGALP00000022285
PMZ_0045801-RA	ENSGALP00000022287
PMZ_0003567-RA	ENSGALP00000022287
PMZ_0008568-RA	ENSGALP00000022289
PMZ_0012221-RA	ENSGALP00000022289
PMZ_0045416-RA	ENSGALP00000022291
PMZ_0045563-RA	ENSGALP00000022293
PMZ_0010853-RA	ENSGALP00000022294
PMZ_0019580-RA	ENSGALP00000022294
PMZ_0026757-RA	ENSGALP00000022296
PMZ_0043788-RA	ENSGALP00000022296
PMZ_0045365-RA	ENSGALP00000022301
PMZ_0047934-RA	ENSGALP00000022301
PMZ_0034308-RA	ENSGALP00000022304
PMZ_0043789-RA	ENSGALP00000022304
PMZ_0042273-RA	ENSGALP00000022309
PMZ_0018696-RA	ENSGALP00000022309
PMZ_0015918-RA	ENSGALP00000022311
PMZ_0027317-RA	ENSGALP00000022317
PMZ_0043168-RA	ENSGALP00000022317
PMZ_0009362-RA	ENSGALP00000022318
PMZ_0028870-RA	ENSGALP00000022326
PMZ_0030936-RA	ENSGALP00000022327
PMZ_0047887-RA	ENSGALP00000022328
PMZ_0047969-RA	ENSGALP00000022328
PMZ_0019799-RA	ENSGALP00000022334
PMZ_0046650-RA	ENSGALP00000022336
PMZ_0035518-RA	ENSGALP00000022336
PMZ_0013805-RA	ENSGALP00000022339
PMZ_0004894-RA	ENSGALP00000022339
PMZ_0041303-RA	ENSGALP00000022340
PMZ_0026646-RA	ENSGALP00000022340
PMZ_0027875-RA	ENSGALP00000022341
PMZ_0046737-RA	ENSGALP00000022344
PMZ_0035650-RA	ENSGALP00000022345
PMZ_0036304-RA	ENSGALP00000022345
PMZ_0044831-RA	ENSGALP00000022347
PMZ_0030982-RA	ENSGALP00000022359
PMZ_0040090-RA	ENSGALP00000022359
PMZ_0026777-RA	ENSGALP00000022377
PMZ_0045305-RA	ENSGALP00000022377
PMZ_0043940-RA	ENSGALP00000022379
PMZ_0045559-RA	ENSGALP00000022385
PMZ_0040790-RA	ENSGALP00000022389
PMZ_0046142-RA	ENSGALP00000022390
PMZ_0027030-RA	ENSGALP00000022392
PMZ_0041914-RA	ENSGALP00000022392
PMZ_0044766-RA	ENSGALP00000022400
PMZ_0019569-RA	ENSGALP00000022401
PMZ_0045041-RA	ENSGALP00000022402
PMZ_0032277-RA	ENSGALP00000022405
PMZ_0029983-RA	ENSGALP00000022410
PMZ_0032512-RA	ENSGALP00000022425
PMZ_0016252-RA	ENSGALP00000022425
PMZ_0010974-RA	ENSGALP00000022432
PMZ_0044153-RA	ENSGALP00000022433
PMZ_0023528-RA	ENSGALP00000022434
PMZ_0043408-RA	ENSGALP00000022434
PMZ_0044078-RA	ENSGALP00000022437
PMZ_0034884-RA	ENSGALP00000022437
PMZ_0044523-RA	ENSGALP00000022439
PMZ_0044524-RA	ENSGALP00000022439
PMZ_0045391-RA	ENSGALP00000022443
PMZ_0032541-RA	ENSGALP00000022444
PMZ_0044522-RA	ENSGALP00000022445
PMZ_0038821-RA	ENSGALP00000022449
PMZ_0022371-RA	ENSGALP00000022457
PMZ_0045568-RA	ENSGALP00000022459
PMZ_0045080-RA	ENSGALP00000022459
PMZ_0029778-RA	ENSGALP00000022462
PMZ_0017799-RA	ENSGALP00000022462
PMZ_0041503-RA	ENSGALP00000022463
PMZ_0042529-RA	ENSGALP00000022466
PMZ_0044551-RA	ENSGALP00000022468
PMZ_0006636-RA	ENSGALP00000022468
PMZ_0008131-RA	ENSGALP00000022470
PMZ_0048412-RA	ENSGALP00000022472
PMZ_0038321-RA	ENSGALP00000022476
PMZ_0008218-RA	ENSGALP00000022477
PMZ_0044527-RA	ENSGALP00000022479
PMZ_0030996-RA	ENSGALP00000022480
PMZ_0005053-RA	ENSGALP00000022480
PMZ_0041642-RA	ENSGALP00000022481
PMZ_0020859-RA	ENSGALP00000022481
PMZ_0029796-RA	ENSGALP00000022482
PMZ_0045135-RA	ENSGALP00000022486
PMZ_0040510-RA	ENSGALP00000022492
PMZ_0020470-RA	ENSGALP00000022497
PMZ_0026434-RA	ENSGALP00000022500
PMZ_0006023-RA	ENSGALP00000022500
PMZ_0048040-RA	ENSGALP00000022512
PMZ_0031997-RA	ENSGALP00000022512
PMZ_0008755-RA	ENSGALP00000022521
PMZ_0027903-RA	ENSGALP00000022522
PMZ_0026947-RA	ENSGALP00000022522
PMZ_0030163-RA	ENSGALP00000022527
PMZ_0040777-RA	ENSGALP00000022527
PMZ_0030541-RA	ENSGALP00000022528
PMZ_0037677-RA	ENSGALP00000022528
PMZ_0035148-RA	ENSGALP00000022531
PMZ_0043105-RA	ENSGALP00000022531
PMZ_0000255-RA	ENSGALP00000022533
PMZ_0044900-RA	ENSGALP00000022545
PMZ_0036407-RA	ENSGALP00000022545
PMZ_0037595-RA	ENSGALP00000022552
PMZ_0034688-RA	ENSGALP00000022552
PMZ_0042878-RA	ENSGALP00000022557
PMZ_0042875-RA	ENSGALP00000022562
PMZ_0040849-RA	ENSGALP00000022567
PMZ_0040882-RA	ENSGALP00000022567
PMZ_0019333-RA	ENSGALP00000022570
PMZ_0044305-RA	ENSGALP00000022571
PMZ_0044546-RA	ENSGALP00000022580
PMZ_0044544-RA	ENSGALP00000022580
PMZ_0046152-RA	ENSGALP00000022584
PMZ_0032309-RA	ENSGALP00000022584
PMZ_0026016-RA	ENSGALP00000022592
PMZ_0012359-RA	ENSGALP00000022597
PMZ_0043098-RA	ENSGALP00000022597
PMZ_0004054-RA	ENSGALP00000022598
PMZ_0043094-RA	ENSGALP00000022600
PMZ_0003669-RA	ENSGALP00000022601
PMZ_0037605-RA	ENSGALP00000022601
PMZ_0016013-RA	ENSGALP00000022602
PMZ_0047306-RA	ENSGALP00000022602
PMZ_0040864-RA	ENSGALP00000022616
PMZ_0000206-RA	ENSGALP00000022622
PMZ_0033159-RA	ENSGALP00000022622
PMZ_0016851-RA	ENSGALP00000022626
PMZ_0043422-RA	ENSGALP00000022626
PMZ_0040061-RA	ENSGALP00000022631
PMZ_0005675-RA	ENSGALP00000022634
PMZ_0045469-RA	ENSGALP00000022634
PMZ_0043042-RA	ENSGALP00000022636
PMZ_0043185-RA	ENSGALP00000022640
PMZ_0013387-RA	ENSGALP00000022655
PMZ_0030699-RA	ENSGALP00000022655
PMZ_0040973-RA	ENSGALP00000022657
PMZ_0047555-RA	ENSGALP00000022658
PMZ_0006018-RA	ENSGALP00000022662
PMZ_0026433-RA	ENSGALP00000022664
PMZ_0040802-RA	ENSGALP00000022664
PMZ_0034548-RA	ENSGALP00000022667
PMZ_0035525-RA	ENSGALP00000022676
PMZ_0003167-RA	ENSGALP00000022679
PMZ_0043399-RA	ENSGALP00000022679
PMZ_0045658-RA	ENSGALP00000022683
PMZ_0045667-RA	ENSGALP00000022684
PMZ_0045689-RA	ENSGALP00000022686
PMZ_0031300-RA	ENSGALP00000022692
PMZ_0006271-RA	ENSGALP00000022696
PMZ_0030423-RA	ENSGALP00000022696
PMZ_0043602-RA	ENSGALP00000022698
PMZ_0004680-RA	ENSGALP00000022701
PMZ_0045267-RA	ENSGALP00000022712
PMZ_0044884-RA	ENSGALP00000022724
PMZ_0006277-RA	ENSGALP00000022728
PMZ_0033120-RA	ENSGALP00000022731
PMZ_0006244-RA	ENSGALP00000022731
PMZ_0041091-RA	ENSGALP00000022733
PMZ_0045590-RA	ENSGALP00000022733
PMZ_0044376-RA	ENSGALP00000022734
PMZ_0001602-RA	ENSGALP00000022737
PMZ_0030294-RA	ENSGALP00000022745
PMZ_0005915-RA	ENSGALP00000022745
PMZ_0044922-RA	ENSGALP00000022754
PMZ_0047647-RA	ENSGALP00000022754
PMZ_0028635-RA	ENSGALP00000022759
PMZ_0017506-RA	ENSGALP00000022761
PMZ_0005847-RA	ENSGALP00000022765
PMZ_0038835-RA	ENSGALP00000022768
PMZ_0041970-RA	ENSGALP00000022768
PMZ_0044870-RA	ENSGALP00000022772
PMZ_0044869-RA	ENSGALP00000022772
PMZ_0007830-RA	ENSGALP00000022788
PMZ_0032940-RA	ENSGALP00000022788
PMZ_0033455-RA	ENSGALP00000022796
PMZ_0030914-RA	ENSGALP00000022796
PMZ_0038162-RA	ENSGALP00000022799
PMZ_0044210-RA	ENSGALP00000022799
PMZ_0005298-RA	ENSGALP00000022807
PMZ_0036456-RA	ENSGALP00000022807
PMZ_0040378-RA	ENSGALP00000022809
PMZ_0033469-RA	ENSGALP00000022809
PMZ_0041499-RA	ENSGALP00000022811
PMZ_0023490-RA	ENSGALP00000022815
PMZ_0003131-RA	ENSGALP00000022816
PMZ_0045665-RA	ENSGALP00000022816
PMZ_0043182-RA	ENSGALP00000022818
PMZ_0040082-RA	ENSGALP00000022818
PMZ_0040112-RA	ENSGALP00000022820
PMZ_0041976-RA	ENSGALP00000022820
PMZ_0030722-RA	ENSGALP00000022830
PMZ_0036937-RA	ENSGALP00000022830
PMZ_0008452-RA	ENSGALP00000022832
PMZ_0033906-RA	ENSGALP00000022836
PMZ_0044681-RA	ENSGALP00000022836
PMZ_0032768-RA	ENSGALP00000022844
PMZ_0033400-RA	ENSGALP00000022844
PMZ_0032478-RA	ENSGALP00000022848
PMZ_0045187-RA	ENSGALP00000022849
PMZ_0036059-RA	ENSGALP00000022849
PMZ_0030595-RA	ENSGALP00000022851
PMZ_0026305-RA	ENSGALP00000022853
PMZ_0019623-RA	ENSGALP00000022853
PMZ_0005810-RA	ENSGALP00000022856
PMZ_0036799-RA	ENSGALP00000022856
PMZ_0011104-RA	ENSGALP00000022859
PMZ_0029256-RA	ENSGALP00000022861
PMZ_0045259-RA	ENSGALP00000022861
PMZ_0046435-RA	ENSGALP00000022865
PMZ_0037141-RA	ENSGALP00000022870
PMZ_0000637-RA	ENSGALP00000022871
PMZ_0047420-RA	ENSGALP00000022871
PMZ_0032150-RA	ENSGALP00000022875
PMZ_0037602-RA	ENSGALP00000022875
PMZ_0046547-RA	ENSGALP00000022882
PMZ_0040937-RA	ENSGALP00000022891
PMZ_0001667-RA	ENSGALP00000022891
PMZ_0012685-RA	ENSGALP00000022893
PMZ_0007336-RA	ENSGALP00000022899
PMZ_0026429-RA	ENSGALP00000022902
PMZ_0041149-RA	ENSGALP00000022903
PMZ_0034655-RA	ENSGALP00000022903
PMZ_0032948-RA	ENSGALP00000022904
PMZ_0034796-RA	ENSGALP00000022913
PMZ_0038341-RA	ENSGALP00000022913
PMZ_0040916-RA	ENSGALP00000022917
PMZ_0047699-RA	ENSGALP00000022917
PMZ_0045457-RA	ENSGALP00000022919
PMZ_0011471-RA	ENSGALP00000022924
PMZ_0040979-RA	ENSGALP00000022924
PMZ_0033711-RA	ENSGALP00000022926
PMZ_0039225-RA	ENSGALP00000022926
PMZ_0012827-RA	ENSGALP00000022935
PMZ_0026720-RA	ENSGALP00000022937
PMZ_0041941-RA	ENSGALP00000022941
PMZ_0045258-RA	ENSGALP00000022941
PMZ_0040081-RA	ENSGALP00000022947
PMZ_0047278-RA	ENSGALP00000022952
PMZ_0021360-RA	ENSGALP00000022956
PMZ_0042680-RA	ENSGALP00000022959
PMZ_0032299-RA	ENSGALP00000022959
PMZ_0041940-RA	ENSGALP00000022961
PMZ_0041938-RA	ENSGALP00000022962
PMZ_0041939-RA	ENSGALP00000022962
PMZ_0030517-RA	ENSGALP00000022963
PMZ_0045736-RA	ENSGALP00000022963
PMZ_0043599-RA	ENSGALP00000022970
PMZ_0045735-RA	ENSGALP00000022972
PMZ_0045734-RA	ENSGALP00000022974
PMZ_0034604-RA	ENSGALP00000022980
PMZ_0017380-RA	ENSGALP00000022980
PMZ_0026901-RA	ENSGALP00000022986
PMZ_0018396-RA	ENSGALP00000022989
PMZ_0045993-RA	ENSGALP00000022989
PMZ_0019560-RA	ENSGALP00000022994
PMZ_0043670-RA	ENSGALP00000022994
PMZ_0027487-RA	ENSGALP00000022999
PMZ_0030258-RA	ENSGALP00000023000
PMZ_0047133-RA	ENSGALP00000023008
PMZ_0047134-RA	ENSGALP00000023008
PMZ_0044679-RA	ENSGALP00000023013
PMZ_0032040-RA	ENSGALP00000023016
PMZ_0042102-RA	ENSGALP00000023016
PMZ_0026842-RA	ENSGALP00000023025
PMZ_0019398-RA	ENSGALP00000023025
PMZ_0032966-RA	ENSGALP00000023027
PMZ_0016479-RA	ENSGALP00000023027
PMZ_0029102-RA	ENSGALP00000023031
PMZ_0032843-RA	ENSGALP00000023036
PMZ_0012899-RA	ENSGALP00000023036
PMZ_0029196-RA	ENSGALP00000023037
PMZ_0043539-RA	ENSGALP00000023039
PMZ_0010910-RA	ENSGALP00000023045
PMZ_0043538-RA	ENSGALP00000023047
PMZ_0006397-RA	ENSGALP00000023052
PMZ_0008227-RA	ENSGALP00000023052
PMZ_0019639-RA	ENSGALP00000023057
PMZ_0026844-RA	ENSGALP00000023059
PMZ_0040064-RA	ENSGALP00000023059
PMZ_0029996-RA	ENSGALP00000023065
PMZ_0026032-RA	ENSGALP00000023075
PMZ_0047244-RA	ENSGALP00000023075
PMZ_0026033-RA	ENSGALP00000023080
PMZ_0046420-RA	ENSGALP00000023080
PMZ_0007119-RA	ENSGALP00000023081
PMZ_0000802-RA	ENSGALP00000023081
PMZ_0033215-RA	ENSGALP00000023085
PMZ_0033216-RA	ENSGALP00000023085
PMZ_0016780-RA	ENSGALP00000023089
PMZ_0045382-RA	ENSGALP00000023091
PMZ_0022862-RA	ENSGALP00000023093
PMZ_0018183-RA	ENSGALP00000023094
PMZ_0046444-RA	ENSGALP00000023099
PMZ_0046089-RA	ENSGALP00000023101
PMZ_0034031-RA	ENSGALP00000023101
PMZ_0006276-RA	ENSGALP00000023102
PMZ_0046303-RA	ENSGALP00000023110
PMZ_0005595-RA	ENSGALP00000023111
PMZ_0006211-RA	ENSGALP00000023111
PMZ_0031548-RA	ENSGALP00000023115
PMZ_0026571-RA	ENSGALP00000023119
PMZ_0005747-RA	ENSGALP00000023119
PMZ_0011480-RA	ENSGALP00000023120
PMZ_0031557-RA	ENSGALP00000023120
PMZ_0031559-RA	ENSGALP00000023121
PMZ_0030463-RA	ENSGALP00000023121
PMZ_0042908-RA	ENSGALP00000023128
PMZ_0027634-RA	ENSGALP00000023128
PMZ_0012358-RA	ENSGALP00000023133
PMZ_0043764-RA	ENSGALP00000023135
PMZ_0040107-RA	ENSGALP00000023141
PMZ_0033066-RA	ENSGALP00000023145
PMZ_0003619-RA	ENSGALP00000023145
PMZ_0041812-RA	ENSGALP00000023149
PMZ_0028002-RA	ENSGALP00000023149
PMZ_0041192-RA	ENSGALP00000023152
PMZ_0033489-RA	ENSGALP00000023152
PMZ_0045725-RA	ENSGALP00000023158
PMZ_0048980-RA	ENSGALP00000023161
PMZ_0038604-RA	ENSGALP00000023165
PMZ_0044578-RA	ENSGALP00000023166
PMZ_0034099-RA	ENSGALP00000023169
PMZ_0041532-RA	ENSGALP00000023177
PMZ_0046046-RA	ENSGALP00000023180
PMZ_0010906-RA	ENSGALP00000023184
PMZ_0035209-RA	ENSGALP00000023184
PMZ_0044650-RA	ENSGALP00000023188
PMZ_0002001-RA	ENSGALP00000023202
PMZ_0030460-RA	ENSGALP00000023211
PMZ_0007413-RA	ENSGALP00000023211
PMZ_0034279-RA	ENSGALP00000023218
PMZ_0032383-RA	ENSGALP00000023225
PMZ_0033396-RA	ENSGALP00000023225
PMZ_0026771-RA	ENSGALP00000023228
PMZ_0045579-RA	ENSGALP00000023230
PMZ_0027373-RA	ENSGALP00000023230
PMZ_0042694-RA	ENSGALP00000023237
PMZ_0037241-RA	ENSGALP00000023239
PMZ_0048861-RA	ENSGALP00000023242
PMZ_0045374-RA	ENSGALP00000023244
PMZ_0045226-RA	ENSGALP00000023257
PMZ_0041239-RA	ENSGALP00000023266
PMZ_0037751-RA	ENSGALP00000023266
PMZ_0007376-RA	ENSGALP00000023267
PMZ_0014487-RA	ENSGALP00000023269
PMZ_0042476-RA	ENSGALP00000023273
PMZ_0048095-RA	ENSGALP00000023273
PMZ_0041616-RA	ENSGALP00000023278
PMZ_0047597-RA	ENSGALP00000023278
PMZ_0032818-RA	ENSGALP00000023284
PMZ_0049018-RA	ENSGALP00000023284
PMZ_0038331-RA	ENSGALP00000023291
PMZ_0036202-RA	ENSGALP00000023294
PMZ_0020863-RA	ENSGALP00000023295
PMZ_0047899-RA	ENSGALP00000023295
PMZ_0030863-RA	ENSGALP00000023296
PMZ_0038894-RA	ENSGALP00000023297
PMZ_0014919-RA	ENSGALP00000023309
PMZ_0031918-RA	ENSGALP00000023309
PMZ_0019359-RA	ENSGALP00000023319
PMZ_0046448-RA	ENSGALP00000023319
PMZ_0004622-RA	ENSGALP00000023331
PMZ_0046710-RA	ENSGALP00000023331
PMZ_0005549-RA	ENSGALP00000023343
PMZ_0029535-RA	ENSGALP00000023343
PMZ_0048912-RA	ENSGALP00000023347
PMZ_0042877-RA	ENSGALP00000023347
PMZ_0015987-RA	ENSGALP00000023352
PMZ_0043352-RA	ENSGALP00000023352
PMZ_0001963-RA	ENSGALP00000023364
PMZ_0045615-RA	ENSGALP00000023371
PMZ_0045616-RA	ENSGALP00000023371
PMZ_0042516-RA	ENSGALP00000023375
PMZ_0012956-RA	ENSGALP00000023376
PMZ_0037101-RA	ENSGALP00000023376
PMZ_0041277-RA	ENSGALP00000023379
PMZ_0044685-RA	ENSGALP00000023380
PMZ_0002777-RA	ENSGALP00000023381
PMZ_0002774-RA	ENSGALP00000023383
PMZ_0047913-RA	ENSGALP00000023383
PMZ_0009409-RA	ENSGALP00000023393
PMZ_0042717-RA	ENSGALP00000023393
PMZ_0046548-RA	ENSGALP00000023395
PMZ_0019702-RA	ENSGALP00000023395
PMZ_0044635-RA	ENSGALP00000023396
PMZ_0045156-RA	ENSGALP00000023401
PMZ_0011413-RA	ENSGALP00000023410
PMZ_0033220-RA	ENSGALP00000023410
PMZ_0008995-RA	ENSGALP00000023412
PMZ_0001068-RA	ENSGALP00000023412
PMZ_0035626-RA	ENSGALP00000023430
PMZ_0042242-RA	ENSGALP00000023432
PMZ_0046476-RA	ENSGALP00000023436
PMZ_0044784-RA	ENSGALP00000023439
PMZ_0047074-RA	ENSGALP00000023439
PMZ_0032794-RA	ENSGALP00000023443
PMZ_0026360-RA	ENSGALP00000023443
PMZ_0015671-RA	ENSGALP00000023446
PMZ_0041923-RA	ENSGALP00000023449
PMZ_0029978-RA	ENSGALP00000023449
PMZ_0009246-RA	ENSGALP00000023454
PMZ_0043626-RA	ENSGALP00000023456
PMZ_0038060-RA	ENSGALP00000023467
PMZ_0040659-RA	ENSGALP00000023467
PMZ_0035827-RA	ENSGALP00000023468
PMZ_0042726-RA	ENSGALP00000023468
PMZ_0045765-RA	ENSGALP00000023475
PMZ_0033671-RA	ENSGALP00000023488
PMZ_0010154-RA	ENSGALP00000023488
PMZ_0043852-RA	ENSGALP00000023517
PMZ_0032418-RA	ENSGALP00000023517
PMZ_0034835-RA	ENSGALP00000023523
PMZ_0043573-RA	ENSGALP00000023532
PMZ_0015521-RA	ENSGALP00000023538
PMZ_0034052-RA	ENSGALP00000023538
PMZ_0032425-RA	ENSGALP00000023540
PMZ_0032421-RA	ENSGALP00000023540
PMZ_0041862-RA	ENSGALP00000023543
PMZ_0031412-RA	ENSGALP00000023545
PMZ_0043223-RA	ENSGALP00000023545
PMZ_0048262-RA	ENSGALP00000023546
PMZ_0040432-RA	ENSGALP00000023546
PMZ_0046373-RA	ENSGALP00000023548
PMZ_0036070-RA	ENSGALP00000023548
PMZ_0043249-RA	ENSGALP00000023550
PMZ_0020575-RA	ENSGALP00000023555
PMZ_0047817-RA	ENSGALP00000023555
PMZ_0013654-RA	ENSGALP00000023557
PMZ_0035836-RA	ENSGALP00000023559
PMZ_0040393-RA	ENSGALP00000023561
PMZ_0040750-RA	ENSGALP00000023561
PMZ_0027023-RA	ENSGALP00000023563
PMZ_0040386-RA	ENSGALP00000023565
PMZ_0012056-RA	ENSGALP00000023567
PMZ_0040496-RA	ENSGALP00000023574
PMZ_0026297-RA	ENSGALP00000023576
PMZ_0047942-RA	ENSGALP00000023576
PMZ_0031873-RA	ENSGALP00000023588
PMZ_0043253-RA	ENSGALP00000023592
PMZ_0030387-RA	ENSGALP00000023595
PMZ_0030388-RA	ENSGALP00000023595
PMZ_0030549-RA	ENSGALP00000023597
PMZ_0047991-RA	ENSGALP00000023597
PMZ_0007253-RA	ENSGALP00000023598
PMZ_0007255-RA	ENSGALP00000023598
PMZ_0001103-RA	ENSGALP00000023601
PMZ_0033601-RA	ENSGALP00000023605
PMZ_0046242-RA	ENSGALP00000023612
PMZ_0027611-RA	ENSGALP00000023615
PMZ_0044688-RA	ENSGALP00000023615
PMZ_0026219-RA	ENSGALP00000023620
PMZ_0036768-RA	ENSGALP00000023620
PMZ_0036001-RA	ENSGALP00000023625
PMZ_0033666-RA	ENSGALP00000023627
PMZ_0011029-RA	ENSGALP00000023634
PMZ_0046429-RA	ENSGALP00000023634
PMZ_0040502-RA	ENSGALP00000023635
PMZ_0047022-RA	ENSGALP00000023635
PMZ_0015699-RA	ENSGALP00000023648
PMZ_0030833-RA	ENSGALP00000023648
PMZ_0037509-RA	ENSGALP00000023654
PMZ_0026603-RA	ENSGALP00000023673
PMZ_0034339-RA	ENSGALP00000023673
PMZ_0031387-RA	ENSGALP00000023676
PMZ_0045079-RA	ENSGALP00000023676
PMZ_0013021-RA	ENSGALP00000023677
PMZ_0033506-RA	ENSGALP00000023682
PMZ_0046204-RA	ENSGALP00000023682
PMZ_0028363-RA	ENSGALP00000023684
PMZ_0008690-RA	ENSGALP00000023686
PMZ_0034886-RA	ENSGALP00000023686
PMZ_0041342-RA	ENSGALP00000023688
PMZ_0003982-RA	ENSGALP00000023697
PMZ_0034643-RA	ENSGALP00000023697
PMZ_0032579-RA	ENSGALP00000023701
PMZ_0034158-RA	ENSGALP00000023702
PMZ_0026247-RA	ENSGALP00000023702
PMZ_0045106-RA	ENSGALP00000023703
PMZ_0043898-RA	ENSGALP00000023703
PMZ_0044379-RA	ENSGALP00000023705
PMZ_0032640-RA	ENSGALP00000023705
PMZ_0045109-RA	ENSGALP00000023706
PMZ_0033905-RA	ENSGALP00000023707
PMZ_0043935-RA	ENSGALP00000023709
PMZ_0028701-RA	ENSGALP00000023713
PMZ_0034412-RA	ENSGALP00000023720
PMZ_0036020-RA	ENSGALP00000023720
PMZ_0041786-RA	ENSGALP00000023724
PMZ_0041785-RA	ENSGALP00000023724
PMZ_0041783-RA	ENSGALP00000023727
PMZ_0012290-RA	ENSGALP00000023727
PMZ_0034457-RA	ENSGALP00000023728
PMZ_0044683-RA	ENSGALP00000023733
PMZ_0045925-RA	ENSGALP00000023733
PMZ_0034569-RA	ENSGALP00000023740
PMZ_0035654-RA	ENSGALP00000023740
PMZ_0009305-RA	ENSGALP00000023743
PMZ_0008473-RA	ENSGALP00000023753
PMZ_0030041-RA	ENSGALP00000023759
PMZ_0001128-RA	ENSGALP00000023759
PMZ_0047688-RA	ENSGALP00000023762
PMZ_0035867-RA	ENSGALP00000023762
PMZ_0033527-RA	ENSGALP00000023771
PMZ_0042456-RA	ENSGALP00000023776
PMZ_0031363-RA	ENSGALP00000023783
PMZ_0045312-RA	ENSGALP00000023783
PMZ_0036654-RA	ENSGALP00000023784
PMZ_0037700-RA	ENSGALP00000023784
PMZ_0003668-RA	ENSGALP00000023787
PMZ_0038237-RA	ENSGALP00000023787
PMZ_0042264-RA	ENSGALP00000023788
PMZ_0031512-RA	ENSGALP00000023789
PMZ_0043877-RA	ENSGALP00000023789
PMZ_0008476-RA	ENSGALP00000023793
PMZ_0026142-RA	ENSGALP00000023801
PMZ_0018798-RA	ENSGALP00000023801
PMZ_0030039-RA	ENSGALP00000023810
PMZ_0026435-RA	ENSGALP00000023810
PMZ_0014050-RA	ENSGALP00000023820
PMZ_0019405-RA	ENSGALP00000023822
PMZ_0037375-RA	ENSGALP00000023822
PMZ_0041787-RA	ENSGALP00000023825
PMZ_0035561-RA	ENSGALP00000023825
PMZ_0043202-RA	ENSGALP00000023830
PMZ_0014626-RA	ENSGALP00000023830
PMZ_0042186-RA	ENSGALP00000023833
PMZ_0044926-RA	ENSGALP00000023837
PMZ_0044925-RA	ENSGALP00000023837
PMZ_0030952-RA	ENSGALP00000023838
PMZ_0009509-RA	ENSGALP00000023838
PMZ_0026244-RA	ENSGALP00000023842
PMZ_0032852-RA	ENSGALP00000023842
PMZ_0045935-RA	ENSGALP00000023849
PMZ_0036016-RA	ENSGALP00000023849
PMZ_0045835-RA	ENSGALP00000023851
PMZ_0043232-RA	ENSGALP00000023854
PMZ_0032628-RA	ENSGALP00000023854
PMZ_0026264-RA	ENSGALP00000023856
PMZ_0045934-RA	ENSGALP00000023856
PMZ_0006241-RA	ENSGALP00000023859
PMZ_0029743-RA	ENSGALP00000023859
PMZ_0047596-RA	ENSGALP00000023862
