fgenesh2_pg.scaffold_351000043	ENSMODP00000015069
e_gw.403.90.1	ENSMODP00000023370
e_gw.403.86.1	ENSMODP00000030221
e_gw.404.38.1	ENSMODP00000006917
e_gw.404.8.1	ENSMODP00000018049
e_gw.404.48.1	ENSMODP00000038236
e_gw.404.55.1	ENSMODP00000002135
e_gw.404.55.1	ENSMODP00000001225
e_gw.404.55.1	ENSMODP00000040110
e_gw.404.49.1	ENSMODP00000021844
e_gw.405.20.1	ENSMODP00000018653
e_gw.406.2.1	ENSMODP00000009921
e_gw.406.46.1	ENSMODP00000009369
e_gw.406.46.1	ENSMODP00000039183
e_gw.407.39.1	ENSMODP00000015654
e_gw.407.16.1	ENSMODP00000022903
e_gw.408.16.1	ENSMODP00000034131
e_gw.408.16.1	ENSMODP00000017409
e_gw.408.16.1	ENSMODP00000039365
e_gw.408.23.1	ENSMODP00000007124
e_gw.409.39.1	ENSMODP00000009570
e_gw.409.22.1	ENSMODP00000022857
e_gw.409.22.1	ENSMODP00000027851
e_gw.410.63.1	ENSMODP00000011953
e_gw.410.41.1	ENSMODP00000002452
e_gw.410.43.1	ENSMODP00000009993
e_gw.410.43.1	ENSMODP00000037316
e_gw.411.42.1	ENSMODP00000035483
e_gw.411.49.1	ENSMODP00000009034
e_gw.412.25.1	ENSMODP00000013721
e_gw.412.35.1	ENSMODP00000003914
e_gw.413.5.1	ENSMODP00000007544
e_gw.413.33.1	ENSMODP00000014913
e_gw.414.35.1	ENSMODP00000015410
e_gw.414.19.1	ENSMODP00000032890
e_gw.414.39.1	ENSMODP00000003302
e_gw.414.40.1	ENSMODP00000000294
e_gw.415.29.1	ENSMODP00000031311
e_gw.415.20.1	ENSMODP00000021166
e_gw.415.20.1	ENSMODP00000021344
e_gw.415.38.1	ENSMODP00000033334
e_gw.416.25.1	ENSMODP00000039251
e_gw.416.30.1	ENSMODP00000015340
e_gw.416.30.1	ENSMODP00000004607
e_gw.416.30.1	ENSMODP00000005584
e_gw.417.50.1	ENSMODP00000000421
e_gw.417.16.1	ENSMODP00000000661
e_gw.417.46.1	ENSMODP00000005443
e_gw.417.31.1	ENSMODP00000018160
e_gw.417.41.1	ENSMODP00000012297
e_gw.418.60.1	ENSMODP00000017804
e_gw.418.66.1	ENSMODP00000002832
e_gw.418.58.1	ENSMODP00000022439
e_gw.418.25.1	ENSMODP00000021420
e_gw.418.35.1	ENSMODP00000021978
e_gw.418.45.1	ENSMODP00000021415
e_gw.420.36.1	ENSMODP00000040603
e_gw.420.56.1	ENSMODP00000002747
e_gw.420.55.1	ENSMODP00000039226
e_gw.421.61.1	ENSMODP00000040427
e_gw.421.53.1	ENSMODP00000024634
e_gw.421.40.1	ENSMODP00000000216
e_gw.421.56.1	ENSMODP00000039692
e_gw.421.56.1	ENSMODP00000000726
e_gw.421.56.1	ENSMODP00000009070
e_gw.421.56.1	ENSMODP00000040691
e_gw.421.42.1	ENSMODP00000018701
e_gw.422.74.1	ENSMODP00000021500
e_gw.422.12.1	ENSMODP00000018991
e_gw.422.12.1	ENSMODP00000000896
e_gw.423.32.1	ENSMODP00000034647
e_gw.424.31.1	ENSMODP00000034892
e_gw.424.35.1	ENSMODP00000001638
e_gw.424.35.1	ENSMODP00000005937
e_gw.425.64.1	ENSMODP00000019598
e_gw.425.21.1	ENSMODP00000003847
e_gw.425.15.1	ENSMODP00000018486
e_gw.425.25.1	ENSMODP00000003809
e_gw.425.35.1	ENSMODP00000012941
e_gw.425.47.1	ENSMODP00000015469
e_gw.427.2.1	ENSMODP00000019124
e_gw.427.22.1	ENSMODP00000007062
e_gw.428.17.1	ENSMODP00000019135
e_gw.428.35.1	ENSMODP00000000041
e_gw.428.10.1	ENSMODP00000027150
e_gw.428.20.1	ENSMODP00000026651
e_gw.428.20.1	ENSMODP00000020967
e_gw.428.20.1	ENSMODP00000003008
e_gw.428.20.1	ENSMODP00000036222
e_gw.429.22.1	ENSMODP00000007638
e_gw.429.42.1	ENSMODP00000013967
e_gw.430.18.1	ENSMODP00000020571
e_gw.431.13.1	ENSMODP00000015411
e_gw.431.37.1	ENSMODP00000038645
e_gw.433.21.1	ENSMODP00000036869
e_gw.434.23.1	ENSMODP00000001443
e_gw.435.62.1	ENSMODP00000005328
e_gw.436.23.1	ENSMODP00000006003
e_gw.436.25.1	ENSMODP00000003205
e_gw.436.9.1	ENSMODP00000000535
e_gw.436.12.1	ENSMODP00000002910
e_gw.437.42.1	ENSMODP00000009216
e_gw.437.44.1	ENSMODP00000003199
e_gw.438.81.1	ENSMODP00000034176
e_gw.438.35.1	ENSMODP00000014264
e_gw.439.44.1	ENSMODP00000011665
e_gw.439.48.1	ENSMODP00000003104
e_gw.439.48.1	ENSMODP00000009324
e_gw.439.48.1	ENSMODP00000009301
e_gw.439.61.1	ENSMODP00000011712
e_gw.440.22.1	ENSMODP00000001598
e_gw.440.22.1	ENSMODP00000040555
e_gw.440.24.1	ENSMODP00000021484
e_gw.440.24.1	ENSMODP00000022487
e_gw.441.30.1	ENSMODP00000024036
e_gw.441.3.1	ENSMODP00000003021
e_gw.441.3.1	ENSMODP00000025136
e_gw.441.3.1	ENSMODP00000015991
e_gw.441.3.1	ENSMODP00000000392
e_gw.441.3.1	ENSMODP00000040266
e_gw.441.78.1	ENSMODP00000024011
e_gw.442.33.1	ENSMODP00000017389
e_gw.442.65.1	ENSMODP00000007330
e_gw.442.23.1	ENSMODP00000009143
e_gw.444.17.1	ENSMODP00000015583
e_gw.444.57.1	ENSMODP00000019546
e_gw.444.52.1	ENSMODP00000023679
e_gw.444.52.1	ENSMODP00000010408
e_gw.444.64.1	ENSMODP00000032378
e_gw.444.1.1	ENSMODP00000021613
e_gw.444.30.1	ENSMODP00000006950
e_gw.446.15.1	ENSMODP00000019349
e_gw.446.15.1	ENSMODP00000015626
e_gw.446.15.1	ENSMODP00000040631
e_gw.446.51.1	ENSMODP00000031526
e_gw.446.54.1	ENSMODP00000039284
e_gw.446.21.1	ENSMODP00000016040
e_gw.446.4.1	ENSMODP00000002568
e_gw.447.29.1	ENSMODP00000006994
e_gw.447.29.1	ENSMODP00000029420
e_gw.447.29.1	ENSMODP00000021870
e_gw.447.25.1	ENSMODP00000013435
e_gw.448.28.1	ENSMODP00000006170
e_gw.448.2.1	ENSMODP00000038518
e_gw.448.77.1	ENSMODP00000007766
e_gw.449.4.1	ENSMODP00000035004
e_gw.450.82.1	ENSMODP00000018960
e_gw.450.25.1	ENSMODP00000035165
e_gw.450.61.1	ENSMODP00000014903
e_gw.451.24.1	ENSMODP00000017427
e_gw.451.25.1	ENSMODP00000023560
e_gw.452.68.1	ENSMODP00000013764
e_gw.452.68.1	ENSMODP00000007569
e_gw.452.5.1	ENSMODP00000010144
e_gw.453.33.1	ENSMODP00000013110
e_gw.453.17.1	ENSMODP00000018911
e_gw.453.39.1	ENSMODP00000006278
e_gw.453.40.1	ENSMODP00000038795
e_gw.453.3.1	ENSMODP00000005464
e_gw.454.13.1	ENSMODP00000038702
e_gw.454.13.1	ENSMODP00000012877
e_gw.454.13.1	ENSMODP00000014505
e_gw.455.21.1	ENSMODP00000009679
e_gw.455.21.1	ENSMODP00000007145
e_gw.455.17.1	ENSMODP00000020858
e_gw.456.2.1	ENSMODP00000009331
e_gw.456.2.1	ENSMODP00000005397
e_gw.456.60.1	ENSMODP00000034871
e_gw.456.35.1	ENSMODP00000022964
e_gw.456.9.1	ENSMODP00000000830
e_gw.456.21.1	ENSMODP00000014306
e_gw.457.1.1	ENSMODP00000027647
e_gw.457.49.1	ENSMODP00000014979
e_gw.458.33.1	ENSMODP00000008775
e_gw.458.37.1	ENSMODP00000038318
e_gw.458.4.1	ENSMODP00000038246
e_gw.459.27.1	ENSMODP00000021503
e_gw.459.30.1	ENSMODP00000025581
e_gw.460.10.1	ENSMODP00000023527
e_gw.460.12.1	ENSMODP00000026590
e_gw.460.15.1	ENSMODP00000034973
e_gw.460.4.1	ENSMODP00000008070
e_gw.460.4.1	ENSMODP00000010524
e_gw.460.4.1	ENSMODP00000040927
e_gw.461.26.1	ENSMODP00000022725
e_gw.461.7.1	ENSMODP00000010174
e_gw.461.7.1	ENSMODP00000018416
e_gw.461.23.1	ENSMODP00000010778
e_gw.461.27.1	ENSMODP00000005098
e_gw.461.45.1	ENSMODP00000012241
e_gw.461.29.1	ENSMODP00000017670
e_gw.461.14.1	ENSMODP00000012095
e_gw.462.25.1	ENSMODP00000024569
e_gw.462.28.1	ENSMODP00000022080
e_gw.462.3.1	ENSMODP00000021020
e_gw.463.8.1	ENSMODP00000021731
e_gw.464.14.1	ENSMODP00000013657
e_gw.465.24.1	ENSMODP00000023456
e_gw.465.31.1	ENSMODP00000013574
e_gw.467.42.1	ENSMODP00000004056
e_gw.468.26.1	ENSMODP00000015892
e_gw.469.21.1	ENSMODP00000028230
e_gw.469.55.1	ENSMODP00000015899
e_gw.469.29.1	ENSMODP00000000968
e_gw.469.52.1	ENSMODP00000015376
e_gw.469.52.1	ENSMODP00000023809
e_gw.469.62.1	ENSMODP00000038198
e_gw.470.28.1	ENSMODP00000009405
e_gw.470.39.1	ENSMODP00000021968
e_gw.471.22.1	ENSMODP00000019231
e_gw.474.18.1	ENSMODP00000028571
e_gw.474.3.1	ENSMODP00000040776
e_gw.475.13.1	ENSMODP00000023614
e_gw.475.13.1	ENSMODP00000032531
e_gw.475.8.1	ENSMODP00000028513
e_gw.476.18.1	ENSMODP00000006547
e_gw.477.20.1	ENSMODP00000032540
e_gw.477.63.1	ENSMODP00000009575
e_gw.478.20.1	ENSMODP00000014022
e_gw.478.2.1	ENSMODP00000015191
e_gw.479.15.1	ENSMODP00000006316
e_gw.479.15.1	ENSMODP00000019331
e_gw.480.52.1	ENSMODP00000027774
e_gw.481.4.1	ENSMODP00000005805
e_gw.481.4.1	ENSMODP00000034626
e_gw.481.4.1	ENSMODP00000022795
e_gw.482.11.1	ENSMODP00000024236
e_gw.482.11.1	ENSMODP00000004790
e_gw.482.5.1	ENSMODP00000000352
e_gw.483.45.1	ENSMODP00000023770
e_gw.483.45.1	ENSMODP00000009403
e_gw.483.1.1	ENSMODP00000010683
e_gw.483.14.1	ENSMODP00000007117
e_gw.483.24.1	ENSMODP00000010048
e_gw.483.16.1	ENSMODP00000005302
e_gw.483.16.1	ENSMODP00000010737
e_gw.483.18.1	ENSMODP00000021901
e_gw.483.18.1	ENSMODP00000014361
e_gw.483.46.1	ENSMODP00000007604
e_gw.483.25.1	ENSMODP00000005281
e_gw.484.3.1	ENSMODP00000006109
e_gw.484.33.1	ENSMODP00000002559
e_gw.484.37.1	ENSMODP00000012502
e_gw.484.28.1	ENSMODP00000024351
e_gw.485.10.1	ENSMODP00000003464
e_gw.485.3.1	ENSMODP00000001454
e_gw.486.25.1	ENSMODP00000019125
e_gw.486.2.1	ENSMODP00000016231
e_gw.487.29.1	ENSMODP00000019835
e_gw.487.30.1	ENSMODP00000003743
e_gw.487.30.1	ENSMODP00000026955
e_gw.487.18.1	ENSMODP00000023521
e_gw.488.19.1	ENSMODP00000012681
e_gw.488.55.1	ENSMODP00000007225
e_gw.488.23.1	ENSMODP00000013235
e_gw.489.54.1	ENSMODP00000001364
e_gw.489.93.1	ENSMODP00000020099
e_gw.490.38.1	ENSMODP00000023088
e_gw.490.11.1	ENSMODP00000009020
e_gw.490.15.1	ENSMODP00000017501
e_gw.491.12.1	ENSMODP00000030486
e_gw.491.21.1	ENSMODP00000010872
e_gw.492.39.1	ENSMODP00000014904
e_gw.492.46.1	ENSMODP00000026124
e_gw.492.5.1	ENSMODP00000004592
e_gw.492.5.1	ENSMODP00000016164
e_gw.492.5.1	ENSMODP00000016515
e_gw.493.26.1	ENSMODP00000002377
e_gw.493.8.1	ENSMODP00000011311
e_gw.493.30.1	ENSMODP00000008297
e_gw.494.27.1	ENSMODP00000012320
e_gw.494.10.1	ENSMODP00000036418
e_gw.494.65.1	ENSMODP00000024060
e_gw.494.67.1	ENSMODP00000010568
e_gw.494.69.1	ENSMODP00000021581
e_gw.495.21.1	ENSMODP00000024245
e_gw.496.28.1	ENSMODP00000035049
e_gw.497.14.1	ENSMODP00000025592
e_gw.498.5.1	ENSMODP00000024575
e_gw.499.1.1	ENSMODP00000015243
e_gw.499.83.1	ENSMODP00000005484
e_gw.499.4.1	ENSMODP00000012446
e_gw.500.15.1	ENSMODP00000002633
e_gw.502.21.1	ENSMODP00000016592
e_gw.503.16.1	ENSMODP00000012178
e_gw.504.8.1	ENSMODP00000009791
e_gw.505.46.1	ENSMODP00000013104
e_gw.505.19.1	ENSMODP00000023130
e_gw.505.37.1	ENSMODP00000019941
e_gw.505.20.1	ENSMODP00000026846
e_gw.506.29.1	ENSMODP00000023575
e_gw.506.14.1	ENSMODP00000006461
e_gw.506.11.1	ENSMODP00000018175
e_gw.506.4.1	ENSMODP00000009454
e_gw.507.23.1	ENSMODP00000021054
e_gw.507.32.1	ENSMODP00000014078
e_gw.508.7.1	ENSMODP00000024298
e_gw.508.7.1	ENSMODP00000014724
e_gw.508.48.1	ENSMODP00000026803
e_gw.513.40.1	ENSMODP00000002988
e_gw.513.10.1	ENSMODP00000039022
e_gw.514.77.1	ENSMODP00000012212
e_gw.515.3.1	ENSMODP00000004918
e_gw.516.18.1	ENSMODP00000000389
e_gw.517.12.1	ENSMODP00000023979
e_gw.517.22.1	ENSMODP00000003197
e_gw.518.1.1	ENSMODP00000000241
e_gw.518.46.1	ENSMODP00000015007
e_gw.518.46.1	ENSMODP00000012087
e_gw.518.46.1	ENSMODP00000012084
e_gw.518.46.1	ENSMODP00000010025
e_gw.519.23.1	ENSMODP00000022885
e_gw.522.13.1	ENSMODP00000018360
e_gw.522.2.1	ENSMODP00000026854
e_gw.523.3.1	ENSMODP00000008223
e_gw.523.33.1	ENSMODP00000011868
e_gw.523.33.1	ENSMODP00000014310
e_gw.523.10.1	ENSMODP00000003478
e_gw.524.9.1	ENSMODP00000038427
e_gw.525.5.1	ENSMODP00000021230
e_gw.525.10.1	ENSMODP00000024714
e_gw.526.29.1	ENSMODP00000000391
e_gw.526.29.1	ENSMODP00000021461
e_gw.526.29.1	ENSMODP00000038321
e_gw.526.29.1	ENSMODP00000038338
e_gw.526.29.1	ENSMODP00000000362
e_gw.526.39.1	ENSMODP00000032227
e_gw.527.18.1	ENSMODP00000001096
e_gw.527.1.1	ENSMODP00000012412
e_gw.527.3.1	ENSMODP00000002383
e_gw.530.29.1	ENSMODP00000013109
e_gw.530.14.1	ENSMODP00000008864
e_gw.530.5.1	ENSMODP00000033218
e_gw.533.77.1	ENSMODP00000012593
e_gw.534.13.1	ENSMODP00000001337
e_gw.536.4.1	ENSMODP00000034209
e_gw.536.4.1	ENSMODP00000026551
e_gw.536.43.1	ENSMODP00000016166
e_gw.537.48.1	ENSMODP00000039655
e_gw.537.5.1	ENSMODP00000026879
e_gw.539.31.1	ENSMODP00000005680
e_gw.541.28.1	ENSMODP00000013450
e_gw.541.24.1	ENSMODP00000036925
e_gw.541.3.1	ENSMODP00000040581
e_gw.541.6.1	ENSMODP00000019805
e_gw.542.9.1	ENSMODP00000040637
e_gw.542.9.1	ENSMODP00000027089
e_gw.542.22.1	ENSMODP00000023334
e_gw.544.17.1	ENSMODP00000010299
e_gw.544.28.1	ENSMODP00000022911
e_gw.546.14.1	ENSMODP00000013565
e_gw.546.5.1	ENSMODP00000021429
e_gw.546.6.1	ENSMODP00000014006
e_gw.546.6.1	ENSMODP00000028915
e_gw.547.8.1	ENSMODP00000035741
e_gw.548.7.1	ENSMODP00000008451
e_gw.548.2.1	ENSMODP00000012421
e_gw.548.2.1	ENSMODP00000020991
e_gw.548.2.1	ENSMODP00000004729
e_gw.548.2.1	ENSMODP00000017082
e_gw.548.2.1	ENSMODP00000004744
e_gw.548.22.1	ENSMODP00000003053
e_gw.548.22.1	ENSMODP00000016712
e_gw.548.4.1	ENSMODP00000023363
e_gw.550.7.1	ENSMODP00000024125
e_gw.550.20.1	ENSMODP00000008083
e_gw.550.1.1	ENSMODP00000003517
e_gw.550.17.1	ENSMODP00000003368
e_gw.551.21.1	ENSMODP00000016921
e_gw.552.5.1	ENSMODP00000022102
e_gw.553.15.1	ENSMODP00000011229
e_gw.553.63.1	ENSMODP00000020777
e_gw.553.37.1	ENSMODP00000022763
e_gw.553.16.1	ENSMODP00000006291
e_gw.554.6.1	ENSMODP00000013260
e_gw.554.6.1	ENSMODP00000013629
e_gw.555.15.1	ENSMODP00000040207
e_gw.555.22.1	ENSMODP00000017961
e_gw.555.14.1	ENSMODP00000002264
e_gw.555.14.1	ENSMODP00000039205
e_gw.558.12.1	ENSMODP00000015537
e_gw.558.49.1	ENSMODP00000041299
e_gw.559.3.1	ENSMODP00000026636
e_gw.559.3.1	ENSMODP00000006052
e_gw.559.3.1	ENSMODP00000018547
e_gw.559.4.1	ENSMODP00000020545
e_gw.559.14.1	ENSMODP00000036502
e_gw.560.8.1	ENSMODP00000003591
e_gw.561.8.1	ENSMODP00000019175
e_gw.562.6.1	ENSMODP00000022499
e_gw.562.37.1	ENSMODP00000027501
e_gw.562.37.1	ENSMODP00000019526
e_gw.562.49.1	ENSMODP00000012753
e_gw.562.24.1	ENSMODP00000020122
e_gw.562.50.1	ENSMODP00000007104
e_gw.562.18.1	ENSMODP00000017666
e_gw.562.18.1	ENSMODP00000005845
e_gw.563.12.1	ENSMODP00000021082
e_gw.565.43.1	ENSMODP00000013778
e_gw.565.6.1	ENSMODP00000017109
e_gw.565.54.1	ENSMODP00000017753
e_gw.567.34.1	ENSMODP00000008460
e_gw.568.16.1	ENSMODP00000024724
e_gw.569.21.1	ENSMODP00000020402
e_gw.569.35.1	ENSMODP00000003158
e_gw.570.19.1	ENSMODP00000026696
e_gw.571.41.1	ENSMODP00000012957
e_gw.571.41.1	ENSMODP00000038615
e_gw.571.41.1	ENSMODP00000023302
e_gw.571.6.1	ENSMODP00000032552
e_gw.572.57.1	ENSMODP00000008488
e_gw.572.34.1	ENSMODP00000018142
e_gw.575.28.1	ENSMODP00000035742
e_gw.576.12.1	ENSMODP00000001314
e_gw.576.12.1	ENSMODP00000006012
e_gw.576.3.1	ENSMODP00000021917
e_gw.576.38.1	ENSMODP00000023165
e_gw.577.12.1	ENSMODP00000003223
e_gw.577.30.1	ENSMODP00000016074
e_gw.577.52.1	ENSMODP00000016906
e_gw.577.1.1	ENSMODP00000033158
e_gw.577.15.1	ENSMODP00000016703
e_gw.577.15.1	ENSMODP00000016180
e_gw.577.15.1	ENSMODP00000023893
e_gw.577.41.1	ENSMODP00000040991
e_gw.578.71.1	ENSMODP00000005084
e_gw.578.71.1	ENSMODP00000025693
e_gw.578.71.1	ENSMODP00000000134
e_gw.578.71.1	ENSMODP00000026469
e_gw.578.71.1	ENSMODP00000039353
e_gw.579.19.1	ENSMODP00000014978
e_gw.581.5.1	ENSMODP00000014793
e_gw.583.47.1	ENSMODP00000031814
e_gw.583.14.1	ENSMODP00000002668
e_gw.584.4.1	ENSMODP00000004338
e_gw.587.7.1	ENSMODP00000004636
e_gw.587.14.1	ENSMODP00000019894
e_gw.589.3.1	ENSMODP00000023377
e_gw.589.6.1	ENSMODP00000023237
e_gw.590.16.1	ENSMODP00000019832
e_gw.592.10.1	ENSMODP00000006244
e_gw.592.49.1	ENSMODP00000001825
e_gw.592.16.1	ENSMODP00000017463
e_gw.592.13.1	ENSMODP00000019360
e_gw.593.18.1	ENSMODP00000018110
e_gw.593.62.1	ENSMODP00000014487
e_gw.594.3.1	ENSMODP00000037000
e_gw.594.38.1	ENSMODP00000038567
e_gw.595.29.1	ENSMODP00000020443
e_gw.595.39.1	ENSMODP00000000921
e_gw.595.39.1	ENSMODP00000038443
e_gw.595.39.1	ENSMODP00000040227
e_gw.595.39.1	ENSMODP00000011490
e_gw.595.39.1	ENSMODP00000006964
e_gw.595.38.1	ENSMODP00000018407
e_gw.595.19.1	ENSMODP00000018711
e_gw.597.19.1	ENSMODP00000005108
e_gw.598.32.1	ENSMODP00000013430
e_gw.598.21.1	ENSMODP00000034471
e_gw.599.7.1	ENSMODP00000018429
e_gw.599.2.1	ENSMODP00000020369
e_gw.599.12.1	ENSMODP00000017703
e_gw.599.1.1	ENSMODP00000018425
e_gw.600.36.1	ENSMODP00000035105
e_gw.602.5.1	ENSMODP00000011339
e_gw.603.14.1	ENSMODP00000012613
e_gw.604.7.1	ENSMODP00000036548
e_gw.604.7.1	ENSMODP00000000824
e_gw.604.19.1	ENSMODP00000009809
e_gw.606.24.1	ENSMODP00000020499
e_gw.606.28.1	ENSMODP00000022782
e_gw.608.43.1	ENSMODP00000009252
e_gw.608.44.1	ENSMODP00000002848
e_gw.608.56.1	ENSMODP00000014951
e_gw.609.29.1	ENSMODP00000018851
e_gw.609.16.1	ENSMODP00000036399
e_gw.611.20.1	ENSMODP00000015849
e_gw.612.3.1	ENSMODP00000014557
e_gw.613.9.1	ENSMODP00000030489
e_gw.613.15.1	ENSMODP00000004422
e_gw.613.27.1	ENSMODP00000019229
e_gw.615.4.1	ENSMODP00000017318
e_gw.616.1.1	ENSMODP00000014684
e_gw.617.3.1	ENSMODP00000000348
e_gw.617.3.1	ENSMODP00000019040
e_gw.618.9.1	ENSMODP00000013240
e_gw.619.42.1	ENSMODP00000035115
e_gw.621.14.1	ENSMODP00000021532
e_gw.624.3.1	ENSMODP00000008889
e_gw.624.29.1	ENSMODP00000003248
e_gw.624.12.1	ENSMODP00000017238
e_gw.626.11.1	ENSMODP00000011995
e_gw.627.22.1	ENSMODP00000023653
e_gw.627.18.1	ENSMODP00000002680
e_gw.628.1.1	ENSMODP00000022688
e_gw.628.1.1	ENSMODP00000025527
e_gw.628.40.1	ENSMODP00000022934
e_gw.628.4.1	ENSMODP00000004116
e_gw.629.16.1	ENSMODP00000018853
e_gw.629.10.1	ENSMODP00000014775
e_gw.630.2.1	ENSMODP00000005167
e_gw.631.1.1	ENSMODP00000030259
e_gw.632.18.1	ENSMODP00000016496
e_gw.632.18.1	ENSMODP00000034287
e_gw.632.7.1	ENSMODP00000003443
e_gw.632.7.1	ENSMODP00000007711
e_gw.632.7.1	ENSMODP00000003988
e_gw.633.25.1	ENSMODP00000009686
e_gw.634.5.1	ENSMODP00000029397
e_gw.634.5.1	ENSMODP00000011245
e_gw.636.17.1	ENSMODP00000002373
e_gw.636.18.1	ENSMODP00000019746
e_gw.639.8.1	ENSMODP00000007213
e_gw.641.18.1	ENSMODP00000041179
e_gw.643.5.1	ENSMODP00000021239
e_gw.644.10.1	ENSMODP00000004379
e_gw.644.2.1	ENSMODP00000012714
e_gw.644.8.1	ENSMODP00000012702
e_gw.645.15.1	ENSMODP00000026052
e_gw.645.6.1	ENSMODP00000003584
e_gw.645.1.1	ENSMODP00000007829
e_gw.646.20.1	ENSMODP00000000884
e_gw.647.54.1	ENSMODP00000010817
e_gw.647.41.1	ENSMODP00000025799
e_gw.655.27.1	ENSMODP00000004584
e_gw.655.1.1	ENSMODP00000025883
e_gw.655.1.1	ENSMODP00000001594
e_gw.656.41.1	ENSMODP00000033491
e_gw.656.2.1	ENSMODP00000019197
e_gw.656.16.1	ENSMODP00000003815
e_gw.659.14.1	ENSMODP00000024409
e_gw.659.14.1	ENSMODP00000008006
e_gw.659.14.1	ENSMODP00000000946
e_gw.660.9.1	ENSMODP00000034988
e_gw.661.32.1	ENSMODP00000016892
e_gw.661.7.1	ENSMODP00000038160
e_gw.661.7.1	ENSMODP00000026613
e_gw.661.7.1	ENSMODP00000008822
e_gw.661.36.1	ENSMODP00000020081
e_gw.662.13.1	ENSMODP00000014873
e_gw.662.4.1	ENSMODP00000029245
e_gw.664.1.1	ENSMODP00000003222
e_gw.665.25.1	ENSMODP00000025606
e_gw.665.25.1	ENSMODP00000011211
e_gw.665.11.1	ENSMODP00000038824
e_gw.665.3.1	ENSMODP00000003148
e_gw.665.3.1	ENSMODP00000019497
e_gw.665.3.1	ENSMODP00000014952
e_gw.670.2.1	ENSMODP00000003212
e_gw.670.2.1	ENSMODP00000040202
e_gw.673.11.1	ENSMODP00000014616
e_gw.673.9.1	ENSMODP00000018638
e_gw.674.12.1	ENSMODP00000019677
e_gw.675.3.1	ENSMODP00000009014
e_gw.676.7.1	ENSMODP00000005200
e_gw.679.6.1	ENSMODP00000010729
e_gw.679.15.1	ENSMODP00000016791
e_gw.679.2.1	ENSMODP00000004274
e_gw.680.37.1	ENSMODP00000024771
e_gw.680.20.1	ENSMODP00000019806
e_gw.680.36.1	ENSMODP00000018335
e_gw.680.36.1	ENSMODP00000038772
e_gw.681.1.1	ENSMODP00000007560
e_gw.683.19.1	ENSMODP00000032263
e_gw.683.19.1	ENSMODP00000016666
e_gw.686.12.1	ENSMODP00000039212
e_gw.687.4.1	ENSMODP00000032186
e_gw.689.1.1	ENSMODP00000009864
e_gw.690.7.1	ENSMODP00000012110
e_gw.699.13.1	ENSMODP00000041020
e_gw.701.41.1	ENSMODP00000020948
e_gw.701.12.1	ENSMODP00000011601
e_gw.701.4.1	ENSMODP00000017408
e_gw.707.1.1	ENSMODP00000011618
e_gw.708.11.1	ENSMODP00000000037
e_gw.709.19.1	ENSMODP00000015175
e_gw.709.21.1	ENSMODP00000000094
e_gw.709.21.1	ENSMODP00000007365
e_gw.711.10.1	ENSMODP00000010779
e_gw.711.31.1	ENSMODP00000025964
e_gw.711.4.1	ENSMODP00000004781
e_gw.711.4.1	ENSMODP00000002143
e_gw.711.4.1	ENSMODP00000002876
e_gw.712.2.1	ENSMODP00000018510
e_gw.713.8.1	ENSMODP00000009904
e_gw.716.22.1	ENSMODP00000016726
e_gw.716.15.1	ENSMODP00000009295
e_gw.718.6.1	ENSMODP00000002423
e_gw.723.7.1	ENSMODP00000023820
e_gw.723.20.1	ENSMODP00000018279
e_gw.724.13.1	ENSMODP00000006824
e_gw.726.1.1	ENSMODP00000006593
e_gw.726.1.1	ENSMODP00000001554
e_gw.726.1.1	ENSMODP00000005879
e_gw.730.7.1	ENSMODP00000027315
e_gw.732.2.1	ENSMODP00000013695
e_gw.732.5.1	ENSMODP00000005368
e_gw.733.3.1	ENSMODP00000013478
e_gw.733.3.1	ENSMODP00000038421
e_gw.733.3.1	ENSMODP00000036453
e_gw.733.8.1	ENSMODP00000014314
e_gw.733.8.1	ENSMODP00000036016
e_gw.740.3.1	ENSMODP00000002278
e_gw.741.2.1	ENSMODP00000013378
e_gw.741.2.1	ENSMODP00000015519
e_gw.741.2.1	ENSMODP00000025939
e_gw.743.9.1	ENSMODP00000000313
e_gw.743.6.1	ENSMODP00000028807
e_gw.746.9.1	ENSMODP00000002679
e_gw.746.21.1	ENSMODP00000009438
e_gw.747.3.1	ENSMODP00000024084
e_gw.751.8.1	ENSMODP00000035252
e_gw.751.9.1	ENSMODP00000007682
e_gw.752.2.1	ENSMODP00000019888
e_gw.755.5.1	ENSMODP00000002092
e_gw.758.1.1	ENSMODP00000018013
e_gw.759.12.1	ENSMODP00000037382
e_gw.759.1.1	ENSMODP00000007980
e_gw.759.11.1	ENSMODP00000013662
e_gw.760.15.1	ENSMODP00000001796
e_gw.762.11.1	ENSMODP00000013873
e_gw.762.3.1	ENSMODP00000023868
e_gw.764.7.1	ENSMODP00000038875
e_gw.765.10.1	ENSMODP00000023379
e_gw.767.10.1	ENSMODP00000021377
e_gw.767.13.1	ENSMODP00000002290
e_gw.767.15.1	ENSMODP00000001261
e_gw.768.2.1	ENSMODP00000036081
e_gw.768.8.1	ENSMODP00000005681
e_gw.768.3.1	ENSMODP00000005755
e_gw.768.14.1	ENSMODP00000001502
e_gw.769.3.1	ENSMODP00000002685
e_gw.770.10.1	ENSMODP00000004235
e_gw.771.11.1	ENSMODP00000017696
e_gw.775.30.1	ENSMODP00000006619
e_gw.775.8.1	ENSMODP00000005086
