ENSP00000001008	SINCAM006004
ENSP00000354919	SINCAM009536
ENSP00000354920	SINCAM005242
ENSP00000354923	SINCAM004541
ENSP00000354927	SINCAM013568
ENSP00000354932	SINCAM000485
ENSP00000354947	SINCAM012080
ENSP00000354952	SINCAM004706
ENSP00000354957	SINCAM000958
ENSP00000354960	SINCAM005229
ENSP00000354964	SINCAM003726
ENSP00000354972	SINCAM001035
ENSP00000354991	SINCAM001398
ENSP00000354995	SINCAM004132
ENSP00000355013	SINCAM011526
ENSP00000355028	SINCAM004201
ENSP00000355045	SINCAM008114
ENSP00000355050	SINCAM011946
ENSP00000355051	SINCAM004251
ENSP00000355060	SINCAM013592
ENSP00000355064	SINCAM922544
ENSP00000355077	SINCAM011186
ENSP00000355082	SINCAM000289
ENSP00000355086	SINCAM005158
ENSP00000355090	SINCAM008261
ENSP00000355094	SINCAM008966
ENSP00000355109	SINCAM006185
ENSP00000355110	SINCAM008352
ENSP00000355114	SINCAM001368
ENSP00000355124	SINCAM922861
ENSP00000355133	SINCAM005259
ENSP00000355141	SINCAM921765
ENSP00000355155	SINCAM000894
ENSP00000355156	SINCAM009245
ENSP00000355157	SINCAM012550
ENSP00000355162	SINCAM921406
ENSP00000355166	SINCAM920979
ENSP00000355167	SINCAM005473
ENSP00000355180	SINCAM006545
ENSP00000355185	SINCAM007278
ENSP00000355187	SINCAM921862
ENSP00000355192	SINCAM012357
ENSP00000355195	SINCAM005142
ENSP00000355204	SINCAM920800
ENSP00000355205	SINCAM008449
ENSP00000355210	SINCAM014728
ENSP00000355211	SINCAM004394
ENSP00000355217	SINCAM008288
ENSP00000355231	SINCAM013501
ENSP00000355237	SINCAM008160
ENSP00000355245	SINCAM008301
ENSP00000355249	SINCAM009008
ENSP00000355250	SINCAM008714
ENSP00000355251	SINCAM007008
ENSP00000355279	SINCAM000574
ENSP00000355299	SINCAM005228
ENSP00000355304	SINCAM008134
ENSP00000355306	SINCAM013619
ENSP00000355308	SINCAM001721
ENSP00000355316	SINCAM006211
ENSP00000355317	SINCAM009052
ENSP00000355319	SINCAM015803
ENSP00000355325	SINCAM923082
ENSP00000355330	SINCAM011942
ENSP00000355374	SINCAM010673
ENSP00000355384	SINCAM922181
ENSP00000355385	SINCAM012734
ENSP00000355387	SINCAM013242
ENSP00000355388	SINCAM004799
ENSP00000355396	SINCAM012076
ENSP00000355402	SINCAM900173
ENSP00000355437	SINCAM005124
ENSP00000355465	SINCAM921148
ENSP00000355467	SINCAM003469
ENSP00000355470	SINCAM003467
ENSP00000355471	SINCAM003465
ENSP00000355480	SINCAM003462
ENSP00000355492	SINCAM921152
ENSP00000355493	SINCAM003473
ENSP00000355499	SINCAM003477
ENSP00000355500	SINCAM003478
ENSP00000355506	SINCAM003494
ENSP00000355510	SINCAM003407
ENSP00000355512	SINCAM003408
ENSP00000355517	SINCAM003409
ENSP00000355518	SINCAM003411
ENSP00000355523	SINCAM003412
ENSP00000355529	SINCAM002732
ENSP00000355533	SINCAM003415
ENSP00000355536	SINCAM000343
ENSP00000355537	SINCAM921140
ENSP00000355541	SINCAM003416
ENSP00000355551	SINCAM003439
ENSP00000355559	SINCAM003443
ENSP00000355560	SINCAM003444
ENSP00000355566	SINCAM921665
ENSP00000355572	SINCAM003451
ENSP00000355577	SINCAM003450
ENSP00000355580	SINCAM003449
ENSP00000355583	SINCAM003587
ENSP00000355587	SINCAM015022
ENSP00000355589	SINCAM003590
ENSP00000355593	SINCAM921169
ENSP00000355599	SINCAM003436
ENSP00000355601	SINCAM003437
ENSP00000355607	SINCAM003520
ENSP00000355609	SINCAM003519
ENSP00000355614	SINCAM003517
ENSP00000355621	SINCAM003456
ENSP00000355623	SINCAM003455
ENSP00000355627	SINCAM003883
ENSP00000355629	SINCAM003908
ENSP00000355632	SINCAM003752
ENSP00000355637	SINCAM003580
ENSP00000355672	SINCAM001513
ENSP00000355689	SINCAM920655
ENSP00000355692	SINCAM005012
ENSP00000355718	SINCAM003526
ENSP00000355720	SINCAM001484
ENSP00000355721	SINCAM001483
ENSP00000355731	SINCAM003887
ENSP00000355735	SINCAM003527
ENSP00000355736	SINCAM003528
ENSP00000355741	SINCAM003888
ENSP00000355747	SINCAM003516
ENSP00000355751	SINCAM003530
ENSP00000355752	SINCAM003634
ENSP00000355759	SINCAM003892
ENSP00000355760	SINCAM003585
ENSP00000355775	SINCAM921183
ENSP00000355777	SINCAM003694
ENSP00000355778	SINCAM011195
ENSP00000355785	SINCAM003696
ENSP00000355802	SINCAM003734
ENSP00000355809	SINCAM921193
ENSP00000355812	SINCAM003531
ENSP00000355827	SINCAM003731
ENSP00000355840	SINCAM921188
ENSP00000355865	SINCAM003545
ENSP00000355866	SINCAM003979
ENSP00000355870	SINCAM003980
ENSP00000355877	SINCAM003981
ENSP00000355884	SINCAM003865
ENSP00000355890	SINCAM003869
ENSP00000355893	SINCAM003870
ENSP00000355895	SINCAM003871
ENSP00000355896	SINCAM003872
ENSP00000355899	SINCAM003873
ENSP00000355900	SINCAM003874
ENSP00000355902	SINCAM003875
ENSP00000355904	SINCAM003876
ENSP00000355920	SINCAM921156
ENSP00000355922	SINCAM004002
ENSP00000355923	SINCAM004000
ENSP00000355924	SINCAM003999
ENSP00000355925	SINCAM003998
ENSP00000355927	SINCAM003997
ENSP00000355929	SINCAM003996
ENSP00000355930	SINCAM003550
ENSP00000355938	SINCAM003994
ENSP00000355955	SINCAM003989
ENSP00000355958	SINCAM003986
ENSP00000355961	SINCAM921237
ENSP00000355964	SINCAM921236
ENSP00000355966	SINCAM003984
ENSP00000355968	SINCAM003983
ENSP00000355969	SINCAM003982
ENSP00000355979	SINCAM003860
ENSP00000355988	SINCAM922508
ENSP00000355991	SINCAM012179
ENSP00000355995	SINCAM012900
ENSP00000355996	SINCAM922510
ENSP00000356000	SINCAM012189
ENSP00000356015	SINCAM000340
ENSP00000356042	SINCAM003425
ENSP00000356047	SINCAM012185
ENSP00000356056	SINCAM921763
ENSP00000356057	SINCAM003428
ENSP00000356064	SINCAM003429
ENSP00000356065	SINCAM012170
ENSP00000356070	SINCAM922162
ENSP00000356071	SINCAM003430
ENSP00000356094	SINCAM012089
ENSP00000356096	SINCAM922490
ENSP00000356102	SINCAM012154
ENSP00000356104	SINCAM012156
ENSP00000356105	SINCAM012157
ENSP00000356107	SINCAM012158
ENSP00000356110	SINCAM012159
ENSP00000356113	SINCAM012160
ENSP00000356115	SINCAM012107
ENSP00000356121	SINCAM012108
ENSP00000356124	SINCAM922493
ENSP00000356125	SINCAM922494
ENSP00000356130	SINCAM922495
ENSP00000356134	SINCAM003899
ENSP00000356135	SINCAM012112
ENSP00000356146	SINCAM003902
ENSP00000356150	SINCAM012143
ENSP00000356156	SINCAM012121
ENSP00000356162	SINCAM014741
ENSP00000356170	SINCAM011610
ENSP00000356172	SINCAM012124
ENSP00000356194	SINCAM011831
ENSP00000356198	SINCAM920658
ENSP00000356202	SINCAM002877
ENSP00000356205	SINCAM012257
ENSP00000356211	SINCAM012273
ENSP00000356213	SINCAM002875
ENSP00000356214	SINCAM002874
ENSP00000356218	SINCAM012295
ENSP00000356224	SINCAM003615
ENSP00000356230	SINCAM922540
ENSP00000356234	SINCAM012362
ENSP00000356236	SINCAM012255
ENSP00000356243	SINCAM012244
ENSP00000356247	SINCAM012245
ENSP00000356251	SINCAM012242
ENSP00000356256	SINCAM922516
ENSP00000356257	SINCAM922517
ENSP00000356263	SINCAM003612
ENSP00000356265	SINCAM012254
ENSP00000356272	SINCAM003611
ENSP00000356275	SINCAM012253
ENSP00000356290	SINCAM003608
ENSP00000356297	SINCAM003607
ENSP00000356299	SINCAM012329
ENSP00000356319	SINCAM005291
ENSP00000356331	SINCAM005289
ENSP00000356354	SINCAM003603
ENSP00000356355	SINCAM005285
ENSP00000356357	SINCAM005284
ENSP00000356363	SINCAM005283
ENSP00000356370	SINCAM008034
ENSP00000356375	SINCAM005280
ENSP00000356379	SINCAM005279
ENSP00000356381	SINCAM003573
ENSP00000356404	SINCAM005274
ENSP00000356405	SINCAM005273
ENSP00000356410	SINCAM005272
ENSP00000356416	SINCAM005270
ENSP00000356425	SINCAM005268
ENSP00000356426	SINCAM921163
ENSP00000356429	SINCAM920866
ENSP00000356430	SINCAM005265
ENSP00000356432	SINCAM005178
ENSP00000356433	SINCAM921162
ENSP00000356436	SINCAM005199
ENSP00000356437	SINCAM921161
ENSP00000356438	SINCAM005198
ENSP00000356448	SINCAM005216
ENSP00000356465	SINCAM003565
ENSP00000356468	SINCAM005221
ENSP00000356470	SINCAM005222
ENSP00000356475	SINCAM921166
ENSP00000356476	SINCAM005224
ENSP00000356480	SINCAM005225
ENSP00000356481	SINCAM005226
ENSP00000356489	SINCAM922920
ENSP00000356505	SINCAM005202
ENSP00000356515	SINCAM003584
ENSP00000356518	SINCAM005209
ENSP00000356520	SINCAM005211
ENSP00000356524	SINCAM005215
ENSP00000356530	SINCAM920852
ENSP00000356536	SINCAM009200
ENSP00000356540	SINCAM003583
ENSP00000356541	SINCAM002882
ENSP00000356545	SINCAM005129
ENSP00000356548	SINCAM921065
ENSP00000356549	SINCAM005141
ENSP00000356552	SINCAM922535
ENSP00000356560	SINCAM005139
ENSP00000356562	SINCAM005138
ENSP00000356563	SINCAM002872
ENSP00000356567	SINCAM005181
ENSP00000356575	SINCAM002870
ENSP00000356579	SINCAM005137
ENSP00000356581	SINCAM002866
ENSP00000356584	SINCAM005168
ENSP00000356587	SINCAM920856
ENSP00000356590	SINCAM920855
ENSP00000356591	SINCAM920854
ENSP00000356599	SINCAM005182
ENSP00000356602	SINCAM002865
ENSP00000356607	SINCAM005156
ENSP00000356621	SINCAM005164
ENSP00000356623	SINCAM921775
ENSP00000356630	SINCAM002861
ENSP00000356632	SINCAM002860
ENSP00000356634	SINCAM005171
ENSP00000356641	SINCAM005132
ENSP00000356646	SINCAM005131
ENSP00000356658	SINCAM015838
ENSP00000356669	SINCAM920850
ENSP00000356671	SINCAM920849
ENSP00000356674	SINCAM005125
ENSP00000356694	SINCAM005237
ENSP00000356708	SINCAM921124
ENSP00000356713	SINCAM003302
ENSP00000356723	SINCAM010476
ENSP00000356737	SINCAM005193
ENSP00000356746	SINCAM005188
ENSP00000356771	SINCAM900219
ENSP00000356774	SINCAM003292
ENSP00000356782	SINCAM004325
ENSP00000356785	SINCAM004324
ENSP00000356790	SINCAM004323
ENSP00000356791	SINCAM004322
ENSP00000356807	SINCAM921348
ENSP00000356811	SINCAM003289
ENSP00000356814	SINCAM004641
ENSP00000356820	SINCAM004642
ENSP00000356825	SINCAM006805
ENSP00000356828	SINCAM004205
ENSP00000356832	SINCAM003285
ENSP00000356840	SINCAM004212
ENSP00000356842	SINCAM004209
ENSP00000356846	SINCAM004208
ENSP00000356848	SINCAM005233
ENSP00000356853	SINCAM005250
ENSP00000356856	SINCAM920864
ENSP00000356857	SINCAM003282
ENSP00000356864	SINCAM005252
ENSP00000356870	SINCAM003281
ENSP00000356886	SINCAM005253
ENSP00000356899	SINCAM005256
ENSP00000356903	SINCAM005257
ENSP00000356906	SINCAM004197
ENSP00000356908	SINCAM921098
ENSP00000356918	SINCAM003132
ENSP00000356919	SINCAM005151
ENSP00000356920	SINCAM005185
ENSP00000356940	SINCAM003133
ENSP00000356951	SINCAM015998
ENSP00000356954	SINCAM003134
ENSP00000356972	SINCAM000421
ENSP00000356978	SINCAM014899
ENSP00000356985	SINCAM007738
ENSP00000356989	SINCAM011750
ENSP00000357005	SINCAM000893
ENSP00000357008	SINCAM016701
ENSP00000357025	SINCAM014672
ENSP00000357036	SINCAM014239
ENSP00000357047	SINCAM003138
ENSP00000357052	SINCAM922533
ENSP00000357057	SINCAM004327
ENSP00000357068	SINCAM010689
ENSP00000357069	SINCAM001787
ENSP00000357077	SINCAM014029
ENSP00000357087	SINCAM003028
ENSP00000357131	SINCAM003147
ENSP00000357167	SINCAM012481
ENSP00000357177	SINCAM006330
ENSP00000357196	SINCAM003153
ENSP00000357218	SINCAM012268
ENSP00000357283	SINCAM900101
ENSP00000357297	SINCAM921099
ENSP00000357304	SINCAM001233
ENSP00000357311	SINCAM921100
ENSP00000357320	SINCAM016063
ENSP00000357336	SINCAM923054
ENSP00000357341	SINCAM003164
ENSP00000357348	SINCAM003165
ENSP00000357402	SINCAM922431
ENSP00000357425	SINCAM003174
ENSP00000357429	SINCAM003175
ENSP00000357440	SINCAM003177
ENSP00000357453	SINCAM003185
ENSP00000357461	SINCAM000883
ENSP00000357474	SINCAM003187
ENSP00000357475	SINCAM900043
ENSP00000357480	SINCAM003189
ENSP00000357484	SINCAM003191
ENSP00000357494	SINCAM003193
ENSP00000357516	SINCAM900147
ENSP00000357535	SINCAM921840
ENSP00000357540	SINCAM921841
ENSP00000357545	SINCAM003223
ENSP00000357547	SINCAM921717
ENSP00000357552	SINCAM008885
ENSP00000357565	SINCAM003220
ENSP00000357575	SINCAM921879
ENSP00000357581	SINCAM007191
ENSP00000357583	SINCAM007192
ENSP00000357594	SINCAM003212
ENSP00000357603	SINCAM007195
ENSP00000357625	SINCAM007201
ENSP00000357631	SINCAM007203
ENSP00000357633	SINCAM007204
ENSP00000357637	SINCAM007206
ENSP00000357643	SINCAM007208
ENSP00000357645	SINCAM921106
ENSP00000357651	SINCAM003196
ENSP00000357660	SINCAM007210
ENSP00000357668	SINCAM007216
ENSP00000357669	SINCAM000937
ENSP00000357748	SINCAM007218
ENSP00000357750	SINCAM003381
ENSP00000357787	SINCAM007219
ENSP00000357798	SINCAM010154
ENSP00000357810	SINCAM001452
ENSP00000357811	SINCAM007222
ENSP00000357812	SINCAM017277
ENSP00000357823	SINCAM017278
ENSP00000357835	SINCAM007229
ENSP00000357836	SINCAM013270
ENSP00000357838	SINCAM007231
ENSP00000357840	SINCAM003379
ENSP00000357844	SINCAM003377
ENSP00000357858	SINCAM007236
ENSP00000357863	SINCAM921053
ENSP00000357869	SINCAM018095
ENSP00000357873	SINCAM007239
ENSP00000357880	SINCAM003375
ENSP00000357881	SINCAM007241
ENSP00000357882	SINCAM921882
ENSP00000357883	SINCAM012745
ENSP00000357905	SINCAM015989
ENSP00000357907	SINCAM003374
ENSP00000357915	SINCAM003372
ENSP00000357920	SINCAM003370
ENSP00000357928	SINCAM003368
ENSP00000357973	SINCAM003352
ENSP00000357980	SINCAM007243
ENSP00000357982	SINCAM003350
ENSP00000357986	SINCAM007245
ENSP00000357998	SINCAM003348
ENSP00000358001	SINCAM007249
ENSP00000358019	SINCAM007251
ENSP00000358022	SINCAM017013
ENSP00000358033	SINCAM921108
ENSP00000358039	SINCAM007252
ENSP00000358042	SINCAM014920
ENSP00000358059	SINCAM014921
ENSP00000358062	SINCAM014922
ENSP00000358064	SINCAM016899
ENSP00000358071	SINCAM007258
ENSP00000358072	SINCAM003232
ENSP00000358081	SINCAM007262
ENSP00000358089	SINCAM007263
ENSP00000358092	SINCAM014925
ENSP00000358099	SINCAM007264
ENSP00000358105	SINCAM900151
ENSP00000358106	SINCAM003235
ENSP00000358107	SINCAM001355
ENSP00000358140	SINCAM006869
ENSP00000358147	SINCAM006867
ENSP00000358159	SINCAM003241
ENSP00000358183	SINCAM006864
ENSP00000358207	SINCAM006856
ENSP00000358210	SINCAM003242
ENSP00000358211	SINCAM006851
ENSP00000358217	SINCAM003320
ENSP00000358233	SINCAM004444
ENSP00000358241	SINCAM004445
ENSP00000358242	SINCAM921127
ENSP00000358247	SINCAM003325
ENSP00000358251	SINCAM006843
ENSP00000358262	SINCAM004151
ENSP00000358265	SINCAM003328
ENSP00000358272	SINCAM003329
ENSP00000358283	SINCAM003331
ENSP00000358293	SINCAM007280
ENSP00000358301	SINCAM921891
ENSP00000358307	SINCAM007279
ENSP00000358309	SINCAM009062
ENSP00000358312	SINCAM017984
ENSP00000358314	SINCAM001136
ENSP00000358316	SINCAM007277
ENSP00000358327	SINCAM007275
ENSP00000358335	SINCAM003336
ENSP00000358358	SINCAM003338
ENSP00000358363	SINCAM005190
ENSP00000358374	SINCAM920978
ENSP00000358400	SINCAM003278
ENSP00000358413	SINCAM007269
ENSP00000358421	SINCAM004238
ENSP00000358423	SINCAM921117
ENSP00000358451	SINCAM004230
ENSP00000358454	SINCAM006422
ENSP00000358458	SINCAM921273
ENSP00000358460	SINCAM010797
ENSP00000358464	SINCAM006874
ENSP00000358466	SINCAM011018
ENSP00000358474	SINCAM010753
ENSP00000358478	SINCAM004226
ENSP00000358490	SINCAM921272
ENSP00000358495	SINCAM004225
ENSP00000358497	SINCAM003272
ENSP00000358512	SINCAM004330
ENSP00000358515	SINCAM004329
ENSP00000358532	SINCAM921807
ENSP00000358535	SINCAM012336
ENSP00000358541	SINCAM922537
ENSP00000358547	SINCAM010756
ENSP00000358548	SINCAM012320
ENSP00000358549	SINCAM003267
ENSP00000358554	SINCAM012317
ENSP00000358565	SINCAM003266
ENSP00000358571	SINCAM012303
ENSP00000358576	SINCAM012300
ENSP00000358582	SINCAM012301
ENSP00000358590	SINCAM003433
ENSP00000358595	SINCAM921145
ENSP00000358596	SINCAM006878
ENSP00000358616	SINCAM006879
ENSP00000358635	SINCAM003434
ENSP00000358674	SINCAM015906
ENSP00000358677	SINCAM003248
ENSP00000358695	SINCAM003243
ENSP00000358698	SINCAM012082
ENSP00000358703	SINCAM921781
ENSP00000358716	SINCAM012101
ENSP00000358718	SINCAM006885
ENSP00000358719	SINCAM004681
ENSP00000358723	SINCAM012099
ENSP00000358737	SINCAM012171
ENSP00000358753	SINCAM922505
ENSP00000358755	SINCAM012161
ENSP00000358762	SINCAM003261
ENSP00000358765	SINCAM921112
ENSP00000358770	SINCAM007315
ENSP00000358778	SINCAM012346
ENSP00000358783	SINCAM922434
ENSP00000358784	SINCAM012261
ENSP00000358786	SINCAM012259
ENSP00000358794	SINCAM012092
ENSP00000358795	SINCAM010117
ENSP00000358799	SINCAM012093
ENSP00000358802	SINCAM012094
ENSP00000358807	SINCAM012097
ENSP00000358810	SINCAM012098
ENSP00000358812	SINCAM007312
ENSP00000358813	SINCAM003257
ENSP00000358815	SINCAM010007
ENSP00000358831	SINCAM003256
ENSP00000358853	SINCAM003254
ENSP00000358854	SINCAM007311
ENSP00000358862	SINCAM007319
ENSP00000358865	SINCAM007318
ENSP00000358867	SINCAM012129
ENSP00000358880	SINCAM012085
ENSP00000358884	SINCAM922487
ENSP00000358894	SINCAM006818
ENSP00000358896	SINCAM921801
ENSP00000358902	SINCAM003070
ENSP00000358903	SINCAM921799
ENSP00000358909	SINCAM921800
ENSP00000358918	SINCAM006815
ENSP00000358921	SINCAM014293
ENSP00000358925	SINCAM012203
ENSP00000358945	SINCAM007190
ENSP00000358953	SINCAM006961
ENSP00000358956	SINCAM003249
ENSP00000358963	SINCAM003538
ENSP00000358965	SINCAM922512
ENSP00000358966	SINCAM003537
ENSP00000358967	SINCAM015229
ENSP00000358983	SINCAM921832
ENSP00000358988	SINCAM920869
ENSP00000358994	SINCAM003536
ENSP00000358997	SINCAM015232
ENSP00000358999	SINCAM922926
ENSP00000359000	SINCAM007064
ENSP00000359013	SINCAM922416
ENSP00000359019	SINCAM017362
ENSP00000359025	SINCAM005296
ENSP00000359034	SINCAM005297
ENSP00000359042	SINCAM005298
ENSP00000359049	SINCAM005299
ENSP00000359050	SINCAM007299
ENSP00000359052	SINCAM005300
ENSP00000359070	SINCAM002593
ENSP00000359073	SINCAM005304
ENSP00000359085	SINCAM005308
ENSP00000359095	SINCAM920870
ENSP00000359098	SINCAM922135
ENSP00000359114	SINCAM005310
ENSP00000359116	SINCAM922411
ENSP00000359119	SINCAM009737
ENSP00000359121	SINCAM005311
ENSP00000359127	SINCAM005109
ENSP00000359130	SINCAM005110
ENSP00000359132	SINCAM005111
ENSP00000359149	SINCAM007306
ENSP00000359151	SINCAM005116
ENSP00000359157	SINCAM005117
ENSP00000359160	SINCAM005118
ENSP00000359170	SINCAM007305
ENSP00000359171	SINCAM001015
ENSP00000359174	SINCAM005121
ENSP00000359181	SINCAM007304
ENSP00000359204	SINCAM005403
ENSP00000359211	SINCAM005400
ENSP00000359212	SINCAM007308
ENSP00000359215	SINCAM007310
ENSP00000359219	SINCAM007309
ENSP00000359221	SINCAM005398
ENSP00000359222	SINCAM005396
ENSP00000359224	SINCAM920899
ENSP00000359225	SINCAM920898
ENSP00000359233	SINCAM920896
ENSP00000359234	SINCAM006889
ENSP00000359240	SINCAM006890
ENSP00000359245	SINCAM005389
ENSP00000359258	SINCAM005387
ENSP00000359264	SINCAM005385
ENSP00000359292	SINCAM015536
ENSP00000359295	SINCAM005383
ENSP00000359297	SINCAM010768
ENSP00000359299	SINCAM920893
ENSP00000359300	SINCAM010769
ENSP00000359305	SINCAM005239
ENSP00000359321	SINCAM005381
ENSP00000359333	SINCAM005380
ENSP00000359337	SINCAM010701
ENSP00000359345	SINCAM005379
ENSP00000359357	SINCAM005377
ENSP00000359364	SINCAM922430
ENSP00000359371	SINCAM922429
ENSP00000359376	SINCAM922428
ENSP00000359378	SINCAM922278
ENSP00000359382	SINCAM000917
ENSP00000359385	SINCAM005375
ENSP00000359398	SINCAM921851
ENSP00000359403	SINCAM010905
ENSP00000359404	SINCAM005374
ENSP00000359410	SINCAM014450
ENSP00000359423	SINCAM010907
ENSP00000359424	SINCAM007023
ENSP00000359446	SINCAM921895
ENSP00000359449	SINCAM010912
ENSP00000359454	SINCAM005368
ENSP00000359464	SINCAM002891
ENSP00000359469	SINCAM005367
ENSP00000359474	SINCAM005366
ENSP00000359478	SINCAM007296
ENSP00000359483	SINCAM005362
ENSP00000359484	SINCAM002893
ENSP00000359489	SINCAM004714
ENSP00000359497	SINCAM014935
ENSP00000359505	SINCAM921067
ENSP00000359507	SINCAM007295
ENSP00000359512	SINCAM923049
ENSP00000359518	SINCAM017935
ENSP00000359520	SINCAM006829
ENSP00000359521	SINCAM922307
ENSP00000359526	SINCAM006827
ENSP00000359531	SINCAM005359
ENSP00000359532	SINCAM011868
ENSP00000359539	SINCAM006823
ENSP00000359540	SINCAM004206
ENSP00000359552	SINCAM005358
ENSP00000359563	SINCAM922761
ENSP00000359575	SINCAM005357
ENSP00000359581	SINCAM005356
ENSP00000359583	SINCAM006821
ENSP00000359603	SINCAM005352
ENSP00000359606	SINCAM005351
ENSP00000359607	SINCAM006830
ENSP00000359609	SINCAM002897
ENSP00000359612	SINCAM005347
ENSP00000359621	SINCAM920890
ENSP00000359629	SINCAM921803
ENSP00000359630	SINCAM002898
ENSP00000359635	SINCAM010877
ENSP00000359640	SINCAM920889
ENSP00000359660	SINCAM006838
ENSP00000359664	SINCAM920884
ENSP00000359668	SINCAM010866
ENSP00000359675	SINCAM920883
ENSP00000359680	SINCAM006840
ENSP00000359683	SINCAM007290
ENSP00000359685	SINCAM002907
ENSP00000359688	SINCAM005343
ENSP00000359691	SINCAM002909
ENSP00000359699	SINCAM005342
ENSP00000359719	SINCAM005339
ENSP00000359727	SINCAM002913
ENSP00000359729	SINCAM010861
ENSP00000359740	SINCAM002914
ENSP00000359768	SINCAM016359
ENSP00000359778	SINCAM005335
ENSP00000359787	SINCAM920882
ENSP00000359793	SINCAM920881
ENSP00000359799	SINCAM922848
ENSP00000359804	SINCAM005331
ENSP00000359819	SINCAM010859
ENSP00000359827	SINCAM920879
ENSP00000359829	SINCAM920878
ENSP00000359837	SINCAM920877
ENSP00000359848	SINCAM005327
ENSP00000359859	SINCAM012063
ENSP00000359866	SINCAM921750
ENSP00000359892	SINCAM005320
ENSP00000359899	SINCAM002925
ENSP00000359904	SINCAM005318
ENSP00000359910	SINCAM002690
ENSP00000359925	SINCAM002930
ENSP00000359939	SINCAM007286
ENSP00000359940	SINCAM922273
ENSP00000359942	SINCAM002933
ENSP00000359976	SINCAM005050
ENSP00000359982	SINCAM005051
ENSP00000359988	SINCAM005052
ENSP00000359990	SINCAM005053
ENSP00000360002	SINCAM002938
ENSP00000360021	SINCAM005059
ENSP00000360025	SINCAM920844
ENSP00000360031	SINCAM007322
ENSP00000360035	SINCAM011884
ENSP00000360054	SINCAM011879
ENSP00000360058	SINCAM920781
ENSP00000360065	SINCAM005069
ENSP00000360069	SINCAM011882
ENSP00000360076	SINCAM005070
ENSP00000360104	SINCAM005073
ENSP00000360107	SINCAM016201
ENSP00000360108	SINCAM005075
ENSP00000360112	SINCAM005077
ENSP00000360120	SINCAM005079
ENSP00000360124	SINCAM005080
ENSP00000360129	SINCAM005082
ENSP00000360138	SINCAM007287
ENSP00000360141	SINCAM011891
ENSP00000360147	SINCAM922283
ENSP00000360149	SINCAM005084
ENSP00000360154	SINCAM010795
ENSP00000360157	SINCAM001203
ENSP00000360163	SINCAM010940
ENSP00000360170	SINCAM005087
ENSP00000360181	SINCAM921403
ENSP00000360183	SINCAM011900
ENSP00000360184	SINCAM921817
ENSP00000360200	SINCAM005022
ENSP00000360216	SINCAM007183
ENSP00000360217	SINCAM003104
ENSP00000360222	SINCAM005023
ENSP00000360231	SINCAM012865
ENSP00000360242	SINCAM012449
ENSP00000360244	SINCAM920837
ENSP00000360247	SINCAM922962
ENSP00000360250	SINCAM921900
ENSP00000360252	SINCAM005028
ENSP00000360255	SINCAM921096
ENSP00000360262	SINCAM005032
ENSP00000360266	SINCAM005033
ENSP00000360268	SINCAM921901
ENSP00000360269	SINCAM003953
ENSP00000360270	SINCAM005037
ENSP00000360280	SINCAM920838
ENSP00000360281	SINCAM920839
ENSP00000360290	SINCAM005041
ENSP00000360293	SINCAM921809
ENSP00000360296	SINCAM920923
ENSP00000360310	SINCAM011886
ENSP00000360312	SINCAM005441
ENSP00000360316	SINCAM005440
ENSP00000360317	SINCAM011047
ENSP00000360320	SINCAM005439
ENSP00000360323	SINCAM005438
ENSP00000360327	SINCAM920911
ENSP00000360329	SINCAM920910
ENSP00000360365	SINCAM900244
ENSP00000360366	SINCAM005105
ENSP00000360371	SINCAM920847
ENSP00000360381	SINCAM005101
ENSP00000360398	SINCAM003115
ENSP00000360411	SINCAM001205
ENSP00000360412	SINCAM921873
ENSP00000360421	SINCAM005096
ENSP00000360423	SINCAM007756
ENSP00000360425	SINCAM003113
ENSP00000360431	SINCAM007157
ENSP00000360436	SINCAM003112
ENSP00000360464	SINCAM010923
ENSP00000360472	SINCAM007159
ENSP00000360473	SINCAM011958
ENSP00000360475	SINCAM007753
ENSP00000360483	SINCAM005091
ENSP00000360485	SINCAM010922
ENSP00000360488	SINCAM007160
ENSP00000360497	SINCAM013521
ENSP00000360498	SINCAM921478
ENSP00000360502	SINCAM007161
ENSP00000360515	SINCAM003108
ENSP00000360522	SINCAM007162
ENSP00000360525	SINCAM005046
ENSP00000360526	SINCAM011959
ENSP00000360530	SINCAM007776
ENSP00000360532	SINCAM003107
ENSP00000360540	SINCAM007163
ENSP00000360541	SINCAM005044
ENSP00000360549	SINCAM005043
ENSP00000360552	SINCAM922405
ENSP00000360560	SINCAM003745
ENSP00000360561	SINCAM007858
ENSP00000360569	SINCAM920840
ENSP00000360576	SINCAM007863
ENSP00000360577	SINCAM920914
ENSP00000360593	SINCAM005448
ENSP00000360608	SINCAM007849
ENSP00000360613	SINCAM922314
ENSP00000360623	SINCAM005499
ENSP00000360626	SINCAM011967
ENSP00000360635	SINCAM007763
ENSP00000360642	SINCAM005500
ENSP00000360644	SINCAM011968
ENSP00000360645	SINCAM007760
ENSP00000360652	SINCAM011015
ENSP00000360660	SINCAM007775
ENSP00000360664	SINCAM005502
ENSP00000360671	SINCAM922312
ENSP00000360672	SINCAM011971
ENSP00000360676	SINCAM013263
ENSP00000360682	SINCAM007772
ENSP00000360683	SINCAM011973
ENSP00000360688	SINCAM920930
ENSP00000360689	SINCAM007153
ENSP00000360690	SINCAM010891
ENSP00000360727	SINCAM007838
ENSP00000360730	SINCAM922299
