SINCAM011582	ENSLOCP00000000004
SINCAM015218	ENSLOCP00000012898
SINCAM009965	ENSLOCP00000012900
SINCAM004406	ENSLOCP00000012901
SINCAM005155	ENSLOCP00000012902
SINCAM012262	ENSLOCP00000012903
SINCAM006486	ENSLOCP00000012905
SINCAM000298	ENSLOCP00000012906
SINCAM002217	ENSLOCP00000012907
SINCAM013003	ENSLOCP00000012908
SINCAM922116	ENSLOCP00000012909
SINCAM004144	ENSLOCP00000012911
SINCAM005448	ENSLOCP00000012912
SINCAM001259	ENSLOCP00000012914
SINCAM922362	ENSLOCP00000012917
SINCAM000297	ENSLOCP00000012919
SINCAM004145	ENSLOCP00000012920
SINCAM009583	ENSLOCP00000012923
SINCAM920614	ENSLOCP00000012924
SINCAM011453	ENSLOCP00000012925
SINCAM005449	ENSLOCP00000012927
SINCAM002216	ENSLOCP00000012928
SINCAM000296	ENSLOCP00000012929
SINCAM012263	ENSLOCP00000012931
SINCAM010213	ENSLOCP00000012932
SINCAM015216	ENSLOCP00000012934
SINCAM920615	ENSLOCP00000012935
SINCAM920673	ENSLOCP00000012938
SINCAM006502	ENSLOCP00000012939
SINCAM004149	ENSLOCP00000012942
SINCAM006249	ENSLOCP00000012943
SINCAM009584	ENSLOCP00000012945
SINCAM008509	ENSLOCP00000012947
SINCAM920749	ENSLOCP00000012949
SINCAM004404	ENSLOCP00000012950
SINCAM000295	ENSLOCP00000012951
SINCAM009929	ENSLOCP00000012952
SINCAM001717	ENSLOCP00000012955
SINCAM922117	ENSLOCP00000012956
SINCAM014788	ENSLOCP00000012959
SINCAM009928	ENSLOCP00000012960
SINCAM004722	ENSLOCP00000012961
SINCAM004151	ENSLOCP00000012962
SINCAM001261	ENSLOCP00000012963
SINCAM000292	ENSLOCP00000012964
SINCAM002213	ENSLOCP00000012967
SINCAM000291	ENSLOCP00000012968
SINCAM005252	ENSLOCP00000012969
SINCAM001262	ENSLOCP00000012971
SINCAM922530	ENSLOCP00000012972
SINCAM000290	ENSLOCP00000012975
SINCAM009927	ENSLOCP00000012976
SINCAM005472	ENSLOCP00000012977
SINCAM008100	ENSLOCP00000012981
SINCAM000289	ENSLOCP00000012982
SINCAM001263	ENSLOCP00000012984
SINCAM010190	ENSLOCP00000012985
SINCAM008508	ENSLOCP00000012986
SINCAM001661	ENSLOCP00000012987
SINCAM006309	ENSLOCP00000012988
SINCAM009586	ENSLOCP00000012989
SINCAM002209	ENSLOCP00000012990
SINCAM005471	ENSLOCP00000012991
SINCAM002215	ENSLOCP00000012996
SINCAM005470	ENSLOCP00000012998
SINCAM010189	ENSLOCP00000012999
SINCAM921255	ENSLOCP00000013000
SINCAM009587	ENSLOCP00000013001
SINCAM016472	ENSLOCP00000013002
SINCAM000288	ENSLOCP00000013003
SINCAM001264	ENSLOCP00000013005
SINCAM922526	ENSLOCP00000013006
SINCAM920916	ENSLOCP00000013009
SINCAM004717	ENSLOCP00000013010
SINCAM004159	ENSLOCP00000013012
SINCAM010188	ENSLOCP00000013013
SINCAM920959	ENSLOCP00000013015
SINCAM920473	ENSLOCP00000013016
SINCAM001265	ENSLOCP00000013017
SINCAM009868	ENSLOCP00000013018
SINCAM015261	ENSLOCP00000013019
SINCAM010187	ENSLOCP00000013021
SINCAM004716	ENSLOCP00000013022
SINCAM005454	ENSLOCP00000013024
SINCAM000283	ENSLOCP00000013030
SINCAM008510	ENSLOCP00000013031
SINCAM002208	ENSLOCP00000013032
SINCAM009869	ENSLOCP00000013035
SINCAM922359	ENSLOCP00000013037
SINCAM001266	ENSLOCP00000013038
SINCAM006311	ENSLOCP00000013039
SINCAM002765	ENSLOCP00000013041
SINCAM000282	ENSLOCP00000013043
SINCAM001695	ENSLOCP00000013044
SINCAM009870	ENSLOCP00000013046
SINCAM012338	ENSLOCP00000013048
SINCAM921257	ENSLOCP00000013049
SINCAM001541	ENSLOCP00000013051
SINCAM002207	ENSLOCP00000013052
SINCAM920489	ENSLOCP00000013053
SINCAM012336	ENSLOCP00000013055
SINCAM008502	ENSLOCP00000013056
SINCAM000411	ENSLOCP00000013057
SINCAM921256	ENSLOCP00000013061
SINCAM001698	ENSLOCP00000013064
SINCAM000415	ENSLOCP00000013065
SINCAM009902	ENSLOCP00000013066
SINCAM011740	ENSLOCP00000013068
SINCAM010184	ENSLOCP00000013069
SINCAM004468	ENSLOCP00000013071
SINCAM015252	ENSLOCP00000013074
SINCAM009926	ENSLOCP00000013077
SINCAM000134	ENSLOCP00000013078
SINCAM002025	ENSLOCP00000013079
SINCAM009901	ENSLOCP00000013080
SINCAM008049	ENSLOCP00000013081
SINCAM000416	ENSLOCP00000013082
SINCAM001696	ENSLOCP00000013083
SINCAM012273	ENSLOCP00000013085
SINCAM002024	ENSLOCP00000013089
SINCAM002171	ENSLOCP00000013091
SINCAM000133	ENSLOCP00000013093
SINCAM004728	ENSLOCP00000013094
SINCAM009930	ENSLOCP00000013097
SINCAM002172	ENSLOCP00000013099
SINCAM000418	ENSLOCP00000013101
SINCAM009900	ENSLOCP00000013102
SINCAM008048	ENSLOCP00000013103
SINCAM000131	ENSLOCP00000013104
SINCAM012406	ENSLOCP00000013105
SINCAM009931	ENSLOCP00000013107
SINCAM002023	ENSLOCP00000013108
SINCAM009899	ENSLOCP00000013111
SINCAM008047	ENSLOCP00000013112
SINCAM012271	ENSLOCP00000013114
SINCAM002022	ENSLOCP00000013118
SINCAM009932	ENSLOCP00000013119
SINCAM000419	ENSLOCP00000013120
SINCAM004051	ENSLOCP00000013123
SINCAM008046	ENSLOCP00000013125
SINCAM006488	ENSLOCP00000013126
SINCAM004792	ENSLOCP00000013128
SINCAM012407	ENSLOCP00000013129
SINCAM000132	ENSLOCP00000013130
SINCAM009768	ENSLOCP00000013131
SINCAM006491	ENSLOCP00000013133
SINCAM920490	ENSLOCP00000013135
SINCAM002173	ENSLOCP00000013136
SINCAM922531	ENSLOCP00000013138
SINCAM008044	ENSLOCP00000013140
SINCAM000423	ENSLOCP00000013141
SINCAM920748	ENSLOCP00000013143
SINCAM006492	ENSLOCP00000013144
SINCAM012269	ENSLOCP00000013145
SINCAM000130	ENSLOCP00000013146
SINCAM009767	ENSLOCP00000013147
SINCAM922643	ENSLOCP00000013149
SINCAM012631	ENSLOCP00000013150
SINCAM006494	ENSLOCP00000013151
SINCAM000522	ENSLOCP00000013152
SINCAM000424	ENSLOCP00000013153
SINCAM012341	ENSLOCP00000013156
SINCAM004052	ENSLOCP00000013157
SINCAM002174	ENSLOCP00000013158
SINCAM002107	ENSLOCP00000013159
SINCAM008043	ENSLOCP00000013160
SINCAM921240	ENSLOCP00000013163
SINCAM012447	ENSLOCP00000013164
SINCAM000425	ENSLOCP00000013165
SINCAM012300	ENSLOCP00000013166
SINCAM004794	ENSLOCP00000013169
SINCAM012183	ENSLOCP00000013172
SINCAM002175	ENSLOCP00000013173
SINCAM009765	ENSLOCP00000013174
SINCAM000426	ENSLOCP00000013175
SINCAM003490	ENSLOCP00000013176
SINCAM012448	ENSLOCP00000013177
SINCAM004054	ENSLOCP00000013178
SINCAM012184	ENSLOCP00000013181
SINCAM004795	ENSLOCP00000013184
SINCAM922144	ENSLOCP00000013185
SINCAM010006	ENSLOCP00000013191
SINCAM004128	ENSLOCP00000013192
SINCAM018108	ENSLOCP00000013195
SINCAM004796	ENSLOCP00000013196
SINCAM015211	ENSLOCP00000013197
SINCAM002106	ENSLOCP00000013198
SINCAM011550	ENSLOCP00000013201
SINCAM009750	ENSLOCP00000013202
SINCAM012185	ENSLOCP00000013206
SINCAM000129	ENSLOCP00000013207
SINCAM000635	ENSLOCP00000013208
SINCAM003556	ENSLOCP00000013209
SINCAM010005	ENSLOCP00000013210
SINCAM000118	ENSLOCP00000013211
SINCAM004129	ENSLOCP00000013215
SINCAM008515	ENSLOCP00000013217
SINCAM002105	ENSLOCP00000013218
SINCAM006530	ENSLOCP00000013219
SINCAM012438	ENSLOCP00000013220
SINCAM009719	ENSLOCP00000013221
SINCAM008514	ENSLOCP00000013222
SINCAM001637	ENSLOCP00000013223
SINCAM010141	ENSLOCP00000013225
SINCAM002104	ENSLOCP00000013226
SINCAM000109	ENSLOCP00000013227
SINCAM010115	ENSLOCP00000013228
SINCAM004798	ENSLOCP00000013229
SINCAM014675	ENSLOCP00000013230
SINCAM009747	ENSLOCP00000013235
SINCAM921576	ENSLOCP00000013236
SINCAM000711	ENSLOCP00000013237
SINCAM002103	ENSLOCP00000013238
SINCAM004130	ENSLOCP00000013240
SINCAM001732	ENSLOCP00000013241
SINCAM000156	ENSLOCP00000013242
SINCAM012437	ENSLOCP00000013243
SINCAM012394	ENSLOCP00000013247
SINCAM010140	ENSLOCP00000013249
SINCAM000710	ENSLOCP00000013250
SINCAM002101	ENSLOCP00000013252
SINCAM001730	ENSLOCP00000013253
SINCAM012154	ENSLOCP00000013256
SINCAM004136	ENSLOCP00000013257
SINCAM004799	ENSLOCP00000013258
SINCAM006531	ENSLOCP00000013259
SINCAM002100	ENSLOCP00000013262
SINCAM010139	ENSLOCP00000013263
SINCAM921580	ENSLOCP00000013266
SINCAM008512	ENSLOCP00000013267
SINCAM012397	ENSLOCP00000013268
SINCAM010118	ENSLOCP00000013269
SINCAM000111	ENSLOCP00000013270
SINCAM004021	ENSLOCP00000013273
SINCAM010091	ENSLOCP00000013274
SINCAM004800	ENSLOCP00000013277
SINCAM016348	ENSLOCP00000013281
SINCAM000112	ENSLOCP00000013282
SINCAM010090	ENSLOCP00000013283
SINCAM000708	ENSLOCP00000013287
SINCAM012398	ENSLOCP00000013289
SINCAM006541	ENSLOCP00000013292
SINCAM922140	ENSLOCP00000013293
SINCAM000113	ENSLOCP00000013294
SINCAM000707	ENSLOCP00000013297
SINCAM008041	ENSLOCP00000013300
SINCAM922625	ENSLOCP00000013301
SINCAM010088	ENSLOCP00000013302
SINCAM006540	ENSLOCP00000013303
SINCAM009100	ENSLOCP00000013304
SINCAM000116	ENSLOCP00000013306
SINCAM008040	ENSLOCP00000013309
SINCAM009756	ENSLOCP00000013310
SINCAM001728	ENSLOCP00000013311
SINCAM000706	ENSLOCP00000013312
SINCAM012402	ENSLOCP00000013315
SINCAM004804	ENSLOCP00000013317
SINCAM008039	ENSLOCP00000013318
SINCAM014141	ENSLOCP00000013321
SINCAM012403	ENSLOCP00000013322
SINCAM002827	ENSLOCP00000013324
SINCAM000705	ENSLOCP00000013328
SINCAM921542	ENSLOCP00000013329
SINCAM012411	ENSLOCP00000013330
SINCAM010195	ENSLOCP00000013333
SINCAM001294	ENSLOCP00000013334
SINCAM001727	ENSLOCP00000013336
SINCAM004805	ENSLOCP00000013337
SINCAM009755	ENSLOCP00000013339
SINCAM008466	ENSLOCP00000013341
SINCAM922203	ENSLOCP00000013342
SINCAM002099	ENSLOCP00000013346
SINCAM000704	ENSLOCP00000013348
SINCAM009754	ENSLOCP00000013349
SINCAM001293	ENSLOCP00000013350
SINCAM001726	ENSLOCP00000013356
SINCAM002098	ENSLOCP00000013357
SINCAM004806	ENSLOCP00000013358
SINCAM006341	ENSLOCP00000013359
SINCAM920753	ENSLOCP00000013368
SINCAM010022	ENSLOCP00000013370
SINCAM001725	ENSLOCP00000013373
SINCAM002097	ENSLOCP00000013377
SINCAM000702	ENSLOCP00000013378
SINCAM012691	ENSLOCP00000013380
SINCAM004807	ENSLOCP00000013381
SINCAM006284	ENSLOCP00000013382
SINCAM010021	ENSLOCP00000013385
SINCAM012192	ENSLOCP00000013386
SINCAM001292	ENSLOCP00000013387
SINCAM002095	ENSLOCP00000013389
SINCAM920519	ENSLOCP00000013390
SINCAM922353	ENSLOCP00000013391
SINCAM921687	ENSLOCP00000013394
SINCAM009749	ENSLOCP00000013395
SINCAM001723	ENSLOCP00000013397
SINCAM004808	ENSLOCP00000013399
SINCAM001290	ENSLOCP00000013403
SINCAM006283	ENSLOCP00000013405
SINCAM004809	ENSLOCP00000013407
SINCAM000701	ENSLOCP00000013408
SINCAM002094	ENSLOCP00000013409
SINCAM001289	ENSLOCP00000013410
SINCAM006314	ENSLOCP00000013412
SINCAM012128	ENSLOCP00000013414
SINCAM012690	ENSLOCP00000013417
SINCAM004810	ENSLOCP00000013418
SINCAM010163	ENSLOCP00000013419
SINCAM008468	ENSLOCP00000013420
SINCAM010164	ENSLOCP00000013422
SINCAM001722	ENSLOCP00000013425
SINCAM001288	ENSLOCP00000013427
SINCAM012189	ENSLOCP00000013430
SINCAM009640	ENSLOCP00000013432
SINCAM921689	ENSLOCP00000013433
SINCAM006316	ENSLOCP00000013437
SINCAM001721	ENSLOCP00000013438
SINCAM012689	ENSLOCP00000013439
SINCAM009642	ENSLOCP00000013441
SINCAM004222	ENSLOCP00000013442
SINCAM002093	ENSLOCP00000013444
SINCAM010165	ENSLOCP00000013445
SINCAM001462	ENSLOCP00000013447
SINCAM012688	ENSLOCP00000013448
SINCAM000698	ENSLOCP00000013449
SINCAM012687	ENSLOCP00000013456
SINCAM000697	ENSLOCP00000013457
SINCAM002092	ENSLOCP00000013460
SINCAM004238	ENSLOCP00000013462
SINCAM010182	ENSLOCP00000013464
SINCAM012686	ENSLOCP00000013465
SINCAM920790	ENSLOCP00000013466
SINCAM922538	ENSLOCP00000013467
SINCAM010269	ENSLOCP00000013469
SINCAM000696	ENSLOCP00000013470
SINCAM002298	ENSLOCP00000013471
SINCAM002088	ENSLOCP00000013473
SINCAM920791	ENSLOCP00000013475
SINCAM012076	ENSLOCP00000013476
SINCAM015696	ENSLOCP00000013477
SINCAM001358	ENSLOCP00000013479
SINCAM004024	ENSLOCP00000013480
SINCAM008470	ENSLOCP00000013482
SINCAM000695	ENSLOCP00000013484
SINCAM010271	ENSLOCP00000013486
SINCAM006298	ENSLOCP00000013487
SINCAM920792	ENSLOCP00000013490
SINCAM000694	ENSLOCP00000013491
SINCAM002089	ENSLOCP00000013492
SINCAM010273	ENSLOCP00000013493
SINCAM921690	ENSLOCP00000013494
SINCAM900147	ENSLOCP00000013495
SINCAM004233	ENSLOCP00000013496
SINCAM004023	ENSLOCP00000013502
SINCAM002090	ENSLOCP00000013503
SINCAM010274	ENSLOCP00000013504
SINCAM012075	ENSLOCP00000013506
SINCAM000693	ENSLOCP00000013508
SINCAM004234	ENSLOCP00000013509
SINCAM006321	ENSLOCP00000013510
SINCAM008471	ENSLOCP00000013511
SINCAM012684	ENSLOCP00000013512
SINCAM012074	ENSLOCP00000013514
SINCAM002091	ENSLOCP00000013515
SINCAM000692	ENSLOCP00000013517
SINCAM921544	ENSLOCP00000013520
SINCAM001211	ENSLOCP00000013521
SINCAM008472	ENSLOCP00000013522
SINCAM002490	ENSLOCP00000013524
SINCAM004022	ENSLOCP00000013526
SINCAM002087	ENSLOCP00000013527
SINCAM012073	ENSLOCP00000013529
SINCAM004235	ENSLOCP00000013530
SINCAM000691	ENSLOCP00000013532
SINCAM010262	ENSLOCP00000013533
SINCAM002492	ENSLOCP00000013535
SINCAM922498	ENSLOCP00000013537
SINCAM006013	ENSLOCP00000013539
SINCAM010263	ENSLOCP00000013540
SINCAM009643	ENSLOCP00000013541
SINCAM000690	ENSLOCP00000013543
SINCAM004237	ENSLOCP00000013545
SINCAM012683	ENSLOCP00000013546
SINCAM001209	ENSLOCP00000013547
SINCAM002086	ENSLOCP00000013551
SINCAM012210	ENSLOCP00000013554
SINCAM010264	ENSLOCP00000013557
SINCAM002085	ENSLOCP00000013562
SINCAM922513	ENSLOCP00000013563
SINCAM006539	ENSLOCP00000013564
SINCAM922884	ENSLOCP00000013565
SINCAM002828	ENSLOCP00000013568
SINCAM001207	ENSLOCP00000013569
SINCAM011150	ENSLOCP00000013570
SINCAM012682	ENSLOCP00000013571
SINCAM009646	ENSLOCP00000013572
SINCAM000868	ENSLOCP00000013573
SINCAM002084	ENSLOCP00000013574
SINCAM006537	ENSLOCP00000013576
SINCAM004231	ENSLOCP00000013577
SINCAM015212	ENSLOCP00000013578
SINCAM001206	ENSLOCP00000013579
SINCAM012213	ENSLOCP00000013580
SINCAM010199	ENSLOCP00000013581
SINCAM009647	ENSLOCP00000013582
SINCAM002083	ENSLOCP00000013585
SINCAM012681	ENSLOCP00000013586
SINCAM009649	ENSLOCP00000013590
SINCAM001204	ENSLOCP00000013592
SINCAM015213	ENSLOCP00000013594
SINCAM000870	ENSLOCP00000013595
SINCAM922206	ENSLOCP00000013598
SINCAM920606	ENSLOCP00000013601
SINCAM002493	ENSLOCP00000013603
SINCAM004230	ENSLOCP00000013607
SINCAM009650	ENSLOCP00000013608
SINCAM004461	ENSLOCP00000013610
SINCAM920605	ENSLOCP00000013613
SINCAM000941	ENSLOCP00000013614
SINCAM002494	ENSLOCP00000013616
SINCAM002082	ENSLOCP00000013617
SINCAM012440	ENSLOCP00000013620
SINCAM006619	ENSLOCP00000013621
SINCAM004462	ENSLOCP00000013622
SINCAM004229	ENSLOCP00000013623
SINCAM000942	ENSLOCP00000013624
SINCAM922376	ENSLOCP00000013625
SINCAM009651	ENSLOCP00000013628
SINCAM001201	ENSLOCP00000013631
SINCAM008333	ENSLOCP00000013633
SINCAM900188	ENSLOCP00000013634
SINCAM002495	ENSLOCP00000013635
SINCAM004227	ENSLOCP00000013636
SINCAM002081	ENSLOCP00000013638
SINCAM014715	ENSLOCP00000013640
SINCAM009652	ENSLOCP00000013643
SINCAM010277	ENSLOCP00000013645
SINCAM001199	ENSLOCP00000013647
SINCAM900189	ENSLOCP00000013648
SINCAM008335	ENSLOCP00000013650
SINCAM012215	ENSLOCP00000013651
SINCAM002080	ENSLOCP00000013652
SINCAM009842	ENSLOCP00000013653
SINCAM011197	ENSLOCP00000013654
SINCAM012443	ENSLOCP00000013657
SINCAM001198	ENSLOCP00000013664
SINCAM012633	ENSLOCP00000013665
SINCAM013395	ENSLOCP00000013666
SINCAM008336	ENSLOCP00000013668
SINCAM009456	ENSLOCP00000013669
SINCAM014716	ENSLOCP00000013671
SINCAM012431	ENSLOCP00000013672
SINCAM900190	ENSLOCP00000013673
SINCAM002076	ENSLOCP00000013674
SINCAM009877	ENSLOCP00000013675
SINCAM001197	ENSLOCP00000013676
SINCAM002497	ENSLOCP00000013677
SINCAM006096	ENSLOCP00000013678
SINCAM004050	ENSLOCP00000013679
SINCAM014718	ENSLOCP00000013680
SINCAM010276	ENSLOCP00000013681
SINCAM008338	ENSLOCP00000013682
SINCAM004226	ENSLOCP00000013685
SINCAM001196	ENSLOCP00000013687
SINCAM012621	ENSLOCP00000013689
SINCAM009854	ENSLOCP00000013690
SINCAM002498	ENSLOCP00000013692
SINCAM012195	ENSLOCP00000013693
SINCAM920740	ENSLOCP00000013694
SINCAM920647	ENSLOCP00000013695
SINCAM000804	ENSLOCP00000013697
SINCAM010275	ENSLOCP00000013699
SINCAM008339	ENSLOCP00000013700
SINCAM012622	ENSLOCP00000013701
SINCAM002118	ENSLOCP00000013704
SINCAM010026	ENSLOCP00000013706
SINCAM004225	ENSLOCP00000013708
SINCAM012196	ENSLOCP00000013710
SINCAM920646	ENSLOCP00000013711
SINCAM009855	ENSLOCP00000013713
SINCAM920743	ENSLOCP00000013715
SINCAM922776	ENSLOCP00000013717
SINCAM012628	ENSLOCP00000013718
SINCAM002075	ENSLOCP00000013720
SINCAM001447	ENSLOCP00000013723
SINCAM009857	ENSLOCP00000013724
SINCAM922511	ENSLOCP00000013725
SINCAM922371	ENSLOCP00000013726
SINCAM012439	ENSLOCP00000013727
SINCAM000801	ENSLOCP00000013728
SINCAM014720	ENSLOCP00000013730
SINCAM008340	ENSLOCP00000013731
SINCAM001446	ENSLOCP00000013732
SINCAM920742	ENSLOCP00000013733
SINCAM922370	ENSLOCP00000013734
SINCAM002073	ENSLOCP00000013735
SINCAM008341	ENSLOCP00000013739
SINCAM002116	ENSLOCP00000013741
SINCAM009858	ENSLOCP00000013743
SINCAM002072	ENSLOCP00000013744
SINCAM922369	ENSLOCP00000013745
SINCAM014733	ENSLOCP00000013747
SINCAM004223	ENSLOCP00000013748
SINCAM009849	ENSLOCP00000013749
SINCAM012408	ENSLOCP00000013751
SINCAM014889	ENSLOCP00000013753
SINCAM922368	ENSLOCP00000013754
SINCAM012629	ENSLOCP00000013759
SINCAM012209	ENSLOCP00000013760
SINCAM000429	ENSLOCP00000013763
SINCAM001443	ENSLOCP00000013764
SINCAM922367	ENSLOCP00000013765
SINCAM002070	ENSLOCP00000013768
SINCAM008342	ENSLOCP00000013769
SINCAM011388	ENSLOCP00000013772
SINCAM001442	ENSLOCP00000013775
SINCAM014757	ENSLOCP00000013777
SINCAM002115	ENSLOCP00000013778
SINCAM921302	ENSLOCP00000013779
SINCAM000428	ENSLOCP00000013780
SINCAM002068	ENSLOCP00000013781
SINCAM922448	ENSLOCP00000013782
SINCAM922365	ENSLOCP00000013783
SINCAM012703	ENSLOCP00000013784
SINCAM008343	ENSLOCP00000013788
SINCAM010258	ENSLOCP00000013789
SINCAM002066	ENSLOCP00000013791
SINCAM000427	ENSLOCP00000013794
SINCAM922784	ENSLOCP00000013796
SINCAM000075	ENSLOCP00000013800
SINCAM012205	ENSLOCP00000013802
SINCAM922783	ENSLOCP00000013803
SINCAM006921	ENSLOCP00000013805
SINCAM012706	ENSLOCP00000013806
SINCAM002300	ENSLOCP00000013807
SINCAM900183	ENSLOCP00000013808
SINCAM005323	ENSLOCP00000013810
SINCAM002065	ENSLOCP00000013811
SINCAM000141	ENSLOCP00000013813
SINCAM004331	ENSLOCP00000013814
SINCAM008193	ENSLOCP00000013816
SINCAM012609	ENSLOCP00000013817
SINCAM004330	ENSLOCP00000013819
SINCAM005123	ENSLOCP00000013820
SINCAM012608	ENSLOCP00000013821
SINCAM000142	ENSLOCP00000013822
SINCAM008112	ENSLOCP00000013823
SINCAM900184	ENSLOCP00000013826
SINCAM004329	ENSLOCP00000013827
SINCAM921817	ENSLOCP00000013828
SINCAM921588	ENSLOCP00000013832
SINCAM921816	ENSLOCP00000013833
SINCAM012607	ENSLOCP00000013836
SINCAM012119	ENSLOCP00000013837
SINCAM002302	ENSLOCP00000013839
SINCAM008113	ENSLOCP00000013841
SINCAM002062	ENSLOCP00000013842
SINCAM900185	ENSLOCP00000013843
SINCAM000084	ENSLOCP00000013845
SINCAM012606	ENSLOCP00000013846
SINCAM004477	ENSLOCP00000013847
SINCAM012171	ENSLOCP00000013848
SINCAM007105	ENSLOCP00000013852
SINCAM014725	ENSLOCP00000013853
SINCAM002060	ENSLOCP00000013854
SINCAM008114	ENSLOCP00000013858
SINCAM004478	ENSLOCP00000013859
SINCAM012179	ENSLOCP00000013862
SINCAM002059	ENSLOCP00000013864
SINCAM920540	ENSLOCP00000013869
SINCAM001926	ENSLOCP00000013870
SINCAM001426	ENSLOCP00000013872
SINCAM002058	ENSLOCP00000013874
SINCAM008115	ENSLOCP00000013875
SINCAM014763	ENSLOCP00000013876
SINCAM008116	ENSLOCP00000013881
SINCAM004479	ENSLOCP00000013882
SINCAM001925	ENSLOCP00000013883
SINCAM002057	ENSLOCP00000013884
SINCAM922508	ENSLOCP00000013885
SINCAM012176	ENSLOCP00000013889
SINCAM001428	ENSLOCP00000013891
SINCAM002056	ENSLOCP00000013892
SINCAM000790	ENSLOCP00000013893
SINCAM008117	ENSLOCP00000013895
SINCAM920668	ENSLOCP00000013896
SINCAM004480	ENSLOCP00000013897
SINCAM007103	ENSLOCP00000013900
SINCAM000069	ENSLOCP00000013901
SINCAM012175	ENSLOCP00000013902
SINCAM002055	ENSLOCP00000013905
SINCAM922655	ENSLOCP00000013907
SINCAM000791	ENSLOCP00000013908
SINCAM000070	ENSLOCP00000013910
SINCAM008120	ENSLOCP00000013912
SINCAM001686	ENSLOCP00000013913
SINCAM002054	ENSLOCP00000013914
SINCAM007102	ENSLOCP00000013915
SINCAM014802	ENSLOCP00000013917
SINCAM004481	ENSLOCP00000013918
SINCAM000872	ENSLOCP00000013922
SINCAM002053	ENSLOCP00000013926
SINCAM008119	ENSLOCP00000013928
SINCAM012172	ENSLOCP00000013931
SINCAM010228	ENSLOCP00000013932
SINCAM920604	ENSLOCP00000013933
SINCAM007101	ENSLOCP00000013934
SINCAM920548	ENSLOCP00000013935
SINCAM014803	ENSLOCP00000013937
SINCAM004482	ENSLOCP00000013939
SINCAM001687	ENSLOCP00000013941
SINCAM008121	ENSLOCP00000013942
SINCAM005095	ENSLOCP00000013943
SINCAM004484	ENSLOCP00000013944
SINCAM014760	ENSLOCP00000013945
SINCAM009957	ENSLOCP00000013946
SINCAM000984	ENSLOCP00000013948
SINCAM007100	ENSLOCP00000013950
SINCAM008122	ENSLOCP00000013951
SINCAM002052	ENSLOCP00000013952
SINCAM004485	ENSLOCP00000013954
SINCAM001193	ENSLOCP00000013955
SINCAM009956	ENSLOCP00000013956
SINCAM922786	ENSLOCP00000013957
SINCAM012182	ENSLOCP00000013962
SINCAM001688	ENSLOCP00000013965
SINCAM001192	ENSLOCP00000013966
SINCAM920433	ENSLOCP00000013968
SINCAM006850	ENSLOCP00000013972
SINCAM001471	ENSLOCP00000013973
SINCAM004486	ENSLOCP00000013978
SINCAM013501	ENSLOCP00000013979
SINCAM007265	ENSLOCP00000013980
SINCAM012409	ENSLOCP00000013981
SINCAM921203	ENSLOCP00000013984
SINCAM002051	ENSLOCP00000013987
SINCAM920434	ENSLOCP00000013989
SINCAM921635	ENSLOCP00000013995
SINCAM014726	ENSLOCP00000013996
SINCAM004488	ENSLOCP00000013998
SINCAM001461	ENSLOCP00000013999
SINCAM922496	ENSLOCP00000014000
SINCAM007264	ENSLOCP00000014001
SINCAM010279	ENSLOCP00000014002
SINCAM008127	ENSLOCP00000014005
SINCAM013511	ENSLOCP00000014007
SINCAM922785	ENSLOCP00000014008
SINCAM014952	ENSLOCP00000014009
SINCAM017277	ENSLOCP00000014010
SINCAM014948	ENSLOCP00000014014
SINCAM004489	ENSLOCP00000014015
SINCAM013510	ENSLOCP00000014017
SINCAM009378	ENSLOCP00000014020
SINCAM012158	ENSLOCP00000014021
SINCAM010280	ENSLOCP00000014022
SINCAM008129	ENSLOCP00000014023
SINCAM002260	ENSLOCP00000014025
SINCAM007263	ENSLOCP00000014026
SINCAM920625	ENSLOCP00000014027
SINCAM014947	ENSLOCP00000014028
SINCAM920545	ENSLOCP00000014029
SINCAM013509	ENSLOCP00000014030
SINCAM012410	ENSLOCP00000014031
SINCAM002259	ENSLOCP00000014032
SINCAM010281	ENSLOCP00000014033
SINCAM007262	ENSLOCP00000014034
SINCAM013508	ENSLOCP00000014035
SINCAM922789	ENSLOCP00000014036
SINCAM002050	ENSLOCP00000014037
SINCAM008131	ENSLOCP00000014038
SINCAM001033	ENSLOCP00000014039
SINCAM004490	ENSLOCP00000014043
SINCAM002258	ENSLOCP00000014045
SINCAM010282	ENSLOCP00000014047
SINCAM007260	ENSLOCP00000014049
SINCAM008130	ENSLOCP00000014050
SINCAM001032	ENSLOCP00000014051
SINCAM000840	ENSLOCP00000014052
SINCAM002049	ENSLOCP00000014054
SINCAM002257	ENSLOCP00000014055
SINCAM012638	ENSLOCP00000014056
SINCAM922373	ENSLOCP00000014059
SINCAM013409	ENSLOCP00000014061
SINCAM000104	ENSLOCP00000014062
SINCAM012345	ENSLOCP00000014063
SINCAM002256	ENSLOCP00000014064
SINCAM008132	ENSLOCP00000014065
SINCAM007259	ENSLOCP00000014066
SINCAM014732	ENSLOCP00000014067
SINCAM922374	ENSLOCP00000014068
SINCAM012346	ENSLOCP00000014069
SINCAM013410	ENSLOCP00000014071
SINCAM001030	ENSLOCP00000014072
SINCAM007258	ENSLOCP00000014074
SINCAM920438	ENSLOCP00000014076
SINCAM000976	ENSLOCP00000014078
SINCAM012422	ENSLOCP00000014079
SINCAM010284	ENSLOCP00000014082
SINCAM009376	ENSLOCP00000014083
SINCAM010285	ENSLOCP00000014087
