ENSGALP00000038461	fgenesh2_pg.scaffold_351000043
ENSGALP00000009922	estExt_GenewiseH_1.C_3400064
ENSGALP00000042973	estExt_GenewiseH_1.C_3410022
ENSGALP00000041121	estExt_GenewiseH_1.C_3410022
ENSGALP00000016812	estExt_GenewiseH_1.C_3420010
ENSGALP00000015781	estExt_GenewiseH_1.C_3460062
ENSGALP00000019831	estExt_GenewiseH_1.C_3470056
ENSGALP00000014741	estExt_GenewiseH_1.C_3470066
ENSGALP00000013993	estExt_GenewiseH_1.C_3470066
ENSGALP00000019690	estExt_GenewiseH_1.C_3470075
ENSGALP00000033119	estExt_GenewiseH_1.C_3490057
ENSGALP00000040601	estExt_GenewiseH_1.C_3490057
ENSGALP00000008663	estExt_GenewiseH_1.C_3490066
ENSGALP00000002960	estExt_GenewiseH_1.C_3490066
ENSGALP00000006123	estExt_GenewiseH_1.C_3490084
ENSGALP00000018029	estExt_GenewiseH_1.C_3510070
ENSGALP00000027820	estExt_GenewiseH_1.C_3530008
ENSGALP00000005448	estExt_GenewiseH_1.C_3530034
ENSGALP00000003502	estExt_GenewiseH_1.C_3560014
ENSGALP00000016287	estExt_GenewiseH_1.C_3560016
ENSGALP00000020685	estExt_GenewiseH_1.C_3570027
ENSGALP00000024446	estExt_GenewiseH_1.C_3630023
ENSGALP00000010689	estExt_GenewiseH_1.C_3640036
ENSGALP00000012481	estExt_GenewiseH_1.C_3680018
ENSGALP00000024121	estExt_GenewiseH_1.C_3710073
ENSGALP00000023898	estExt_GenewiseH_1.C_3710107
ENSGALP00000043412	estExt_GenewiseH_1.C_3730010
ENSGALP00000004578	estExt_GenewiseH_1.C_3740052
ENSGALP00000043387	estExt_GenewiseH_1.C_3750024
ENSGALP00000040705	estExt_GenewiseH_1.C_3760068
ENSGALP00000002338	estExt_GenewiseH_1.C_3770038
ENSGALP00000018252	estExt_GenewiseH_1.C_3800001
ENSGALP00000012417	estExt_GenewiseH_1.C_3800047
ENSGALP00000025873	estExt_GenewiseH_1.C_3800047
ENSGALP00000010756	estExt_GenewiseH_1.C_3800089
ENSGALP00000010317	estExt_GenewiseH_1.C_3820002
ENSGALP00000042678	estExt_GenewiseH_1.C_3820002
ENSGALP00000010821	estExt_GenewiseH_1.C_3820024
ENSGALP00000009637	estExt_GenewiseH_1.C_3830012
ENSGALP00000019817	estExt_GenewiseH_1.C_3940049
ENSGALP00000043234	estExt_GenewiseH_1.C_3950028
ENSGALP00000029015	estExt_GenewiseH_1.C_3950038
ENSGALP00000002114	estExt_GenewiseH_1.C_3960042
ENSGALP00000023917	estExt_GenewiseH_1.C_4040041
ENSGALP00000014173	estExt_GenewiseH_1.C_4050050
ENSGALP00000014669	estExt_GenewiseH_1.C_4100030
ENSGALP00000010528	estExt_GenewiseH_1.C_4100044
ENSGALP00000018459	estExt_GenewiseH_1.C_4140025
ENSGALP00000019498	estExt_GenewiseH_1.C_4140025
ENSGALP00000043196	estExt_GenewiseH_1.C_4150017
ENSGALP00000006933	estExt_GenewiseH_1.C_4210027
ENSGALP00000022492	estExt_GenewiseH_1.C_4210057
ENSGALP00000018125	estExt_GenewiseH_1.C_4300051
ENSGALP00000040610	estExt_GenewiseH_1.C_4300051
ENSGALP00000042301	estExt_GenewiseH_1.C_4310018
ENSGALP00000026576	estExt_GenewiseH_1.C_4320035
ENSGALP00000039533	estExt_GenewiseH_1.C_4330023
ENSGALP00000006300	estExt_GenewiseH_1.C_4340018
ENSGALP00000042285	estExt_GenewiseH_1.C_4340018
ENSGALP00000041489	estExt_GenewiseH_1.C_4360004
ENSGALP00000005345	estExt_GenewiseH_1.C_4360014
ENSGALP00000039553	estExt_GenewiseH_1.C_4390019
ENSGALP00000032130	estExt_GenewiseH_1.C_4410045
ENSGALP00000018594	estExt_GenewiseH_1.C_4420043
ENSGALP00000016334	estExt_GenewiseH_1.C_4460022
ENSGALP00000020473	estExt_GenewiseH_1.C_4460048
ENSGALP00000043350	estExt_GenewiseH_1.C_4530023
ENSGALP00000019653	estExt_GenewiseH_1.C_4540003
ENSGALP00000036963	estExt_GenewiseH_1.C_4540038
ENSGALP00000043468	estExt_GenewiseH_1.C_4550036
ENSGALP00000016120	estExt_GenewiseH_1.C_4560062
ENSGALP00000042334	estExt_GenewiseH_1.C_4560062
ENSGALP00000030795	estExt_GenewiseH_1.C_4560062
ENSGALP00000031782	estExt_GenewiseH_1.C_4600028
ENSGALP00000041743	estExt_GenewiseH_1.C_4620016
ENSGALP00000034328	estExt_GenewiseH_1.C_4620016
ENSGALP00000024617	estExt_GenewiseH_1.C_4620023
ENSGALP00000026855	estExt_GenewiseH_1.C_4620068
ENSGALP00000006445	estExt_GenewiseH_1.C_4620073
ENSGALP00000026228	estExt_GenewiseH_1.C_4620073
ENSGALP00000013710	estExt_GenewiseH_1.C_4700008
ENSGALP00000008490	estExt_GenewiseH_1.C_4700019
ENSGALP00000012115	estExt_GenewiseH_1.C_4730003
ENSGALP00000037564	estExt_GenewiseH_1.C_4810021
ENSGALP00000041702	estExt_GenewiseH_1.C_4830033
ENSGALP00000016162	estExt_GenewiseH_1.C_4830065
ENSGALP00000004434	estExt_GenewiseH_1.C_4840070
ENSGALP00000041160	estExt_GenewiseH_1.C_4840070
ENSGALP00000012206	estExt_GenewiseH_1.C_4920038
ENSGALP00000027394	estExt_GenewiseH_1.C_4920038
ENSGALP00000000266	estExt_GenewiseH_1.C_4920038
ENSGALP00000005433	estExt_GenewiseH_1.C_4980031
ENSGALP00000009974	estExt_GenewiseH_1.C_5010014
ENSGALP00000027885	estExt_GenewiseH_1.C_5020038
ENSGALP00000008108	estExt_GenewiseH_1.C_5040003
ENSGALP00000021192	estExt_GenewiseH_1.C_5070021
ENSGALP00000021807	estExt_GenewiseH_1.C_5070021
ENSGALP00000037406	estExt_GenewiseH_1.C_5070021
ENSGALP00000002847	estExt_GenewiseH_1.C_5080025
ENSGALP00000021117	estExt_GenewiseH_1.C_5120033
ENSGALP00000040689	estExt_GenewiseH_1.C_5190022
ENSGALP00000013855	estExt_GenewiseH_1.C_5220016
ENSGALP00000038038	estExt_GenewiseH_1.C_5230018
ENSGALP00000040337	estExt_GenewiseH_1.C_5260030
ENSGALP00000038330	estExt_GenewiseH_1.C_5340023
ENSGALP00000016245	estExt_GenewiseH_1.C_5390038
ENSGALP00000006643	estExt_GenewiseH_1.C_5450031
ENSGALP00000022602	estExt_GenewiseH_1.C_5460005
ENSGALP00000003284	estExt_GenewiseH_1.C_5500004
ENSGALP00000027012	estExt_GenewiseH_1.C_5530002
ENSGALP00000000194	estExt_GenewiseH_1.C_5560032
ENSGALP00000003968	estExt_GenewiseH_1.C_5580012
ENSGALP00000017172	estExt_GenewiseH_1.C_5700005
ENSGALP00000031379	estExt_GenewiseH_1.C_5720041
ENSGALP00000020744	estExt_GenewiseH_1.C_5900006
ENSGALP00000015353	estExt_GenewiseH_1.C_5900009
ENSGALP00000019018	estExt_GenewiseH_1.C_5920014
ENSGALP00000010847	estExt_GenewiseH_1.C_5940035
ENSGALP00000001912	estExt_GenewiseH_1.C_5970012
ENSGALP00000020742	estExt_GenewiseH_1.C_5980006
ENSGALP00000030997	estExt_GenewiseH_1.C_5980011
ENSGALP00000015995	estExt_GenewiseH_1.C_6000020
ENSGALP00000016873	estExt_GenewiseH_1.C_6000031
ENSGALP00000012869	estExt_GenewiseH_1.C_6020015
ENSGALP00000006056	estExt_GenewiseH_1.C_6070018
ENSGALP00000023854	estExt_GenewiseH_1.C_6290011
ENSGALP00000007031	estExt_GenewiseH_1.C_6290019
ENSGALP00000005495	estExt_GenewiseH_1.C_6360001
ENSGALP00000038411	estExt_GenewiseH_1.C_6390012
ENSGALP00000025445	estExt_GenewiseH_1.C_6450008
ENSGALP00000009735	estExt_GenewiseH_1.C_6460009
ENSGALP00000038753	estExt_GenewiseH_1.C_6550003
ENSGALP00000001231	estExt_GenewiseH_1.C_6620003
ENSGALP00000017119	estExt_GenewiseH_1.C_6660026
ENSGALP00000008398	estExt_GenewiseH_1.C_6690007
ENSGALP00000038847	estExt_GenewiseH_1.C_6740024
ENSGALP00000020091	estExt_GenewiseH_1.C_6780003
ENSGALP00000026567	estExt_GenewiseH_1.C_6800062
ENSGALP00000011713	estExt_GenewiseH_1.C_6860011
ENSGALP00000032039	estExt_GenewiseH_1.C_6860011
ENSGALP00000007760	estExt_GenewiseH_1.C_6880019
ENSGALP00000042287	estExt_GenewiseH_1.C_6950019
ENSGALP00000026636	estExt_GenewiseH_1.C_6950026
ENSGALP00000036529	estExt_GenewiseH_1.C_7010040
ENSGALP00000042410	estExt_GenewiseH_1.C_7010040
ENSGALP00000000693	estExt_GenewiseH_1.C_7060014
ENSGALP00000012231	estExt_GenewiseH_1.C_7100014
ENSGALP00000007469	estExt_GenewiseH_1.C_7150007
ENSGALP00000036720	estExt_GenewiseH_1.C_7160011
ENSGALP00000017255	estExt_GenewiseH_1.C_7240006
ENSGALP00000041458	estExt_GenewiseH_1.C_7340004
ENSGALP00000015942	estExt_GenewiseH_1.C_7370005
ENSGALP00000020615	estExt_GenewiseH_1.C_7460008
ENSGALP00000023916	estExt_GenewiseH_1.C_7550006
ENSGALP00000026933	estExt_GenewiseH_1.C_7550006
ENSGALP00000042325	estExt_GenewiseH_1.C_7600004
ENSGALP00000023013	estExt_GenewiseH_1.C_7610005
ENSGALP00000003703	estExt_GenewiseH_1.C_7740003
ENSGALP00000017409	estExt_GenewiseH_1.C_7950002
ENSGALP00000015528	estExt_GenewiseH_1.C_8140018
ENSGALP00000005662	estExt_GenewiseH_1.C_8140018
ENSGALP00000007421	estExt_GenewiseH_1.C_8140018
ENSGALP00000001239	estExt_GenewiseH_1.C_8140018
ENSGALP00000040671	estExt_GenewiseH_1.C_8280002
ENSGALP00000041417	estExt_GenewiseH_1.C_8320001
ENSGALP00000000595	estExt_GenewiseH_1.C_8880002
ENSGALP00000015899	estExt_GenewiseH_1.C_8990003
ENSGALP00000004877	estExt_GenewiseH_1.C_9160001
ENSGALP00000010416	estExt_GenewiseH_1.C_9170002
ENSGALP00000029837	estExt_GenewiseH_1.C_9340002
ENSGALP00000024184	estExt_GenewiseH_1.C_9470004
ENSGALP00000013346	estExt_GenewiseH_1.C_9550005
ENSGALP00000042401	estExt_GenewiseH_1.C_9550005
ENSGALP00000040486	estExt_GenewiseH_1.C_9680001
ENSGALP00000028016	estExt_GenewiseH_1.C_9720002
ENSGALP00000015471	estExt_GenewiseH_1.C_9740004
ENSGALP00000027831	estExt_GenewiseH_1.C_9830002
ENSGALP00000017164	estExt_GenewiseH_1.C_9870004
ENSGALP00000025200	estExt_GenewiseH_1.C_10040004
ENSGALP00000024069	estExt_GenewiseH_1.C_10090001
ENSGALP00000000715	estExt_GenewiseH_1.C_10240004
ENSGALP00000014219	estExt_GenewiseH_1.C_10510012
ENSGALP00000030646	estExt_gwp.C_10121
ENSGALP00000021293	estExt_gwp.C_10204
ENSGALP00000017269	estExt_gwp.C_10204
ENSGALP00000043057	estExt_gwp.C_10209
ENSGALP00000012780	estExt_gwp.C_10220
ENSGALP00000018059	estExt_gwp.C_10353
ENSGALP00000042687	estExt_gwp.C_10387
ENSGALP00000026758	estExt_gwp.C_10416
ENSGALP00000025152	estExt_gwp.C_10571
ENSGALP00000026854	estExt_gwp.C_10571
ENSGALP00000025604	estExt_gwp.C_10587
ENSGALP00000036105	estExt_gwp.C_10618
ENSGALP00000026263	estExt_gwp.C_10618
ENSGALP00000005415	estExt_gwp.C_30002
ENSGALP00000007419	estExt_gwp.C_30081
ENSGALP00000017282	estExt_gwp.C_30099
ENSGALP00000040873	estExt_gwp.C_30198
ENSGALP00000040753	estExt_gwp.C_30198
ENSGALP00000015291	estExt_gwp.C_30249
ENSGALP00000024744	estExt_gwp.C_30267
ENSGALP00000042096	estExt_gwp.C_30271
ENSGALP00000021309	estExt_gwp.C_30271
ENSGALP00000020792	estExt_gwp.C_30344
ENSGALP00000011499	estExt_gwp.C_40085
ENSGALP00000001674	estExt_gwp.C_40085
ENSGALP00000036996	estExt_gwp.C_40244
ENSGALP00000003439	estExt_gwp.C_40330
ENSGALP00000004570	estExt_gwp.C_40336
ENSGALP00000007709	estExt_gwp.C_40343
ENSGALP00000005409	estExt_gwp.C_40362
ENSGALP00000014995	estExt_gwp.C_40374
ENSGALP00000021795	estExt_gwp.C_40468
ENSGALP00000019405	estExt_gwp.C_40483
ENSGALP00000003634	estExt_gwp.C_50032
ENSGALP00000007825	estExt_gwp.C_50054
ENSGALP00000034070	estExt_gwp.C_50054
ENSGALP00000003050	estExt_gwp.C_50058
ENSGALP00000020440	estExt_gwp.C_50101
ENSGALP00000019613	estExt_gwp.C_50117
ENSGALP00000024952	estExt_gwp.C_50224
ENSGALP00000008802	estExt_gwp.C_50434
ENSGALP00000000573	estExt_gwp.C_50453
ENSGALP00000025477	estExt_gwp.C_50491
ENSGALP00000008423	estExt_gwp.C_50497
ENSGALP00000039044	estExt_gwp.C_50566
ENSGALP00000042855	estExt_gwp.C_50583
ENSGALP00000029968	estExt_gwp.C_50603
ENSGALP00000012546	estExt_gwp.C_50788
ENSGALP00000020588	estExt_gwp.C_60016
ENSGALP00000001298	estExt_gwp.C_60021
ENSGALP00000002063	estExt_gwp.C_60152
ENSGALP00000003908	estExt_gwp.C_60152
ENSGALP00000008237	estExt_gwp.C_60156
ENSGALP00000038384	estExt_gwp.C_60178
ENSGALP00000020915	estExt_gwp.C_60183
ENSGALP00000012730	estExt_gwp.C_60197
ENSGALP00000001312	estExt_gwp.C_60226
ENSGALP00000038272	estExt_gwp.C_60260
ENSGALP00000020602	estExt_gwp.C_60288
ENSGALP00000022355	estExt_gwp.C_60303
ENSGALP00000011669	estExt_gwp.C_70098
ENSGALP00000015548	estExt_gwp.C_70138
ENSGALP00000039023	estExt_gwp.C_70272
ENSGALP00000042881	estExt_gwp.C_70272
ENSGALP00000013905	estExt_gwp.C_70523
ENSGALP00000008177	estExt_gwp.C_70526
ENSGALP00000022294	estExt_gwp.C_70593
ENSGALP00000014121	estExt_gwp.C_70649
ENSGALP00000001902	estExt_gwp.C_70660
ENSGALP00000022570	estExt_gwp.C_80033
ENSGALP00000021567	estExt_gwp.C_80059
ENSGALP00000014141	estExt_gwp.C_80073
ENSGALP00000018087	estExt_gwp.C_80158
ENSGALP00000014939	estExt_gwp.C_80158
ENSGALP00000016610	estExt_gwp.C_80184
ENSGALP00000013950	estExt_gwp.C_80233
ENSGALP00000001591	estExt_gwp.C_80246
ENSGALP00000014193	estExt_gwp.C_80252
ENSGALP00000023309	estExt_gwp.C_80291
ENSGALP00000023085	estExt_gwp.C_80291
ENSGALP00000031979	estExt_gwp.C_80291
ENSGALP00000019572	estExt_gwp.C_80301
ENSGALP00000019417	estExt_gwp.C_80317
ENSGALP00000017254	estExt_gwp.C_80342
ENSGALP00000028262	estExt_gwp.C_80342
ENSGALP00000015572	estExt_gwp.C_80358
ENSGALP00000020061	estExt_gwp.C_80378
ENSGALP00000016706	estExt_gwp.C_80381
ENSGALP00000000373	estExt_gwp.C_80396
ENSGALP00000041020	estExt_gwp.C_80410
ENSGALP00000016228	estExt_gwp.C_80415
ENSGALP00000019373	estExt_gwp.C_80415
ENSGALP00000026062	estExt_gwp.C_80506
ENSGALP00000023149	estExt_gwp.C_80535
ENSGALP00000037340	estExt_gwp.C_90076
ENSGALP00000009247	estExt_gwp.C_90076
ENSGALP00000009861	estExt_gwp.C_90076
ENSGALP00000040784	estExt_gwp.C_90081
ENSGALP00000010325	estExt_gwp.C_90107
ENSGALP00000017701	estExt_gwp.C_90117
ENSGALP00000041964	estExt_gwp.C_90204
ENSGALP00000041962	estExt_gwp.C_90263
ENSGALP00000007985	estExt_gwp.C_90269
ENSGALP00000010267	estExt_gwp.C_90355
ENSGALP00000007207	estExt_gwp.C_90362
ENSGALP00000017713	estExt_gwp.C_90368
ENSGALP00000033589	estExt_gwp.C_90368
ENSGALP00000016849	estExt_gwp.C_100016
ENSGALP00000005342	estExt_gwp.C_100054
ENSGALP00000019734	estExt_gwp.C_100059
ENSGALP00000014265	estExt_gwp.C_100080
ENSGALP00000014526	estExt_gwp.C_100191
ENSGALP00000010899	estExt_gwp.C_100369
ENSGALP00000001147	estExt_gwp.C_100390
ENSGALP00000001477	estExt_gwp.C_110132
ENSGALP00000004581	estExt_gwp.C_110154
ENSGALP00000006593	estExt_gwp.C_110154
ENSGALP00000031075	estExt_gwp.C_110154
ENSGALP00000005130	estExt_gwp.C_110362
ENSGALP00000013375	estExt_gwp.C_110385
ENSGALP00000022273	estExt_gwp.C_240096
ENSGALP00000025289	estExt_gwp.C_240237
ENSGALP00000022600	estExt_gwp.C_240374
ENSGALP00000037437	estExt_gwp.C_240387
ENSGALP00000000325	estExt_gwp.C_240393
ENSGALP00000040424	estExt_gwp.C_250015
ENSGALP00000003101	estExt_gwp.C_250087
ENSGALP00000025951	estExt_gwp.C_250124
ENSGALP00000022434	estExt_gwp.C_250160
ENSGALP00000005089	estExt_gwp.C_250201
ENSGALP00000001332	estExt_gwp.C_250213
ENSGALP00000025208	estExt_gwp.C_260154
ENSGALP00000008450	estExt_gwp.C_260271
ENSGALP00000014980	estExt_gwp.C_270039
ENSGALP00000042937	estExt_gwp.C_270043
ENSGALP00000013528	estExt_gwp.C_270089
ENSGALP00000021837	estExt_gwp.C_270350
ENSGALP00000016591	estExt_gwp.C_280032
ENSGALP00000016567	estExt_gwp.C_280032
ENSGALP00000001470	estExt_gwp.C_280211
ENSGALP00000035179	estExt_gwp.C_290003
ENSGALP00000043218	estExt_gwp.C_290003
ENSGALP00000009665	estExt_gwp.C_290011
ENSGALP00000036437	estExt_gwp.C_290023
ENSGALP00000013999	estExt_gwp.C_290076
ENSGALP00000006832	estExt_gwp.C_290117
ENSGALP00000010193	estExt_gwp.C_290132
ENSGALP00000010237	estExt_gwp.C_290132
ENSGALP00000015672	estExt_gwp.C_300057
ENSGALP00000027352	estExt_gwp.C_300067
ENSGALP00000015616	estExt_gwp.C_300134
ENSGALP00000012293	estExt_gwp.C_300217
ENSGALP00000031791	estExt_gwp.C_300230
ENSGALP00000014018	estExt_gwp.C_300263
ENSGALP00000013926	estExt_gwp.C_300272
ENSGALP00000026133	estExt_gwp.C_300301
ENSGALP00000009881	estExt_gwp.C_300315
ENSGALP00000040928	estExt_gwp.C_300321
ENSGALP00000031783	estExt_gwp.C_300324
ENSGALP00000002785	estExt_gwp.C_310101
ENSGALP00000041046	estExt_gwp.C_310215
ENSGALP00000042685	estExt_gwp.C_320575
ENSGALP00000012445	estExt_gwp.C_320576
ENSGALP00000008634	estExt_gwp.C_330063
ENSGALP00000027603	estExt_gwp.C_330102
ENSGALP00000019231	estExt_gwp.C_330163
ENSGALP00000020344	estExt_gwp.C_330163
ENSGALP00000010549	estExt_gwp.C_330252
ENSGALP00000021459	estExt_gwp.C_340058
ENSGALP00000013240	estExt_gwp.C_350010
ENSGALP00000005340	estExt_gwp.C_350010
ENSGALP00000042056	estExt_gwp.C_350010
ENSGALP00000037353	estExt_gwp.C_350010
ENSGALP00000031997	estExt_gwp.C_350018
ENSGALP00000031950	estExt_gwp.C_350026
ENSGALP00000016108	estExt_gwp.C_350041
ENSGALP00000011884	estExt_gwp.C_350110
ENSGALP00000017080	estExt_gwp.C_350120
ENSGALP00000010633	estExt_gwp.C_350142
ENSGALP00000025206	estExt_gwp.C_350261
ENSGALP00000016375	estExt_gwp.C_360046
ENSGALP00000015298	estExt_gwp.C_360104
ENSGALP00000002302	estExt_gwp.C_360156
ENSGALP00000011491	estExt_gwp.C_370040
ENSGALP00000015277	estExt_gwp.C_370076
ENSGALP00000010703	estExt_gwp.C_370084
ENSGALP00000035462	estExt_gwp.C_370246
ENSGALP00000012842	estExt_gwp.C_370246
ENSGALP00000000611	estExt_gwp.C_370317
ENSGALP00000001766	estExt_gwp.C_370368
ENSGALP00000018572	estExt_gwp.C_370389
ENSGALP00000005490	estExt_gwp.C_370402
ENSGALP00000015318	estExt_gwp.C_380003
ENSGALP00000041250	estExt_gwp.C_380003
ENSGALP00000014503	estExt_gwp.C_380044
ENSGALP00000042835	estExt_gwp.C_380044
ENSGALP00000002742	estExt_gwp.C_380118
ENSGALP00000017721	estExt_gwp.C_380146
ENSGALP00000009709	estExt_gwp.C_390024
ENSGALP00000039556	estExt_gwp.C_390094
ENSGALP00000010211	estExt_gwp.C_390096
ENSGALP00000034535	estExt_gwp.C_390096
ENSGALP00000016042	estExt_gwp.C_390148
ENSGALP00000003512	estExt_gwp.C_390306
ENSGALP00000042086	estExt_gwp.C_390306
ENSGALP00000025730	estExt_gwp.C_400001
ENSGALP00000026126	estExt_gwp.C_400170
ENSGALP00000002782	estExt_gwp.C_400189
ENSGALP00000039679	estExt_gwp.C_400285
ENSGALP00000010999	estExt_gwp.C_400285
ENSGALP00000007959	estExt_gwp.C_400318
ENSGALP00000001044	estExt_gwp.C_400332
ENSGALP00000002990	estExt_gwp.C_400332
ENSGALP00000038176	estExt_gwp.C_400332
ENSGALP00000005482	estExt_gwp.C_400392
ENSGALP00000041961	estExt_gwp.C_410281
ENSGALP00000042329	estExt_gwp.C_420030
ENSGALP00000014230	estExt_gwp.C_420059
ENSGALP00000018854	estExt_gwp.C_420160
ENSGALP00000011008	estExt_gwp.C_420163
ENSGALP00000022433	estExt_gwp.C_420185
ENSGALP00000016523	estExt_gwp.C_420188
ENSGALP00000018498	estExt_gwp.C_420188
ENSGALP00000016774	estExt_gwp.C_420196
ENSGALP00000015652	estExt_gwp.C_420200
ENSGALP00000025745	estExt_gwp.C_440080
ENSGALP00000001307	estExt_gwp.C_440089
ENSGALP00000042769	estExt_gwp.C_440223
ENSGALP00000042775	estExt_gwp.C_450012
ENSGALP00000019816	estExt_gwp.C_450019
ENSGALP00000001850	estExt_gwp.C_450019
ENSGALP00000001318	estExt_gwp.C_450079
ENSGALP00000043129	estExt_gwp.C_450104
ENSGALP00000013041	estExt_gwp.C_450167
ENSGALP00000000999	estExt_gwp.C_450255
ENSGALP00000012474	estExt_gwp.C_460099
ENSGALP00000010323	estExt_gwp.C_460189
ENSGALP00000038831	estExt_gwp.C_460268
ENSGALP00000005232	estExt_gwp.C_460281
ENSGALP00000000880	estExt_gwp.C_470001
ENSGALP00000020526	estExt_gwp.C_470001
ENSGALP00000010660	estExt_gwp.C_470001
ENSGALP00000028055	estExt_gwp.C_480002
ENSGALP00000018300	estExt_gwp.C_480011
ENSGALP00000019873	estExt_gwp.C_490146
ENSGALP00000030969	estExt_gwp.C_490176
ENSGALP00000027209	estExt_gwp.C_500019
ENSGALP00000026130	estExt_gwp.C_500021
ENSGALP00000027431	estExt_gwp.C_500058
ENSGALP00000030961	estExt_gwp.C_500072
ENSGALP00000027138	estExt_gwp.C_500103
ENSGALP00000035883	estExt_gwp.C_500107
ENSGALP00000000108	estExt_gwp.C_500107
ENSGALP00000042929	estExt_gwp.C_500111
ENSGALP00000004298	estExt_gwp.C_500122
ENSGALP00000029681	estExt_gwp.C_500129
ENSGALP00000022733	estExt_gwp.C_510104
ENSGALP00000007024	estExt_gwp.C_510119
ENSGALP00000009476	estExt_gwp.C_510127
ENSGALP00000026659	estExt_gwp.C_510139
ENSGALP00000008288	estExt_gwp.C_510139
ENSGALP00000015027	estExt_gwp.C_520036
ENSGALP00000004992	estExt_gwp.C_520059
ENSGALP00000004071	estExt_gwp.C_520097
ENSGALP00000017545	estExt_gwp.C_530005
ENSGALP00000042370	estExt_gwp.C_530017
ENSGALP00000004064	estExt_gwp.C_530046
ENSGALP00000001572	estExt_gwp.C_530046
ENSGALP00000026582	estExt_gwp.C_530046
ENSGALP00000001274	estExt_gwp.C_530071
ENSGALP00000017016	estExt_gwp.C_540065
ENSGALP00000024163	estExt_gwp.C_540071
ENSGALP00000033366	estExt_gwp.C_540260
ENSGALP00000003376	estExt_gwp.C_550016
ENSGALP00000012263	estExt_gwp.C_560094
ENSGALP00000004785	estExt_gwp.C_560110
ENSGALP00000033033	estExt_gwp.C_570082
ENSGALP00000025645	estExt_gwp.C_570086
ENSGALP00000041532	estExt_gwp.C_570089
ENSGALP00000008227	estExt_gwp.C_570115
ENSGALP00000020863	estExt_gwp.C_570132
ENSGALP00000013156	estExt_gwp.C_580050
ENSGALP00000024037	estExt_gwp.C_580155
ENSGALP00000008604	estExt_gwp.C_580166
ENSGALP00000042322	estExt_gwp.C_580256
ENSGALP00000016196	estExt_gwp.C_590002
ENSGALP00000037150	estExt_gwp.C_590039
ENSGALP00000013843	estExt_gwp.C_600210
ENSGALP00000007859	estExt_gwp.C_610024
ENSGALP00000041870	estExt_gwp.C_610074
ENSGALP00000021239	estExt_gwp.C_610080
ENSGALP00000014820	estExt_gwp.C_610099
ENSGALP00000027828	estExt_gwp.C_610130
ENSGALP00000041864	estExt_gwp.C_610159
ENSGALP00000015265	estExt_gwp.C_610187
ENSGALP00000039408	estExt_gwp.C_610187
ENSGALP00000008112	estExt_gwp.C_620068
ENSGALP00000014204	estExt_gwp.C_620132
ENSGALP00000039863	estExt_gwp.C_630090
ENSGALP00000027778	estExt_gwp.C_630096
ENSGALP00000023239	estExt_gwp.C_650015
ENSGALP00000007696	estExt_gwp.C_650023
ENSGALP00000005336	estExt_gwp.C_650038
ENSGALP00000041892	estExt_gwp.C_650087
ENSGALP00000027656	estExt_gwp.C_650120
ENSGALP00000042060	estExt_gwp.C_650168
ENSGALP00000018703	estExt_gwp.C_650221
ENSGALP00000024551	estExt_gwp.C_650221
ENSGALP00000022521	estExt_gwp.C_660021
ENSGALP00000005132	estExt_gwp.C_660083
ENSGALP00000021208	estExt_gwp.C_660106
ENSGALP00000000643	estExt_gwp.C_670202
ENSGALP00000019408	estExt_gwp.C_680004
ENSGALP00000013965	estExt_gwp.C_680062
ENSGALP00000016284	estExt_gwp.C_680102
ENSGALP00000016784	estExt_gwp.C_680102
ENSGALP00000013895	estExt_gwp.C_680111
ENSGALP00000001859	estExt_gwp.C_680155
ENSGALP00000041974	estExt_gwp.C_680240
ENSGALP00000026710	estExt_gwp.C_680243
ENSGALP00000017457	estExt_gwp.C_680270
ENSGALP00000015485	estExt_gwp.C_680288
ENSGALP00000043320	estExt_gwp.C_690050
ENSGALP00000009960	estExt_gwp.C_690090
ENSGALP00000026509	estExt_gwp.C_690125
ENSGALP00000026381	estExt_gwp.C_690205
ENSGALP00000005347	estExt_gwp.C_700135
ENSGALP00000034449	estExt_gwp.C_700147
ENSGALP00000028084	estExt_gwp.C_710036
ENSGALP00000022875	estExt_gwp.C_710055
ENSGALP00000041588	estExt_gwp.C_710063
ENSGALP00000013496	estExt_gwp.C_710214
ENSGALP00000003601	estExt_gwp.C_710216
ENSGALP00000005064	estExt_gwp.C_710216
ENSGALP00000039839	estExt_gwp.C_720009
ENSGALP00000039552	estExt_gwp.C_730152
ENSGALP00000015875	estExt_gwp.C_730344
ENSGALP00000002915	estExt_gwp.C_740029
ENSGALP00000003874	estExt_gwp.C_740029
ENSGALP00000027709	estExt_gwp.C_740029
ENSGALP00000000998	estExt_gwp.C_740051
ENSGALP00000013391	estExt_gwp.C_740092
ENSGALP00000008908	estExt_gwp.C_740111
ENSGALP00000037627	estExt_gwp.C_740120
ENSGALP00000002240	estExt_gwp.C_740145
ENSGALP00000018527	estExt_gwp.C_740166
ENSGALP00000001179	estExt_gwp.C_760031
ENSGALP00000000744	estExt_gwp.C_760093
ENSGALP00000020874	estExt_gwp.C_760171
ENSGALP00000036705	estExt_gwp.C_760175
ENSGALP00000006481	estExt_gwp.C_770010
ENSGALP00000002514	estExt_gwp.C_770021
ENSGALP00000037711	estExt_gwp.C_770021
ENSGALP00000006744	estExt_gwp.C_770198
ENSGALP00000004265	estExt_gwp.C_770206
