ENSGALP00000000002	SINCAM006085
ENSGALP00000016413	SINCAM005474
ENSGALP00000016414	SINCAM000241
ENSGALP00000016416	SINCAM005475
ENSGALP00000016417	SINCAM000242
ENSGALP00000016419	SINCAM920473
ENSGALP00000016422	SINCAM920915
ENSGALP00000016427	SINCAM000283
ENSGALP00000016438	SINCAM008300
ENSGALP00000016440	SINCAM008299
ENSGALP00000016441	SINCAM000825
ENSGALP00000016445	SINCAM000116
ENSGALP00000016447	SINCAM920912
ENSGALP00000016448	SINCAM000117
ENSGALP00000016449	SINCAM014468
ENSGALP00000016450	SINCAM003713
ENSGALP00000016456	SINCAM000135
ENSGALP00000016460	SINCAM920926
ENSGALP00000016464	SINCAM000315
ENSGALP00000016465	SINCAM008297
ENSGALP00000016468	SINCAM921657
ENSGALP00000016469	SINCAM920927
ENSGALP00000016471	SINCAM920442
ENSGALP00000016475	SINCAM921203
ENSGALP00000016477	SINCAM000972
ENSGALP00000016479	SINCAM920981
ENSGALP00000016480	SINCAM003788
ENSGALP00000016481	SINCAM008293
ENSGALP00000016482	SINCAM921202
ENSGALP00000016483	SINCAM005748
ENSGALP00000016486	SINCAM008315
ENSGALP00000016490	SINCAM000975
ENSGALP00000016493	SINCAM008314
ENSGALP00000016496	SINCAM000976
ENSGALP00000016504	SINCAM015142
ENSGALP00000016505	SINCAM003737
ENSGALP00000016507	SINCAM005749
ENSGALP00000016509	SINCAM922858
ENSGALP00000016511	SINCAM003745
ENSGALP00000016512	SINCAM000979
ENSGALP00000016513	SINCAM921661
ENSGALP00000016515	SINCAM921195
ENSGALP00000016517	SINCAM000126
ENSGALP00000016518	SINCAM003746
ENSGALP00000016521	SINCAM003747
ENSGALP00000016523	SINCAM008136
ENSGALP00000016526	SINCAM005750
ENSGALP00000016527	SINCAM920557
ENSGALP00000016529	SINCAM920559
ENSGALP00000016530	SINCAM000981
ENSGALP00000016532	SINCAM003749
ENSGALP00000016534	SINCAM920983
ENSGALP00000016536	SINCAM000129
ENSGALP00000016538	SINCAM003783
ENSGALP00000016539	SINCAM000982
ENSGALP00000016543	SINCAM921659
ENSGALP00000016547	SINCAM005752
ENSGALP00000016550	SINCAM008312
ENSGALP00000016551	SINCAM008472
ENSGALP00000016553	SINCAM000130
ENSGALP00000016556	SINCAM008471
ENSGALP00000016557	SINCAM921690
ENSGALP00000016559	SINCAM000131
ENSGALP00000016562	SINCAM005754
ENSGALP00000016565	SINCAM000132
ENSGALP00000016566	SINCAM008470
ENSGALP00000016570	SINCAM005755
ENSGALP00000016579	SINCAM920969
ENSGALP00000016583	SINCAM000134
ENSGALP00000016585	SINCAM008468
ENSGALP00000016587	SINCAM921688
ENSGALP00000016588	SINCAM000282
ENSGALP00000016591	SINCAM005489
ENSGALP00000016593	SINCAM005488
ENSGALP00000016598	SINCAM005487
ENSGALP00000016599	SINCAM012226
ENSGALP00000016600	SINCAM005679
ENSGALP00000016604	SINCAM921687
ENSGALP00000016605	SINCAM005467
ENSGALP00000016606	SINCAM920968
ENSGALP00000016608	SINCAM005468
ENSGALP00000016610	SINCAM008466
ENSGALP00000016611	SINCAM005469
ENSGALP00000016612	SINCAM013685
ENSGALP00000016615	SINCAM008039
ENSGALP00000016616	SINCAM005472
ENSGALP00000016622	SINCAM008041
ENSGALP00000016623	SINCAM920965
ENSGALP00000016629	SINCAM920922
ENSGALP00000016630	SINCAM920921
ENSGALP00000016632	SINCAM014122
ENSGALP00000016641	SINCAM005676
ENSGALP00000016655	SINCAM005675
ENSGALP00000016660	SINCAM920920
ENSGALP00000016663	SINCAM009541
ENSGALP00000016671	SINCAM008042
ENSGALP00000016680	SINCAM005674
ENSGALP00000016685	SINCAM008043
ENSGALP00000016688	SINCAM005464
ENSGALP00000016691	SINCAM008044
ENSGALP00000016692	SINCAM005463
ENSGALP00000016696	SINCAM008046
ENSGALP00000016698	SINCAM920919
ENSGALP00000016701	SINCAM000109
ENSGALP00000016706	SINCAM003652
ENSGALP00000016708	SINCAM000814
ENSGALP00000016711	SINCAM009544
ENSGALP00000016717	SINCAM003649
ENSGALP00000016720	SINCAM005462
ENSGALP00000016723	SINCAM003648
ENSGALP00000016730	SINCAM008049
ENSGALP00000016732	SINCAM003647
ENSGALP00000016734	SINCAM000813
ENSGALP00000016735	SINCAM003646
ENSGALP00000016737	SINCAM015214
ENSGALP00000016742	SINCAM009545
ENSGALP00000016744	SINCAM015215
ENSGALP00000016751	SINCAM016349
ENSGALP00000016759	SINCAM005672
ENSGALP00000016765	SINCAM009546
ENSGALP00000016769	SINCAM005460
ENSGALP00000016773	SINCAM900007
ENSGALP00000016774	SINCAM921178
ENSGALP00000016783	SINCAM005670
ENSGALP00000016784	SINCAM015218
ENSGALP00000016786	SINCAM000374
ENSGALP00000016789	SINCAM005668
ENSGALP00000016790	SINCAM015217
ENSGALP00000016796	SINCAM009252
ENSGALP00000016801	SINCAM000373
ENSGALP00000016812	SINCAM009251
ENSGALP00000016816	SINCAM003944
ENSGALP00000016821	SINCAM005458
ENSGALP00000016822	SINCAM009250
ENSGALP00000016829	SINCAM921190
ENSGALP00000016835	SINCAM005457
ENSGALP00000016838	SINCAM009249
ENSGALP00000016843	SINCAM003711
ENSGALP00000016845	SINCAM009247
ENSGALP00000016847	SINCAM005426
ENSGALP00000016849	SINCAM005432
ENSGALP00000016852	SINCAM009246
ENSGALP00000016856	SINCAM009245
ENSGALP00000016859	SINCAM000022
ENSGALP00000016865	SINCAM009240
ENSGALP00000016873	SINCAM008510
ENSGALP00000016875	SINCAM009239
ENSGALP00000016876	SINCAM009234
ENSGALP00000016878	SINCAM000025
ENSGALP00000016880	SINCAM008503
ENSGALP00000016882	SINCAM009238
ENSGALP00000016884	SINCAM003077
ENSGALP00000016886	SINCAM009236
ENSGALP00000016889	SINCAM010032
ENSGALP00000016891	SINCAM009233
ENSGALP00000016892	SINCAM003722
ENSGALP00000016895	SINCAM009231
ENSGALP00000016897	SINCAM003723
ENSGALP00000016898	SINCAM003724
ENSGALP00000016899	SINCAM921663
ENSGALP00000016903	SINCAM000029
ENSGALP00000016904	SINCAM015803
ENSGALP00000016906	SINCAM000030
ENSGALP00000016908	SINCAM000031
ENSGALP00000016911	SINCAM010775
ENSGALP00000016913	SINCAM000033
ENSGALP00000016915	SINCAM009226
ENSGALP00000016917	SINCAM000040
ENSGALP00000016918	SINCAM009225
ENSGALP00000016919	SINCAM000039
ENSGALP00000016926	SINCAM015212
ENSGALP00000016933	SINCAM009206
ENSGALP00000016935	SINCAM921853
ENSGALP00000016939	SINCAM005431
ENSGALP00000016944	SINCAM003725
ENSGALP00000016954	SINCAM015211
ENSGALP00000016958	SINCAM003726
ENSGALP00000016960	SINCAM009207
ENSGALP00000016963	SINCAM003488
ENSGALP00000016967	SINCAM008515
ENSGALP00000016972	SINCAM009210
ENSGALP00000016973	SINCAM003489
ENSGALP00000016976	SINCAM009211
ENSGALP00000016978	SINCAM014145
ENSGALP00000016979	SINCAM920908
ENSGALP00000016983	SINCAM009215
ENSGALP00000016984	SINCAM012869
ENSGALP00000016986	SINCAM005427
ENSGALP00000016989	SINCAM005048
ENSGALP00000016993	SINCAM003490
ENSGALP00000017009	SINCAM921691
ENSGALP00000017011	SINCAM007206
ENSGALP00000017014	SINCAM008475
ENSGALP00000017016	SINCAM007204
ENSGALP00000017021	SINCAM008477
ENSGALP00000017031	SINCAM005047
ENSGALP00000017032	SINCAM007203
ENSGALP00000017035	SINCAM007202
ENSGALP00000017037	SINCAM005021
ENSGALP00000017040	SINCAM007201
ENSGALP00000017044	SINCAM005019
ENSGALP00000017055	SINCAM008479
ENSGALP00000017056	SINCAM007200
ENSGALP00000017065	SINCAM000429
ENSGALP00000017068	SINCAM007192
ENSGALP00000017070	SINCAM005011
ENSGALP00000017072	SINCAM922209
ENSGALP00000017075	SINCAM011428
ENSGALP00000017080	SINCAM008480
ENSGALP00000017088	SINCAM008481
ENSGALP00000017090	SINCAM002518
ENSGALP00000017099	SINCAM007190
ENSGALP00000017104	SINCAM008482
ENSGALP00000017106	SINCAM007530
ENSGALP00000017112	SINCAM921901
ENSGALP00000017115	SINCAM000428
ENSGALP00000017119	SINCAM000427
ENSGALP00000017123	SINCAM000076
ENSGALP00000017124	SINCAM006146
ENSGALP00000017129	SINCAM000331
ENSGALP00000017131	SINCAM005002
ENSGALP00000017133	SINCAM900181
ENSGALP00000017134	SINCAM003491
ENSGALP00000017135	SINCAM005510
ENSGALP00000017136	SINCAM005509
ENSGALP00000017138	SINCAM003492
ENSGALP00000017139	SINCAM000332
ENSGALP00000017141	SINCAM005508
ENSGALP00000017145	SINCAM003493
ENSGALP00000017148	SINCAM015078
ENSGALP00000017152	SINCAM015079
ENSGALP00000017154	SINCAM003405
ENSGALP00000017157	SINCAM005505
ENSGALP00000017163	SINCAM003508
ENSGALP00000017164	SINCAM003509
ENSGALP00000017167	SINCAM008486
ENSGALP00000017170	SINCAM015080
ENSGALP00000017172	SINCAM005504
ENSGALP00000017177	SINCAM920931
ENSGALP00000017179	SINCAM920930
ENSGALP00000017181	SINCAM003510
ENSGALP00000017185	SINCAM008487
ENSGALP00000017187	SINCAM000347
ENSGALP00000017190	SINCAM015084
ENSGALP00000017193	SINCAM000847
ENSGALP00000017195	SINCAM008488
ENSGALP00000017198	SINCAM003511
ENSGALP00000017201	SINCAM003773
ENSGALP00000017204	SINCAM003512
ENSGALP00000017209	SINCAM000775
ENSGALP00000017210	SINCAM008064
ENSGALP00000017218	SINCAM008065
ENSGALP00000017221	SINCAM003483
ENSGALP00000017224	SINCAM008532
ENSGALP00000017226	SINCAM000833
ENSGALP00000017228	SINCAM008111
ENSGALP00000017229	SINCAM003481
ENSGALP00000017231	SINCAM000594
ENSGALP00000017235	SINCAM000595
ENSGALP00000017240	SINCAM003502
ENSGALP00000017243	SINCAM000596
ENSGALP00000017246	SINCAM000597
ENSGALP00000017248	SINCAM003503
ENSGALP00000017249	SINCAM005501
ENSGALP00000017250	SINCAM000598
ENSGALP00000017254	SINCAM003505
ENSGALP00000017255	SINCAM003500
ENSGALP00000017256	SINCAM005500
ENSGALP00000017259	SINCAM003514
ENSGALP00000017260	SINCAM003515
ENSGALP00000017266	SINCAM005499
ENSGALP00000017268	SINCAM003577
ENSGALP00000017269	SINCAM003472
ENSGALP00000017271	SINCAM005498
ENSGALP00000017274	SINCAM920511
ENSGALP00000017275	SINCAM005497
ENSGALP00000017279	SINCAM921148
ENSGALP00000017282	SINCAM005496
ENSGALP00000017285	SINCAM921147
ENSGALP00000017290	SINCAM008107
ENSGALP00000017295	SINCAM005449
ENSGALP00000017297	SINCAM000605
ENSGALP00000017299	SINCAM920514
ENSGALP00000017301	SINCAM920914
ENSGALP00000017302	SINCAM002082
ENSGALP00000017305	SINCAM003466
ENSGALP00000017306	SINCAM920840
ENSGALP00000017308	SINCAM003465
ENSGALP00000017309	SINCAM920841
ENSGALP00000017313	SINCAM000612
ENSGALP00000017321	SINCAM006736
ENSGALP00000017322	SINCAM000613
ENSGALP00000017323	SINCAM000614
ENSGALP00000017326	SINCAM000615
ENSGALP00000017328	SINCAM008105
ENSGALP00000017330	SINCAM003464
ENSGALP00000017332	SINCAM008489
ENSGALP00000017336	SINCAM000616
ENSGALP00000017339	SINCAM008492
ENSGALP00000017341	SINCAM003461
ENSGALP00000017343	SINCAM005043
ENSGALP00000017346	SINCAM000617
ENSGALP00000017347	SINCAM008494
ENSGALP00000017349	SINCAM008495
ENSGALP00000017350	SINCAM003458
ENSGALP00000017354	SINCAM008497
ENSGALP00000017360	SINCAM920569
ENSGALP00000017365	SINCAM001011
ENSGALP00000017367	SINCAM005046
ENSGALP00000017370	SINCAM922857
ENSGALP00000017378	SINCAM003826
ENSGALP00000017381	SINCAM002081
ENSGALP00000017383	SINCAM002080
ENSGALP00000017386	SINCAM003473
ENSGALP00000017390	SINCAM008499
ENSGALP00000017392	SINCAM002078
ENSGALP00000017393	SINCAM014986
ENSGALP00000017395	SINCAM000618
ENSGALP00000017399	SINCAM921694
ENSGALP00000017401	SINCAM002076
ENSGALP00000017404	SINCAM920740
ENSGALP00000017409	SINCAM003477
ENSGALP00000017413	SINCAM002075
ENSGALP00000017417	SINCAM008500
ENSGALP00000017419	SINCAM000621
ENSGALP00000017421	SINCAM002073
ENSGALP00000017422	SINCAM000622
ENSGALP00000017428	SINCAM002070
ENSGALP00000017438	SINCAM000643
ENSGALP00000017440	SINCAM003478
ENSGALP00000017444	SINCAM003822
ENSGALP00000017448	SINCAM005091
ENSGALP00000017451	SINCAM005094
ENSGALP00000017453	SINCAM003479
ENSGALP00000017454	SINCAM008051
ENSGALP00000017456	SINCAM005093
ENSGALP00000017457	SINCAM003586
ENSGALP00000017459	SINCAM005096
ENSGALP00000017461	SINCAM000642
ENSGALP00000017462	SINCAM000641
ENSGALP00000017463	SINCAM005099
ENSGALP00000017464	SINCAM921628
ENSGALP00000017465	SINCAM003494
ENSGALP00000017466	SINCAM005100
ENSGALP00000017469	SINCAM005101
ENSGALP00000017472	SINCAM000639
ENSGALP00000017475	SINCAM005102
ENSGALP00000017478	SINCAM921384
ENSGALP00000017480	SINCAM003408
ENSGALP00000017481	SINCAM008052
ENSGALP00000017484	SINCAM000637
ENSGALP00000017488	SINCAM008084
ENSGALP00000017495	SINCAM002066
ENSGALP00000017498	SINCAM003412
ENSGALP00000017499	SINCAM003413
ENSGALP00000017502	SINCAM920847
ENSGALP00000017509	SINCAM003414
ENSGALP00000017513	SINCAM000632
ENSGALP00000017517	SINCAM008083
ENSGALP00000017519	SINCAM005105
ENSGALP00000017521	SINCAM002063
ENSGALP00000017524	SINCAM920910
ENSGALP00000017526	SINCAM920911
ENSGALP00000017528	SINCAM005439
ENSGALP00000017532	SINCAM008082
ENSGALP00000017534	SINCAM002060
ENSGALP00000017536	SINCAM002059
ENSGALP00000017539	SINCAM005440
ENSGALP00000017544	SINCAM002057
ENSGALP00000017545	SINCAM002056
ENSGALP00000017547	SINCAM005443
ENSGALP00000017553	SINCAM002055
ENSGALP00000017556	SINCAM008079
ENSGALP00000017561	SINCAM003415
ENSGALP00000017563	SINCAM008078
ENSGALP00000017565	SINCAM000629
ENSGALP00000017568	SINCAM920923
ENSGALP00000017570	SINCAM008077
ENSGALP00000017577	SINCAM002053
ENSGALP00000017580	SINCAM005041
ENSGALP00000017586	SINCAM006723
ENSGALP00000017592	SINCAM000343
ENSGALP00000017594	SINCAM005092
ENSGALP00000017595	SINCAM002052
ENSGALP00000017596	SINCAM000626
ENSGALP00000017597	SINCAM003438
ENSGALP00000017599	SINCAM000624
ENSGALP00000017600	SINCAM002051
ENSGALP00000017602	SINCAM008074
ENSGALP00000017604	SINCAM003439
ENSGALP00000017608	SINCAM010198
ENSGALP00000017609	SINCAM008073
ENSGALP00000017612	SINCAM005039
ENSGALP00000017617	SINCAM920839
ENSGALP00000017619	SINCAM013450
ENSGALP00000017621	SINCAM000855
ENSGALP00000017630	SINCAM006784
ENSGALP00000017636	SINCAM920546
ENSGALP00000017638	SINCAM005037
ENSGALP00000017639	SINCAM014950
ENSGALP00000017640	SINCAM014948
ENSGALP00000017642	SINCAM920547
ENSGALP00000017646	SINCAM002050
ENSGALP00000017653	SINCAM921611
ENSGALP00000017654	SINCAM008072
ENSGALP00000017656	SINCAM002049
ENSGALP00000017661	SINCAM000822
ENSGALP00000017662	SINCAM005032
ENSGALP00000017666	SINCAM008070
ENSGALP00000017667	SINCAM000824
ENSGALP00000017671	SINCAM008068
ENSGALP00000017672	SINCAM000378
ENSGALP00000017674	SINCAM920484
ENSGALP00000017678	SINCAM005028
ENSGALP00000017690	SINCAM006786
ENSGALP00000017695	SINCAM000381
ENSGALP00000017699	SINCAM001170
ENSGALP00000017701	SINCAM000383
ENSGALP00000017702	SINCAM006787
ENSGALP00000017703	SINCAM006788
ENSGALP00000017711	SINCAM016455
ENSGALP00000017712	SINCAM006790
ENSGALP00000017713	SINCAM000385
ENSGALP00000017715	SINCAM002047
ENSGALP00000017721	SINCAM007061
ENSGALP00000017724	SINCAM006725
ENSGALP00000017738	SINCAM002035
ENSGALP00000017751	SINCAM012865
ENSGALP00000017752	SINCAM005024
ENSGALP00000017753	SINCAM002032
ENSGALP00000017758	SINCAM006791
ENSGALP00000017762	SINCAM921612
ENSGALP00000017768	SINCAM005022
ENSGALP00000017773	SINCAM005772
ENSGALP00000017779	SINCAM920737
ENSGALP00000017782	SINCAM005768
ENSGALP00000017786	SINCAM920736
ENSGALP00000017800	SINCAM920735
ENSGALP00000017802	SINCAM008067
ENSGALP00000017808	SINCAM920734
ENSGALP00000017812	SINCAM005088
ENSGALP00000017813	SINCAM005766
ENSGALP00000017822	SINCAM005763
ENSGALP00000017831	SINCAM005086
ENSGALP00000017847	SINCAM008066
ENSGALP00000017852	SINCAM014058
ENSGALP00000017856	SINCAM920732
ENSGALP00000017857	SINCAM921695
ENSGALP00000017858	SINCAM005762
ENSGALP00000017862	SINCAM920730
ENSGALP00000017863	SINCAM005087
ENSGALP00000017867	SINCAM920729
ENSGALP00000017869	SINCAM003440
ENSGALP00000017870	SINCAM920728
ENSGALP00000017873	SINCAM005085
ENSGALP00000017876	SINCAM003442
ENSGALP00000017877	SINCAM002027
ENSGALP00000017880	SINCAM005084
ENSGALP00000017881	SINCAM005761
ENSGALP00000017886	SINCAM003448
ENSGALP00000017888	SINCAM005082
ENSGALP00000017892	SINCAM003453
ENSGALP00000017896	SINCAM003450
ENSGALP00000017899	SINCAM003449
ENSGALP00000017902	SINCAM001988
ENSGALP00000017905	SINCAM003587
ENSGALP00000017912	SINCAM007830
ENSGALP00000017914	SINCAM015975
ENSGALP00000017921	SINCAM015023
ENSGALP00000017923	SINCAM015022
ENSGALP00000017926	SINCAM005080
ENSGALP00000017930	SINCAM000397
ENSGALP00000017932	SINCAM005079
ENSGALP00000017934	SINCAM920725
ENSGALP00000017935	SINCAM001987
ENSGALP00000017938	SINCAM005078
ENSGALP00000017941	SINCAM003590
ENSGALP00000017943	SINCAM005077
ENSGALP00000017948	SINCAM005076
ENSGALP00000017951	SINCAM003436
ENSGALP00000017954	SINCAM001984
ENSGALP00000017958	SINCAM001983
ENSGALP00000017960	SINCAM006796
ENSGALP00000017962	SINCAM005075
ENSGALP00000017970	SINCAM000396
ENSGALP00000017972	SINCAM001982
ENSGALP00000017973	SINCAM005073
ENSGALP00000017976	SINCAM003437
ENSGALP00000017977	SINCAM001981
ENSGALP00000017980	SINCAM006798
ENSGALP00000017982	SINCAM001979
ENSGALP00000017983	SINCAM001978
ENSGALP00000017989	SINCAM001975
ENSGALP00000017991	SINCAM001974
ENSGALP00000017996	SINCAM003521
ENSGALP00000017999	SINCAM015941
ENSGALP00000018004	SINCAM003522
ENSGALP00000018007	SINCAM008505
ENSGALP00000018009	SINCAM001972
ENSGALP00000018019	SINCAM015210
ENSGALP00000018028	SINCAM000394
ENSGALP00000018029	SINCAM008516
ENSGALP00000018033	SINCAM923128
ENSGALP00000018034	SINCAM006801
ENSGALP00000018039	SINCAM921168
ENSGALP00000018041	SINCAM008512
ENSGALP00000018045	SINCAM921617
ENSGALP00000018048	SINCAM003581
ENSGALP00000018050	SINCAM921692
ENSGALP00000018057	SINCAM003580
ENSGALP00000018059	SINCAM003579
ENSGALP00000018061	SINCAM005911
ENSGALP00000018065	SINCAM003578
ENSGALP00000018068	SINCAM921619
ENSGALP00000018070	SINCAM003752
ENSGALP00000018075	SINCAM000393
ENSGALP00000018078	SINCAM921618
ENSGALP00000018079	SINCAM003754
ENSGALP00000018081	SINCAM005070
ENSGALP00000018082	SINCAM003908
ENSGALP00000018083	SINCAM005069
ENSGALP00000018087	SINCAM008057
ENSGALP00000018095	SINCAM921620
ENSGALP00000018103	SINCAM005067
ENSGALP00000018106	SINCAM013365
ENSGALP00000018109	SINCAM001968
ENSGALP00000018112	SINCAM000392
ENSGALP00000018114	SINCAM005759
ENSGALP00000018116	SINCAM008056
ENSGALP00000018120	SINCAM921622
ENSGALP00000018122	SINCAM000415
ENSGALP00000018124	SINCAM014176
ENSGALP00000018125	SINCAM000416
ENSGALP00000018130	SINCAM003574
ENSGALP00000018139	SINCAM001966
ENSGALP00000018144	SINCAM008054
ENSGALP00000018146	SINCAM008053
ENSGALP00000018148	SINCAM921624
ENSGALP00000018157	SINCAM002751
ENSGALP00000018164	SINCAM003456
ENSGALP00000018165	SINCAM921626
ENSGALP00000018169	SINCAM008203
ENSGALP00000018174	SINCAM008511
ENSGALP00000018176	SINCAM003520
ENSGALP00000018177	SINCAM001963
ENSGALP00000018184	SINCAM008153
ENSGALP00000018186	SINCAM920970
ENSGALP00000018188	SINCAM921167
ENSGALP00000018192	SINCAM006297
ENSGALP00000018195	SINCAM003524
ENSGALP00000018196	SINCAM922789
ENSGALP00000018199	SINCAM005684
ENSGALP00000018203	SINCAM000423
ENSGALP00000018206	SINCAM003525
ENSGALP00000018209	SINCAM001959
ENSGALP00000018212	SINCAM000425
ENSGALP00000018216	SINCAM001958
ENSGALP00000018217	SINCAM003527
ENSGALP00000018223	SINCAM920488
ENSGALP00000018224	SINCAM008152
ENSGALP00000018228	SINCAM921153
ENSGALP00000018229	SINCAM012949
ENSGALP00000018231	SINCAM921154
ENSGALP00000018232	SINCAM000413
ENSGALP00000018235	SINCAM005686
ENSGALP00000018239	SINCAM003530
ENSGALP00000018243	SINCAM001957
ENSGALP00000018245	SINCAM000318
ENSGALP00000018247	SINCAM003507
ENSGALP00000018252	SINCAM000319
ENSGALP00000018258	SINCAM008151
ENSGALP00000018259	SINCAM000321
ENSGALP00000018260	SINCAM002176
ENSGALP00000018263	SINCAM005063
ENSGALP00000018264	SINCAM008149
ENSGALP00000018265	SINCAM010988
ENSGALP00000018266	SINCAM005689
ENSGALP00000018269	SINCAM002177
ENSGALP00000018272	SINCAM012489
ENSGALP00000018274	SINCAM008147
ENSGALP00000018278	SINCAM005061
ENSGALP00000018279	SINCAM007191
ENSGALP00000018280	SINCAM002792
ENSGALP00000018290	SINCAM002178
ENSGALP00000018293	SINCAM000387
ENSGALP00000018294	SINCAM008145
ENSGALP00000018298	SINCAM006269
ENSGALP00000018301	SINCAM006271
ENSGALP00000018302	SINCAM002179
ENSGALP00000018304	SINCAM008143
ENSGALP00000018305	SINCAM004745
ENSGALP00000018306	SINCAM920842
ENSGALP00000018307	SINCAM002180
ENSGALP00000018315	SINCAM006273
ENSGALP00000018320	SINCAM008142
ENSGALP00000018324	SINCAM006289
ENSGALP00000018326	SINCAM002183
ENSGALP00000018334	SINCAM006291
ENSGALP00000018335	SINCAM002184
ENSGALP00000018342	SINCAM005057
ENSGALP00000018345	SINCAM000390
ENSGALP00000018350	SINCAM005690
ENSGALP00000018351	SINCAM005056
ENSGALP00000018352	SINCAM008140
ENSGALP00000018358	SINCAM002186
ENSGALP00000018361	SINCAM006225
ENSGALP00000018364	SINCAM000349
ENSGALP00000018366	SINCAM002187
ENSGALP00000018369	SINCAM005691
ENSGALP00000018370	SINCAM005692
ENSGALP00000018371	SINCAM002188
ENSGALP00000018373	SINCAM005693
ENSGALP00000018376	SINCAM005055
ENSGALP00000018378	SINCAM005695
ENSGALP00000018379	SINCAM005544
ENSGALP00000018380	SINCAM002191
ENSGALP00000018382	SINCAM005543
ENSGALP00000018385	SINCAM001944
ENSGALP00000018388	SINCAM005054
ENSGALP00000018391	SINCAM005542
ENSGALP00000018395	SINCAM015027
ENSGALP00000018400	SINCAM920945
ENSGALP00000018405	SINCAM921151
ENSGALP00000018409	SINCAM921158
ENSGALP00000018410	SINCAM920718
ENSGALP00000018412	SINCAM005053
ENSGALP00000018418	SINCAM920719
ENSGALP00000018424	SINCAM006309
ENSGALP00000018429	SINCAM005540
ENSGALP00000018433	SINCAM005051
ENSGALP00000018434	SINCAM001950
ENSGALP00000018435	SINCAM920720
ENSGALP00000018445	SINCAM005336
ENSGALP00000018449	SINCAM005538
ENSGALP00000018451	SINCAM920721
ENSGALP00000018452	SINCAM000866
ENSGALP00000018456	SINCAM005537
ENSGALP00000018457	SINCAM006314
ENSGALP00000018458	SINCAM011497
ENSGALP00000018459	SINCAM002233
ENSGALP00000018461	SINCAM003553
ENSGALP00000018469	SINCAM005050
ENSGALP00000018470	SINCAM006295
ENSGALP00000018472	SINCAM006298
ENSGALP00000018480	SINCAM920545
ENSGALP00000018481	SINCAM005049
ENSGALP00000018482	SINCAM003554
ENSGALP00000018485	SINCAM920942
ENSGALP00000018487	SINCAM921542
ENSGALP00000018500	SINCAM006317
ENSGALP00000018501	SINCAM005315
ENSGALP00000018502	SINCAM006325
ENSGALP00000018503	SINCAM006322
ENSGALP00000018506	SINCAM005534
ENSGALP00000018510	SINCAM920874
ENSGALP00000018514	SINCAM005318
ENSGALP00000018516	SINCAM008135
ENSGALP00000018518	SINCAM008134
ENSGALP00000018519	SINCAM921544
ENSGALP00000018521	SINCAM008154
ENSGALP00000018523	SINCAM005319
ENSGALP00000018528	SINCAM008155
ENSGALP00000018530	SINCAM008156
ENSGALP00000018537	SINCAM005530
ENSGALP00000018540	SINCAM005320
ENSGALP00000018548	SINCAM921538
ENSGALP00000018552	SINCAM920876
ENSGALP00000018553	SINCAM921636
ENSGALP00000018557	SINCAM920438
ENSGALP00000018558	SINCAM921637
ENSGALP00000018559	SINCAM005323
ENSGALP00000018561	SINCAM006274
ENSGALP00000018564	SINCAM011507
ENSGALP00000018565	SINCAM920541
ENSGALP00000018572	SINCAM005529
ENSGALP00000018575	SINCAM006279
ENSGALP00000018577	SINCAM000102
ENSGALP00000018580	SINCAM920722
ENSGALP00000018590	SINCAM005528
ENSGALP00000018598	SINCAM005026
ENSGALP00000018600	SINCAM920941
ENSGALP00000018601	SINCAM922346
ENSGALP00000018610	SINCAM003531
ENSGALP00000018615	SINCAM001953
ENSGALP00000018616	SINCAM015342
ENSGALP00000018621	SINCAM008160
ENSGALP00000018625	SINCAM014191
ENSGALP00000018626	SINCAM015343
ENSGALP00000018629	SINCAM000828
ENSGALP00000018634	SINCAM001761
ENSGALP00000018636	SINCAM008162
ENSGALP00000018639	SINCAM000071
ENSGALP00000018643	SINCAM008163
ENSGALP00000018644	SINCAM001760
ENSGALP00000018646	SINCAM920435
ENSGALP00000018652	SINCAM006266
ENSGALP00000018654	SINCAM000819
ENSGALP00000018656	SINCAM015344
ENSGALP00000018658	SINCAM000412
ENSGALP00000018662	SINCAM005524
ENSGALP00000018669	SINCAM008164
ENSGALP00000018671	SINCAM016190
ENSGALP00000018679	SINCAM006299
ENSGALP00000018680	SINCAM003653
ENSGALP00000018684	SINCAM001758
ENSGALP00000018686	SINCAM006300
ENSGALP00000018692	SINCAM006301
ENSGALP00000018695	SINCAM002205
ENSGALP00000018697	SINCAM016373
ENSGALP00000018698	SINCAM002204
ENSGALP00000018701	SINCAM000409
ENSGALP00000018702	SINCAM002203
ENSGALP00000018703	SINCAM003656
ENSGALP00000018704	SINCAM000480
ENSGALP00000018705	SINCAM002201
ENSGALP00000018706	SINCAM006302
ENSGALP00000018708	SINCAM920755
ENSGALP00000018712	SINCAM006287
ENSGALP00000018713	SINCAM002231
ENSGALP00000018715	SINCAM000404
ENSGALP00000018719	SINCAM006283
ENSGALP00000018736	SINCAM008165
ENSGALP00000018737	SINCAM000403
ENSGALP00000018742	SINCAM008166
ENSGALP00000018747	SINCAM002228
ENSGALP00000018750	SINCAM920937
ENSGALP00000018752	SINCAM006284
ENSGALP00000018755	SINCAM006036
ENSGALP00000018757	SINCAM002227
ENSGALP00000018758	SINCAM002226
ENSGALP00000018761	SINCAM920752
ENSGALP00000018762	SINCAM008167
ENSGALP00000018765	SINCAM001700
ENSGALP00000018767	SINCAM004362
ENSGALP00000018771	SINCAM008168
ENSGALP00000018772	SINCAM008169
