ENSACAP00000000005	SINCAM006024
ENSACAP00000008417	SINCAM920840
ENSACAP00000008418	SINCAM002890
ENSACAP00000008420	SINCAM008068
ENSACAP00000008421	SINCAM009345
ENSACAP00000008422	SINCAM008014
ENSACAP00000008423	SINCAM011125
ENSACAP00000008427	SINCAM010909
ENSACAP00000008428	SINCAM006947
ENSACAP00000008430	SINCAM921489
ENSACAP00000008431	SINCAM010911
ENSACAP00000008432	SINCAM012609
ENSACAP00000008435	SINCAM009839
ENSACAP00000008436	SINCAM010967
ENSACAP00000008439	SINCAM013772
ENSACAP00000008440	SINCAM001873
ENSACAP00000008442	SINCAM921548
ENSACAP00000008443	SINCAM014517
ENSACAP00000008446	SINCAM009746
ENSACAP00000008448	SINCAM007014
ENSACAP00000008451	SINCAM001744
ENSACAP00000008452	SINCAM013911
ENSACAP00000008453	SINCAM922276
ENSACAP00000008455	SINCAM922394
ENSACAP00000008458	SINCAM002936
ENSACAP00000008460	SINCAM008070
ENSACAP00000008464	SINCAM012363
ENSACAP00000008469	SINCAM922138
ENSACAP00000008472	SINCAM001786
ENSACAP00000008474	SINCAM006525
ENSACAP00000008475	SINCAM013773
ENSACAP00000008476	SINCAM009040
ENSACAP00000008479	SINCAM015032
ENSACAP00000008480	SINCAM900283
ENSACAP00000008483	SINCAM012782
ENSACAP00000008484	SINCAM922097
ENSACAP00000008486	SINCAM010912
ENSACAP00000008491	SINCAM009866
ENSACAP00000008492	SINCAM000825
ENSACAP00000008493	SINCAM017794
ENSACAP00000008495	SINCAM001220
ENSACAP00000008496	SINCAM009364
ENSACAP00000008500	SINCAM009867
ENSACAP00000008501	SINCAM005473
ENSACAP00000008502	SINCAM014413
ENSACAP00000008503	SINCAM001743
ENSACAP00000008505	SINCAM002246
ENSACAP00000008506	SINCAM007016
ENSACAP00000008509	SINCAM005043
ENSACAP00000008510	SINCAM013662
ENSACAP00000008512	SINCAM001742
ENSACAP00000008515	SINCAM005419
ENSACAP00000008516	SINCAM003067
ENSACAP00000008519	SINCAM009750
ENSACAP00000008520	SINCAM001741
ENSACAP00000008521	SINCAM007842
ENSACAP00000008523	SINCAM002490
ENSACAP00000008524	SINCAM922631
ENSACAP00000008525	SINCAM011410
ENSACAP00000008527	SINCAM009212
ENSACAP00000008529	SINCAM011394
ENSACAP00000008530	SINCAM014518
ENSACAP00000008531	SINCAM006671
ENSACAP00000008532	SINCAM009834
ENSACAP00000008535	SINCAM001417
ENSACAP00000008537	SINCAM921825
ENSACAP00000008538	SINCAM002491
ENSACAP00000008539	SINCAM922545
ENSACAP00000008542	SINCAM011160
ENSACAP00000008544	SINCAM005044
ENSACAP00000008546	SINCAM010770
ENSACAP00000008547	SINCAM013570
ENSACAP00000008549	SINCAM008072
ENSACAP00000008551	SINCAM013593
ENSACAP00000008552	SINCAM008894
ENSACAP00000008553	SINCAM922484
ENSACAP00000008554	SINCAM920805
ENSACAP00000008555	SINCAM011526
ENSACAP00000008556	SINCAM008893
ENSACAP00000008563	SINCAM011150
ENSACAP00000008564	SINCAM920992
ENSACAP00000008566	SINCAM013949
ENSACAP00000008568	SINCAM001274
ENSACAP00000008569	SINCAM001739
ENSACAP00000008571	SINCAM017013
ENSACAP00000008572	SINCAM014109
ENSACAP00000008573	SINCAM012539
ENSACAP00000008574	SINCAM005045
ENSACAP00000008575	SINCAM005046
ENSACAP00000008576	SINCAM008073
ENSACAP00000008577	SINCAM015460
ENSACAP00000008579	SINCAM010370
ENSACAP00000008581	SINCAM002312
ENSACAP00000008584	SINCAM007352
ENSACAP00000008585	SINCAM011525
ENSACAP00000008587	SINCAM005076
ENSACAP00000008591	SINCAM011524
ENSACAP00000008592	SINCAM007206
ENSACAP00000008595	SINCAM003068
ENSACAP00000008596	SINCAM013270
ENSACAP00000008599	SINCAM011819
ENSACAP00000008600	SINCAM012970
ENSACAP00000008601	SINCAM007348
ENSACAP00000008602	SINCAM014110
ENSACAP00000008606	SINCAM002126
ENSACAP00000008608	SINCAM921869
ENSACAP00000008610	SINCAM008546
ENSACAP00000008611	SINCAM002937
ENSACAP00000008612	SINCAM922029
ENSACAP00000008614	SINCAM002736
ENSACAP00000008618	SINCAM011838
ENSACAP00000008619	SINCAM010698
ENSACAP00000008620	SINCAM922390
ENSACAP00000008621	SINCAM001277
ENSACAP00000008622	SINCAM922011
ENSACAP00000008625	SINCAM001415
ENSACAP00000008630	SINCAM003848
ENSACAP00000008633	SINCAM008074
ENSACAP00000008634	SINCAM000567
ENSACAP00000008635	SINCAM008075
ENSACAP00000008638	SINCAM007017
ENSACAP00000008639	SINCAM013952
ENSACAP00000008640	SINCAM010966
ENSACAP00000008641	SINCAM009720
ENSACAP00000008642	SINCAM007066
ENSACAP00000008643	SINCAM011523
ENSACAP00000008644	SINCAM000566
ENSACAP00000008645	SINCAM004250
ENSACAP00000008646	SINCAM012943
ENSACAP00000008647	SINCAM010750
ENSACAP00000008650	SINCAM001950
ENSACAP00000008651	SINCAM001412
ENSACAP00000008652	SINCAM922044
ENSACAP00000008653	SINCAM922270
ENSACAP00000008654	SINCAM002443
ENSACAP00000008655	SINCAM922045
ENSACAP00000008656	SINCAM007067
ENSACAP00000008657	SINCAM004100
ENSACAP00000008659	SINCAM011406
ENSACAP00000008660	SINCAM001411
ENSACAP00000008663	SINCAM013733
ENSACAP00000008664	SINCAM922271
ENSACAP00000008665	SINCAM003492
ENSACAP00000008667	SINCAM004098
ENSACAP00000008668	SINCAM002938
ENSACAP00000008669	SINCAM006832
ENSACAP00000008672	SINCAM922028
ENSACAP00000008674	SINCAM921866
ENSACAP00000008676	SINCAM920617
ENSACAP00000008677	SINCAM002493
ENSACAP00000008678	SINCAM008076
ENSACAP00000008681	SINCAM922046
ENSACAP00000008682	SINCAM012974
ENSACAP00000008683	SINCAM008077
ENSACAP00000008684	SINCAM920719
ENSACAP00000008685	SINCAM011789
ENSACAP00000008687	SINCAM002278
ENSACAP00000008689	SINCAM009749
ENSACAP00000008691	SINCAM009314
ENSACAP00000008692	SINCAM000565
ENSACAP00000008694	SINCAM001278
ENSACAP00000008695	SINCAM012765
ENSACAP00000008697	SINCAM010372
ENSACAP00000008700	SINCAM002280
ENSACAP00000008704	SINCAM005089
ENSACAP00000008705	SINCAM002444
ENSACAP00000008706	SINCAM000824
ENSACAP00000008707	SINCAM002127
ENSACAP00000008709	SINCAM009838
ENSACAP00000008712	SINCAM012919
ENSACAP00000008717	SINCAM007018
ENSACAP00000008722	SINCAM001219
ENSACAP00000008723	SINCAM014270
ENSACAP00000008725	SINCAM009602
ENSACAP00000008728	SINCAM011786
ENSACAP00000008730	SINCAM014281
ENSACAP00000008731	SINCAM016046
ENSACAP00000008733	SINCAM001738
ENSACAP00000008734	SINCAM007486
ENSACAP00000008737	SINCAM011059
ENSACAP00000008740	SINCAM920607
ENSACAP00000008741	SINCAM900284
ENSACAP00000008743	SINCAM922053
ENSACAP00000008744	SINCAM005091
ENSACAP00000008745	SINCAM008619
ENSACAP00000008746	SINCAM008833
ENSACAP00000008749	SINCAM008620
ENSACAP00000008750	SINCAM013012
ENSACAP00000008757	SINCAM013950
ENSACAP00000008758	SINCAM009896
ENSACAP00000008759	SINCAM001217
ENSACAP00000008760	SINCAM011419
ENSACAP00000008761	SINCAM011060
ENSACAP00000008764	SINCAM009315
ENSACAP00000008769	SINCAM000564
ENSACAP00000008770	SINCAM011837
ENSACAP00000008773	SINCAM008078
ENSACAP00000008774	SINCAM005075
ENSACAP00000008776	SINCAM002128
ENSACAP00000008778	SINCAM005093
ENSACAP00000008781	SINCAM920618
ENSACAP00000008782	SINCAM005073
ENSACAP00000008784	SINCAM921904
ENSACAP00000008785	SINCAM920619
ENSACAP00000008788	SINCAM006228
ENSACAP00000008789	SINCAM000822
ENSACAP00000008790	SINCAM920768
ENSACAP00000008791	SINCAM922217
ENSACAP00000008793	SINCAM015780
ENSACAP00000008794	SINCAM003491
ENSACAP00000008796	SINCAM008240
ENSACAP00000008798	SINCAM001216
ENSACAP00000008800	SINCAM005408
ENSACAP00000008802	SINCAM922030
ENSACAP00000008803	SINCAM011053
ENSACAP00000008806	SINCAM006079
ENSACAP00000008808	SINCAM008621
ENSACAP00000008809	SINCAM009716
ENSACAP00000008810	SINCAM009589
ENSACAP00000008811	SINCAM920769
ENSACAP00000008812	SINCAM010800
ENSACAP00000008815	SINCAM008622
ENSACAP00000008819	SINCAM006544
ENSACAP00000008820	SINCAM920848
ENSACAP00000008827	SINCAM011785
ENSACAP00000008830	SINCAM007020
ENSACAP00000008832	SINCAM002314
ENSACAP00000008834	SINCAM015145
ENSACAP00000008836	SINCAM922787
ENSACAP00000008838	SINCAM001737
ENSACAP00000008840	SINCAM922054
ENSACAP00000008843	SINCAM008239
ENSACAP00000008844	SINCAM922557
ENSACAP00000008845	SINCAM002130
ENSACAP00000008846	SINCAM922552
ENSACAP00000008847	SINCAM921481
ENSACAP00000008849	SINCAM002131
ENSACAP00000008851	SINCAM011159
ENSACAP00000008853	SINCAM921510
ENSACAP00000008854	SINCAM013953
ENSACAP00000008855	SINCAM008237
ENSACAP00000008856	SINCAM921069
ENSACAP00000008857	SINCAM004582
ENSACAP00000008860	SINCAM014206
ENSACAP00000008863	SINCAM013005
ENSACAP00000008865	SINCAM000117
ENSACAP00000008866	SINCAM922727
ENSACAP00000008867	SINCAM001280
ENSACAP00000008868	SINCAM002132
ENSACAP00000008870	SINCAM920621
ENSACAP00000008871	SINCAM006078
ENSACAP00000008872	SINCAM009591
ENSACAP00000008874	SINCAM011158
ENSACAP00000008876	SINCAM007653
ENSACAP00000008877	SINCAM011157
ENSACAP00000008878	SINCAM013954
ENSACAP00000008881	SINCAM922120
ENSACAP00000008883	SINCAM002133
ENSACAP00000008884	SINCAM000563
ENSACAP00000008886	SINCAM001735
ENSACAP00000008887	SINCAM007139
ENSACAP00000008890	SINCAM921586
ENSACAP00000008891	SINCAM921045
ENSACAP00000008894	SINCAM009862
ENSACAP00000008895	SINCAM004581
ENSACAP00000008896	SINCAM011420
ENSACAP00000008898	SINCAM011784
ENSACAP00000008900	SINCAM012695
ENSACAP00000008901	SINCAM921070
ENSACAP00000008902	SINCAM004088
ENSACAP00000008903	SINCAM007493
ENSACAP00000008904	SINCAM003939
ENSACAP00000008906	SINCAM010406
ENSACAP00000008907	SINCAM922485
ENSACAP00000008908	SINCAM000562
ENSACAP00000008910	SINCAM922005
ENSACAP00000008911	SINCAM922208
ENSACAP00000008912	SINCAM922118
ENSACAP00000008915	SINCAM006568
ENSACAP00000008917	SINCAM010989
ENSACAP00000008918	SINCAM006569
ENSACAP00000008919	SINCAM921030
ENSACAP00000008920	SINCAM000561
ENSACAP00000008926	SINCAM010790
ENSACAP00000008927	SINCAM015958
ENSACAP00000008928	SINCAM014479
ENSACAP00000008929	SINCAM008079
ENSACAP00000008930	SINCAM013705
ENSACAP00000008931	SINCAM014278
ENSACAP00000008932	SINCAM006178
ENSACAP00000008933	SINCAM009748
ENSACAP00000008934	SINCAM001213
ENSACAP00000008935	SINCAM006193
ENSACAP00000008936	SINCAM010404
ENSACAP00000008942	SINCAM006682
ENSACAP00000008943	SINCAM013753
ENSACAP00000008944	SINCAM009537
ENSACAP00000008945	SINCAM007959
ENSACAP00000008946	SINCAM003075
ENSACAP00000008947	SINCAM006106
ENSACAP00000008951	SINCAM011142
ENSACAP00000008953	SINCAM922119
ENSACAP00000008955	SINCAM013782
ENSACAP00000008956	SINCAM004089
ENSACAP00000008957	SINCAM001409
ENSACAP00000008958	SINCAM009593
ENSACAP00000008959	SINCAM007904
ENSACAP00000008960	SINCAM000135
ENSACAP00000008961	SINCAM011128
ENSACAP00000008962	SINCAM002445
ENSACAP00000008963	SINCAM007060
ENSACAP00000008965	SINCAM011932
ENSACAP00000008966	SINCAM004615
ENSACAP00000008967	SINCAM010735
ENSACAP00000008968	SINCAM922145
ENSACAP00000008969	SINCAM013783
ENSACAP00000008970	SINCAM008080
ENSACAP00000008971	SINCAM922750
ENSACAP00000008972	SINCAM004090
ENSACAP00000008974	SINCAM000559
ENSACAP00000008978	SINCAM012697
ENSACAP00000008979	SINCAM001734
ENSACAP00000008980	SINCAM001698
ENSACAP00000008981	SINCAM005072
ENSACAP00000008982	SINCAM010791
ENSACAP00000008983	SINCAM004091
ENSACAP00000008984	SINCAM010403
ENSACAP00000008985	SINCAM009594
ENSACAP00000008989	SINCAM000957
ENSACAP00000008991	SINCAM002446
ENSACAP00000008993	SINCAM000718
ENSACAP00000008996	SINCAM011635
ENSACAP00000008997	SINCAM002940
ENSACAP00000008998	SINCAM009595
ENSACAP00000008999	SINCAM013947
ENSACAP00000009000	SINCAM010862
ENSACAP00000009002	SINCAM014490
ENSACAP00000009003	SINCAM013784
ENSACAP00000009004	SINCAM000315
ENSACAP00000009005	SINCAM006077
ENSACAP00000009007	SINCAM011783
ENSACAP00000009008	SINCAM922749
ENSACAP00000009010	SINCAM922282
ENSACAP00000009012	SINCAM003941
ENSACAP00000009013	SINCAM000316
ENSACAP00000009014	SINCAM010863
ENSACAP00000009016	SINCAM003935
ENSACAP00000009018	SINCAM923089
ENSACAP00000009021	SINCAM920674
ENSACAP00000009022	SINCAM009433
ENSACAP00000009024	SINCAM920442
ENSACAP00000009025	SINCAM009394
ENSACAP00000009027	SINCAM004617
ENSACAP00000009029	SINCAM002909
ENSACAP00000009030	SINCAM008081
ENSACAP00000009031	SINCAM002495
ENSACAP00000009033	SINCAM921451
ENSACAP00000009034	SINCAM012698
ENSACAP00000009036	SINCAM011054
ENSACAP00000009037	SINCAM001696
ENSACAP00000009038	SINCAM008744
ENSACAP00000009040	SINCAM002315
ENSACAP00000009043	SINCAM007059
ENSACAP00000009044	SINCAM920718
ENSACAP00000009046	SINCAM002907
ENSACAP00000009047	SINCAM921043
ENSACAP00000009048	SINCAM002271
ENSACAP00000009049	SINCAM011634
ENSACAP00000009051	SINCAM013945
ENSACAP00000009053	SINCAM011646
ENSACAP00000009054	SINCAM005278
ENSACAP00000009057	SINCAM014746
ENSACAP00000009058	SINCAM002316
ENSACAP00000009059	SINCAM921347
ENSACAP00000009060	SINCAM002448
ENSACAP00000009061	SINCAM008747
ENSACAP00000009062	SINCAM006845
ENSACAP00000009063	SINCAM005606
ENSACAP00000009064	SINCAM921814
ENSACAP00000009065	SINCAM004841
ENSACAP00000009066	SINCAM012700
ENSACAP00000009068	SINCAM006918
ENSACAP00000009070	SINCAM922807
ENSACAP00000009071	SINCAM920950
ENSACAP00000009072	SINCAM006556
ENSACAP00000009073	SINCAM003490
ENSACAP00000009074	SINCAM011647
ENSACAP00000009075	SINCAM001281
ENSACAP00000009077	SINCAM002269
ENSACAP00000009079	SINCAM921455
ENSACAP00000009080	SINCAM001211
ENSACAP00000009081	SINCAM900282
ENSACAP00000009082	SINCAM002906
ENSACAP00000009083	SINCAM008083
ENSACAP00000009085	SINCAM008827
ENSACAP00000009086	SINCAM922283
ENSACAP00000009087	SINCAM006191
ENSACAP00000009088	SINCAM014383
ENSACAP00000009089	SINCAM013943
ENSACAP00000009090	SINCAM001210
ENSACAP00000009091	SINCAM011447
ENSACAP00000009092	SINCAM001479
ENSACAP00000009093	SINCAM012325
ENSACAP00000009094	SINCAM006844
ENSACAP00000009096	SINCAM002905
ENSACAP00000009097	SINCAM000558
ENSACAP00000009102	SINCAM011196
ENSACAP00000009104	SINCAM001695
ENSACAP00000009106	SINCAM002319
ENSACAP00000009107	SINCAM001733
ENSACAP00000009108	SINCAM921349
ENSACAP00000009111	SINCAM007938
ENSACAP00000009116	SINCAM920504
ENSACAP00000009117	SINCAM007834
ENSACAP00000009118	SINCAM922239
ENSACAP00000009121	SINCAM001755
ENSACAP00000009122	SINCAM000764
ENSACAP00000009123	SINCAM003933
ENSACAP00000009126	SINCAM001408
ENSACAP00000009127	SINCAM009747
ENSACAP00000009128	SINCAM009353
ENSACAP00000009130	SINCAM001209
ENSACAP00000009131	SINCAM005618
ENSACAP00000009133	SINCAM001948
ENSACAP00000009134	SINCAM004093
ENSACAP00000009135	SINCAM011511
ENSACAP00000009136	SINCAM003932
ENSACAP00000009139	SINCAM003931
ENSACAP00000009140	SINCAM011816
ENSACAP00000009142	SINCAM002449
ENSACAP00000009146	SINCAM008817
ENSACAP00000009147	SINCAM000763
ENSACAP00000009150	SINCAM921454
ENSACAP00000009152	SINCAM002901
ENSACAP00000009158	SINCAM011827
ENSACAP00000009161	SINCAM010464
ENSACAP00000009162	SINCAM001794
ENSACAP00000009165	SINCAM001732
ENSACAP00000009166	SINCAM012699
ENSACAP00000009167	SINCAM006555
ENSACAP00000009168	SINCAM005620
ENSACAP00000009169	SINCAM001731
ENSACAP00000009170	SINCAM008739
ENSACAP00000009176	SINCAM002268
ENSACAP00000009177	SINCAM006843
ENSACAP00000009179	SINCAM921578
ENSACAP00000009180	SINCAM002320
ENSACAP00000009187	SINCAM921720
ENSACAP00000009188	SINCAM921453
ENSACAP00000009190	SINCAM001405
ENSACAP00000009193	SINCAM921557
ENSACAP00000009195	SINCAM007499
ENSACAP00000009197	SINCAM006553
ENSACAP00000009199	SINCAM001796
ENSACAP00000009201	SINCAM002401
ENSACAP00000009203	SINCAM002321
ENSACAP00000009205	SINCAM007678
ENSACAP00000009206	SINCAM001404
ENSACAP00000009207	SINCAM008052
ENSACAP00000009209	SINCAM921203
ENSACAP00000009210	SINCAM001478
ENSACAP00000009211	SINCAM012701
ENSACAP00000009214	SINCAM011448
ENSACAP00000009215	SINCAM001207
ENSACAP00000009216	SINCAM003489
ENSACAP00000009221	SINCAM002267
ENSACAP00000009222	SINCAM011591
ENSACAP00000009223	SINCAM010402
ENSACAP00000009224	SINCAM001798
ENSACAP00000009225	SINCAM011828
ENSACAP00000009231	SINCAM004642
ENSACAP00000009232	SINCAM922238
ENSACAP00000009233	SINCAM012322
ENSACAP00000009234	SINCAM003930
ENSACAP00000009235	SINCAM010495
ENSACAP00000009236	SINCAM005616
ENSACAP00000009237	SINCAM004925
ENSACAP00000009238	SINCAM002252
ENSACAP00000009239	SINCAM005279
ENSACAP00000009241	SINCAM921722
ENSACAP00000009243	SINCAM017405
ENSACAP00000009245	SINCAM011590
ENSACAP00000009246	SINCAM002400
ENSACAP00000009247	SINCAM004361
ENSACAP00000009250	SINCAM009719
ENSACAP00000009251	SINCAM922022
ENSACAP00000009252	SINCAM002322
ENSACAP00000009255	SINCAM005613
ENSACAP00000009256	SINCAM922023
ENSACAP00000009258	SINCAM921580
ENSACAP00000009260	SINCAM920954
ENSACAP00000009262	SINCAM921269
ENSACAP00000009264	SINCAM014032
ENSACAP00000009265	SINCAM007270
ENSACAP00000009266	SINCAM001283
ENSACAP00000009267	SINCAM920837
ENSACAP00000009268	SINCAM007517
ENSACAP00000009269	SINCAM005280
ENSACAP00000009270	SINCAM921628
ENSACAP00000009272	SINCAM007269
ENSACAP00000009275	SINCAM004927
ENSACAP00000009276	SINCAM004205
ENSACAP00000009278	SINCAM003488
ENSACAP00000009280	SINCAM004206
ENSACAP00000009281	SINCAM017411
ENSACAP00000009282	SINCAM006434
ENSACAP00000009283	SINCAM003409
ENSACAP00000009285	SINCAM012702
ENSACAP00000009286	SINCAM006552
ENSACAP00000009289	SINCAM002399
ENSACAP00000009290	SINCAM012034
ENSACAP00000009291	SINCAM006683
ENSACAP00000009292	SINCAM001206
ENSACAP00000009293	SINCAM006435
ENSACAP00000009296	SINCAM922806
ENSACAP00000009297	SINCAM921553
ENSACAP00000009298	SINCAM001503
ENSACAP00000009299	SINCAM011198
ENSACAP00000009300	SINCAM014275
ENSACAP00000009302	SINCAM007515
ENSACAP00000009303	SINCAM007053
ENSACAP00000009305	SINCAM001802
ENSACAP00000009306	SINCAM006437
ENSACAP00000009309	SINCAM003726
ENSACAP00000009310	SINCAM011632
ENSACAP00000009312	SINCAM000788
ENSACAP00000009313	SINCAM002251
ENSACAP00000009314	SINCAM010848
ENSACAP00000009317	SINCAM008051
ENSACAP00000009319	SINCAM920763
ENSACAP00000009320	SINCAM011311
ENSACAP00000009323	SINCAM008034
ENSACAP00000009324	SINCAM009393
ENSACAP00000009325	SINCAM011589
ENSACAP00000009327	SINCAM005612
ENSACAP00000009329	SINCAM007645
ENSACAP00000009330	SINCAM003746
ENSACAP00000009331	SINCAM007644
ENSACAP00000009332	SINCAM010869
ENSACAP00000009333	SINCAM003929
ENSACAP00000009334	SINCAM001204
ENSACAP00000009337	SINCAM009597
ENSACAP00000009340	SINCAM005017
ENSACAP00000009341	SINCAM006532
ENSACAP00000009342	SINCAM921844
ENSACAP00000009343	SINCAM000138
ENSACAP00000009345	SINCAM004213
ENSACAP00000009347	SINCAM004928
ENSACAP00000009349	SINCAM920606
ENSACAP00000009350	SINCAM002497
ENSACAP00000009351	SINCAM011631
ENSACAP00000009353	SINCAM001355
ENSACAP00000009355	SINCAM001804
ENSACAP00000009356	SINCAM001505
ENSACAP00000009357	SINCAM014126
ENSACAP00000009358	SINCAM001692
ENSACAP00000009359	SINCAM009392
ENSACAP00000009360	SINCAM002498
ENSACAP00000009362	SINCAM920503
ENSACAP00000009363	SINCAM002325
ENSACAP00000009364	SINCAM015356
ENSACAP00000009365	SINCAM010449
ENSACAP00000009367	SINCAM008050
ENSACAP00000009368	SINCAM011452
ENSACAP00000009371	SINCAM002499
ENSACAP00000009373	SINCAM011587
ENSACAP00000009374	SINCAM012678
ENSACAP00000009375	SINCAM002326
ENSACAP00000009377	SINCAM006551
ENSACAP00000009378	SINCAM014039
ENSACAP00000009380	SINCAM920605
ENSACAP00000009381	SINCAM009391
ENSACAP00000009382	SINCAM000556
ENSACAP00000009383	SINCAM006529
ENSACAP00000009384	SINCAM010842
ENSACAP00000009385	SINCAM014224
ENSACAP00000009387	SINCAM012677
ENSACAP00000009388	SINCAM006440
ENSACAP00000009390	SINCAM002327
ENSACAP00000009392	SINCAM009261
ENSACAP00000009394	SINCAM008530
ENSACAP00000009396	SINCAM000555
ENSACAP00000009400	SINCAM002328
ENSACAP00000009403	SINCAM004593
ENSACAP00000009409	SINCAM003725
ENSACAP00000009412	SINCAM005282
ENSACAP00000009413	SINCAM003724
ENSACAP00000009415	SINCAM012035
ENSACAP00000009416	SINCAM920951
ENSACAP00000009417	SINCAM003927
ENSACAP00000009418	SINCAM011069
ENSACAP00000009419	SINCAM014167
ENSACAP00000009420	SINCAM006055
ENSACAP00000009421	SINCAM010870
ENSACAP00000009422	SINCAM012675
ENSACAP00000009423	SINCAM006506
ENSACAP00000009425	SINCAM004212
ENSACAP00000009426	SINCAM011199
ENSACAP00000009428	SINCAM002396
ENSACAP00000009429	SINCAM010541
ENSACAP00000009433	SINCAM006943
ENSACAP00000009436	SINCAM001402
ENSACAP00000009439	SINCAM011200
ENSACAP00000009440	SINCAM920794
ENSACAP00000009442	SINCAM003723
ENSACAP00000009443	SINCAM009390
ENSACAP00000009444	SINCAM011451
ENSACAP00000009450	SINCAM008501
ENSACAP00000009452	SINCAM004845
ENSACAP00000009453	SINCAM006543
ENSACAP00000009455	SINCAM004210
ENSACAP00000009458	SINCAM004846
ENSACAP00000009459	SINCAM010297
ENSACAP00000009460	SINCAM006441
ENSACAP00000009461	SINCAM014166
ENSACAP00000009462	SINCAM006610
ENSACAP00000009463	SINCAM004847
ENSACAP00000009466	SINCAM011529
ENSACAP00000009468	SINCAM003722
ENSACAP00000009470	SINCAM921845
ENSACAP00000009473	SINCAM004209
ENSACAP00000009475	SINCAM007513
ENSACAP00000009476	SINCAM006676
ENSACAP00000009477	SINCAM006549
ENSACAP00000009478	SINCAM010447
ENSACAP00000009483	SINCAM011583
ENSACAP00000009485	SINCAM921846
ENSACAP00000009487	SINCAM920762
ENSACAP00000009488	SINCAM011201
ENSACAP00000009489	SINCAM011504
ENSACAP00000009490	SINCAM010446
ENSACAP00000009491	SINCAM006442
ENSACAP00000009492	SINCAM006505
ENSACAP00000009494	SINCAM002332
ENSACAP00000009495	SINCAM001693
ENSACAP00000009496	SINCAM001201
ENSACAP00000009498	SINCAM006482
ENSACAP00000009499	SINCAM012037
ENSACAP00000009500	SINCAM921432
ENSACAP00000009501	SINCAM921271
ENSACAP00000009502	SINCAM921567
ENSACAP00000009503	SINCAM007643
ENSACAP00000009504	SINCAM011505
ENSACAP00000009506	SINCAM007510
ENSACAP00000009509	SINCAM006045
ENSACAP00000009510	SINCAM007055
ENSACAP00000009511	SINCAM010542
ENSACAP00000009512	SINCAM017348
ENSACAP00000009513	SINCAM001929
ENSACAP00000009514	SINCAM003924
ENSACAP00000009515	SINCAM006536
ENSACAP00000009516	SINCAM006443
ENSACAP00000009518	SINCAM006842
ENSACAP00000009519	SINCAM015114
ENSACAP00000009520	SINCAM002334
ENSACAP00000009521	SINCAM009259
ENSACAP00000009522	SINCAM003923
ENSACAP00000009525	SINCAM001321
ENSACAP00000009527	SINCAM921981
ENSACAP00000009528	SINCAM009254
ENSACAP00000009530	SINCAM001199
ENSACAP00000009531	SINCAM009389
ENSACAP00000009533	SINCAM002335
ENSACAP00000009534	SINCAM011860
ENSACAP00000009535	SINCAM006535
ENSACAP00000009536	SINCAM922212
ENSACAP00000009538	SINCAM010543
ENSACAP00000009539	SINCAM920654
ENSACAP00000009540	SINCAM922077
ENSACAP00000009541	SINCAM006915
ENSACAP00000009543	SINCAM006484
ENSACAP00000009545	SINCAM001557
ENSACAP00000009546	SINCAM922059
ENSACAP00000009547	SINCAM003711
ENSACAP00000009549	SINCAM007509
ENSACAP00000009552	SINCAM001583
ENSACAP00000009554	SINCAM001558
ENSACAP00000009556	SINCAM006444
ENSACAP00000009557	SINCAM011842
ENSACAP00000009558	SINCAM002296
ENSACAP00000009560	SINCAM007426
ENSACAP00000009561	SINCAM001556
ENSACAP00000009562	SINCAM006302
ENSACAP00000009563	SINCAM920653
ENSACAP00000009565	SINCAM011202
ENSACAP00000009566	SINCAM000137
ENSACAP00000009567	SINCAM001665
ENSACAP00000009568	SINCAM006913
ENSACAP00000009569	SINCAM004077
ENSACAP00000009570	SINCAM004223
ENSACAP00000009572	SINCAM007452
ENSACAP00000009574	SINCAM001198
ENSACAP00000009575	SINCAM006304
ENSACAP00000009580	SINCAM003411
ENSACAP00000009581	SINCAM006534
ENSACAP00000009583	SINCAM921577
ENSACAP00000009584	SINCAM004050
ENSACAP00000009585	SINCAM011645
ENSACAP00000009589	SINCAM011203
ENSACAP00000009591	SINCAM920564
ENSACAP00000009593	SINCAM006446
ENSACAP00000009594	SINCAM921190
ENSACAP00000009596	SINCAM900128
ENSACAP00000009598	SINCAM008500
ENSACAP00000009600	SINCAM006510
ENSACAP00000009601	SINCAM011315
ENSACAP00000009602	SINCAM921694
ENSACAP00000009604	SINCAM011314
ENSACAP00000009605	SINCAM006533
ENSACAP00000009607	SINCAM002144
ENSACAP00000009608	SINCAM017394
ENSACAP00000009612	SINCAM011166
ENSACAP00000009613	SINCAM006287
ENSACAP00000009615	SINCAM921812
ENSACAP00000009617	SINCAM011109
ENSACAP00000009618	SINCAM007282
ENSACAP00000009620	SINCAM009388
ENSACAP00000009622	SINCAM004168
ENSACAP00000009625	SINCAM010544
ENSACAP00000009626	SINCAM002392
ENSACAP00000009627	SINCAM002143
ENSACAP00000009629	SINCAM920650
ENSACAP00000009632	SINCAM013105
ENSACAP00000009633	SINCAM006496
ENSACAP00000009634	SINCAM002297
ENSACAP00000009635	SINCAM010474
ENSACAP00000009636	SINCAM922137
ENSACAP00000009637	SINCAM011012
ENSACAP00000009641	SINCAM921893
ENSACAP00000009642	SINCAM010578
ENSACAP00000009644	SINCAM001197
ENSACAP00000009645	SINCAM922804
ENSACAP00000009646	SINCAM011858
ENSACAP00000009647	SINCAM004559
ENSACAP00000009648	SINCAM002391
ENSACAP00000009650	SINCAM003292
