fgenesh2_pg.scaffold_351000043	ENSCAFP00000012213
e_gw.339.60.1	ENSCAFP00000033192
e_gw.339.60.1	ENSCAFP00000013266
e_gw.340.5.1	ENSCAFP00000034351
e_gw.340.121.1	ENSCAFP00000028062
e_gw.340.82.1	ENSCAFP00000021329
e_gw.340.77.1	ENSCAFP00000021987
e_gw.340.1.1	ENSCAFP00000028151
e_gw.340.1.1	ENSCAFP00000021675
e_gw.341.67.1	ENSCAFP00000001858
e_gw.341.74.1	ENSCAFP00000015575
e_gw.341.21.1	ENSCAFP00000029842
e_gw.341.13.1	ENSCAFP00000036764
e_gw.341.65.1	ENSCAFP00000013314
e_gw.341.77.1	ENSCAFP00000000256
e_gw.342.20.1	ENSCAFP00000037548
e_gw.342.20.1	ENSCAFP00000016788
e_gw.342.20.1	ENSCAFP00000020355
e_gw.342.20.1	ENSCAFP00000040477
e_gw.342.32.1	ENSCAFP00000002215
e_gw.342.44.1	ENSCAFP00000002434
e_gw.342.58.1	ENSCAFP00000040974
e_gw.342.37.1	ENSCAFP00000025136
e_gw.342.37.1	ENSCAFP00000002216
e_gw.342.65.1	ENSCAFP00000026311
e_gw.343.45.1	ENSCAFP00000019775
e_gw.343.49.1	ENSCAFP00000009850
e_gw.343.49.1	ENSCAFP00000001592
e_gw.343.49.1	ENSCAFP00000028871
e_gw.343.60.1	ENSCAFP00000014369
e_gw.343.23.1	ENSCAFP00000001276
e_gw.343.4.1	ENSCAFP00000009492
e_gw.343.4.1	ENSCAFP00000039207
e_gw.343.54.1	ENSCAFP00000035782
e_gw.344.19.1	ENSCAFP00000020407
e_gw.344.3.1	ENSCAFP00000008029
e_gw.345.34.1	ENSCAFP00000003169
e_gw.346.68.1	ENSCAFP00000019433
e_gw.346.47.1	ENSCAFP00000000146
e_gw.346.50.1	ENSCAFP00000010938
e_gw.346.70.1	ENSCAFP00000025289
e_gw.346.70.1	ENSCAFP00000029577
e_gw.346.53.1	ENSCAFP00000002335
e_gw.346.56.1	ENSCAFP00000017642
e_gw.347.75.1	ENSCAFP00000043130
e_gw.347.99.1	ENSCAFP00000032325
e_gw.347.99.1	ENSCAFP00000020719
e_gw.347.99.1	ENSCAFP00000018144
e_gw.347.38.1	ENSCAFP00000041174
e_gw.347.90.1	ENSCAFP00000025940
e_gw.347.82.1	ENSCAFP00000002550
e_gw.347.109.1	ENSCAFP00000019367
e_gw.347.109.1	ENSCAFP00000004330
e_gw.347.116.1	ENSCAFP00000026382
e_gw.347.116.1	ENSCAFP00000009752
e_gw.347.116.1	ENSCAFP00000023231
e_gw.348.6.1	ENSCAFP00000028776
e_gw.348.6.1	ENSCAFP00000002486
e_gw.348.65.1	ENSCAFP00000016070
e_gw.348.57.1	ENSCAFP00000027157
e_gw.348.36.1	ENSCAFP00000000007
e_gw.348.51.1	ENSCAFP00000002219
e_gw.348.59.1	ENSCAFP00000029783
e_gw.349.131.1	ENSCAFP00000017932
e_gw.349.37.1	ENSCAFP00000012858
e_gw.349.27.1	ENSCAFP00000014878
e_gw.349.27.1	ENSCAFP00000042792
e_gw.349.27.1	ENSCAFP00000039568
e_gw.349.108.1	ENSCAFP00000005487
e_gw.349.67.1	ENSCAFP00000006596
e_gw.349.86.1	ENSCAFP00000029506
e_gw.350.80.1	ENSCAFP00000039632
e_gw.350.56.1	ENSCAFP00000036014
e_gw.351.40.1	ENSCAFP00000002124
e_gw.351.112.1	ENSCAFP00000036018
e_gw.351.60.1	ENSCAFP00000025846
e_gw.351.88.1	ENSCAFP00000041440
e_gw.351.87.1	ENSCAFP00000026713
e_gw.351.62.1	ENSCAFP00000019318
e_gw.352.38.1	ENSCAFP00000020079
e_gw.353.1.1	ENSCAFP00000017927
e_gw.354.4.1	ENSCAFP00000037066
e_gw.354.15.1	ENSCAFP00000012357
e_gw.354.39.1	ENSCAFP00000039391
e_gw.355.3.1	ENSCAFP00000017594
e_gw.355.61.1	ENSCAFP00000011218
e_gw.355.37.1	ENSCAFP00000039337
e_gw.355.65.1	ENSCAFP00000036993
e_gw.355.85.1	ENSCAFP00000030361
e_gw.355.72.1	ENSCAFP00000028226
e_gw.355.64.1	ENSCAFP00000016802
e_gw.355.1.1	ENSCAFP00000015800
e_gw.355.68.1	ENSCAFP00000014964
e_gw.355.103.1	ENSCAFP00000002199
e_gw.355.83.1	ENSCAFP00000030443
e_gw.356.32.1	ENSCAFP00000017500
e_gw.356.11.1	ENSCAFP00000037348
e_gw.356.3.1	ENSCAFP00000010483
e_gw.356.59.1	ENSCAFP00000002573
e_gw.356.50.1	ENSCAFP00000009146
e_gw.356.112.1	ENSCAFP00000020674
e_gw.356.112.1	ENSCAFP00000031343
e_gw.356.103.1	ENSCAFP00000030144
e_gw.356.6.1	ENSCAFP00000017802
e_gw.356.61.1	ENSCAFP00000016317
e_gw.356.73.1	ENSCAFP00000019850
e_gw.357.40.1	ENSCAFP00000012943
e_gw.358.52.1	ENSCAFP00000000989
e_gw.358.9.1	ENSCAFP00000002774
e_gw.359.28.1	ENSCAFP00000007765
e_gw.359.3.1	ENSCAFP00000020138
e_gw.359.41.1	ENSCAFP00000011257
e_gw.359.53.1	ENSCAFP00000007834
e_gw.360.79.1	ENSCAFP00000040444
e_gw.361.17.1	ENSCAFP00000024127
e_gw.361.61.1	ENSCAFP00000021333
e_gw.361.55.1	ENSCAFP00000026739
e_gw.361.59.1	ENSCAFP00000019864
e_gw.361.2.1	ENSCAFP00000015277
e_gw.361.24.1	ENSCAFP00000006752
e_gw.363.26.1	ENSCAFP00000000124
e_gw.363.48.1	ENSCAFP00000002245
e_gw.363.48.1	ENSCAFP00000019457
e_gw.363.48.1	ENSCAFP00000024612
e_gw.363.48.1	ENSCAFP00000028099
e_gw.364.59.1	ENSCAFP00000028074
e_gw.364.95.1	ENSCAFP00000015168
e_gw.364.26.1	ENSCAFP00000013308
e_gw.364.38.1	ENSCAFP00000013278
e_gw.364.41.1	ENSCAFP00000015700
e_gw.364.29.1	ENSCAFP00000026802
e_gw.364.20.1	ENSCAFP00000006652
e_gw.364.77.1	ENSCAFP00000038322
e_gw.366.16.1	ENSCAFP00000018900
e_gw.366.52.1	ENSCAFP00000012465
e_gw.367.113.1	ENSCAFP00000020399
e_gw.367.95.1	ENSCAFP00000018622
e_gw.368.19.1	ENSCAFP00000025509
e_gw.368.47.1	ENSCAFP00000018885
e_gw.369.160.1	ENSCAFP00000024852
e_gw.371.27.1	ENSCAFP00000007711
e_gw.371.95.1	ENSCAFP00000017453
e_gw.371.54.1	ENSCAFP00000003917
e_gw.371.37.1	ENSCAFP00000003046
e_gw.371.37.1	ENSCAFP00000028288
e_gw.371.84.1	ENSCAFP00000027426
e_gw.372.6.1	ENSCAFP00000004110
e_gw.372.1.1	ENSCAFP00000004612
e_gw.372.1.1	ENSCAFP00000042563
e_gw.373.23.1	ENSCAFP00000018199
e_gw.373.51.1	ENSCAFP00000025783
e_gw.373.51.1	ENSCAFP00000037960
e_gw.373.4.1	ENSCAFP00000028252
e_gw.373.4.1	ENSCAFP00000018239
e_gw.373.1.1	ENSCAFP00000025244
e_gw.374.48.1	ENSCAFP00000019570
e_gw.374.41.1	ENSCAFP00000012187
e_gw.375.38.1	ENSCAFP00000013745
e_gw.375.38.1	ENSCAFP00000001230
e_gw.375.45.1	ENSCAFP00000008704
e_gw.375.14.1	ENSCAFP00000038728
e_gw.375.6.1	ENSCAFP00000002020
e_gw.376.47.1	ENSCAFP00000006416
e_gw.376.50.1	ENSCAFP00000009750
e_gw.376.29.1	ENSCAFP00000025343
e_gw.376.93.1	ENSCAFP00000018680
e_gw.376.9.1	ENSCAFP00000020910
e_gw.377.23.1	ENSCAFP00000019833
e_gw.377.22.1	ENSCAFP00000019636
e_gw.378.53.1	ENSCAFP00000029704
e_gw.378.29.1	ENSCAFP00000035286
e_gw.378.3.1	ENSCAFP00000017403
e_gw.378.55.1	ENSCAFP00000042619
e_gw.379.55.1	ENSCAFP00000009106
e_gw.379.54.1	ENSCAFP00000026879
e_gw.379.66.1	ENSCAFP00000001064
e_gw.379.66.1	ENSCAFP00000005799
e_gw.379.66.1	ENSCAFP00000001211
e_gw.379.66.1	ENSCAFP00000007466
e_gw.379.66.1	ENSCAFP00000020238
e_gw.380.32.1	ENSCAFP00000025579
e_gw.380.32.1	ENSCAFP00000019795
e_gw.380.48.1	ENSCAFP00000013912
e_gw.380.68.1	ENSCAFP00000038167
e_gw.380.88.1	ENSCAFP00000011162
e_gw.380.88.1	ENSCAFP00000039789
e_gw.380.27.1	ENSCAFP00000020755
e_gw.380.27.1	ENSCAFP00000023999
e_gw.380.8.1	ENSCAFP00000012325
e_gw.380.8.1	ENSCAFP00000018471
e_gw.381.1.1	ENSCAFP00000015537
e_gw.382.58.1	ENSCAFP00000000376
e_gw.382.6.1	ENSCAFP00000006434
e_gw.383.8.1	ENSCAFP00000033800
e_gw.383.8.1	ENSCAFP00000038616
e_gw.383.17.1	ENSCAFP00000009819
e_gw.384.112.1	ENSCAFP00000016358
e_gw.384.112.1	ENSCAFP00000021710
e_gw.384.1.1	ENSCAFP00000041968
e_gw.384.14.1	ENSCAFP00000040138
e_gw.384.62.1	ENSCAFP00000004006
e_gw.386.83.1	ENSCAFP00000015386
e_gw.386.83.1	ENSCAFP00000041935
e_gw.386.30.1	ENSCAFP00000012835
e_gw.386.8.1	ENSCAFP00000036507
e_gw.386.65.1	ENSCAFP00000011234
e_gw.386.3.1	ENSCAFP00000007312
e_gw.386.3.1	ENSCAFP00000000797
e_gw.387.33.1	ENSCAFP00000027114
e_gw.387.18.1	ENSCAFP00000042823
e_gw.388.5.1	ENSCAFP00000017536
e_gw.389.57.1	ENSCAFP00000031870
e_gw.389.24.1	ENSCAFP00000028210
e_gw.389.3.1	ENSCAFP00000027819
e_gw.389.23.1	ENSCAFP00000014646
e_gw.389.27.1	ENSCAFP00000018458
e_gw.389.2.1	ENSCAFP00000027106
e_gw.389.26.1	ENSCAFP00000019137
e_gw.390.37.1	ENSCAFP00000017182
e_gw.391.37.1	ENSCAFP00000009758
e_gw.391.24.1	ENSCAFP00000028695
e_gw.391.24.1	ENSCAFP00000018906
e_gw.392.57.1	ENSCAFP00000026657
e_gw.392.1.1	ENSCAFP00000007250
e_gw.392.56.1	ENSCAFP00000038892
e_gw.392.37.1	ENSCAFP00000012537
e_gw.392.37.1	ENSCAFP00000024101
e_gw.394.39.1	ENSCAFP00000001900
e_gw.394.39.1	ENSCAFP00000038726
e_gw.394.1.1	ENSCAFP00000009895
e_gw.394.22.1	ENSCAFP00000026983
e_gw.394.58.1	ENSCAFP00000021028
e_gw.394.2.1	ENSCAFP00000028960
e_gw.394.68.1	ENSCAFP00000008786
e_gw.395.13.1	ENSCAFP00000002945
e_gw.395.14.1	ENSCAFP00000036029
e_gw.396.44.1	ENSCAFP00000015406
e_gw.396.44.1	ENSCAFP00000017015
e_gw.396.4.1	ENSCAFP00000009709
e_gw.396.31.1	ENSCAFP00000001298
e_gw.396.68.1	ENSCAFP00000009710
e_gw.397.20.1	ENSCAFP00000021740
e_gw.397.28.1	ENSCAFP00000020095
e_gw.398.56.1	ENSCAFP00000042279
e_gw.398.51.1	ENSCAFP00000021844
e_gw.398.57.1	ENSCAFP00000031222
e_gw.399.5.1	ENSCAFP00000006927
e_gw.400.34.1	ENSCAFP00000020325
e_gw.400.34.1	ENSCAFP00000014661
e_gw.400.34.1	ENSCAFP00000014679
e_gw.401.113.1	ENSCAFP00000012339
e_gw.401.52.1	ENSCAFP00000009968
e_gw.401.68.1	ENSCAFP00000037192
e_gw.402.30.1	ENSCAFP00000008573
e_gw.402.30.1	ENSCAFP00000009643
e_gw.403.31.1	ENSCAFP00000016894
e_gw.403.68.1	ENSCAFP00000008019
e_gw.403.35.1	ENSCAFP00000015152
e_gw.403.62.1	ENSCAFP00000025806
e_gw.403.90.1	ENSCAFP00000016575
e_gw.403.86.1	ENSCAFP00000042260
e_gw.404.38.1	ENSCAFP00000026360
e_gw.404.8.1	ENSCAFP00000003807
e_gw.404.55.1	ENSCAFP00000012039
e_gw.404.55.1	ENSCAFP00000022420
e_gw.404.55.1	ENSCAFP00000027404
e_gw.405.45.1	ENSCAFP00000027724
e_gw.405.20.1	ENSCAFP00000022009
e_gw.406.2.1	ENSCAFP00000025442
e_gw.406.46.1	ENSCAFP00000036197
e_gw.407.39.1	ENSCAFP00000012118
e_gw.407.16.1	ENSCAFP00000004410
e_gw.408.16.1	ENSCAFP00000001333
e_gw.408.23.1	ENSCAFP00000040526
e_gw.408.23.1	ENSCAFP00000015470
e_gw.408.23.1	ENSCAFP00000042532
e_gw.408.33.1	ENSCAFP00000005742
e_gw.409.39.1	ENSCAFP00000007964
e_gw.409.22.1	ENSCAFP00000017765
e_gw.409.22.1	ENSCAFP00000007888
e_gw.410.63.1	ENSCAFP00000025681
e_gw.410.7.1	ENSCAFP00000017883
e_gw.410.12.1	ENSCAFP00000023608
e_gw.410.41.1	ENSCAFP00000031934
e_gw.410.41.1	ENSCAFP00000039406
e_gw.410.41.1	ENSCAFP00000017413
e_gw.410.41.1	ENSCAFP00000037646
e_gw.410.43.1	ENSCAFP00000040628
e_gw.410.43.1	ENSCAFP00000027380
e_gw.411.48.1	ENSCAFP00000037307
e_gw.411.42.1	ENSCAFP00000039353
e_gw.411.49.1	ENSCAFP00000006670
e_gw.412.25.1	ENSCAFP00000024331
e_gw.412.35.1	ENSCAFP00000032400
e_gw.412.62.1	ENSCAFP00000015219
e_gw.413.33.1	ENSCAFP00000034562
e_gw.414.35.1	ENSCAFP00000016095
e_gw.414.19.1	ENSCAFP00000005281
e_gw.414.39.1	ENSCAFP00000005275
e_gw.414.39.1	ENSCAFP00000036382
e_gw.414.40.1	ENSCAFP00000000109
e_gw.414.18.1	ENSCAFP00000039636
e_gw.415.29.1	ENSCAFP00000039849
e_gw.415.20.1	ENSCAFP00000019198
e_gw.416.25.1	ENSCAFP00000023057
e_gw.416.25.1	ENSCAFP00000028046
e_gw.417.50.1	ENSCAFP00000007283
e_gw.417.46.1	ENSCAFP00000007233
e_gw.417.31.1	ENSCAFP00000009010
e_gw.417.41.1	ENSCAFP00000010247
e_gw.417.41.1	ENSCAFP00000020409
e_gw.418.58.1	ENSCAFP00000005635
e_gw.418.25.1	ENSCAFP00000031936
e_gw.418.35.1	ENSCAFP00000004464
e_gw.418.45.1	ENSCAFP00000018598
e_gw.420.36.1	ENSCAFP00000027670
e_gw.420.56.1	ENSCAFP00000022272
e_gw.421.61.1	ENSCAFP00000011683
e_gw.421.53.1	ENSCAFP00000040174
e_gw.421.40.1	ENSCAFP00000026091
e_gw.421.56.1	ENSCAFP00000028302
e_gw.421.56.1	ENSCAFP00000000135
e_gw.421.56.1	ENSCAFP00000003542
e_gw.421.42.1	ENSCAFP00000002241
e_gw.421.58.1	ENSCAFP00000022719
e_gw.422.74.1	ENSCAFP00000037249
e_gw.424.24.1	ENSCAFP00000017546
e_gw.424.31.1	ENSCAFP00000039270
e_gw.424.35.1	ENSCAFP00000012629
e_gw.425.64.1	ENSCAFP00000025129
e_gw.425.21.1	ENSCAFP00000036705
e_gw.425.25.1	ENSCAFP00000015221
e_gw.425.35.1	ENSCAFP00000028292
e_gw.425.47.1	ENSCAFP00000024041
e_gw.426.46.1	ENSCAFP00000000480
e_gw.426.1.1	ENSCAFP00000037577
e_gw.427.2.1	ENSCAFP00000022311
e_gw.427.22.1	ENSCAFP00000015456
e_gw.428.17.1	ENSCAFP00000008426
e_gw.428.35.1	ENSCAFP00000030040
e_gw.428.10.1	ENSCAFP00000028544
e_gw.428.20.1	ENSCAFP00000042230
e_gw.428.20.1	ENSCAFP00000018703
e_gw.428.20.1	ENSCAFP00000026284
e_gw.428.20.1	ENSCAFP00000007431
e_gw.430.30.1	ENSCAFP00000034419
e_gw.431.13.1	ENSCAFP00000000026
e_gw.431.37.1	ENSCAFP00000013969
e_gw.433.21.1	ENSCAFP00000011112
e_gw.433.21.1	ENSCAFP00000013812
e_gw.434.23.1	ENSCAFP00000013649
e_gw.435.62.1	ENSCAFP00000002503
e_gw.436.18.1	ENSCAFP00000036398
e_gw.436.25.1	ENSCAFP00000007177
e_gw.436.9.1	ENSCAFP00000030125
e_gw.436.12.1	ENSCAFP00000006832
e_gw.437.42.1	ENSCAFP00000007147
e_gw.437.44.1	ENSCAFP00000008571
e_gw.438.72.1	ENSCAFP00000042535
e_gw.438.35.1	ENSCAFP00000013788
e_gw.439.44.1	ENSCAFP00000007957
e_gw.439.48.1	ENSCAFP00000023539
e_gw.439.48.1	ENSCAFP00000040248
e_gw.439.61.1	ENSCAFP00000007947
e_gw.440.22.1	ENSCAFP00000005420
e_gw.440.24.1	ENSCAFP00000019747
e_gw.440.24.1	ENSCAFP00000024297
e_gw.440.24.1	ENSCAFP00000032040
e_gw.440.24.1	ENSCAFP00000043141
e_gw.440.24.1	ENSCAFP00000040003
e_gw.441.30.1	ENSCAFP00000027609
e_gw.441.3.1	ENSCAFP00000014680
e_gw.441.3.1	ENSCAFP00000021019
e_gw.441.3.1	ENSCAFP00000015418
e_gw.441.3.1	ENSCAFP00000037421
e_gw.441.3.1	ENSCAFP00000009729
e_gw.441.78.1	ENSCAFP00000027538
e_gw.442.33.1	ENSCAFP00000005004
e_gw.442.23.1	ENSCAFP00000009576
e_gw.443.32.1	ENSCAFP00000031421
e_gw.444.33.1	ENSCAFP00000003434
e_gw.444.17.1	ENSCAFP00000029482
e_gw.444.7.1	ENSCAFP00000011830
e_gw.444.52.1	ENSCAFP00000022753
e_gw.444.52.1	ENSCAFP00000031501
e_gw.444.64.1	ENSCAFP00000029612
e_gw.444.1.1	ENSCAFP00000028889
e_gw.444.19.1	ENSCAFP00000016238
e_gw.444.30.1	ENSCAFP00000027129
e_gw.446.15.1	ENSCAFP00000008465
e_gw.446.15.1	ENSCAFP00000017406
e_gw.446.51.1	ENSCAFP00000042366
e_gw.446.22.1	ENSCAFP00000009234
e_gw.446.54.1	ENSCAFP00000041095
e_gw.446.21.1	ENSCAFP00000019736
e_gw.446.4.1	ENSCAFP00000014869
e_gw.447.29.1	ENSCAFP00000027104
e_gw.447.29.1	ENSCAFP00000039068
e_gw.448.28.1	ENSCAFP00000019150
e_gw.448.77.1	ENSCAFP00000039723
e_gw.450.25.1	ENSCAFP00000001979
e_gw.450.61.1	ENSCAFP00000024042
e_gw.450.61.1	ENSCAFP00000016661
e_gw.451.25.1	ENSCAFP00000003016
e_gw.452.68.1	ENSCAFP00000000241
e_gw.452.5.1	ENSCAFP00000023646
e_gw.453.33.1	ENSCAFP00000002212
e_gw.453.17.1	ENSCAFP00000033438
e_gw.453.3.1	ENSCAFP00000029486
e_gw.453.3.1	ENSCAFP00000034708
e_gw.454.13.1	ENSCAFP00000004319
e_gw.454.13.1	ENSCAFP00000020929
e_gw.455.21.1	ENSCAFP00000022317
e_gw.455.21.1	ENSCAFP00000039533
e_gw.455.21.1	ENSCAFP00000011409
e_gw.455.17.1	ENSCAFP00000013185
e_gw.456.2.1	ENSCAFP00000017956
e_gw.456.2.1	ENSCAFP00000007197
e_gw.456.60.1	ENSCAFP00000036040
e_gw.456.35.1	ENSCAFP00000023440
e_gw.456.21.1	ENSCAFP00000013833
e_gw.457.92.1	ENSCAFP00000039402
e_gw.457.37.1	ENSCAFP00000042376
e_gw.457.37.1	ENSCAFP00000028538
e_gw.457.1.1	ENSCAFP00000003543
e_gw.458.33.1	ENSCAFP00000018058
e_gw.458.4.1	ENSCAFP00000006837
e_gw.459.27.1	ENSCAFP00000025440
e_gw.459.19.1	ENSCAFP00000026033
e_gw.459.30.1	ENSCAFP00000000186
e_gw.460.10.1	ENSCAFP00000003110
e_gw.460.12.1	ENSCAFP00000012365
e_gw.460.15.1	ENSCAFP00000021475
e_gw.460.4.1	ENSCAFP00000023601
e_gw.460.4.1	ENSCAFP00000006464
e_gw.461.26.1	ENSCAFP00000016447
e_gw.461.7.1	ENSCAFP00000018141
e_gw.461.7.1	ENSCAFP00000021797
e_gw.461.23.1	ENSCAFP00000022999
e_gw.461.27.1	ENSCAFP00000015796
e_gw.461.45.1	ENSCAFP00000020118
e_gw.461.45.1	ENSCAFP00000008945
e_gw.461.45.1	ENSCAFP00000024678
e_gw.461.29.1	ENSCAFP00000001402
e_gw.461.14.1	ENSCAFP00000023834
e_gw.462.28.1	ENSCAFP00000030799
e_gw.462.3.1	ENSCAFP00000018790
e_gw.462.3.1	ENSCAFP00000039259
e_gw.465.24.1	ENSCAFP00000017772
e_gw.465.31.1	ENSCAFP00000000779
e_gw.466.10.1	ENSCAFP00000023056
e_gw.467.42.1	ENSCAFP00000003865
e_gw.468.26.1	ENSCAFP00000003156
e_gw.469.21.1	ENSCAFP00000030260
e_gw.469.55.1	ENSCAFP00000011310
e_gw.469.29.1	ENSCAFP00000022225
e_gw.469.10.1	ENSCAFP00000024108
e_gw.469.20.1	ENSCAFP00000018480
e_gw.469.20.1	ENSCAFP00000007892
e_gw.469.52.1	ENSCAFP00000000020
e_gw.469.52.1	ENSCAFP00000007485
e_gw.469.62.1	ENSCAFP00000003162
e_gw.470.28.1	ENSCAFP00000022413
e_gw.470.27.1	ENSCAFP00000013464
e_gw.470.39.1	ENSCAFP00000019389
e_gw.471.22.1	ENSCAFP00000041683
e_gw.475.13.1	ENSCAFP00000001552
e_gw.475.13.1	ENSCAFP00000008769
e_gw.476.18.1	ENSCAFP00000039052
e_gw.477.38.1	ENSCAFP00000025629
e_gw.477.20.1	ENSCAFP00000019153
e_gw.477.63.1	ENSCAFP00000023259
e_gw.478.20.1	ENSCAFP00000026626
e_gw.478.2.1	ENSCAFP00000011856
e_gw.479.15.1	ENSCAFP00000011707
e_gw.479.15.1	ENSCAFP00000021599
e_gw.480.57.1	ENSCAFP00000021142
e_gw.480.52.1	ENSCAFP00000003052
e_gw.481.4.1	ENSCAFP00000007356
e_gw.481.4.1	ENSCAFP00000007359
e_gw.481.4.1	ENSCAFP00000011411
e_gw.482.11.1	ENSCAFP00000012967
e_gw.482.11.1	ENSCAFP00000028060
e_gw.482.5.1	ENSCAFP00000030259
e_gw.483.45.1	ENSCAFP00000002393
e_gw.483.45.1	ENSCAFP00000008347
e_gw.483.1.1	ENSCAFP00000022210
e_gw.483.14.1	ENSCAFP00000025160
e_gw.483.24.1	ENSCAFP00000042403
e_gw.483.16.1	ENSCAFP00000025188
e_gw.483.18.1	ENSCAFP00000018565
e_gw.483.18.1	ENSCAFP00000013977
e_gw.483.46.1	ENSCAFP00000018326
e_gw.483.25.1	ENSCAFP00000015941
e_gw.484.3.1	ENSCAFP00000012442
e_gw.484.33.1	ENSCAFP00000022607
e_gw.484.37.1	ENSCAFP00000039325
e_gw.484.29.1	ENSCAFP00000020190
e_gw.484.28.1	ENSCAFP00000040703
e_gw.485.10.1	ENSCAFP00000030214
e_gw.486.25.1	ENSCAFP00000002555
e_gw.486.43.1	ENSCAFP00000011577
e_gw.487.29.1	ENSCAFP00000004934
e_gw.487.12.1	ENSCAFP00000017520
e_gw.487.30.1	ENSCAFP00000022443
e_gw.488.19.1	ENSCAFP00000002670
e_gw.488.55.1	ENSCAFP00000028165
e_gw.488.23.1	ENSCAFP00000021270
e_gw.489.54.1	ENSCAFP00000023142
e_gw.489.93.1	ENSCAFP00000021753
e_gw.489.55.1	ENSCAFP00000042748
e_gw.490.11.1	ENSCAFP00000040095
e_gw.490.15.1	ENSCAFP00000001692
e_gw.491.21.1	ENSCAFP00000024372
e_gw.492.39.1	ENSCAFP00000014958
e_gw.492.46.1	ENSCAFP00000040283
e_gw.492.46.1	ENSCAFP00000003298
e_gw.492.5.1	ENSCAFP00000023193
e_gw.492.5.1	ENSCAFP00000015725
e_gw.493.8.1	ENSCAFP00000024183
e_gw.493.30.1	ENSCAFP00000039127
e_gw.493.30.1	ENSCAFP00000032033
e_gw.494.27.1	ENSCAFP00000025407
e_gw.494.65.1	ENSCAFP00000011295
e_gw.494.67.1	ENSCAFP00000002053
e_gw.495.21.1	ENSCAFP00000035935
e_gw.497.14.1	ENSCAFP00000000205
e_gw.497.14.1	ENSCAFP00000041604
e_gw.497.14.1	ENSCAFP00000027629
e_gw.499.1.1	ENSCAFP00000015710
e_gw.499.83.1	ENSCAFP00000039272
e_gw.499.83.1	ENSCAFP00000018718
e_gw.499.4.1	ENSCAFP00000018949
e_gw.499.21.1	ENSCAFP00000026260
e_gw.499.72.1	ENSCAFP00000027572
e_gw.501.12.1	ENSCAFP00000034143
e_gw.501.4.1	ENSCAFP00000038270
e_gw.502.33.1	ENSCAFP00000018259
e_gw.502.22.1	ENSCAFP00000015788
e_gw.503.16.1	ENSCAFP00000010810
e_gw.504.8.1	ENSCAFP00000010951
e_gw.505.46.1	ENSCAFP00000025195
e_gw.505.19.1	ENSCAFP00000040627
e_gw.505.37.1	ENSCAFP00000039471
e_gw.505.20.1	ENSCAFP00000026960
e_gw.506.29.1	ENSCAFP00000002976
e_gw.506.14.1	ENSCAFP00000014618
e_gw.506.11.1	ENSCAFP00000021092
e_gw.507.23.1	ENSCAFP00000017570
e_gw.507.27.1	ENSCAFP00000018805
e_gw.507.32.1	ENSCAFP00000023556
e_gw.508.33.1	ENSCAFP00000013594
e_gw.508.65.1	ENSCAFP00000012633
e_gw.508.44.1	ENSCAFP00000021394
e_gw.508.7.1	ENSCAFP00000011914
e_gw.508.7.1	ENSCAFP00000017596
e_gw.509.19.1	ENSCAFP00000043036
e_gw.513.40.1	ENSCAFP00000006891
e_gw.514.50.1	ENSCAFP00000001485
e_gw.515.3.1	ENSCAFP00000021658
e_gw.516.18.1	ENSCAFP00000007275
e_gw.517.12.1	ENSCAFP00000012321
e_gw.518.1.1	ENSCAFP00000011488
e_gw.518.46.1	ENSCAFP00000028295
e_gw.518.46.1	ENSCAFP00000009210
e_gw.518.46.1	ENSCAFP00000003349
e_gw.519.23.1	ENSCAFP00000018290
e_gw.520.5.1	ENSCAFP00000023945
e_gw.522.13.1	ENSCAFP00000021703
e_gw.522.2.1	ENSCAFP00000026905
e_gw.523.3.1	ENSCAFP00000011097
e_gw.523.33.1	ENSCAFP00000017486
e_gw.523.10.1	ENSCAFP00000011063
e_gw.524.9.1	ENSCAFP00000040896
e_gw.525.5.1	ENSCAFP00000033942
e_gw.525.10.1	ENSCAFP00000027678
e_gw.526.41.1	ENSCAFP00000003724
e_gw.526.35.1	ENSCAFP00000008409
e_gw.526.29.1	ENSCAFP00000024164
e_gw.526.29.1	ENSCAFP00000024163
e_gw.526.29.1	ENSCAFP00000028785
e_gw.526.39.1	ENSCAFP00000016874
e_gw.527.1.1	ENSCAFP00000009388
e_gw.527.3.1	ENSCAFP00000012721
e_gw.530.29.1	ENSCAFP00000008141
e_gw.530.14.1	ENSCAFP00000038757
e_gw.531.18.1	ENSCAFP00000012923
e_gw.534.13.1	ENSCAFP00000002470
e_gw.534.20.1	ENSCAFP00000000769
e_gw.536.4.1	ENSCAFP00000013818
e_gw.536.4.1	ENSCAFP00000011826
e_gw.536.43.1	ENSCAFP00000028272
e_gw.537.48.1	ENSCAFP00000014879
e_gw.538.9.1	ENSCAFP00000012995
e_gw.538.10.1	ENSCAFP00000002634
e_gw.539.49.1	ENSCAFP00000019200
e_gw.540.6.1	ENSCAFP00000017137
e_gw.541.28.1	ENSCAFP00000017644
e_gw.541.28.1	ENSCAFP00000041723
e_gw.541.3.1	ENSCAFP00000030943
e_gw.541.6.1	ENSCAFP00000000644
e_gw.542.22.1	ENSCAFP00000006894
e_gw.544.17.1	ENSCAFP00000037751
e_gw.544.28.1	ENSCAFP00000023134
e_gw.546.5.1	ENSCAFP00000043006
e_gw.546.6.1	ENSCAFP00000013106
e_gw.547.8.1	ENSCAFP00000023384
e_gw.548.7.1	ENSCAFP00000018482
