SINCAM006085	ENSGALP00000000002
SINCAM922488	ENSGALP00000021757
SINCAM002655	ENSGALP00000021759
SINCAM002775	ENSGALP00000021762
SINCAM007487	ENSGALP00000021766
SINCAM002444	ENSGALP00000021767
SINCAM012826	ENSGALP00000021769
SINCAM004909	ENSGALP00000021770
SINCAM012904	ENSGALP00000021774
SINCAM922462	ENSGALP00000021777
SINCAM012382	ENSGALP00000021792
SINCAM008891	ENSGALP00000021793
SINCAM002197	ENSGALP00000021807
SINCAM011309	ENSGALP00000021808
SINCAM001786	ENSGALP00000021811
SINCAM006070	ENSGALP00000021815
SINCAM001788	ENSGALP00000021816
SINCAM001785	ENSGALP00000021819
SINCAM007979	ENSGALP00000021824
SINCAM009673	ENSGALP00000021829
SINCAM009672	ENSGALP00000021833
SINCAM008951	ENSGALP00000021835
SINCAM009671	ENSGALP00000021837
SINCAM000592	ENSGALP00000021842
SINCAM014438	ENSGALP00000021845
SINCAM006009	ENSGALP00000021851
SINCAM006010	ENSGALP00000021853
SINCAM014441	ENSGALP00000021854
SINCAM006012	ENSGALP00000021856
SINCAM000591	ENSGALP00000021860
SINCAM002124	ENSGALP00000021867
SINCAM010404	ENSGALP00000021874
SINCAM002126	ENSGALP00000021875
SINCAM014443	ENSGALP00000021877
SINCAM006537	ENSGALP00000021888
SINCAM002128	ENSGALP00000021892
SINCAM013310	ENSGALP00000021895
SINCAM005813	ENSGALP00000021904
SINCAM002129	ENSGALP00000021905
SINCAM017682	ENSGALP00000021919
SINCAM013444	ENSGALP00000021927
SINCAM013443	ENSGALP00000021931
SINCAM010372	ENSGALP00000021933
SINCAM900202	ENSGALP00000021940
SINCAM013361	ENSGALP00000021944
SINCAM006259	ENSGALP00000021954
SINCAM920509	ENSGALP00000021955
SINCAM003615	ENSGALP00000021957
SINCAM013363	ENSGALP00000021958
SINCAM013377	ENSGALP00000021959
SINCAM009574	ENSGALP00000021976
SINCAM017355	ENSGALP00000021977
SINCAM000483	ENSGALP00000021981
SINCAM011649	ENSGALP00000021996
SINCAM920508	ENSGALP00000022001
SINCAM014420	ENSGALP00000022017
SINCAM004061	ENSGALP00000022023
SINCAM014456	ENSGALP00000022030
SINCAM014259	ENSGALP00000022034
SINCAM010688	ENSGALP00000022037
SINCAM002130	ENSGALP00000022048
SINCAM002131	ENSGALP00000022049
SINCAM014149	ENSGALP00000022054
SINCAM002132	ENSGALP00000022055
SINCAM000587	ENSGALP00000022058
SINCAM000586	ENSGALP00000022061
SINCAM000486	ENSGALP00000022066
SINCAM002072	ENSGALP00000022073
SINCAM920507	ENSGALP00000022075
SINCAM011970	ENSGALP00000022076
SINCAM001857	ENSGALP00000022081
SINCAM014161	ENSGALP00000022084
SINCAM001858	ENSGALP00000022085
SINCAM000583	ENSGALP00000022087
SINCAM002874	ENSGALP00000022091
SINCAM001861	ENSGALP00000022096
SINCAM000581	ENSGALP00000022098
SINCAM002876	ENSGALP00000022099
SINCAM002877	ENSGALP00000022101
SINCAM000579	ENSGALP00000022108
SINCAM002881	ENSGALP00000022114
SINCAM002528	ENSGALP00000022123
SINCAM001863	ENSGALP00000022126
SINCAM001831	ENSGALP00000022139
SINCAM001017	ENSGALP00000022141
SINCAM003902	ENSGALP00000022143
SINCAM001832	ENSGALP00000022145
SINCAM002346	ENSGALP00000022148
SINCAM000576	ENSGALP00000022149
SINCAM013583	ENSGALP00000022150
SINCAM013582	ENSGALP00000022151
SINCAM000575	ENSGALP00000022155
SINCAM003899	ENSGALP00000022157
SINCAM000574	ENSGALP00000022159
SINCAM003168	ENSGALP00000022161
SINCAM000573	ENSGALP00000022165
SINCAM002345	ENSGALP00000022167
SINCAM003897	ENSGALP00000022178
SINCAM002342	ENSGALP00000022179
SINCAM000572	ENSGALP00000022180
SINCAM920770	ENSGALP00000022193
SINCAM000570	ENSGALP00000022195
SINCAM922564	ENSGALP00000022198
SINCAM013721	ENSGALP00000022199
SINCAM002338	ENSGALP00000022203
SINCAM003895	ENSGALP00000022208
SINCAM000569	ENSGALP00000022210
SINCAM007221	ENSGALP00000022212
SINCAM007219	ENSGALP00000022218
SINCAM003894	ENSGALP00000022220
SINCAM003893	ENSGALP00000022226
SINCAM002402	ENSGALP00000022235
SINCAM922550	ENSGALP00000022241
SINCAM013330	ENSGALP00000022243
SINCAM002403	ENSGALP00000022244
SINCAM013335	ENSGALP00000022247
SINCAM002423	ENSGALP00000022251
SINCAM921182	ENSGALP00000022252
SINCAM000567	ENSGALP00000022258
SINCAM921451	ENSGALP00000022266
SINCAM000565	ENSGALP00000022268
SINCAM000564	ENSGALP00000022269
SINCAM921181	ENSGALP00000022272
SINCAM000563	ENSGALP00000022273
SINCAM002422	ENSGALP00000022274
SINCAM003430	ENSGALP00000022278
SINCAM921144	ENSGALP00000022280
SINCAM003429	ENSGALP00000022282
SINCAM003428	ENSGALP00000022285
SINCAM921046	ENSGALP00000022287
SINCAM014383	ENSGALP00000022289
SINCAM003426	ENSGALP00000022291
SINCAM003425	ENSGALP00000022293
SINCAM012605	ENSGALP00000022294
SINCAM002417	ENSGALP00000022296
SINCAM003424	ENSGALP00000022301
SINCAM921064	ENSGALP00000022308
SINCAM921978	ENSGALP00000022311
SINCAM922331	ENSGALP00000022312
SINCAM006972	ENSGALP00000022314
SINCAM000562	ENSGALP00000022317
SINCAM921065	ENSGALP00000022318
SINCAM000561	ENSGALP00000022326
SINCAM006260	ENSGALP00000022327
SINCAM002886	ENSGALP00000022328
SINCAM002872	ENSGALP00000022334
SINCAM000558	ENSGALP00000022336
SINCAM002867	ENSGALP00000022339
SINCAM016276	ENSGALP00000022340
SINCAM002756	ENSGALP00000022341
SINCAM920504	ENSGALP00000022343
SINCAM010437	ENSGALP00000022344
SINCAM011891	ENSGALP00000022345
SINCAM002812	ENSGALP00000022355
SINCAM002870	ENSGALP00000022359
SINCAM001369	ENSGALP00000022374
SINCAM002865	ENSGALP00000022375
SINCAM006255	ENSGALP00000022377
SINCAM002863	ENSGALP00000022379
SINCAM003626	ENSGALP00000022389
SINCAM002862	ENSGALP00000022390
SINCAM006229	ENSGALP00000022392
SINCAM002861	ENSGALP00000022395
SINCAM002860	ENSGALP00000022400
SINCAM003623	ENSGALP00000022402
SINCAM011907	ENSGALP00000022404
SINCAM002815	ENSGALP00000022405
SINCAM008883	ENSGALP00000022409
SINCAM008357	ENSGALP00000022410
SINCAM008355	ENSGALP00000022414
SINCAM007675	ENSGALP00000022432
SINCAM010447	ENSGALP00000022434
SINCAM002816	ENSGALP00000022437
SINCAM002818	ENSGALP00000022439
SINCAM003304	ENSGALP00000022443
SINCAM921124	ENSGALP00000022444
SINCAM002819	ENSGALP00000022445
SINCAM002761	ENSGALP00000022449
SINCAM003300	ENSGALP00000022453
SINCAM002763	ENSGALP00000022457
SINCAM003298	ENSGALP00000022459
SINCAM002729	ENSGALP00000022462
SINCAM014254	ENSGALP00000022465
SINCAM922803	ENSGALP00000022466
SINCAM002764	ENSGALP00000022468
SINCAM922802	ENSGALP00000022470
SINCAM002820	ENSGALP00000022476
SINCAM002760	ENSGALP00000022477
SINCAM002757	ENSGALP00000022479
SINCAM920827	ENSGALP00000022480
SINCAM003297	ENSGALP00000022482
SINCAM900070	ENSGALP00000022486
SINCAM003296	ENSGALP00000022497
SINCAM002652	ENSGALP00000022500
SINCAM005924	ENSGALP00000022512
SINCAM013183	ENSGALP00000022517
SINCAM013182	ENSGALP00000022521
SINCAM000554	ENSGALP00000022522
SINCAM921665	ENSGALP00000022527
SINCAM922376	ENSGALP00000022531
SINCAM006206	ENSGALP00000022533
SINCAM000549	ENSGALP00000022538
SINCAM002667	ENSGALP00000022539
SINCAM921121	ENSGALP00000022544
SINCAM921123	ENSGALP00000022545
SINCAM000548	ENSGALP00000022552
SINCAM003293	ENSGALP00000022555
SINCAM000546	ENSGALP00000022557
SINCAM000544	ENSGALP00000022562
SINCAM000543	ENSGALP00000022564
SINCAM003444	ENSGALP00000022566
SINCAM003292	ENSGALP00000022567
SINCAM003443	ENSGALP00000022570
SINCAM014315	ENSGALP00000022571
SINCAM002668	ENSGALP00000022580
SINCAM003291	ENSGALP00000022584
SINCAM003289	ENSGALP00000022592
SINCAM000541	ENSGALP00000022597
SINCAM006193	ENSGALP00000022598
SINCAM000540	ENSGALP00000022600
SINCAM003288	ENSGALP00000022601
SINCAM921044	ENSGALP00000022602
SINCAM003284	ENSGALP00000022613
SINCAM003283	ENSGALP00000022616
SINCAM003281	ENSGALP00000022622
SINCAM921120	ENSGALP00000022626
SINCAM921097	ENSGALP00000022634
SINCAM921277	ENSGALP00000022640
SINCAM003141	ENSGALP00000022646
SINCAM003145	ENSGALP00000022655
SINCAM013466	ENSGALP00000022657
SINCAM008955	ENSGALP00000022658
SINCAM003147	ENSGALP00000022662
SINCAM003148	ENSGALP00000022664
SINCAM014363	ENSGALP00000022676
SINCAM000844	ENSGALP00000022679
SINCAM005555	ENSGALP00000022683
SINCAM005553	ENSGALP00000022684
SINCAM014743	ENSGALP00000022686
SINCAM921045	ENSGALP00000022692
SINCAM005550	ENSGALP00000022696
SINCAM005548	ENSGALP00000022698
SINCAM010181	ENSGALP00000022712
SINCAM004684	ENSGALP00000022724
SINCAM000489	ENSGALP00000022728
SINCAM008957	ENSGALP00000022731
SINCAM004689	ENSGALP00000022733
SINCAM012907	ENSGALP00000022734
SINCAM005547	ENSGALP00000022744
SINCAM010077	ENSGALP00000022748
SINCAM000539	ENSGALP00000022752
SINCAM004688	ENSGALP00000022754
SINCAM000538	ENSGALP00000022756
SINCAM000536	ENSGALP00000022759
SINCAM005546	ENSGALP00000022761
SINCAM005647	ENSGALP00000022765
SINCAM005648	ENSGALP00000022768
SINCAM001560	ENSGALP00000022772
SINCAM005650	ENSGALP00000022778
SINCAM920586	ENSGALP00000022785
SINCAM000535	ENSGALP00000022788
SINCAM920957	ENSGALP00000022796
SINCAM013246	ENSGALP00000022798
SINCAM000533	ENSGALP00000022799
SINCAM000531	ENSGALP00000022807
SINCAM013242	ENSGALP00000022809
SINCAM920524	ENSGALP00000022811
SINCAM013228	ENSGALP00000022815
SINCAM005634	ENSGALP00000022816
SINCAM920502	ENSGALP00000022818
SINCAM005633	ENSGALP00000022820
SINCAM920501	ENSGALP00000022821
SINCAM000527	ENSGALP00000022830
SINCAM000525	ENSGALP00000022832
SINCAM013626	ENSGALP00000022836
SINCAM000524	ENSGALP00000022844
SINCAM920989	ENSGALP00000022848
SINCAM004757	ENSGALP00000022849
SINCAM011640	ENSGALP00000022853
SINCAM014357	ENSGALP00000022856
SINCAM005930	ENSGALP00000022861
SINCAM012279	ENSGALP00000022865
SINCAM005934	ENSGALP00000022870
SINCAM001363	ENSGALP00000022875
SINCAM921242	ENSGALP00000022878
SINCAM922578	ENSGALP00000022882
SINCAM011629	ENSGALP00000022891
SINCAM011302	ENSGALP00000022893
SINCAM920806	ENSGALP00000022899
SINCAM011733	ENSGALP00000022900
SINCAM006025	ENSGALP00000022902
SINCAM006027	ENSGALP00000022903
SINCAM012264	ENSGALP00000022904
SINCAM000522	ENSGALP00000022913
SINCAM005852	ENSGALP00000022917
SINCAM014599	ENSGALP00000022919
SINCAM005851	ENSGALP00000022924
SINCAM000518	ENSGALP00000022926
SINCAM005850	ENSGALP00000022928
SINCAM000517	ENSGALP00000022932
SINCAM000516	ENSGALP00000022934
SINCAM008677	ENSGALP00000022935
SINCAM002443	ENSGALP00000022936
SINCAM921597	ENSGALP00000022937
SINCAM005873	ENSGALP00000022941
SINCAM920500	ENSGALP00000022947
SINCAM005875	ENSGALP00000022956
SINCAM920498	ENSGALP00000022959
SINCAM005876	ENSGALP00000022961
SINCAM005877	ENSGALP00000022962
SINCAM005890	ENSGALP00000022963
SINCAM920999	ENSGALP00000022970
SINCAM920998	ENSGALP00000022972
SINCAM005888	ENSGALP00000022974
SINCAM000513	ENSGALP00000022980
SINCAM005886	ENSGALP00000022989
SINCAM000511	ENSGALP00000022991
SINCAM000510	ENSGALP00000022999
SINCAM000509	ENSGALP00000023000
SINCAM000507	ENSGALP00000023016
SINCAM000506	ENSGALP00000023022
SINCAM000504	ENSGALP00000023025
SINCAM000503	ENSGALP00000023031
SINCAM000501	ENSGALP00000023036
SINCAM000500	ENSGALP00000023037
SINCAM006719	ENSGALP00000023039
SINCAM013575	ENSGALP00000023045
SINCAM006720	ENSGALP00000023047
SINCAM000499	ENSGALP00000023048
SINCAM000498	ENSGALP00000023052
SINCAM011239	ENSGALP00000023054
SINCAM010377	ENSGALP00000023057
SINCAM000497	ENSGALP00000023059
SINCAM000496	ENSGALP00000023065
SINCAM000490	ENSGALP00000023075
SINCAM000491	ENSGALP00000023080
SINCAM008543	ENSGALP00000023081
SINCAM002657	ENSGALP00000023091
SINCAM000493	ENSGALP00000023093
SINCAM922214	ENSGALP00000023094
SINCAM014499	ENSGALP00000023098
SINCAM013032	ENSGALP00000023099
SINCAM922368	ENSGALP00000023101
SINCAM000495	ENSGALP00000023102
SINCAM003447	ENSGALP00000023110
SINCAM013576	ENSGALP00000023111
SINCAM013742	ENSGALP00000023114
SINCAM006004	ENSGALP00000023115
SINCAM006005	ENSGALP00000023119
SINCAM000481	ENSGALP00000023120
SINCAM000479	ENSGALP00000023121
SINCAM000477	ENSGALP00000023128
SINCAM005620	ENSGALP00000023131
SINCAM005616	ENSGALP00000023133
SINCAM000476	ENSGALP00000023135
SINCAM000475	ENSGALP00000023141
SINCAM922764	ENSGALP00000023145
SINCAM004229	ENSGALP00000023152
SINCAM000474	ENSGALP00000023158
SINCAM000473	ENSGALP00000023161
SINCAM920573	ENSGALP00000023165
SINCAM013998	ENSGALP00000023166
SINCAM000472	ENSGALP00000023169
SINCAM000471	ENSGALP00000023177
SINCAM900069	ENSGALP00000023180
SINCAM000470	ENSGALP00000023184
SINCAM000468	ENSGALP00000023186
SINCAM009941	ENSGALP00000023190
SINCAM000466	ENSGALP00000023196
SINCAM000464	ENSGALP00000023211
SINCAM000460	ENSGALP00000023214
SINCAM000459	ENSGALP00000023218
SINCAM000457	ENSGALP00000023225
SINCAM000455	ENSGALP00000023228
SINCAM004243	ENSGALP00000023230
SINCAM011199	ENSGALP00000023237
SINCAM004242	ENSGALP00000023239
SINCAM004241	ENSGALP00000023242
SINCAM921349	ENSGALP00000023243
SINCAM000451	ENSGALP00000023257
SINCAM011601	ENSGALP00000023262
SINCAM922810	ENSGALP00000023264
SINCAM002541	ENSGALP00000023266
SINCAM922644	ENSGALP00000023267
SINCAM014372	ENSGALP00000023270
SINCAM007217	ENSGALP00000023273
SINCAM000069	ENSGALP00000023277
SINCAM005235	ENSGALP00000023280
SINCAM000141	ENSGALP00000023284
SINCAM014518	ENSGALP00000023285
SINCAM921273	ENSGALP00000023291
SINCAM013679	ENSGALP00000023295
SINCAM921140	ENSGALP00000023309
SINCAM011474	ENSGALP00000023319
SINCAM015183	ENSGALP00000023324
SINCAM003627	ENSGALP00000023331
SINCAM013799	ENSGALP00000023343
SINCAM922201	ENSGALP00000023352
SINCAM921871	ENSGALP00000023371
SINCAM000442	ENSGALP00000023374
SINCAM920819	ENSGALP00000023379
SINCAM000441	ENSGALP00000023381
SINCAM000440	ENSGALP00000023383
SINCAM000439	ENSGALP00000023384
SINCAM017507	ENSGALP00000023395
SINCAM007643	ENSGALP00000023401
SINCAM008392	ENSGALP00000023408
SINCAM921791	ENSGALP00000023410
SINCAM014294	ENSGALP00000023412
SINCAM003576	ENSGALP00000023415
SINCAM012752	ENSGALP00000023420
SINCAM007347	ENSGALP00000023427
SINCAM921219	ENSGALP00000023436
SINCAM006198	ENSGALP00000023443
SINCAM009571	ENSGALP00000023446
SINCAM011502	ENSGALP00000023449
SINCAM011650	ENSGALP00000023454
SINCAM006199	ENSGALP00000023456
SINCAM012936	ENSGALP00000023467
SINCAM013917	ENSGALP00000023468
SINCAM922477	ENSGALP00000023475
SINCAM017411	ENSGALP00000023488
SINCAM016667	ENSGALP00000023499
SINCAM922641	ENSGALP00000023510
SINCAM007153	ENSGALP00000023517
SINCAM009668	ENSGALP00000023532
SINCAM013223	ENSGALP00000023538
SINCAM922752	ENSGALP00000023540
SINCAM016621	ENSGALP00000023545
SINCAM016063	ENSGALP00000023548
SINCAM016064	ENSGALP00000023550
SINCAM001131	ENSGALP00000023555
SINCAM015661	ENSGALP00000023557
SINCAM001169	ENSGALP00000023559
SINCAM001168	ENSGALP00000023563
SINCAM001166	ENSGALP00000023564
SINCAM001164	ENSGALP00000023565
SINCAM001233	ENSGALP00000023567
SINCAM005473	ENSGALP00000023568
SINCAM016899	ENSGALP00000023574
SINCAM001162	ENSGALP00000023576
SINCAM001152	ENSGALP00000023588
SINCAM001150	ENSGALP00000023592
SINCAM001148	ENSGALP00000023595
SINCAM001146	ENSGALP00000023597
SINCAM920595	ENSGALP00000023598
SINCAM001145	ENSGALP00000023601
SINCAM001143	ENSGALP00000023605
SINCAM001142	ENSGALP00000023612
SINCAM007076	ENSGALP00000023615
SINCAM001138	ENSGALP00000023617
SINCAM016957	ENSGALP00000023620
SINCAM013738	ENSGALP00000023626
SINCAM013732	ENSGALP00000023627
SINCAM001073	ENSGALP00000023634
SINCAM001071	ENSGALP00000023635
SINCAM001436	ENSGALP00000023643
SINCAM001437	ENSGALP00000023645
SINCAM001008	ENSGALP00000023648
SINCAM001299	ENSGALP00000023654
SINCAM001296	ENSGALP00000023673
SINCAM001295	ENSGALP00000023676
SINCAM001294	ENSGALP00000023677
SINCAM001290	ENSGALP00000023682
SINCAM001289	ENSGALP00000023684
SINCAM001288	ENSGALP00000023686
SINCAM001287	ENSGALP00000023688
SINCAM015075	ENSGALP00000023692
SINCAM001286	ENSGALP00000023697
SINCAM923117	ENSGALP00000023699
SINCAM001285	ENSGALP00000023701
SINCAM001283	ENSGALP00000023702
SINCAM012956	ENSGALP00000023703
SINCAM001281	ENSGALP00000023705
SINCAM001280	ENSGALP00000023706
SINCAM920619	ENSGALP00000023707
SINCAM920618	ENSGALP00000023709
SINCAM001274	ENSGALP00000023720
SINCAM001272	ENSGALP00000023724
SINCAM920616	ENSGALP00000023727
SINCAM001269	ENSGALP00000023728
SINCAM012412	ENSGALP00000023733
SINCAM001265	ENSGALP00000023734
SINCAM923056	ENSGALP00000023738
SINCAM001264	ENSGALP00000023740
SINCAM001263	ENSGALP00000023753
SINCAM002648	ENSGALP00000023759
SINCAM008912	ENSGALP00000023762
SINCAM012313	ENSGALP00000023765
SINCAM001262	ENSGALP00000023768
SINCAM004233	ENSGALP00000023770
SINCAM001261	ENSGALP00000023771
SINCAM011856	ENSGALP00000023783
SINCAM003142	ENSGALP00000023784
SINCAM920794	ENSGALP00000023787
SINCAM004234	ENSGALP00000023788
SINCAM920615	ENSGALP00000023789
SINCAM920614	ENSGALP00000023793
SINCAM004235	ENSGALP00000023798
SINCAM004237	ENSGALP00000023801
SINCAM001258	ENSGALP00000023805
SINCAM003153	ENSGALP00000023810
SINCAM005459	ENSGALP00000023820
SINCAM001257	ENSGALP00000023822
SINCAM001256	ENSGALP00000023825
SINCAM920611	ENSGALP00000023829
SINCAM001252	ENSGALP00000023830
SINCAM004231	ENSGALP00000023833
SINCAM004230	ENSGALP00000023837
SINCAM002499	ENSGALP00000023838
SINCAM001251	ENSGALP00000023842
SINCAM011150	ENSGALP00000023848
SINCAM004439	ENSGALP00000023849
SINCAM004250	ENSGALP00000023851
SINCAM001250	ENSGALP00000023854
SINCAM004440	ENSGALP00000023856
SINCAM001249	ENSGALP00000023859
SINCAM004441	ENSGALP00000023862
SINCAM001247	ENSGALP00000023865
SINCAM002493	ENSGALP00000023866
SINCAM004527	ENSGALP00000023869
SINCAM001246	ENSGALP00000023872
SINCAM002494	ENSGALP00000023875
SINCAM004528	ENSGALP00000023877
SINCAM004227	ENSGALP00000023879
SINCAM001245	ENSGALP00000023880
SINCAM003154	ENSGALP00000023882
SINCAM922590	ENSGALP00000023883
SINCAM003155	ENSGALP00000023884
SINCAM005421	ENSGALP00000023885
SINCAM003156	ENSGALP00000023887
SINCAM003159	ENSGALP00000023891
SINCAM003163	ENSGALP00000023895
SINCAM922448	ENSGALP00000023898
SINCAM002495	ENSGALP00000023902
SINCAM003166	ENSGALP00000023911
SINCAM003167	ENSGALP00000023914
SINCAM010089	ENSGALP00000023916
SINCAM002497	ENSGALP00000023918
SINCAM003170	ENSGALP00000023919
SINCAM003173	ENSGALP00000023925
SINCAM001475	ENSGALP00000023927
SINCAM001477	ENSGALP00000023930
SINCAM002492	ENSGALP00000023931
SINCAM001463	ENSGALP00000023933
SINCAM002490	ENSGALP00000023934
SINCAM012716	ENSGALP00000023935
SINCAM001462	ENSGALP00000023936
SINCAM920643	ENSGALP00000023937
SINCAM003174	ENSGALP00000023938
SINCAM003175	ENSGALP00000023941
SINCAM011992	ENSGALP00000023943
SINCAM920624	ENSGALP00000023944
SINCAM920623	ENSGALP00000023949
SINCAM003179	ENSGALP00000023950
SINCAM001325	ENSGALP00000023951
SINCAM001324	ENSGALP00000023952
SINCAM003182	ENSGALP00000023954
SINCAM003185	ENSGALP00000023961
SINCAM001322	ENSGALP00000023963
SINCAM003186	ENSGALP00000023964
SINCAM900261	ENSGALP00000023968
SINCAM014412	ENSGALP00000023975
SINCAM001319	ENSGALP00000023976
SINCAM003187	ENSGALP00000023977
SINCAM920792	ENSGALP00000023982
SINCAM003189	ENSGALP00000023987
SINCAM003190	ENSGALP00000023988
SINCAM008634	ENSGALP00000023989
SINCAM003191	ENSGALP00000023990
SINCAM001318	ENSGALP00000023991
SINCAM920791	ENSGALP00000023992
SINCAM001317	ENSGALP00000023994
SINCAM003192	ENSGALP00000023996
SINCAM001315	ENSGALP00000023997
SINCAM001312	ENSGALP00000024002
SINCAM001310	ENSGALP00000024006
SINCAM002485	ENSGALP00000024009
SINCAM001013	ENSGALP00000024012
SINCAM003194	ENSGALP00000024013
SINCAM003195	ENSGALP00000024015
SINCAM920786	ENSGALP00000024018
SINCAM001209	ENSGALP00000024023
SINCAM921276	ENSGALP00000024026
SINCAM003224	ENSGALP00000024029
SINCAM001210	ENSGALP00000024036
SINCAM000433	ENSGALP00000024037
SINCAM001211	ENSGALP00000024040
SINCAM002487	ENSGALP00000024043
SINCAM920788	ENSGALP00000024046
SINCAM008885	ENSGALP00000024047
SINCAM920789	ENSGALP00000024049
SINCAM001213	ENSGALP00000024051
SINCAM003220	ENSGALP00000024054
SINCAM003567	ENSGALP00000024055
SINCAM001217	ENSGALP00000024060
SINCAM920607	ENSGALP00000024061
SINCAM920608	ENSGALP00000024062
SINCAM004247	ENSGALP00000024066
SINCAM001219	ENSGALP00000024068
SINCAM004246	ENSGALP00000024069
SINCAM003215	ENSGALP00000024070
SINCAM001220	ENSGALP00000024072
SINCAM920491	ENSGALP00000024075
SINCAM000430	ENSGALP00000024078
SINCAM001222	ENSGALP00000024079
SINCAM001223	ENSGALP00000024081
SINCAM003212	ENSGALP00000024082
SINCAM003211	ENSGALP00000024084
SINCAM003204	ENSGALP00000024086
SINCAM016250	ENSGALP00000024087
SINCAM004245	ENSGALP00000024093
SINCAM004216	ENSGALP00000024100
SINCAM004217	ENSGALP00000024103
SINCAM004218	ENSGALP00000024104
SINCAM002505	ENSGALP00000024106
SINCAM001226	ENSGALP00000024116
SINCAM003203	ENSGALP00000024119
SINCAM004221	ENSGALP00000024121
SINCAM920796	ENSGALP00000024123
SINCAM001227	ENSGALP00000024125
SINCAM920467	ENSGALP00000024129
SINCAM001230	ENSGALP00000024131
SINCAM003200	ENSGALP00000024133
SINCAM001231	ENSGALP00000024136
SINCAM000971	ENSGALP00000024137
SINCAM004215	ENSGALP00000024139
SINCAM002475	ENSGALP00000024140
SINCAM001196	ENSGALP00000024142
SINCAM000264	ENSGALP00000024145
SINCAM003198	ENSGALP00000024147
SINCAM001197	ENSGALP00000024148
SINCAM004331	ENSGALP00000024150
SINCAM002441	ENSGALP00000024151
SINCAM004330	ENSGALP00000024153
SINCAM001199	ENSGALP00000024155
SINCAM000265	ENSGALP00000024158
SINCAM000266	ENSGALP00000024159
SINCAM002672	ENSGALP00000024160
SINCAM000267	ENSGALP00000024162
SINCAM000268	ENSGALP00000024163
SINCAM014486	ENSGALP00000024167
SINCAM920468	ENSGALP00000024170
SINCAM004329	ENSGALP00000024171
SINCAM003196	ENSGALP00000024172
SINCAM920606	ENSGALP00000024178
SINCAM003382	ENSGALP00000024180
SINCAM010141	ENSGALP00000024183
SINCAM000140	ENSGALP00000024184
SINCAM004328	ENSGALP00000024186
SINCAM004149	ENSGALP00000024187
SINCAM000877	ENSGALP00000024190
SINCAM002673	ENSGALP00000024194
SINCAM000914	ENSGALP00000024196
SINCAM003380	ENSGALP00000024199
SINCAM002674	ENSGALP00000024201
SINCAM003379	ENSGALP00000024202
SINCAM000916	ENSGALP00000024204
SINCAM004151	ENSGALP00000024208
SINCAM000271	ENSGALP00000024209
SINCAM003378	ENSGALP00000024210
SINCAM003376	ENSGALP00000024213
SINCAM921053	ENSGALP00000024214
SINCAM003375	ENSGALP00000024221
SINCAM000909	ENSGALP00000024222
SINCAM000906	ENSGALP00000024227
SINCAM003372	ENSGALP00000024233
SINCAM002679	ENSGALP00000024241
SINCAM003370	ENSGALP00000024242
SINCAM000902	ENSGALP00000024246
SINCAM003369	ENSGALP00000024251
SINCAM003368	ENSGALP00000024253
SINCAM002680	ENSGALP00000024258
SINCAM921274	ENSGALP00000024260
SINCAM003367	ENSGALP00000024262
SINCAM004599	ENSGALP00000024265
SINCAM900184	ENSGALP00000024267
SINCAM004672	ENSGALP00000024270
SINCAM004598	ENSGALP00000024272
SINCAM002681	ENSGALP00000024273
SINCAM004597	ENSGALP00000024275
SINCAM900185	ENSGALP00000024278
SINCAM921343	ENSGALP00000024280
SINCAM900188	ENSGALP00000024282
SINCAM900189	ENSGALP00000024283
SINCAM900190	ENSGALP00000024286
SINCAM004556	ENSGALP00000024287
SINCAM002685	ENSGALP00000024289
SINCAM004557	ENSGALP00000024292
SINCAM000987	ENSGALP00000024295
SINCAM920560	ENSGALP00000024296
SINCAM002687	ENSGALP00000024299
SINCAM004559	ENSGALP00000024300
SINCAM000989	ENSGALP00000024306
SINCAM000990	ENSGALP00000024312
SINCAM000993	ENSGALP00000024317
SINCAM920562	ENSGALP00000024322
SINCAM000865	ENSGALP00000024326
SINCAM000967	ENSGALP00000024331
SINCAM000964	ENSGALP00000024332
SINCAM000963	ENSGALP00000024333
SINCAM002688	ENSGALP00000024336
SINCAM000962	ENSGALP00000024339
SINCAM000960	ENSGALP00000024341
SINCAM000958	ENSGALP00000024348
SINCAM002689	ENSGALP00000024352
SINCAM004601	ENSGALP00000024354
SINCAM004603	ENSGALP00000024360
SINCAM002692	ENSGALP00000024361
SINCAM000957	ENSGALP00000024365
SINCAM004436	ENSGALP00000024366
SINCAM002695	ENSGALP00000024371
SINCAM012219	ENSGALP00000024372
SINCAM921270	ENSGALP00000024377
SINCAM004530	ENSGALP00000024380
SINCAM000954	ENSGALP00000024381
SINCAM002746	ENSGALP00000024384
SINCAM920553	ENSGALP00000024386
SINCAM002744	ENSGALP00000024387
SINCAM002743	ENSGALP00000024388
SINCAM001070	ENSGALP00000024389
SINCAM920584	ENSGALP00000024394
SINCAM001068	ENSGALP00000024396
SINCAM001063	ENSGALP00000024399
SINCAM016483	ENSGALP00000024401
SINCAM013893	ENSGALP00000024404
SINCAM922410	ENSGALP00000024408
SINCAM002740	ENSGALP00000024417
SINCAM001059	ENSGALP00000024430
SINCAM920579	ENSGALP00000024432
SINCAM002809	ENSGALP00000024435
SINCAM001054	ENSGALP00000024437
SINCAM011903	ENSGALP00000024440
SINCAM001053	ENSGALP00000024445
SINCAM001052	ENSGALP00000024446
SINCAM001051	ENSGALP00000024448
