ENSMUSP00000000001	SINCAM012129
ENSMUSP00000051638	SINCAM015027
ENSMUSP00000051643	SINCAM013827
ENSMUSP00000051644	SINCAM001166
ENSMUSP00000051652	SINCAM010074
ENSMUSP00000051657	SINCAM015353
ENSMUSP00000051664	SINCAM016349
ENSMUSP00000051694	SINCAM009015
ENSMUSP00000051709	SINCAM002890
ENSMUSP00000051731	SINCAM006136
ENSMUSP00000051782	SINCAM013801
ENSMUSP00000051799	SINCAM922985
ENSMUSP00000051805	SINCAM000027
ENSMUSP00000051809	SINCAM001468
ENSMUSP00000051838	SINCAM007531
ENSMUSP00000051842	SINCAM002324
ENSMUSP00000051845	SINCAM008449
ENSMUSP00000051869	SINCAM922752
ENSMUSP00000051871	SINCAM003935
ENSMUSP00000051887	SINCAM009029
ENSMUSP00000051907	SINCAM900282
ENSMUSP00000051922	SINCAM005489
ENSMUSP00000051935	SINCAM006486
ENSMUSP00000051959	SINCAM011405
ENSMUSP00000051965	SINCAM006158
ENSMUSP00000051966	SINCAM921299
ENSMUSP00000051973	SINCAM920773
ENSMUSP00000051990	SINCAM000434
ENSMUSP00000052001	SINCAM002474
ENSMUSP00000052017	SINCAM921162
ENSMUSP00000052020	SINCAM009707
ENSMUSP00000052033	SINCAM002828
ENSMUSP00000052042	SINCAM921407
ENSMUSP00000052055	SINCAM017316
ENSMUSP00000052056	SINCAM006168
ENSMUSP00000052078	SINCAM001940
ENSMUSP00000052085	SINCAM003880
ENSMUSP00000052089	SINCAM008050
ENSMUSP00000052095	SINCAM008564
ENSMUSP00000052107	SINCAM008497
ENSMUSP00000052126	SINCAM015515
ENSMUSP00000052129	SINCAM920552
ENSMUSP00000052136	SINCAM010350
ENSMUSP00000052144	SINCAM014058
ENSMUSP00000052146	SINCAM002171
ENSMUSP00000052170	SINCAM922170
ENSMUSP00000052172	SINCAM001294
ENSMUSP00000052174	SINCAM004468
ENSMUSP00000052177	SINCAM900085
ENSMUSP00000052179	SINCAM000016
ENSMUSP00000052181	SINCAM014799
ENSMUSP00000052185	SINCAM005939
ENSMUSP00000052202	SINCAM008205
ENSMUSP00000052210	SINCAM012341
ENSMUSP00000052243	SINCAM920928
ENSMUSP00000052254	SINCAM009231
ENSMUSP00000052258	SINCAM010646
ENSMUSP00000052262	SINCAM010765
ENSMUSP00000052283	SINCAM922937
ENSMUSP00000052297	SINCAM000881
ENSMUSP00000052303	SINCAM012472
ENSMUSP00000052306	SINCAM005403
ENSMUSP00000052320	SINCAM921406
ENSMUSP00000052328	SINCAM012343
ENSMUSP00000052340	SINCAM010811
ENSMUSP00000052351	SINCAM921855
ENSMUSP00000052404	SINCAM004584
ENSMUSP00000052452	SINCAM920677
ENSMUSP00000052458	SINCAM006200
ENSMUSP00000052465	SINCAM001111
ENSMUSP00000052469	SINCAM921343
ENSMUSP00000052496	SINCAM013317
ENSMUSP00000052507	SINCAM002137
ENSMUSP00000052521	SINCAM010913
ENSMUSP00000052522	SINCAM922199
ENSMUSP00000052523	SINCAM921167
ENSMUSP00000052544	SINCAM002340
ENSMUSP00000052546	SINCAM009915
ENSMUSP00000052559	SINCAM002091
ENSMUSP00000052563	SINCAM011435
ENSMUSP00000052584	SINCAM006060
ENSMUSP00000052591	SINCAM002274
ENSMUSP00000052600	SINCAM922399
ENSMUSP00000052607	SINCAM000390
ENSMUSP00000052619	SINCAM011971
ENSMUSP00000052644	SINCAM002368
ENSMUSP00000052648	SINCAM011011
ENSMUSP00000052654	SINCAM002702
ENSMUSP00000052716	SINCAM006116
ENSMUSP00000052717	SINCAM922747
ENSMUSP00000052755	SINCAM008231
ENSMUSP00000052758	SINCAM003119
ENSMUSP00000052765	SINCAM010909
ENSMUSP00000052776	SINCAM005594
ENSMUSP00000052777	SINCAM921815
ENSMUSP00000052778	SINCAM007230
ENSMUSP00000052788	SINCAM920781
ENSMUSP00000052804	SINCAM005035
ENSMUSP00000052826	SINCAM007822
ENSMUSP00000052838	SINCAM001787
ENSMUSP00000052856	SINCAM921925
ENSMUSP00000052863	SINCAM000872
ENSMUSP00000052869	SINCAM922917
ENSMUSP00000052871	SINCAM004724
ENSMUSP00000052872	SINCAM922193
ENSMUSP00000052894	SINCAM921446
ENSMUSP00000052905	SINCAM920772
ENSMUSP00000052908	SINCAM012898
ENSMUSP00000052912	SINCAM008889
ENSMUSP00000052922	SINCAM011091
ENSMUSP00000052942	SINCAM004465
ENSMUSP00000052953	SINCAM007591
ENSMUSP00000052989	SINCAM001515
ENSMUSP00000053023	SINCAM009363
ENSMUSP00000053027	SINCAM921360
ENSMUSP00000053033	SINCAM012426
ENSMUSP00000053056	SINCAM013374
ENSMUSP00000053080	SINCAM015227
ENSMUSP00000053101	SINCAM000790
ENSMUSP00000053120	SINCAM922415
ENSMUSP00000053123	SINCAM014865
ENSMUSP00000053129	SINCAM011227
ENSMUSP00000053145	SINCAM010188
ENSMUSP00000053147	SINCAM007976
ENSMUSP00000053175	SINCAM922575
ENSMUSP00000053176	SINCAM921847
ENSMUSP00000053178	SINCAM003282
ENSMUSP00000053181	SINCAM003870
ENSMUSP00000053206	SINCAM001709
ENSMUSP00000053216	SINCAM013985
ENSMUSP00000053232	SINCAM004869
ENSMUSP00000053238	SINCAM012687
ENSMUSP00000053270	SINCAM007139
ENSMUSP00000053297	SINCAM009482
ENSMUSP00000053325	SINCAM001112
ENSMUSP00000053361	SINCAM006861
ENSMUSP00000053384	SINCAM921502
ENSMUSP00000053389	SINCAM000543
ENSMUSP00000053394	SINCAM922856
ENSMUSP00000053397	SINCAM010612
ENSMUSP00000053408	SINCAM014468
ENSMUSP00000053420	SINCAM008850
ENSMUSP00000053431	SINCAM010364
ENSMUSP00000053440	SINCAM010094
ENSMUSP00000053443	SINCAM005272
ENSMUSP00000053474	SINCAM007933
ENSMUSP00000053483	SINCAM008806
ENSMUSP00000053487	SINCAM920515
ENSMUSP00000053489	SINCAM006403
ENSMUSP00000053540	SINCAM008515
ENSMUSP00000053543	SINCAM009089
ENSMUSP00000053547	SINCAM007429
ENSMUSP00000053551	SINCAM015317
ENSMUSP00000053553	SINCAM010089
ENSMUSP00000053558	SINCAM003640
ENSMUSP00000053595	SINCAM008493
ENSMUSP00000053597	SINCAM012237
ENSMUSP00000053616	SINCAM010356
ENSMUSP00000053638	SINCAM007647
ENSMUSP00000053692	SINCAM006603
ENSMUSP00000053733	SINCAM006837
ENSMUSP00000053742	SINCAM900135
ENSMUSP00000053755	SINCAM008768
ENSMUSP00000053760	SINCAM014454
ENSMUSP00000053778	SINCAM005532
ENSMUSP00000053783	SINCAM008676
ENSMUSP00000053802	SINCAM000316
ENSMUSP00000053818	SINCAM012128
ENSMUSP00000053835	SINCAM921678
ENSMUSP00000053837	SINCAM920991
ENSMUSP00000053842	SINCAM011295
ENSMUSP00000053862	SINCAM922021
ENSMUSP00000053869	SINCAM011155
ENSMUSP00000053871	SINCAM004954
ENSMUSP00000053877	SINCAM009628
ENSMUSP00000053891	SINCAM001318
ENSMUSP00000053897	SINCAM013440
ENSMUSP00000053899	SINCAM012548
ENSMUSP00000053900	SINCAM008973
ENSMUSP00000053908	SINCAM008488
ENSMUSP00000053955	SINCAM011241
ENSMUSP00000053962	SINCAM007814
ENSMUSP00000053971	SINCAM004772
ENSMUSP00000053972	SINCAM008415
ENSMUSP00000053986	SINCAM010833
ENSMUSP00000053997	SINCAM014003
ENSMUSP00000054033	SINCAM004755
ENSMUSP00000054036	SINCAM000364
ENSMUSP00000054053	SINCAM014706
ENSMUSP00000054054	SINCAM921849
ENSMUSP00000054056	SINCAM006648
ENSMUSP00000054060	SINCAM000909
ENSMUSP00000054062	SINCAM011103
ENSMUSP00000054084	SINCAM003416
ENSMUSP00000054104	SINCAM007562
ENSMUSP00000054105	SINCAM013877
ENSMUSP00000054112	SINCAM002538
ENSMUSP00000054125	SINCAM920808
ENSMUSP00000054126	SINCAM922488
ENSMUSP00000054134	SINCAM011467
ENSMUSP00000054137	SINCAM011929
ENSMUSP00000054141	SINCAM900233
ENSMUSP00000054150	SINCAM017974
ENSMUSP00000054154	SINCAM010070
ENSMUSP00000054168	SINCAM012673
ENSMUSP00000054193	SINCAM001311
ENSMUSP00000054208	SINCAM003065
ENSMUSP00000054219	SINCAM010725
ENSMUSP00000054233	SINCAM007638
ENSMUSP00000054275	SINCAM006390
ENSMUSP00000054307	SINCAM010047
ENSMUSP00000054322	SINCAM000407
ENSMUSP00000054330	SINCAM920599
ENSMUSP00000054337	SINCAM007821
ENSMUSP00000054338	SINCAM900236
ENSMUSP00000054356	SINCAM010689
ENSMUSP00000054367	SINCAM002778
ENSMUSP00000054370	SINCAM013868
ENSMUSP00000054385	SINCAM015110
ENSMUSP00000054389	SINCAM920767
ENSMUSP00000054407	SINCAM011059
ENSMUSP00000054412	SINCAM922366
ENSMUSP00000054420	SINCAM003525
ENSMUSP00000054424	SINCAM012093
ENSMUSP00000054426	SINCAM004977
ENSMUSP00000054428	SINCAM002505
ENSMUSP00000054444	SINCAM008604
ENSMUSP00000054445	SINCAM013358
ENSMUSP00000054452	SINCAM014261
ENSMUSP00000054456	SINCAM014387
ENSMUSP00000054462	SINCAM003000
ENSMUSP00000054490	SINCAM009925
ENSMUSP00000054499	SINCAM006615
ENSMUSP00000054526	SINCAM920891
ENSMUSP00000054530	SINCAM008242
ENSMUSP00000054545	SINCAM922588
ENSMUSP00000054546	SINCAM009110
ENSMUSP00000054548	SINCAM015900
ENSMUSP00000054583	SINCAM920998
ENSMUSP00000054611	SINCAM008075
ENSMUSP00000054634	SINCAM013601
ENSMUSP00000054638	SINCAM013619
ENSMUSP00000054674	SINCAM006543
ENSMUSP00000054698	SINCAM009104
ENSMUSP00000054702	SINCAM922794
ENSMUSP00000054718	SINCAM003731
ENSMUSP00000054719	SINCAM004719
ENSMUSP00000054731	SINCAM922773
ENSMUSP00000054734	SINCAM002595
ENSMUSP00000054745	SINCAM920782
ENSMUSP00000054747	SINCAM922065
ENSMUSP00000054748	SINCAM921951
ENSMUSP00000054763	SINCAM012944
ENSMUSP00000054771	SINCAM004881
ENSMUSP00000054774	SINCAM921319
ENSMUSP00000054776	SINCAM920712
ENSMUSP00000054788	SINCAM003754
ENSMUSP00000054797	SINCAM008120
ENSMUSP00000054804	SINCAM013825
ENSMUSP00000054823	SINCAM000600
ENSMUSP00000054829	SINCAM005299
ENSMUSP00000054834	SINCAM007589
ENSMUSP00000054837	SINCAM006355
ENSMUSP00000054852	SINCAM007457
ENSMUSP00000054856	SINCAM921431
ENSMUSP00000054858	SINCAM012733
ENSMUSP00000054881	SINCAM001517
ENSMUSP00000054910	SINCAM003845
ENSMUSP00000054938	SINCAM014412
ENSMUSP00000054943	SINCAM003779
ENSMUSP00000054944	SINCAM921624
ENSMUSP00000054960	SINCAM001458
ENSMUSP00000054963	SINCAM013297
ENSMUSP00000054980	SINCAM008450
ENSMUSP00000054990	SINCAM920694
ENSMUSP00000054994	SINCAM014947
ENSMUSP00000055000	SINCAM001707
ENSMUSP00000055001	SINCAM921082
ENSMUSP00000055002	SINCAM008193
ENSMUSP00000055016	SINCAM013626
ENSMUSP00000055036	SINCAM012060
ENSMUSP00000055037	SINCAM013075
ENSMUSP00000055048	SINCAM001836
ENSMUSP00000055073	SINCAM009878
ENSMUSP00000055091	SINCAM012722
ENSMUSP00000055094	SINCAM010098
ENSMUSP00000055104	SINCAM012782
ENSMUSP00000055110	SINCAM001370
ENSMUSP00000055122	SINCAM003141
ENSMUSP00000055130	SINCAM000270
ENSMUSP00000055137	SINCAM921325
ENSMUSP00000055178	SINCAM006928
ENSMUSP00000055193	SINCAM012192
ENSMUSP00000055199	SINCAM010226
ENSMUSP00000055208	SINCAM001170
ENSMUSP00000055225	SINCAM005609
ENSMUSP00000055237	SINCAM011498
ENSMUSP00000055246	SINCAM013381
ENSMUSP00000055253	SINCAM004894
ENSMUSP00000055254	SINCAM014908
ENSMUSP00000055267	SINCAM000410
ENSMUSP00000055268	SINCAM005969
ENSMUSP00000055271	SINCAM009979
ENSMUSP00000055277	SINCAM005882
ENSMUSP00000055290	SINCAM010384
ENSMUSP00000055293	SINCAM005588
ENSMUSP00000055295	SINCAM004895
ENSMUSP00000055297	SINCAM004929
ENSMUSP00000055304	SINCAM001846
ENSMUSP00000055308	SINCAM004897
ENSMUSP00000055313	SINCAM015618
ENSMUSP00000055318	SINCAM012184
ENSMUSP00000055326	SINCAM920498
ENSMUSP00000055327	SINCAM009441
ENSMUSP00000055343	SINCAM922138
ENSMUSP00000055362	SINCAM921602
ENSMUSP00000055369	SINCAM921781
ENSMUSP00000055374	SINCAM016090
ENSMUSP00000055382	SINCAM921032
ENSMUSP00000055415	SINCAM009496
ENSMUSP00000055416	SINCAM900194
ENSMUSP00000055447	SINCAM921291
ENSMUSP00000055449	SINCAM003083
ENSMUSP00000055455	SINCAM004070
ENSMUSP00000055470	SINCAM008671
ENSMUSP00000055475	SINCAM007447
ENSMUSP00000055482	SINCAM014049
ENSMUSP00000055486	SINCAM003047
ENSMUSP00000055493	SINCAM922002
ENSMUSP00000055535	SINCAM014895
ENSMUSP00000055542	SINCAM012662
ENSMUSP00000055557	SINCAM012084
ENSMUSP00000055579	SINCAM003414
ENSMUSP00000055599	SINCAM001464
ENSMUSP00000055602	SINCAM008461
ENSMUSP00000055619	SINCAM013669
ENSMUSP00000055637	SINCAM008873
ENSMUSP00000055652	SINCAM001113
ENSMUSP00000055656	SINCAM001938
ENSMUSP00000055671	SINCAM013750
ENSMUSP00000055673	SINCAM005608
ENSMUSP00000055689	SINCAM001592
ENSMUSP00000055692	SINCAM016658
ENSMUSP00000055694	SINCAM006630
ENSMUSP00000055738	SINCAM003301
ENSMUSP00000055747	SINCAM001782
ENSMUSP00000055757	SINCAM005442
ENSMUSP00000055763	SINCAM920595
ENSMUSP00000055772	SINCAM922673
ENSMUSP00000055776	SINCAM007446
ENSMUSP00000055797	SINCAM921115
ENSMUSP00000055803	SINCAM002233
ENSMUSP00000055806	SINCAM000449
ENSMUSP00000055815	SINCAM900075
ENSMUSP00000055823	SINCAM013148
ENSMUSP00000055862	SINCAM003625
ENSMUSP00000055869	SINCAM922330
ENSMUSP00000055874	SINCAM006969
ENSMUSP00000055892	SINCAM002379
ENSMUSP00000055895	SINCAM000321
ENSMUSP00000055899	SINCAM011501
ENSMUSP00000055901	SINCAM004566
ENSMUSP00000055919	SINCAM010641
ENSMUSP00000055926	SINCAM011128
ENSMUSP00000055934	SINCAM011257
ENSMUSP00000055956	SINCAM007181
ENSMUSP00000055958	SINCAM004218
ENSMUSP00000055969	SINCAM921980
ENSMUSP00000055984	SINCAM011365
ENSMUSP00000055994	SINCAM921674
ENSMUSP00000056008	SINCAM010316
ENSMUSP00000056027	SINCAM920641
ENSMUSP00000056039	SINCAM011025
ENSMUSP00000056040	SINCAM004085
ENSMUSP00000056043	SINCAM007682
ENSMUSP00000056077	SINCAM003131
ENSMUSP00000056080	SINCAM900022
ENSMUSP00000056099	SINCAM000953
ENSMUSP00000056121	SINCAM000616
ENSMUSP00000056125	SINCAM922157
ENSMUSP00000056145	SINCAM014395
ENSMUSP00000056147	SINCAM001655
ENSMUSP00000056152	SINCAM004625
ENSMUSP00000056154	SINCAM002144
ENSMUSP00000056182	SINCAM921058
ENSMUSP00000056188	SINCAM001714
ENSMUSP00000056227	SINCAM007110
ENSMUSP00000056245	SINCAM007210
ENSMUSP00000056254	SINCAM006412
ENSMUSP00000056282	SINCAM013967
ENSMUSP00000056313	SINCAM921353
ENSMUSP00000056320	SINCAM922411
ENSMUSP00000056353	SINCAM921014
ENSMUSP00000056364	SINCAM921390
ENSMUSP00000056378	SINCAM013949
ENSMUSP00000056420	SINCAM013841
ENSMUSP00000056433	SINCAM004592
ENSMUSP00000056461	SINCAM006388
ENSMUSP00000056481	SINCAM004305
ENSMUSP00000056485	SINCAM010466
ENSMUSP00000056520	SINCAM920562
ENSMUSP00000056530	SINCAM001943
ENSMUSP00000056552	SINCAM010394
ENSMUSP00000056555	SINCAM009187
ENSMUSP00000056576	SINCAM007099
ENSMUSP00000056582	SINCAM011535
ENSMUSP00000056642	SINCAM007034
ENSMUSP00000056643	SINCAM000134
ENSMUSP00000056646	SINCAM014686
ENSMUSP00000056655	SINCAM011217
ENSMUSP00000056659	SINCAM003765
ENSMUSP00000056668	SINCAM920961
ENSMUSP00000056682	SINCAM002189
ENSMUSP00000056691	SINCAM013686
ENSMUSP00000056705	SINCAM014056
ENSMUSP00000056715	SINCAM007520
ENSMUSP00000056719	SINCAM921983
ENSMUSP00000056739	SINCAM007930
ENSMUSP00000056765	SINCAM007283
ENSMUSP00000056774	SINCAM001257
ENSMUSP00000056778	SINCAM011690
ENSMUSP00000056782	SINCAM921969
ENSMUSP00000056785	SINCAM010696
ENSMUSP00000056787	SINCAM013100
ENSMUSP00000056792	SINCAM012739
ENSMUSP00000056805	SINCAM012622
ENSMUSP00000056828	SINCAM920510
ENSMUSP00000056855	SINCAM004741
ENSMUSP00000056869	SINCAM011117
ENSMUSP00000056872	SINCAM921273
ENSMUSP00000056923	SINCAM004176
ENSMUSP00000056940	SINCAM922086
ENSMUSP00000056948	SINCAM005141
ENSMUSP00000056967	SINCAM922406
ENSMUSP00000056977	SINCAM010340
ENSMUSP00000056990	SINCAM011619
ENSMUSP00000057005	SINCAM003699
ENSMUSP00000057040	SINCAM900137
ENSMUSP00000057062	SINCAM012121
ENSMUSP00000057065	SINCAM012839
ENSMUSP00000057095	SINCAM922409
ENSMUSP00000057096	SINCAM002745
ENSMUSP00000057103	SINCAM010849
ENSMUSP00000057106	SINCAM921124
ENSMUSP00000057116	SINCAM920490
ENSMUSP00000057197	SINCAM009838
ENSMUSP00000057212	SINCAM006427
ENSMUSP00000057223	SINCAM008833
ENSMUSP00000057263	SINCAM011229
ENSMUSP00000057275	SINCAM922094
ENSMUSP00000057282	SINCAM013199
ENSMUSP00000057320	SINCAM922670
ENSMUSP00000057326	SINCAM012081
ENSMUSP00000057339	SINCAM013467
ENSMUSP00000057340	SINCAM002422
ENSMUSP00000057354	SINCAM013938
ENSMUSP00000057355	SINCAM004667
ENSMUSP00000057368	SINCAM921938
ENSMUSP00000057375	SINCAM900260
ENSMUSP00000057378	SINCAM004987
ENSMUSP00000057398	SINCAM001361
ENSMUSP00000057406	SINCAM013241
ENSMUSP00000057449	SINCAM005754
ENSMUSP00000057461	SINCAM922802
ENSMUSP00000057462	SINCAM008250
ENSMUSP00000057466	SINCAM017877
ENSMUSP00000057482	SINCAM920868
ENSMUSP00000057488	SINCAM900191
ENSMUSP00000057489	SINCAM921301
ENSMUSP00000057494	SINCAM006336
ENSMUSP00000057509	SINCAM009303
ENSMUSP00000057521	SINCAM013755
ENSMUSP00000057527	SINCAM001049
ENSMUSP00000057543	SINCAM009747
ENSMUSP00000057556	SINCAM006929
ENSMUSP00000057563	SINCAM922903
ENSMUSP00000057573	SINCAM010311
ENSMUSP00000057592	SINCAM008674
ENSMUSP00000057595	SINCAM013126
ENSMUSP00000057600	SINCAM013252
ENSMUSP00000057607	SINCAM009522
ENSMUSP00000057623	SINCAM001136
ENSMUSP00000057632	SINCAM013167
ENSMUSP00000057635	SINCAM006872
ENSMUSP00000057640	SINCAM009264
ENSMUSP00000057651	SINCAM011695
ENSMUSP00000057664	SINCAM002554
ENSMUSP00000057669	SINCAM012669
ENSMUSP00000057670	SINCAM001130
ENSMUSP00000057690	SINCAM009435
ENSMUSP00000057697	SINCAM002403
ENSMUSP00000057731	SINCAM007750
ENSMUSP00000057751	SINCAM922746
ENSMUSP00000057796	SINCAM001387
ENSMUSP00000057828	SINCAM005318
ENSMUSP00000057844	SINCAM007182
ENSMUSP00000057856	SINCAM001436
ENSMUSP00000057858	SINCAM013411
ENSMUSP00000057859	SINCAM000810
ENSMUSP00000057865	SINCAM006307
ENSMUSP00000057871	SINCAM900167
ENSMUSP00000057891	SINCAM922156
ENSMUSP00000057893	SINCAM001925
ENSMUSP00000057896	SINCAM002785
ENSMUSP00000057897	SINCAM010470
ENSMUSP00000057905	SINCAM008128
ENSMUSP00000057915	SINCAM922114
ENSMUSP00000057938	SINCAM000106
ENSMUSP00000057939	SINCAM008511
ENSMUSP00000057942	SINCAM007001
ENSMUSP00000057956	SINCAM920615
ENSMUSP00000057962	SINCAM013044
ENSMUSP00000057965	SINCAM004644
ENSMUSP00000057981	SINCAM922425
ENSMUSP00000057984	SINCAM003484
ENSMUSP00000057989	SINCAM011671
ENSMUSP00000057993	SINCAM900104
ENSMUSP00000058020	SINCAM900039
ENSMUSP00000058028	SINCAM009678
ENSMUSP00000058037	SINCAM010469
ENSMUSP00000058042	SINCAM014247
ENSMUSP00000058047	SINCAM006219
ENSMUSP00000058109	SINCAM014771
ENSMUSP00000058110	SINCAM002068
ENSMUSP00000058114	SINCAM921976
ENSMUSP00000058142	SINCAM006611
ENSMUSP00000058157	SINCAM008942
ENSMUSP00000058168	SINCAM013481
ENSMUSP00000058183	SINCAM010873
ENSMUSP00000058204	SINCAM000447
ENSMUSP00000058205	SINCAM007237
ENSMUSP00000058217	SINCAM009289
ENSMUSP00000058221	SINCAM922518
ENSMUSP00000058230	SINCAM002925
ENSMUSP00000058233	SINCAM000044
ENSMUSP00000058237	SINCAM012993
ENSMUSP00000058253	SINCAM005937
ENSMUSP00000058264	SINCAM002964
ENSMUSP00000058279	SINCAM003451
ENSMUSP00000058283	SINCAM014499
ENSMUSP00000058286	SINCAM001337
ENSMUSP00000058305	SINCAM000772
ENSMUSP00000058308	SINCAM003633
ENSMUSP00000058313	SINCAM920722
ENSMUSP00000058321	SINCAM013494
ENSMUSP00000058333	SINCAM006115
ENSMUSP00000058344	SINCAM920854
ENSMUSP00000058348	SINCAM007510
ENSMUSP00000058354	SINCAM000268
ENSMUSP00000058355	SINCAM010764
ENSMUSP00000058368	SINCAM005712
ENSMUSP00000058371	SINCAM002951
ENSMUSP00000058375	SINCAM006191
ENSMUSP00000058405	SINCAM001536
ENSMUSP00000058412	SINCAM922567
ENSMUSP00000058468	SINCAM010491
ENSMUSP00000058470	SINCAM003724
ENSMUSP00000058484	SINCAM001186
ENSMUSP00000058502	SINCAM013610
ENSMUSP00000058521	SINCAM006715
ENSMUSP00000058548	SINCAM006573
ENSMUSP00000058572	SINCAM005772
ENSMUSP00000058596	SINCAM009509
ENSMUSP00000058599	SINCAM008809
ENSMUSP00000058609	SINCAM922067
ENSMUSP00000058613	SINCAM013937
ENSMUSP00000058617	SINCAM923104
ENSMUSP00000058618	SINCAM010078
ENSMUSP00000058629	SINCAM920749
ENSMUSP00000058630	SINCAM000722
ENSMUSP00000058631	SINCAM014275
ENSMUSP00000058651	SINCAM010161
ENSMUSP00000058680	SINCAM003339
ENSMUSP00000058697	SINCAM012822
ENSMUSP00000058699	SINCAM922253
ENSMUSP00000058718	SINCAM001042
ENSMUSP00000058720	SINCAM001742
ENSMUSP00000058730	SINCAM007150
ENSMUSP00000058746	SINCAM007838
ENSMUSP00000058754	SINCAM006521
ENSMUSP00000058755	SINCAM001975
ENSMUSP00000058757	SINCAM922572
ENSMUSP00000058761	SINCAM008019
ENSMUSP00000058762	SINCAM921662
ENSMUSP00000058810	SINCAM015668
ENSMUSP00000058832	SINCAM004528
ENSMUSP00000058840	SINCAM010984
ENSMUSP00000058846	SINCAM900151
ENSMUSP00000058860	SINCAM011374
ENSMUSP00000058882	SINCAM002107
ENSMUSP00000058887	SINCAM922355
ENSMUSP00000058896	SINCAM920540
ENSMUSP00000058901	SINCAM008191
ENSMUSP00000058919	SINCAM006299
ENSMUSP00000058941	SINCAM005227
ENSMUSP00000058950	SINCAM922077
ENSMUSP00000058954	SINCAM004174
ENSMUSP00000058966	SINCAM006351
ENSMUSP00000058968	SINCAM011315
ENSMUSP00000058980	SINCAM001360
ENSMUSP00000058985	SINCAM009801
ENSMUSP00000058990	SINCAM011181
ENSMUSP00000058994	SINCAM014950
ENSMUSP00000059026	SINCAM014978
ENSMUSP00000059038	SINCAM900257
ENSMUSP00000059043	SINCAM008790
ENSMUSP00000059050	SINCAM013189
ENSMUSP00000059056	SINCAM011886
ENSMUSP00000059074	SINCAM004924
ENSMUSP00000059079	SINCAM002555
ENSMUSP00000059091	SINCAM017600
ENSMUSP00000059095	SINCAM004633
ENSMUSP00000059102	SINCAM010082
ENSMUSP00000059106	SINCAM007432
ENSMUSP00000059129	SINCAM012523
ENSMUSP00000059138	SINCAM010163
ENSMUSP00000059143	SINCAM009860
ENSMUSP00000059154	SINCAM922047
ENSMUSP00000059159	SINCAM005279
ENSMUSP00000059166	SINCAM007221
ENSMUSP00000059173	SINCAM004387
ENSMUSP00000059192	SINCAM002821
ENSMUSP00000059210	SINCAM010282
ENSMUSP00000059211	SINCAM920618
ENSMUSP00000059212	SINCAM004330
ENSMUSP00000059224	SINCAM900245
ENSMUSP00000059261	SINCAM002523
ENSMUSP00000059270	SINCAM921421
ENSMUSP00000059272	SINCAM009236
ENSMUSP00000059289	SINCAM017405
ENSMUSP00000059291	SINCAM001280
ENSMUSP00000059302	SINCAM002452
ENSMUSP00000059304	SINCAM012675
ENSMUSP00000059313	SINCAM000678
ENSMUSP00000059320	SINCAM922545
ENSMUSP00000059330	SINCAM009905
ENSMUSP00000059382	SINCAM010616
ENSMUSP00000059385	SINCAM001478
ENSMUSP00000059391	SINCAM004825
ENSMUSP00000059404	SINCAM010051
ENSMUSP00000059419	SINCAM006887
ENSMUSP00000059426	SINCAM012982
ENSMUSP00000059433	SINCAM013005
ENSMUSP00000059435	SINCAM008112
ENSMUSP00000059457	SINCAM011569
ENSMUSP00000059463	SINCAM920720
ENSMUSP00000059471	SINCAM921280
ENSMUSP00000059494	SINCAM011127
ENSMUSP00000059498	SINCAM008089
ENSMUSP00000059501	SINCAM014402
ENSMUSP00000059503	SINCAM000579
ENSMUSP00000059533	SINCAM012883
ENSMUSP00000059538	SINCAM000655
ENSMUSP00000059562	SINCAM003478
ENSMUSP00000059570	SINCAM921569
ENSMUSP00000059574	SINCAM014549
ENSMUSP00000059587	SINCAM004802
ENSMUSP00000059636	SINCAM014777
ENSMUSP00000059643	SINCAM002933
ENSMUSP00000059654	SINCAM015141
ENSMUSP00000059666	SINCAM009712
ENSMUSP00000059669	SINCAM000365
ENSMUSP00000059678	SINCAM001930
ENSMUSP00000059682	SINCAM921871
ENSMUSP00000059705	SINCAM920517
ENSMUSP00000059708	SINCAM002248
ENSMUSP00000059717	SINCAM011814
ENSMUSP00000059720	SINCAM004568
ENSMUSP00000059724	SINCAM015218
ENSMUSP00000059732	SINCAM011863
ENSMUSP00000059741	SINCAM005100
ENSMUSP00000059757	SINCAM921276
ENSMUSP00000059772	SINCAM013719
ENSMUSP00000059801	SINCAM001638
ENSMUSP00000059848	SINCAM005464
ENSMUSP00000059871	SINCAM002909
ENSMUSP00000059883	SINCAM921698
ENSMUSP00000059894	SINCAM003090
ENSMUSP00000059896	SINCAM011428
ENSMUSP00000059913	SINCAM920975
ENSMUSP00000059923	SINCAM005161
ENSMUSP00000059927	SINCAM007141
ENSMUSP00000059947	SINCAM922702
ENSMUSP00000059973	SINCAM006536
ENSMUSP00000059977	SINCAM009145
ENSMUSP00000059978	SINCAM006862
ENSMUSP00000059983	SINCAM011158
ENSMUSP00000060017	SINCAM011755
ENSMUSP00000060026	SINCAM921765
ENSMUSP00000060027	SINCAM006237
ENSMUSP00000060028	SINCAM012677
ENSMUSP00000060040	SINCAM001199
ENSMUSP00000060099	SINCAM005912
ENSMUSP00000060118	SINCAM009184
ENSMUSP00000060129	SINCAM003154
ENSMUSP00000060137	SINCAM900156
ENSMUSP00000060147	SINCAM004209
ENSMUSP00000060159	SINCAM921601
ENSMUSP00000060169	SINCAM011076
ENSMUSP00000060194	SINCAM009173
