EDO25316	PMZ_0031287-RA
EDO39925	PMZ_0008802-RA
EDO39934	PMZ_0045594-RA
EDO39934	PMZ_0048267-RA
EDO39937	PMZ_0044628-RA
EDO39937	PMZ_0047036-RA
EDO39937	PMZ_0047037-RA
EDO39938	PMZ_0033437-RA
EDO39939	PMZ_0041558-RA
EDO39939	PMZ_0032812-RA
EDO39940	PMZ_0016183-RA
EDO39944	PMZ_0041137-RA
EDO39944	PMZ_0011405-RA
EDO39944	PMZ_0048134-RA
EDO39945	PMZ_0036291-RA
EDO39945	PMZ_0021658-RA
EDO39945	PMZ_0033266-RA
EDO39945	PMZ_0035502-RA
EDO39946	PMZ_0006502-RA
EDO39947	PMZ_0030692-RA
EDO39948	PMZ_0044118-RA
EDO39948	PMZ_0036496-RA
EDO39948	PMZ_0032409-RA
EDO39948	PMZ_0028365-RA
EDO39952	PMZ_0041088-RA
EDO39966	PMZ_0035755-RA
EDO39967	PMZ_0000934-RA
EDO39967	PMZ_0009109-RA
EDO39967	PMZ_0006212-RA
EDO39969	PMZ_0047508-RA
EDO39972	PMZ_0002437-RA
EDO39973	PMZ_0040202-RA
EDO39973	PMZ_0044978-RA
EDO39973	PMZ_0044423-RA
EDO39973	PMZ_0037051-RA
EDO39976	PMZ_0046673-RA
EDO39976	PMZ_0034295-RA
EDO39976	PMZ_0038151-RA
EDO39977	PMZ_0026459-RA
EDO39979	PMZ_0041102-RA
EDO39982	PMZ_0030818-RA
EDO39982	PMZ_0027855-RA
EDO39982	PMZ_0040583-RA
EDO39982	PMZ_0009766-RA
EDO39985	PMZ_0044438-RA
EDO39985	PMZ_0013894-RA
EDO39987	PMZ_0046621-RA
EDO39988	PMZ_0011106-RA
EDO39989	PMZ_0044564-RA
EDO39990	PMZ_0047541-RA
EDO39991	PMZ_0045862-RA
EDO39997	PMZ_0013585-RA
EDO39999	PMZ_0045186-RA
EDO40008	PMZ_0031969-RA
EDO40011	PMZ_0019026-RA
EDO40013	PMZ_0047859-RA
EDO40014	PMZ_0029009-RA
EDO40014	PMZ_0040732-RA
EDO40014	PMZ_0044087-RA
EDO40015	PMZ_0029597-RA
EDO40018	PMZ_0005482-RA
EDO40018	PMZ_0015580-RA
EDO40020	PMZ_0044025-RA
EDO40022	PMZ_0026133-RA
EDO40022	PMZ_0016768-RA
EDO40022	PMZ_0028889-RA
EDO40022	PMZ_0047748-RA
EDO40026	PMZ_0040097-RA
EDO40029	PMZ_0018989-RA
EDO40030	PMZ_0038795-RA
EDO40030	PMZ_0001891-RA
EDO40032	PMZ_0032730-RA
EDO40034	PMZ_0048574-RA
EDO40035	PMZ_0041295-RA
EDO40036	PMZ_0020170-RA
EDO40036	PMZ_0029886-RA
EDO40036	PMZ_0029870-RA
EDO40036	PMZ_0048343-RA
EDO40037	PMZ_0041094-RA
EDO40041	PMZ_0031258-RA
EDO40042	PMZ_0029937-RA
EDO40044	PMZ_0034956-RA
EDO40048	PMZ_0042456-RA
EDO40048	PMZ_0041507-RA
EDO40057	PMZ_0043378-RA
EDO40058	PMZ_0034942-RA
EDO40060	PMZ_0041916-RA
EDO40061	PMZ_0025005-RA
EDO40067	PMZ_0033591-RA
EDO40068	PMZ_0044258-RA
EDO40068	PMZ_0037841-RA
EDO40073	PMZ_0043939-RA
EDO40075	PMZ_0042859-RA
EDO40076	PMZ_0041310-RA
EDO40076	PMZ_0029802-RA
EDO40079	PMZ_0042509-RA
EDO40079	PMZ_0032798-RA
EDO40079	PMZ_0046819-RA
EDO40081	PMZ_0018370-RA
EDO40081	PMZ_0040303-RA
EDO40082	PMZ_0040184-RA
EDO40082	PMZ_0029584-RA
EDO40083	PMZ_0031325-RA
EDO40086	PMZ_0026397-RA
EDO40089	PMZ_0005440-RA
EDO40089	PMZ_0044148-RA
EDO40092	PMZ_0042918-RA
EDO40092	PMZ_0046899-RA
EDO40092	PMZ_0046898-RA
EDO40093	PMZ_0005367-RA
EDO40093	PMZ_0040297-RA
EDO40094	PMZ_0026907-RA
EDO40094	PMZ_0047316-RA
EDO40095	PMZ_0031942-RA
EDO40095	PMZ_0043477-RA
EDO40100	PMZ_0005463-RA
EDO40100	PMZ_0035473-RA
EDO40101	PMZ_0046413-RA
EDO40102	PMZ_0003258-RA
EDO40104	PMZ_0043696-RA
EDO40104	PMZ_0040003-RA
EDO40104	PMZ_0030150-RA
EDO40105	PMZ_0029717-RA
EDO40106	PMZ_0013416-RA
EDO40108	PMZ_0047519-RA
EDO40119	PMZ_0007835-RA
EDO40120	PMZ_0045945-RA
EDO40120	PMZ_0043565-RA
EDO40120	PMZ_0029438-RA
EDO40120	PMZ_0007001-RA
EDO40121	PMZ_0038128-RA
EDO40121	PMZ_0013487-RA
EDO40121	PMZ_0036578-RA
EDO40121	PMZ_0038013-RA
EDO40122	PMZ_0031464-RA
EDO40122	PMZ_0036027-RA
EDO40122	PMZ_0009406-RA
EDO40126	PMZ_0038234-RA
EDO40126	PMZ_0010551-RA
EDO40126	PMZ_0031805-RA
EDO40126	PMZ_0033653-RA
EDO40131	PMZ_0033191-RA
EDO40132	PMZ_0005664-RA
EDO40132	PMZ_0041331-RA
EDO40139	PMZ_0031290-RA
EDO40146	PMZ_0042587-RA
EDO40148	PMZ_0015586-RA
EDO40152	PMZ_0044209-RA
EDO40153	PMZ_0003241-RA
EDO40153	PMZ_0035458-RA
EDO40153	PMZ_0043592-RA
EDO40153	PMZ_0027275-RA
EDO40154	PMZ_0026696-RA
EDO40157	PMZ_0042043-RA
EDO40157	PMZ_0041881-RA
EDO40158	PMZ_0036499-RA
EDO40158	PMZ_0012021-RA
EDO40161	PMZ_0042053-RA
EDO40162	PMZ_0043024-RA
EDO40163	PMZ_0035388-RA
EDO40163	PMZ_0033777-RA
EDO40164	PMZ_0044116-RA
EDO40164	PMZ_0041402-RA
EDO40166	PMZ_0040780-RA
EDO40166	PMZ_0033698-RA
EDO40167	PMZ_0009791-RA
EDO40167	PMZ_0039008-RA
EDO40169	PMZ_0034492-RA
EDO40170	PMZ_0037370-RA
EDO40172	PMZ_0027130-RA
EDO40172	PMZ_0043055-RA
EDO40175	PMZ_0017034-RA
EDO40175	PMZ_0038121-RA
EDO40176	PMZ_0044098-RA
EDO40177	PMZ_0020742-RA
EDO40179	PMZ_0043773-RA
EDO40180	PMZ_0032406-RA
EDO40181	PMZ_0011441-RA
EDO40182	PMZ_0042443-RA
EDO40189	PMZ_0046287-RA
EDO40191	PMZ_0043293-RA
EDO40192	PMZ_0018946-RA
EDO40193	PMZ_0042044-RA
EDO40193	PMZ_0008120-RA
EDO40193	PMZ_0042016-RA
EDO40193	PMZ_0040755-RA
EDO40194	PMZ_0029382-RA
EDO40194	PMZ_0004266-RA
EDO40196	PMZ_0028075-RA
EDO40197	PMZ_0045452-RA
EDO40197	PMZ_0013773-RA
EDO40197	PMZ_0043468-RA
EDO40197	PMZ_0039086-RA
EDO40199	PMZ_0030932-RA
EDO40201	PMZ_0048019-RA
EDO40201	PMZ_0046972-RA
EDO40201	PMZ_0046973-RA
EDO40201	PMZ_0037442-RA
EDO40202	PMZ_0048020-RA
EDO40203	PMZ_0042943-RA
EDO40205	PMZ_0043733-RA
EDO40208	PMZ_0035905-RA
EDO40209	PMZ_0044178-RA
EDO40209	PMZ_0044740-RA
EDO40210	PMZ_0045985-RA
EDO40213	PMZ_0042577-RA
EDO40215	PMZ_0045877-RA
EDO40221	PMZ_0047081-RA
EDO40222	PMZ_0029922-RA
EDO40223	PMZ_0014792-RA
EDO40223	PMZ_0044228-RA
EDO40223	PMZ_0044227-RA
EDO40224	PMZ_0046221-RA
EDO40228	PMZ_0031715-RA
EDO40229	PMZ_0042977-RA
EDO40230	PMZ_0029647-RA
EDO40230	PMZ_0045984-RA
EDO40230	PMZ_0046353-RA
EDO40231	PMZ_0004112-RA
EDO40231	PMZ_0028762-RA
EDO40231	PMZ_0012418-RA
EDO40231	PMZ_0004602-RA
EDO40237	PMZ_0033549-RA
EDO40237	PMZ_0017082-RA
EDO40239	PMZ_0019890-RA
EDO40240	PMZ_0006997-RA
EDO40241	PMZ_0030094-RA
EDO40242	PMZ_0015584-RA
EDO40244	PMZ_0043029-RA
EDO40246	PMZ_0002181-RA
EDO40247	PMZ_0010673-RA
EDO40247	PMZ_0036331-RA
EDO40247	PMZ_0006378-RA
EDO40248	PMZ_0047913-RA
EDO40248	PMZ_0010050-RA
EDO40248	PMZ_0041515-RA
EDO40248	PMZ_0048050-RA
EDO40250	PMZ_0042260-RA
EDO40252	PMZ_0022724-RA
EDO40253	PMZ_0046019-RA
EDO40254	PMZ_0041998-RA
EDO40260	PMZ_0037684-RA
EDO40260	PMZ_0035555-RA
EDO40261	PMZ_0028793-RA
EDO40263	PMZ_0048278-RA
EDO40263	PMZ_0042875-RA
EDO40267	PMZ_0011877-RA
EDO40268	PMZ_0035571-RA
EDO40270	PMZ_0042065-RA
EDO40272	PMZ_0026193-RA
EDO40273	PMZ_0043032-RA
EDO40273	PMZ_0014940-RA
EDO40274	PMZ_0047896-RA
EDO40275	PMZ_0041936-RA
EDO40275	PMZ_0029902-RA
EDO40275	PMZ_0031272-RA
EDO40275	PMZ_0042615-RA
EDO40277	PMZ_0010167-RA
EDO40277	PMZ_0002129-RA
EDO40277	PMZ_0022886-RA
EDO40277	PMZ_0020638-RA
EDO40278	PMZ_0048544-RA
EDO40279	PMZ_0044418-RA
EDO40282	PMZ_0045975-RA
EDO40282	PMZ_0044004-RA
EDO40285	PMZ_0008714-RA
EDO40285	PMZ_0019621-RA
EDO40286	PMZ_0016557-RA
EDO40286	PMZ_0012405-RA
EDO40286	PMZ_0035266-RA
EDO40288	PMZ_0016811-RA
EDO40288	PMZ_0026005-RA
EDO40288	PMZ_0015543-RA
EDO40288	PMZ_0011397-RA
EDO40289	PMZ_0048807-RA
EDO40290	PMZ_0032565-RA
EDO40291	PMZ_0038434-RA
EDO40292	PMZ_0042985-RA
EDO40293	PMZ_0040807-RA
EDO40297	PMZ_0018645-RA
EDO40301	PMZ_0030414-RA
EDO40301	PMZ_0037046-RA
EDO40301	PMZ_0047315-RA
EDO40303	PMZ_0009790-RA
EDO40303	PMZ_0040695-RA
EDO40303	PMZ_0030408-RA
EDO40307	PMZ_0027376-RA
EDO40307	PMZ_0000041-RA
EDO40307	PMZ_0033184-RA
EDO40307	PMZ_0037058-RA
EDO40308	PMZ_0047109-RA
EDO40308	PMZ_0031349-RA
EDO40308	PMZ_0034075-RA
EDO40308	PMZ_0022605-RA
EDO40309	PMZ_0032150-RA
EDO40309	PMZ_0037602-RA
EDO40310	PMZ_0031764-RA
EDO40311	PMZ_0041779-RA
EDO40314	PMZ_0047080-RA
EDO40314	PMZ_0045682-RA
EDO40315	PMZ_0031416-RA
EDO40316	PMZ_0010906-RA
EDO40322	PMZ_0048608-RA
EDO40326	PMZ_0033122-RA
EDO40330	PMZ_0032667-RA
EDO40330	PMZ_0034787-RA
EDO40330	PMZ_0027445-RA
EDO40330	PMZ_0036425-RA
EDO40332	PMZ_0015434-RA
EDO40332	PMZ_0036255-RA
EDO40332	PMZ_0041722-RA
EDO40336	PMZ_0037074-RA
EDO40337	PMZ_0041923-RA
EDO40337	PMZ_0029978-RA
EDO40337	PMZ_0041152-RA
EDO40337	PMZ_0047486-RA
EDO40339	PMZ_0007985-RA
EDO40342	PMZ_0036985-RA
EDO40344	PMZ_0027772-RA
EDO40344	PMZ_0045942-RA
EDO40344	PMZ_0045534-RA
EDO40345	PMZ_0045477-RA
EDO40345	PMZ_0003781-RA
EDO40345	PMZ_0040473-RA
EDO40346	PMZ_0010803-RA
EDO40346	PMZ_0037380-RA
EDO40347	PMZ_0045481-RA
EDO40347	PMZ_0028729-RA
EDO40347	PMZ_0036258-RA
EDO40349	PMZ_0026765-RA
EDO40349	PMZ_0041547-RA
EDO40349	PMZ_0031424-RA
EDO40349	PMZ_0041968-RA
EDO40350	PMZ_0041452-RA
EDO40350	PMZ_0040726-RA
EDO40350	PMZ_0038300-RA
EDO40354	PMZ_0048969-RA
EDO40354	PMZ_0042431-RA
EDO40354	PMZ_0021812-RA
EDO40354	PMZ_0038246-RA
EDO40355	PMZ_0038136-RA
EDO40355	PMZ_0031130-RA
EDO40355	PMZ_0034573-RA
EDO40355	PMZ_0036387-RA
EDO40358	PMZ_0044807-RA
EDO40359	PMZ_0005730-RA
EDO40360	PMZ_0044685-RA
EDO40362	PMZ_0045191-RA
EDO40365	PMZ_0028646-RA
EDO40365	PMZ_0029330-RA
EDO40365	PMZ_0028645-RA
EDO40366	PMZ_0027514-RA
EDO40370	PMZ_0040670-RA
EDO40371	PMZ_0040031-RA
EDO40373	PMZ_0026089-RA
EDO40373	PMZ_0038442-RA
EDO40373	PMZ_0040639-RA
EDO40375	PMZ_0046837-RA
EDO40379	PMZ_0028213-RA
EDO40380	PMZ_0009901-RA
EDO40381	PMZ_0029150-RA
EDO40382	PMZ_0041126-RA
EDO40382	PMZ_0033926-RA
EDO40383	PMZ_0045851-RA
EDO40384	PMZ_0033811-RA
EDO40384	PMZ_0044044-RA
EDO40384	PMZ_0048045-RA
EDO40384	PMZ_0040580-RA
EDO40386	PMZ_0032030-RA
EDO40386	PMZ_0032264-RA
EDO40386	PMZ_0040267-RA
EDO40387	PMZ_0007251-RA
EDO40388	PMZ_0010552-RA
EDO40390	PMZ_0044426-RA
EDO40390	PMZ_0026889-RA
EDO40392	PMZ_0032151-RA
EDO40401	PMZ_0002719-RA
EDO40407	PMZ_0004844-RA
EDO40414	PMZ_0043004-RA
EDO40418	PMZ_0031144-RA
EDO40421	PMZ_0016074-RA
EDO40421	PMZ_0034827-RA
EDO40421	PMZ_0029250-RA
EDO40421	PMZ_0043580-RA
EDO40422	PMZ_0032926-RA
EDO40423	PMZ_0000426-RA
EDO40424	PMZ_0022862-RA
EDO40426	PMZ_0037592-RA
EDO40426	PMZ_0044905-RA
EDO40434	PMZ_0048843-RA
EDO40438	PMZ_0032726-RA
EDO40439	PMZ_0032137-RA
EDO40439	PMZ_0047191-RA
EDO40439	PMZ_0035187-RA
EDO40441	PMZ_0040146-RA
EDO40445	PMZ_0046478-RA
EDO40445	PMZ_0044171-RA
EDO40445	PMZ_0047786-RA
EDO40449	PMZ_0037625-RA
EDO40451	PMZ_0032823-RA
EDO40451	PMZ_0034446-RA
EDO40451	PMZ_0030189-RA
EDO40451	PMZ_0017051-RA
EDO40453	PMZ_0043140-RA
EDO40454	PMZ_0026748-RA
EDO40454	PMZ_0016910-RA
EDO40454	PMZ_0031199-RA
EDO40454	PMZ_0009511-RA
EDO40455	PMZ_0011124-RA
EDO40455	PMZ_0043417-RA
EDO40455	PMZ_0043416-RA
EDO40455	PMZ_0043111-RA
EDO40458	PMZ_0043598-RA
EDO40462	PMZ_0013872-RA
EDO40465	PMZ_0002520-RA
EDO40466	PMZ_0030258-RA
EDO40467	PMZ_0032041-RA
EDO40468	PMZ_0042953-RA
EDO40468	PMZ_0037951-RA
EDO40468	PMZ_0037372-RA
EDO40469	PMZ_0041355-RA
EDO40470	PMZ_0032073-RA
EDO40470	PMZ_0048949-RA
EDO40470	PMZ_0038761-RA
EDO40471	PMZ_0033392-RA
EDO40471	PMZ_0047916-RA
EDO40471	PMZ_0047535-RA
EDO40471	PMZ_0029169-RA
EDO40477	PMZ_0007288-RA
EDO40477	PMZ_0016777-RA
EDO40478	PMZ_0037667-RA
EDO40478	PMZ_0033711-RA
EDO40478	PMZ_0039395-RA
EDO40482	PMZ_0043136-RA
EDO40482	PMZ_0031104-RA
EDO40482	PMZ_0034058-RA
EDO40485	PMZ_0027487-RA
EDO40486	PMZ_0043153-RA
EDO40487	PMZ_0031031-RA
EDO40487	PMZ_0039115-RA
EDO40487	PMZ_0044099-RA
EDO40487	PMZ_0035889-RA
EDO40493	PMZ_0044358-RA
EDO40500	PMZ_0042958-RA
EDO40500	PMZ_0016775-RA
EDO40500	PMZ_0031768-RA
EDO40500	PMZ_0010318-RA
EDO40501	PMZ_0030686-RA
EDO40502	PMZ_0029440-RA
EDO40502	PMZ_0031288-RA
EDO40503	PMZ_0026546-RA
EDO40503	PMZ_0035533-RA
EDO40503	PMZ_0046635-RA
EDO40503	PMZ_0004484-RA
EDO40504	PMZ_0044207-RA
EDO40506	PMZ_0040110-RA
EDO40507	PMZ_0043807-RA
EDO40507	PMZ_0048068-RA
EDO40510	PMZ_0041083-RA
EDO40511	PMZ_0009797-RA
EDO40512	PMZ_0046256-RA
EDO40512	PMZ_0042123-RA
EDO40513	PMZ_0007521-RA
EDO40513	PMZ_0041517-RA
EDO40513	PMZ_0046807-RA
EDO40514	PMZ_0001619-RA
EDO40514	PMZ_0047884-RA
EDO40516	PMZ_0000854-RA
EDO40516	PMZ_0048439-RA
EDO40516	PMZ_0048462-RA
EDO40516	PMZ_0048536-RA
EDO40518	PMZ_0042235-RA
EDO40518	PMZ_0046628-RA
EDO40519	PMZ_0044084-RA
EDO40522	PMZ_0032090-RA
EDO40524	PMZ_0044483-RA
EDO40527	PMZ_0044077-RA
EDO40527	PMZ_0044440-RA
EDO40528	PMZ_0046435-RA
EDO40534	PMZ_0016842-RA
EDO40534	PMZ_0030016-RA
EDO40536	PMZ_0020464-RA
EDO40536	PMZ_0029274-RA
EDO40537	PMZ_0046392-RA
EDO40537	PMZ_0047563-RA
EDO40540	PMZ_0032728-RA
EDO40543	PMZ_0044492-RA
EDO40543	PMZ_0032015-RA
EDO40543	PMZ_0000615-RA
EDO40544	PMZ_0029430-RA
EDO40544	PMZ_0048055-RA
EDO40544	PMZ_0041314-RA
EDO40546	PMZ_0044527-RA
EDO40549	PMZ_0042237-RA
EDO40549	PMZ_0044086-RA
EDO40551	PMZ_0042231-RA
EDO40551	PMZ_0029865-RA
EDO40551	PMZ_0029952-RA
EDO40551	PMZ_0042239-RA
EDO40553	PMZ_0023528-RA
EDO40554	PMZ_0001162-RA
EDO40554	PMZ_0007309-RA
EDO40554	PMZ_0048233-RA
EDO40554	PMZ_0031688-RA
EDO40558	PMZ_0030588-RA
EDO40561	PMZ_0032004-RA
EDO40561	PMZ_0043875-RA
EDO40561	PMZ_0045109-RA
EDO40564	PMZ_0045240-RA
EDO40564	PMZ_0048229-RA
EDO40566	PMZ_0012745-RA
EDO40568	PMZ_0011864-RA
EDO40568	PMZ_0035183-RA
EDO40569	PMZ_0006288-RA
EDO40569	PMZ_0033338-RA
EDO40569	PMZ_0043765-RA
EDO40572	PMZ_0027367-RA
EDO40572	PMZ_0046069-RA
EDO40573	PMZ_0047797-RA
EDO40575	PMZ_0005070-RA
EDO40575	PMZ_0003036-RA
EDO40576	PMZ_0040788-RA
EDO40576	PMZ_0048963-RA
EDO40578	PMZ_0028696-RA
EDO40580	PMZ_0006106-RA
EDO40580	PMZ_0046617-RA
EDO40582	PMZ_0007656-RA
EDO40583	PMZ_0045724-RA
EDO40583	PMZ_0043917-RA
EDO40588	PMZ_0000461-RB
EDO40591	PMZ_0043863-RA
EDO40593	PMZ_0022262-RA
EDO40595	PMZ_0022065-RA
EDO40595	PMZ_0029404-RA
EDO40595	PMZ_0029906-RA
EDO40596	PMZ_0048303-RA
EDO40596	PMZ_0048185-RA
EDO40602	PMZ_0040397-RA
EDO40602	PMZ_0043799-RA
EDO40602	PMZ_0047368-RA
EDO40602	PMZ_0038877-RA
EDO40603	PMZ_0032528-RA
EDO40603	PMZ_0040363-RA
EDO40603	PMZ_0044347-RA
EDO40604	PMZ_0026942-RA
EDO40606	PMZ_0044698-RA
EDO40607	PMZ_0046433-RA
EDO40608	PMZ_0031343-RA
EDO40609	PMZ_0045786-RA
EDO40609	PMZ_0043362-RA
EDO40610	PMZ_0047369-RA
EDO40611	PMZ_0027789-RA
EDO40611	PMZ_0047659-RA
EDO40618	PMZ_0044730-RA
EDO40620	PMZ_0036445-RA
EDO40626	PMZ_0038269-RA
EDO40628	PMZ_0042815-RA
EDO40629	PMZ_0033433-RA
EDO40630	PMZ_0028764-RA
EDO40631	PMZ_0043449-RA
EDO40632	PMZ_0015073-RA
EDO40634	PMZ_0044578-RA
EDO40636	PMZ_0048414-RA
EDO40638	PMZ_0033623-RA
EDO40638	PMZ_0046307-RA
EDO40640	PMZ_0039154-RA
EDO40644	PMZ_0041361-RA
EDO40646	PMZ_0012264-RA
EDO40646	PMZ_0028868-RA
EDO40646	PMZ_0044558-RA
EDO40646	PMZ_0042942-RA
EDO40660	PMZ_0019569-RA
EDO40662	PMZ_0030445-RA
EDO40662	PMZ_0034150-RA
EDO40662	PMZ_0007201-RA
EDO40662	PMZ_0018784-RA
EDO40664	PMZ_0027190-RA
EDO40664	PMZ_0032879-RA
EDO40664	PMZ_0044506-RA
EDO40666	PMZ_0029165-RA
EDO40668	PMZ_0032550-RA
EDO40669	PMZ_0048556-RA
EDO40671	PMZ_0046104-RA
EDO40671	PMZ_0010510-RA
EDO40671	PMZ_0046666-RA
EDO40674	PMZ_0002011-RA
EDO40674	PMZ_0033649-RA
EDO40674	PMZ_0033648-RA
EDO40676	PMZ_0006840-RA
EDO40676	PMZ_0032824-RA
EDO40676	PMZ_0030188-RA
EDO40679	PMZ_0044610-RA
EDO40680	PMZ_0010120-RA
EDO40680	PMZ_0030077-RA
EDO40680	PMZ_0028632-RA
EDO40680	PMZ_0038470-RA
EDO40682	PMZ_0045901-RA
EDO40684	PMZ_0033632-RA
EDO40684	PMZ_0029898-RA
EDO40685	PMZ_0044188-RA
EDO40685	PMZ_0036568-RA
EDO40686	PMZ_0031197-RA
EDO40688	PMZ_0040831-RA
EDO40698	PMZ_0013861-RA
EDO40700	PMZ_0042734-RA
EDO40702	PMZ_0017068-RA
EDO40703	PMZ_0041892-RA
EDO40703	PMZ_0040854-RA
EDO40703	PMZ_0029542-RA
EDO40709	PMZ_0032188-RA
EDO40710	PMZ_0014261-RA
EDO40710	PMZ_0044269-RA
EDO40710	PMZ_0047174-RA
EDO40711	PMZ_0037141-RA
EDO40713	PMZ_0015057-RA
EDO40713	PMZ_0046449-RA
EDO40717	PMZ_0010508-RA
EDO40720	PMZ_0044812-RA
EDO40720	PMZ_0044827-RA
EDO40722	PMZ_0044246-RA
EDO40723	PMZ_0032135-RA
EDO40726	PMZ_0046398-RA
EDO40726	PMZ_0046397-RA
EDO40727	PMZ_0046400-RA
EDO40731	PMZ_0033484-RA
EDO40732	PMZ_0011120-RA
EDO40732	PMZ_0017615-RA
EDO40732	PMZ_0041668-RA
EDO40732	PMZ_0044206-RA
EDO40733	PMZ_0018583-RA
EDO40733	PMZ_0048637-RA
EDO40735	PMZ_0042972-RA
EDO40735	PMZ_0046065-RA
EDO40735	PMZ_0020429-RA
EDO40740	PMZ_0040454-RA
EDO40740	PMZ_0040453-RA
EDO40745	PMZ_0044840-RA
EDO40745	PMZ_0044839-RA
EDO40745	PMZ_0040034-RA
EDO40753	PMZ_0012749-RA
EDO40753	PMZ_0046805-RA
EDO40753	PMZ_0029188-RA
EDO40753	PMZ_0035985-RA
EDO40754	PMZ_0044407-RA
EDO40754	PMZ_0044408-RA
EDO40754	PMZ_0044409-RA
EDO40754	PMZ_0047935-RA
EDO40756	PMZ_0047451-RA
EDO40756	PMZ_0027851-RA
EDO40759	PMZ_0043129-RA
EDO40760	PMZ_0002450-RA
EDO40760	PMZ_0002461-RA
EDO40760	PMZ_0027380-RA
EDO40760	PMZ_0043718-RA
EDO40761	PMZ_0019434-RA
EDO40761	PMZ_0005441-RA
EDO40762	PMZ_0018892-RA
EDO40764	PMZ_0037549-RA
EDO40764	PMZ_0008876-RA
EDO40765	PMZ_0005442-RA
EDO40765	PMZ_0041296-RA
EDO40765	PMZ_0040492-RA
EDO40767	PMZ_0040081-RA
EDO40767	PMZ_0023602-RA
EDO40768	PMZ_0034655-RA
EDO40775	PMZ_0018154-RA
EDO40775	PMZ_0045705-RA
EDO40775	PMZ_0047925-RA
EDO40778	PMZ_0009236-RA
EDO40782	PMZ_0020313-RA
EDO40788	PMZ_0041014-RA
EDO40788	PMZ_0009134-RA
EDO40788	PMZ_0008903-RA
EDO40788	PMZ_0048713-RA
EDO40789	PMZ_0002153-RA
EDO40789	PMZ_0034796-RA
EDO40789	PMZ_0042103-RA
EDO40789	PMZ_0033399-RA
EDO40792	PMZ_0020048-RA
EDO40799	PMZ_0028810-RA
EDO40800	PMZ_0016444-RA
EDO40802	PMZ_0033065-RA
EDO40802	PMZ_0015271-RA
EDO40808	PMZ_0028856-RA
EDO40810	PMZ_0035095-RA
EDO40812	PMZ_0029948-RA
EDO40812	PMZ_0003871-RA
EDO40813	PMZ_0042917-RA
EDO40817	PMZ_0046028-RA
EDO40822	PMZ_0040277-RA
EDO40822	PMZ_0042782-RA
EDO40822	PMZ_0044452-RA
EDO40822	PMZ_0038935-RA
EDO40823	PMZ_0000470-RA
EDO40823	PMZ_0036333-RA
EDO40823	PMZ_0042291-RA
EDO40830	PMZ_0028002-RA
EDO40830	PMZ_0041812-RA
EDO40834	PMZ_0047910-RA
EDO40835	PMZ_0045013-RA
EDO40836	PMZ_0041054-RA
EDO40836	PMZ_0035158-RA
EDO40836	PMZ_0013913-RA
EDO40838	PMZ_0031432-RA
EDO40838	PMZ_0045778-RA
EDO40838	PMZ_0046369-RA
EDO40839	PMZ_0045345-RA
EDO40841	PMZ_0042898-RA
EDO40842	PMZ_0041616-RA
EDO40842	PMZ_0047597-RA
EDO40843	PMZ_0033093-RA
EDO40843	PMZ_0041257-RA
EDO40844	PMZ_0014651-RA
EDO40844	PMZ_0030715-RA
EDO40844	PMZ_0047121-RA
EDO40844	PMZ_0044686-RA
EDO40849	PMZ_0038332-RA
EDO40855	PMZ_0048142-RA
EDO40856	PMZ_0029823-RA
EDO40856	PMZ_0047532-RA
EDO40856	PMZ_0000721-RA
EDO40856	PMZ_0042059-RA
EDO40857	PMZ_0011536-RA
EDO40857	PMZ_0001580-RA
EDO40858	PMZ_0040225-RA
EDO40858	PMZ_0047950-RA
EDO40858	PMZ_0008403-RA
EDO40859	PMZ_0033410-RA
EDO40860	PMZ_0038564-RA
EDO40860	PMZ_0031810-RA
EDO40865	PMZ_0046662-RA
EDO40866	PMZ_0040516-RA
EDO40866	PMZ_0045969-RA
EDO40866	PMZ_0047124-RA
EDO40867	PMZ_0041731-RA
EDO40868	PMZ_0043076-RA
EDO40871	PMZ_0013211-RA
EDO40873	PMZ_0027626-RA
EDO40875	PMZ_0044818-RA
EDO40875	PMZ_0044339-RA
EDO40876	PMZ_0005747-RA
EDO40876	PMZ_0040797-RA
EDO40876	PMZ_0035185-RA
EDO40877	PMZ_0045910-RA
EDO40877	PMZ_0049015-RA
EDO40879	PMZ_0048973-RA
EDO40880	PMZ_0045543-RA
EDO40882	PMZ_0030618-RA
EDO40885	PMZ_0046416-RA
EDO40885	PMZ_0015436-RA
EDO40885	PMZ_0045838-RA
EDO40885	PMZ_0013196-RA
EDO40889	PMZ_0046648-RA
EDO40893	PMZ_0048265-RA
EDO40895	PMZ_0044781-RA
EDO40898	PMZ_0031206-RA
EDO40898	PMZ_0040764-RA
EDO40900	PMZ_0038927-RA
EDO40901	PMZ_0046863-RA
EDO40902	PMZ_0019389-RA
EDO40902	PMZ_0042032-RA
EDO40902	PMZ_0043069-RA
EDO40902	PMZ_0046216-RA
EDO40904	PMZ_0046193-RA
EDO40905	PMZ_0029946-RA
EDO40906	PMZ_0044742-RA
EDO40906	PMZ_0044743-RA
EDO40906	PMZ_0043374-RA
EDO40907	PMZ_0048951-RA
EDO40912	PMZ_0003795-RA
EDO40913	PMZ_0044135-RA
EDO40914	PMZ_0045297-RA
EDO40917	PMZ_0037633-RA
EDO40917	PMZ_0048617-RA
EDO40919	PMZ_0001024-RA
EDO40923	PMZ_0011783-RA
EDO40923	PMZ_0030666-RA
