SINCAM000004	ENSDARP00000101228
SINCAM008462	ENSDARP00000113920
SINCAM008463	ENSDARP00000102822
SINCAM008464	ENSDARP00000053407
SINCAM008466	ENSDARP00000110201
SINCAM008468	ENSDARP00000070002
SINCAM008474	ENSDARP00000112080
SINCAM008475	ENSDARP00000102339
SINCAM008475	ENSDARP00000032736
SINCAM008477	ENSDARP00000108100
SINCAM008477	ENSDARP00000070453
SINCAM008478	ENSDARP00000109825
SINCAM008478	ENSDARP00000103258
SINCAM008479	ENSDARP00000095783
SINCAM008480	ENSDARP00000099833
SINCAM008481	ENSDARP00000108933
SINCAM008482	ENSDARP00000119607
SINCAM008482	ENSDARP00000087526
SINCAM008485	ENSDARP00000082612
SINCAM008485	ENSDARP00000107689
SINCAM008486	ENSDARP00000085882
SINCAM008487	ENSDARP00000054085
SINCAM008488	ENSDARP00000074579
SINCAM008490	ENSDARP00000126371
SINCAM008490	ENSDARP00000094912
SINCAM008491	ENSDARP00000064232
SINCAM008492	ENSDARP00000124976
SINCAM008493	ENSDARP00000009284
SINCAM008493	ENSDARP00000008922
SINCAM008494	ENSDARP00000063949
SINCAM008494	ENSDARP00000030555
SINCAM008495	ENSDARP00000104069
SINCAM008496	ENSDARP00000010393
SINCAM008496	ENSDARP00000018820
SINCAM008497	ENSDARP00000081457
SINCAM008499	ENSDARP00000062066
SINCAM008502	ENSDARP00000094348
SINCAM008502	ENSDARP00000073375
SINCAM008504	ENSDARP00000045880
SINCAM008508	ENSDARP00000107789
SINCAM008509	ENSDARP00000094116
SINCAM008510	ENSDARP00000114200
SINCAM008511	ENSDARP00000055540
SINCAM008512	ENSDARP00000128920
SINCAM008512	ENSDARP00000109976
SINCAM008515	ENSDARP00000128101
SINCAM008515	ENSDARP00000041256
SINCAM008516	ENSDARP00000064111
SINCAM008520	ENSDARP00000108084
SINCAM008520	ENSDARP00000107421
SINCAM008523	ENSDARP00000020770
SINCAM008523	ENSDARP00000017895
SINCAM008528	ENSDARP00000038308
SINCAM008528	ENSDARP00000029653
SINCAM008529	ENSDARP00000039906
SINCAM008529	ENSDARP00000094404
SINCAM008530	ENSDARP00000010799
SINCAM008530	ENSDARP00000026847
SINCAM008531	ENSDARP00000063752
SINCAM008531	ENSDARP00000030390
SINCAM008532	ENSDARP00000126523
SINCAM008532	ENSDARP00000057319
SINCAM008534	ENSDARP00000108541
SINCAM008538	ENSDARP00000097865
SINCAM008543	ENSDARP00000062675
SINCAM008544	ENSDARP00000048422
SINCAM008545	ENSDARP00000107382
SINCAM008546	ENSDARP00000062190
SINCAM008547	ENSDARP00000106230
SINCAM008547	ENSDARP00000122615
SINCAM008548	ENSDARP00000117225
SINCAM008551	ENSDARP00000125007
SINCAM008553	ENSDARP00000070795
SINCAM008555	ENSDARP00000058992
SINCAM008557	ENSDARP00000091977
SINCAM008557	ENSDARP00000065090
SINCAM008558	ENSDARP00000091979
SINCAM008558	ENSDARP00000045984
SINCAM008559	ENSDARP00000076823
SINCAM008559	ENSDARP00000005265
SINCAM008560	ENSDARP00000077387
SINCAM008560	ENSDARP00000128901
SINCAM008561	ENSDARP00000062174
SINCAM008561	ENSDARP00000043250
SINCAM008562	ENSDARP00000032207
SINCAM008563	ENSDARP00000011140
SINCAM008566	ENSDARP00000075613
SINCAM008566	ENSDARP00000118737
SINCAM008567	ENSDARP00000068132
SINCAM008567	ENSDARP00000115931
SINCAM008568	ENSDARP00000103673
SINCAM008568	ENSDARP00000103396
SINCAM008569	ENSDARP00000054822
SINCAM008569	ENSDARP00000021253
SINCAM008570	ENSDARP00000025718
SINCAM008571	ENSDARP00000108894
SINCAM008572	ENSDARP00000121339
SINCAM008577	ENSDARP00000114487
SINCAM008578	ENSDARP00000080969
SINCAM008580	ENSDARP00000080972
SINCAM008581	ENSDARP00000016596
SINCAM008581	ENSDARP00000092037
SINCAM008583	ENSDARP00000028271
SINCAM008583	ENSDARP00000097772
SINCAM008584	ENSDARP00000100272
SINCAM008586	ENSDARP00000104753
SINCAM008587	ENSDARP00000003302
SINCAM008589	ENSDARP00000037865
SINCAM008590	ENSDARP00000063661
SINCAM008593	ENSDARP00000013898
SINCAM008594	ENSDARP00000075502
SINCAM008594	ENSDARP00000127629
SINCAM008595	ENSDARP00000004153
SINCAM008596	ENSDARP00000118511
SINCAM008596	ENSDARP00000022446
SINCAM008597	ENSDARP00000063848
SINCAM008597	ENSDARP00000106164
SINCAM008600	ENSDARP00000049195
SINCAM008600	ENSDARP00000094523
SINCAM008601	ENSDARP00000081911
SINCAM008602	ENSDARP00000076880
SINCAM008603	ENSDARP00000010089
SINCAM008604	ENSDARP00000107262
SINCAM008605	ENSDARP00000122101
SINCAM008606	ENSDARP00000063550
SINCAM008606	ENSDARP00000018669
SINCAM008607	ENSDARP00000117221
SINCAM008608	ENSDARP00000051111
SINCAM008611	ENSDARP00000072426
SINCAM008611	ENSDARP00000024471
SINCAM008612	ENSDARP00000122687
SINCAM008613	ENSDARP00000128554
SINCAM008613	ENSDARP00000113763
SINCAM008614	ENSDARP00000103212
SINCAM008614	ENSDARP00000037108
SINCAM008615	ENSDARP00000105806
SINCAM008615	ENSDARP00000111537
SINCAM008616	ENSDARP00000078672
SINCAM008616	ENSDARP00000128744
SINCAM008618	ENSDARP00000090967
SINCAM008618	ENSDARP00000123512
SINCAM008619	ENSDARP00000023057
SINCAM008619	ENSDARP00000122242
SINCAM008621	ENSDARP00000119608
SINCAM008621	ENSDARP00000074778
SINCAM008622	ENSDARP00000005989
SINCAM008622	ENSDARP00000119398
SINCAM008623	ENSDARP00000048102
SINCAM008623	ENSDARP00000117861
SINCAM008624	ENSDARP00000071871
SINCAM008624	ENSDARP00000123832
SINCAM008625	ENSDARP00000107617
SINCAM008625	ENSDARP00000100637
SINCAM008626	ENSDARP00000109291
SINCAM008627	ENSDARP00000059350
SINCAM008628	ENSDARP00000060934
SINCAM008632	ENSDARP00000086789
SINCAM008632	ENSDARP00000047840
SINCAM008633	ENSDARP00000109832
SINCAM008634	ENSDARP00000072692
SINCAM008635	ENSDARP00000039257
SINCAM008635	ENSDARP00000042217
SINCAM008636	ENSDARP00000047470
SINCAM008636	ENSDARP00000079888
SINCAM008637	ENSDARP00000068606
SINCAM008637	ENSDARP00000052906
SINCAM008640	ENSDARP00000112901
SINCAM008642	ENSDARP00000110941
SINCAM008642	ENSDARP00000108550
SINCAM008643	ENSDARP00000110618
SINCAM008645	ENSDARP00000098185
SINCAM008645	ENSDARP00000107484
SINCAM008646	ENSDARP00000105428
SINCAM008649	ENSDARP00000121913
SINCAM008649	ENSDARP00000038678
SINCAM008650	ENSDARP00000110309
SINCAM008651	ENSDARP00000098496
SINCAM008651	ENSDARP00000125223
SINCAM008655	ENSDARP00000102203
SINCAM008655	ENSDARP00000074862
SINCAM008656	ENSDARP00000097730
SINCAM008656	ENSDARP00000125073
SINCAM008658	ENSDARP00000102639
SINCAM008659	ENSDARP00000074788
SINCAM008659	ENSDARP00000088022
SINCAM008661	ENSDARP00000009170
SINCAM008662	ENSDARP00000067094
SINCAM008665	ENSDARP00000013849
SINCAM008665	ENSDARP00000056877
SINCAM008666	ENSDARP00000072498
SINCAM008666	ENSDARP00000070479
SINCAM008667	ENSDARP00000123309
SINCAM008668	ENSDARP00000110979
SINCAM008668	ENSDARP00000110736
SINCAM008670	ENSDARP00000090987
SINCAM008670	ENSDARP00000067377
SINCAM008671	ENSDARP00000102777
SINCAM008671	ENSDARP00000097958
SINCAM008674	ENSDARP00000111133
SINCAM008675	ENSDARP00000057695
SINCAM008675	ENSDARP00000083314
SINCAM008677	ENSDARP00000108102
SINCAM008681	ENSDARP00000013430
SINCAM008682	ENSDARP00000081336
SINCAM008682	ENSDARP00000081315
SINCAM008685	ENSDARP00000121373
SINCAM008685	ENSDARP00000070471
SINCAM008686	ENSDARP00000091066
SINCAM008687	ENSDARP00000071464
SINCAM008687	ENSDARP00000023287
SINCAM008688	ENSDARP00000128019
SINCAM008688	ENSDARP00000118849
SINCAM008689	ENSDARP00000072446
SINCAM008692	ENSDARP00000099634
SINCAM008692	ENSDARP00000102572
SINCAM008693	ENSDARP00000104227
SINCAM008693	ENSDARP00000098593
SINCAM008696	ENSDARP00000031013
SINCAM008697	ENSDARP00000126909
SINCAM008698	ENSDARP00000077572
SINCAM008699	ENSDARP00000006624
SINCAM008700	ENSDARP00000012152
SINCAM008700	ENSDARP00000023635
SINCAM008701	ENSDARP00000129362
SINCAM008705	ENSDARP00000092693
SINCAM008705	ENSDARP00000103735
SINCAM008706	ENSDARP00000013353
SINCAM008706	ENSDARP00000058424
SINCAM008708	ENSDARP00000079171
SINCAM008709	ENSDARP00000102483
SINCAM008709	ENSDARP00000002900
SINCAM008714	ENSDARP00000042520
SINCAM008715	ENSDARP00000075336
SINCAM008716	ENSDARP00000097554
SINCAM008717	ENSDARP00000121091
SINCAM008717	ENSDARP00000067154
SINCAM008719	ENSDARP00000099595
SINCAM008720	ENSDARP00000103071
SINCAM008721	ENSDARP00000101710
SINCAM008721	ENSDARP00000097906
SINCAM008722	ENSDARP00000100805
SINCAM008725	ENSDARP00000083241
SINCAM008726	ENSDARP00000107938
SINCAM008728	ENSDARP00000101352
SINCAM008728	ENSDARP00000065364
SINCAM008729	ENSDARP00000116571
SINCAM008730	ENSDARP00000112905
SINCAM008730	ENSDARP00000013482
SINCAM008731	ENSDARP00000027014
SINCAM008732	ENSDARP00000065024
SINCAM008733	ENSDARP00000004008
SINCAM008734	ENSDARP00000120918
SINCAM008734	ENSDARP00000119864
SINCAM008735	ENSDARP00000120613
SINCAM008735	ENSDARP00000049830
SINCAM008737	ENSDARP00000108530
SINCAM008738	ENSDARP00000115951
SINCAM008739	ENSDARP00000097560
SINCAM008739	ENSDARP00000101368
SINCAM008741	ENSDARP00000062023
SINCAM008742	ENSDARP00000040189
SINCAM008744	ENSDARP00000086365
SINCAM008744	ENSDARP00000117952
SINCAM008746	ENSDARP00000084401
SINCAM008747	ENSDARP00000050915
SINCAM008747	ENSDARP00000122116
SINCAM008749	ENSDARP00000050911
SINCAM008750	ENSDARP00000118755
SINCAM008750	ENSDARP00000064612
SINCAM008751	ENSDARP00000096898
SINCAM008751	ENSDARP00000074935
SINCAM008753	ENSDARP00000128023
SINCAM008753	ENSDARP00000110322
SINCAM008754	ENSDARP00000018421
SINCAM008755	ENSDARP00000073252
SINCAM008756	ENSDARP00000102589
SINCAM008756	ENSDARP00000049367
SINCAM008762	ENSDARP00000123733
SINCAM008765	ENSDARP00000011656
SINCAM008765	ENSDARP00000092565
SINCAM008766	ENSDARP00000078213
SINCAM008766	ENSDARP00000071576
SINCAM008767	ENSDARP00000129279
SINCAM008767	ENSDARP00000113353
SINCAM008771	ENSDARP00000129532
SINCAM008772	ENSDARP00000051134
SINCAM008773	ENSDARP00000127487
SINCAM008774	ENSDARP00000126254
SINCAM008774	ENSDARP00000112191
SINCAM008776	ENSDARP00000070414
SINCAM008776	ENSDARP00000072202
SINCAM008777	ENSDARP00000014434
SINCAM008778	ENSDARP00000032054
SINCAM008779	ENSDARP00000098418
SINCAM008779	ENSDARP00000070437
SINCAM008780	ENSDARP00000104686
SINCAM008782	ENSDARP00000113737
SINCAM008782	ENSDARP00000098193
SINCAM008784	ENSDARP00000120945
SINCAM008784	ENSDARP00000115460
SINCAM008785	ENSDARP00000003956
SINCAM008785	ENSDARP00000111558
SINCAM008786	ENSDARP00000097592
SINCAM008786	ENSDARP00000103261
SINCAM008788	ENSDARP00000041589
SINCAM008788	ENSDARP00000049009
SINCAM008790	ENSDARP00000043291
SINCAM008790	ENSDARP00000060478
SINCAM008791	ENSDARP00000065503
SINCAM008793	ENSDARP00000032575
SINCAM008793	ENSDARP00000019829
SINCAM008794	ENSDARP00000072488
SINCAM008794	ENSDARP00000037263
SINCAM008795	ENSDARP00000100990
SINCAM008795	ENSDARP00000111990
SINCAM008796	ENSDARP00000126902
SINCAM008802	ENSDARP00000129633
SINCAM008804	ENSDARP00000052644
SINCAM008805	ENSDARP00000116550
SINCAM008805	ENSDARP00000060808
SINCAM008806	ENSDARP00000072319
SINCAM008808	ENSDARP00000108680
SINCAM008809	ENSDARP00000091529
SINCAM008812	ENSDARP00000080925
SINCAM008813	ENSDARP00000077400
SINCAM008813	ENSDARP00000052905
SINCAM008814	ENSDARP00000106052
SINCAM008817	ENSDARP00000114854
SINCAM008820	ENSDARP00000088351
SINCAM008821	ENSDARP00000112607
SINCAM008822	ENSDARP00000074972
SINCAM008822	ENSDARP00000128773
SINCAM008823	ENSDARP00000121457
SINCAM008824	ENSDARP00000098378
SINCAM008825	ENSDARP00000021993
SINCAM008826	ENSDARP00000050905
SINCAM008827	ENSDARP00000068562
SINCAM008827	ENSDARP00000104676
SINCAM008828	ENSDARP00000055349
SINCAM008829	ENSDARP00000113175
SINCAM008830	ENSDARP00000088144
SINCAM008831	ENSDARP00000050901
SINCAM008835	ENSDARP00000107754
SINCAM008837	ENSDARP00000068915
SINCAM008838	ENSDARP00000063424
SINCAM008838	ENSDARP00000102247
SINCAM008839	ENSDARP00000107396
SINCAM008841	ENSDARP00000107971
SINCAM008841	ENSDARP00000108491
SINCAM008842	ENSDARP00000090592
SINCAM008842	ENSDARP00000114813
SINCAM008843	ENSDARP00000098379
SINCAM008843	ENSDARP00000103392
SINCAM008844	ENSDARP00000128756
SINCAM008846	ENSDARP00000087620
SINCAM008846	ENSDARP00000021697
SINCAM008847	ENSDARP00000091993
SINCAM008848	ENSDARP00000071321
SINCAM008848	ENSDARP00000118625
SINCAM008850	ENSDARP00000013958
SINCAM008850	ENSDARP00000063319
SINCAM008851	ENSDARP00000091985
SINCAM008851	ENSDARP00000002797
SINCAM008853	ENSDARP00000107301
SINCAM008853	ENSDARP00000112395
SINCAM008854	ENSDARP00000016115
SINCAM008854	ENSDARP00000066049
SINCAM008856	ENSDARP00000101469
SINCAM008857	ENSDARP00000048842
SINCAM008860	ENSDARP00000100903
SINCAM008860	ENSDARP00000063641
SINCAM008861	ENSDARP00000020953
SINCAM008862	ENSDARP00000117041
SINCAM008866	ENSDARP00000116032
SINCAM008867	ENSDARP00000017792
SINCAM008868	ENSDARP00000001363
SINCAM008868	ENSDARP00000114681
SINCAM008870	ENSDARP00000127741
SINCAM008871	ENSDARP00000100226
SINCAM008873	ENSDARP00000051803
SINCAM008873	ENSDARP00000056986
SINCAM008876	ENSDARP00000003318
SINCAM008878	ENSDARP00000083006
SINCAM008878	ENSDARP00000079364
SINCAM008880	ENSDARP00000052168
SINCAM008882	ENSDARP00000112131
SINCAM008882	ENSDARP00000025096
SINCAM008883	ENSDARP00000120515
SINCAM008883	ENSDARP00000113435
SINCAM008884	ENSDARP00000026470
SINCAM008884	ENSDARP00000094918
SINCAM008885	ENSDARP00000058355
SINCAM008887	ENSDARP00000116147
SINCAM008888	ENSDARP00000010686
SINCAM008889	ENSDARP00000027662
SINCAM008889	ENSDARP00000103963
SINCAM008891	ENSDARP00000076776
SINCAM008891	ENSDARP00000061957
SINCAM008893	ENSDARP00000051748
SINCAM008893	ENSDARP00000125642
SINCAM008895	ENSDARP00000033243
SINCAM008901	ENSDARP00000066711
SINCAM008903	ENSDARP00000080725
SINCAM008903	ENSDARP00000085454
SINCAM008904	ENSDARP00000108800
SINCAM008908	ENSDARP00000090723
SINCAM008910	ENSDARP00000035859
SINCAM008910	ENSDARP00000029090
SINCAM008911	ENSDARP00000111346
SINCAM008912	ENSDARP00000128233
SINCAM008915	ENSDARP00000012565
SINCAM008915	ENSDARP00000061680
SINCAM008916	ENSDARP00000008907
SINCAM008916	ENSDARP00000103553
SINCAM008917	ENSDARP00000076652
SINCAM008918	ENSDARP00000097661
SINCAM008919	ENSDARP00000027022
SINCAM008923	ENSDARP00000110613
SINCAM008924	ENSDARP00000041113
SINCAM008924	ENSDARP00000098834
SINCAM008930	ENSDARP00000058490
SINCAM008930	ENSDARP00000095194
SINCAM008932	ENSDARP00000070382
SINCAM008934	ENSDARP00000120420
SINCAM008934	ENSDARP00000112058
SINCAM008935	ENSDARP00000047635
SINCAM008939	ENSDARP00000054273
SINCAM008939	ENSDARP00000105602
SINCAM008940	ENSDARP00000011338
SINCAM008942	ENSDARP00000094186
SINCAM008943	ENSDARP00000112298
SINCAM008945	ENSDARP00000095739
SINCAM008945	ENSDARP00000102243
SINCAM008946	ENSDARP00000091866
SINCAM008947	ENSDARP00000078006
SINCAM008947	ENSDARP00000021871
SINCAM008950	ENSDARP00000109508
SINCAM008950	ENSDARP00000058094
SINCAM008951	ENSDARP00000017469
SINCAM008956	ENSDARP00000126071
SINCAM008959	ENSDARP00000060446
SINCAM008960	ENSDARP00000115766
SINCAM008964	ENSDARP00000052445
SINCAM008964	ENSDARP00000090213
SINCAM008966	ENSDARP00000065295
SINCAM008966	ENSDARP00000105382
SINCAM008968	ENSDARP00000108949
SINCAM008969	ENSDARP00000105632
SINCAM008969	ENSDARP00000127882
SINCAM008970	ENSDARP00000129096
SINCAM008971	ENSDARP00000080193
SINCAM008971	ENSDARP00000111939
SINCAM008973	ENSDARP00000076630
SINCAM008975	ENSDARP00000087373
SINCAM008977	ENSDARP00000128169
SINCAM008977	ENSDARP00000105022
SINCAM008979	ENSDARP00000115424
SINCAM008979	ENSDARP00000118433
SINCAM008980	ENSDARP00000058512
SINCAM008980	ENSDARP00000125741
SINCAM008981	ENSDARP00000124218
SINCAM008981	ENSDARP00000124101
SINCAM008982	ENSDARP00000054077
SINCAM008983	ENSDARP00000100789
SINCAM008985	ENSDARP00000115841
SINCAM008985	ENSDARP00000029905
SINCAM008987	ENSDARP00000038801
SINCAM008987	ENSDARP00000043156
SINCAM008989	ENSDARP00000110437
SINCAM008989	ENSDARP00000016544
SINCAM008990	ENSDARP00000101801
SINCAM008992	ENSDARP00000129408
SINCAM008992	ENSDARP00000039745
SINCAM008993	ENSDARP00000073432
SINCAM008993	ENSDARP00000052291
SINCAM009001	ENSDARP00000038728
SINCAM009002	ENSDARP00000088874
SINCAM009008	ENSDARP00000100111
SINCAM009008	ENSDARP00000109781
SINCAM009011	ENSDARP00000094560
SINCAM009011	ENSDARP00000095917
SINCAM009012	ENSDARP00000054019
SINCAM009016	ENSDARP00000050017
SINCAM009019	ENSDARP00000119133
SINCAM009020	ENSDARP00000052292
SINCAM009020	ENSDARP00000116665
SINCAM009021	ENSDARP00000093497
SINCAM009024	ENSDARP00000015591
SINCAM009024	ENSDARP00000089741
SINCAM009027	ENSDARP00000119461
SINCAM009027	ENSDARP00000111472
SINCAM009028	ENSDARP00000104954
SINCAM009028	ENSDARP00000070996
SINCAM009029	ENSDARP00000032545
SINCAM009030	ENSDARP00000022315
SINCAM009033	ENSDARP00000125781
SINCAM009035	ENSDARP00000003397
SINCAM009035	ENSDARP00000107675
SINCAM009037	ENSDARP00000041006
SINCAM009037	ENSDARP00000023151
SINCAM009039	ENSDARP00000043290
SINCAM009039	ENSDARP00000052294
SINCAM009041	ENSDARP00000073471
SINCAM009041	ENSDARP00000061554
SINCAM009043	ENSDARP00000058289
SINCAM009048	ENSDARP00000092687
SINCAM009049	ENSDARP00000077969
SINCAM009050	ENSDARP00000005181
SINCAM009050	ENSDARP00000102198
SINCAM009051	ENSDARP00000129056
SINCAM009051	ENSDARP00000122441
SINCAM009052	ENSDARP00000099567
SINCAM009053	ENSDARP00000088401
SINCAM009054	ENSDARP00000093359
SINCAM009055	ENSDARP00000104457
SINCAM009056	ENSDARP00000094606
SINCAM009056	ENSDARP00000107097
SINCAM009060	ENSDARP00000025246
SINCAM009061	ENSDARP00000063336
SINCAM009062	ENSDARP00000093563
SINCAM009062	ENSDARP00000075583
SINCAM009064	ENSDARP00000060728
SINCAM009066	ENSDARP00000110318
SINCAM009067	ENSDARP00000061705
SINCAM009067	ENSDARP00000079837
SINCAM009068	ENSDARP00000122905
SINCAM009068	ENSDARP00000110365
SINCAM009070	ENSDARP00000091908
SINCAM009070	ENSDARP00000094247
SINCAM009071	ENSDARP00000039012
SINCAM009073	ENSDARP00000121570
SINCAM009073	ENSDARP00000117015
SINCAM009077	ENSDARP00000091148
SINCAM009077	ENSDARP00000098972
SINCAM009080	ENSDARP00000074257
SINCAM009080	ENSDARP00000082073
SINCAM009082	ENSDARP00000094802
SINCAM009082	ENSDARP00000113323
SINCAM009083	ENSDARP00000126166
SINCAM009083	ENSDARP00000016362
SINCAM009084	ENSDARP00000079805
SINCAM009084	ENSDARP00000093008
SINCAM009085	ENSDARP00000092959
SINCAM009086	ENSDARP00000114838
SINCAM009087	ENSDARP00000113705
SINCAM009087	ENSDARP00000121919
SINCAM009089	ENSDARP00000100426
SINCAM009089	ENSDARP00000124439
SINCAM009090	ENSDARP00000110261
SINCAM009090	ENSDARP00000108908
SINCAM009091	ENSDARP00000092673
SINCAM009091	ENSDARP00000104971
SINCAM009092	ENSDARP00000069707
SINCAM009095	ENSDARP00000015169
SINCAM009095	ENSDARP00000091557
SINCAM009096	ENSDARP00000103616
SINCAM009097	ENSDARP00000062916
SINCAM009097	ENSDARP00000093937
SINCAM009098	ENSDARP00000106536
SINCAM009100	ENSDARP00000116908
SINCAM009100	ENSDARP00000049967
SINCAM009101	ENSDARP00000068611
SINCAM009101	ENSDARP00000126382
SINCAM009103	ENSDARP00000076873
SINCAM009103	ENSDARP00000076876
SINCAM009104	ENSDARP00000101770
SINCAM009104	ENSDARP00000114992
SINCAM009105	ENSDARP00000112416
SINCAM009106	ENSDARP00000073383
SINCAM009107	ENSDARP00000121030
SINCAM009107	ENSDARP00000123543
SINCAM009108	ENSDARP00000058459
SINCAM009110	ENSDARP00000123618
SINCAM009111	ENSDARP00000090275
SINCAM009111	ENSDARP00000116209
SINCAM009112	ENSDARP00000016471
SINCAM009113	ENSDARP00000084189
SINCAM009116	ENSDARP00000059790
SINCAM009116	ENSDARP00000035895
SINCAM009117	ENSDARP00000107695
SINCAM009117	ENSDARP00000074112
SINCAM009118	ENSDARP00000004546
SINCAM009118	ENSDARP00000052843
SINCAM009120	ENSDARP00000103932
SINCAM009120	ENSDARP00000121826
SINCAM009126	ENSDARP00000072843
SINCAM009126	ENSDARP00000113835
SINCAM009127	ENSDARP00000058382
SINCAM009128	ENSDARP00000011703
SINCAM009128	ENSDARP00000010626
SINCAM009130	ENSDARP00000099451
SINCAM009134	ENSDARP00000027131
SINCAM009134	ENSDARP00000096562
SINCAM009135	ENSDARP00000038463
SINCAM009135	ENSDARP00000073089
SINCAM009136	ENSDARP00000027654
SINCAM009136	ENSDARP00000073095
SINCAM009143	ENSDARP00000100173
SINCAM009143	ENSDARP00000107621
SINCAM009147	ENSDARP00000101638
SINCAM009147	ENSDARP00000103242
SINCAM009148	ENSDARP00000075996
SINCAM009150	ENSDARP00000128017
SINCAM009153	ENSDARP00000099342
SINCAM009156	ENSDARP00000106819
SINCAM009156	ENSDARP00000046586
SINCAM009158	ENSDARP00000018028
SINCAM009159	ENSDARP00000022810
SINCAM009162	ENSDARP00000095266
SINCAM009164	ENSDARP00000106714
SINCAM009164	ENSDARP00000121845
SINCAM009166	ENSDARP00000070658
SINCAM009167	ENSDARP00000100489
SINCAM009168	ENSDARP00000117098
SINCAM009168	ENSDARP00000123385
SINCAM009170	ENSDARP00000107004
SINCAM009170	ENSDARP00000110296
SINCAM009171	ENSDARP00000081541
SINCAM009171	ENSDARP00000081544
SINCAM009174	ENSDARP00000111674
SINCAM009175	ENSDARP00000083712
SINCAM009175	ENSDARP00000084693
SINCAM009176	ENSDARP00000101504
SINCAM009177	ENSDARP00000013803
SINCAM009179	ENSDARP00000079780
SINCAM009181	ENSDARP00000089102
SINCAM009181	ENSDARP00000108273
SINCAM009182	ENSDARP00000077707
SINCAM009184	ENSDARP00000070606
SINCAM009185	ENSDARP00000080366
SINCAM009185	ENSDARP00000121563
SINCAM009186	ENSDARP00000094081
SINCAM009186	ENSDARP00000110372
SINCAM009187	ENSDARP00000063149
SINCAM009189	ENSDARP00000109311
SINCAM009189	ENSDARP00000104620
SINCAM009191	ENSDARP00000095023
SINCAM009191	ENSDARP00000084365
SINCAM009192	ENSDARP00000065100
SINCAM009192	ENSDARP00000087356
SINCAM009193	ENSDARP00000018393
SINCAM009195	ENSDARP00000065102
SINCAM009195	ENSDARP00000095031
SINCAM009197	ENSDARP00000107633
SINCAM009197	ENSDARP00000117462
SINCAM009198	ENSDARP00000056187
SINCAM009199	ENSDARP00000106046
SINCAM009199	ENSDARP00000097908
SINCAM009201	ENSDARP00000050394
SINCAM009201	ENSDARP00000111570
SINCAM009202	ENSDARP00000116244
SINCAM009202	ENSDARP00000015466
SINCAM009205	ENSDARP00000015280
SINCAM009205	ENSDARP00000066763
SINCAM009206	ENSDARP00000088304
SINCAM009207	ENSDARP00000095301
SINCAM009207	ENSDARP00000095300
SINCAM009211	ENSDARP00000121267
SINCAM009212	ENSDARP00000124877
SINCAM009213	ENSDARP00000120933
SINCAM009215	ENSDARP00000011595
SINCAM009215	ENSDARP00000097305
SINCAM009219	ENSDARP00000128626
SINCAM009219	ENSDARP00000124668
SINCAM009221	ENSDARP00000026328
SINCAM009222	ENSDARP00000053425
SINCAM009222	ENSDARP00000095458
SINCAM009223	ENSDARP00000061314
SINCAM009223	ENSDARP00000090605
SINCAM009224	ENSDARP00000054114
SINCAM009225	ENSDARP00000068657
SINCAM009226	ENSDARP00000075657
SINCAM009226	ENSDARP00000120681
SINCAM009230	ENSDARP00000092798
SINCAM009233	ENSDARP00000104196
SINCAM009234	ENSDARP00000124576
SINCAM009236	ENSDARP00000102702
SINCAM009236	ENSDARP00000098721
SINCAM009238	ENSDARP00000128926
SINCAM009238	ENSDARP00000128832
SINCAM009239	ENSDARP00000129272
SINCAM009239	ENSDARP00000098706
SINCAM009240	ENSDARP00000087565
SINCAM009240	ENSDARP00000119692
SINCAM009241	ENSDARP00000083628
SINCAM009241	ENSDARP00000107872
SINCAM009246	ENSDARP00000107016
SINCAM009246	ENSDARP00000101753
SINCAM009247	ENSDARP00000102031
SINCAM009247	ENSDARP00000110717
SINCAM009248	ENSDARP00000058966
SINCAM009249	ENSDARP00000111989
SINCAM009250	ENSDARP00000097625
SINCAM009255	ENSDARP00000118138
SINCAM009255	ENSDARP00000015923
SINCAM009261	ENSDARP00000126440
SINCAM009261	ENSDARP00000118233
SINCAM009262	ENSDARP00000125446
SINCAM009263	ENSDARP00000072417
SINCAM009263	ENSDARP00000040110
SINCAM009264	ENSDARP00000116329
SINCAM009268	ENSDARP00000099849
SINCAM009270	ENSDARP00000062873
SINCAM009270	ENSDARP00000013993
SINCAM009271	ENSDARP00000091060
SINCAM009271	ENSDARP00000072364
SINCAM009272	ENSDARP00000108947
SINCAM009273	ENSDARP00000081011
SINCAM009274	ENSDARP00000082000
SINCAM009275	ENSDARP00000116692
SINCAM009275	ENSDARP00000028616
SINCAM009277	ENSDARP00000102342
SINCAM009277	ENSDARP00000083083
SINCAM009278	ENSDARP00000098243
SINCAM009280	ENSDARP00000119984
SINCAM009282	ENSDARP00000062249
SINCAM009282	ENSDARP00000112474
SINCAM009284	ENSDARP00000090374
SINCAM009287	ENSDARP00000014299
SINCAM009288	ENSDARP00000070706
SINCAM009288	ENSDARP00000117614
SINCAM009290	ENSDARP00000128046
SINCAM009290	ENSDARP00000122586
SINCAM009293	ENSDARP00000106163
SINCAM009293	ENSDARP00000129307
SINCAM009294	ENSDARP00000109112
SINCAM009295	ENSDARP00000042819
SINCAM009297	ENSDARP00000119870
SINCAM009298	ENSDARP00000124089
SINCAM009300	ENSDARP00000061428
SINCAM009300	ENSDARP00000036537
SINCAM009301	ENSDARP00000082836
SINCAM009301	ENSDARP00000106982
SINCAM009304	ENSDARP00000128768
SINCAM009305	ENSDARP00000020688
SINCAM009306	ENSDARP00000114111
