ENSP00000001008	SINLEJ016677
ENSP00000353270	SINLEJ007616
ENSP00000353292	SINLEJ012102
ENSP00000353343	SINLEJ017192
ENSP00000353344	SINLEJ019324
ENSP00000353362	SINLEJ016294
ENSP00000353362	SINLEJ017884
ENSP00000353375	SINLEJ008837
ENSP00000353401	SINLEJ011579
ENSP00000353414	SINLEJ011444
ENSP00000353414	SINLEJ007439
ENSP00000353422	SINLEJ010867
ENSP00000353427	SINLEJ001434
ENSP00000353427	SINLEJ015347
ENSP00000353452	SINLEJ001419
ENSP00000353452	SINLEJ003475
ENSP00000353458	SINLEJ001944
ENSP00000353458	SINLEJ001945
ENSP00000353463	SINLEJ000450
ENSP00000353463	SINLEJ014205
ENSP00000353508	SINLEJ001565
ENSP00000353518	SINLEJ016122
ENSP00000353518	SINLEJ016123
ENSP00000353538	SINLEJ013065
ENSP00000353538	SINLEJ013066
ENSP00000353564	SINLEJ007842
ENSP00000353575	SINLEJ001347
ENSP00000353582	SINLEJ600202
ENSP00000353582	SINLEJ004864
ENSP00000353590	SINLEJ002940
ENSP00000353590	SINLEJ002939
ENSP00000353654	SINLEJ000001
ENSP00000353654	SINLEJ011782
ENSP00000353655	SINLEJ000620
ENSP00000353655	SINLEJ003908
ENSP00000353656	SINLEJ015829
ENSP00000353656	SINLEJ015827
ENSP00000353701	SINLEJ002166
ENSP00000353701	SINLEJ002167
ENSP00000353731	SINLEJ004838
ENSP00000353739	SINLEJ008250
ENSP00000353739	SINLEJ008249
ENSP00000353741	SINLEJ004370
ENSP00000353767	SINLEJ003702
ENSP00000353767	SINLEJ011614
ENSP00000353769	SINLEJ013289
ENSP00000353770	SINLEJ006906
ENSP00000353770	SINLEJ015269
ENSP00000353786	SINLEJ018283
ENSP00000353786	SINLEJ000102
ENSP00000353791	SINLEJ009977
ENSP00000353793	SINLEJ005992
ENSP00000353794	SINLEJ013589
ENSP00000353820	SINLEJ011050
ENSP00000353820	SINLEJ015606
ENSP00000353826	SINLEJ012912
ENSP00000353863	SINLEJ010468
ENSP00000353910	SINLEJ000870
ENSP00000353910	SINLEJ000869
ENSP00000353915	SINLEJ004483
ENSP00000353915	SINLEJ008053
ENSP00000353998	SINLEJ003695
ENSP00000354040	SINLEJ018482
ENSP00000354061	SINLEJ013200
ENSP00000354061	SINLEJ013204
ENSP00000354080	SINLEJ013186
ENSP00000354080	SINLEJ015725
ENSP00000354090	SINLEJ001099
ENSP00000354090	SINLEJ016889
ENSP00000354111	SINLEJ018644
ENSP00000354111	SINLEJ019284
ENSP00000354125	SINLEJ005367
ENSP00000354168	SINLEJ008150
ENSP00000354201	SINLEJ600333
ENSP00000354207	SINLEJ016412
ENSP00000354223	SINLEJ015119
ENSP00000354238	SINLEJ002846
ENSP00000354251	SINLEJ010495
ENSP00000354251	SINLEJ001326
ENSP00000354255	SINLEJ011924
ENSP00000354280	SINLEJ009895
ENSP00000354280	SINLEJ010048
ENSP00000354294	SINLEJ008918
ENSP00000354294	SINLEJ016305
ENSP00000354340	SINLEJ010157
ENSP00000354360	SINLEJ005654
ENSP00000354361	SINLEJ011169
ENSP00000354394	SINLEJ001350
ENSP00000354415	SINLEJ006615
ENSP00000354451	SINLEJ000387
ENSP00000354453	SINLEJ019467
ENSP00000354453	SINLEJ018952
ENSP00000354461	SINLEJ003688
ENSP00000354468	SINLEJ013172
ENSP00000354468	SINLEJ017865
ENSP00000354476	SINLEJ009149
ENSP00000354476	SINLEJ009150
ENSP00000354478	SINLEJ600143
ENSP00000354478	SINLEJ003434
ENSP00000354481	SINLEJ014326
ENSP00000354483	SINLEJ016938
ENSP00000354483	SINLEJ016939
ENSP00000354487	SINLEJ018046
ENSP00000354487	SINLEJ015326
ENSP00000354488	SINLEJ016188
ENSP00000354488	SINLEJ017536
ENSP00000354490	SINLEJ016046
ENSP00000354490	SINLEJ019384
ENSP00000354497	SINLEJ004075
ENSP00000354497	SINLEJ004076
ENSP00000354501	SINLEJ009507
ENSP00000354504	SINLEJ017548
ENSP00000354504	SINLEJ017547
ENSP00000354518	SINLEJ010471
ENSP00000354518	SINLEJ010472
ENSP00000354519	SINLEJ004249
ENSP00000354519	SINLEJ004250
ENSP00000354522	SINLEJ008770
ENSP00000354522	SINLEJ009368
ENSP00000354525	SINLEJ014296
ENSP00000354525	SINLEJ014308
ENSP00000354532	SINLEJ018144
ENSP00000354532	SINLEJ018366
ENSP00000354536	SINLEJ017546
ENSP00000354543	SINLEJ017714
ENSP00000354553	SINLEJ003996
ENSP00000354560	SINLEJ005542
ENSP00000354568	SINLEJ017827
ENSP00000354568	SINLEJ014378
ENSP00000354575	SINLEJ016133
ENSP00000354575	SINLEJ016021
ENSP00000354580	SINLEJ007636
ENSP00000354583	SINLEJ007114
ENSP00000354588	SINLEJ007492
ENSP00000354588	SINLEJ013210
ENSP00000354607	SINLEJ010453
ENSP00000354607	SINLEJ600414
ENSP00000354608	SINLEJ016276
ENSP00000354608	SINLEJ005695
ENSP00000354610	SINLEJ017305
ENSP00000354612	SINLEJ014373
ENSP00000354621	SINLEJ011006
ENSP00000354622	SINLEJ014899
ENSP00000354622	SINLEJ014851
ENSP00000354623	SINLEJ017138
ENSP00000354623	SINLEJ017137
ENSP00000354633	SINLEJ004920
ENSP00000354645	SINLEJ013520
ENSP00000354652	SINLEJ010576
ENSP00000354652	SINLEJ006527
ENSP00000354671	SINLEJ010034
ENSP00000354671	SINLEJ010033
ENSP00000354681	SINLEJ007808
ENSP00000354686	SINLEJ013948
ENSP00000354686	SINLEJ003345
ENSP00000354688	SINLEJ004468
ENSP00000354689	SINLEJ005863
ENSP00000354724	SINLEJ004547
ENSP00000354733	SINLEJ012535
ENSP00000354733	SINLEJ012536
ENSP00000354742	SINLEJ013735
ENSP00000354742	SINLEJ013736
ENSP00000354762	SINLEJ004663
ENSP00000354772	SINLEJ005759
ENSP00000354772	SINLEJ017330
ENSP00000354774	SINLEJ013454
ENSP00000354778	SINLEJ001385
ENSP00000354778	SINLEJ003404
ENSP00000354791	SINLEJ004429
ENSP00000354791	SINLEJ004430
ENSP00000354812	SINLEJ017830
ENSP00000354812	SINLEJ017828
ENSP00000354829	SINLEJ018569
ENSP00000354829	SINLEJ018570
ENSP00000354837	SINLEJ000232
ENSP00000354848	SINLEJ012030
ENSP00000354850	SINLEJ011882
ENSP00000354855	SINLEJ010412
ENSP00000354855	SINLEJ010413
ENSP00000354856	SINLEJ010706
ENSP00000354856	SINLEJ004169
ENSP00000354859	SINLEJ014590
ENSP00000354869	SINLEJ003696
ENSP00000354878	SINLEJ007398
ENSP00000354878	SINLEJ007396
ENSP00000354884	SINLEJ016173
ENSP00000354884	SINLEJ013207
ENSP00000354896	SINLEJ013536
ENSP00000354896	SINLEJ013537
ENSP00000354911	SINLEJ015433
ENSP00000354911	SINLEJ010694
ENSP00000354912	SINLEJ001474
ENSP00000354912	SINLEJ010773
ENSP00000354919	SINLEJ007872
ENSP00000354919	SINLEJ007871
ENSP00000354920	SINLEJ016769
ENSP00000354920	SINLEJ001205
ENSP00000354923	SINLEJ012635
ENSP00000354923	SINLEJ012639
ENSP00000354932	SINLEJ011326
ENSP00000354950	SINLEJ006462
ENSP00000354950	SINLEJ006464
ENSP00000354952	SINLEJ006198
ENSP00000354952	SINLEJ002836
ENSP00000354960	SINLEJ000913
ENSP00000354960	SINLEJ000911
ENSP00000354972	SINLEJ004092
ENSP00000354972	SINLEJ004093
ENSP00000354995	SINLEJ014625
ENSP00000355001	SINLEJ019068
ENSP00000355001	SINLEJ012717
ENSP00000355013	SINLEJ008112
ENSP00000355013	SINLEJ008111
ENSP00000355045	SINLEJ017303
ENSP00000355050	SINLEJ011275
ENSP00000355050	SINLEJ011276
ENSP00000355051	SINLEJ017950
ENSP00000355053	SINLEJ015451
ENSP00000355082	SINLEJ006302
ENSP00000355082	SINLEJ012952
ENSP00000355086	SINLEJ018609
ENSP00000355090	SINLEJ005038
ENSP00000355090	SINLEJ012086
ENSP00000355110	SINLEJ006049
ENSP00000355110	SINLEJ001152
ENSP00000355114	SINLEJ014274
ENSP00000355124	SINLEJ009393
ENSP00000355124	SINLEJ013288
ENSP00000355133	SINLEJ005580
ENSP00000355140	SINLEJ003310
ENSP00000355141	SINLEJ008428
ENSP00000355155	SINLEJ012461
ENSP00000355155	SINLEJ012459
ENSP00000355156	SINLEJ000233
ENSP00000355166	SINLEJ002808
ENSP00000355166	SINLEJ008218
ENSP00000355180	SINLEJ600270
ENSP00000355187	SINLEJ001004
ENSP00000355187	SINLEJ015160
ENSP00000355192	SINLEJ009605
ENSP00000355192	SINLEJ015676
ENSP00000355204	SINLEJ009826
ENSP00000355204	SINLEJ002861
ENSP00000355205	SINLEJ000863
ENSP00000355205	SINLEJ000865
ENSP00000355210	SINLEJ002924
ENSP00000355211	SINLEJ011833
ENSP00000355217	SINLEJ017524
ENSP00000355217	SINLEJ013301
ENSP00000355231	SINLEJ010396
ENSP00000355231	SINLEJ010397
ENSP00000355237	SINLEJ001881
ENSP00000355245	SINLEJ000980
ENSP00000355245	SINLEJ014518
ENSP00000355251	SINLEJ004367
ENSP00000355261	SINLEJ000490
ENSP00000355261	SINLEJ000491
ENSP00000355304	SINLEJ005982
ENSP00000355316	SINLEJ011311
ENSP00000355316	SINLEJ015787
ENSP00000355317	SINLEJ012758
ENSP00000355317	SINLEJ012759
ENSP00000355330	SINLEJ013967
ENSP00000355330	SINLEJ009182
ENSP00000355374	SINLEJ008839
ENSP00000355384	SINLEJ010944
ENSP00000355385	SINLEJ000015
ENSP00000355387	SINLEJ000226
ENSP00000355387	SINLEJ014245
ENSP00000355388	SINLEJ014321
ENSP00000355396	SINLEJ005920
ENSP00000355402	SINLEJ000401
ENSP00000355428	SINLEJ003846
ENSP00000355431	SINLEJ017214
ENSP00000355437	SINLEJ016657
ENSP00000355437	SINLEJ016855
ENSP00000355465	SINLEJ005941
ENSP00000355465	SINLEJ005942
ENSP00000355467	SINLEJ012742
ENSP00000355471	SINLEJ005127
ENSP00000355480	SINLEJ011818
ENSP00000355493	SINLEJ001858
ENSP00000355499	SINLEJ001856
ENSP00000355500	SINLEJ004963
ENSP00000355500	SINLEJ004961
ENSP00000355506	SINLEJ001836
ENSP00000355512	SINLEJ006078
ENSP00000355512	SINLEJ001771
ENSP00000355517	SINLEJ005089
ENSP00000355517	SINLEJ005088
ENSP00000355518	SINLEJ005003
ENSP00000355518	SINLEJ005005
ENSP00000355523	SINLEJ000672
ENSP00000355523	SINLEJ001865
ENSP00000355529	SINLEJ016063
ENSP00000355529	SINLEJ017134
ENSP00000355533	SINLEJ014451
ENSP00000355533	SINLEJ002058
ENSP00000355536	SINLEJ001064
ENSP00000355536	SINLEJ014901
ENSP00000355537	SINLEJ001061
ENSP00000355537	SINLEJ001062
ENSP00000355541	SINLEJ001058
ENSP00000355541	SINLEJ001060
ENSP00000355551	SINLEJ001100
ENSP00000355560	SINLEJ000711
ENSP00000355566	SINLEJ002149
ENSP00000355566	SINLEJ001103
ENSP00000355572	SINLEJ004973
ENSP00000355577	SINLEJ005934
ENSP00000355577	SINLEJ005932
ENSP00000355580	SINLEJ002153
ENSP00000355580	SINLEJ000709
ENSP00000355587	SINLEJ004966
ENSP00000355593	SINLEJ005124
ENSP00000355599	SINLEJ002009
ENSP00000355601	SINLEJ002011
ENSP00000355601	SINLEJ005143
ENSP00000355607	SINLEJ005077
ENSP00000355609	SINLEJ001716
ENSP00000355613	SINLEJ000811
ENSP00000355614	SINLEJ005935
ENSP00000355621	SINLEJ002157
ENSP00000355621	SINLEJ002156
ENSP00000355629	SINLEJ004931
ENSP00000355632	SINLEJ017083
ENSP00000355632	SINLEJ017082
ENSP00000355637	SINLEJ001848
ENSP00000355637	SINLEJ005867
ENSP00000355645	SINLEJ016202
ENSP00000355645	SINLEJ001850
ENSP00000355652	SINLEJ004984
ENSP00000355652	SINLEJ006027
ENSP00000355689	SINLEJ001469
ENSP00000355689	SINLEJ010395
ENSP00000355692	SINLEJ010017
ENSP00000355718	SINLEJ004922
ENSP00000355718	SINLEJ000866
ENSP00000355721	SINLEJ001393
ENSP00000355731	SINLEJ001883
ENSP00000355731	SINLEJ001882
ENSP00000355735	SINLEJ004923
ENSP00000355741	SINLEJ001885
ENSP00000355741	SINLEJ005988
ENSP00000355747	SINLEJ001770
ENSP00000355751	SINLEJ006059
ENSP00000355751	SINLEJ001759
ENSP00000355752	SINLEJ016839
ENSP00000355759	SINLEJ016835
ENSP00000355759	SINLEJ005179
ENSP00000355777	SINLEJ014463
ENSP00000355777	SINLEJ005122
ENSP00000355778	SINLEJ006028
ENSP00000355778	SINLEJ000695
ENSP00000355800	SINLEJ016224
ENSP00000355802	SINLEJ004902
ENSP00000355802	SINLEJ004903
ENSP00000355809	SINLEJ002006
ENSP00000355809	SINLEJ000786
ENSP00000355812	SINLEJ012626
ENSP00000355812	SINLEJ012600
ENSP00000355827	SINLEJ001076
ENSP00000355837	SINLEJ000689
ENSP00000355837	SINLEJ005083
ENSP00000355866	SINLEJ001800
ENSP00000355866	SINLEJ000961
ENSP00000355870	SINLEJ001799
ENSP00000355870	SINLEJ000962
ENSP00000355884	SINLEJ001045
ENSP00000355890	SINLEJ017302
ENSP00000355893	SINLEJ005916
ENSP00000355895	SINLEJ001783
ENSP00000355896	SINLEJ014461
ENSP00000355899	SINLEJ001786
ENSP00000355900	SINLEJ001787
ENSP00000355902	SINLEJ017092
ENSP00000355902	SINLEJ004826
ENSP00000355904	SINLEJ017257
ENSP00000355904	SINLEJ017091
ENSP00000355922	SINLEJ001189
ENSP00000355923	SINLEJ005907
ENSP00000355923	SINLEJ005826
ENSP00000355924	SINLEJ001186
ENSP00000355925	SINLEJ001778
ENSP00000355925	SINLEJ001185
ENSP00000355927	SINLEJ005061
ENSP00000355927	SINLEJ001777
ENSP00000355929	SINLEJ001183
ENSP00000355938	SINLEJ001979
ENSP00000355938	SINLEJ017270
ENSP00000355955	SINLEJ001032
ENSP00000355958	SINLEJ006016
ENSP00000355961	SINLEJ006017
ENSP00000355961	SINLEJ006018
ENSP00000355964	SINLEJ000954
ENSP00000355964	SINLEJ000955
ENSP00000355966	SINLEJ016849
ENSP00000355966	SINLEJ005193
ENSP00000355968	SINLEJ001805
ENSP00000355968	SINLEJ000950
ENSP00000355969	SINLEJ001016
ENSP00000355988	SINLEJ017862
ENSP00000355988	SINLEJ015749
ENSP00000356000	SINLEJ015653
ENSP00000356000	SINLEJ009599
ENSP00000356001	SINLEJ003756
ENSP00000356015	SINLEJ015918
ENSP00000356047	SINLEJ015689
ENSP00000356056	SINLEJ012769
ENSP00000356057	SINLEJ013494
ENSP00000356057	SINLEJ012767
ENSP00000356064	SINLEJ013497
ENSP00000356064	SINLEJ013496
ENSP00000356070	SINLEJ009512
ENSP00000356070	SINLEJ007336
ENSP00000356071	SINLEJ017964
ENSP00000356071	SINLEJ015017
ENSP00000356076	SINLEJ003827
ENSP00000356076	SINLEJ013750
ENSP00000356094	SINLEJ010169
ENSP00000356094	SINLEJ011420
ENSP00000356104	SINLEJ016957
ENSP00000356104	SINLEJ016956
ENSP00000356105	SINLEJ009541
ENSP00000356107	SINLEJ015661
ENSP00000356107	SINLEJ009544
ENSP00000356113	SINLEJ013236
ENSP00000356113	SINLEJ013237
ENSP00000356115	SINLEJ013761
ENSP00000356124	SINLEJ006962
ENSP00000356125	SINLEJ007249
ENSP00000356125	SINLEJ009550
ENSP00000356130	SINLEJ013726
ENSP00000356134	SINLEJ015120
ENSP00000356146	SINLEJ013573
ENSP00000356155	SINLEJ008096
ENSP00000356191	SINLEJ011479
ENSP00000356194	SINLEJ005479
ENSP00000356198	SINLEJ017960
ENSP00000356198	SINLEJ017961
ENSP00000356202	SINLEJ006843
ENSP00000356211	SINLEJ002696
ENSP00000356211	SINLEJ002694
ENSP00000356224	SINLEJ001814
ENSP00000356224	SINLEJ001816
ENSP00000356230	SINLEJ007279
ENSP00000356231	SINLEJ011257
ENSP00000356231	SINLEJ011258
ENSP00000356234	SINLEJ007290
ENSP00000356236	SINLEJ016145
ENSP00000356236	SINLEJ013279
ENSP00000356243	SINLEJ017542
ENSP00000356256	SINLEJ015774
ENSP00000356263	SINLEJ001820
ENSP00000356275	SINLEJ001762
ENSP00000356290	SINLEJ014469
ENSP00000356297	SINLEJ017589
ENSP00000356297	SINLEJ006073
ENSP00000356299	SINLEJ008120
ENSP00000356331	SINLEJ005617
ENSP00000356331	SINLEJ014358
ENSP00000356354	SINLEJ000820
ENSP00000356354	SINLEJ001949
ENSP00000356355	SINLEJ014356
ENSP00000356357	SINLEJ014355
ENSP00000356363	SINLEJ003862
ENSP00000356370	SINLEJ016288
ENSP00000356370	SINLEJ016286
ENSP00000356389	SINLEJ015113
ENSP00000356399	SINLEJ017634
ENSP00000356404	SINLEJ003810
ENSP00000356404	SINLEJ003811
ENSP00000356405	SINLEJ003872
ENSP00000356405	SINLEJ003871
ENSP00000356410	SINLEJ013357
ENSP00000356425	SINLEJ003880
ENSP00000356425	SINLEJ003879
ENSP00000356426	SINLEJ013571
ENSP00000356432	SINLEJ005630
ENSP00000356432	SINLEJ014325
ENSP00000356433	SINLEJ012629
ENSP00000356433	SINLEJ012630
ENSP00000356436	SINLEJ005548
ENSP00000356437	SINLEJ012683
ENSP00000356438	SINLEJ014374
ENSP00000356438	SINLEJ005549
ENSP00000356444	SINLEJ012684
ENSP00000356444	SINLEJ013508
ENSP00000356448	SINLEJ004930
ENSP00000356465	SINLEJ013539
ENSP00000356468	SINLEJ017860
ENSP00000356468	SINLEJ017679
ENSP00000356475	SINLEJ013554
ENSP00000356475	SINLEJ013555
ENSP00000356476	SINLEJ005801
ENSP00000356480	SINLEJ016449
ENSP00000356489	SINLEJ019297
ENSP00000356505	SINLEJ005651
ENSP00000356515	SINLEJ013566
ENSP00000356515	SINLEJ013568
ENSP00000356520	SINLEJ017978
ENSP00000356520	SINLEJ017979
ENSP00000356524	SINLEJ008473
ENSP00000356540	SINLEJ013561
ENSP00000356541	SINLEJ006772
ENSP00000356548	SINLEJ017035
ENSP00000356548	SINLEJ017036
ENSP00000356562	SINLEJ005531
ENSP00000356562	SINLEJ005532
ENSP00000356563	SINLEJ017825
ENSP00000356563	SINLEJ017826
ENSP00000356567	SINLEJ003856
ENSP00000356575	SINLEJ017823
ENSP00000356575	SINLEJ002838
ENSP00000356579	SINLEJ005592
ENSP00000356579	SINLEJ005591
ENSP00000356581	SINLEJ017789
ENSP00000356581	SINLEJ017792
ENSP00000356587	SINLEJ016948
ENSP00000356590	SINLEJ016946
ENSP00000356590	SINLEJ016947
ENSP00000356591	SINLEJ600186
ENSP00000356599	SINLEJ005604
ENSP00000356607	SINLEJ005691
ENSP00000356621	SINLEJ018483
ENSP00000356621	SINLEJ018434
ENSP00000356632	SINLEJ007715
ENSP00000356634	SINLEJ018248
ENSP00000356634	SINLEJ005633
ENSP00000356641	SINLEJ005610
ENSP00000356641	SINLEJ005609
ENSP00000356646	SINLEJ014329
ENSP00000356646	SINLEJ005608
ENSP00000356652	SINLEJ014323
ENSP00000356658	SINLEJ014352
ENSP00000356669	SINLEJ014351
ENSP00000356669	SINLEJ014350
ENSP00000356708	SINLEJ015080
ENSP00000356737	SINLEJ011331
ENSP00000356771	SINLEJ008038
ENSP00000356771	SINLEJ015752
ENSP00000356774	SINLEJ008542
ENSP00000356774	SINLEJ008543
ENSP00000356790	SINLEJ008183
ENSP00000356791	SINLEJ018460
ENSP00000356791	SINLEJ015917
ENSP00000356811	SINLEJ002683
ENSP00000356820	SINLEJ007758
ENSP00000356820	SINLEJ007757
ENSP00000356832	SINLEJ008552
ENSP00000356832	SINLEJ009676
ENSP00000356842	SINLEJ018989
ENSP00000356853	SINLEJ005719
ENSP00000356856	SINLEJ005718
ENSP00000356857	SINLEJ008412
ENSP00000356857	SINLEJ017690
ENSP00000356864	SINLEJ009386
ENSP00000356899	SINLEJ003848
ENSP00000356903	SINLEJ003834
ENSP00000356905	SINLEJ002776
ENSP00000356908	SINLEJ007974
ENSP00000356908	SINLEJ007975
ENSP00000356919	SINLEJ003840
ENSP00000356940	SINLEJ006716
ENSP00000356940	SINLEJ000905
ENSP00000356951	SINLEJ016518
ENSP00000356953	SINLEJ017473
ENSP00000356954	SINLEJ002848
ENSP00000356985	SINLEJ011678
ENSP00000356988	SINLEJ004899
ENSP00000356989	SINLEJ016927
ENSP00000356990	SINLEJ001997
ENSP00000356992	SINLEJ002721
ENSP00000357005	SINLEJ016878
ENSP00000357005	SINLEJ018854
ENSP00000357008	SINLEJ015089
ENSP00000357008	SINLEJ015091
ENSP00000357047	SINLEJ006927
ENSP00000357047	SINLEJ015290
ENSP00000357048	SINLEJ016942
ENSP00000357048	SINLEJ016941
ENSP00000357068	SINLEJ014627
ENSP00000357068	SINLEJ003043
ENSP00000357069	SINLEJ008695
ENSP00000357087	SINLEJ008600
ENSP00000357106	SINLEJ017807
ENSP00000357127	SINLEJ017211
ENSP00000357129	SINLEJ000805
ENSP00000357131	SINLEJ006725
ENSP00000357175	SINLEJ016044
ENSP00000357178	SINLEJ000437
ENSP00000357196	SINLEJ008651
ENSP00000357196	SINLEJ009733
ENSP00000357199	SINLEJ014219
ENSP00000357199	SINLEJ014217
ENSP00000357205	SINLEJ014260
ENSP00000357218	SINLEJ000428
ENSP00000357232	SINLEJ004156
ENSP00000357283	SINLEJ000584
ENSP00000357283	SINLEJ012909
ENSP00000357288	SINLEJ016420
ENSP00000357292	SINLEJ014269
ENSP00000357297	SINLEJ005455
ENSP00000357301	SINLEJ010895
ENSP00000357305	SINLEJ000259
ENSP00000357307	SINLEJ000258
ENSP00000357307	SINLEJ014278
ENSP00000357320	SINLEJ014282
ENSP00000357341	SINLEJ008551
ENSP00000357360	SINLEJ014301
ENSP00000357362	SINLEJ012956
ENSP00000357362	SINLEJ000241
ENSP00000357380	SINLEJ019316
ENSP00000357389	SINLEJ001437
ENSP00000357389	SINLEJ012085
ENSP00000357402	SINLEJ008272
ENSP00000357402	SINLEJ008637
ENSP00000357425	SINLEJ009612
ENSP00000357429	SINLEJ003126
ENSP00000357429	SINLEJ008275
ENSP00000357459	SINLEJ010767
ENSP00000357459	SINLEJ015911
ENSP00000357461	SINLEJ000561
ENSP00000357461	SINLEJ000562
ENSP00000357475	SINLEJ004174
ENSP00000357484	SINLEJ013599
ENSP00000357516	SINLEJ012804
ENSP00000357516	SINLEJ003990
ENSP00000357535	SINLEJ007323
ENSP00000357565	SINLEJ015105
ENSP00000357575	SINLEJ600113
ENSP00000357581	SINLEJ004507
ENSP00000357583	SINLEJ011907
ENSP00000357583	SINLEJ011908
ENSP00000357588	SINLEJ015112
ENSP00000357588	SINLEJ010813
ENSP00000357594	SINLEJ010814
ENSP00000357596	SINLEJ012806
ENSP00000357596	SINLEJ014213
ENSP00000357612	SINLEJ000507
ENSP00000357612	SINLEJ014212
ENSP00000357633	SINLEJ004570
ENSP00000357637	SINLEJ004470
ENSP00000357637	SINLEJ015140
ENSP00000357644	SINLEJ000449
ENSP00000357651	SINLEJ006748
ENSP00000357651	SINLEJ006747
ENSP00000357660	SINLEJ015133
ENSP00000357668	SINLEJ011916
ENSP00000357668	SINLEJ011970
ENSP00000357669	SINLEJ003979
ENSP00000357669	SINLEJ006560
ENSP00000357697	SINLEJ013297
ENSP00000357697	SINLEJ017528
ENSP00000357750	SINLEJ013542
ENSP00000357798	SINLEJ015147
ENSP00000357798	SINLEJ015148
ENSP00000357801	SINLEJ000940
ENSP00000357801	SINLEJ000941
ENSP00000357812	SINLEJ014232
ENSP00000357823	SINLEJ014287
ENSP00000357835	SINLEJ000953
ENSP00000357836	SINLEJ000602
ENSP00000357838	SINLEJ011902
ENSP00000357844	SINLEJ012713
ENSP00000357858	SINLEJ011928
ENSP00000357861	SINLEJ010743
ENSP00000357869	SINLEJ015879
ENSP00000357869	SINLEJ004196
ENSP00000357873	SINLEJ000896
ENSP00000357879	SINLEJ004484
ENSP00000357881	SINLEJ000898
ENSP00000357881	SINLEJ000929
ENSP00000357900	SINLEJ016822
ENSP00000357901	SINLEJ017369
ENSP00000357905	SINLEJ006533
ENSP00000357905	SINLEJ016820
ENSP00000357909	SINLEJ016566
ENSP00000357920	SINLEJ009392
ENSP00000357928	SINLEJ015979
ENSP00000357973	SINLEJ017795
ENSP00000357980	SINLEJ004338
ENSP00000357981	SINLEJ014304
ENSP00000357982	SINLEJ015983
ENSP00000357986	SINLEJ004337
ENSP00000358001	SINLEJ012050
ENSP00000358019	SINLEJ017894
ENSP00000358022	SINLEJ012931
ENSP00000358033	SINLEJ005810
ENSP00000358039	SINLEJ015126
ENSP00000358039	SINLEJ011960
ENSP00000358042	SINLEJ015041
ENSP00000358042	SINLEJ015040
ENSP00000358059	SINLEJ015039
ENSP00000358071	SINLEJ007943
ENSP00000358080	SINLEJ014214
ENSP00000358092	SINLEJ012753
ENSP00000358092	SINLEJ012752
ENSP00000358105	SINLEJ004080
ENSP00000358105	SINLEJ012953
ENSP00000358106	SINLEJ013917
ENSP00000358107	SINLEJ000293
ENSP00000358107	SINLEJ004078
ENSP00000358126	SINLEJ000628
ENSP00000358126	SINLEJ000627
ENSP00000358131	SINLEJ006147
ENSP00000358140	SINLEJ004467
ENSP00000358149	SINLEJ012870
ENSP00000358159	SINLEJ013613
ENSP00000358159	SINLEJ013614
ENSP00000358183	SINLEJ006684
ENSP00000358207	SINLEJ004413
ENSP00000358211	SINLEJ004416
ENSP00000358217	SINLEJ019406
ENSP00000358223	SINLEJ011914
ENSP00000358233	SINLEJ016895
ENSP00000358241	SINLEJ016131
ENSP00000358247	SINLEJ018105
ENSP00000358251	SINLEJ011954
ENSP00000358262	SINLEJ003752
ENSP00000358262	SINLEJ003751
ENSP00000358293	SINLEJ004435
ENSP00000358297	SINLEJ004062
ENSP00000358301	SINLEJ011958
ENSP00000358301	SINLEJ015124
ENSP00000358307	SINLEJ011957
ENSP00000358309	SINLEJ009495
ENSP00000358309	SINLEJ012133
ENSP00000358310	SINLEJ004064
ENSP00000358312	SINLEJ014263
ENSP00000358314	SINLEJ003941
ENSP00000358320	SINLEJ000239
ENSP00000358327	SINLEJ003836
ENSP00000358335	SINLEJ013626
ENSP00000358335	SINLEJ013625
ENSP00000358358	SINLEJ018373
ENSP00000358363	SINLEJ005546
ENSP00000358400	SINLEJ013580
ENSP00000358400	SINLEJ013579
ENSP00000358413	SINLEJ006562
ENSP00000358413	SINLEJ010674
ENSP00000358417	SINLEJ001509
ENSP00000358421	SINLEJ003047
ENSP00000358430	SINLEJ006566
ENSP00000358454	SINLEJ005273
ENSP00000358454	SINLEJ005272
ENSP00000358464	SINLEJ004434
ENSP00000358466	SINLEJ012760
ENSP00000358474	SINLEJ014409
ENSP00000358497	SINLEJ013588
ENSP00000358515	SINLEJ016920
ENSP00000358515	SINLEJ016918
ENSP00000358547	SINLEJ008062
ENSP00000358548	SINLEJ018725
ENSP00000358549	SINLEJ013584
ENSP00000358554	SINLEJ007930
ENSP00000358563	SINLEJ018207
ENSP00000358565	SINLEJ013583
ENSP00000358571	SINLEJ007483
ENSP00000358576	SINLEJ010222
ENSP00000358576	SINLEJ010230
ENSP00000358582	SINLEJ009582
ENSP00000358590	SINLEJ015063
ENSP00000358590	SINLEJ015060
ENSP00000358616	SINLEJ004254
ENSP00000358616	SINLEJ004255
ENSP00000358622	SINLEJ013754
ENSP00000358635	SINLEJ013569
ENSP00000358674	SINLEJ009763
ENSP00000358677	SINLEJ012617
ENSP00000358695	SINLEJ013596
ENSP00000358695	SINLEJ013595
ENSP00000358696	SINLEJ007259
ENSP00000358696	SINLEJ012356
ENSP00000358698	SINLEJ012395
ENSP00000358698	SINLEJ012393
ENSP00000358716	SINLEJ009402
