fgenesh2_pg.scaffold_351000043	ENSP00000261819
e_gw.242.22.1	ENSP00000349351
e_gw.243.6.1	ENSP00000254958
e_gw.243.18.1	ENSP00000384164
e_gw.243.18.1	ENSP00000290607
e_gw.243.28.1	ENSP00000361990
e_gw.244.97.1	ENSP00000357691
e_gw.244.14.1	ENSP00000340526
e_gw.244.94.1	ENSP00000371532
e_gw.244.112.1	ENSP00000381150
e_gw.245.141.1	ENSP00000400252
e_gw.245.235.1	ENSP00000462333
e_gw.245.173.1	ENSP00000414624
e_gw.245.93.1	ENSP00000346067
e_gw.245.185.1	ENSP00000458770
e_gw.245.132.1	ENSP00000244573
e_gw.245.116.1	ENSP00000303408
e_gw.245.172.1	ENSP00000371929
e_gw.245.41.1	ENSP00000332790
e_gw.245.232.1	ENSP00000231524
e_gw.246.52.1	ENSP00000220562
e_gw.246.31.1	ENSP00000323913
e_gw.247.62.1	ENSP00000291481
e_gw.247.20.1	ENSP00000335196
e_gw.248.13.1	ENSP00000083182
e_gw.248.12.1	ENSP00000325677
e_gw.248.28.1	ENSP00000216027
e_gw.249.129.1	ENSP00000378400
e_gw.249.81.1	ENSP00000264157
e_gw.249.63.1	ENSP00000285805
e_gw.249.110.1	ENSP00000308292
e_gw.250.42.1	ENSP00000404718
e_gw.250.147.1	ENSP00000274382
e_gw.250.116.1	ENSP00000345848
e_gw.251.51.1	ENSP00000366886
e_gw.251.51.1	ENSP00000386389
e_gw.251.63.1	ENSP00000386559
e_gw.251.66.1	ENSP00000263967
e_gw.251.66.1	ENSP00000352121
e_gw.251.57.1	ENSP00000363869
e_gw.253.9.1	ENSP00000454153
e_gw.254.43.1	ENSP00000275560
e_gw.254.43.1	ENSP00000374274
e_gw.254.41.1	ENSP00000265175
e_gw.257.55.1	ENSP00000356702
e_gw.258.153.1	ENSP00000338673
e_gw.258.65.1	ENSP00000457270
e_gw.258.89.1	ENSP00000243924
e_gw.258.31.1	ENSP00000359629
e_gw.258.141.1	ENSP00000381198
e_gw.258.55.1	ENSP00000346453
e_gw.258.21.1	ENSP00000443900
e_gw.259.41.1	ENSP00000286353
e_gw.259.57.1	ENSP00000475168
e_gw.259.267.1	ENSP00000321874
e_gw.259.79.1	ENSP00000449884
e_gw.259.37.1	ENSP00000256996
e_gw.260.79.1	ENSP00000307321
e_gw.260.79.1	ENSP00000249504
e_gw.260.79.1	ENSP00000243056
e_gw.260.82.1	ENSP00000249499
e_gw.260.82.1	ENSP00000283921
e_gw.260.82.1	ENSP00000446680
e_gw.260.32.1	ENSP00000242159
e_gw.260.36.1	ENSP00000376322
e_gw.260.11.1	ENSP00000222726
e_gw.260.11.1	ENSP00000353151
e_gw.260.11.1	ENSP00000476742
e_gw.260.31.1	ENSP00000383396
e_gw.261.1.1	ENSP00000317992
e_gw.261.42.1	ENSP00000347948
e_gw.261.54.1	ENSP00000367013
e_gw.261.7.1	ENSP00000320209
e_gw.262.16.1	ENSP00000363107
e_gw.262.16.1	ENSP00000371212
e_gw.262.16.1	ENSP00000281722
e_gw.262.16.1	ENSP00000445366
e_gw.263.16.1	ENSP00000251527
e_gw.264.39.1	ENSP00000357402
e_gw.264.89.1	ENSP00000410059
e_gw.265.59.1	ENSP00000360327
e_gw.265.25.1	ENSP00000396421
e_gw.265.49.1	ENSP00000369399
e_gw.265.19.1	ENSP00000259216
e_gw.266.94.1	ENSP00000440832
e_gw.266.114.1	ENSP00000361547
e_gw.266.114.1	ENSP00000360441
e_gw.266.270.1	ENSP00000222219
e_gw.266.270.1	ENSP00000359699
e_gw.267.31.1	ENSP00000474509
e_gw.267.54.1	ENSP00000355968
e_gw.267.54.1	ENSP00000355893
e_gw.267.117.1	ENSP00000325905
e_gw.268.23.1	ENSP00000329093
e_gw.268.65.1	ENSP00000263182
e_gw.269.17.1	ENSP00000392025
e_gw.269.39.1	ENSP00000420182
e_gw.269.58.1	ENSP00000348632
e_gw.269.58.1	ENSP00000381698
e_gw.270.110.1	ENSP00000320076
e_gw.270.42.1	ENSP00000371345
e_gw.270.54.1	ENSP00000278174
e_gw.270.33.1	ENSP00000008527
e_gw.270.69.1	ENSP00000400223
e_gw.271.36.1	ENSP00000401566
e_gw.271.43.1	ENSP00000378165
e_gw.272.90.1	ENSP00000372023
e_gw.272.1.1	ENSP00000381958
e_gw.272.1.1	ENSP00000288602
e_gw.272.98.1	ENSP00000261692
e_gw.272.4.1	ENSP00000378328
e_gw.272.4.1	ENSP00000261739
e_gw.272.3.1	ENSP00000427130
e_gw.272.67.1	ENSP00000345774
e_gw.272.67.1	ENSP00000255084
e_gw.273.16.1	ENSP00000261837
e_gw.273.15.1	ENSP00000454852
e_gw.273.10.1	ENSP00000268097
e_gw.273.104.1	ENSP00000358131
e_gw.273.54.1	ENSP00000222122
e_gw.273.94.1	ENSP00000369599
e_gw.274.36.1	ENSP00000359594
e_gw.275.51.1	ENSP00000361596
e_gw.275.81.1	ENSP00000337432
e_gw.275.81.1	ENSP00000328111
e_gw.275.1.1	ENSP00000264029
e_gw.275.60.1	ENSP00000300231
e_gw.276.79.1	ENSP00000304364
e_gw.276.13.1	ENSP00000392985
e_gw.276.37.1	ENSP00000234160
e_gw.276.49.1	ENSP00000420939
e_gw.276.93.1	ENSP00000301831
e_gw.276.28.1	ENSP00000188790
e_gw.277.86.1	ENSP00000219302
e_gw.277.86.1	ENSP00000219479
e_gw.277.78.1	ENSP00000261514
e_gw.277.122.1	ENSP00000347581
e_gw.277.92.1	ENSP00000376410
e_gw.277.101.1	ENSP00000377284
e_gw.277.51.1	ENSP00000406598
e_gw.277.83.1	ENSP00000255784
e_gw.277.50.1	ENSP00000416683
e_gw.277.5.1	ENSP00000264689
e_gw.278.81.1	ENSP00000378605
e_gw.278.2.1	ENSP00000244565
e_gw.278.1.1	ENSP00000457868
e_gw.278.51.1	ENSP00000368397
e_gw.278.46.1	ENSP00000359070
e_gw.278.38.1	ENSP00000320679
e_gw.278.13.1	ENSP00000384629
e_gw.279.77.1	ENSP00000266534
e_gw.279.31.1	ENSP00000367878
e_gw.279.30.1	ENSP00000255613
e_gw.279.14.1	ENSP00000432487
e_gw.279.79.1	ENSP00000337746
e_gw.280.28.1	ENSP00000286732
e_gw.280.15.1	ENSP00000372335
e_gw.280.7.1	ENSP00000265070
e_gw.280.7.1	ENSP00000271732
e_gw.281.88.1	ENSP00000367797
e_gw.281.27.1	ENSP00000362547
e_gw.281.32.1	ENSP00000314897
e_gw.282.27.1	ENSP00000346103
e_gw.282.10.1	ENSP00000357823
e_gw.283.26.1	ENSP00000466834
e_gw.283.38.1	ENSP00000441438
e_gw.283.37.1	ENSP00000361780
e_gw.283.55.1	ENSP00000380883
e_gw.285.40.1	ENSP00000398803
e_gw.285.19.1	ENSP00000442046
e_gw.285.127.1	ENSP00000342012
e_gw.286.33.1	ENSP00000258399
e_gw.286.29.1	ENSP00000352839
e_gw.286.39.1	ENSP00000368572
e_gw.286.50.1	ENSP00000364257
e_gw.287.70.1	ENSP00000473172
e_gw.287.135.1	ENSP00000039989
e_gw.287.49.1	ENSP00000168712
e_gw.287.85.1	ENSP00000380553
e_gw.287.85.1	ENSP00000271324
e_gw.287.64.1	ENSP00000342307
e_gw.288.26.1	ENSP00000378338
e_gw.288.65.1	ENSP00000253413
e_gw.288.57.1	ENSP00000296277
e_gw.289.58.1	ENSP00000262319
e_gw.289.37.1	ENSP00000352976
e_gw.289.37.1	ENSP00000308149
e_gw.289.20.1	ENSP00000242257
e_gw.289.26.1	ENSP00000382342
e_gw.289.26.1	ENSP00000359478
e_gw.289.26.1	ENSP00000205557
e_gw.289.38.1	ENSP00000358565
e_gw.290.8.1	ENSP00000386135
e_gw.290.43.1	ENSP00000260843
e_gw.290.69.1	ENSP00000257604
e_gw.291.15.1	ENSP00000416015
e_gw.291.15.1	ENSP00000256186
e_gw.291.22.1	ENSP00000436975
e_gw.291.69.1	ENSP00000354588
e_gw.291.72.1	ENSP00000444201
e_gw.292.80.1	ENSP00000377582
e_gw.292.8.1	ENSP00000313603
e_gw.292.11.1	ENSP00000281081
e_gw.292.43.1	ENSP00000354812
e_gw.292.22.1	ENSP00000385510
e_gw.293.34.1	ENSP00000287295
e_gw.294.34.1	ENSP00000429690
e_gw.294.34.1	ENSP00000411672
e_gw.294.52.1	ENSP00000334922
e_gw.294.8.1	ENSP00000359212
e_gw.294.8.1	ENSP00000417116
e_gw.294.48.1	ENSP00000380184
e_gw.294.21.1	ENSP00000305810
e_gw.294.45.1	ENSP00000261778
e_gw.295.80.1	ENSP00000344314
e_gw.295.11.1	ENSP00000357206
e_gw.295.51.1	ENSP00000280187
e_gw.296.33.1	ENSP00000313021
e_gw.296.98.1	ENSP00000447679
e_gw.296.72.1	ENSP00000261601
e_gw.296.56.1	ENSP00000341762
e_gw.296.18.1	ENSP00000359727
e_gw.296.90.1	ENSP00000424566
e_gw.297.120.1	ENSP00000378782
e_gw.297.23.1	ENSP00000357702
e_gw.297.137.1	ENSP00000350249
e_gw.297.75.1	ENSP00000257818
e_gw.297.59.1	ENSP00000378917
e_gw.297.14.1	ENSP00000311957
e_gw.297.62.1	ENSP00000366843
e_gw.297.54.1	ENSP00000370419
e_gw.297.138.1	ENSP00000432981
e_gw.298.51.1	ENSP00000302676
e_gw.298.93.1	ENSP00000458791
e_gw.299.54.1	ENSP00000300131
e_gw.299.66.1	ENSP00000376141
e_gw.299.32.1	ENSP00000300128
e_gw.299.89.1	ENSP00000376132
e_gw.299.23.1	ENSP00000293328
e_gw.299.23.1	ENSP00000300134
e_gw.301.8.1	ENSP00000260327
e_gw.301.63.1	ENSP00000283296
e_gw.302.11.1	ENSP00000266744
e_gw.302.22.1	ENSP00000332293
e_gw.302.22.1	ENSP00000345420
e_gw.302.22.1	ENSP00000318846
e_gw.302.1.1	ENSP00000370571
e_gw.302.54.1	ENSP00000347755
e_gw.303.60.1	ENSP00000229238
e_gw.303.10.1	ENSP00000365967
e_gw.303.99.1	ENSP00000347883
e_gw.303.102.1	ENSP00000296591
e_gw.304.92.1	ENSP00000418348
e_gw.304.14.1	ENSP00000335004
e_gw.304.34.1	ENSP00000369075
e_gw.304.34.1	ENSP00000308354
e_gw.304.29.1	ENSP00000373518
e_gw.305.7.1	ENSP00000356263
e_gw.305.54.1	ENSP00000387050
e_gw.305.54.1	ENSP00000440896
e_gw.305.48.1	ENSP00000337353
e_gw.306.59.1	ENSP00000358894
e_gw.306.59.1	ENSP00000305449
e_gw.306.26.1	ENSP00000309539
e_gw.306.26.1	ENSP00000288699
e_gw.306.5.1	ENSP00000357835
e_gw.306.7.1	ENSP00000360762
e_gw.306.48.1	ENSP00000341581
e_gw.307.53.1	ENSP00000254037
e_gw.307.53.1	ENSP00000371789
e_gw.307.53.1	ENSP00000410769
e_gw.307.37.1	ENSP00000375562
e_gw.307.80.1	ENSP00000323858
e_gw.307.27.1	ENSP00000445121
e_gw.308.69.1	ENSP00000387356
e_gw.308.88.1	ENSP00000261340
e_gw.308.18.1	ENSP00000416245
e_gw.309.128.1	ENSP00000352233
e_gw.310.18.1	ENSP00000416330
e_gw.311.76.1	ENSP00000267845
e_gw.311.43.1	ENSP00000452885
e_gw.311.93.1	ENSP00000316990
e_gw.312.71.1	ENSP00000355802
e_gw.312.55.1	ENSP00000318480
e_gw.312.66.1	ENSP00000468025
e_gw.312.11.1	ENSP00000312356
e_gw.312.31.1	ENSP00000260970
e_gw.313.6.1	ENSP00000429608
e_gw.313.20.1	ENSP00000260600
e_gw.313.40.1	ENSP00000313007
e_gw.313.40.1	ENSP00000308012
e_gw.314.10.1	ENSP00000364295
e_gw.314.10.1	ENSP00000413228
e_gw.314.22.1	ENSP00000367931
e_gw.315.25.1	ENSP00000296473
e_gw.315.25.1	ENSP00000248248
e_gw.315.17.1	ENSP00000380247
e_gw.315.45.1	ENSP00000330737
e_gw.316.41.1	ENSP00000299642
e_gw.316.13.1	ENSP00000331044
e_gw.317.55.1	ENSP00000301021
e_gw.317.50.1	ENSP00000368653
e_gw.317.42.1	ENSP00000228820
e_gw.317.62.1	ENSP00000262120
e_gw.317.38.1	ENSP00000396747
e_gw.317.25.1	ENSP00000379412
e_gw.317.28.1	ENSP00000347635
e_gw.317.72.1	ENSP00000382239
e_gw.317.72.1	ENSP00000363228
e_gw.317.3.1	ENSP00000268704
e_gw.318.18.1	ENSP00000363868
e_gw.318.18.1	ENSP00000263094
e_gw.318.18.1	ENSP00000272895
e_gw.318.18.1	ENSP00000411096
e_gw.318.45.1	ENSP00000360991
e_gw.318.73.1	ENSP00000359221
e_gw.318.57.1	ENSP00000421302
e_gw.318.40.1	ENSP00000360913
e_gw.318.40.1	ENSP00000417063
e_gw.318.43.1	ENSP00000368688
e_gw.319.25.1	ENSP00000210060
e_gw.319.45.1	ENSP00000321804
e_gw.319.24.1	ENSP00000314649
e_gw.319.19.1	ENSP00000413133
e_gw.320.110.1	ENSP00000256861
e_gw.320.110.1	ENSP00000266041
e_gw.320.110.1	ENSP00000218436
e_gw.320.45.1	ENSP00000334319
e_gw.320.65.1	ENSP00000357051
e_gw.320.40.1	ENSP00000356125
e_gw.320.60.1	ENSP00000312311
e_gw.320.52.1	ENSP00000314901
e_gw.320.89.1	ENSP00000380747
e_gw.320.59.1	ENSP00000446917
e_gw.321.90.1	ENSP00000370748
e_gw.321.129.1	ENSP00000307786
e_gw.321.129.1	ENSP00000472933
e_gw.321.1.1	ENSP00000351717
e_gw.322.3.1	ENSP00000349640
e_gw.322.34.1	ENSP00000263321
e_gw.322.32.1	ENSP00000310006
e_gw.323.57.1	ENSP00000348982
e_gw.323.57.1	ENSP00000274473
e_gw.323.57.1	ENSP00000344465
e_gw.323.56.1	ENSP00000350854
e_gw.324.2.1	ENSP00000359157
e_gw.324.72.1	ENSP00000283109
e_gw.324.15.1	ENSP00000427120
e_gw.324.15.1	ENSP00000262888
e_gw.325.38.1	ENSP00000175238
e_gw.325.13.1	ENSP00000239906
e_gw.325.12.1	ENSP00000334040
e_gw.325.40.1	ENSP00000296786
e_gw.325.52.1	ENSP00000263642
e_gw.325.15.1	ENSP00000369080
e_gw.325.55.1	ENSP00000300404
e_gw.325.59.1	ENSP00000359181
e_gw.326.55.1	ENSP00000371221
e_gw.326.12.1	ENSP00000349576
e_gw.326.12.1	ENSP00000251108
e_gw.326.24.1	ENSP00000341597
e_gw.326.79.1	ENSP00000329867
e_gw.326.51.1	ENSP00000199706
e_gw.327.20.1	ENSP00000254900
e_gw.327.57.1	ENSP00000368924
e_gw.327.57.1	ENSP00000008391
e_gw.328.53.1	ENSP00000347454
e_gw.328.53.1	ENSP00000332788
e_gw.328.19.1	ENSP00000455298
e_gw.328.38.1	ENSP00000251643
e_gw.329.82.1	ENSP00000340454
e_gw.329.61.1	ENSP00000401653
e_gw.329.81.1	ENSP00000243167
e_gw.329.65.1	ENSP00000359380
e_gw.329.27.1	ENSP00000319851
e_gw.330.10.1	ENSP00000291565
e_gw.330.30.1	ENSP00000254072
e_gw.330.18.1	ENSP00000306344
e_gw.330.21.1	ENSP00000258455
e_gw.330.23.1	ENSP00000242057
e_gw.330.25.1	ENSP00000362105
e_gw.331.26.1	ENSP00000305899
e_gw.331.20.1	ENSP00000355013
e_gw.331.31.1	ENSP00000256953
e_gw.331.10.1	ENSP00000358831
e_gw.332.24.1	ENSP00000379350
e_gw.332.59.1	ENSP00000329697
e_gw.333.119.1	ENSP00000364578
e_gw.333.24.1	ENSP00000419692
e_gw.333.24.1	ENSP00000291442
e_gw.333.47.1	ENSP00000296252
e_gw.333.34.1	ENSP00000364782
e_gw.333.131.1	ENSP00000313034
e_gw.334.68.1	ENSP00000339428
e_gw.334.68.1	ENSP00000329418
e_gw.334.95.1	ENSP00000439768
e_gw.334.61.1	ENSP00000456039
e_gw.334.128.1	ENSP00000369400
e_gw.334.115.1	ENSP00000259470
e_gw.334.83.1	ENSP00000355094
e_gw.334.17.1	ENSP00000337946
e_gw.335.4.1	ENSP00000371512
e_gw.335.42.1	ENSP00000346659
e_gw.335.15.1	ENSP00000307078
e_gw.335.5.1	ENSP00000295628
e_gw.336.15.1	ENSP00000347188
e_gw.336.15.1	ENSP00000339340
e_gw.336.15.1	ENSP00000385144
e_gw.336.33.1	ENSP00000415151
e_gw.336.19.1	ENSP00000219139
e_gw.337.92.1	ENSP00000359581
e_gw.339.60.1	ENSP00000217958
e_gw.339.60.1	ENSP00000320893
e_gw.340.5.1	ENSP00000386272
e_gw.340.82.1	ENSP00000349823
e_gw.340.77.1	ENSP00000395249
e_gw.340.77.1	ENSP00000304642
e_gw.340.1.1	ENSP00000421280
e_gw.340.1.1	ENSP00000463645
e_gw.341.67.1	ENSP00000262577
e_gw.341.74.1	ENSP00000232501
e_gw.341.21.1	ENSP00000261772
e_gw.341.13.1	ENSP00000360437
e_gw.341.65.1	ENSP00000354522
e_gw.341.77.1	ENSP00000323635
e_gw.342.20.1	ENSP00000384917
e_gw.342.20.1	ENSP00000356037
e_gw.342.32.1	ENSP00000370303
e_gw.342.44.1	ENSP00000369519
e_gw.342.44.1	ENSP00000385916
e_gw.342.58.1	ENSP00000302274
e_gw.342.37.1	ENSP00000323155
e_gw.342.65.1	ENSP00000468778
e_gw.343.45.1	ENSP00000249442
e_gw.343.49.1	ENSP00000341826
e_gw.343.49.1	ENSP00000316042
e_gw.343.60.1	ENSP00000358515
e_gw.343.63.1	ENSP00000379051
e_gw.343.4.1	ENSP00000341285
e_gw.343.79.1	ENSP00000325564
e_gw.343.54.1	ENSP00000424191
e_gw.344.19.1	ENSP00000430487
e_gw.344.3.1	ENSP00000381235
e_gw.345.34.1	ENSP00000364919
e_gw.346.68.1	ENSP00000403987
e_gw.346.47.1	ENSP00000319279
e_gw.346.50.1	ENSP00000261486
e_gw.346.70.1	ENSP00000357459
e_gw.346.70.1	ENSP00000268624
e_gw.346.53.1	ENSP00000276914
e_gw.346.56.1	ENSP00000300055
e_gw.347.75.1	ENSP00000285402
e_gw.347.99.1	ENSP00000337641
e_gw.347.99.1	ENSP00000164133
e_gw.347.38.1	ENSP00000256545
e_gw.347.90.1	ENSP00000013070
e_gw.347.90.1	ENSP00000451369
e_gw.347.82.1	ENSP00000417963
e_gw.347.65.1	ENSP00000259881
e_gw.347.109.1	ENSP00000384040
e_gw.347.109.1	ENSP00000311695
e_gw.347.116.1	ENSP00000334314
e_gw.347.116.1	ENSP00000320663
e_gw.347.116.1	ENSP00000378254
e_gw.348.6.1	ENSP00000170168
e_gw.348.65.1	ENSP00000307705
e_gw.348.57.1	ENSP00000458290
e_gw.348.36.1	ENSP00000262198
e_gw.348.15.1	ENSP00000345333
e_gw.348.51.1	ENSP00000412940
e_gw.348.75.1	ENSP00000371877
e_gw.348.59.1	ENSP00000349428
e_gw.349.131.1	ENSP00000309649
e_gw.349.37.1	ENSP00000331369
e_gw.349.134.1	ENSP00000375795
e_gw.349.27.1	ENSP00000382972
e_gw.349.108.1	ENSP00000219097
e_gw.349.67.1	ENSP00000341539
e_gw.349.86.1	ENSP00000457513
e_gw.350.40.1	ENSP00000469716
e_gw.351.93.1	ENSP00000438513
e_gw.351.40.1	ENSP00000362550
e_gw.351.112.1	ENSP00000264183
e_gw.351.72.1	ENSP00000282026
e_gw.351.88.1	ENSP00000261464
e_gw.351.87.1	ENSP00000454207
e_gw.351.62.1	ENSP00000310448
e_gw.353.1.1	ENSP00000273783
e_gw.354.101.1	ENSP00000379464
e_gw.354.15.1	ENSP00000434142
e_gw.354.39.1	ENSP00000265077
e_gw.355.3.1	ENSP00000300213
e_gw.355.61.1	ENSP00000466214
e_gw.355.37.1	ENSP00000303584
e_gw.355.65.1	ENSP00000396586
e_gw.355.72.1	ENSP00000312017
e_gw.355.64.1	ENSP00000262710
e_gw.355.1.1	ENSP00000313854
e_gw.355.68.1	ENSP00000358953
e_gw.355.103.1	ENSP00000393541
e_gw.355.27.1	ENSP00000328149
e_gw.355.83.1	ENSP00000303599
e_gw.356.32.1	ENSP00000419088
e_gw.356.11.1	ENSP00000452793
e_gw.356.3.1	ENSP00000313169
e_gw.356.59.1	ENSP00000266031
e_gw.356.50.1	ENSP00000234170
e_gw.356.112.1	ENSP00000216330
e_gw.356.112.1	ENSP00000370373
e_gw.356.103.1	ENSP00000332340
e_gw.356.6.1	ENSP00000355629
e_gw.356.61.1	ENSP00000267615
e_gw.356.73.1	ENSP00000312318
e_gw.357.40.1	ENSP00000272424
e_gw.358.53.1	ENSP00000402414
e_gw.358.52.1	ENSP00000364498
e_gw.358.9.1	ENSP00000366387
e_gw.359.28.1	ENSP00000434480
e_gw.359.3.1	ENSP00000326381
e_gw.359.41.1	ENSP00000363929
e_gw.360.4.1	ENSP00000447431
e_gw.361.61.1	ENSP00000367301
e_gw.361.55.1	ENSP00000262844
e_gw.361.59.1	ENSP00000368439
e_gw.361.2.1	ENSP00000358854
e_gw.361.24.1	ENSP00000258654
e_gw.363.26.1	ENSP00000377668
e_gw.363.54.1	ENSP00000333800
e_gw.363.48.1	ENSP00000299633
e_gw.363.48.1	ENSP00000357189
e_gw.363.53.1	ENSP00000363779
e_gw.364.59.1	ENSP00000225724
e_gw.364.95.1	ENSP00000300151
e_gw.364.26.1	ENSP00000448083
e_gw.364.38.1	ENSP00000299732
e_gw.364.41.1	ENSP00000350353
e_gw.364.29.1	ENSP00000268854
e_gw.364.20.1	ENSP00000336868
e_gw.364.77.1	ENSP00000253686
e_gw.366.24.1	ENSP00000205948
e_gw.366.16.1	ENSP00000281171
e_gw.366.52.1	ENSP00000282096
e_gw.368.38.1	ENSP00000247881
e_gw.368.19.1	ENSP00000311429
e_gw.369.160.1	ENSP00000302783
e_gw.371.27.1	ENSP00000309198
e_gw.371.9.1	ENSP00000323587
e_gw.371.95.1	ENSP00000433933
e_gw.371.54.1	ENSP00000379667
e_gw.371.37.1	ENSP00000262352
e_gw.371.37.1	ENSP00000360549
e_gw.371.92.1	ENSP00000449766
e_gw.371.84.1	ENSP00000281623
e_gw.372.6.1	ENSP00000342576
e_gw.372.1.1	ENSP00000265299
e_gw.372.1.1	ENSP00000454591
e_gw.373.23.1	ENSP00000271620
e_gw.373.51.1	ENSP00000417864
e_gw.373.4.1	ENSP00000390941
e_gw.373.4.1	ENSP00000357927
e_gw.373.1.1	ENSP00000261883
e_gw.374.48.1	ENSP00000337862
e_gw.374.2.1	ENSP00000418259
e_gw.374.41.1	ENSP00000301149
e_gw.375.38.1	ENSP00000398824
e_gw.375.31.1	ENSP00000398003
e_gw.375.23.1	ENSP00000469095
e_gw.375.45.1	ENSP00000449535
e_gw.375.14.1	ENSP00000229395
e_gw.375.6.1	ENSP00000229812
e_gw.376.47.1	ENSP00000217456
e_gw.376.30.1	ENSP00000410261
e_gw.376.50.1	ENSP00000450310
e_gw.376.21.1	ENSP00000457230
e_gw.376.29.1	ENSP00000452181
e_gw.376.93.1	ENSP00000308897
e_gw.376.9.1	ENSP00000337088
e_gw.376.43.1	ENSP00000252590
e_gw.377.60.1	ENSP00000326261
e_gw.377.23.1	ENSP00000272852
e_gw.377.22.1	ENSP00000363745
e_gw.378.33.1	ENSP00000353142
e_gw.378.53.1	ENSP00000361800
e_gw.378.29.1	ENSP00000355721
e_gw.378.55.1	ENSP00000275227
e_gw.379.55.1	ENSP00000364979
e_gw.379.54.1	ENSP00000268864
e_gw.379.66.1	ENSP00000275300
e_gw.379.66.1	ENSP00000357915
e_gw.380.32.1	ENSP00000257527
e_gw.380.48.1	ENSP00000351250
e_gw.380.88.1	ENSP00000370196
e_gw.380.27.1	ENSP00000376246
e_gw.380.27.1	ENSP00000315387
e_gw.380.8.1	ENSP00000303766
e_gw.380.86.1	ENSP00000357736
e_gw.381.1.1	ENSP00000349568
e_gw.382.58.1	ENSP00000318165
e_gw.382.6.1	ENSP00000365388
e_gw.382.71.1	ENSP00000421028
e_gw.383.2.1	ENSP00000472810
e_gw.384.21.1	ENSP00000455948
e_gw.384.112.1	ENSP00000355551
e_gw.384.112.1	ENSP00000315106
e_gw.384.1.1	ENSP00000433681
e_gw.384.14.1	ENSP00000326267
e_gw.384.62.1	ENSP00000185150
e_gw.386.83.1	ENSP00000378503
e_gw.386.30.1	ENSP00000418525
e_gw.386.8.1	ENSP00000276594
e_gw.386.65.1	ENSP00000297770
e_gw.386.3.1	ENSP00000233575
e_gw.386.3.1	ENSP00000312368
e_gw.387.33.1	ENSP00000225823
e_gw.388.3.1	ENSP00000264977
e_gw.388.95.1	ENSP00000329662
e_gw.388.8.1	ENSP00000433282
e_gw.389.24.1	ENSP00000306080
e_gw.389.3.1	ENSP00000312942
e_gw.389.23.1	ENSP00000443988
e_gw.389.27.1	ENSP00000311502
e_gw.389.26.1	ENSP00000320886
e_gw.390.43.1	ENSP00000473159
e_gw.390.37.1	ENSP00000326219
e_gw.390.37.1	ENSP00000344674
e_gw.391.37.1	ENSP00000221114
e_gw.391.24.1	ENSP00000473381
e_gw.391.24.1	ENSP00000313922
e_gw.392.57.1	ENSP00000218006
e_gw.392.42.1	ENSP00000345468
e_gw.392.56.1	ENSP00000370430
e_gw.394.39.1	ENSP00000396954
e_gw.394.1.1	ENSP00000348089
e_gw.394.1.1	ENSP00000423550
e_gw.394.22.1	ENSP00000321636
e_gw.394.58.1	ENSP00000340328
e_gw.394.45.1	ENSP00000260118
e_gw.394.68.1	ENSP00000421592
e_gw.395.13.1	ENSP00000265734
e_gw.395.14.1	ENSP00000362273
e_gw.396.44.1	ENSP00000365745
e_gw.396.44.1	ENSP00000320176
e_gw.396.4.1	ENSP00000382714
e_gw.396.31.1	ENSP00000216129
e_gw.396.68.1	ENSP00000377995
e_gw.396.50.1	ENSP00000234071
e_gw.397.20.1	ENSP00000386972
e_gw.397.28.1	ENSP00000286070
e_gw.398.56.1	ENSP00000307423
e_gw.398.51.1	ENSP00000422168
e_gw.398.57.1	ENSP00000447873
e_gw.399.5.1	ENSP00000419412
e_gw.400.34.1	ENSP00000356436
e_gw.400.34.1	ENSP00000382434
e_gw.400.34.1	ENSP00000472546
e_gw.400.53.1	ENSP00000464272
e_gw.401.113.1	ENSP00000276585
e_gw.402.30.1	ENSP00000332706
e_gw.403.31.1	ENSP00000317376
e_gw.403.68.1	ENSP00000407301
e_gw.403.35.1	ENSP00000230036
e_gw.403.71.1	ENSP00000406718
e_gw.403.62.1	ENSP00000357669
e_gw.403.90.1	ENSP00000334564
e_gw.403.86.1	ENSP00000406197
e_gw.404.38.1	ENSP00000293677
e_gw.404.8.1	ENSP00000355155
e_gw.404.48.1	ENSP00000452067
e_gw.404.55.1	ENSP00000393776
e_gw.404.55.1	ENSP00000360076
e_gw.405.20.1	ENSP00000246912
e_gw.406.2.1	ENSP00000297151
e_gw.406.46.1	ENSP00000350549
e_gw.407.39.1	ENSP00000336842
e_gw.407.16.1	ENSP00000358695
e_gw.408.16.1	ENSP00000263246
e_gw.408.23.1	ENSP00000410811
e_gw.408.23.1	ENSP00000333836
e_gw.408.33.1	ENSP00000237822
e_gw.409.39.1	ENSP00000263368
e_gw.409.22.1	ENSP00000310521
e_gw.409.22.1	ENSP00000264454
e_gw.410.63.1	ENSP00000336861
e_gw.410.41.1	ENSP00000346045
e_gw.410.43.1	ENSP00000242317
e_gw.410.43.1	ENSP00000360065
e_gw.411.76.1	ENSP00000312554
e_gw.411.29.1	ENSP00000429424
e_gw.411.49.1	ENSP00000285021
e_gw.412.25.1	ENSP00000234488
e_gw.412.35.1	ENSP00000383866
e_gw.412.62.1	ENSP00000291526
e_gw.413.33.1	ENSP00000313199
e_gw.414.35.1	ENSP00000315702
e_gw.414.19.1	ENSP00000312054
e_gw.414.39.1	ENSP00000295228
e_gw.414.39.1	ENSP00000266646
e_gw.414.49.1	ENSP00000400932
e_gw.414.40.1	ENSP00000343507
