ENSTGUP00000000001	SINCAM013965
ENSTGUP00000006833	SINCAM008814
ENSTGUP00000006834	SINCAM921453
ENSTGUP00000006835	SINCAM007988
ENSTGUP00000006836	SINCAM007017
ENSTGUP00000006837	SINCAM008419
ENSTGUP00000006838	SINCAM010646
ENSTGUP00000006839	SINCAM008420
ENSTGUP00000006840	SINCAM011414
ENSTGUP00000006842	SINCAM000605
ENSTGUP00000006843	SINCAM002351
ENSTGUP00000006844	SINCAM004630
ENSTGUP00000006845	SINCAM005339
ENSTGUP00000006846	SINCAM002353
ENSTGUP00000006847	SINCAM921623
ENSTGUP00000006848	SINCAM008815
ENSTGUP00000006849	SINCAM921464
ENSTGUP00000006850	SINCAM009388
ENSTGUP00000006851	SINCAM010395
ENSTGUP00000006852	SINCAM003809
ENSTGUP00000006853	SINCAM008817
ENSTGUP00000006854	SINCAM922437
ENSTGUP00000006855	SINCAM001852
ENSTGUP00000006856	SINCAM007018
ENSTGUP00000006857	SINCAM005337
ENSTGUP00000006858	SINCAM010615
ENSTGUP00000006859	SINCAM007987
ENSTGUP00000006860	SINCAM000604
ENSTGUP00000006861	SINCAM008422
ENSTGUP00000006862	SINCAM009389
ENSTGUP00000006864	SINCAM010616
ENSTGUP00000006866	SINCAM012070
ENSTGUP00000006867	SINCAM001853
ENSTGUP00000006868	SINCAM017410
ENSTGUP00000006869	SINCAM002778
ENSTGUP00000006870	SINCAM005789
ENSTGUP00000006871	SINCAM001856
ENSTGUP00000006873	SINCAM007645
ENSTGUP00000006875	SINCAM011415
ENSTGUP00000006876	SINCAM008787
ENSTGUP00000006878	SINCAM007644
ENSTGUP00000006881	SINCAM009765
ENSTGUP00000006883	SINCAM009390
ENSTGUP00000006884	SINCAM011500
ENSTGUP00000006885	SINCAM004626
ENSTGUP00000006886	SINCAM007019
ENSTGUP00000006887	SINCAM011416
ENSTGUP00000006889	SINCAM921622
ENSTGUP00000006890	SINCAM000602
ENSTGUP00000006892	SINCAM010617
ENSTGUP00000006893	SINCAM922102
ENSTGUP00000006894	SINCAM003584
ENSTGUP00000006895	SINCAM010614
ENSTGUP00000006896	SINCAM011821
ENSTGUP00000006897	SINCAM920512
ENSTGUP00000006898	SINCAM005790
ENSTGUP00000006900	SINCAM005792
ENSTGUP00000006901	SINCAM011499
ENSTGUP00000006902	SINCAM003810
ENSTGUP00000006903	SINCAM004625
ENSTGUP00000006904	SINCAM006282
ENSTGUP00000006905	SINCAM001698
ENSTGUP00000006906	SINCAM003812
ENSTGUP00000006908	SINCAM922100
ENSTGUP00000006909	SINCAM007020
ENSTGUP00000006910	SINCAM920987
ENSTGUP00000006912	SINCAM009767
ENSTGUP00000006913	SINCAM900036
ENSTGUP00000006914	SINCAM010690
ENSTGUP00000006915	SINCAM007986
ENSTGUP00000006916	SINCAM011498
ENSTGUP00000006917	SINCAM004624
ENSTGUP00000006918	SINCAM009194
ENSTGUP00000006919	SINCAM003181
ENSTGUP00000006920	SINCAM011809
ENSTGUP00000006921	SINCAM017277
ENSTGUP00000006922	SINCAM003814
ENSTGUP00000006923	SINCAM005794
ENSTGUP00000006924	SINCAM011417
ENSTGUP00000006926	SINCAM922032
ENSTGUP00000006927	SINCAM007021
ENSTGUP00000006928	SINCAM922669
ENSTGUP00000006929	SINCAM010736
ENSTGUP00000006930	SINCAM005336
ENSTGUP00000006931	SINCAM007984
ENSTGUP00000006932	SINCAM012627
ENSTGUP00000006933	SINCAM011495
ENSTGUP00000006936	SINCAM004623
ENSTGUP00000006937	SINCAM001696
ENSTGUP00000006938	SINCAM000600
ENSTGUP00000006939	SINCAM007643
ENSTGUP00000006941	SINCAM011418
ENSTGUP00000006942	SINCAM005795
ENSTGUP00000006943	SINCAM003815
ENSTGUP00000006946	SINCAM007991
ENSTGUP00000006947	SINCAM009768
ENSTGUP00000006949	SINCAM014099
ENSTGUP00000006952	SINCAM007992
ENSTGUP00000006956	SINCAM011536
ENSTGUP00000006957	SINCAM000598
ENSTGUP00000006958	SINCAM014427
ENSTGUP00000006960	SINCAM001794
ENSTGUP00000006961	SINCAM004622
ENSTGUP00000006962	SINCAM007951
ENSTGUP00000006963	SINCAM922889
ENSTGUP00000006964	SINCAM007718
ENSTGUP00000006966	SINCAM007950
ENSTGUP00000006968	SINCAM000597
ENSTGUP00000006971	SINCAM004621
ENSTGUP00000006972	SINCAM900032
ENSTGUP00000006974	SINCAM010611
ENSTGUP00000006975	SINCAM007652
ENSTGUP00000006976	SINCAM900286
ENSTGUP00000006977	SINCAM016111
ENSTGUP00000006978	SINCAM001796
ENSTGUP00000006980	SINCAM008818
ENSTGUP00000006981	SINCAM011489
ENSTGUP00000006982	SINCAM921207
ENSTGUP00000006984	SINCAM011811
ENSTGUP00000006986	SINCAM007949
ENSTGUP00000006987	SINCAM001798
ENSTGUP00000006989	SINCAM001555
ENSTGUP00000006990	SINCAM921620
ENSTGUP00000006992	SINCAM010674
ENSTGUP00000006993	SINCAM921586
ENSTGUP00000006994	SINCAM000596
ENSTGUP00000006996	SINCAM008820
ENSTGUP00000006997	SINCAM007948
ENSTGUP00000006999	SINCAM900030
ENSTGUP00000007000	SINCAM005335
ENSTGUP00000007001	SINCAM920881
ENSTGUP00000007002	SINCAM920659
ENSTGUP00000007003	SINCAM006568
ENSTGUP00000007005	SINCAM009634
ENSTGUP00000007006	SINCAM920597
ENSTGUP00000007007	SINCAM007947
ENSTGUP00000007008	SINCAM000595
ENSTGUP00000007009	SINCAM008821
ENSTGUP00000007011	SINCAM011488
ENSTGUP00000007014	SINCAM005796
ENSTGUP00000007016	SINCAM006569
ENSTGUP00000007017	SINCAM900285
ENSTGUP00000007018	SINCAM921956
ENSTGUP00000007020	SINCAM922033
ENSTGUP00000007021	SINCAM005797
ENSTGUP00000007022	SINCAM922572
ENSTGUP00000007023	SINCAM005333
ENSTGUP00000007024	SINCAM003817
ENSTGUP00000007025	SINCAM009635
ENSTGUP00000007026	SINCAM011422
ENSTGUP00000007027	SINCAM922848
ENSTGUP00000007029	SINCAM010675
ENSTGUP00000007030	SINCAM922279
ENSTGUP00000007031	SINCAM011558
ENSTGUP00000007033	SINCAM900029
ENSTGUP00000007034	SINCAM000594
ENSTGUP00000007036	SINCAM009394
ENSTGUP00000007038	SINCAM009469
ENSTGUP00000007040	SINCAM001802
ENSTGUP00000007041	SINCAM921350
ENSTGUP00000007042	SINCAM001874
ENSTGUP00000007043	SINCAM011137
ENSTGUP00000007045	SINCAM006515
ENSTGUP00000007050	SINCAM010673
ENSTGUP00000007051	SINCAM001173
ENSTGUP00000007052	SINCAM003818
ENSTGUP00000007053	SINCAM011135
ENSTGUP00000007054	SINCAM010756
ENSTGUP00000007056	SINCAM006090
ENSTGUP00000007057	SINCAM008053
ENSTGUP00000007058	SINCAM922194
ENSTGUP00000007059	SINCAM000592
ENSTGUP00000007061	SINCAM921619
ENSTGUP00000007062	SINCAM011134
ENSTGUP00000007063	SINCAM010630
ENSTGUP00000007064	SINCAM005733
ENSTGUP00000007066	SINCAM004538
ENSTGUP00000007069	SINCAM007946
ENSTGUP00000007070	SINCAM011048
ENSTGUP00000007072	SINCAM001174
ENSTGUP00000007073	SINCAM005734
ENSTGUP00000007075	SINCAM011512
ENSTGUP00000007076	SINCAM004539
ENSTGUP00000007078	SINCAM922668
ENSTGUP00000007080	SINCAM007944
ENSTGUP00000007081	SINCAM005629
ENSTGUP00000007082	SINCAM000591
ENSTGUP00000007083	SINCAM011756
ENSTGUP00000007084	SINCAM007656
ENSTGUP00000007085	SINCAM005735
ENSTGUP00000007086	SINCAM017246
ENSTGUP00000007088	SINCAM009393
ENSTGUP00000007089	SINCAM000590
ENSTGUP00000007092	SINCAM007699
ENSTGUP00000007094	SINCAM011513
ENSTGUP00000007095	SINCAM007053
ENSTGUP00000007096	SINCAM009392
ENSTGUP00000007098	SINCAM007737
ENSTGUP00000007099	SINCAM005737
ENSTGUP00000007100	SINCAM003820
ENSTGUP00000007101	SINCAM922103
ENSTGUP00000007102	SINCAM007638
ENSTGUP00000007103	SINCAM008772
ENSTGUP00000007104	SINCAM001175
ENSTGUP00000007105	SINCAM005738
ENSTGUP00000007106	SINCAM015001
ENSTGUP00000007107	SINCAM921618
ENSTGUP00000007108	SINCAM922382
ENSTGUP00000007109	SINCAM012389
ENSTGUP00000007110	SINCAM010629
ENSTGUP00000007113	SINCAM005331
ENSTGUP00000007114	SINCAM922280
ENSTGUP00000007115	SINCAM922667
ENSTGUP00000007117	SINCAM920509
ENSTGUP00000007118	SINCAM921363
ENSTGUP00000007119	SINCAM002250
ENSTGUP00000007121	SINCAM920598
ENSTGUP00000007122	SINCAM011559
ENSTGUP00000007124	SINCAM921844
ENSTGUP00000007125	SINCAM921001
ENSTGUP00000007126	SINCAM008037
ENSTGUP00000007127	SINCAM002248
ENSTGUP00000007132	SINCAM012808
ENSTGUP00000007134	SINCAM007736
ENSTGUP00000007135	SINCAM920880
ENSTGUP00000007136	SINCAM008649
ENSTGUP00000007140	SINCAM011040
ENSTGUP00000007141	SINCAM009637
ENSTGUP00000007142	SINCAM920508
ENSTGUP00000007145	SINCAM001180
ENSTGUP00000007146	SINCAM921617
ENSTGUP00000007148	SINCAM008771
ENSTGUP00000007149	SINCAM920879
ENSTGUP00000007150	SINCAM921466
ENSTGUP00000007151	SINCAM900027
ENSTGUP00000007152	SINCAM007658
ENSTGUP00000007153	SINCAM009908
ENSTGUP00000007154	SINCAM923013
ENSTGUP00000007155	SINCAM005739
ENSTGUP00000007158	SINCAM003821
ENSTGUP00000007159	SINCAM900022
ENSTGUP00000007160	SINCAM010618
ENSTGUP00000007161	SINCAM011752
ENSTGUP00000007163	SINCAM921845
ENSTGUP00000007164	SINCAM005740
ENSTGUP00000007165	SINCAM010619
ENSTGUP00000007166	SINCAM001178
ENSTGUP00000007167	SINCAM921846
ENSTGUP00000007168	SINCAM015237
ENSTGUP00000007169	SINCAM923014
ENSTGUP00000007170	SINCAM922904
ENSTGUP00000007171	SINCAM007055
ENSTGUP00000007174	SINCAM006801
ENSTGUP00000007175	SINCAM011602
ENSTGUP00000007176	SINCAM921615
ENSTGUP00000007177	SINCAM922412
ENSTGUP00000007178	SINCAM922411
ENSTGUP00000007179	SINCAM005741
ENSTGUP00000007181	SINCAM008036
ENSTGUP00000007182	SINCAM010597
ENSTGUP00000007183	SINCAM922079
ENSTGUP00000007184	SINCAM011042
ENSTGUP00000007185	SINCAM000587
ENSTGUP00000007188	SINCAM922666
ENSTGUP00000007189	SINCAM006458
ENSTGUP00000007191	SINCAM900024
ENSTGUP00000007193	SINCAM011986
ENSTGUP00000007194	SINCAM007660
ENSTGUP00000007196	SINCAM920878
ENSTGUP00000007197	SINCAM003823
ENSTGUP00000007199	SINCAM922413
ENSTGUP00000007200	SINCAM005742
ENSTGUP00000007201	SINCAM001177
ENSTGUP00000007202	SINCAM010546
ENSTGUP00000007204	SINCAM920877
ENSTGUP00000007205	SINCAM008035
ENSTGUP00000007207	SINCAM007662
ENSTGUP00000007208	SINCAM004541
ENSTGUP00000007209	SINCAM009911
ENSTGUP00000007211	SINCAM008770
ENSTGUP00000007212	SINCAM010545
ENSTGUP00000007213	SINCAM004543
ENSTGUP00000007214	SINCAM005743
ENSTGUP00000007215	SINCAM009745
ENSTGUP00000007216	SINCAM007056
ENSTGUP00000007217	SINCAM009912
ENSTGUP00000007218	SINCAM008034
ENSTGUP00000007219	SINCAM006800
ENSTGUP00000007221	SINCAM005328
ENSTGUP00000007223	SINCAM000586
ENSTGUP00000007224	SINCAM011043
ENSTGUP00000007225	SINCAM900023
ENSTGUP00000007226	SINCAM921847
ENSTGUP00000007227	SINCAM007663
ENSTGUP00000007228	SINCAM011044
ENSTGUP00000007229	SINCAM006799
ENSTGUP00000007230	SINCAM006459
ENSTGUP00000007232	SINCAM006798
ENSTGUP00000007233	SINCAM013168
ENSTGUP00000007234	SINCAM921848
ENSTGUP00000007239	SINCAM010544
ENSTGUP00000007240	SINCAM011063
ENSTGUP00000007242	SINCAM008768
ENSTGUP00000007243	SINCAM005744
ENSTGUP00000007245	SINCAM922414
ENSTGUP00000007246	SINCAM011022
ENSTGUP00000007247	SINCAM010543
ENSTGUP00000007248	SINCAM005327
ENSTGUP00000007249	SINCAM920507
ENSTGUP00000007250	SINCAM005746
ENSTGUP00000007252	SINCAM007058
ENSTGUP00000007253	SINCAM001790
ENSTGUP00000007254	SINCAM007664
ENSTGUP00000007256	SINCAM008637
ENSTGUP00000007257	SINCAM008639
ENSTGUP00000007258	SINCAM005326
ENSTGUP00000007259	SINCAM003824
ENSTGUP00000007260	SINCAM011060
ENSTGUP00000007261	SINCAM005325
ENSTGUP00000007262	SINCAM900021
ENSTGUP00000007265	SINCAM001182
ENSTGUP00000007268	SINCAM007682
ENSTGUP00000007269	SINCAM005424
ENSTGUP00000007271	SINCAM007681
ENSTGUP00000007272	SINCAM006564
ENSTGUP00000007273	SINCAM010542
ENSTGUP00000007274	SINCAM921335
ENSTGUP00000007275	SINCAM002115
ENSTGUP00000007276	SINCAM004545
ENSTGUP00000007277	SINCAM008032
ENSTGUP00000007278	SINCAM900246
ENSTGUP00000007279	SINCAM011058
ENSTGUP00000007280	SINCAM922122
ENSTGUP00000007281	SINCAM007489
ENSTGUP00000007282	SINCAM006565
ENSTGUP00000007284	SINCAM003258
ENSTGUP00000007285	SINCAM003827
ENSTGUP00000007287	SINCAM921711
ENSTGUP00000007288	SINCAM005455
ENSTGUP00000007290	SINCAM002006
ENSTGUP00000007291	SINCAM922827
ENSTGUP00000007292	SINCAM009914
ENSTGUP00000007294	SINCAM922415
ENSTGUP00000007295	SINCAM008031
ENSTGUP00000007297	SINCAM004546
ENSTGUP00000007298	SINCAM920901
ENSTGUP00000007299	SINCAM920902
ENSTGUP00000007300	SINCAM920506
ENSTGUP00000007301	SINCAM005409
ENSTGUP00000007302	SINCAM004549
ENSTGUP00000007303	SINCAM001183
ENSTGUP00000007304	SINCAM006919
ENSTGUP00000007305	SINCAM002153
ENSTGUP00000007306	SINCAM009450
ENSTGUP00000007307	SINCAM000583
ENSTGUP00000007310	SINCAM008612
ENSTGUP00000007311	SINCAM009915
ENSTGUP00000007312	SINCAM014093
ENSTGUP00000007314	SINCAM011989
ENSTGUP00000007315	SINCAM011128
ENSTGUP00000007317	SINCAM922665
ENSTGUP00000007318	SINCAM003829
ENSTGUP00000007320	SINCAM001184
ENSTGUP00000007321	SINCAM920599
ENSTGUP00000007322	SINCAM006892
ENSTGUP00000007323	SINCAM920980
ENSTGUP00000007324	SINCAM010985
ENSTGUP00000007325	SINCAM920600
ENSTGUP00000007326	SINCAM011990
ENSTGUP00000007327	SINCAM010986
ENSTGUP00000007330	SINCAM900018
ENSTGUP00000007332	SINCAM010987
ENSTGUP00000007334	SINCAM000582
ENSTGUP00000007335	SINCAM012028
ENSTGUP00000007336	SINCAM009916
ENSTGUP00000007338	SINCAM002155
ENSTGUP00000007341	SINCAM920747
ENSTGUP00000007343	SINCAM009452
ENSTGUP00000007347	SINCAM000581
ENSTGUP00000007348	SINCAM921809
ENSTGUP00000007349	SINCAM014848
ENSTGUP00000007350	SINCAM012385
ENSTGUP00000007353	SINCAM012030
ENSTGUP00000007354	SINCAM001502
ENSTGUP00000007355	SINCAM008613
ENSTGUP00000007356	SINCAM008030
ENSTGUP00000007357	SINCAM007505
ENSTGUP00000007358	SINCAM014028
ENSTGUP00000007359	SINCAM921810
ENSTGUP00000007360	SINCAM004550
ENSTGUP00000007361	SINCAM920904
ENSTGUP00000007362	SINCAM920981
ENSTGUP00000007364	SINCAM012021
ENSTGUP00000007365	SINCAM900017
ENSTGUP00000007366	SINCAM000811
ENSTGUP00000007367	SINCAM900118
ENSTGUP00000007369	SINCAM011196
ENSTGUP00000007370	SINCAM005290
ENSTGUP00000007371	SINCAM011035
ENSTGUP00000007372	SINCAM011516
ENSTGUP00000007373	SINCAM000068
ENSTGUP00000007374	SINCAM000579
ENSTGUP00000007376	SINCAM009917
ENSTGUP00000007377	SINCAM002158
ENSTGUP00000007378	SINCAM008296
ENSTGUP00000007379	SINCAM005748
ENSTGUP00000007380	SINCAM920905
ENSTGUP00000007382	SINCAM002157
ENSTGUP00000007383	SINCAM012017
ENSTGUP00000007384	SINCAM004551
ENSTGUP00000007385	SINCAM003830
ENSTGUP00000007386	SINCAM000578
ENSTGUP00000007389	SINCAM009918
ENSTGUP00000007390	SINCAM006906
ENSTGUP00000007391	SINCAM000045
ENSTGUP00000007392	SINCAM002156
ENSTGUP00000007394	SINCAM921531
ENSTGUP00000007395	SINCAM000046
ENSTGUP00000007397	SINCAM005411
ENSTGUP00000007398	SINCAM920457
ENSTGUP00000007399	SINCAM008614
ENSTGUP00000007401	SINCAM002731
ENSTGUP00000007404	SINCAM008016
ENSTGUP00000007406	SINCAM000047
ENSTGUP00000007409	SINCAM005413
ENSTGUP00000007410	SINCAM005749
ENSTGUP00000007411	SINCAM011514
ENSTGUP00000007412	SINCAM013279
ENSTGUP00000007415	SINCAM000577
ENSTGUP00000007416	SINCAM004552
ENSTGUP00000007417	SINCAM000048
ENSTGUP00000007419	SINCAM017525
ENSTGUP00000007420	SINCAM012015
ENSTGUP00000007422	SINCAM005414
ENSTGUP00000007425	SINCAM010541
ENSTGUP00000007427	SINCAM004553
ENSTGUP00000007428	SINCAM009920
ENSTGUP00000007431	SINCAM011198
ENSTGUP00000007432	SINCAM005415
ENSTGUP00000007433	SINCAM011579
ENSTGUP00000007434	SINCAM009453
ENSTGUP00000007435	SINCAM009454
ENSTGUP00000007437	SINCAM900054
ENSTGUP00000007439	SINCAM003832
ENSTGUP00000007440	SINCAM011199
ENSTGUP00000007441	SINCAM005944
ENSTGUP00000007443	SINCAM004554
ENSTGUP00000007444	SINCAM011200
ENSTGUP00000007445	SINCAM007678
ENSTGUP00000007446	SINCAM008616
ENSTGUP00000007448	SINCAM008013
ENSTGUP00000007449	SINCAM000576
ENSTGUP00000007450	SINCAM005750
ENSTGUP00000007451	SINCAM921947
ENSTGUP00000007452	SINCAM011030
ENSTGUP00000007454	SINCAM011201
ENSTGUP00000007455	SINCAM007679
ENSTGUP00000007456	SINCAM013578
ENSTGUP00000007458	SINCAM920982
ENSTGUP00000007459	SINCAM000049
ENSTGUP00000007460	SINCAM900053
ENSTGUP00000007461	SINCAM010998
ENSTGUP00000007462	SINCAM000575
ENSTGUP00000007463	SINCAM008393
ENSTGUP00000007465	SINCAM008014
ENSTGUP00000007466	SINCAM003835
ENSTGUP00000007467	SINCAM921708
ENSTGUP00000007468	SINCAM000051
ENSTGUP00000007469	SINCAM015259
ENSTGUP00000007471	SINCAM000574
ENSTGUP00000007472	SINCAM006796
ENSTGUP00000007474	SINCAM012014
ENSTGUP00000007475	SINCAM014685
ENSTGUP00000007476	SINCAM921209
ENSTGUP00000007477	SINCAM001933
ENSTGUP00000007478	SINCAM920983
ENSTGUP00000007479	SINCAM011833
ENSTGUP00000007482	SINCAM011202
ENSTGUP00000007483	SINCAM014058
ENSTGUP00000007484	SINCAM008012
ENSTGUP00000007485	SINCAM004555
ENSTGUP00000007486	SINCAM008433
ENSTGUP00000007487	SINCAM008651
ENSTGUP00000007488	SINCAM004604
ENSTGUP00000007489	SINCAM011203
ENSTGUP00000007490	SINCAM008011
ENSTGUP00000007491	SINCAM000573
ENSTGUP00000007492	SINCAM010993
ENSTGUP00000007493	SINCAM011166
ENSTGUP00000007494	SINCAM008435
ENSTGUP00000007496	SINCAM921210
ENSTGUP00000007499	SINCAM922673
ENSTGUP00000007501	SINCAM009923
ENSTGUP00000007502	SINCAM003837
ENSTGUP00000007503	SINCAM008383
ENSTGUP00000007505	SINCAM010991
ENSTGUP00000007506	SINCAM014309
ENSTGUP00000007507	SINCAM009712
ENSTGUP00000007509	SINCAM013357
ENSTGUP00000007510	SINCAM922672
ENSTGUP00000007511	SINCAM011164
ENSTGUP00000007512	SINCAM005752
ENSTGUP00000007514	SINCAM009461
ENSTGUP00000007515	SINCAM000572
ENSTGUP00000007517	SINCAM008010
ENSTGUP00000007518	SINCAM009462
ENSTGUP00000007519	SINCAM921613
ENSTGUP00000007520	SINCAM921283
ENSTGUP00000007523	SINCAM009711
ENSTGUP00000007524	SINCAM011830
ENSTGUP00000007525	SINCAM011163
ENSTGUP00000007526	SINCAM922076
ENSTGUP00000007527	SINCAM922434
ENSTGUP00000007528	SINCAM007680
ENSTGUP00000007529	SINCAM003838
ENSTGUP00000007530	SINCAM900050
ENSTGUP00000007531	SINCAM008406
ENSTGUP00000007533	SINCAM007684
ENSTGUP00000007534	SINCAM921817
ENSTGUP00000007536	SINCAM008401
ENSTGUP00000007539	SINCAM008008
ENSTGUP00000007541	SINCAM000570
ENSTGUP00000007542	SINCAM922075
ENSTGUP00000007543	SINCAM921677
ENSTGUP00000007545	SINCAM900048
ENSTGUP00000007546	SINCAM004258
ENSTGUP00000007547	SINCAM005753
ENSTGUP00000007548	SINCAM008650
ENSTGUP00000007549	SINCAM009467
ENSTGUP00000007552	SINCAM003385
ENSTGUP00000007554	SINCAM900045
ENSTGUP00000007555	SINCAM009710
ENSTGUP00000007556	SINCAM004064
ENSTGUP00000007557	SINCAM011093
ENSTGUP00000007558	SINCAM000569
ENSTGUP00000007559	SINCAM000568
ENSTGUP00000007560	SINCAM004257
ENSTGUP00000007561	SINCAM922603
ENSTGUP00000007563	SINCAM005754
ENSTGUP00000007564	SINCAM922471
ENSTGUP00000007565	SINCAM004256
ENSTGUP00000007566	SINCAM008437
ENSTGUP00000007568	SINCAM921614
ENSTGUP00000007569	SINCAM921683
ENSTGUP00000007571	SINCAM005755
ENSTGUP00000007572	SINCAM007675
ENSTGUP00000007573	SINCAM003387
ENSTGUP00000007574	SINCAM001932
ENSTGUP00000007575	SINCAM012033
ENSTGUP00000007577	SINCAM008005
ENSTGUP00000007578	SINCAM008733
ENSTGUP00000007580	SINCAM922027
ENSTGUP00000007581	SINCAM013135
ENSTGUP00000007582	SINCAM921815
ENSTGUP00000007583	SINCAM920969
ENSTGUP00000007584	SINCAM007674
ENSTGUP00000007585	SINCAM000567
ENSTGUP00000007586	SINCAM005680
ENSTGUP00000007587	SINCAM011039
ENSTGUP00000007588	SINCAM013134
ENSTGUP00000007589	SINCAM012226
ENSTGUP00000007590	SINCAM001931
ENSTGUP00000007592	SINCAM000566
ENSTGUP00000007594	SINCAM008418
ENSTGUP00000007595	SINCAM009709
ENSTGUP00000007599	SINCAM005679
ENSTGUP00000007600	SINCAM000097
ENSTGUP00000007601	SINCAM922879
ENSTGUP00000007602	SINCAM008764
ENSTGUP00000007603	SINCAM922074
ENSTGUP00000007604	SINCAM009357
ENSTGUP00000007605	SINCAM001930
ENSTGUP00000007607	SINCAM000565
ENSTGUP00000007608	SINCAM007673
ENSTGUP00000007609	SINCAM010538
ENSTGUP00000007610	SINCAM008604
ENSTGUP00000007611	SINCAM013133
ENSTGUP00000007612	SINCAM921456
ENSTGUP00000007613	SINCAM920711
ENSTGUP00000007617	SINCAM922433
ENSTGUP00000007618	SINCAM001927
ENSTGUP00000007619	SINCAM010533
ENSTGUP00000007621	SINCAM008002
ENSTGUP00000007622	SINCAM000564
ENSTGUP00000007624	SINCAM921282
ENSTGUP00000007625	SINCAM920968
ENSTGUP00000007627	SINCAM007065
ENSTGUP00000007628	SINCAM011065
ENSTGUP00000007629	SINCAM008605
ENSTGUP00000007630	SINCAM005416
ENSTGUP00000007631	SINCAM922432
ENSTGUP00000007633	SINCAM003393
ENSTGUP00000007634	SINCAM015120
ENSTGUP00000007635	SINCAM008001
ENSTGUP00000007636	SINCAM016782
ENSTGUP00000007637	SINCAM008000
ENSTGUP00000007638	SINCAM013132
ENSTGUP00000007639	SINCAM001926
ENSTGUP00000007640	SINCAM010531
ENSTGUP00000007641	SINCAM007999
ENSTGUP00000007642	SINCAM009354
ENSTGUP00000007643	SINCAM008606
ENSTGUP00000007644	SINCAM921281
ENSTGUP00000007647	SINCAM011557
ENSTGUP00000007648	SINCAM014413
ENSTGUP00000007649	SINCAM007670
ENSTGUP00000007650	SINCAM001925
ENSTGUP00000007652	SINCAM007668
ENSTGUP00000007653	SINCAM011037
ENSTGUP00000007654	SINCAM013131
ENSTGUP00000007655	SINCAM000562
ENSTGUP00000007657	SINCAM920710
ENSTGUP00000007658	SINCAM005418
ENSTGUP00000007659	SINCAM920965
ENSTGUP00000007661	SINCAM922631
ENSTGUP00000007662	SINCAM921280
ENSTGUP00000007663	SINCAM000561
ENSTGUP00000007664	SINCAM004519
ENSTGUP00000007665	SINCAM004518
ENSTGUP00000007666	SINCAM009707
ENSTGUP00000007667	SINCAM011212
ENSTGUP00000007668	SINCAM017510
ENSTGUP00000007669	SINCAM011214
ENSTGUP00000007673	SINCAM003394
ENSTGUP00000007674	SINCAM000559
ENSTGUP00000007675	SINCAM010837
ENSTGUP00000007677	SINCAM009705
ENSTGUP00000007680	SINCAM005420
ENSTGUP00000007682	SINCAM003397
ENSTGUP00000007683	SINCAM015975
ENSTGUP00000007687	SINCAM008675
ENSTGUP00000007688	SINCAM010838
ENSTGUP00000007689	SINCAM010530
ENSTGUP00000007691	SINCAM005676
ENSTGUP00000007692	SINCAM007996
ENSTGUP00000007693	SINCAM922134
ENSTGUP00000007694	SINCAM007064
ENSTGUP00000007695	SINCAM008607
ENSTGUP00000007697	SINCAM001923
ENSTGUP00000007699	SINCAM007997
ENSTGUP00000007700	SINCAM008603
ENSTGUP00000007701	SINCAM003398
ENSTGUP00000007702	SINCAM008602
ENSTGUP00000007703	SINCAM011215
ENSTGUP00000007704	SINCAM006953
ENSTGUP00000007705	SINCAM009781
ENSTGUP00000007706	SINCAM000558
ENSTGUP00000007707	SINCAM008601
ENSTGUP00000007708	SINCAM005675
ENSTGUP00000007709	SINCAM920505
ENSTGUP00000007710	SINCAM013130
ENSTGUP00000007711	SINCAM010839
ENSTGUP00000007712	SINCAM007995
ENSTGUP00000007714	SINCAM008240
ENSTGUP00000007715	SINCAM011126
ENSTGUP00000007716	SINCAM003559
ENSTGUP00000007717	SINCAM008237
ENSTGUP00000007718	SINCAM011127
ENSTGUP00000007719	SINCAM007666
ENSTGUP00000007720	SINCAM008600
ENSTGUP00000007721	SINCAM012388
ENSTGUP00000007722	SINCAM010529
ENSTGUP00000007724	SINCAM009853
ENSTGUP00000007725	SINCAM921941
ENSTGUP00000007726	SINCAM012010
ENSTGUP00000007728	SINCAM008599
ENSTGUP00000007729	SINCAM010527
ENSTGUP00000007731	SINCAM920916
ENSTGUP00000007732	SINCAM010526
ENSTGUP00000007733	SINCAM012012
ENSTGUP00000007734	SINCAM005674
ENSTGUP00000007735	SINCAM003560
ENSTGUP00000007736	SINCAM921942
ENSTGUP00000007738	SINCAM003561
ENSTGUP00000007739	SINCAM003653
ENSTGUP00000007740	SINCAM005445
ENSTGUP00000007741	SINCAM003660
ENSTGUP00000007742	SINCAM004379
ENSTGUP00000007743	SINCAM007993
ENSTGUP00000007744	SINCAM010557
ENSTGUP00000007745	SINCAM003661
ENSTGUP00000007746	SINCAM012392
ENSTGUP00000007748	SINCAM921175
ENSTGUP00000007749	SINCAM007683
ENSTGUP00000007750	SINCAM009368
ENSTGUP00000007752	SINCAM012393
ENSTGUP00000007754	SINCAM013128
ENSTGUP00000007755	SINCAM004377
ENSTGUP00000007756	SINCAM007629
ENSTGUP00000007757	SINCAM008598
ENSTGUP00000007758	SINCAM011139
ENSTGUP00000007761	SINCAM012397
ENSTGUP00000007762	SINCAM920503
ENSTGUP00000007764	SINCAM012013
ENSTGUP00000007766	SINCAM015492
ENSTGUP00000007767	SINCAM004974
ENSTGUP00000007768	SINCAM010525
ENSTGUP00000007769	SINCAM014800
ENSTGUP00000007770	SINCAM005484
ENSTGUP00000007771	SINCAM921612
