PMZ_0041611-RA	ENSLOCP00000000001
PMZ_0001878-RA	ENSLOCP00000010122
PMZ_0042909-RA	ENSLOCP00000010123
PMZ_0042910-RA	ENSLOCP00000010123
PMZ_0031460-RA	ENSLOCP00000010126
PMZ_0015764-RA	ENSLOCP00000010126
PMZ_0027799-RA	ENSLOCP00000010129
PMZ_0043350-RA	ENSLOCP00000010129
PMZ_0030824-RA	ENSLOCP00000010130
PMZ_0045710-RA	ENSLOCP00000010130
PMZ_0029041-RA	ENSLOCP00000010131
PMZ_0035934-RA	ENSLOCP00000010131
PMZ_0035275-RA	ENSLOCP00000010132
PMZ_0046927-RA	ENSLOCP00000010132
PMZ_0042964-RA	ENSLOCP00000010136
PMZ_0043177-RA	ENSLOCP00000010136
PMZ_0044216-RA	ENSLOCP00000010137
PMZ_0036149-RA	ENSLOCP00000010143
PMZ_0018573-RA	ENSLOCP00000010143
PMZ_0045199-RA	ENSLOCP00000010144
PMZ_0026094-RA	ENSLOCP00000010145
PMZ_0048140-RA	ENSLOCP00000010145
PMZ_0013540-RA	ENSLOCP00000010149
PMZ_0026115-RA	ENSLOCP00000010150
PMZ_0029757-RA	ENSLOCP00000010150
PMZ_0039149-RA	ENSLOCP00000010153
PMZ_0048658-RA	ENSLOCP00000010153
PMZ_0010771-RA	ENSLOCP00000010154
PMZ_0033478-RA	ENSLOCP00000010154
PMZ_0012954-RA	ENSLOCP00000010155
PMZ_0036906-RA	ENSLOCP00000010161
PMZ_0002153-RA	ENSLOCP00000010164
PMZ_0034796-RA	ENSLOCP00000010164
PMZ_0001875-RA	ENSLOCP00000010165
PMZ_0036739-RA	ENSLOCP00000010165
PMZ_0038273-RA	ENSLOCP00000010167
PMZ_0005159-RA	ENSLOCP00000010168
PMZ_0022428-RA	ENSLOCP00000010170
PMZ_0042689-RA	ENSLOCP00000010174
PMZ_0013074-RA	ENSLOCP00000010175
PMZ_0042258-RA	ENSLOCP00000010177
PMZ_0048130-RA	ENSLOCP00000010180
PMZ_0037505-RA	ENSLOCP00000010180
PMZ_0042225-RA	ENSLOCP00000010182
PMZ_0033042-RA	ENSLOCP00000010182
PMZ_0036740-RA	ENSLOCP00000010183
PMZ_0047803-RA	ENSLOCP00000010183
PMZ_0007634-RA	ENSLOCP00000010185
PMZ_0043433-RA	ENSLOCP00000010185
PMZ_0038071-RA	ENSLOCP00000010186
PMZ_0037893-RA	ENSLOCP00000010186
PMZ_0013872-RA	ENSLOCP00000010189
PMZ_0042688-RA	ENSLOCP00000010190
PMZ_0040156-RA	ENSLOCP00000010190
PMZ_0015466-RA	ENSLOCP00000010191
PMZ_0012555-RA	ENSLOCP00000010191
PMZ_0032408-RA	ENSLOCP00000010193
PMZ_0044804-RA	ENSLOCP00000010194
PMZ_0021742-RA	ENSLOCP00000010194
PMZ_0016625-RA	ENSLOCP00000010195
PMZ_0044278-RA	ENSLOCP00000010195
PMZ_0026196-RA	ENSLOCP00000010196
PMZ_0043858-RA	ENSLOCP00000010196
PMZ_0026823-RA	ENSLOCP00000010198
PMZ_0040464-RA	ENSLOCP00000010198
PMZ_0007690-RA	ENSLOCP00000010201
PMZ_0016136-RA	ENSLOCP00000010207
PMZ_0006214-RA	ENSLOCP00000010207
PMZ_0017912-RA	ENSLOCP00000010212
PMZ_0043296-RA	ENSLOCP00000010212
PMZ_0045673-RA	ENSLOCP00000010213
PMZ_0044363-RA	ENSLOCP00000010213
PMZ_0007861-RA	ENSLOCP00000010214
PMZ_0029216-RA	ENSLOCP00000010215
PMZ_0040598-RA	ENSLOCP00000010215
PMZ_0017355-RA	ENSLOCP00000010216
PMZ_0002095-RA	ENSLOCP00000010217
PMZ_0043546-RA	ENSLOCP00000010217
PMZ_0034753-RA	ENSLOCP00000010219
PMZ_0033960-RA	ENSLOCP00000010220
PMZ_0009955-RA	ENSLOCP00000010221
PMZ_0036768-RA	ENSLOCP00000010221
PMZ_0047893-RA	ENSLOCP00000010223
PMZ_0046254-RA	ENSLOCP00000010229
PMZ_0026640-RA	ENSLOCP00000010238
PMZ_0034619-RA	ENSLOCP00000010238
PMZ_0011246-RA	ENSLOCP00000010242
PMZ_0030219-RA	ENSLOCP00000010243
PMZ_0030991-RA	ENSLOCP00000010243
PMZ_0012927-RA	ENSLOCP00000010244
PMZ_0031734-RA	ENSLOCP00000010244
PMZ_0042744-RA	ENSLOCP00000010245
PMZ_0042743-RA	ENSLOCP00000010245
PMZ_0046574-RA	ENSLOCP00000010249
PMZ_0031338-RA	ENSLOCP00000010249
PMZ_0002656-RA	ENSLOCP00000010253
PMZ_0033248-RA	ENSLOCP00000010254
PMZ_0027858-RA	ENSLOCP00000010254
PMZ_0028619-RA	ENSLOCP00000010255
PMZ_0047868-RA	ENSLOCP00000010255
PMZ_0029368-RA	ENSLOCP00000010257
PMZ_0002815-RA	ENSLOCP00000010257
PMZ_0023890-RA	ENSLOCP00000010258
PMZ_0034064-RA	ENSLOCP00000010259
PMZ_0013841-RA	ENSLOCP00000010260
PMZ_0041667-RA	ENSLOCP00000010260
PMZ_0004080-RA	ENSLOCP00000010261
PMZ_0005906-RA	ENSLOCP00000010261
PMZ_0042294-RA	ENSLOCP00000010262
PMZ_0033689-RA	ENSLOCP00000010263
PMZ_0042106-RA	ENSLOCP00000010263
PMZ_0031637-RA	ENSLOCP00000010266
PMZ_0040657-RA	ENSLOCP00000010267
PMZ_0030360-RA	ENSLOCP00000010270
PMZ_0018525-RA	ENSLOCP00000010270
PMZ_0045178-RA	ENSLOCP00000010273
PMZ_0045179-RA	ENSLOCP00000010273
PMZ_0040147-RA	ENSLOCP00000010274
PMZ_0048013-RA	ENSLOCP00000010274
PMZ_0033578-RA	ENSLOCP00000010276
PMZ_0042295-RA	ENSLOCP00000010276
PMZ_0027024-RA	ENSLOCP00000010277
PMZ_0041728-RA	ENSLOCP00000010277
PMZ_0042256-RA	ENSLOCP00000010278
PMZ_0004607-RA	ENSLOCP00000010282
PMZ_0018688-RA	ENSLOCP00000010283
PMZ_0028108-RA	ENSLOCP00000010285
PMZ_0036256-RA	ENSLOCP00000010285
PMZ_0000616-RA	ENSLOCP00000010286
PMZ_0020742-RA	ENSLOCP00000010294
PMZ_0044098-RA	ENSLOCP00000010294
PMZ_0035505-RA	ENSLOCP00000010295
PMZ_0037349-RA	ENSLOCP00000010295
PMZ_0042373-RA	ENSLOCP00000010296
PMZ_0045186-RA	ENSLOCP00000010297
PMZ_0041385-RA	ENSLOCP00000010298
PMZ_0015699-RA	ENSLOCP00000010301
PMZ_0035937-RA	ENSLOCP00000010301
PMZ_0015461-RA	ENSLOCP00000010303
PMZ_0042207-RA	ENSLOCP00000010315
PMZ_0027190-RA	ENSLOCP00000010317
PMZ_0036370-RA	ENSLOCP00000010319
PMZ_0028355-RA	ENSLOCP00000010320
PMZ_0032872-RA	ENSLOCP00000010320
PMZ_0040158-RA	ENSLOCP00000010321
PMZ_0040580-RA	ENSLOCP00000010323
PMZ_0034576-RA	ENSLOCP00000010325
PMZ_0015480-RA	ENSLOCP00000010326
PMZ_0020416-RA	ENSLOCP00000010327
PMZ_0009841-RA	ENSLOCP00000010327
PMZ_0019710-RA	ENSLOCP00000010328
PMZ_0036038-RA	ENSLOCP00000010328
PMZ_0042887-RA	ENSLOCP00000010331
PMZ_0041863-RA	ENSLOCP00000010332
PMZ_0036474-RA	ENSLOCP00000010333
PMZ_0022621-RA	ENSLOCP00000010336
PMZ_0014172-RA	ENSLOCP00000010336
PMZ_0041769-RA	ENSLOCP00000010337
PMZ_0043449-RA	ENSLOCP00000010338
PMZ_0040700-RA	ENSLOCP00000010340
PMZ_0022185-RA	ENSLOCP00000010342
PMZ_0041125-RA	ENSLOCP00000010343
PMZ_0030432-RA	ENSLOCP00000010343
PMZ_0034422-RA	ENSLOCP00000010345
PMZ_0031267-RA	ENSLOCP00000010345
PMZ_0022560-RA	ENSLOCP00000010346
PMZ_0031629-RA	ENSLOCP00000010346
PMZ_0001185-RA	ENSLOCP00000010350
PMZ_0015826-RA	ENSLOCP00000010351
PMZ_0035011-RA	ENSLOCP00000010351
PMZ_0042888-RA	ENSLOCP00000010352
PMZ_0044406-RA	ENSLOCP00000010356
PMZ_0018229-RA	ENSLOCP00000010357
PMZ_0031416-RA	ENSLOCP00000010359
PMZ_0046046-RA	ENSLOCP00000010362
PMZ_0026545-RA	ENSLOCP00000010365
PMZ_0034444-RA	ENSLOCP00000010367
PMZ_0033217-RA	ENSLOCP00000010369
PMZ_0008112-RA	ENSLOCP00000010371
PMZ_0017842-RA	ENSLOCP00000010373
PMZ_0046261-RA	ENSLOCP00000010373
PMZ_0031323-RA	ENSLOCP00000010380
PMZ_0031823-RA	ENSLOCP00000010382
PMZ_0013307-RA	ENSLOCP00000010383
PMZ_0043947-RA	ENSLOCP00000010386
PMZ_0043564-RA	ENSLOCP00000010388
PMZ_0042893-RA	ENSLOCP00000010390
PMZ_0043114-RA	ENSLOCP00000010390
PMZ_0047875-RA	ENSLOCP00000010395
PMZ_0021366-RA	ENSLOCP00000010396
PMZ_0031176-RA	ENSLOCP00000010396
PMZ_0036914-RA	ENSLOCP00000010397
PMZ_0033773-RA	ENSLOCP00000010398
PMZ_0031667-RA	ENSLOCP00000010398
PMZ_0020895-RA	ENSLOCP00000010399
PMZ_0008677-RA	ENSLOCP00000010400
PMZ_0007074-RA	ENSLOCP00000010401
PMZ_0042641-RA	ENSLOCP00000010401
PMZ_0031824-RA	ENSLOCP00000010402
PMZ_0017809-RA	ENSLOCP00000010402
PMZ_0046230-RA	ENSLOCP00000010403
PMZ_0033096-RA	ENSLOCP00000010403
PMZ_0042146-RA	ENSLOCP00000010404
PMZ_0019460-RA	ENSLOCP00000010405
PMZ_0031321-RA	ENSLOCP00000010405
PMZ_0043948-RA	ENSLOCP00000010406
PMZ_0042566-RA	ENSLOCP00000010406
PMZ_0037966-RA	ENSLOCP00000010407
PMZ_0042076-RA	ENSLOCP00000010407
PMZ_0011029-RA	ENSLOCP00000010408
PMZ_0030967-RA	ENSLOCP00000010411
PMZ_0011369-RA	ENSLOCP00000010416
PMZ_0032305-RA	ENSLOCP00000010416
PMZ_0013868-RA	ENSLOCP00000010418
PMZ_0033419-RA	ENSLOCP00000010418
PMZ_0016407-RA	ENSLOCP00000010419
PMZ_0015543-RA	ENSLOCP00000010423
PMZ_0042332-RA	ENSLOCP00000010424
PMZ_0040510-RA	ENSLOCP00000010427
PMZ_0011030-RA	ENSLOCP00000010430
PMZ_0027756-RA	ENSLOCP00000010432
PMZ_0033487-RA	ENSLOCP00000010432
PMZ_0045618-RA	ENSLOCP00000010435
PMZ_0044503-RA	ENSLOCP00000010438
PMZ_0041352-RA	ENSLOCP00000010438
PMZ_0005862-RA	ENSLOCP00000010439
PMZ_0040581-RA	ENSLOCP00000010439
PMZ_0044795-RA	ENSLOCP00000010441
PMZ_0005544-RA	ENSLOCP00000010441
PMZ_0003521-RA	ENSLOCP00000010442
PMZ_0036695-RA	ENSLOCP00000010444
PMZ_0031199-RA	ENSLOCP00000010447
PMZ_0042591-RA	ENSLOCP00000010447
PMZ_0029001-RA	ENSLOCP00000010448
PMZ_0046980-RA	ENSLOCP00000010450
PMZ_0017575-RA	ENSLOCP00000010451
PMZ_0011367-RA	ENSLOCP00000010452
PMZ_0022942-RA	ENSLOCP00000010452
PMZ_0030247-RA	ENSLOCP00000010454
PMZ_0004483-RA	ENSLOCP00000010456
PMZ_0035591-RA	ENSLOCP00000010456
PMZ_0005863-RA	ENSLOCP00000010457
PMZ_0026768-RA	ENSLOCP00000010458
PMZ_0047572-RA	ENSLOCP00000010458
PMZ_0014854-RA	ENSLOCP00000010460
PMZ_0042868-RA	ENSLOCP00000010460
PMZ_0046670-RA	ENSLOCP00000010463
PMZ_0028937-RA	ENSLOCP00000010464
PMZ_0011368-RA	ENSLOCP00000010468
PMZ_0043901-RA	ENSLOCP00000010470
PMZ_0004890-RA	ENSLOCP00000010472
PMZ_0027843-RA	ENSLOCP00000010474
PMZ_0021723-RA	ENSLOCP00000010477
PMZ_0032227-RA	ENSLOCP00000010478
PMZ_0022364-RA	ENSLOCP00000010479
PMZ_0036034-RA	ENSLOCP00000010479
PMZ_0011732-RA	ENSLOCP00000010480
PMZ_0007648-RA	ENSLOCP00000010480
PMZ_0041204-RA	ENSLOCP00000010481
PMZ_0005867-RA	ENSLOCP00000010485
PMZ_0027071-RA	ENSLOCP00000010485
PMZ_0005809-RA	ENSLOCP00000010494
PMZ_0040794-RA	ENSLOCP00000010495
PMZ_0034390-RA	ENSLOCP00000010495
PMZ_0027337-RA	ENSLOCP00000010499
PMZ_0029362-RA	ENSLOCP00000010499
PMZ_0002790-RA	ENSLOCP00000010500
PMZ_0035104-RA	ENSLOCP00000010501
PMZ_0011606-RA	ENSLOCP00000010503
PMZ_0035877-RA	ENSLOCP00000010504
PMZ_0040543-RA	ENSLOCP00000010504
PMZ_0042900-RA	ENSLOCP00000010505
PMZ_0042904-RA	ENSLOCP00000010505
PMZ_0048933-RA	ENSLOCP00000010506
PMZ_0027004-RA	ENSLOCP00000010510
PMZ_0027651-RA	ENSLOCP00000010515
PMZ_0041051-RA	ENSLOCP00000010515
PMZ_0034575-RA	ENSLOCP00000010518
PMZ_0027088-RA	ENSLOCP00000010525
PMZ_0044627-RA	ENSLOCP00000010525
PMZ_0012621-RA	ENSLOCP00000010526
PMZ_0047474-RA	ENSLOCP00000010526
PMZ_0043448-RA	ENSLOCP00000010530
PMZ_0018587-RA	ENSLOCP00000010530
PMZ_0046061-RA	ENSLOCP00000010531
PMZ_0036386-RA	ENSLOCP00000010531
PMZ_0027087-RA	ENSLOCP00000010533
PMZ_0043147-RA	ENSLOCP00000010533
PMZ_0033579-RA	ENSLOCP00000010535
PMZ_0043061-RA	ENSLOCP00000010538
PMZ_0046588-RA	ENSLOCP00000010539
PMZ_0016917-RA	ENSLOCP00000010539
PMZ_0048652-RA	ENSLOCP00000010542
PMZ_0045077-RA	ENSLOCP00000010543
PMZ_0042598-RA	ENSLOCP00000010544
PMZ_0026967-RA	ENSLOCP00000010548
PMZ_0041187-RA	ENSLOCP00000010550
PMZ_0041188-RA	ENSLOCP00000010550
PMZ_0008323-RA	ENSLOCP00000010553
PMZ_0028388-RA	ENSLOCP00000010555
PMZ_0020928-RA	ENSLOCP00000010555
PMZ_0044507-RA	ENSLOCP00000010557
PMZ_0046836-RA	ENSLOCP00000010557
PMZ_0041684-RA	ENSLOCP00000010562
PMZ_0012619-RA	ENSLOCP00000010563
PMZ_0030795-RA	ENSLOCP00000010563
PMZ_0035744-RA	ENSLOCP00000010566
PMZ_0001478-RA	ENSLOCP00000010566
PMZ_0029927-RA	ENSLOCP00000010567
PMZ_0016301-RA	ENSLOCP00000010567
PMZ_0030017-RA	ENSLOCP00000010570
PMZ_0026227-RA	ENSLOCP00000010570
PMZ_0040259-RA	ENSLOCP00000010571
PMZ_0038629-RA	ENSLOCP00000010571
PMZ_0031473-RA	ENSLOCP00000010573
PMZ_0036495-RA	ENSLOCP00000010574
PMZ_0007859-RA	ENSLOCP00000010577
PMZ_0002583-RA	ENSLOCP00000010578
PMZ_0011976-RA	ENSLOCP00000010583
PMZ_0042922-RA	ENSLOCP00000010583
PMZ_0027205-RA	ENSLOCP00000010584
PMZ_0043456-RA	ENSLOCP00000010585
PMZ_0043455-RA	ENSLOCP00000010585
PMZ_0032725-RA	ENSLOCP00000010587
PMZ_0042858-RA	ENSLOCP00000010587
PMZ_0042968-RA	ENSLOCP00000010592
PMZ_0044128-RA	ENSLOCP00000010593
PMZ_0039084-RA	ENSLOCP00000010594
PMZ_0035216-RA	ENSLOCP00000010595
PMZ_0045158-RA	ENSLOCP00000010598
PMZ_0047970-RA	ENSLOCP00000010598
PMZ_0038805-RA	ENSLOCP00000010602
PMZ_0014325-RA	ENSLOCP00000010603
PMZ_0014656-RA	ENSLOCP00000010603
PMZ_0029211-RA	ENSLOCP00000010604
PMZ_0041883-RA	ENSLOCP00000010604
PMZ_0002519-RA	ENSLOCP00000010605
PMZ_0033927-RA	ENSLOCP00000010606
PMZ_0046968-RA	ENSLOCP00000010606
PMZ_0002008-RA	ENSLOCP00000010608
PMZ_0002011-RA	ENSLOCP00000010608
PMZ_0021728-RA	ENSLOCP00000010609
PMZ_0016432-RA	ENSLOCP00000010610
PMZ_0038089-RA	ENSLOCP00000010610
PMZ_0035764-RA	ENSLOCP00000010616
PMZ_0026990-RA	ENSLOCP00000010617
PMZ_0002097-RA	ENSLOCP00000010621
PMZ_0043773-RA	ENSLOCP00000010622
PMZ_0035556-RA	ENSLOCP00000010623
PMZ_0035666-RA	ENSLOCP00000010623
PMZ_0041440-RA	ENSLOCP00000010624
PMZ_0007866-RA	ENSLOCP00000010627
PMZ_0047323-RA	ENSLOCP00000010627
PMZ_0045076-RA	ENSLOCP00000010628
PMZ_0002847-RA	ENSLOCP00000010629
PMZ_0020843-RA	ENSLOCP00000010629
PMZ_0010379-RA	ENSLOCP00000010632
PMZ_0047694-RA	ENSLOCP00000010632
PMZ_0000475-RA	ENSLOCP00000010636
PMZ_0012384-RA	ENSLOCP00000010637
PMZ_0042833-RA	ENSLOCP00000010637
PMZ_0013977-RA	ENSLOCP00000010641
PMZ_0033638-RA	ENSLOCP00000010644
PMZ_0042539-RA	ENSLOCP00000010644
PMZ_0035885-RA	ENSLOCP00000010645
PMZ_0034398-RA	ENSLOCP00000010645
PMZ_0042236-RA	ENSLOCP00000010646
PMZ_0031453-RA	ENSLOCP00000010649
PMZ_0040240-RA	ENSLOCP00000010653
PMZ_0014451-RA	ENSLOCP00000010656
PMZ_0037082-RA	ENSLOCP00000010656
PMZ_0044612-RA	ENSLOCP00000010660
PMZ_0040261-RA	ENSLOCP00000010661
PMZ_0010867-RA	ENSLOCP00000010662
PMZ_0048054-RA	ENSLOCP00000010662
PMZ_0020975-RA	ENSLOCP00000010664
PMZ_0045505-RA	ENSLOCP00000010666
PMZ_0032394-RA	ENSLOCP00000010666
PMZ_0002694-RA	ENSLOCP00000010667
PMZ_0046355-RA	ENSLOCP00000010668
PMZ_0042920-RA	ENSLOCP00000010669
PMZ_0026060-RA	ENSLOCP00000010673
PMZ_0046790-RA	ENSLOCP00000010673
PMZ_0030435-RA	ENSLOCP00000010675
PMZ_0043772-RA	ENSLOCP00000010676
PMZ_0035296-RA	ENSLOCP00000010676
PMZ_0040615-RA	ENSLOCP00000010677
PMZ_0013043-RA	ENSLOCP00000010677
PMZ_0045748-RA	ENSLOCP00000010678
PMZ_0040390-RA	ENSLOCP00000010679
PMZ_0027811-RA	ENSLOCP00000010684
PMZ_0042467-RA	ENSLOCP00000010684
PMZ_0038841-RA	ENSLOCP00000010686
PMZ_0038283-RA	ENSLOCP00000010689
PMZ_0010380-RA	ENSLOCP00000010691
PMZ_0045769-RA	ENSLOCP00000010692
PMZ_0043771-RA	ENSLOCP00000010693
PMZ_0032625-RA	ENSLOCP00000010697
PMZ_0031387-RA	ENSLOCP00000010697
PMZ_0015717-RA	ENSLOCP00000010698
PMZ_0042919-RA	ENSLOCP00000010699
PMZ_0010219-RA	ENSLOCP00000010700
PMZ_0030706-RA	ENSLOCP00000010703
PMZ_0036947-RA	ENSLOCP00000010703
PMZ_0007326-RA	ENSLOCP00000010704
PMZ_0045005-RA	ENSLOCP00000010705
PMZ_0045639-RA	ENSLOCP00000010707
PMZ_0031680-RA	ENSLOCP00000010707
PMZ_0046115-RA	ENSLOCP00000010708
PMZ_0032527-RA	ENSLOCP00000010709
PMZ_0042740-RA	ENSLOCP00000010710
PMZ_0012474-RA	ENSLOCP00000010710
PMZ_0041127-RA	ENSLOCP00000010712
PMZ_0042546-RA	ENSLOCP00000010714
PMZ_0006292-RA	ENSLOCP00000010720
PMZ_0040122-RA	ENSLOCP00000010720
PMZ_0008147-RA	ENSLOCP00000010722
PMZ_0044207-RA	ENSLOCP00000010724
PMZ_0033316-RA	ENSLOCP00000010726
PMZ_0047549-RA	ENSLOCP00000010726
PMZ_0042246-RA	ENSLOCP00000010729
PMZ_0033155-RA	ENSLOCP00000010729
PMZ_0043285-RA	ENSLOCP00000010730
PMZ_0009682-RA	ENSLOCP00000010732
PMZ_0035336-RA	ENSLOCP00000010732
PMZ_0008326-RA	ENSLOCP00000010733
PMZ_0008676-RA	ENSLOCP00000010734
PMZ_0008947-RA	ENSLOCP00000010738
PMZ_0038726-RA	ENSLOCP00000010742
PMZ_0046845-RA	ENSLOCP00000010742
PMZ_0042677-RA	ENSLOCP00000010743
PMZ_0043286-RA	ENSLOCP00000010743
PMZ_0044279-RA	ENSLOCP00000010744
PMZ_0034489-RA	ENSLOCP00000010745
PMZ_0048445-RA	ENSLOCP00000010745
PMZ_0018535-RA	ENSLOCP00000010746
PMZ_0044815-RA	ENSLOCP00000010746
PMZ_0030149-RA	ENSLOCP00000010749
PMZ_0038942-RA	ENSLOCP00000010749
PMZ_0009735-RA	ENSLOCP00000010753
PMZ_0033763-RA	ENSLOCP00000010754
PMZ_0045284-RA	ENSLOCP00000010754
PMZ_0028939-RA	ENSLOCP00000010759
PMZ_0030757-RA	ENSLOCP00000010761
PMZ_0002666-RA	ENSLOCP00000010763
PMZ_0011026-RA	ENSLOCP00000010764
PMZ_0040380-RA	ENSLOCP00000010767
PMZ_0033082-RA	ENSLOCP00000010769
PMZ_0045955-RA	ENSLOCP00000010772
PMZ_0040661-RA	ENSLOCP00000010773
PMZ_0047793-RA	ENSLOCP00000010773
PMZ_0034548-RA	ENSLOCP00000010775
PMZ_0034703-RA	ENSLOCP00000010775
PMZ_0043228-RA	ENSLOCP00000010776
PMZ_0043227-RA	ENSLOCP00000010776
PMZ_0004204-RA	ENSLOCP00000010779
PMZ_0034488-RA	ENSLOCP00000010779
PMZ_0033482-RA	ENSLOCP00000010780
PMZ_0031174-RA	ENSLOCP00000010781
PMZ_0003451-RA	ENSLOCP00000010782
PMZ_0027107-RA	ENSLOCP00000010782
PMZ_0040434-RA	ENSLOCP00000010784
PMZ_0044584-RA	ENSLOCP00000010787
PMZ_0044072-RA	ENSLOCP00000010793
PMZ_0042913-RA	ENSLOCP00000010794
PMZ_0042914-RA	ENSLOCP00000010796
PMZ_0045725-RA	ENSLOCP00000010802
PMZ_0034476-RA	ENSLOCP00000010806
PMZ_0035162-RA	ENSLOCP00000010806
PMZ_0032320-RA	ENSLOCP00000010807
PMZ_0029763-RA	ENSLOCP00000010807
PMZ_0042886-RA	ENSLOCP00000010808
PMZ_0036783-RA	ENSLOCP00000010808
PMZ_0043803-RA	ENSLOCP00000010809
PMZ_0044531-RA	ENSLOCP00000010811
PMZ_0043892-RA	ENSLOCP00000010813
PMZ_0042512-RA	ENSLOCP00000010815
PMZ_0014939-RA	ENSLOCP00000010816
PMZ_0036596-RA	ENSLOCP00000010816
PMZ_0046111-RA	ENSLOCP00000010817
PMZ_0030504-RA	ENSLOCP00000010820
PMZ_0042686-RA	ENSLOCP00000010821
PMZ_0009535-RA	ENSLOCP00000010823
PMZ_0046690-RA	ENSLOCP00000010825
PMZ_0046689-RA	ENSLOCP00000010825
PMZ_0031381-RA	ENSLOCP00000010826
PMZ_0042685-RA	ENSLOCP00000010832
PMZ_0017103-RA	ENSLOCP00000010834
PMZ_0047171-RA	ENSLOCP00000010834
PMZ_0003724-RA	ENSLOCP00000010835
PMZ_0020590-RA	ENSLOCP00000010836
PMZ_0048703-RA	ENSLOCP00000010836
PMZ_0033554-RA	ENSLOCP00000010841
PMZ_0032864-RA	ENSLOCP00000010841
PMZ_0011747-RA	ENSLOCP00000010844
PMZ_0027533-RA	ENSLOCP00000010846
PMZ_0000794-RA	ENSLOCP00000010847
PMZ_0012688-RA	ENSLOCP00000010849
PMZ_0044535-RA	ENSLOCP00000010849
PMZ_0033467-RA	ENSLOCP00000010850
PMZ_0017577-RA	ENSLOCP00000010854
PMZ_0008573-RA	ENSLOCP00000010856
PMZ_0031633-RA	ENSLOCP00000010858
PMZ_0044101-RA	ENSLOCP00000010858
PMZ_0031875-RA	ENSLOCP00000010859
PMZ_0044837-RA	ENSLOCP00000010860
PMZ_0031044-RA	ENSLOCP00000010860
PMZ_0046388-RA	ENSLOCP00000010861
PMZ_0046389-RA	ENSLOCP00000010861
PMZ_0027582-RA	ENSLOCP00000010864
PMZ_0013195-RA	ENSLOCP00000010866
PMZ_0042891-RA	ENSLOCP00000010867
PMZ_0042892-RA	ENSLOCP00000010867
PMZ_0042533-RA	ENSLOCP00000010868
PMZ_0042534-RA	ENSLOCP00000010868
PMZ_0041013-RA	ENSLOCP00000010871
PMZ_0040806-RA	ENSLOCP00000010871
PMZ_0007251-RA	ENSLOCP00000010873
PMZ_0027064-RA	ENSLOCP00000010874
PMZ_0034501-RA	ENSLOCP00000010874
PMZ_0003688-RA	ENSLOCP00000010876
PMZ_0034876-RA	ENSLOCP00000010877
PMZ_0032151-RA	ENSLOCP00000010879
PMZ_0042972-RA	ENSLOCP00000010880
PMZ_0034577-RA	ENSLOCP00000010884
PMZ_0044649-RA	ENSLOCP00000010884
PMZ_0037315-RA	ENSLOCP00000010885
PMZ_0035925-RA	ENSLOCP00000010887
PMZ_0015903-RA	ENSLOCP00000010889
PMZ_0042896-RA	ENSLOCP00000010889
PMZ_0017731-RA	ENSLOCP00000010892
PMZ_0044222-RA	ENSLOCP00000010893
PMZ_0040033-RA	ENSLOCP00000010893
PMZ_0003109-RA	ENSLOCP00000010896
PMZ_0004075-RA	ENSLOCP00000010897
PMZ_0028334-RA	ENSLOCP00000010899
PMZ_0032820-RA	ENSLOCP00000010899
PMZ_0019026-RA	ENSLOCP00000010900
PMZ_0045838-RA	ENSLOCP00000010901
PMZ_0013196-RA	ENSLOCP00000010901
PMZ_0003690-RA	ENSLOCP00000010902
PMZ_0026222-RA	ENSLOCP00000010902
PMZ_0042550-RA	ENSLOCP00000010903
PMZ_0015700-RA	ENSLOCP00000010906
PMZ_0003453-RA	ENSLOCP00000010906
PMZ_0041014-RA	ENSLOCP00000010907
PMZ_0009134-RA	ENSLOCP00000010907
PMZ_0002711-RA	ENSLOCP00000010908
PMZ_0035491-RA	ENSLOCP00000010908
PMZ_0031153-RA	ENSLOCP00000010909
PMZ_0002362-RA	ENSLOCP00000010911
PMZ_0047149-RA	ENSLOCP00000010911
PMZ_0026748-RA	ENSLOCP00000010912
PMZ_0016910-RA	ENSLOCP00000010912
PMZ_0000996-RA	ENSLOCP00000010913
PMZ_0022626-RA	ENSLOCP00000010915
PMZ_0004674-RA	ENSLOCP00000010915
PMZ_0044380-RA	ENSLOCP00000010916
PMZ_0048623-RA	ENSLOCP00000010918
PMZ_0003686-RA	ENSLOCP00000010921
PMZ_0047595-RA	ENSLOCP00000010921
PMZ_0026208-RA	ENSLOCP00000010923
PMZ_0035135-RA	ENSLOCP00000010923
PMZ_0045712-RA	ENSLOCP00000010927
PMZ_0042420-RA	ENSLOCP00000010927
PMZ_0040162-RA	ENSLOCP00000010928
PMZ_0046227-RA	ENSLOCP00000010928
PMZ_0041461-RA	ENSLOCP00000010934
PMZ_0034582-RA	ENSLOCP00000010935
PMZ_0028920-RA	ENSLOCP00000010937
PMZ_0034436-RA	ENSLOCP00000010938
PMZ_0033538-RA	ENSLOCP00000010939
PMZ_0030419-RA	ENSLOCP00000010939
PMZ_0019434-RA	ENSLOCP00000010940
PMZ_0005441-RA	ENSLOCP00000010940
PMZ_0002495-RA	ENSLOCP00000010941
PMZ_0042967-RA	ENSLOCP00000010941
PMZ_0022886-RA	ENSLOCP00000010942
PMZ_0029737-RA	ENSLOCP00000010942
PMZ_0022348-RA	ENSLOCP00000010943
PMZ_0040307-RA	ENSLOCP00000010949
PMZ_0018441-RA	ENSLOCP00000010949
PMZ_0033087-RA	ENSLOCP00000010950
