SINCAM000007	SINLEJ008012
SINCAM009442	SINLEJ017780
SINCAM009450	SINLEJ013421
SINCAM009450	SINLEJ008171
SINCAM009453	SINLEJ013456
SINCAM009453	SINLEJ008170
SINCAM009455	SINLEJ017189
SINCAM009455	SINLEJ013427
SINCAM009457	SINLEJ002815
SINCAM009458	SINLEJ015922
SINCAM009458	SINLEJ011935
SINCAM009459	SINLEJ013429
SINCAM009459	SINLEJ008351
SINCAM009461	SINLEJ007914
SINCAM009461	SINLEJ007916
SINCAM009462	SINLEJ012070
SINCAM009462	SINLEJ007917
SINCAM009464	SINLEJ012067
SINCAM009467	SINLEJ007859
SINCAM009476	SINLEJ013302
SINCAM009476	SINLEJ017523
SINCAM009477	SINLEJ001923
SINCAM009477	SINLEJ001922
SINCAM009480	SINLEJ007697
SINCAM009480	SINLEJ007694
SINCAM009481	SINLEJ003044
SINCAM009482	SINLEJ007814
SINCAM009482	SINLEJ017067
SINCAM009485	SINLEJ007811
SINCAM009485	SINLEJ013220
SINCAM009486	SINLEJ012196
SINCAM009486	SINLEJ007810
SINCAM009487	SINLEJ007813
SINCAM009488	SINLEJ018324
SINCAM009488	SINLEJ018566
SINCAM009489	SINLEJ019207
SINCAM009489	SINLEJ019358
SINCAM009492	SINLEJ007714
SINCAM009493	SINLEJ012207
SINCAM009494	SINLEJ018936
SINCAM009496	SINLEJ011784
SINCAM009501	SINLEJ015546
SINCAM009501	SINLEJ013983
SINCAM009504	SINLEJ011856
SINCAM009504	SINLEJ011857
SINCAM009505	SINLEJ013702
SINCAM009507	SINLEJ011761
SINCAM009507	SINLEJ011774
SINCAM009508	SINLEJ018549
SINCAM009508	SINLEJ019326
SINCAM009510	SINLEJ018168
SINCAM009510	SINLEJ018167
SINCAM009512	SINLEJ011794
SINCAM009512	SINLEJ013812
SINCAM009515	SINLEJ013412
SINCAM009515	SINLEJ011723
SINCAM009518	SINLEJ011709
SINCAM009518	SINLEJ011707
SINCAM009520	SINLEJ018371
SINCAM009520	SINLEJ018978
SINCAM009521	SINLEJ018372
SINCAM009523	SINLEJ011747
SINCAM009523	SINLEJ014239
SINCAM009524	SINLEJ013310
SINCAM009524	SINLEJ017514
SINCAM009527	SINLEJ014963
SINCAM009528	SINLEJ016952
SINCAM009530	SINLEJ016951
SINCAM009530	SINLEJ016961
SINCAM009531	SINLEJ012213
SINCAM009533	SINLEJ007899
SINCAM009533	SINLEJ007898
SINCAM009536	SINLEJ007872
SINCAM009536	SINLEJ007871
SINCAM009541	SINLEJ012238
SINCAM009541	SINLEJ007854
SINCAM009542	SINLEJ007903
SINCAM009543	SINLEJ012167
SINCAM009543	SINLEJ007902
SINCAM009544	SINLEJ007909
SINCAM009544	SINLEJ003791
SINCAM009545	SINLEJ007907
SINCAM009546	SINLEJ007875
SINCAM009546	SINLEJ007874
SINCAM009549	SINLEJ003786
SINCAM009551	SINLEJ007786
SINCAM009552	SINLEJ011787
SINCAM009553	SINLEJ011832
SINCAM009553	SINLEJ011831
SINCAM009554	SINLEJ000055
SINCAM009555	SINLEJ008152
SINCAM009555	SINLEJ018558
SINCAM009559	SINLEJ013365
SINCAM009559	SINLEJ018407
SINCAM009562	SINLEJ018883
SINCAM009565	SINLEJ007777
SINCAM009565	SINLEJ012220
SINCAM009566	SINLEJ007778
SINCAM009566	SINLEJ012219
SINCAM009567	SINLEJ007780
SINCAM009567	SINLEJ017870
SINCAM009568	SINLEJ007781
SINCAM009568	SINLEJ012243
SINCAM009569	SINLEJ007783
SINCAM009569	SINLEJ007784
SINCAM009571	SINLEJ007785
SINCAM009574	SINLEJ015283
SINCAM009575	SINLEJ001748
SINCAM009576	SINLEJ011474
SINCAM009581	SINLEJ017607
SINCAM009583	SINLEJ013748
SINCAM009583	SINLEJ012316
SINCAM009584	SINLEJ012323
SINCAM009584	SINLEJ012322
SINCAM009585	SINLEJ013724
SINCAM009586	SINLEJ018118
SINCAM009587	SINLEJ015631
SINCAM009588	SINLEJ010291
SINCAM009591	SINLEJ019093
SINCAM009594	SINLEJ012381
SINCAM009594	SINLEJ011479
SINCAM009595	SINLEJ011483
SINCAM009597	SINLEJ017665
SINCAM009597	SINLEJ012339
SINCAM009598	SINLEJ012336
SINCAM009598	SINLEJ007440
SINCAM009599	SINLEJ009551
SINCAM009600	SINLEJ011441
SINCAM009600	SINLEJ011442
SINCAM009603	SINLEJ010255
SINCAM009603	SINLEJ010256
SINCAM009604	SINLEJ007288
SINCAM009604	SINLEJ011365
SINCAM009605	SINLEJ010227
SINCAM009605	SINLEJ010219
SINCAM009607	SINLEJ010233
SINCAM009607	SINLEJ010225
SINCAM009608	SINLEJ011484
SINCAM009608	SINLEJ007282
SINCAM009610	SINLEJ010273
SINCAM009610	SINLEJ010274
SINCAM009618	SINLEJ010253
SINCAM009618	SINLEJ008166
SINCAM009619	SINLEJ010214
SINCAM009620	SINLEJ007212
SINCAM009620	SINLEJ015699
SINCAM009622	SINLEJ013684
SINCAM009623	SINLEJ010250
SINCAM009623	SINLEJ011432
SINCAM009628	SINLEJ013690
SINCAM009628	SINLEJ013688
SINCAM009629	SINLEJ007274
SINCAM009629	SINLEJ001209
SINCAM009630	SINLEJ009418
SINCAM009632	SINLEJ011438
SINCAM009632	SINLEJ003782
SINCAM009633	SINLEJ015679
SINCAM009633	SINLEJ010194
SINCAM009635	SINLEJ010197
SINCAM009636	SINLEJ010200
SINCAM009636	SINLEJ010201
SINCAM009637	SINLEJ017612
SINCAM009637	SINLEJ010733
SINCAM009639	SINLEJ011379
SINCAM009639	SINLEJ010124
SINCAM009640	SINLEJ010190
SINCAM009642	SINLEJ012418
SINCAM009642	SINLEJ009513
SINCAM009643	SINLEJ011461
SINCAM009643	SINLEJ013720
SINCAM009645	SINLEJ007294
SINCAM009647	SINLEJ012266
SINCAM009647	SINLEJ000446
SINCAM009648	SINLEJ009463
SINCAM009648	SINLEJ013662
SINCAM009649	SINLEJ009460
SINCAM009650	SINLEJ010104
SINCAM009650	SINLEJ010103
SINCAM009651	SINLEJ010101
SINCAM009651	SINLEJ009459
SINCAM009652	SINLEJ011435
SINCAM009652	SINLEJ011436
SINCAM009653	SINLEJ010241
SINCAM009653	SINLEJ018136
SINCAM009654	SINLEJ018122
SINCAM009654	SINLEJ011424
SINCAM009659	SINLEJ010226
SINCAM009659	SINLEJ010234
SINCAM009660	SINLEJ011421
SINCAM009662	SINLEJ010119
SINCAM009662	SINLEJ009501
SINCAM009663	SINLEJ009500
SINCAM009664	SINLEJ010115
SINCAM009667	SINLEJ012300
SINCAM009668	SINLEJ007321
SINCAM009668	SINLEJ012286
SINCAM009669	SINLEJ018863
SINCAM009669	SINLEJ011378
SINCAM009670	SINLEJ012385
SINCAM009670	SINLEJ012267
SINCAM009671	SINLEJ010157
SINCAM009672	SINLEJ010154
SINCAM009672	SINLEJ010155
SINCAM009673	SINLEJ010153
SINCAM009675	SINLEJ012281
SINCAM009675	SINLEJ012280
SINCAM009676	SINLEJ010090
SINCAM009678	SINLEJ010105
SINCAM009680	SINLEJ011356
SINCAM009680	SINLEJ012285
SINCAM009682	SINLEJ013641
SINCAM009682	SINLEJ010137
SINCAM009684	SINLEJ007265
SINCAM009684	SINLEJ013642
SINCAM009685	SINLEJ012335
SINCAM009690	SINLEJ012253
SINCAM009690	SINLEJ007363
SINCAM009691	SINLEJ007361
SINCAM009691	SINLEJ012254
SINCAM009692	SINLEJ007359
SINCAM009692	SINLEJ009405
SINCAM009695	SINLEJ011482
SINCAM009695	SINLEJ007357
SINCAM009696	SINLEJ019395
SINCAM009698	SINLEJ010158
SINCAM009698	SINLEJ007264
SINCAM009699	SINLEJ015777
SINCAM009701	SINLEJ019431
SINCAM009701	SINLEJ019434
SINCAM009702	SINLEJ011352
SINCAM009703	SINLEJ011351
SINCAM009707	SINLEJ015693
SINCAM009707	SINLEJ013660
SINCAM009709	SINLEJ012374
SINCAM009709	SINLEJ009469
SINCAM009710	SINLEJ011346
SINCAM009711	SINLEJ009471
SINCAM009712	SINLEJ017663
SINCAM009712	SINLEJ012342
SINCAM009714	SINLEJ009475
SINCAM009715	SINLEJ017846
SINCAM009715	SINLEJ017847
SINCAM009716	SINLEJ013758
SINCAM009716	SINLEJ012344
SINCAM009718	SINLEJ012270
SINCAM009719	SINLEJ009526
SINCAM009719	SINLEJ007364
SINCAM009720	SINLEJ007339
SINCAM009720	SINLEJ011416
SINCAM009721	SINLEJ012419
SINCAM009722	SINLEJ011370
SINCAM009722	SINLEJ001270
SINCAM009725	SINLEJ007392
SINCAM009730	SINLEJ011491
SINCAM009734	SINLEJ009585
SINCAM009739	SINLEJ009486
SINCAM009741	SINLEJ008023
SINCAM009742	SINLEJ017597
SINCAM009742	SINLEJ017731
SINCAM009746	SINLEJ012362
SINCAM009747	SINLEJ011105
SINCAM009749	SINLEJ013965
SINCAM009750	SINLEJ007418
SINCAM009754	SINLEJ011359
SINCAM009756	SINLEJ012406
SINCAM009758	SINLEJ011299
SINCAM009758	SINLEJ011300
SINCAM009760	SINLEJ010078
SINCAM009762	SINLEJ012276
SINCAM009765	SINLEJ015803
SINCAM009765	SINLEJ007421
SINCAM009767	SINLEJ010095
SINCAM009769	SINLEJ012277
SINCAM009774	SINLEJ010176
SINCAM009774	SINLEJ007428
SINCAM009775	SINLEJ012272
SINCAM009775	SINLEJ010173
SINCAM009777	SINLEJ009531
SINCAM009781	SINLEJ007319
SINCAM009781	SINLEJ007320
SINCAM009784	SINLEJ012366
SINCAM009785	SINLEJ010272
SINCAM009786	SINLEJ012665
SINCAM009787	SINLEJ011449
SINCAM009787	SINLEJ013668
SINCAM009788	SINLEJ010278
SINCAM009788	SINLEJ014869
SINCAM009791	SINLEJ012312
SINCAM009794	SINLEJ012355
SINCAM009794	SINLEJ007257
SINCAM009797	SINLEJ015651
SINCAM009797	SINLEJ010246
SINCAM009798	SINLEJ012353
SINCAM009799	SINLEJ012352
SINCAM009802	SINLEJ011402
SINCAM009803	SINLEJ009472
SINCAM009803	SINLEJ010150
SINCAM009804	SINLEJ010148
SINCAM009804	SINLEJ010147
SINCAM009805	SINLEJ010146
SINCAM009806	SINLEJ010145
SINCAM009806	SINLEJ017851
SINCAM009807	SINLEJ010143
SINCAM009807	SINLEJ010144
SINCAM009808	SINLEJ010141
SINCAM009808	SINLEJ011375
SINCAM009809	SINLEJ010140
SINCAM009811	SINLEJ012388
SINCAM009813	SINLEJ009542
SINCAM009814	SINLEJ009453
SINCAM009814	SINLEJ012351
SINCAM009815	SINLEJ007203
SINCAM009815	SINLEJ015708
SINCAM009819	SINLEJ012361
SINCAM009820	SINLEJ013752
SINCAM009821	SINLEJ017171
SINCAM009821	SINLEJ007206
SINCAM009822	SINLEJ010075
SINCAM009823	SINLEJ011469
SINCAM009824	SINLEJ015817
SINCAM009825	SINLEJ015815
SINCAM009825	SINLEJ007309
SINCAM009826	SINLEJ015816
SINCAM009827	SINLEJ013706
SINCAM009827	SINLEJ011347
SINCAM009828	SINLEJ011489
SINCAM009828	SINLEJ017932
SINCAM009831	SINLEJ017664
SINCAM009831	SINLEJ012341
SINCAM009832	SINLEJ013663
SINCAM009833	SINLEJ011371
SINCAM009836	SINLEJ012420
SINCAM009838	SINLEJ011315
SINCAM009838	SINLEJ015687
SINCAM009839	SINLEJ017611
SINCAM009839	SINLEJ012389
SINCAM009841	SINLEJ010085
SINCAM009842	SINLEJ010159
SINCAM009843	SINLEJ010082
SINCAM009843	SINLEJ012401
SINCAM009844	SINLEJ011306
SINCAM009845	SINLEJ011307
SINCAM009845	SINLEJ011308
SINCAM009848	SINLEJ009445
SINCAM009848	SINLEJ005038
SINCAM009850	SINLEJ013762
SINCAM009850	SINLEJ001226
SINCAM009852	SINLEJ011098
SINCAM009853	SINLEJ007386
SINCAM009853	SINLEJ007385
SINCAM009855	SINLEJ007201
SINCAM009855	SINLEJ017166
SINCAM009857	SINLEJ012368
SINCAM009858	SINLEJ012370
SINCAM009858	SINLEJ012369
SINCAM009860	SINLEJ017252
SINCAM009860	SINLEJ017249
SINCAM009861	SINLEJ015794
SINCAM009861	SINLEJ015796
SINCAM009862	SINLEJ011473
SINCAM009864	SINLEJ010079
SINCAM009864	SINLEJ010080
SINCAM009865	SINLEJ007377
SINCAM009866	SINLEJ012303
SINCAM009867	SINLEJ011343
SINCAM009870	SINLEJ015656
SINCAM009870	SINLEJ007255
SINCAM009871	SINLEJ007256
SINCAM009871	SINLEJ015654
SINCAM009873	SINLEJ010171
SINCAM009874	SINLEJ009424
SINCAM009874	SINLEJ009422
SINCAM009875	SINLEJ007330
SINCAM009875	SINLEJ010242
SINCAM009876	SINLEJ009043
SINCAM009877	SINLEJ013637
SINCAM009879	SINLEJ012289
SINCAM009881	SINLEJ014318
SINCAM009882	SINLEJ012290
SINCAM009884	SINLEJ010247
SINCAM009885	SINLEJ012311
SINCAM009885	SINLEJ007303
SINCAM009886	SINLEJ013699
SINCAM009887	SINLEJ012309
SINCAM009887	SINLEJ007366
SINCAM009888	SINLEJ010186
SINCAM009888	SINLEJ011313
SINCAM009889	SINLEJ010187
SINCAM009890	SINLEJ010076
SINCAM009892	SINLEJ007368
SINCAM009892	SINLEJ012296
SINCAM009893	SINLEJ018033
SINCAM009896	SINLEJ013648
SINCAM009898	SINLEJ012565
SINCAM009898	SINLEJ000111
SINCAM009900	SINLEJ015787
SINCAM009900	SINLEJ010183
SINCAM009902	SINLEJ007346
SINCAM009903	SINLEJ015790
SINCAM009905	SINLEJ009511
SINCAM009905	SINLEJ011616
SINCAM009908	SINLEJ011389
SINCAM009908	SINLEJ011396
SINCAM009914	SINLEJ010212
SINCAM009914	SINLEJ009579
SINCAM009915	SINLEJ011400
SINCAM009915	SINLEJ011401
SINCAM009916	SINLEJ012249
SINCAM009916	SINLEJ009328
SINCAM009917	SINLEJ009474
SINCAM009920	SINLEJ010259
SINCAM009920	SINLEJ010258
SINCAM009921	SINLEJ015775
SINCAM009923	SINLEJ010109
SINCAM009923	SINLEJ003322
SINCAM009925	SINLEJ012274
SINCAM009928	SINLEJ006166
SINCAM009930	SINLEJ014151
SINCAM009930	SINLEJ007169
SINCAM009931	SINLEJ014171
SINCAM009931	SINLEJ014153
SINCAM009932	SINLEJ014170
SINCAM009932	SINLEJ014154
SINCAM009933	SINLEJ006396
SINCAM009933	SINLEJ011983
SINCAM009934	SINLEJ007168
SINCAM009934	SINLEJ600499
SINCAM009937	SINLEJ010518
SINCAM009937	SINLEJ010519
SINCAM009942	SINLEJ018988
SINCAM009942	SINLEJ012145
SINCAM009943	SINLEJ010522
SINCAM009951	SINLEJ006527
SINCAM009954	SINLEJ006517
SINCAM009954	SINLEJ600070
SINCAM009955	SINLEJ010609
SINCAM009956	SINLEJ006752
SINCAM009958	SINLEJ007032
SINCAM009958	SINLEJ018997
SINCAM009961	SINLEJ005400
SINCAM009962	SINLEJ007114
SINCAM009970	SINLEJ006389
SINCAM009972	SINLEJ014134
SINCAM009973	SINLEJ006366
SINCAM009979	SINLEJ015171
SINCAM009980	SINLEJ006628
SINCAM009980	SINLEJ006629
SINCAM009981	SINLEJ006612
SINCAM009984	SINLEJ010552
SINCAM009984	SINLEJ006662
SINCAM009987	SINLEJ003129
SINCAM009988	SINLEJ018742
SINCAM009992	SINLEJ013164
SINCAM010001	SINLEJ003255
SINCAM010003	SINLEJ011897
SINCAM010005	SINLEJ011895
SINCAM010006	SINLEJ015043
SINCAM010007	SINLEJ015180
SINCAM010007	SINLEJ015181
SINCAM010008	SINLEJ015178
SINCAM010008	SINLEJ004539
SINCAM010009	SINLEJ015179
SINCAM010011	SINLEJ004482
SINCAM010011	SINLEJ004481
SINCAM010012	SINLEJ015206
SINCAM010013	SINLEJ016855
SINCAM010016	SINLEJ014130
SINCAM010016	SINLEJ016095
SINCAM010017	SINLEJ004548
SINCAM010018	SINLEJ018502
SINCAM010018	SINLEJ003713
SINCAM010019	SINLEJ008083
SINCAM010020	SINLEJ018916
SINCAM010026	SINLEJ018803
SINCAM010034	SINLEJ006512
SINCAM010038	SINLEJ010637
SINCAM010038	SINLEJ010635
SINCAM010040	SINLEJ010601
SINCAM010042	SINLEJ010507
SINCAM010043	SINLEJ015549
SINCAM010043	SINLEJ006551
SINCAM010048	SINLEJ006663
SINCAM010051	SINLEJ005752
SINCAM010051	SINLEJ005743
SINCAM010056	SINLEJ010620
SINCAM010056	SINLEJ006660
SINCAM010057	SINLEJ010622
SINCAM010057	SINLEJ005676
SINCAM010060	SINLEJ010581
SINCAM010060	SINLEJ010583
SINCAM010068	SINLEJ015158
SINCAM010069	SINLEJ000590
SINCAM010070	SINLEJ012093
SINCAM010072	SINLEJ008421
SINCAM010074	SINLEJ004308
SINCAM010078	SINLEJ000948
SINCAM010085	SINLEJ011873
SINCAM010088	SINLEJ004558
SINCAM010093	SINLEJ004449
SINCAM010103	SINLEJ012040
SINCAM010104	SINLEJ017437
SINCAM010106	SINLEJ004330
SINCAM010106	SINLEJ017703
SINCAM010110	SINLEJ004374
SINCAM010115	SINLEJ000970
SINCAM010115	SINLEJ000971
SINCAM010118	SINLEJ007954
SINCAM010120	SINLEJ001005
SINCAM010120	SINLEJ004492
SINCAM010124	SINLEJ015199
SINCAM010127	SINLEJ004328
SINCAM010132	SINLEJ004591
SINCAM010137	SINLEJ004500
SINCAM010137	SINLEJ000957
SINCAM010138	SINLEJ004404
SINCAM010139	SINLEJ012004
SINCAM010141	SINLEJ004266
SINCAM010142	SINLEJ012010
SINCAM010143	SINLEJ015134
SINCAM010143	SINLEJ000044
SINCAM010144	SINLEJ004571
SINCAM010144	SINLEJ015135
SINCAM010145	SINLEJ015140
SINCAM010145	SINLEJ004471
SINCAM010147	SINLEJ015137
SINCAM010148	SINLEJ004472
SINCAM010149	SINLEJ007448
SINCAM010149	SINLEJ007447
SINCAM010154	SINLEJ015147
SINCAM010154	SINLEJ015148
SINCAM010162	SINLEJ015149
SINCAM010162	SINLEJ004373
SINCAM010163	SINLEJ004359
SINCAM010163	SINLEJ004357
SINCAM010166	SINLEJ001010
SINCAM010167	SINLEJ001007
SINCAM010167	SINLEJ017803
SINCAM010169	SINLEJ004370
SINCAM010170	SINLEJ004394
SINCAM010171	SINLEJ004399
SINCAM010171	SINLEJ017300
SINCAM010172	SINLEJ001003
SINCAM010174	SINLEJ004390
SINCAM010176	SINLEJ011981
SINCAM010179	SINLEJ004525
SINCAM010179	SINLEJ011066
SINCAM010180	SINLEJ019069
SINCAM010184	SINLEJ007038
SINCAM010192	SINLEJ006936
SINCAM010193	SINLEJ018132
SINCAM010195	SINLEJ015319
SINCAM010200	SINLEJ003019
SINCAM010203	SINLEJ009408
SINCAM010203	SINLEJ017504
SINCAM010206	SINLEJ018300
SINCAM010206	SINLEJ006947
SINCAM010207	SINLEJ019161
SINCAM010207	SINLEJ019118
SINCAM010208	SINLEJ012895
SINCAM010216	SINLEJ006261
SINCAM010224	SINLEJ006271
SINCAM010224	SINLEJ007045
SINCAM010227	SINLEJ006310
SINCAM010228	SINLEJ014147
SINCAM010228	SINLEJ007105
SINCAM010229	SINLEJ014178
SINCAM010230	SINLEJ011157
SINCAM010244	SINLEJ006307
SINCAM010251	SINLEJ002819
SINCAM010263	SINLEJ019158
SINCAM010263	SINLEJ018869
SINCAM010266	SINLEJ003040
SINCAM010266	SINLEJ003041
SINCAM010267	SINLEJ008013
SINCAM010267	SINLEJ017491
SINCAM010268	SINLEJ010516
SINCAM010271	SINLEJ010695
SINCAM010275	SINLEJ008047
SINCAM010276	SINLEJ010543
SINCAM010278	SINLEJ007449
SINCAM010279	SINLEJ006324
SINCAM010281	SINLEJ006321
SINCAM010284	SINLEJ003017
SINCAM010287	SINLEJ006248
SINCAM010288	SINLEJ003012
SINCAM010290	SINLEJ006279
SINCAM010292	SINLEJ002824
SINCAM010293	SINLEJ007184
SINCAM010293	SINLEJ009692
SINCAM010295	SINLEJ018417
SINCAM010295	SINLEJ017722
SINCAM010297	SINLEJ019376
SINCAM010298	SINLEJ014090
SINCAM010302	SINLEJ003035
SINCAM010303	SINLEJ009176
SINCAM010306	SINLEJ011238
SINCAM010306	SINLEJ008764
SINCAM010307	SINLEJ011237
SINCAM010309	SINLEJ016928
SINCAM010309	SINLEJ014587
SINCAM010310	SINLEJ014064
SINCAM010310	SINLEJ014066
SINCAM010311	SINLEJ018746
SINCAM010311	SINLEJ018359
SINCAM010313	SINLEJ016324
SINCAM010314	SINLEJ009333
SINCAM010314	SINLEJ017324
SINCAM010316	SINLEJ014067
SINCAM010319	SINLEJ013931
SINCAM010326	SINLEJ008745
SINCAM010326	SINLEJ013037
SINCAM010327	SINLEJ009215
SINCAM010327	SINLEJ013056
SINCAM010330	SINLEJ018905
SINCAM010330	SINLEJ018906
SINCAM010331	SINLEJ014780
SINCAM010331	SINLEJ014784
SINCAM010332	SINLEJ017123
SINCAM010333	SINLEJ017122
SINCAM010334	SINLEJ011279
SINCAM010334	SINLEJ012330
SINCAM010337	SINLEJ011278
SINCAM010338	SINLEJ009219
SINCAM010338	SINLEJ013955
SINCAM010347	SINLEJ011195
SINCAM010348	SINLEJ016337
SINCAM010348	SINLEJ008888
SINCAM010350	SINLEJ014050
SINCAM010350	SINLEJ009345
SINCAM010351	SINLEJ014055
SINCAM010351	SINLEJ009234
SINCAM010353	SINLEJ008761
SINCAM010359	SINLEJ013060
SINCAM010360	SINLEJ018557
SINCAM010361	SINLEJ008747
SINCAM010361	SINLEJ018100
SINCAM010364	SINLEJ008743
SINCAM010365	SINLEJ003726
SINCAM010365	SINLEJ003728
SINCAM010367	SINLEJ018357
SINCAM010368	SINLEJ013956
SINCAM010372	SINLEJ009360
SINCAM010372	SINLEJ009359
SINCAM010374	SINLEJ008893
SINCAM010374	SINLEJ016332
SINCAM010379	SINLEJ009358
SINCAM010380	SINLEJ017632
SINCAM010380	SINLEJ011103
SINCAM010381	SINLEJ014014
SINCAM010381	SINLEJ014013
SINCAM010382	SINLEJ008753
SINCAM010383	SINLEJ014071
SINCAM010383	SINLEJ019290
SINCAM010384	SINLEJ011094
SINCAM010384	SINLEJ017639
SINCAM010385	SINLEJ008732
SINCAM010386	SINLEJ013938
SINCAM010388	SINLEJ017655
SINCAM010388	SINLEJ011093
SINCAM010392	SINLEJ009346
SINCAM010393	SINLEJ008714
SINCAM010395	SINLEJ009207
SINCAM010396	SINLEJ019042
SINCAM010397	SINLEJ014144
SINCAM010399	SINLEJ009342
SINCAM010401	SINLEJ011242
SINCAM010404	SINLEJ017126
SINCAM010404	SINLEJ011184
SINCAM010406	SINLEJ016032
SINCAM010406	SINLEJ016040
SINCAM010407	SINLEJ011112
SINCAM010410	SINLEJ009378
SINCAM010411	SINLEJ015395
SINCAM010412	SINLEJ009376
SINCAM010412	SINLEJ008912
SINCAM010415	SINLEJ009374
SINCAM010418	SINLEJ003173
SINCAM010419	SINLEJ009634
SINCAM010419	SINLEJ005475
SINCAM010421	SINLEJ011095
SINCAM010421	SINLEJ017638
SINCAM010422	SINLEJ008739
SINCAM010423	SINLEJ009238
SINCAM010423	SINLEJ009237
SINCAM010424	SINLEJ009253
SINCAM010425	SINLEJ009252
SINCAM010425	SINLEJ019463
SINCAM010426	SINLEJ009251
SINCAM010427	SINLEJ011791
SINCAM010427	SINLEJ014383
SINCAM010428	SINLEJ011109
SINCAM010429	SINLEJ009335
SINCAM010430	SINLEJ009334
SINCAM010432	SINLEJ009357
SINCAM010432	SINLEJ009356
SINCAM010436	SINLEJ015830
SINCAM010438	SINLEJ012973
SINCAM010439	SINLEJ018110
SINCAM010441	SINLEJ013104
SINCAM010443	SINLEJ018791
SINCAM010443	SINLEJ018948
SINCAM010444	SINLEJ010320
SINCAM010447	SINLEJ011190
SINCAM010449	SINLEJ008050
SINCAM010452	SINLEJ009230
SINCAM010453	SINLEJ015874
SINCAM010453	SINLEJ009228
SINCAM010454	SINLEJ009227
SINCAM010455	SINLEJ011115
SINCAM010456	SINLEJ008712
SINCAM010456	SINLEJ008713
SINCAM010458	SINLEJ015822
SINCAM010458	SINLEJ006491
SINCAM010459	SINLEJ008090
SINCAM010459	SINLEJ013941
SINCAM010460	SINLEJ012174
SINCAM010463	SINLEJ017919
SINCAM010463	SINLEJ007841
SINCAM010465	SINLEJ011211
SINCAM010469	SINLEJ008834
SINCAM010470	SINLEJ013115
SINCAM010471	SINLEJ019082
SINCAM010471	SINLEJ018678
SINCAM010473	SINLEJ009305
SINCAM010473	SINLEJ009306
SINCAM010475	SINLEJ011219
SINCAM010476	SINLEJ003178
SINCAM010476	SINLEJ009382
SINCAM010477	SINLEJ009379
SINCAM010478	SINLEJ017907
SINCAM010478	SINLEJ017906
SINCAM010480	SINLEJ001255
SINCAM010481	SINLEJ011224
SINCAM010481	SINLEJ009308
SINCAM010482	SINLEJ013939
SINCAM010488	SINLEJ018098
SINCAM010488	SINLEJ009198
SINCAM010489	SINLEJ019410
SINCAM010491	SINLEJ011146
SINCAM010491	SINLEJ018097
SINCAM010492	SINLEJ018755
SINCAM010493	SINLEJ013946
SINCAM010498	SINLEJ009177
SINCAM010499	SINLEJ011280
SINCAM010501	SINLEJ009187
SINCAM010503	SINLEJ009188
SINCAM010503	SINLEJ011290
SINCAM010505	SINLEJ013957
SINCAM010505	SINLEJ008767
SINCAM010506	SINLEJ008757
SINCAM010506	SINLEJ008758
SINCAM010508	SINLEJ009245
SINCAM010508	SINLEJ009243
SINCAM010509	SINLEJ011838
SINCAM010509	SINLEJ011837
SINCAM010510	SINLEJ008813
SINCAM010510	SINLEJ008814
SINCAM010511	SINLEJ008815
SINCAM010511	SINLEJ014801
SINCAM010512	SINLEJ014040
SINCAM010512	SINLEJ014039
SINCAM010513	SINLEJ008750
SINCAM010517	SINLEJ014049
SINCAM010519	SINLEJ016331
SINCAM010519	SINLEJ016330
SINCAM010521	SINLEJ015823
SINCAM010521	SINLEJ015824
SINCAM010522	SINLEJ016319
SINCAM010525	SINLEJ011232
SINCAM010526	SINLEJ011148
SINCAM010526	SINLEJ009191
SINCAM010527	SINLEJ008879
SINCAM010529	SINLEJ008882
SINCAM010529	SINLEJ011282
SINCAM010531	SINLEJ009296
SINCAM010534	SINLEJ013032
SINCAM010534	SINLEJ013029
SINCAM010536	SINLEJ014694
SINCAM010537	SINLEJ013030
SINCAM010537	SINLEJ013031
SINCAM010544	SINLEJ009201
SINCAM010545	SINLEJ011136
SINCAM010546	SINLEJ008727
SINCAM010546	SINLEJ011197
SINCAM010552	SINLEJ018981
SINCAM010553	SINLEJ009348
SINCAM010554	SINLEJ009347
SINCAM010557	SINLEJ600238
SINCAM010557	SINLEJ007987
SINCAM010563	SINLEJ008998
SINCAM010566	SINLEJ012980
SINCAM010570	SINLEJ013960
SINCAM010571	SINLEJ015852
SINCAM010573	SINLEJ009365
SINCAM010573	SINLEJ009366
SINCAM010575	SINLEJ011209
SINCAM010576	SINLEJ010048
SINCAM010576	SINLEJ004100
SINCAM010578	SINLEJ013100
SINCAM010578	SINLEJ013101
SINCAM010580	SINLEJ008878
SINCAM010581	SINLEJ008877
SINCAM010581	SINLEJ009362
SINCAM010585	SINLEJ008859
SINCAM010585	SINLEJ008858
SINCAM010589	SINLEJ005398
SINCAM010590	SINLEJ002849
SINCAM010596	SINLEJ009327
SINCAM010596	SINLEJ015865
SINCAM010597	SINLEJ008760
SINCAM010605	SINLEJ009209
SINCAM010605	SINLEJ013935
SINCAM010606	SINLEJ009212
SINCAM010606	SINLEJ009211
SINCAM010607	SINLEJ009240
SINCAM010611	SINLEJ008816
SINCAM010611	SINLEJ008817
SINCAM010615	SINLEJ009268
SINCAM010616	SINLEJ009269
SINCAM010617	SINLEJ013992
SINCAM010618	SINLEJ009274
SINCAM010618	SINLEJ009275
SINCAM010619	SINLEJ009278
