PMZ_0000016-RA	SINLEJ014510
PMZ_0035264-RA	SINLEJ014501
PMZ_0035275-RA	SINLEJ015540
PMZ_0035276-RA	SINLEJ016811
PMZ_0035280-RA	SINLEJ018784
PMZ_0035282-RA	SINLEJ019098
PMZ_0035283-RA	SINLEJ013179
PMZ_0035288-RA	SINLEJ014122
PMZ_0035293-RA	SINLEJ017511
PMZ_0035296-RA	SINLEJ011230
PMZ_0035300-RA	SINLEJ008739
PMZ_0035304-RA	SINLEJ017091
PMZ_0035307-RA	SINLEJ015722
PMZ_0035309-RA	SINLEJ015007
PMZ_0035310-RA	SINLEJ013987
PMZ_0035313-RA	SINLEJ017938
PMZ_0035325-RA	SINLEJ014715
PMZ_0035327-RA	SINLEJ018513
PMZ_0035328-RA	SINLEJ017306
PMZ_0035337-RA	SINLEJ007446
PMZ_0035339-RA	SINLEJ017421
PMZ_0035346-RA	SINLEJ000177
PMZ_0035347-RA	SINLEJ000178
PMZ_0035348-RA	SINLEJ005589
PMZ_0035355-RA	SINLEJ012379
PMZ_0035357-RA	SINLEJ010377
PMZ_0035362-RA	SINLEJ014073
PMZ_0035363-RA	SINLEJ000746
PMZ_0035365-RA	SINLEJ013724
PMZ_0035366-RA	SINLEJ007318
PMZ_0035369-RA	SINLEJ007714
PMZ_0035371-RA	SINLEJ010722
PMZ_0035372-RA	SINLEJ013284
PMZ_0035379-RA	SINLEJ014353
PMZ_0035383-RA	SINLEJ018667
PMZ_0035384-RA	SINLEJ016168
PMZ_0035388-RA	SINLEJ012836
PMZ_0035392-RA	SINLEJ018324
PMZ_0035395-RA	SINLEJ018899
PMZ_0035405-RA	SINLEJ001102
PMZ_0035407-RA	SINLEJ012300
PMZ_0035414-RA	SINLEJ012202
PMZ_0035416-RA	SINLEJ011845
PMZ_0035419-RA	SINLEJ014799
PMZ_0035426-RA	SINLEJ009779
PMZ_0035428-RA	SINLEJ016988
PMZ_0035429-RA	SINLEJ017934
PMZ_0035430-RA	SINLEJ011321
PMZ_0035437-RA	SINLEJ013934
PMZ_0035438-RA	SINLEJ013935
PMZ_0035445-RA	SINLEJ013855
PMZ_0035455-RA	SINLEJ011489
PMZ_0035463-RA	SINLEJ007497
PMZ_0035467-RA	SINLEJ018907
PMZ_0035469-RA	SINLEJ010578
PMZ_0035470-RA	SINLEJ004992
PMZ_0035477-RA	SINLEJ013729
PMZ_0035483-RA	SINLEJ018520
PMZ_0035486-RA	SINLEJ007937
PMZ_0035487-RA	SINLEJ016909
PMZ_0035505-RA	SINLEJ006681
PMZ_0035506-RA	SINLEJ018262
PMZ_0035511-RA	SINLEJ011571
PMZ_0035518-RA	SINLEJ019040
PMZ_0035522-RA	SINLEJ005331
PMZ_0035523-RA	SINLEJ014778
PMZ_0035525-RA	SINLEJ016544
PMZ_0035529-RA	SINLEJ014618
PMZ_0035533-RA	SINLEJ019421
PMZ_0035535-RA	SINLEJ005452
PMZ_0035536-RA	SINLEJ011497
PMZ_0035543-RA	SINLEJ014767
PMZ_0035546-RA	SINLEJ015907
PMZ_0035549-RA	SINLEJ001434
PMZ_0035555-RA	SINLEJ015718
PMZ_0035556-RA	SINLEJ017068
PMZ_0035557-RA	SINLEJ016229
PMZ_0035560-RA	SINLEJ014737
PMZ_0035561-RA	SINLEJ003955
PMZ_0035563-RA	SINLEJ003833
PMZ_0035565-RA	SINLEJ016906
PMZ_0035568-RA	SINLEJ014707
PMZ_0035569-RA	SINLEJ009343
PMZ_0035570-RA	SINLEJ009344
PMZ_0035571-RA	SINLEJ014495
PMZ_0035586-RA	SINLEJ018204
PMZ_0035594-RA	SINLEJ006945
PMZ_0035596-RA	SINLEJ017467
PMZ_0035598-RA	SINLEJ018589
PMZ_0035599-RA	SINLEJ012785
PMZ_0035620-RA	SINLEJ018435
PMZ_0035621-RA	SINLEJ009794
PMZ_0035626-RA	SINLEJ011646
PMZ_0035629-RA	SINLEJ014876
PMZ_0035630-RA	SINLEJ014873
PMZ_0035633-RA	SINLEJ009039
PMZ_0035634-RA	SINLEJ018157
PMZ_0035637-RA	SINLEJ011789
PMZ_0035646-RA	SINLEJ015014
PMZ_0035650-RA	SINLEJ009214
PMZ_0035654-RA	SINLEJ000022
PMZ_0035661-RA	SINLEJ014539
PMZ_0035667-RA	SINLEJ003058
PMZ_0035674-RA	SINLEJ013310
PMZ_0035678-RA	SINLEJ019319
PMZ_0035680-RA	SINLEJ008114
PMZ_0035681-RA	SINLEJ600492
PMZ_0035682-RA	SINLEJ600494
PMZ_0035689-RA	SINLEJ016697
PMZ_0035693-RA	SINLEJ019261
PMZ_0035700-RA	SINLEJ017903
PMZ_0035705-RA	SINLEJ016810
PMZ_0035713-RA	SINLEJ013862
PMZ_0035717-RA	SINLEJ014777
PMZ_0035719-RA	SINLEJ008014
PMZ_0035726-RA	SINLEJ018334
PMZ_0035747-RA	SINLEJ011853
PMZ_0035751-RA	SINLEJ011477
PMZ_0035752-RA	SINLEJ011479
PMZ_0035753-RA	SINLEJ011612
PMZ_0035756-RA	SINLEJ017871
PMZ_0035763-RA	SINLEJ016815
PMZ_0035765-RA	SINLEJ012463
PMZ_0035786-RA	SINLEJ010401
PMZ_0035791-RA	SINLEJ010585
PMZ_0035793-RA	SINLEJ000509
PMZ_0035804-RA	SINLEJ005068
PMZ_0035809-RA	SINLEJ017135
PMZ_0035811-RA	SINLEJ001851
PMZ_0035816-RA	SINLEJ014670
PMZ_0035818-RA	SINLEJ009596
PMZ_0035822-RA	SINLEJ013815
PMZ_0035823-RA	SINLEJ000331
PMZ_0035831-RA	SINLEJ016500
PMZ_0035834-RA	SINLEJ011741
PMZ_0035837-RA	SINLEJ003849
PMZ_0035841-RA	SINLEJ017693
PMZ_0035842-RA	SINLEJ017419
PMZ_0035845-RA	SINLEJ019307
PMZ_0035846-RA	SINLEJ015740
PMZ_0035849-RA	SINLEJ009784
PMZ_0035851-RA	SINLEJ017992
PMZ_0035859-RA	SINLEJ017703
PMZ_0035862-RA	SINLEJ017384
PMZ_0035863-RA	SINLEJ018875
PMZ_0035865-RA	SINLEJ003949
PMZ_0035866-RA	SINLEJ003948
PMZ_0035870-RA	SINLEJ018515
PMZ_0035872-RA	SINLEJ001775
PMZ_0035874-RA	SINLEJ017655
PMZ_0035876-RA	SINLEJ018854
PMZ_0035879-RA	SINLEJ013042
PMZ_0035885-RA	SINLEJ005903
PMZ_0035888-RA	SINLEJ018228
PMZ_0035891-RA	SINLEJ014487
PMZ_0035898-RA	SINLEJ014710
PMZ_0035899-RA	SINLEJ000531
PMZ_0035902-RA	SINLEJ007727
PMZ_0035905-RA	SINLEJ014127
PMZ_0035907-RA	SINLEJ017756
PMZ_0035935-RA	SINLEJ000941
PMZ_0035937-RA	SINLEJ016414
PMZ_0035941-RA	SINLEJ008568
PMZ_0035943-RA	SINLEJ014224
PMZ_0035953-RA	SINLEJ007674
PMZ_0035958-RA	SINLEJ013311
PMZ_0035962-RA	SINLEJ008868
PMZ_0035965-RA	SINLEJ010068
PMZ_0035967-RA	SINLEJ012716
PMZ_0035975-RA	SINLEJ017961
PMZ_0035981-RA	SINLEJ017563
PMZ_0035983-RA	SINLEJ003026
PMZ_0035986-RA	SINLEJ016081
PMZ_0035987-RA	SINLEJ007285
PMZ_0035998-RA	SINLEJ017716
PMZ_0036000-RA	SINLEJ005636
PMZ_0036002-RA	SINLEJ018997
PMZ_0036003-RA	SINLEJ019161
PMZ_0036004-RA	SINLEJ018877
PMZ_0036010-RA	SINLEJ012233
PMZ_0036013-RA	SINLEJ017707
PMZ_0036015-RA	SINLEJ019201
PMZ_0036024-RA	SINLEJ007103
PMZ_0036028-RA	SINLEJ006164
PMZ_0036029-RA	SINLEJ000173
PMZ_0036031-RA	SINLEJ018847
PMZ_0036033-RA	SINLEJ014254
PMZ_0036035-RA	SINLEJ008872
PMZ_0036039-RA	SINLEJ006894
PMZ_0036042-RA	SINLEJ018567
PMZ_0036043-RA	SINLEJ012834
PMZ_0036046-RA	SINLEJ017869
PMZ_0036059-RA	SINLEJ017654
PMZ_0036067-RA	SINLEJ012920
PMZ_0036069-RA	SINLEJ017345
PMZ_0036071-RA	SINLEJ000551
PMZ_0036072-RA	SINLEJ001553
PMZ_0036079-RA	SINLEJ018291
PMZ_0036080-RA	SINLEJ018293
PMZ_0036088-RA	SINLEJ014259
PMZ_0036098-RA	SINLEJ018547
PMZ_0036105-RA	SINLEJ017914
PMZ_0036109-RA	SINLEJ012402
PMZ_0036110-RA	SINLEJ019222
PMZ_0036113-RA	SINLEJ018421
PMZ_0036120-RA	SINLEJ005063
PMZ_0036127-RA	SINLEJ005938
PMZ_0036130-RA	SINLEJ019174
PMZ_0036133-RA	SINLEJ018213
PMZ_0036147-RA	SINLEJ006716
PMZ_0036155-RA	SINLEJ014056
PMZ_0036159-RA	SINLEJ019448
PMZ_0036163-RA	SINLEJ018275
PMZ_0036166-RA	SINLEJ019251
PMZ_0036172-RA	SINLEJ012326
PMZ_0036180-RA	SINLEJ019446
PMZ_0036184-RA	SINLEJ012203
PMZ_0036187-RA	SINLEJ014515
PMZ_0036188-RA	SINLEJ014513
PMZ_0036190-RA	SINLEJ018976
PMZ_0036200-RA	SINLEJ013949
PMZ_0036202-RA	SINLEJ012239
PMZ_0036205-RA	SINLEJ017729
PMZ_0036210-RA	SINLEJ018126
PMZ_0036212-RA	SINLEJ006358
PMZ_0036215-RA	SINLEJ014475
PMZ_0036216-RA	SINLEJ008744
PMZ_0036219-RA	SINLEJ004980
PMZ_0036222-RA	SINLEJ012680
PMZ_0036225-RA	SINLEJ018470
PMZ_0036226-RA	SINLEJ018301
PMZ_0036237-RA	SINLEJ017350
PMZ_0036241-RA	SINLEJ017974
PMZ_0036245-RA	SINLEJ016896
PMZ_0036246-RA	SINLEJ016700
PMZ_0036254-RA	SINLEJ015640
PMZ_0036256-RA	SINLEJ018518
PMZ_0036261-RA	SINLEJ007986
PMZ_0036271-RA	SINLEJ001215
PMZ_0036272-RA	SINLEJ012053
PMZ_0036278-RA	SINLEJ019088
PMZ_0036280-RA	SINLEJ006637
PMZ_0036287-RA	SINLEJ016513
PMZ_0036291-RA	SINLEJ017619
PMZ_0036294-RA	SINLEJ019078
PMZ_0036297-RA	SINLEJ013252
PMZ_0036301-RA	SINLEJ008128
PMZ_0036304-RA	SINLEJ011106
PMZ_0036307-RA	SINLEJ010291
PMZ_0036320-RA	SINLEJ015123
PMZ_0036323-RA	SINLEJ013365
PMZ_0036324-RA	SINLEJ008219
PMZ_0036335-RA	SINLEJ017418
PMZ_0036343-RA	SINLEJ012965
PMZ_0036348-RA	SINLEJ018817
PMZ_0036359-RA	SINLEJ015232
PMZ_0036364-RA	SINLEJ008038
PMZ_0036365-RA	SINLEJ017401
PMZ_0036368-RA	SINLEJ011503
PMZ_0036370-RA	SINLEJ014128
PMZ_0036373-RA	SINLEJ017761
PMZ_0036375-RA	SINLEJ016090
PMZ_0036382-RA	SINLEJ007009
PMZ_0036386-RA	SINLEJ014213
PMZ_0036403-RA	SINLEJ019154
PMZ_0036409-RA	SINLEJ600273
PMZ_0036414-RA	SINLEJ014157
PMZ_0036420-RA	SINLEJ016930
PMZ_0036422-RA	SINLEJ009982
PMZ_0036424-RA	SINLEJ017411
PMZ_0036428-RA	SINLEJ012786
PMZ_0036429-RA	SINLEJ012788
PMZ_0036440-RA	SINLEJ008274
PMZ_0036442-RA	SINLEJ000779
PMZ_0036449-RA	SINLEJ017730
PMZ_0036458-RA	SINLEJ016938
PMZ_0036478-RA	SINLEJ018355
PMZ_0036488-RA	SINLEJ018537
PMZ_0036496-RA	SINLEJ011171
PMZ_0036500-RA	SINLEJ016805
PMZ_0036502-RA	SINLEJ004371
PMZ_0036503-RA	SINLEJ000681
PMZ_0036505-RA	SINLEJ013859
PMZ_0036522-RA	SINLEJ016064
PMZ_0036523-RA	SINLEJ001079
PMZ_0036524-RA	SINLEJ019053
PMZ_0036535-RA	SINLEJ005593
PMZ_0036541-RA	SINLEJ005110
PMZ_0036544-RA	SINLEJ007884
PMZ_0036551-RA	SINLEJ012771
PMZ_0036555-RA	SINLEJ015721
PMZ_0036558-RA	SINLEJ019381
PMZ_0036575-RA	SINLEJ018268
PMZ_0036599-RA	SINLEJ011668
PMZ_0036603-RA	SINLEJ012222
PMZ_0036608-RA	SINLEJ019152
PMZ_0036610-RA	SINLEJ002950
PMZ_0036627-RA	SINLEJ017377
PMZ_0036629-RA	SINLEJ018571
PMZ_0036631-RA	SINLEJ005324
PMZ_0036632-RA	SINLEJ009012
PMZ_0036635-RA	SINLEJ012848
PMZ_0036637-RA	SINLEJ014034
PMZ_0036641-RA	SINLEJ005756
PMZ_0036645-RA	SINLEJ011639
PMZ_0036648-RA	SINLEJ018410
PMZ_0036655-RA	SINLEJ017256
PMZ_0036660-RA	SINLEJ019297
PMZ_0036666-RA	SINLEJ006266
PMZ_0036686-RA	SINLEJ008610
PMZ_0036692-RA	SINLEJ013218
PMZ_0036695-RA	SINLEJ014194
PMZ_0036696-RA	SINLEJ017827
PMZ_0036701-RA	SINLEJ016461
PMZ_0036702-RA	SINLEJ002896
PMZ_0036703-RA	SINLEJ018332
PMZ_0036711-RA	SINLEJ001144
PMZ_0036716-RA	SINLEJ017853
PMZ_0036718-RA	SINLEJ009472
PMZ_0036721-RA	SINLEJ011832
PMZ_0036729-RA	SINLEJ005895
PMZ_0036740-RA	SINLEJ014765
PMZ_0036743-RA	SINLEJ007377
PMZ_0036744-RA	SINLEJ018392
PMZ_0036745-RA	SINLEJ003094
PMZ_0036746-RA	SINLEJ013662
PMZ_0036747-RA	SINLEJ015026
PMZ_0036750-RA	SINLEJ010287
PMZ_0036752-RA	SINLEJ016990
PMZ_0036759-RA	SINLEJ019282
PMZ_0036760-RA	SINLEJ012697
PMZ_0036765-RA	SINLEJ018098
PMZ_0036771-RA	SINLEJ013155
PMZ_0036773-RA	SINLEJ006979
PMZ_0036775-RA	SINLEJ012905
PMZ_0036780-RA	SINLEJ019211
PMZ_0036784-RA	SINLEJ014768
PMZ_0036792-RA	SINLEJ011301
PMZ_0036810-RA	SINLEJ019110
PMZ_0036822-RA	SINLEJ018722
PMZ_0036826-RA	SINLEJ019239
PMZ_0036830-RA	SINLEJ014884
PMZ_0036831-RA	SINLEJ017402
PMZ_0036839-RA	SINLEJ017009
PMZ_0036841-RA	SINLEJ019032
PMZ_0036843-RA	SINLEJ014775
PMZ_0036845-RA	SINLEJ013723
PMZ_0036851-RA	SINLEJ003175
PMZ_0036856-RA	SINLEJ007947
PMZ_0036866-RA	SINLEJ017326
PMZ_0036878-RA	SINLEJ000174
PMZ_0036881-RA	SINLEJ018506
PMZ_0036882-RA	SINLEJ016445
PMZ_0036894-RA	SINLEJ018955
PMZ_0036901-RA	SINLEJ016004
PMZ_0036905-RA	SINLEJ008743
PMZ_0036906-RA	SINLEJ012146
PMZ_0036908-RA	SINLEJ019374
PMZ_0036909-RA	SINLEJ007694
PMZ_0036912-RA	SINLEJ018136
PMZ_0036915-RA	SINLEJ017410
PMZ_0036923-RA	SINLEJ009833
PMZ_0036925-RA	SINLEJ008556
PMZ_0036926-RA	SINLEJ008558
PMZ_0036929-RA	SINLEJ007724
PMZ_0036930-RA	SINLEJ008275
PMZ_0036937-RA	SINLEJ014078
PMZ_0036941-RA	SINLEJ014253
PMZ_0036952-RA	SINLEJ014871
PMZ_0036956-RA	SINLEJ010870
PMZ_0036957-RA	SINLEJ001689
PMZ_0036958-RA	SINLEJ018206
PMZ_0036959-RA	SINLEJ017633
PMZ_0036965-RA	SINLEJ017564
PMZ_0036967-RA	SINLEJ016165
PMZ_0036968-RA	SINLEJ004979
PMZ_0036973-RA	SINLEJ006640
PMZ_0036974-RA	SINLEJ011305
PMZ_0036980-RA	SINLEJ010054
PMZ_0036993-RA	SINLEJ019305
PMZ_0037003-RA	SINLEJ011326
PMZ_0037007-RA	SINLEJ018558
PMZ_0037008-RA	SINLEJ017848
PMZ_0037011-RA	SINLEJ018988
PMZ_0037016-RA	SINLEJ002860
PMZ_0037028-RA	SINLEJ000009
PMZ_0037029-RA	SINLEJ012554
PMZ_0037034-RA	SINLEJ006442
PMZ_0037036-RA	SINLEJ010645
PMZ_0037039-RA	SINLEJ004527
PMZ_0037040-RA	SINLEJ018733
PMZ_0037048-RA	SINLEJ017540
PMZ_0037053-RA	SINLEJ018791
PMZ_0037058-RA	SINLEJ017436
PMZ_0037060-RA	SINLEJ017405
PMZ_0037069-RA	SINLEJ011562
PMZ_0037074-RA	SINLEJ018752
PMZ_0037082-RA	SINLEJ017681
PMZ_0037091-RA	SINLEJ015012
PMZ_0037103-RA	SINLEJ018404
PMZ_0037109-RA	SINLEJ017973
PMZ_0037110-RA	SINLEJ003552
PMZ_0037112-RA	SINLEJ017355
PMZ_0037119-RA	SINLEJ600016
PMZ_0037121-RA	SINLEJ019188
PMZ_0037138-RA	SINLEJ017616
PMZ_0037140-RA	SINLEJ000354
PMZ_0037141-RA	SINLEJ019055
PMZ_0037142-RA	SINLEJ008791
PMZ_0037151-RA	SINLEJ014357
PMZ_0037158-RA	SINLEJ008109
PMZ_0037162-RA	SINLEJ015426
PMZ_0037165-RA	SINLEJ019444
PMZ_0037168-RA	SINLEJ006903
PMZ_0037170-RA	SINLEJ018250
PMZ_0037172-RA	SINLEJ018981
PMZ_0037174-RA	SINLEJ017901
PMZ_0037177-RA	SINLEJ017353
PMZ_0037178-RA	SINLEJ019303
PMZ_0037185-RA	SINLEJ018077
PMZ_0037189-RA	SINLEJ013504
PMZ_0037197-RA	SINLEJ011114
PMZ_0037198-RA	SINLEJ005228
PMZ_0037201-RA	SINLEJ017015
PMZ_0037208-RA	SINLEJ008860
PMZ_0037209-RA	SINLEJ000281
PMZ_0037210-RA	SINLEJ600271
PMZ_0037211-RA	SINLEJ019179
PMZ_0037219-RA	SINLEJ014730
PMZ_0037231-RA	SINLEJ001275
PMZ_0037233-RA	SINLEJ000973
PMZ_0037240-RA	SINLEJ015537
PMZ_0037241-RA	SINLEJ015102
PMZ_0037249-RA	SINLEJ009896
PMZ_0037253-RA	SINLEJ005265
PMZ_0037262-RA	SINLEJ008490
PMZ_0037273-RA	SINLEJ005728
PMZ_0037274-RA	SINLEJ007809
PMZ_0037279-RA	SINLEJ013266
PMZ_0037282-RA	SINLEJ014130
PMZ_0037284-RA	SINLEJ015983
PMZ_0037288-RA	SINLEJ013834
PMZ_0037302-RA	SINLEJ014283
PMZ_0037306-RA	SINLEJ016446
PMZ_0037313-RA	SINLEJ014285
PMZ_0037320-RA	SINLEJ001229
PMZ_0037326-RA	SINLEJ015572
PMZ_0037327-RA	SINLEJ008753
PMZ_0037333-RA	SINLEJ009384
PMZ_0037346-RA	SINLEJ014067
PMZ_0037351-RA	SINLEJ001230
PMZ_0037354-RA	SINLEJ008139
PMZ_0037358-RA	SINLEJ019392
PMZ_0037363-RA	SINLEJ005788
PMZ_0037364-RA	SINLEJ015993
PMZ_0037374-RA	SINLEJ004998
PMZ_0037376-RA	SINLEJ017442
PMZ_0037382-RA	SINLEJ015998
PMZ_0037388-RA	SINLEJ019109
PMZ_0037394-RA	SINLEJ012395
PMZ_0037405-RA	SINLEJ001338
PMZ_0037408-RA	SINLEJ018170
PMZ_0037423-RA	SINLEJ006660
PMZ_0037427-RA	SINLEJ017289
PMZ_0037434-RA	SINLEJ012268
PMZ_0037436-RA	SINLEJ018357
PMZ_0037445-RA	SINLEJ004629
PMZ_0037452-RA	SINLEJ014150
PMZ_0037456-RA	SINLEJ002903
PMZ_0037460-RA	SINLEJ013917
PMZ_0037462-RA	SINLEJ009050
PMZ_0037484-RA	SINLEJ012686
PMZ_0037487-RA	SINLEJ011993
PMZ_0037488-RA	SINLEJ007295
PMZ_0037495-RA	SINLEJ007407
PMZ_0037499-RA	SINLEJ000347
PMZ_0037500-RA	SINLEJ018484
PMZ_0037501-RA	SINLEJ009624
PMZ_0037504-RA	SINLEJ010006
PMZ_0037507-RA	SINLEJ018858
PMZ_0037509-RA	SINLEJ000191
PMZ_0037517-RA	SINLEJ001709
PMZ_0037520-RA	SINLEJ018078
PMZ_0037523-RA	SINLEJ019115
PMZ_0037530-RA	SINLEJ013029
PMZ_0037539-RA	SINLEJ019002
PMZ_0037541-RA	SINLEJ019406
PMZ_0037543-RA	SINLEJ017351
PMZ_0037545-RA	SINLEJ019044
PMZ_0037547-RA	SINLEJ016356
PMZ_0037558-RA	SINLEJ013870
PMZ_0037562-RA	SINLEJ015009
PMZ_0037567-RA	SINLEJ005145
PMZ_0037570-RA	SINLEJ019020
PMZ_0037573-RA	SINLEJ004271
PMZ_0037578-RA	SINLEJ008711
PMZ_0037580-RA	SINLEJ017136
PMZ_0037583-RA	SINLEJ008203
PMZ_0037590-RA	SINLEJ018267
PMZ_0037600-RA	SINLEJ005517
PMZ_0037603-RA	SINLEJ013316
PMZ_0037609-RA	SINLEJ019401
PMZ_0037611-RA	SINLEJ017933
PMZ_0037622-RA	SINLEJ017556
PMZ_0037625-RA	SINLEJ018371
PMZ_0037631-RA	SINLEJ019170
PMZ_0037638-RA	SINLEJ018430
PMZ_0037648-RA	SINLEJ009822
PMZ_0037655-RA	SINLEJ017067
PMZ_0037661-RA	SINLEJ015963
PMZ_0037667-RA	SINLEJ017504
PMZ_0037668-RA	SINLEJ001933
PMZ_0037669-RA	SINLEJ014062
PMZ_0037672-RA	SINLEJ013046
PMZ_0037684-RA	SINLEJ015719
PMZ_0037695-RA	SINLEJ013955
PMZ_0037702-RA	SINLEJ006464
PMZ_0037703-RA	SINLEJ015802
PMZ_0037704-RA	SINLEJ003819
PMZ_0037714-RA	SINLEJ017395
PMZ_0037719-RA	SINLEJ017985
PMZ_0037724-RA	SINLEJ013399
PMZ_0037727-RA	SINLEJ009793
PMZ_0037729-RA	SINLEJ014354
PMZ_0037733-RA	SINLEJ017061
PMZ_0037739-RA	SINLEJ018169
PMZ_0037744-RA	SINLEJ019368
PMZ_0037770-RA	SINLEJ005021
PMZ_0037775-RA	SINLEJ015066
PMZ_0037780-RA	SINLEJ018576
PMZ_0037782-RA	SINLEJ007157
PMZ_0037807-RA	SINLEJ011871
PMZ_0037820-RA	SINLEJ019079
PMZ_0037838-RA	SINLEJ018264
PMZ_0037846-RA	SINLEJ003141
PMZ_0037870-RA	SINLEJ000949
PMZ_0037877-RA	SINLEJ017479
PMZ_0037891-RA	SINLEJ000403
PMZ_0037898-RA	SINLEJ018178
PMZ_0037924-RA	SINLEJ012531
PMZ_0037927-RA	SINLEJ014742
PMZ_0037929-RA	SINLEJ003923
PMZ_0037934-RA	SINLEJ014588
PMZ_0037939-RA	SINLEJ011743
PMZ_0037945-RA	SINLEJ019108
PMZ_0037948-RA	SINLEJ009135
PMZ_0037951-RA	SINLEJ007101
PMZ_0037959-RA	SINLEJ012825
PMZ_0037961-RA	SINLEJ009623
PMZ_0037966-RA	SINLEJ019114
PMZ_0037970-RA	SINLEJ018573
PMZ_0037977-RA	SINLEJ010304
PMZ_0037979-RA	SINLEJ007414
PMZ_0037980-RA	SINLEJ007415
PMZ_0037994-RA	SINLEJ016453
PMZ_0037997-RA	SINLEJ014762
PMZ_0038001-RA	SINLEJ013747
PMZ_0038002-RA	SINLEJ017142
PMZ_0038007-RA	SINLEJ014825
PMZ_0038019-RA	SINLEJ018220
PMZ_0038025-RA	SINLEJ018889
PMZ_0038028-RA	SINLEJ018646
PMZ_0038030-RA	SINLEJ017438
PMZ_0038031-RA	SINLEJ017437
PMZ_0038035-RA	SINLEJ019379
PMZ_0038042-RA	SINLEJ017802
PMZ_0038061-RA	SINLEJ018222
PMZ_0038070-RA	SINLEJ000044
PMZ_0038071-RA	SINLEJ012985
PMZ_0038087-RA	SINLEJ018549
PMZ_0038091-RA	SINLEJ018411
PMZ_0038092-RA	SINLEJ003953
PMZ_0038098-RA	SINLEJ018209
PMZ_0038112-RA	SINLEJ012858
PMZ_0038115-RA	SINLEJ013856
PMZ_0038116-RA	SINLEJ011711
PMZ_0038128-RA	SINLEJ019024
PMZ_0038133-RA	SINLEJ008181
PMZ_0038134-RA	SINLEJ016565
PMZ_0038136-RA	SINLEJ011879
PMZ_0038137-RA	SINLEJ013064
PMZ_0038151-RA	SINLEJ016668
PMZ_0038153-RA	SINLEJ015755
PMZ_0038157-RA	SINLEJ003260
PMZ_0038162-RA	SINLEJ018337
PMZ_0038180-RA	SINLEJ019081
PMZ_0038184-RA	SINLEJ009807
PMZ_0038190-RA	SINLEJ009631
PMZ_0038191-RA	SINLEJ017195
PMZ_0038197-RA	SINLEJ019458
PMZ_0038199-RA	SINLEJ018616
PMZ_0038202-RA	SINLEJ017486
PMZ_0038203-RA	SINLEJ013820
PMZ_0038211-RA	SINLEJ013695
PMZ_0038214-RA	SINLEJ018587
PMZ_0038216-RA	SINLEJ019100
PMZ_0038233-RA	SINLEJ014483
PMZ_0038236-RA	SINLEJ012963
PMZ_0038237-RA	SINLEJ019190
PMZ_0038238-RA	SINLEJ017206
PMZ_0038249-RA	SINLEJ018880
PMZ_0038252-RA	SINLEJ000076
PMZ_0038255-RA	SINLEJ014408
PMZ_0038259-RA	SINLEJ011455
PMZ_0038266-RA	SINLEJ019452
PMZ_0038273-RA	SINLEJ013664
PMZ_0038275-RA	SINLEJ008218
PMZ_0038280-RA	SINLEJ017979
PMZ_0038282-RA	SINLEJ013873
PMZ_0038283-RA	SINLEJ017189
PMZ_0038285-RA	SINLEJ019006
PMZ_0038287-RA	SINLEJ016813
PMZ_0038304-RA	SINLEJ013114
PMZ_0038309-RA	SINLEJ015732
PMZ_0038316-RA	SINLEJ019283
PMZ_0038321-RA	SINLEJ012968
PMZ_0038331-RA	SINLEJ014548
PMZ_0038351-RA	SINLEJ007544
PMZ_0038357-RA	SINLEJ019181
PMZ_0038370-RA	SINLEJ018105
PMZ_0038374-RA	SINLEJ003946
PMZ_0038377-RA	SINLEJ018202
PMZ_0038382-RA	SINLEJ017940
PMZ_0038385-RA	SINLEJ017143
PMZ_0038387-RA	SINLEJ014807
PMZ_0038389-RA	SINLEJ019187
PMZ_0038390-RA	SINLEJ019070
PMZ_0038391-RA	SINLEJ014031
PMZ_0038396-RA	SINLEJ016326
PMZ_0038399-RA	SINLEJ018632
PMZ_0038403-RA	SINLEJ015543
PMZ_0038408-RA	SINLEJ017997
PMZ_0038418-RA	SINLEJ019089
PMZ_0038419-RA	SINLEJ008075
PMZ_0038426-RA	SINLEJ015771
PMZ_0038438-RA	SINLEJ016267
PMZ_0038439-RA	SINLEJ018155
PMZ_0038452-RA	SINLEJ019074
PMZ_0038454-RA	SINLEJ017555
PMZ_0038461-RA	SINLEJ013632
PMZ_0038466-RA	SINLEJ019353
PMZ_0038498-RA	SINLEJ018531
PMZ_0038503-RA	SINLEJ018053
PMZ_0038521-RA	SINLEJ017443
PMZ_0038527-RA	SINLEJ012966
PMZ_0038529-RA	SINLEJ015946
PMZ_0038543-RA	SINLEJ011281
PMZ_0038554-RA	SINLEJ012888
PMZ_0038557-RA	SINLEJ001084
PMZ_0038558-RA	SINLEJ011318
PMZ_0038587-RA	SINLEJ001799
PMZ_0038588-RA	SINLEJ019012
PMZ_0038592-RA	SINLEJ006855
PMZ_0038610-RA	SINLEJ018930
PMZ_0038613-RA	SINLEJ019141
PMZ_0038623-RA	SINLEJ007400
PMZ_0038630-RA	SINLEJ018330
PMZ_0038635-RA	SINLEJ006854
PMZ_0038637-RA	SINLEJ010975
PMZ_0038641-RA	SINLEJ018303
PMZ_0038651-RA	SINLEJ008270
PMZ_0038660-RA	SINLEJ019087
PMZ_0038667-RA	SINLEJ015714
PMZ_0038677-RA	SINLEJ000902
PMZ_0038679-RA	SINLEJ019034
PMZ_0038686-RA	SINLEJ017223
