ENSP00000000412	PMZ_0044679-RA
ENSP00000345147	PMZ_0031130-RA
ENSP00000345147	PMZ_0036387-RA
ENSP00000345193	PMZ_0045296-RA
ENSP00000345193	PMZ_0038419-RA
ENSP00000345206	PMZ_0046145-RA
ENSP00000345206	PMZ_0048980-RA
ENSP00000345216	PMZ_0026079-RA
ENSP00000345216	PMZ_0042359-RA
ENSP00000345229	PMZ_0029122-RA
ENSP00000345270	PMZ_0029475-RA
ENSP00000345281	PMZ_0045647-RA
ENSP00000345282	PMZ_0020576-RA
ENSP00000345282	PMZ_0034436-RA
ENSP00000345292	PMZ_0044117-RA
ENSP00000345292	PMZ_0047208-RA
ENSP00000345341	PMZ_0032255-RA
ENSP00000345344	PMZ_0024111-RA
ENSP00000345344	PMZ_0006234-RA
ENSP00000345361	PMZ_0046499-RA
ENSP00000345395	PMZ_0029587-RA
ENSP00000345395	PMZ_0026940-RA
ENSP00000345420	PMZ_0040930-RA
ENSP00000345436	PMZ_0027480-RA
ENSP00000345436	PMZ_0027327-RA
ENSP00000345445	PMZ_0040916-RA
ENSP00000345445	PMZ_0047699-RA
ENSP00000345464	PMZ_0044785-RA
ENSP00000345470	PMZ_0035052-RA
ENSP00000345494	PMZ_0041114-RA
ENSP00000345502	PMZ_0044379-RA
ENSP00000345502	PMZ_0032640-RA
ENSP00000345512	PMZ_0035162-RA
ENSP00000345512	PMZ_0045749-RA
ENSP00000345575	PMZ_0044295-RA
ENSP00000345599	PMZ_0044129-RA
ENSP00000345599	PMZ_0029037-RA
ENSP00000345629	PMZ_0033967-RA
ENSP00000345633	PMZ_0048802-RA
ENSP00000345659	PMZ_0035160-RA
ENSP00000345672	PMZ_0046143-RA
ENSP00000345681	PMZ_0045203-RA
ENSP00000345681	PMZ_0044474-RA
ENSP00000345702	PMZ_0005210-RA
ENSP00000345708	PMZ_0000732-RA
ENSP00000345728	PMZ_0020692-RA
ENSP00000345728	PMZ_0042434-RA
ENSP00000345731	PMZ_0046750-RA
ENSP00000345731	PMZ_0046752-RA
ENSP00000345751	PMZ_0017650-RA
ENSP00000345752	PMZ_0015344-RA
ENSP00000345771	PMZ_0030473-RA
ENSP00000345773	PMZ_0044453-RA
ENSP00000345774	PMZ_0017277-RA
ENSP00000345789	PMZ_0009326-RA
ENSP00000345808	PMZ_0002005-RA
ENSP00000345808	PMZ_0041802-RA
ENSP00000345824	PMZ_0041626-RA
ENSP00000345826	PMZ_0038321-RA
ENSP00000345837	PMZ_0040696-RA
ENSP00000345848	PMZ_0030329-RA
ENSP00000345848	PMZ_0043264-RA
ENSP00000345853	PMZ_0045754-RA
ENSP00000345873	PMZ_0034007-RA
ENSP00000345895	PMZ_0021360-RA
ENSP00000345917	PMZ_0041543-RA
ENSP00000345957	PMZ_0040065-RA
ENSP00000345964	PMZ_0037934-RA
ENSP00000345968	PMZ_0022771-RA
ENSP00000345974	PMZ_0043658-RA
ENSP00000345985	PMZ_0045037-RA
ENSP00000345988	PMZ_0047384-RA
ENSP00000345988	PMZ_0048317-RA
ENSP00000346001	PMZ_0027063-RA
ENSP00000346001	PMZ_0030191-RA
ENSP00000346015	PMZ_0038256-RA
ENSP00000346027	PMZ_0007876-RA
ENSP00000346032	PMZ_0015888-RA
ENSP00000346032	PMZ_0041465-RA
ENSP00000346046	PMZ_0045129-RA
ENSP00000346050	PMZ_0021723-RA
ENSP00000346065	PMZ_0030979-RA
ENSP00000346067	PMZ_0040105-RA
ENSP00000346067	PMZ_0039093-RA
ENSP00000346088	PMZ_0001259-RA
ENSP00000346088	PMZ_0047829-RA
ENSP00000346103	PMZ_0032059-RA
ENSP00000346112	PMZ_0044068-RA
ENSP00000346120	PMZ_0021598-RA
ENSP00000346139	PMZ_0044138-RA
ENSP00000346151	PMZ_0011185-RA
ENSP00000346151	PMZ_0029007-RA
ENSP00000346155	PMZ_0016522-RA
ENSP00000346155	PMZ_0042057-RA
ENSP00000346160	PMZ_0016388-RA
ENSP00000346173	PMZ_0040189-RA
ENSP00000346236	PMZ_0006514-RA
ENSP00000346236	PMZ_0032075-RA
ENSP00000346255	PMZ_0041670-RA
ENSP00000346300	PMZ_0041631-RA
ENSP00000346300	PMZ_0029210-RA
ENSP00000346340	PMZ_0043541-RA
ENSP00000346359	PMZ_0003012-RA
ENSP00000346359	PMZ_0003011-RA
ENSP00000346389	PMZ_0043243-RA
ENSP00000346389	PMZ_0035836-RA
ENSP00000346414	PMZ_0042402-RA
ENSP00000346453	PMZ_0047014-RA
ENSP00000346464	PMZ_0009901-RA
ENSP00000346466	PMZ_0007629-RA
ENSP00000346478	PMZ_0044706-RA
ENSP00000346478	PMZ_0048337-RA
ENSP00000346508	PMZ_0035667-RA
ENSP00000346508	PMZ_0048684-RA
ENSP00000346534	PMZ_0014242-RA
ENSP00000346534	PMZ_0036837-RA
ENSP00000346537	PMZ_0028645-RA
ENSP00000346577	PMZ_0030324-RA
ENSP00000346577	PMZ_0000675-RA
ENSP00000346627	PMZ_0013450-RA
ENSP00000346627	PMZ_0033752-RA
ENSP00000346634	PMZ_0044900-RA
ENSP00000346634	PMZ_0036407-RA
ENSP00000346635	PMZ_0045042-RA
ENSP00000346659	PMZ_0034432-RA
ENSP00000346659	PMZ_0034433-RA
ENSP00000346671	PMZ_0028627-RA
ENSP00000346671	PMZ_0019323-RA
ENSP00000346694	PMZ_0043519-RA
ENSP00000346725	PMZ_0013950-RA
ENSP00000346733	PMZ_0044787-RA
ENSP00000346762	PMZ_0026931-RA
ENSP00000346762	PMZ_0041929-RA
ENSP00000346809	PMZ_0026160-RA
ENSP00000346809	PMZ_0047952-RA
ENSP00000346829	PMZ_0045107-RA
ENSP00000346829	PMZ_0048199-RA
ENSP00000346839	PMZ_0041836-RA
ENSP00000346839	PMZ_0030316-RA
ENSP00000346874	PMZ_0013109-RA
ENSP00000346890	PMZ_0046165-RA
ENSP00000346890	PMZ_0039136-RA
ENSP00000346918	PMZ_0040206-RA
ENSP00000346921	PMZ_0040801-RA
ENSP00000346927	PMZ_0044389-RA
ENSP00000346931	PMZ_0041235-RA
ENSP00000346954	PMZ_0040428-RA
ENSP00000346959	PMZ_0012762-RA
ENSP00000346959	PMZ_0035231-RA
ENSP00000346964	PMZ_0030993-RA
ENSP00000346986	PMZ_0026764-RA
ENSP00000346986	PMZ_0002187-RA
ENSP00000346990	PMZ_0045336-RA
ENSP00000347005	PMZ_0008206-RA
ENSP00000347038	PMZ_0032559-RA
ENSP00000347043	PMZ_0048655-RA
ENSP00000347046	PMZ_0027464-RA
ENSP00000347055	PMZ_0029137-RA
ENSP00000347055	PMZ_0038171-RA
ENSP00000347088	PMZ_0033569-RA
ENSP00000347134	PMZ_0030534-RA
ENSP00000347134	PMZ_0029245-RA
ENSP00000347152	PMZ_0016063-RA
ENSP00000347152	PMZ_0015285-RA
ENSP00000347169	PMZ_0015257-RA
ENSP00000347169	PMZ_0030165-RA
ENSP00000347184	PMZ_0003465-RA
ENSP00000347184	PMZ_0041580-RA
ENSP00000347188	PMZ_0043680-RA
ENSP00000347197	PMZ_0042800-RA
ENSP00000347198	PMZ_0026615-RA
ENSP00000347198	PMZ_0027680-RA
ENSP00000347206	PMZ_0031381-RA
ENSP00000347213	PMZ_0041456-RA
ENSP00000347213	PMZ_0030029-RA
ENSP00000347232	PMZ_0032783-RA
ENSP00000347244	PMZ_0035409-RA
ENSP00000347244	PMZ_0038882-RA
ENSP00000347324	PMZ_0021573-RA
ENSP00000347324	PMZ_0033817-RA
ENSP00000347345	PMZ_0043332-RA
ENSP00000347379	PMZ_0040397-RA
ENSP00000347379	PMZ_0038715-RA
ENSP00000347408	PMZ_0033953-RA
ENSP00000347416	PMZ_0027229-RA
ENSP00000347416	PMZ_0045103-RA
ENSP00000347443	PMZ_0004550-RA
ENSP00000347444	PMZ_0028259-RA
ENSP00000347451	PMZ_0008902-RA
ENSP00000347451	PMZ_0001147-RA
ENSP00000347454	PMZ_0034435-RA
ENSP00000347454	PMZ_0045661-RA
ENSP00000347464	PMZ_0042760-RA
ENSP00000347464	PMZ_0027568-RA
ENSP00000347484	PMZ_0006435-RA
ENSP00000347484	PMZ_0045967-RA
ENSP00000347495	PMZ_0003046-RA
ENSP00000347498	PMZ_0014353-RA
ENSP00000347507	PMZ_0046408-RA
ENSP00000347507	PMZ_0043313-RA
ENSP00000347532	PMZ_0044197-RA
ENSP00000347532	PMZ_0037870-RA
ENSP00000347538	PMZ_0037109-RA
ENSP00000347548	PMZ_0028705-RA
ENSP00000347548	PMZ_0022807-RA
ENSP00000347581	PMZ_0026484-RA
ENSP00000347591	PMZ_0045981-RA
ENSP00000347591	PMZ_0003391-RA
ENSP00000347626	PMZ_0005810-RA
ENSP00000347626	PMZ_0016040-RA
ENSP00000347648	PMZ_0041261-RA
ENSP00000347649	PMZ_0041806-RA
ENSP00000347665	PMZ_0007167-RA
ENSP00000347665	PMZ_0002279-RA
ENSP00000347672	PMZ_0009942-RA
ENSP00000347684	PMZ_0036641-RA
ENSP00000347689	PMZ_0036110-RA
ENSP00000347712	PMZ_0037081-RA
ENSP00000347716	PMZ_0019089-RA
ENSP00000347716	PMZ_0036452-RA
ENSP00000347717	PMZ_0037376-RA
ENSP00000347719	PMZ_0004362-RA
ENSP00000347719	PMZ_0027231-RA
ENSP00000347730	PMZ_0043814-RA
ENSP00000347730	PMZ_0030844-RA
ENSP00000347748	PMZ_0028961-RA
ENSP00000347754	PMZ_0007086-RA
ENSP00000347755	PMZ_0049012-RA
ENSP00000347755	PMZ_0006138-RA
ENSP00000347821	PMZ_0042716-RA
ENSP00000347834	PMZ_0033680-RA
ENSP00000347839	PMZ_0042499-RA
ENSP00000347839	PMZ_0000752-RA
ENSP00000347847	PMZ_0034393-RA
ENSP00000347852	PMZ_0026875-RA
ENSP00000347852	PMZ_0004167-RA
ENSP00000347872	PMZ_0006787-RA
ENSP00000347883	PMZ_0012767-RA
ENSP00000347883	PMZ_0012764-RA
ENSP00000347931	PMZ_0015073-RA
ENSP00000347942	PMZ_0017461-RA
ENSP00000347942	PMZ_0021898-RA
ENSP00000347948	PMZ_0034148-RA
ENSP00000347948	PMZ_0043179-RA
ENSP00000347979	PMZ_0046404-RA
ENSP00000347979	PMZ_0005510-RA
ENSP00000347988	PMZ_0045235-RA
ENSP00000347997	PMZ_0029165-RA
ENSP00000348010	PMZ_0014909-RA
ENSP00000348019	PMZ_0043657-RA
ENSP00000348019	PMZ_0035109-RA
ENSP00000348020	PMZ_0026691-RA
ENSP00000348056	PMZ_0032648-RA
ENSP00000348056	PMZ_0007760-RA
ENSP00000348069	PMZ_0026060-RA
ENSP00000348069	PMZ_0046535-RA
ENSP00000348089	PMZ_0043389-RA
ENSP00000348108	PMZ_0040829-RA
ENSP00000348113	PMZ_0037925-RA
ENSP00000348168	PMZ_0017707-RA
ENSP00000348206	PMZ_0032277-RA
ENSP00000348211	PMZ_0043236-RA
ENSP00000348215	PMZ_0029671-RA
ENSP00000348215	PMZ_0027776-RA
ENSP00000348234	PMZ_0007521-RA
ENSP00000348234	PMZ_0041517-RA
ENSP00000348278	PMZ_0043462-RA
ENSP00000348300	PMZ_0044587-RA
ENSP00000348308	PMZ_0044651-RA
ENSP00000348308	PMZ_0044652-RA
ENSP00000348314	PMZ_0026921-RA
ENSP00000348349	PMZ_0040383-RA
ENSP00000348349	PMZ_0027116-RA
ENSP00000348385	PMZ_0048393-RA
ENSP00000348395	PMZ_0045889-RA
ENSP00000348395	PMZ_0014025-RA
ENSP00000348425	PMZ_0017808-RA
ENSP00000348442	PMZ_0043281-RA
ENSP00000348455	PMZ_0046095-RA
ENSP00000348459	PMZ_0040354-RA
ENSP00000348460	PMZ_0026031-RA
ENSP00000348460	PMZ_0045974-RA
ENSP00000348461	PMZ_0016136-RA
ENSP00000348461	PMZ_0042703-RA
ENSP00000348471	PMZ_0029569-RA
ENSP00000348472	PMZ_0031342-RA
ENSP00000348510	PMZ_0030129-RA
ENSP00000348510	PMZ_0047106-RA
ENSP00000348521	PMZ_0041877-RA
ENSP00000348527	PMZ_0003561-RA
ENSP00000348564	PMZ_0045075-RA
ENSP00000348573	PMZ_0026594-RA
ENSP00000348573	PMZ_0040575-RA
ENSP00000348593	PMZ_0042512-RA
ENSP00000348632	PMZ_0031633-RA
ENSP00000348632	PMZ_0044101-RA
ENSP00000348635	PMZ_0011499-RA
ENSP00000348639	PMZ_0028181-RA
ENSP00000348639	PMZ_0045954-RA
ENSP00000348645	PMZ_0002696-RA
ENSP00000348646	PMZ_0016787-RA
ENSP00000348646	PMZ_0038188-RA
ENSP00000348673	PMZ_0000142-RA
ENSP00000348708	PMZ_0043976-RA
ENSP00000348708	PMZ_0017635-RA
ENSP00000348714	PMZ_0017276-RA
ENSP00000348722	PMZ_0038558-RA
ENSP00000348752	PMZ_0047695-RA
ENSP00000348753	PMZ_0032910-RA
ENSP00000348753	PMZ_0030623-RA
ENSP00000348757	PMZ_0023547-RA
ENSP00000348769	PMZ_0028968-RA
ENSP00000348772	PMZ_0015264-RA
ENSP00000348775	PMZ_0006100-RA
ENSP00000348793	PMZ_0026877-RA
ENSP00000348793	PMZ_0020860-RA
ENSP00000348821	PMZ_0027402-RA
ENSP00000348821	PMZ_0041989-RA
ENSP00000348828	PMZ_0033263-RA
ENSP00000348828	PMZ_0032699-RA
ENSP00000348838	PMZ_0008250-RA
ENSP00000348842	PMZ_0042622-RA
ENSP00000348842	PMZ_0034761-RA
ENSP00000348848	PMZ_0012196-RA
ENSP00000348848	PMZ_0043996-RA
ENSP00000348849	PMZ_0040540-RA
ENSP00000348886	PMZ_0027637-RA
ENSP00000348911	PMZ_0047784-RA
ENSP00000348933	PMZ_0040813-RA
ENSP00000348959	PMZ_0041192-RA
ENSP00000348959	PMZ_0033489-RA
ENSP00000348965	PMZ_0011975-RA
ENSP00000348965	PMZ_0033745-RA
ENSP00000348982	PMZ_0044644-RA
ENSP00000348982	PMZ_0044806-RA
ENSP00000348984	PMZ_0018918-RA
ENSP00000348984	PMZ_0038768-RA
ENSP00000349003	PMZ_0035684-RA
ENSP00000349022	PMZ_0042909-RA
ENSP00000349041	PMZ_0030995-RA
ENSP00000349041	PMZ_0032547-RA
ENSP00000349076	PMZ_0047278-RA
ENSP00000349078	PMZ_0040483-RA
ENSP00000349078	PMZ_0042726-RA
ENSP00000349124	PMZ_0043990-RA
ENSP00000349131	PMZ_0043730-RA
ENSP00000349131	PMZ_0048517-RA
ENSP00000349142	PMZ_0044451-RA
ENSP00000349145	PMZ_0028334-RA
ENSP00000349145	PMZ_0032820-RA
ENSP00000349147	PMZ_0033555-RA
ENSP00000349156	PMZ_0001422-RA
ENSP00000349168	PMZ_0018373-RA
ENSP00000349168	PMZ_0029726-RA
ENSP00000349181	PMZ_0005929-RA
ENSP00000349181	PMZ_0041671-RA
ENSP00000349205	PMZ_0019384-RA
ENSP00000349205	PMZ_0043826-RA
ENSP00000349208	PMZ_0008779-RA
ENSP00000349208	PMZ_0037276-RA
ENSP00000349244	PMZ_0047421-RA
ENSP00000349259	PMZ_0027291-RA
ENSP00000349259	PMZ_0042082-RA
ENSP00000349275	PMZ_0027755-RA
ENSP00000349291	PMZ_0027315-RA
ENSP00000349298	PMZ_0044038-RA
ENSP00000349305	PMZ_0021262-RA
ENSP00000349305	PMZ_0046813-RA
ENSP00000349320	PMZ_0030124-RA
ENSP00000349320	PMZ_0029974-RA
ENSP00000349324	PMZ_0037312-RA
ENSP00000349325	PMZ_0002153-RA
ENSP00000349325	PMZ_0033399-RA
ENSP00000349351	PMZ_0028063-RA
ENSP00000349351	PMZ_0029295-RA
ENSP00000349358	PMZ_0035281-RA
ENSP00000349359	PMZ_0043944-RA
ENSP00000349359	PMZ_0045551-RA
ENSP00000349364	PMZ_0031308-RA
ENSP00000349393	PMZ_0020590-RA
ENSP00000349396	PMZ_0011859-RA
ENSP00000349415	PMZ_0044961-RA
ENSP00000349428	PMZ_0037546-RA
ENSP00000349467	PMZ_0006999-RA
ENSP00000349467	PMZ_0043054-RA
ENSP00000349486	PMZ_0018183-RA
ENSP00000349503	PMZ_0003668-RA
ENSP00000349503	PMZ_0029908-RA
ENSP00000349547	PMZ_0044447-RA
ENSP00000349547	PMZ_0030938-RA
ENSP00000349568	PMZ_0048381-RA
ENSP00000349568	PMZ_0030977-RA
ENSP00000349588	PMZ_0027152-RA
ENSP00000349588	PMZ_0009827-RA
ENSP00000349594	PMZ_0039065-RA
ENSP00000349595	PMZ_0018040-RA
ENSP00000349595	PMZ_0033187-RA
ENSP00000349616	PMZ_0026163-RA
ENSP00000349616	PMZ_0010849-RA
ENSP00000349629	PMZ_0042900-RA
ENSP00000349629	PMZ_0042904-RA
ENSP00000349640	PMZ_0046470-RA
ENSP00000349640	PMZ_0005127-RA
ENSP00000349654	PMZ_0012706-RA
ENSP00000349654	PMZ_0035283-RA
ENSP00000349658	PMZ_0027977-RA
ENSP00000349669	PMZ_0041770-RA
ENSP00000349677	PMZ_0046511-RA
ENSP00000349687	PMZ_0042939-RA
ENSP00000349708	PMZ_0005911-RA
ENSP00000349723	PMZ_0029927-RA
ENSP00000349723	PMZ_0016301-RA
ENSP00000349732	PMZ_0044446-RA
ENSP00000349748	PMZ_0037200-RA
ENSP00000349770	PMZ_0047811-RA
ENSP00000349785	PMZ_0035405-RA
ENSP00000349785	PMZ_0003934-RA
ENSP00000349790	PMZ_0041266-RA
ENSP00000349805	PMZ_0046125-RA
ENSP00000349805	PMZ_0037319-RA
ENSP00000349823	PMZ_0026062-RA
ENSP00000349824	PMZ_0015243-RA
ENSP00000349860	PMZ_0027874-RA
ENSP00000349860	PMZ_0012322-RA
ENSP00000349874	PMZ_0031823-RA
ENSP00000349877	PMZ_0038408-RA
ENSP00000349877	PMZ_0042655-RA
ENSP00000349893	PMZ_0042975-RA
ENSP00000349923	PMZ_0029392-RA
ENSP00000349932	PMZ_0032572-RA
ENSP00000349932	PMZ_0035346-RA
ENSP00000349960	PMZ_0034677-RA
ENSP00000349961	PMZ_0012264-RA
ENSP00000349961	PMZ_0031637-RA
ENSP00000349970	PMZ_0046156-RA
ENSP00000349970	PMZ_0045183-RA
ENSP00000349973	PMZ_0026115-RA
ENSP00000349973	PMZ_0046269-RA
ENSP00000350024	PMZ_0028711-RA
ENSP00000350032	PMZ_0028261-RA
ENSP00000350032	PMZ_0044024-RA
ENSP00000350049	PMZ_0045627-RA
ENSP00000350049	PMZ_0033200-RA
ENSP00000350050	PMZ_0038557-RA
ENSP00000350071	PMZ_0027368-RA
ENSP00000350075	PMZ_0043196-RA
ENSP00000350102	PMZ_0033452-RA
ENSP00000350102	PMZ_0047692-RA
ENSP00000350136	PMZ_0010910-RA
ENSP00000350162	PMZ_0048371-RA
ENSP00000350162	PMZ_0017606-RA
ENSP00000350170	PMZ_0008787-RA
ENSP00000350170	PMZ_0029273-RA
ENSP00000350199	PMZ_0042793-RA
ENSP00000350224	PMZ_0043183-RA
ENSP00000350249	PMZ_0012447-RA
ENSP00000350263	PMZ_0026370-RA
ENSP00000350297	PMZ_0029563-RA
ENSP00000350297	PMZ_0026834-RA
ENSP00000350310	PMZ_0009924-RA
ENSP00000350310	PMZ_0038310-RA
ENSP00000350314	PMZ_0044569-RA
ENSP00000350314	PMZ_0003166-RA
ENSP00000350331	PMZ_0029246-RA
ENSP00000350333	PMZ_0035870-RA
ENSP00000350348	PMZ_0010026-RA
ENSP00000350348	PMZ_0010027-RA
ENSP00000350353	PMZ_0030083-RA
ENSP00000350353	PMZ_0016340-RA
ENSP00000350359	PMZ_0037345-RA
ENSP00000350364	PMZ_0046979-RA
ENSP00000350386	PMZ_0047046-RA
ENSP00000350409	PMZ_0031702-RA
ENSP00000350415	PMZ_0048539-RA
ENSP00000350467	PMZ_0004488-RA
ENSP00000350491	PMZ_0040314-RA
ENSP00000350509	PMZ_0013805-RA
ENSP00000350509	PMZ_0004893-RA
ENSP00000350512	PMZ_0041277-RA
ENSP00000350549	PMZ_0020818-RA
ENSP00000350549	PMZ_0028877-RA
ENSP00000350552	PMZ_0036148-RA
ENSP00000350630	PMZ_0032537-RA
ENSP00000350630	PMZ_0027357-RA
ENSP00000350651	PMZ_0043215-RA
ENSP00000350676	PMZ_0031852-RA
ENSP00000350681	PMZ_0033128-RA
ENSP00000350698	PMZ_0027215-RA
ENSP00000350704	PMZ_0046229-RA
ENSP00000350708	PMZ_0046609-RA
ENSP00000350708	PMZ_0045116-RA
ENSP00000350718	PMZ_0044012-RA
ENSP00000350719	PMZ_0046992-RA
ENSP00000350719	PMZ_0043491-RA
ENSP00000350734	PMZ_0044408-RA
ENSP00000350757	PMZ_0028731-RA
ENSP00000350815	PMZ_0042922-RA
ENSP00000350833	PMZ_0040939-RA
ENSP00000350844	PMZ_0037036-RA
ENSP00000350844	PMZ_0043686-RA
ENSP00000350846	PMZ_0037719-RA
ENSP00000350846	PMZ_0041773-RA
ENSP00000350848	PMZ_0016581-RA
ENSP00000350848	PMZ_0028863-RA
ENSP00000350854	PMZ_0028940-RA
ENSP00000350874	PMZ_0027799-RA
ENSP00000350874	PMZ_0043350-RA
ENSP00000350876	PMZ_0047617-RA
ENSP00000350876	PMZ_0034876-RA
ENSP00000350896	PMZ_0039241-RA
ENSP00000350928	PMZ_0029534-RA
ENSP00000350937	PMZ_0042840-RA
ENSP00000350937	PMZ_0035298-RA
ENSP00000350949	PMZ_0040601-RA
ENSP00000350954	PMZ_0012634-RA
ENSP00000350954	PMZ_0043522-RA
ENSP00000350961	PMZ_0028712-RA
ENSP00000350965	PMZ_0045941-RA
ENSP00000351015	PMZ_0040595-RA
ENSP00000351022	PMZ_0018365-RA
ENSP00000351022	PMZ_0046064-RA
ENSP00000351035	PMZ_0032596-RA
ENSP00000351052	PMZ_0000661-RA
ENSP00000351100	PMZ_0031107-RA
ENSP00000351100	PMZ_0042951-RA
ENSP00000351113	PMZ_0007830-RA
ENSP00000351113	PMZ_0035905-RA
ENSP00000351118	PMZ_0015631-RA
ENSP00000351132	PMZ_0011169-RA
ENSP00000351132	PMZ_0028826-RA
ENSP00000351137	PMZ_0003194-RA
ENSP00000351138	PMZ_0030327-RA
ENSP00000351141	PMZ_0045412-RA
ENSP00000351147	PMZ_0042654-RA
ENSP00000351153	PMZ_0041983-RA
ENSP00000351157	PMZ_0033543-RA
ENSP00000351190	PMZ_0045786-RA
ENSP00000351207	PMZ_0043945-RA
ENSP00000351207	PMZ_0035669-RA
ENSP00000351209	PMZ_0037986-RA
ENSP00000351209	PMZ_0037657-RA
ENSP00000351310	PMZ_0033122-RA
ENSP00000351310	PMZ_0033580-RA
ENSP00000351338	PMZ_0004057-RA
ENSP00000351338	PMZ_0046491-RA
ENSP00000351346	PMZ_0004610-RA
ENSP00000351346	PMZ_0004613-RA
ENSP00000351380	PMZ_0030169-RA
ENSP00000351407	PMZ_0036278-RA
ENSP00000351416	PMZ_0027484-RA
ENSP00000351416	PMZ_0048392-RA
ENSP00000351422	PMZ_0044326-RA
ENSP00000351446	PMZ_0046493-RA
ENSP00000351446	PMZ_0046014-RA
ENSP00000351484	PMZ_0028219-RA
ENSP00000351490	PMZ_0045029-RA
ENSP00000351490	PMZ_0042561-RA
ENSP00000351492	PMZ_0036358-RA
ENSP00000351492	PMZ_0042401-RA
ENSP00000351503	PMZ_0003778-RA
ENSP00000351503	PMZ_0005348-RA
ENSP00000351524	PMZ_0034233-RA
ENSP00000351536	PMZ_0030741-RA
ENSP00000351536	PMZ_0036991-RA
ENSP00000351539	PMZ_0040714-RA
ENSP00000351539	PMZ_0042998-RA
ENSP00000351575	PMZ_0038071-RA
ENSP00000351591	PMZ_0036673-RA
ENSP00000351593	PMZ_0042784-RA
ENSP00000351593	PMZ_0042783-RA
ENSP00000351596	PMZ_0030387-RA
ENSP00000351596	PMZ_0030388-RA
ENSP00000351605	PMZ_0016639-RA
ENSP00000351614	PMZ_0027361-RA
ENSP00000351614	PMZ_0044008-RA
ENSP00000351619	PMZ_0044217-RA
ENSP00000351631	PMZ_0033120-RA
ENSP00000351631	PMZ_0006244-RA
ENSP00000351632	PMZ_0045233-RA
ENSP00000351644	PMZ_0043233-RA
ENSP00000351644	PMZ_0043234-RA
ENSP00000351697	PMZ_0044957-RA
ENSP00000351697	PMZ_0042553-RA
ENSP00000351706	PMZ_0036145-RA
ENSP00000351717	PMZ_0002572-RA
ENSP00000351732	PMZ_0041837-RA
ENSP00000351732	PMZ_0020272-RA
ENSP00000351767	PMZ_0047998-RA
ENSP00000351777	PMZ_0028013-RA
ENSP00000351777	PMZ_0016466-RA
ENSP00000351789	PMZ_0033900-RA
ENSP00000351789	PMZ_0010065-RA
ENSP00000351790	PMZ_0007698-RA
ENSP00000351790	PMZ_0043419-RA
ENSP00000351811	PMZ_0011441-RA
ENSP00000351811	PMZ_0042208-RA
ENSP00000351813	PMZ_0001621-RA
ENSP00000351813	PMZ_0042515-RA
ENSP00000351832	PMZ_0006376-RA
ENSP00000351832	PMZ_0034493-RA
ENSP00000351905	PMZ_0041813-RA
ENSP00000351908	PMZ_0044853-RA
ENSP00000351926	PMZ_0045263-RA
ENSP00000351933	PMZ_0044921-RA
ENSP00000351947	PMZ_0003170-RA
ENSP00000351957	PMZ_0036993-RA
ENSP00000352011	PMZ_0043360-RA
ENSP00000352011	PMZ_0043359-RA
ENSP00000352021	PMZ_0029118-RA
ENSP00000352035	PMZ_0043692-RA
ENSP00000352069	PMZ_0043822-RA
ENSP00000352097	PMZ_0045157-RA
ENSP00000352121	PMZ_0015505-RA
ENSP00000352121	PMZ_0042114-RA
ENSP00000352138	PMZ_0010801-RA
ENSP00000352138	PMZ_0013321-RA
ENSP00000352157	PMZ_0031564-RA
ENSP00000352157	PMZ_0012239-RA
ENSP00000352162	PMZ_0046421-RA
ENSP00000352167	PMZ_0040730-RA
ENSP00000352177	PMZ_0034213-RA
ENSP00000352177	PMZ_0047978-RA
ENSP00000352185	PMZ_0045797-RA
ENSP00000352208	PMZ_0042505-RA
ENSP00000352208	PMZ_0041565-RA
ENSP00000352216	PMZ_0040858-RA
ENSP00000352257	PMZ_0041217-RA
ENSP00000352271	PMZ_0040135-RA
ENSP00000352272	PMZ_0023602-RA
ENSP00000352312	PMZ_0040618-RA
ENSP00000352312	PMZ_0035600-RA
ENSP00000352314	PMZ_0036324-RA
ENSP00000352314	PMZ_0003180-RA
ENSP00000352329	PMZ_0042956-RA
ENSP00000352336	PMZ_0040291-RA
ENSP00000352358	PMZ_0044683-RA
ENSP00000352358	PMZ_0045925-RA
ENSP00000352400	PMZ_0044756-RA
ENSP00000352400	PMZ_0044755-RA
ENSP00000352401	PMZ_0008393-RA
ENSP00000352413	PMZ_0029373-RA
ENSP00000352413	PMZ_0032777-RA
ENSP00000352427	PMZ_0039076-RA
ENSP00000352497	PMZ_0028950-RA
ENSP00000352497	PMZ_0041777-RA
ENSP00000352510	PMZ_0005749-RA
ENSP00000352510	PMZ_0047717-RA
ENSP00000352513	PMZ_0029438-RA
ENSP00000352516	PMZ_0006569-RA
ENSP00000352516	PMZ_0048916-RA
ENSP00000352522	PMZ_0029883-RA
ENSP00000352522	PMZ_0027827-RA
ENSP00000352536	PMZ_0048066-RA
ENSP00000352540	PMZ_0041331-RA
ENSP00000352540	PMZ_0040016-RA
ENSP00000352544	PMZ_0033993-RA
ENSP00000352565	PMZ_0029948-RA
ENSP00000352565	PMZ_0003871-RA
ENSP00000352572	PMZ_0001608-RA
ENSP00000352572	PMZ_0001609-RA
ENSP00000352575	PMZ_0018990-RA
ENSP00000352584	PMZ_0017226-RA
ENSP00000352584	PMZ_0045446-RA
ENSP00000352603	PMZ_0027655-RA
ENSP00000352603	PMZ_0038281-RA
ENSP00000352606	PMZ_0045907-RA
