ENSPMAP00000002486	TriadP1002
ENSPMAP00000010336	TriadP51481
ENSPMAP00000006186	TriadP51481
ENSPMAP00000008144	TriadP51481
ENSPMAP00000003385	TriadP51482
ENSPMAP00000002293	TriadP51483
ENSPMAP00000000614	TriadP51483
ENSPMAP00000008164	TriadP51493
ENSPMAP00000002680	TriadP51495
ENSPMAP00000006795	TriadP51497
ENSPMAP00000002994	TriadP51497
ENSPMAP00000000751	TriadP51503
ENSPMAP00000002831	TriadP51512
ENSPMAP00000001244	TriadP51525
ENSPMAP00000001315	TriadP51532
ENSPMAP00000002820	TriadP51537
ENSPMAP00000002036	TriadP51540
ENSPMAP00000006360	TriadP51540
ENSPMAP00000008684	TriadP51541
ENSPMAP00000005274	TriadP51542
ENSPMAP00000002368	TriadP51543
ENSPMAP00000000961	TriadP51547
ENSPMAP00000000678	TriadP51547
ENSPMAP00000003046	TriadP51558
ENSPMAP00000001639	TriadP51560
ENSPMAP00000000237	TriadP51565
ENSPMAP00000007935	TriadP51569
ENSPMAP00000005069	TriadP51569
ENSPMAP00000004608	TriadP51571
ENSPMAP00000004949	TriadP51576
ENSPMAP00000000509	TriadP51581
ENSPMAP00000001760	TriadP51591
ENSPMAP00000005667	TriadP51599
ENSPMAP00000007715	TriadP51610
ENSPMAP00000003488	TriadP51611
ENSPMAP00000004486	TriadP51623
ENSPMAP00000007475	TriadP51624
ENSPMAP00000003867	TriadP51624
ENSPMAP00000009422	TriadP51624
ENSPMAP00000006858	TriadP51625
ENSPMAP00000009222	TriadP51625
ENSPMAP00000000603	TriadP51625
ENSPMAP00000004483	TriadP51625
ENSPMAP00000003994	TriadP51628
ENSPMAP00000005138	TriadP51628
ENSPMAP00000011092	TriadP51631
ENSPMAP00000010294	TriadP51631
ENSPMAP00000002279	TriadP51633
ENSPMAP00000004538	TriadP51633
ENSPMAP00000003211	TriadP51641
ENSPMAP00000002217	TriadP51643
ENSPMAP00000001229	TriadP51643
ENSPMAP00000000374	TriadP51643
ENSPMAP00000006434	TriadP51643
ENSPMAP00000002620	TriadP51646
ENSPMAP00000005575	TriadP51652
ENSPMAP00000008852	TriadP51660
ENSPMAP00000005940	TriadP51661
ENSPMAP00000006168	TriadP51662
ENSPMAP00000009590	TriadP51668
ENSPMAP00000010003	TriadP51673
ENSPMAP00000010662	TriadP51673
ENSPMAP00000008095	TriadP51673
ENSPMAP00000008647	TriadP51677
ENSPMAP00000009390	TriadP51677
ENSPMAP00000000955	TriadP51678
ENSPMAP00000010747	TriadP51683
ENSPMAP00000004527	TriadP51683
ENSPMAP00000006976	TriadP51683
ENSPMAP00000003413	TriadP51686
ENSPMAP00000003192	TriadP51686
ENSPMAP00000001405	TriadP51688
ENSPMAP00000004696	TriadP51690
ENSPMAP00000003890	TriadP51690
ENSPMAP00000001909	TriadP51690
ENSPMAP00000001289	TriadP51691
ENSPMAP00000008658	TriadP51691
ENSPMAP00000000090	TriadP51691
ENSPMAP00000010775	TriadP51691
ENSPMAP00000008193	TriadP51692
ENSPMAP00000002150	TriadP51695
ENSPMAP00000009235	TriadP51695
ENSPMAP00000001285	TriadP51695
ENSPMAP00000002684	TriadP51695
ENSPMAP00000008798	TriadP51696
ENSPMAP00000000554	TriadP51708
ENSPMAP00000011410	TriadP51711
ENSPMAP00000008056	TriadP51712
ENSPMAP00000005933	TriadP51718
ENSPMAP00000004921	TriadP51723
ENSPMAP00000003441	TriadP51723
ENSPMAP00000003169	TriadP51723
ENSPMAP00000011221	TriadP51723
ENSPMAP00000008785	TriadP51724
ENSPMAP00000006040	TriadP51728
ENSPMAP00000004273	TriadP51739
ENSPMAP00000006712	TriadP51742
ENSPMAP00000004709	TriadP51743
ENSPMAP00000001895	TriadP51747
ENSPMAP00000010693	TriadP51748
ENSPMAP00000006016	TriadP51755
ENSPMAP00000003127	TriadP51757
ENSPMAP00000004526	TriadP51759
ENSPMAP00000006750	TriadP51760
ENSPMAP00000005774	TriadP51760
ENSPMAP00000005698	TriadP51761
ENSPMAP00000010985	TriadP51768
ENSPMAP00000010009	TriadP51772
ENSPMAP00000010465	TriadP51772
ENSPMAP00000009135	TriadP51772
ENSPMAP00000003517	TriadP51773
ENSPMAP00000010254	TriadP51786
ENSPMAP00000008140	TriadP51786
ENSPMAP00000009831	TriadP51787
ENSPMAP00000000830	TriadP51790
ENSPMAP00000009950	TriadP51792
ENSPMAP00000010427	TriadP51792
ENSPMAP00000001089	TriadP51792
ENSPMAP00000006387	TriadP51793
ENSPMAP00000006955	TriadP51793
ENSPMAP00000009157	TriadP51793
ENSPMAP00000010935	TriadP51796
ENSPMAP00000008286	TriadP51804
ENSPMAP00000008130	TriadP51804
ENSPMAP00000003207	TriadP51804
ENSPMAP00000006709	TriadP51804
ENSPMAP00000000200	TriadP51816
ENSPMAP00000001372	TriadP51817
ENSPMAP00000006717	TriadP51818
ENSPMAP00000007949	TriadP51819
ENSPMAP00000006620	TriadP51823
ENSPMAP00000004661	TriadP51826
ENSPMAP00000002787	TriadP51826
ENSPMAP00000009940	TriadP51829
ENSPMAP00000009467	TriadP51833
ENSPMAP00000008987	TriadP51833
ENSPMAP00000005768	TriadP51834
ENSPMAP00000009358	TriadP51837
ENSPMAP00000007704	TriadP51839
ENSPMAP00000007491	TriadP51840
ENSPMAP00000010261	TriadP51852
ENSPMAP00000004785	TriadP51852
ENSPMAP00000008791	TriadP51853
ENSPMAP00000007304	TriadP51854
ENSPMAP00000003956	TriadP51857
ENSPMAP00000001881	TriadP51857
ENSPMAP00000005454	TriadP51860
ENSPMAP00000010147	TriadP51860
ENSPMAP00000000572	TriadP51860
ENSPMAP00000009363	TriadP51860
ENSPMAP00000005044	TriadP51863
ENSPMAP00000004872	TriadP51863
ENSPMAP00000003349	TriadP51865
ENSPMAP00000003438	TriadP51865
ENSPMAP00000006716	TriadP51865
ENSPMAP00000003047	TriadP51865
ENSPMAP00000001530	TriadP51872
ENSPMAP00000001300	TriadP51876
ENSPMAP00000003618	TriadP51883
ENSPMAP00000003723	TriadP51887
ENSPMAP00000000859	TriadP51891
ENSPMAP00000010948	TriadP5190
ENSPMAP00000010506	TriadP51909
ENSPMAP00000009385	TriadP51922
ENSPMAP00000001687	TriadP51923
ENSPMAP00000006453	TriadP51924
ENSPMAP00000003739	TriadP51925
ENSPMAP00000007743	TriadP51927
ENSPMAP00000008742	TriadP51933
ENSPMAP00000004561	TriadP51933
ENSPMAP00000004180	TriadP51933
ENSPMAP00000006106	TriadP51933
ENSPMAP00000007564	TriadP51940
ENSPMAP00000002543	TriadP51941
ENSPMAP00000005758	TriadP51941
ENSPMAP00000003407	TriadP51941
ENSPMAP00000002452	TriadP51946
ENSPMAP00000005546	TriadP51952
ENSPMAP00000007106	TriadP51956
ENSPMAP00000010344	TriadP51956
ENSPMAP00000007562	TriadP51956
ENSPMAP00000010538	TriadP51961
ENSPMAP00000000424	TriadP51962
ENSPMAP00000000611	TriadP51966
ENSPMAP00000001147	TriadP51966
ENSPMAP00000002750	TriadP51967
ENSPMAP00000003293	TriadP51968
ENSPMAP00000003654	TriadP51972
ENSPMAP00000001641	TriadP51986
ENSPMAP00000001791	TriadP51991
ENSPMAP00000000016	TriadP51991
ENSPMAP00000000988	TriadP51994
ENSPMAP00000003209	TriadP52000
ENSPMAP00000010136	TriadP52003
ENSPMAP00000005512	TriadP52004
ENSPMAP00000007733	TriadP52004
ENSPMAP00000002985	TriadP52017
ENSPMAP00000001759	TriadP52018
ENSPMAP00000005244	TriadP52026
ENSPMAP00000004405	TriadP52029
ENSPMAP00000006449	TriadP5203
ENSPMAP00000000674	TriadP52030
ENSPMAP00000007440	TriadP52031
ENSPMAP00000001577	TriadP52034
ENSPMAP00000005990	TriadP52046
ENSPMAP00000009053	TriadP52046
ENSPMAP00000002713	TriadP52048
ENSPMAP00000001437	TriadP52050
ENSPMAP00000004942	TriadP52050
ENSPMAP00000006788	TriadP52050
ENSPMAP00000008249	TriadP52050
ENSPMAP00000005270	TriadP52053
ENSPMAP00000006228	TriadP52053
ENSPMAP00000010630	TriadP52053
ENSPMAP00000002434	TriadP52053
ENSPMAP00000001228	TriadP52054
ENSPMAP00000007656	TriadP52057
ENSPMAP00000005789	TriadP52063
ENSPMAP00000001999	TriadP52065
ENSPMAP00000004263	TriadP52065
ENSPMAP00000000427	TriadP52065
ENSPMAP00000007595	TriadP52065
ENSPMAP00000001497	TriadP52066
ENSPMAP00000003423	TriadP52067
ENSPMAP00000001431	TriadP52067
ENSPMAP00000004125	TriadP52067
ENSPMAP00000006933	TriadP52067
ENSPMAP00000011368	TriadP52070
ENSPMAP00000002495	TriadP52071
ENSPMAP00000006013	TriadP52071
ENSPMAP00000011124	TriadP52071
ENSPMAP00000001170	TriadP52072
ENSPMAP00000004923	TriadP52074
ENSPMAP00000003564	TriadP52081
ENSPMAP00000005386	TriadP52084
ENSPMAP00000005333	TriadP52086
ENSPMAP00000005357	TriadP52086
ENSPMAP00000001093	TriadP52086
ENSPMAP00000010658	TriadP52100
ENSPMAP00000009370	TriadP52107
ENSPMAP00000001542	TriadP52107
ENSPMAP00000001026	TriadP52108
ENSPMAP00000006550	TriadP52108
ENSPMAP00000005535	TriadP52108
ENSPMAP00000000355	TriadP52113
ENSPMAP00000001562	TriadP52117
ENSPMAP00000004701	TriadP52125
ENSPMAP00000006281	TriadP52127
ENSPMAP00000003738	TriadP52130
ENSPMAP00000003550	TriadP52157
ENSPMAP00000009195	TriadP52157
ENSPMAP00000004314	TriadP52159
ENSPMAP00000009679	TriadP52163
ENSPMAP00000007946	TriadP52174
ENSPMAP00000005278	TriadP52177
ENSPMAP00000009758	TriadP52181
ENSPMAP00000002556	TriadP52181
ENSPMAP00000008954	TriadP52183
ENSPMAP00000006800	TriadP52184
ENSPMAP00000000535	TriadP52184
ENSPMAP00000006523	TriadP52187
ENSPMAP00000010714	TriadP52191
ENSPMAP00000004871	TriadP52194
ENSPMAP00000002644	TriadP52198
ENSPMAP00000001984	TriadP52199
ENSPMAP00000008391	TriadP52199
ENSPMAP00000010649	TriadP52199
ENSPMAP00000006153	TriadP52201
ENSPMAP00000000169	TriadP52207
ENSPMAP00000001494	TriadP52211
ENSPMAP00000001931	TriadP52212
ENSPMAP00000007530	TriadP52212
ENSPMAP00000010785	TriadP52212
ENSPMAP00000001281	TriadP52223
ENSPMAP00000004672	TriadP52223
ENSPMAP00000008429	TriadP52232
ENSPMAP00000007943	TriadP52235
ENSPMAP00000003626	TriadP52243
ENSPMAP00000004101	TriadP52243
ENSPMAP00000007651	TriadP52245
ENSPMAP00000009243	TriadP52245
ENSPMAP00000001495	TriadP52261
ENSPMAP00000009994	TriadP52263
ENSPMAP00000006073	TriadP52263
ENSPMAP00000004794	TriadP52263
ENSPMAP00000002489	TriadP52272
ENSPMAP00000004710	TriadP52272
ENSPMAP00000006652	TriadP52275
ENSPMAP00000009967	TriadP52276
ENSPMAP00000004655	TriadP52276
ENSPMAP00000000452	TriadP52286
ENSPMAP00000008799	TriadP52286
ENSPMAP00000002033	TriadP52287
ENSPMAP00000008354	TriadP52287
ENSPMAP00000008613	TriadP52300
ENSPMAP00000004225	TriadP52303
ENSPMAP00000010077	TriadP52303
ENSPMAP00000003451	TriadP52317
ENSPMAP00000006167	TriadP52319
ENSPMAP00000001287	TriadP52319
ENSPMAP00000010628	TriadP52327
ENSPMAP00000003363	TriadP52329
ENSPMAP00000002508	TriadP52335
ENSPMAP00000000291	TriadP52346
ENSPMAP00000002464	TriadP52348
ENSPMAP00000010559	TriadP52349
ENSPMAP00000010840	TriadP52351
ENSPMAP00000002569	TriadP52356
ENSPMAP00000001930	TriadP52356
ENSPMAP00000001540	TriadP52359
ENSPMAP00000002428	TriadP52361
ENSPMAP00000008224	TriadP52361
ENSPMAP00000006873	TriadP52362
ENSPMAP00000001572	TriadP52363
ENSPMAP00000007540	TriadP52367
ENSPMAP00000008094	TriadP52367
ENSPMAP00000009128	TriadP52368
ENSPMAP00000009893	TriadP52371
ENSPMAP00000010952	TriadP52374
ENSPMAP00000011097	TriadP52374
ENSPMAP00000003240	TriadP52376
ENSPMAP00000003243	TriadP52376
ENSPMAP00000001714	TriadP52378
ENSPMAP00000008109	TriadP52382
ENSPMAP00000009045	TriadP52384
ENSPMAP00000008896	TriadP52384
ENSPMAP00000006132	TriadP52388
ENSPMAP00000000999	TriadP52391
ENSPMAP00000003634	TriadP52393
ENSPMAP00000005368	TriadP52399
ENSPMAP00000003125	TriadP52400
ENSPMAP00000005938	TriadP52404
ENSPMAP00000007262	TriadP52404
ENSPMAP00000001906	TriadP52405
ENSPMAP00000006919	TriadP52407
ENSPMAP00000005862	TriadP52413
ENSPMAP00000000459	TriadP52416
ENSPMAP00000004208	TriadP52419
ENSPMAP00000004945	TriadP52425
ENSPMAP00000005223	TriadP52438
ENSPMAP00000003503	TriadP52445
ENSPMAP00000008792	TriadP52445
ENSPMAP00000005590	TriadP52451
ENSPMAP00000003640	TriadP52451
ENSPMAP00000009320	TriadP52451
ENSPMAP00000005182	TriadP52453
ENSPMAP00000005157	TriadP52453
ENSPMAP00000010170	TriadP52453
ENSPMAP00000000609	TriadP52457
ENSPMAP00000005515	TriadP52464
ENSPMAP00000006244	TriadP52469
ENSPMAP00000007575	TriadP52469
ENSPMAP00000003307	TriadP52469
ENSPMAP00000001465	TriadP52469
ENSPMAP00000000626	TriadP52470
ENSPMAP00000008201	TriadP52472
ENSPMAP00000001221	TriadP52472
ENSPMAP00000005107	TriadP52473
ENSPMAP00000010434	TriadP52481
ENSPMAP00000001447	TriadP52481
ENSPMAP00000006596	TriadP52484
ENSPMAP00000000819	TriadP52484
ENSPMAP00000008511	TriadP52486
ENSPMAP00000000650	TriadP52490
ENSPMAP00000002571	TriadP52490
ENSPMAP00000007286	TriadP52495
ENSPMAP00000011214	TriadP52495
ENSPMAP00000010772	TriadP52497
ENSPMAP00000003527	TriadP52499
ENSPMAP00000002779	TriadP52501
ENSPMAP00000002436	TriadP52503
ENSPMAP00000010182	TriadP52506
ENSPMAP00000007979	TriadP52508
ENSPMAP00000000188	TriadP52509
ENSPMAP00000002846	TriadP52509
ENSPMAP00000004089	TriadP52511
ENSPMAP00000009782	TriadP52513
ENSPMAP00000006137	TriadP52514
ENSPMAP00000007377	TriadP52514
ENSPMAP00000004302	TriadP52515
ENSPMAP00000006405	TriadP52519
ENSPMAP00000010761	TriadP52520
ENSPMAP00000000514	TriadP52524
ENSPMAP00000008378	TriadP52531
ENSPMAP00000008496	TriadP52532
ENSPMAP00000004912	TriadP52533
ENSPMAP00000005314	TriadP52533
ENSPMAP00000006586	TriadP52533
ENSPMAP00000010858	TriadP52534
ENSPMAP00000005437	TriadP52538
ENSPMAP00000004793	TriadP52550
ENSPMAP00000008415	TriadP52557
ENSPMAP00000010617	TriadP52558
ENSPMAP00000003840	TriadP52558
ENSPMAP00000007161	TriadP52559
ENSPMAP00000009753	TriadP52568
ENSPMAP00000009501	TriadP52568
ENSPMAP00000005085	TriadP52572
ENSPMAP00000002334	TriadP52572
ENSPMAP00000004469	TriadP52572
ENSPMAP00000010482	TriadP52576
ENSPMAP00000004970	TriadP52592
ENSPMAP00000002576	TriadP52594
ENSPMAP00000004606	TriadP52603
ENSPMAP00000004994	TriadP52608
ENSPMAP00000005115	TriadP52608
ENSPMAP00000006763	TriadP52611
ENSPMAP00000009724	TriadP52613
ENSPMAP00000007851	TriadP52613
ENSPMAP00000004241	TriadP52613
ENSPMAP00000005078	TriadP52613
ENSPMAP00000002792	TriadP52615
ENSPMAP00000002142	TriadP52629
ENSPMAP00000004425	TriadP52629
ENSPMAP00000002289	TriadP52630
ENSPMAP00000007822	TriadP52631
ENSPMAP00000009314	TriadP52631
ENSPMAP00000005949	TriadP52633
ENSPMAP00000008757	TriadP52639
ENSPMAP00000005305	TriadP52642
ENSPMAP00000007407	TriadP52645
ENSPMAP00000006564	TriadP52650
ENSPMAP00000007256	TriadP52656
ENSPMAP00000005236	TriadP52665
ENSPMAP00000006940	TriadP52673
ENSPMAP00000004609	TriadP52674
ENSPMAP00000002136	TriadP52675
ENSPMAP00000007697	TriadP52679
ENSPMAP00000004367	TriadP52679
ENSPMAP00000003129	TriadP52680
ENSPMAP00000008270	TriadP52680
ENSPMAP00000006083	TriadP52682
ENSPMAP00000003709	TriadP52682
ENSPMAP00000009463	TriadP52695
ENSPMAP00000005694	TriadP52697
ENSPMAP00000005518	TriadP527
ENSPMAP00000002917	TriadP52705
ENSPMAP00000002681	TriadP52708
ENSPMAP00000000833	TriadP52711
ENSPMAP00000000030	TriadP52711
ENSPMAP00000001567	TriadP52711
ENSPMAP00000005923	TriadP52711
ENSPMAP00000003711	TriadP52720
ENSPMAP00000007325	TriadP52721
ENSPMAP00000002954	TriadP52721
ENSPMAP00000011103	TriadP52721
ENSPMAP00000001996	TriadP52723
ENSPMAP00000004347	TriadP52727
ENSPMAP00000006072	TriadP52729
ENSPMAP00000010633	TriadP52729
ENSPMAP00000002037	TriadP52733
ENSPMAP00000008460	TriadP52736
ENSPMAP00000000703	TriadP52738
ENSPMAP00000004157	TriadP52740
ENSPMAP00000010556	TriadP52741
ENSPMAP00000007392	TriadP52741
ENSPMAP00000006004	TriadP52741
ENSPMAP00000009792	TriadP52741
ENSPMAP00000007337	TriadP52746
ENSPMAP00000004735	TriadP52746
ENSPMAP00000005408	TriadP52746
ENSPMAP00000004739	TriadP52746
ENSPMAP00000010068	TriadP52765
ENSPMAP00000010941	TriadP52766
ENSPMAP00000004093	TriadP52772
ENSPMAP00000006329	TriadP52773
ENSPMAP00000010334	TriadP52779
ENSPMAP00000000666	TriadP52780
ENSPMAP00000007088	TriadP52781
ENSPMAP00000011074	TriadP52787
ENSPMAP00000011260	TriadP52787
ENSPMAP00000007289	TriadP52799
ENSPMAP00000002775	TriadP52806
ENSPMAP00000002432	TriadP52814
ENSPMAP00000005171	TriadP52814
ENSPMAP00000009771	TriadP52816
ENSPMAP00000005213	TriadP52816
ENSPMAP00000003804	TriadP52816
ENSPMAP00000005252	TriadP52818
ENSPMAP00000004588	TriadP52831
ENSPMAP00000005300	TriadP52831
ENSPMAP00000011409	TriadP52831
ENSPMAP00000011314	TriadP52834
ENSPMAP00000009959	TriadP52838
ENSPMAP00000011018	TriadP52845
ENSPMAP00000011035	TriadP52845
ENSPMAP00000011166	TriadP52845
ENSPMAP00000011263	TriadP52845
ENSPMAP00000010055	TriadP52848
ENSPMAP00000002042	TriadP52862
ENSPMAP00000010221	TriadP52862
ENSPMAP00000008256	TriadP52866
ENSPMAP00000009445	TriadP52866
ENSPMAP00000010398	TriadP52866
ENSPMAP00000004523	TriadP52866
ENSPMAP00000005638	TriadP52869
ENSPMAP00000004727	TriadP52872
ENSPMAP00000003833	TriadP52874
ENSPMAP00000004713	TriadP52881
ENSPMAP00000009033	TriadP52890
ENSPMAP00000010361	TriadP52898
ENSPMAP00000003064	TriadP52898
ENSPMAP00000003077	TriadP52899
ENSPMAP00000003067	TriadP52900
ENSPMAP00000010507	TriadP52904
ENSPMAP00000005242	TriadP52906
ENSPMAP00000009548	TriadP52906
ENSPMAP00000007056	TriadP52921
ENSPMAP00000006969	TriadP52921
ENSPMAP00000000426	TriadP52921
ENSPMAP00000006113	TriadP52921
ENSPMAP00000010515	TriadP52922
ENSPMAP00000007916	TriadP52924
ENSPMAP00000005126	TriadP52925
ENSPMAP00000004386	TriadP52927
ENSPMAP00000007095	TriadP52932
ENSPMAP00000001532	TriadP52935
ENSPMAP00000003007	TriadP52937
ENSPMAP00000005222	TriadP52937
ENSPMAP00000011431	TriadP52940
ENSPMAP00000002952	TriadP52953
ENSPMAP00000006561	TriadP52954
ENSPMAP00000003990	TriadP52954
ENSPMAP00000003579	TriadP52963
ENSPMAP00000007790	TriadP52967
ENSPMAP00000009789	TriadP52968
ENSPMAP00000002041	TriadP52972
ENSPMAP00000006839	TriadP52974
ENSPMAP00000009598	TriadP52974
ENSPMAP00000006811	TriadP52977
ENSPMAP00000004435	TriadP52980
ENSPMAP00000007199	TriadP52982
ENSPMAP00000010295	TriadP52983
ENSPMAP00000002278	TriadP52983
ENSPMAP00000010173	TriadP52986
ENSPMAP00000004682	TriadP52992
ENSPMAP00000000806	TriadP52992
ENSPMAP00000001809	TriadP52992
ENSPMAP00000000220	TriadP52992
ENSPMAP00000000435	TriadP52993
ENSPMAP00000009103	TriadP52993
ENSPMAP00000010454	TriadP53006
ENSPMAP00000004622	TriadP53006
ENSPMAP00000007881	TriadP53006
ENSPMAP00000009428	TriadP53007
ENSPMAP00000007648	TriadP53011
ENSPMAP00000008406	TriadP53011
ENSPMAP00000002545	TriadP53012
ENSPMAP00000001202	TriadP53014
ENSPMAP00000006165	TriadP53014
ENSPMAP00000001389	TriadP53016
ENSPMAP00000002905	TriadP53022
ENSPMAP00000002628	TriadP53030
ENSPMAP00000008715	TriadP53030
ENSPMAP00000007384	TriadP53030
ENSPMAP00000006565	TriadP53038
ENSPMAP00000008602	TriadP53044
ENSPMAP00000010035	TriadP53055
ENSPMAP00000006661	TriadP53055
ENSPMAP00000007326	TriadP53057
ENSPMAP00000001945	TriadP53059
ENSPMAP00000007255	TriadP53065
ENSPMAP00000001987	TriadP53065
ENSPMAP00000000512	TriadP53071
ENSPMAP00000004836	TriadP53074
ENSPMAP00000008223	TriadP53080
ENSPMAP00000010561	TriadP53086
ENSPMAP00000004845	TriadP53093
ENSPMAP00000008634	TriadP53108
ENSPMAP00000006101	TriadP53109
ENSPMAP00000003174	TriadP53112
ENSPMAP00000008212	TriadP53113
ENSPMAP00000005498	TriadP53124
ENSPMAP00000003955	TriadP53127
ENSPMAP00000000552	TriadP53135
ENSPMAP00000004769	TriadP53136
ENSPMAP00000010475	TriadP53138
ENSPMAP00000009306	TriadP53138
ENSPMAP00000001922	TriadP53141
ENSPMAP00000004488	TriadP53144
ENSPMAP00000010108	TriadP53145
ENSPMAP00000009085	TriadP53148
ENSPMAP00000008700	TriadP53152
ENSPMAP00000001548	TriadP53154
ENSPMAP00000001686	TriadP53161
ENSPMAP00000009619	TriadP53162
ENSPMAP00000007805	TriadP53166
ENSPMAP00000002346	TriadP53168
ENSPMAP00000004437	TriadP53177
ENSPMAP00000010550	TriadP53177
ENSPMAP00000007789	TriadP53179
ENSPMAP00000007107	TriadP53179
ENSPMAP00000008599	TriadP53180
ENSPMAP00000009704	TriadP53180
ENSPMAP00000007547	TriadP53182
ENSPMAP00000009949	TriadP53191
ENSPMAP00000005666	TriadP53191
ENSPMAP00000006840	TriadP53191
ENSPMAP00000001385	TriadP53193
ENSPMAP00000009001	TriadP53197
ENSPMAP00000008559	TriadP53200
ENSPMAP00000001354	TriadP53203
ENSPMAP00000001352	TriadP53203
ENSPMAP00000005660	TriadP53203
ENSPMAP00000002390	TriadP53210
ENSPMAP00000007503	TriadP53210
ENSPMAP00000006595	TriadP53214
ENSPMAP00000000121	TriadP53214
ENSPMAP00000008339	TriadP53215
ENSPMAP00000006174	TriadP53217
ENSPMAP00000010453	TriadP53217
ENSPMAP00000008371	TriadP53219
ENSPMAP00000010142	TriadP53222
ENSPMAP00000000799	TriadP53222
ENSPMAP00000006198	TriadP53222
ENSPMAP00000008476	TriadP53223
ENSPMAP00000002881	TriadP53223
ENSPMAP00000001568	TriadP53223
ENSPMAP00000002589	TriadP53232
ENSPMAP00000002240	TriadP53241
ENSPMAP00000006719	TriadP53241
ENSPMAP00000007974	TriadP53242
ENSPMAP00000008493	TriadP53242
ENSPMAP00000008261	TriadP53242
ENSPMAP00000005797	TriadP53242
ENSPMAP00000006947	TriadP53244
ENSPMAP00000002090	TriadP53249
ENSPMAP00000002339	TriadP53249
ENSPMAP00000004975	TriadP53251
ENSPMAP00000006431	TriadP53251
ENSPMAP00000010813	TriadP53251
ENSPMAP00000010636	TriadP53251
ENSPMAP00000010966	TriadP53252
ENSPMAP00000009764	TriadP53253
ENSPMAP00000007354	TriadP53253
ENSPMAP00000006868	TriadP53254
ENSPMAP00000007075	TriadP53259
ENSPMAP00000000503	TriadP53260
ENSPMAP00000003317	TriadP53268
ENSPMAP00000006733	TriadP53271
ENSPMAP00000000882	TriadP53278
ENSPMAP00000009505	TriadP53285
ENSPMAP00000009310	TriadP53296
ENSPMAP00000009974	TriadP53298
ENSPMAP00000004468	TriadP53300
ENSPMAP00000002913	TriadP53300
ENSPMAP00000008968	TriadP53305
ENSPMAP00000000081	TriadP53314
ENSPMAP00000009991	TriadP53333
ENSPMAP00000008335	TriadP53336
ENSPMAP00000009470	TriadP53341
ENSPMAP00000004438	TriadP53345
ENSPMAP00000006521	TriadP53345
ENSPMAP00000006710	TriadP53351
ENSPMAP00000001324	TriadP53353
ENSPMAP00000009418	TriadP53354
ENSPMAP00000002936	TriadP53356
ENSPMAP00000006484	TriadP53356
ENSPMAP00000008431	TriadP53360
ENSPMAP00000007109	TriadP53361
ENSPMAP00000004698	TriadP53364
ENSPMAP00000010733	TriadP53364
ENSPMAP00000007558	TriadP53366
ENSPMAP00000008304	TriadP53366
ENSPMAP00000005345	TriadP53368
ENSPMAP00000007907	TriadP53368
ENSPMAP00000006723	TriadP53368
ENSPMAP00000002023	TriadP53368
ENSPMAP00000007240	TriadP53373
ENSPMAP00000009852	TriadP53375
ENSPMAP00000002158	TriadP53386
ENSPMAP00000005826	TriadP53386
ENSPMAP00000004628	TriadP53386
ENSPMAP00000006293	TriadP53386
ENSPMAP00000008560	TriadP53387
ENSPMAP00000010130	TriadP53391
ENSPMAP00000004992	TriadP53391
ENSPMAP00000009914	TriadP53391
ENSPMAP00000009902	TriadP53391
ENSPMAP00000000485	TriadP53396
ENSPMAP00000004431	TriadP53396
ENSPMAP00000005212	TriadP53397
ENSPMAP00000006886	TriadP53399
ENSPMAP00000008956	TriadP5340
ENSPMAP00000004874	TriadP5340
ENSPMAP00000009628	TriadP5340
ENSPMAP00000009107	TriadP5340
ENSPMAP00000000510	TriadP53401
ENSPMAP00000007242	TriadP53420
ENSPMAP00000005731	TriadP53420
ENSPMAP00000009585	TriadP53422
ENSPMAP00000007748	TriadP53424
ENSPMAP00000004759	TriadP53430
ENSPMAP00000004268	TriadP53431
ENSPMAP00000008937	TriadP53433
ENSPMAP00000004290	TriadP53434
ENSPMAP00000003588	TriadP53438
ENSPMAP00000003881	TriadP53439
ENSPMAP00000007628	TriadP53440
ENSPMAP00000009129	TriadP53440
ENSPMAP00000001804	TriadP53440
ENSPMAP00000002721	TriadP53442
ENSPMAP00000004380	TriadP53442
ENSPMAP00000003756	TriadP53446
ENSPMAP00000005356	TriadP53446
ENSPMAP00000004129	TriadP53446
ENSPMAP00000001156	TriadP53446
ENSPMAP00000007980	TriadP5345
ENSPMAP00000009894	TriadP53450
ENSPMAP00000009504	TriadP53450
ENSPMAP00000000516	TriadP53459
ENSPMAP00000009373	TriadP53459
ENSPMAP00000000701	TriadP53463
ENSPMAP00000010052	TriadP53463
ENSPMAP00000007924	TriadP53471
ENSPMAP00000005134	TriadP53475
ENSPMAP00000009656	TriadP53478
ENSPMAP00000003308	TriadP53478
ENSPMAP00000006945	TriadP53484
ENSPMAP00000000296	TriadP53484
ENSPMAP00000002184	TriadP53484
ENSPMAP00000007679	TriadP53484
ENSPMAP00000006951	TriadP53485
ENSPMAP00000000951	TriadP53486
ENSPMAP00000007264	TriadP53486
ENSPMAP00000004875	TriadP53491
ENSPMAP00000000097	TriadP53494
ENSPMAP00000002480	TriadP53495
ENSPMAP00000001658	TriadP53495
ENSPMAP00000007551	TriadP53495
ENSPMAP00000008002	TriadP53495
ENSPMAP00000008505	TriadP53500
ENSPMAP00000003292	TriadP53503
ENSPMAP00000007340	TriadP53504
ENSPMAP00000010872	TriadP53506
ENSPMAP00000004780	TriadP53506
