ENSGALP00000000003	SINLEJ012925
ENSGALP00000017480	SINLEJ001771
ENSGALP00000017481	SINLEJ001769
ENSGALP00000017481	SINLEJ001768
ENSGALP00000017484	SINLEJ019133
ENSGALP00000017488	SINLEJ005192
ENSGALP00000017488	SINLEJ016848
ENSGALP00000017495	SINLEJ005586
ENSGALP00000017498	SINLEJ000672
ENSGALP00000017498	SINLEJ000673
ENSGALP00000017499	SINLEJ017262
ENSGALP00000017499	SINLEJ000723
ENSGALP00000017502	SINLEJ009883
ENSGALP00000017505	SINLEJ000722
ENSGALP00000017505	SINLEJ001055
ENSGALP00000017509	SINLEJ002049
ENSGALP00000017509	SINLEJ014444
ENSGALP00000017513	SINLEJ017748
ENSGALP00000017513	SINLEJ017406
ENSGALP00000017517	SINLEJ006000
ENSGALP00000017519	SINLEJ009884
ENSGALP00000017519	SINLEJ009885
ENSGALP00000017521	SINLEJ003428
ENSGALP00000017521	SINLEJ001331
ENSGALP00000017524	SINLEJ011089
ENSGALP00000017524	SINLEJ015646
ENSGALP00000017526	SINLEJ012498
ENSGALP00000017528	SINLEJ012509
ENSGALP00000017532	SINLEJ005999
ENSGALP00000017532	SINLEJ005998
ENSGALP00000017534	SINLEJ600152
ENSGALP00000017534	SINLEJ003430
ENSGALP00000017536	SINLEJ600150
ENSGALP00000017539	SINLEJ009942
ENSGALP00000017544	SINLEJ001333
ENSGALP00000017545	SINLEJ013865
ENSGALP00000017545	SINLEJ018494
ENSGALP00000017547	SINLEJ000323
ENSGALP00000017547	SINLEJ000320
ENSGALP00000017553	SINLEJ600204
ENSGALP00000017553	SINLEJ003459
ENSGALP00000017556	SINLEJ005996
ENSGALP00000017556	SINLEJ000692
ENSGALP00000017561	SINLEJ002052
ENSGALP00000017561	SINLEJ002058
ENSGALP00000017563	SINLEJ005857
ENSGALP00000017565	SINLEJ007066
ENSGALP00000017565	SINLEJ007067
ENSGALP00000017568	SINLEJ009989
ENSGALP00000017568	SINLEJ000008
ENSGALP00000017577	SINLEJ010319
ENSGALP00000017577	SINLEJ003456
ENSGALP00000017578	SINLEJ600205
ENSGALP00000017580	SINLEJ000010
ENSGALP00000017586	SINLEJ010459
ENSGALP00000017592	SINLEJ001064
ENSGALP00000017592	SINLEJ014901
ENSGALP00000017595	SINLEJ003449
ENSGALP00000017595	SINLEJ600463
ENSGALP00000017596	SINLEJ001719
ENSGALP00000017597	SINLEJ017266
ENSGALP00000017597	SINLEJ016679
ENSGALP00000017600	SINLEJ003451
ENSGALP00000017600	SINLEJ003453
ENSGALP00000017602	SINLEJ001128
ENSGALP00000017609	SINLEJ004949
ENSGALP00000017609	SINLEJ004950
ENSGALP00000017612	SINLEJ008970
ENSGALP00000017630	SINLEJ001441
ENSGALP00000017630	SINLEJ003478
ENSGALP00000017638	SINLEJ006282
ENSGALP00000017638	SINLEJ003038
ENSGALP00000017639	SINLEJ001628
ENSGALP00000017639	SINLEJ003536
ENSGALP00000017653	SINLEJ017306
ENSGALP00000017653	SINLEJ010387
ENSGALP00000017654	SINLEJ005918
ENSGALP00000017654	SINLEJ005917
ENSGALP00000017661	SINLEJ010604
ENSGALP00000017662	SINLEJ008802
ENSGALP00000017665	SINLEJ019430
ENSGALP00000017665	SINLEJ016099
ENSGALP00000017666	SINLEJ002140
ENSGALP00000017666	SINLEJ002139
ENSGALP00000017667	SINLEJ006664
ENSGALP00000017667	SINLEJ015540
ENSGALP00000017671	SINLEJ001127
ENSGALP00000017674	SINLEJ010560
ENSGALP00000017674	SINLEJ011653
ENSGALP00000017678	SINLEJ009892
ENSGALP00000017678	SINLEJ009890
ENSGALP00000017682	SINLEJ006605
ENSGALP00000017690	SINLEJ010385
ENSGALP00000017690	SINLEJ010386
ENSGALP00000017695	SINLEJ006607
ENSGALP00000017695	SINLEJ010689
ENSGALP00000017702	SINLEJ015336
ENSGALP00000017702	SINLEJ017461
ENSGALP00000017703	SINLEJ010372
ENSGALP00000017711	SINLEJ017466
ENSGALP00000017711	SINLEJ017465
ENSGALP00000017712	SINLEJ003439
ENSGALP00000017715	SINLEJ010463
ENSGALP00000017721	SINLEJ006446
ENSGALP00000017721	SINLEJ006865
ENSGALP00000017752	SINLEJ010004
ENSGALP00000017752	SINLEJ012549
ENSGALP00000017758	SINLEJ010299
ENSGALP00000017758	SINLEJ010298
ENSGALP00000017763	SINLEJ015408
ENSGALP00000017765	SINLEJ003256
ENSGALP00000017768	SINLEJ010006
ENSGALP00000017773	SINLEJ001797
ENSGALP00000017786	SINLEJ600221
ENSGALP00000017788	SINLEJ600095
ENSGALP00000017788	SINLEJ004785
ENSGALP00000017793	SINLEJ014023
ENSGALP00000017793	SINLEJ600094
ENSGALP00000017800	SINLEJ003294
ENSGALP00000017808	SINLEJ600335
ENSGALP00000017812	SINLEJ012438
ENSGALP00000017812	SINLEJ012439
ENSGALP00000017813	SINLEJ008110
ENSGALP00000017813	SINLEJ007658
ENSGALP00000017818	SINLEJ001406
ENSGALP00000017818	SINLEJ600098
ENSGALP00000017822	SINLEJ016176
ENSGALP00000017823	SINLEJ004565
ENSGALP00000017831	SINLEJ009925
ENSGALP00000017831	SINLEJ012501
ENSGALP00000017852	SINLEJ015305
ENSGALP00000017852	SINLEJ003259
ENSGALP00000017857	SINLEJ019114
ENSGALP00000017857	SINLEJ016708
ENSGALP00000017858	SINLEJ016179
ENSGALP00000017858	SINLEJ016177
ENSGALP00000017862	SINLEJ001374
ENSGALP00000017869	SINLEJ001101
ENSGALP00000017869	SINLEJ000716
ENSGALP00000017870	SINLEJ600437
ENSGALP00000017870	SINLEJ013798
ENSGALP00000017873	SINLEJ010003
ENSGALP00000017873	SINLEJ012090
ENSGALP00000017876	SINLEJ002144
ENSGALP00000017876	SINLEJ002143
ENSGALP00000017877	SINLEJ600434
ENSGALP00000017877	SINLEJ600432
ENSGALP00000017880	SINLEJ000338
ENSGALP00000017880	SINLEJ000339
ENSGALP00000017881	SINLEJ002730
ENSGALP00000017881	SINLEJ002731
ENSGALP00000017886	SINLEJ014467
ENSGALP00000017888	SINLEJ012441
ENSGALP00000017892	SINLEJ002155
ENSGALP00000017896	SINLEJ005932
ENSGALP00000017896	SINLEJ005933
ENSGALP00000017899	SINLEJ002153
ENSGALP00000017899	SINLEJ000709
ENSGALP00000017902	SINLEJ018697
ENSGALP00000017905	SINLEJ005847
ENSGALP00000017905	SINLEJ016531
ENSGALP00000017912	SINLEJ004786
ENSGALP00000017912	SINLEJ001401
ENSGALP00000017914	SINLEJ004789
ENSGALP00000017914	SINLEJ013842
ENSGALP00000017921	SINLEJ005033
ENSGALP00000017923	SINLEJ004966
ENSGALP00000017926	SINLEJ012464
ENSGALP00000017930	SINLEJ006360
ENSGALP00000017932	SINLEJ012510
ENSGALP00000017932	SINLEJ012511
ENSGALP00000017934	SINLEJ001615
ENSGALP00000017934	SINLEJ013879
ENSGALP00000017935	SINLEJ001614
ENSGALP00000017938	SINLEJ012513
ENSGALP00000017938	SINLEJ012512
ENSGALP00000017941	SINLEJ001862
ENSGALP00000017941	SINLEJ000944
ENSGALP00000017951	SINLEJ002009
ENSGALP00000017954	SINLEJ001611
ENSGALP00000017958	SINLEJ600487
ENSGALP00000017958	SINLEJ010410
ENSGALP00000017960	SINLEJ013843
ENSGALP00000017960	SINLEJ001399
ENSGALP00000017962	SINLEJ012517
ENSGALP00000017970	SINLEJ006354
ENSGALP00000017970	SINLEJ007759
ENSGALP00000017972	SINLEJ003311
ENSGALP00000017976	SINLEJ002011
ENSGALP00000017976	SINLEJ005143
ENSGALP00000017980	SINLEJ001403
ENSGALP00000017982	SINLEJ001608
ENSGALP00000017983	SINLEJ013815
ENSGALP00000017991	SINLEJ001605
ENSGALP00000017991	SINLEJ001604
ENSGALP00000017996	SINLEJ005076
ENSGALP00000017996	SINLEJ005075
ENSGALP00000018004	SINLEJ007842
ENSGALP00000018009	SINLEJ600493
ENSGALP00000018009	SINLEJ013817
ENSGALP00000018028	SINLEJ006602
ENSGALP00000018029	SINLEJ001030
ENSGALP00000018030	SINLEJ000793
ENSGALP00000018030	SINLEJ003735
ENSGALP00000018034	SINLEJ010475
ENSGALP00000018034	SINLEJ001554
ENSGALP00000018038	SINLEJ005146
ENSGALP00000018038	SINLEJ016201
ENSGALP00000018041	SINLEJ005897
ENSGALP00000018041	SINLEJ005898
ENSGALP00000018042	SINLEJ016202
ENSGALP00000018042	SINLEJ001850
ENSGALP00000018044	SINLEJ016590
ENSGALP00000018045	SINLEJ013370
ENSGALP00000018045	SINLEJ013371
ENSGALP00000018048	SINLEJ016204
ENSGALP00000018048	SINLEJ005148
ENSGALP00000018050	SINLEJ600370
ENSGALP00000018050	SINLEJ002096
ENSGALP00000018057	SINLEJ001848
ENSGALP00000018057	SINLEJ001448
ENSGALP00000018059	SINLEJ017081
ENSGALP00000018059	SINLEJ013978
ENSGALP00000018061	SINLEJ007322
ENSGALP00000018065	SINLEJ004982
ENSGALP00000018068	SINLEJ003323
ENSGALP00000018068	SINLEJ004837
ENSGALP00000018070	SINLEJ017083
ENSGALP00000018070	SINLEJ017082
ENSGALP00000018075	SINLEJ006601
ENSGALP00000018075	SINLEJ010548
ENSGALP00000018078	SINLEJ004838
ENSGALP00000018079	SINLEJ004927
ENSGALP00000018079	SINLEJ004928
ENSGALP00000018082	SINLEJ004931
ENSGALP00000018083	SINLEJ011820
ENSGALP00000018087	SINLEJ014502
ENSGALP00000018087	SINLEJ007000
ENSGALP00000018095	SINLEJ600341
ENSGALP00000018095	SINLEJ003331
ENSGALP00000018103	SINLEJ017031
ENSGALP00000018103	SINLEJ009945
ENSGALP00000018106	SINLEJ003328
ENSGALP00000018106	SINLEJ004840
ENSGALP00000018109	SINLEJ003301
ENSGALP00000018109	SINLEJ001599
ENSGALP00000018112	SINLEJ006600
ENSGALP00000018114	SINLEJ016169
ENSGALP00000018116	SINLEJ017343
ENSGALP00000018120	SINLEJ003327
ENSGALP00000018122	SINLEJ010088
ENSGALP00000018122	SINLEJ002994
ENSGALP00000018124	SINLEJ004839
ENSGALP00000018124	SINLEJ003325
ENSGALP00000018125	SINLEJ006445
ENSGALP00000018130	SINLEJ005081
ENSGALP00000018130	SINLEJ002066
ENSGALP00000018144	SINLEJ001049
ENSGALP00000018144	SINLEJ001048
ENSGALP00000018146	SINLEJ014501
ENSGALP00000018148	SINLEJ001639
ENSGALP00000018148	SINLEJ001638
ENSGALP00000018157	SINLEJ000985
ENSGALP00000018159	SINLEJ005902
ENSGALP00000018164	SINLEJ002157
ENSGALP00000018164	SINLEJ002156
ENSGALP00000018169	SINLEJ000811
ENSGALP00000018169	SINLEJ016732
ENSGALP00000018176	SINLEJ005077
ENSGALP00000018184	SINLEJ005975
ENSGALP00000018188	SINLEJ006026
ENSGALP00000018188	SINLEJ006025
ENSGALP00000018192	SINLEJ010340
ENSGALP00000018192	SINLEJ001450
ENSGALP00000018199	SINLEJ015729
ENSGALP00000018199	SINLEJ015728
ENSGALP00000018203	SINLEJ010672
ENSGALP00000018203	SINLEJ015453
ENSGALP00000018206	SINLEJ001754
ENSGALP00000018206	SINLEJ001755
ENSGALP00000018209	SINLEJ013880
ENSGALP00000018209	SINLEJ010887
ENSGALP00000018212	SINLEJ018988
ENSGALP00000018216	SINLEJ013881
ENSGALP00000018217	SINLEJ004923
ENSGALP00000018223	SINLEJ016935
ENSGALP00000018223	SINLEJ016931
ENSGALP00000018224	SINLEJ017337
ENSGALP00000018224	SINLEJ002189
ENSGALP00000018228	SINLEJ001052
ENSGALP00000018228	SINLEJ001054
ENSGALP00000018229	SINLEJ005430
ENSGALP00000018232	SINLEJ007013
ENSGALP00000018235	SINLEJ002705
ENSGALP00000018235	SINLEJ002703
ENSGALP00000018239	SINLEJ001759
ENSGALP00000018239	SINLEJ014437
ENSGALP00000018243	SINLEJ003342
ENSGALP00000018243	SINLEJ600290
ENSGALP00000018245	SINLEJ004541
ENSGALP00000018247	SINLEJ001153
ENSGALP00000018252	SINLEJ004432
ENSGALP00000018252	SINLEJ019206
ENSGALP00000018260	SINLEJ600165
ENSGALP00000018264	SINLEJ000785
ENSGALP00000018265	SINLEJ011824
ENSGALP00000018269	SINLEJ600162
ENSGALP00000018272	SINLEJ005368
ENSGALP00000018274	SINLEJ013480
ENSGALP00000018274	SINLEJ002002
ENSGALP00000018278	SINLEJ000886
ENSGALP00000018278	SINLEJ009875
ENSGALP00000018279	SINLEJ004507
ENSGALP00000018279	SINLEJ011906
ENSGALP00000018280	SINLEJ003289
ENSGALP00000018280	SINLEJ600198
ENSGALP00000018290	SINLEJ600174
ENSGALP00000018290	SINLEJ600175
ENSGALP00000018293	SINLEJ010535
ENSGALP00000018294	SINLEJ013481
ENSGALP00000018294	SINLEJ002003
ENSGALP00000018295	SINLEJ009943
ENSGALP00000018298	SINLEJ001521
ENSGALP00000018298	SINLEJ001522
ENSGALP00000018300	SINLEJ019074
ENSGALP00000018300	SINLEJ018045
ENSGALP00000018305	SINLEJ013356
ENSGALP00000018306	SINLEJ000141
ENSGALP00000018307	SINLEJ600170
ENSGALP00000018315	SINLEJ003508
ENSGALP00000018315	SINLEJ003507
ENSGALP00000018320	SINLEJ005896
ENSGALP00000018326	SINLEJ003148
ENSGALP00000018326	SINLEJ001619
ENSGALP00000018335	SINLEJ600168
ENSGALP00000018342	SINLEJ000365
ENSGALP00000018345	SINLEJ010530
ENSGALP00000018345	SINLEJ010531
ENSGALP00000018350	SINLEJ018176
ENSGALP00000018350	SINLEJ007437
ENSGALP00000018351	SINLEJ009910
ENSGALP00000018352	SINLEJ005894
ENSGALP00000018358	SINLEJ001627
ENSGALP00000018358	SINLEJ003297
ENSGALP00000018361	SINLEJ016341
ENSGALP00000018361	SINLEJ008570
ENSGALP00000018364	SINLEJ010580
ENSGALP00000018364	SINLEJ006532
ENSGALP00000018366	SINLEJ003423
ENSGALP00000018368	SINLEJ011478
ENSGALP00000018368	SINLEJ011479
ENSGALP00000018369	SINLEJ018824
ENSGALP00000018369	SINLEJ013650
ENSGALP00000018370	SINLEJ012380
ENSGALP00000018370	SINLEJ009554
ENSGALP00000018371	SINLEJ003422
ENSGALP00000018371	SINLEJ600159
ENSGALP00000018372	SINLEJ015034
ENSGALP00000018373	SINLEJ011477
ENSGALP00000018373	SINLEJ018034
ENSGALP00000018376	SINLEJ017311
ENSGALP00000018378	SINLEJ007433
ENSGALP00000018380	SINLEJ004860
ENSGALP00000018382	SINLEJ009529
ENSGALP00000018382	SINLEJ014911
ENSGALP00000018385	SINLEJ001285
ENSGALP00000018385	SINLEJ600291
ENSGALP00000018388	SINLEJ017317
ENSGALP00000018388	SINLEJ014878
ENSGALP00000018391	SINLEJ012382
ENSGALP00000018391	SINLEJ007371
ENSGALP00000018396	SINLEJ010456
ENSGALP00000018396	SINLEJ003341
ENSGALP00000018400	SINLEJ009535
ENSGALP00000018401	SINLEJ016751
ENSGALP00000018405	SINLEJ002146
ENSGALP00000018406	SINLEJ009533
ENSGALP00000018406	SINLEJ018065
ENSGALP00000018410	SINLEJ010328
ENSGALP00000018410	SINLEJ013895
ENSGALP00000018412	SINLEJ017314
ENSGALP00000018412	SINLEJ017313
ENSGALP00000018418	SINLEJ004873
ENSGALP00000018418	SINLEJ004872
ENSGALP00000018424	SINLEJ003539
ENSGALP00000018424	SINLEJ012748
ENSGALP00000018429	SINLEJ018441
ENSGALP00000018433	SINLEJ009940
ENSGALP00000018433	SINLEJ012440
ENSGALP00000018434	SINLEJ013892
ENSGALP00000018435	SINLEJ001281
ENSGALP00000018435	SINLEJ600412
ENSGALP00000018441	SINLEJ004776
ENSGALP00000018445	SINLEJ012559
ENSGALP00000018445	SINLEJ018664
ENSGALP00000018451	SINLEJ004869
ENSGALP00000018451	SINLEJ004868
ENSGALP00000018452	SINLEJ004151
ENSGALP00000018456	SINLEJ011348
ENSGALP00000018457	SINLEJ004778
ENSGALP00000018458	SINLEJ013727
ENSGALP00000018458	SINLEJ016922
ENSGALP00000018459	SINLEJ600257
ENSGALP00000018459	SINLEJ004848
ENSGALP00000018461	SINLEJ004907
ENSGALP00000018461	SINLEJ004909
ENSGALP00000018469	SINLEJ000370
ENSGALP00000018472	SINLEJ013912
ENSGALP00000018480	SINLEJ004567
ENSGALP00000018480	SINLEJ004534
ENSGALP00000018482	SINLEJ018843
ENSGALP00000018485	SINLEJ013729
ENSGALP00000018491	SINLEJ015048
ENSGALP00000018491	SINLEJ012744
ENSGALP00000018497	SINLEJ019328
ENSGALP00000018497	SINLEJ019286
ENSGALP00000018500	SINLEJ600403
ENSGALP00000018500	SINLEJ001309
ENSGALP00000018502	SINLEJ600178
ENSGALP00000018503	SINLEJ001395
ENSGALP00000018503	SINLEJ001394
ENSGALP00000018510	SINLEJ015767
ENSGALP00000018514	SINLEJ005579
ENSGALP00000018516	SINLEJ005984
ENSGALP00000018518	SINLEJ005982
ENSGALP00000018519	SINLEJ004808
ENSGALP00000018523	SINLEJ014400
ENSGALP00000018527	SINLEJ003639
ENSGALP00000018527	SINLEJ014926
ENSGALP00000018528	SINLEJ014488
ENSGALP00000018530	SINLEJ017338
ENSGALP00000018530	SINLEJ017339
ENSGALP00000018537	SINLEJ013730
ENSGALP00000018540	SINLEJ014403
ENSGALP00000018540	SINLEJ017135
ENSGALP00000018548	SINLEJ001460
ENSGALP00000018552	SINLEJ005561
ENSGALP00000018553	SINLEJ017000
ENSGALP00000018553	SINLEJ000859
ENSGALP00000018557	SINLEJ007952
ENSGALP00000018557	SINLEJ013068
ENSGALP00000018561	SINLEJ001529
ENSGALP00000018561	SINLEJ001531
ENSGALP00000018564	SINLEJ007460
ENSGALP00000018564	SINLEJ013263
ENSGALP00000018565	SINLEJ017024
ENSGALP00000018572	SINLEJ015704
ENSGALP00000018572	SINLEJ007207
ENSGALP00000018575	SINLEJ001459
ENSGALP00000018575	SINLEJ017769
ENSGALP00000018577	SINLEJ019029
ENSGALP00000018577	SINLEJ019028
ENSGALP00000018580	SINLEJ003332
ENSGALP00000018580	SINLEJ600339
ENSGALP00000018594	SINLEJ007204
ENSGALP00000018594	SINLEJ017169
ENSGALP00000018596	SINLEJ017913
ENSGALP00000018600	SINLEJ011476
ENSGALP00000018600	SINLEJ015525
ENSGALP00000018610	SINLEJ012600
ENSGALP00000018610	SINLEJ012626
ENSGALP00000018615	SINLEJ003326
ENSGALP00000018616	SINLEJ009425
ENSGALP00000018616	SINLEJ009426
ENSGALP00000018625	SINLEJ001519
ENSGALP00000018629	SINLEJ004529
ENSGALP00000018634	SINLEJ004664
ENSGALP00000018639	SINLEJ004275
ENSGALP00000018639	SINLEJ004274
ENSGALP00000018640	SINLEJ010439
ENSGALP00000018644	SINLEJ003463
ENSGALP00000018646	SINLEJ004509
ENSGALP00000018652	SINLEJ001572
ENSGALP00000018656	SINLEJ009430
ENSGALP00000018656	SINLEJ013762
ENSGALP00000018658	SINLEJ007038
ENSGALP00000018662	SINLEJ013657
ENSGALP00000018669	SINLEJ001039
ENSGALP00000018671	SINLEJ003464
ENSGALP00000018675	SINLEJ001653
ENSGALP00000018679	SINLEJ004851
ENSGALP00000018679	SINLEJ006266
ENSGALP00000018686	SINLEJ004853
ENSGALP00000018692	SINLEJ013911
ENSGALP00000018695	SINLEJ003466
ENSGALP00000018697	SINLEJ015119
ENSGALP00000018698	SINLEJ008865
ENSGALP00000018702	SINLEJ008856
ENSGALP00000018703	SINLEJ006929
ENSGALP00000018703	SINLEJ015291
ENSGALP00000018705	SINLEJ013018
ENSGALP00000018706	SINLEJ600250
ENSGALP00000018708	SINLEJ008697
ENSGALP00000018708	SINLEJ008696
ENSGALP00000018712	SINLEJ001454
ENSGALP00000018713	SINLEJ013080
ENSGALP00000018715	SINLEJ008800
ENSGALP00000018715	SINLEJ008799
ENSGALP00000018719	SINLEJ003248
ENSGALP00000018736	SINLEJ005066
ENSGALP00000018736	SINLEJ001044
ENSGALP00000018737	SINLEJ007132
ENSGALP00000018742	SINLEJ005987
ENSGALP00000018742	SINLEJ001871
ENSGALP00000018747	SINLEJ017114
ENSGALP00000018747	SINLEJ011179
ENSGALP00000018750	SINLEJ012313
ENSGALP00000018752	SINLEJ600246
ENSGALP00000018752	SINLEJ600245
ENSGALP00000018757	SINLEJ013973
ENSGALP00000018757	SINLEJ008783
ENSGALP00000018758	SINLEJ008784
ENSGALP00000018758	SINLEJ008786
ENSGALP00000018761	SINLEJ008787
ENSGALP00000018762	SINLEJ001870
ENSGALP00000018772	SINLEJ005985
ENSGALP00000018774	SINLEJ004562
ENSGALP00000018780	SINLEJ003247
ENSGALP00000018780	SINLEJ010342
ENSGALP00000018782	SINLEJ005963
ENSGALP00000018782	SINLEJ005962
ENSGALP00000018785	SINLEJ013381
ENSGALP00000018785	SINLEJ013379
ENSGALP00000018787	SINLEJ013610
ENSGALP00000018787	SINLEJ006269
ENSGALP00000018789	SINLEJ600034
ENSGALP00000018798	SINLEJ003402
ENSGALP00000018798	SINLEJ005862
ENSGALP00000018799	SINLEJ600283
ENSGALP00000018799	SINLEJ003403
ENSGALP00000018802	SINLEJ600033
ENSGALP00000018813	SINLEJ004941
ENSGALP00000018813	SINLEJ004939
ENSGALP00000018816	SINLEJ003846
ENSGALP00000018818	SINLEJ017374
ENSGALP00000018818	SINLEJ007499
ENSGALP00000018819	SINLEJ015845
ENSGALP00000018823	SINLEJ600012
ENSGALP00000018823	SINLEJ600013
ENSGALP00000018826	SINLEJ007457
ENSGALP00000018828	SINLEJ007531
ENSGALP00000018830	SINLEJ017982
ENSGALP00000018837	SINLEJ010618
ENSGALP00000018840	SINLEJ006020
ENSGALP00000018840	SINLEJ006021
ENSGALP00000018843	SINLEJ001214
ENSGALP00000018843	SINLEJ016760
ENSGALP00000018854	SINLEJ000956
ENSGALP00000018856	SINLEJ006661
ENSGALP00000018862	SINLEJ001385
ENSGALP00000018862	SINLEJ003404
ENSGALP00000018870	SINLEJ017531
ENSGALP00000018870	SINLEJ009310
ENSGALP00000018878	SINLEJ001738
ENSGALP00000018878	SINLEJ001736
ENSGALP00000018880	SINLEJ008715
ENSGALP00000018880	SINLEJ008717
ENSGALP00000018883	SINLEJ000699
ENSGALP00000018883	SINLEJ004989
ENSGALP00000018900	SINLEJ005128
ENSGALP00000018900	SINLEJ005129
ENSGALP00000018902	SINLEJ600322
ENSGALP00000018902	SINLEJ003412
ENSGALP00000018906	SINLEJ016600
ENSGALP00000018910	SINLEJ003413
ENSGALP00000018912	SINLEJ011655
ENSGALP00000018917	SINLEJ012965
ENSGALP00000018925	SINLEJ010615
ENSGALP00000018925	SINLEJ006622
ENSGALP00000018929	SINLEJ600321
ENSGALP00000018929	SINLEJ001381
ENSGALP00000018935	SINLEJ008840
ENSGALP00000018935	SINLEJ008841
ENSGALP00000018940	SINLEJ009355
ENSGALP00000018946	SINLEJ007857
ENSGALP00000018955	SINLEJ006442
ENSGALP00000018955	SINLEJ010613
ENSGALP00000018960	SINLEJ001858
ENSGALP00000018963	SINLEJ011455
ENSGALP00000018965	SINLEJ010586
ENSGALP00000018965	SINLEJ006421
ENSGALP00000018968	SINLEJ005876
ENSGALP00000018969	SINLEJ003756
ENSGALP00000018970	SINLEJ013949
ENSGALP00000018970	SINLEJ013950
ENSGALP00000018975	SINLEJ003365
ENSGALP00000018975	SINLEJ003366
ENSGALP00000018978	SINLEJ015869
ENSGALP00000018978	SINLEJ008995
ENSGALP00000018995	SINLEJ004965
ENSGALP00000018995	SINLEJ005837
ENSGALP00000019000	SINLEJ010581
ENSGALP00000019000	SINLEJ010582
ENSGALP00000019005	SINLEJ007689
ENSGALP00000019005	SINLEJ007687
ENSGALP00000019007	SINLEJ013785
ENSGALP00000019007	SINLEJ600307
ENSGALP00000019012	SINLEJ005835
ENSGALP00000019012	SINLEJ005829
ENSGALP00000019015	SINLEJ001447
ENSGALP00000019016	SINLEJ003363
ENSGALP00000019016	SINLEJ009431
ENSGALP00000019017	SINLEJ007539
ENSGALP00000019018	SINLEJ600032
ENSGALP00000019018	SINLEJ000825
ENSGALP00000019037	SINLEJ015918
ENSGALP00000019038	SINLEJ015038
ENSGALP00000019039	SINLEJ012644
ENSGALP00000019040	SINLEJ007526
ENSGALP00000019040	SINLEJ007527
ENSGALP00000019042	SINLEJ013559
ENSGALP00000019042	SINLEJ012640
ENSGALP00000019049	SINLEJ010705
ENSGALP00000019052	SINLEJ600183
ENSGALP00000019058	SINLEJ013561
ENSGALP00000019064	SINLEJ003233
ENSGALP00000019064	SINLEJ003232
ENSGALP00000019067	SINLEJ004795
ENSGALP00000019067	SINLEJ600316
ENSGALP00000019072	SINLEJ007530
ENSGALP00000019078	SINLEJ012521
ENSGALP00000019078	SINLEJ012520
ENSGALP00000019081	SINLEJ008072
ENSGALP00000019081	SINLEJ008073
ENSGALP00000019082	SINLEJ010369
ENSGALP00000019085	SINLEJ005828
ENSGALP00000019085	SINLEJ000698
ENSGALP00000019086	SINLEJ007532
ENSGALP00000019087	SINLEJ003202
ENSGALP00000019087	SINLEJ010370
ENSGALP00000019092	SINLEJ014685
ENSGALP00000019092	SINLEJ014684
ENSGALP00000019095	SINLEJ003201
ENSGALP00000019105	SINLEJ003244
ENSGALP00000019105	SINLEJ003243
ENSGALP00000019106	SINLEJ600053
ENSGALP00000019106	SINLEJ016404
ENSGALP00000019107	SINLEJ010297
ENSGALP00000019107	SINLEJ004618
ENSGALP00000019108	SINLEJ000773
ENSGALP00000019108	SINLEJ000652
ENSGALP00000019110	SINLEJ013896
ENSGALP00000019110	SINLEJ017765
ENSGALP00000019113	SINLEJ003242
ENSGALP00000019114	SINLEJ001173
ENSGALP00000019114	SINLEJ005912
ENSGALP00000019122	SINLEJ013742
ENSGALP00000019122	SINLEJ011440
ENSGALP00000019133	SINLEJ006477
ENSGALP00000019133	SINLEJ006475
ENSGALP00000019134	SINLEJ001573
ENSGALP00000019136	SINLEJ007463
ENSGALP00000019155	SINLEJ001659
ENSGALP00000019155	SINLEJ001665
ENSGALP00000019161	SINLEJ002882
ENSGALP00000019163	SINLEJ019423
ENSGALP00000019163	SINLEJ018439
ENSGALP00000019178	SINLEJ010834
ENSGALP00000019178	SINLEJ010833
ENSGALP00000019192	SINLEJ014365
ENSGALP00000019200	SINLEJ013793
ENSGALP00000019200	SINLEJ003467
ENSGALP00000019206	SINLEJ017349
ENSGALP00000019213	SINLEJ008245
ENSGALP00000019220	SINLEJ002876
ENSGALP00000019220	SINLEJ002877
ENSGALP00000019224	SINLEJ014487
ENSGALP00000019224	SINLEJ014468
ENSGALP00000019234	SINLEJ005093
ENSGALP00000019234	SINLEJ001818
ENSGALP00000019237	SINLEJ009372
ENSGALP00000019241	SINLEJ017279
ENSGALP00000019241	SINLEJ600448
ENSGALP00000019244	SINLEJ012966
ENSGALP00000019246	SINLEJ012059
ENSGALP00000019247	SINLEJ016115
ENSGALP00000019247	SINLEJ008943
ENSGALP00000019248	SINLEJ013781
ENSGALP00000019252	SINLEJ005940
ENSGALP00000019254	SINLEJ006490
ENSGALP00000019254	SINLEJ006492
ENSGALP00000019258	SINLEJ015927
ENSGALP00000019273	SINLEJ006299
ENSGALP00000019273	SINLEJ014093
ENSGALP00000019276	SINLEJ015635
ENSGALP00000019276	SINLEJ011077
ENSGALP00000019277	SINLEJ001035
ENSGALP00000019284	SINLEJ018602
ENSGALP00000019294	SINLEJ005214
ENSGALP00000019294	SINLEJ005215
ENSGALP00000019298	SINLEJ001034
ENSGALP00000019298	SINLEJ001806
ENSGALP00000019299	SINLEJ009352
ENSGALP00000019303	SINLEJ009351
ENSGALP00000019303	SINLEJ009349
ENSGALP00000019304	SINLEJ005432
ENSGALP00000019314	SINLEJ001807
ENSGALP00000019318	SINLEJ011022
ENSGALP00000019319	SINLEJ000828
ENSGALP00000019319	SINLEJ006011
