SINCAM003135	ENSCAFP00000000001
SINCAM009861	ENSCAFP00000016864
SINCAM922409	ENSCAFP00000016873
SINCAM012469	ENSCAFP00000016874
SINCAM922160	ENSCAFP00000016876
SINCAM009762	ENSCAFP00000016882
SINCAM011977	ENSCAFP00000016885
SINCAM015366	ENSCAFP00000016886
SINCAM013051	ENSCAFP00000016887
SINCAM922144	ENSCAFP00000016889
SINCAM013052	ENSCAFP00000016894
SINCAM014752	ENSCAFP00000016896
SINCAM009569	ENSCAFP00000016897
SINCAM922499	ENSCAFP00000016904
SINCAM921276	ENSCAFP00000016906
SINCAM006797	ENSCAFP00000016908
SINCAM003447	ENSCAFP00000016909
SINCAM921277	ENSCAFP00000016912
SINCAM000372	ENSCAFP00000016914
SINCAM004384	ENSCAFP00000016916
SINCAM013053	ENSCAFP00000016919
SINCAM012470	ENSCAFP00000016921
SINCAM000371	ENSCAFP00000016927
SINCAM921665	ENSCAFP00000016929
SINCAM008874	ENSCAFP00000016930
SINCAM013068	ENSCAFP00000016934
SINCAM013069	ENSCAFP00000016938
SINCAM007683	ENSCAFP00000016939
SINCAM009158	ENSCAFP00000016940
SINCAM012184	ENSCAFP00000016941
SINCAM003453	ENSCAFP00000016946
SINCAM013060	ENSCAFP00000016949
SINCAM003451	ENSCAFP00000016951
SINCAM000369	ENSCAFP00000016954
SINCAM013897	ENSCAFP00000016959
SINCAM010451	ENSCAFP00000016960
SINCAM013059	ENSCAFP00000016963
SINCAM009159	ENSCAFP00000016966
SINCAM003450	ENSCAFP00000016970
SINCAM007031	ENSCAFP00000016975
SINCAM900289	ENSCAFP00000016982
SINCAM003449	ENSCAFP00000016983
SINCAM006842	ENSCAFP00000016985
SINCAM011972	ENSCAFP00000016989
SINCAM011967	ENSCAFP00000016996
SINCAM009461	ENSCAFP00000016998
SINCAM015192	ENSCAFP00000017000
SINCAM009462	ENSCAFP00000017004
SINCAM921448	ENSCAFP00000017007
SINCAM004382	ENSCAFP00000017016
SINCAM013058	ENSCAFP00000017021
SINCAM012185	ENSCAFP00000017025
SINCAM921447	ENSCAFP00000017026
SINCAM005397	ENSCAFP00000017027
SINCAM003504	ENSCAFP00000017036
SINCAM922588	ENSCAFP00000017037
SINCAM015023	ENSCAFP00000017040
SINCAM009467	ENSCAFP00000017041
SINCAM004381	ENSCAFP00000017044
SINCAM016080	ENSCAFP00000017045
SINCAM009955	ENSCAFP00000017052
SINCAM000367	ENSCAFP00000017058
SINCAM015022	ENSCAFP00000017063
SINCAM004336	ENSCAFP00000017070
SINCAM013898	ENSCAFP00000017072
SINCAM012475	ENSCAFP00000017076
SINCAM009765	ENSCAFP00000017081
SINCAM006238	ENSCAFP00000017084
SINCAM921614	ENSCAFP00000017085
SINCAM000366	ENSCAFP00000017091
SINCAM008783	ENSCAFP00000017092
SINCAM011966	ENSCAFP00000017095
SINCAM008985	ENSCAFP00000017096
SINCAM004338	ENSCAFP00000017097
SINCAM010886	ENSCAFP00000017098
SINCAM920480	ENSCAFP00000017102
SINCAM005558	ENSCAFP00000017109
SINCAM009162	ENSCAFP00000017112
SINCAM007626	ENSCAFP00000017118
SINCAM000365	ENSCAFP00000017119
SINCAM009827	ENSCAFP00000017120
SINCAM013054	ENSCAFP00000017122
SINCAM006329	ENSCAFP00000017123
SINCAM000364	ENSCAFP00000017124
SINCAM006328	ENSCAFP00000017129
SINCAM009764	ENSCAFP00000017130
SINCAM008987	ENSCAFP00000017131
SINCAM006843	ENSCAFP00000017136
SINCAM007689	ENSCAFP00000017140
SINCAM005559	ENSCAFP00000017143
SINCAM000363	ENSCAFP00000017153
SINCAM014675	ENSCAFP00000017158
SINCAM922728	ENSCAFP00000017166
SINCAM006792	ENSCAFP00000017171
SINCAM922723	ENSCAFP00000017172
SINCAM006844	ENSCAFP00000017180
SINCAM012314	ENSCAFP00000017182
SINCAM921778	ENSCAFP00000017184
SINCAM000362	ENSCAFP00000017186
SINCAM013889	ENSCAFP00000017188
SINCAM004340	ENSCAFP00000017193
SINCAM922082	ENSCAFP00000017194
SINCAM013916	ENSCAFP00000017201
SINCAM003590	ENSCAFP00000017203
SINCAM009577	ENSCAFP00000017204
SINCAM012478	ENSCAFP00000017205
SINCAM921612	ENSCAFP00000017207
SINCAM006340	ENSCAFP00000017213
SINCAM008676	ENSCAFP00000017214
SINCAM922407	ENSCAFP00000017215
SINCAM922156	ENSCAFP00000017216
SINCAM009357	ENSCAFP00000017222
SINCAM012479	ENSCAFP00000017225
SINCAM009033	ENSCAFP00000017230
SINCAM007691	ENSCAFP00000017232
SINCAM000361	ENSCAFP00000017237
SINCAM013934	ENSCAFP00000017248
SINCAM009163	ENSCAFP00000017255
SINCAM012481	ENSCAFP00000017256
SINCAM004342	ENSCAFP00000017259
SINCAM007693	ENSCAFP00000017261
SINCAM007620	ENSCAFP00000017264
SINCAM008832	ENSCAFP00000017265
SINCAM008375	ENSCAFP00000017269
SINCAM921270	ENSCAFP00000017270
SINCAM008993	ENSCAFP00000017271
SINCAM009164	ENSCAFP00000017275
SINCAM921305	ENSCAFP00000017285
SINCAM922406	ENSCAFP00000017287
SINCAM921169	ENSCAFP00000017289
SINCAM004343	ENSCAFP00000017291
SINCAM006845	ENSCAFP00000017303
SINCAM007624	ENSCAFP00000017305
SINCAM009166	ENSCAFP00000017309
SINCAM004344	ENSCAFP00000017310
SINCAM011132	ENSCAFP00000017317
SINCAM011129	ENSCAFP00000017323
SINCAM007627	ENSCAFP00000017324
SINCAM015057	ENSCAFP00000017329
SINCAM900151	ENSCAFP00000017334
SINCAM003521	ENSCAFP00000017335
SINCAM011144	ENSCAFP00000017336
SINCAM921988	ENSCAFP00000017341
SINCAM009354	ENSCAFP00000017342
SINCAM000965	ENSCAFP00000017343
SINCAM013937	ENSCAFP00000017344
SINCAM922804	ENSCAFP00000017345
SINCAM003522	ENSCAFP00000017348
SINCAM006848	ENSCAFP00000017352
SINCAM011964	ENSCAFP00000017358
SINCAM013938	ENSCAFP00000017360
SINCAM922405	ENSCAFP00000017362
SINCAM004345	ENSCAFP00000017369
SINCAM006791	ENSCAFP00000017370
SINCAM921780	ENSCAFP00000017375
SINCAM007686	ENSCAFP00000017377
SINCAM921941	ENSCAFP00000017379
SINCAM004243	ENSCAFP00000017381
SINCAM009168	ENSCAFP00000017382
SINCAM009825	ENSCAFP00000017386
SINCAM007613	ENSCAFP00000017388
SINCAM006790	ENSCAFP00000017392
SINCAM005561	ENSCAFP00000017393
SINCAM014029	ENSCAFP00000017397
SINCAM000358	ENSCAFP00000017398
SINCAM011961	ENSCAFP00000017403
SINCAM009363	ENSCAFP00000017408
SINCAM003520	ENSCAFP00000017416
SINCAM014026	ENSCAFP00000017418
SINCAM008785	ENSCAFP00000017420
SINCAM011498	ENSCAFP00000017421
SINCAM006850	ENSCAFP00000017422
SINCAM003519	ENSCAFP00000017428
SINCAM001582	ENSCAFP00000017429
SINCAM011962	ENSCAFP00000017435
SINCAM006789	ENSCAFP00000017438
SINCAM004347	ENSCAFP00000017441
SINCAM005565	ENSCAFP00000017445
SINCAM007617	ENSCAFP00000017446
SINCAM000812	ENSCAFP00000017449
SINCAM016253	ENSCAFP00000017451
SINCAM006788	ENSCAFP00000017454
SINCAM004348	ENSCAFP00000017455
SINCAM005574	ENSCAFP00000017456
SINCAM011958	ENSCAFP00000017457
SINCAM001787	ENSCAFP00000017461
SINCAM921761	ENSCAFP00000017463
SINCAM009362	ENSCAFP00000017471
SINCAM016899	ENSCAFP00000017473
SINCAM006787	ENSCAFP00000017476
SINCAM011957	ENSCAFP00000017479
SINCAM004242	ENSCAFP00000017483
SINCAM922158	ENSCAFP00000017485
SINCAM006851	ENSCAFP00000017486
SINCAM011956	ENSCAFP00000017487
SINCAM008203	ENSCAFP00000017490
SINCAM004349	ENSCAFP00000017492
SINCAM014027	ENSCAFP00000017493
SINCAM921727	ENSCAFP00000017494
SINCAM004240	ENSCAFP00000017500
SINCAM006852	ENSCAFP00000017503
SINCAM921760	ENSCAFP00000017505
SINCAM006486	ENSCAFP00000017510
SINCAM013055	ENSCAFP00000017511
SINCAM003457	ENSCAFP00000017512
SINCAM006499	ENSCAFP00000017520
SINCAM001805	ENSCAFP00000017521
SINCAM006853	ENSCAFP00000017526
SINCAM922159	ENSCAFP00000017529
SINCAM006545	ENSCAFP00000017530
SINCAM012182	ENSCAFP00000017531
SINCAM006856	ENSCAFP00000017532
SINCAM012181	ENSCAFP00000017535
SINCAM006857	ENSCAFP00000017537
SINCAM011917	ENSCAFP00000017538
SINCAM008376	ENSCAFP00000017539
SINCAM921728	ENSCAFP00000017542
SINCAM007696	ENSCAFP00000017544
SINCAM011918	ENSCAFP00000017546
SINCAM004350	ENSCAFP00000017550
SINCAM001920	ENSCAFP00000017552
SINCAM009361	ENSCAFP00000017553
SINCAM921275	ENSCAFP00000017554
SINCAM015555	ENSCAFP00000017556
SINCAM012180	ENSCAFP00000017557
SINCAM921554	ENSCAFP00000017558
SINCAM921555	ENSCAFP00000017564
SINCAM006443	ENSCAFP00000017565
SINCAM013056	ENSCAFP00000017570
SINCAM921829	ENSCAFP00000017573
SINCAM012179	ENSCAFP00000017575
SINCAM921306	ENSCAFP00000017577
SINCAM922770	ENSCAFP00000017579
SINCAM003456	ENSCAFP00000017582
SINCAM008979	ENSCAFP00000017584
SINCAM006370	ENSCAFP00000017588
SINCAM009831	ENSCAFP00000017589
SINCAM014024	ENSCAFP00000017590
SINCAM007457	ENSCAFP00000017593
SINCAM008980	ENSCAFP00000017596
SINCAM009832	ENSCAFP00000017597
SINCAM922438	ENSCAFP00000017599
SINCAM003455	ENSCAFP00000017601
SINCAM921556	ENSCAFP00000017605
SINCAM922745	ENSCAFP00000017606
SINCAM006858	ENSCAFP00000017607
SINCAM001851	ENSCAFP00000017609
SINCAM922587	ENSCAFP00000017613
SINCAM008981	ENSCAFP00000017615
SINCAM006859	ENSCAFP00000017617
SINCAM009786	ENSCAFP00000017618
SINCAM008586	ENSCAFP00000017619
SINCAM006444	ENSCAFP00000017620
SINCAM007456	ENSCAFP00000017623
SINCAM922508	ENSCAFP00000017624
SINCAM921307	ENSCAFP00000017632
SINCAM006339	ENSCAFP00000017640
SINCAM008982	ENSCAFP00000017644
SINCAM006463	ENSCAFP00000017646
SINCAM010114	ENSCAFP00000017647
SINCAM006862	ENSCAFP00000017650
SINCAM006338	ENSCAFP00000017651
SINCAM006786	ENSCAFP00000017653
SINCAM009785	ENSCAFP00000017654
SINCAM007455	ENSCAFP00000017657
SINCAM008983	ENSCAFP00000017659
SINCAM003858	ENSCAFP00000017661
SINCAM002583	ENSCAFP00000017662
SINCAM006864	ENSCAFP00000017665
SINCAM006866	ENSCAFP00000017667
SINCAM012662	ENSCAFP00000017668
SINCAM013062	ENSCAFP00000017670
SINCAM008585	ENSCAFP00000017671
SINCAM006867	ENSCAFP00000017676
SINCAM921769	ENSCAFP00000017679
SINCAM014019	ENSCAFP00000017680
SINCAM013138	ENSCAFP00000017681
SINCAM002284	ENSCAFP00000017683
SINCAM006464	ENSCAFP00000017685
SINCAM008584	ENSCAFP00000017689
SINCAM009784	ENSCAFP00000017690
SINCAM014569	ENSCAFP00000017692
SINCAM006454	ENSCAFP00000017695
SINCAM921558	ENSCAFP00000017699
SINCAM003859	ENSCAFP00000017701
SINCAM921611	ENSCAFP00000017708
SINCAM922605	ENSCAFP00000017709
SINCAM011886	ENSCAFP00000017710
SINCAM011940	ENSCAFP00000017711
SINCAM006336	ENSCAFP00000017713
SINCAM013320	ENSCAFP00000017718
SINCAM006570	ENSCAFP00000017722
SINCAM900095	ENSCAFP00000017723
SINCAM003861	ENSCAFP00000017724
SINCAM008957	ENSCAFP00000017727
SINCAM004152	ENSCAFP00000017729
SINCAM921796	ENSCAFP00000017730
SINCAM921557	ENSCAFP00000017731
SINCAM017782	ENSCAFP00000017735
SINCAM922147	ENSCAFP00000017739
SINCAM011887	ENSCAFP00000017740
SINCAM006335	ENSCAFP00000017744
SINCAM003574	ENSCAFP00000017745
SINCAM922985	ENSCAFP00000017747
SINCAM008281	ENSCAFP00000017749
SINCAM900096	ENSCAFP00000017751
SINCAM922740	ENSCAFP00000017758
SINCAM011890	ENSCAFP00000017759
SINCAM003883	ENSCAFP00000017760
SINCAM006334	ENSCAFP00000017765
SINCAM006869	ENSCAFP00000017766
SINCAM015831	ENSCAFP00000017769
SINCAM001134	ENSCAFP00000017771
SINCAM005473	ENSCAFP00000017772
SINCAM016887	ENSCAFP00000017774
SINCAM008965	ENSCAFP00000017782
SINCAM921548	ENSCAFP00000017783
SINCAM921547	ENSCAFP00000017788
SINCAM922149	ENSCAFP00000017789
SINCAM900094	ENSCAFP00000017799
SINCAM007496	ENSCAFP00000017800
SINCAM003908	ENSCAFP00000017802
SINCAM922741	ENSCAFP00000017804
SINCAM006870	ENSCAFP00000017806
SINCAM008950	ENSCAFP00000017808
SINCAM003754	ENSCAFP00000017810
SINCAM011897	ENSCAFP00000017813
SINCAM013177	ENSCAFP00000017815
SINCAM006871	ENSCAFP00000017820
SINCAM013173	ENSCAFP00000017823
SINCAM014007	ENSCAFP00000017824
SINCAM010771	ENSCAFP00000017829
SINCAM008564	ENSCAFP00000017831
SINCAM921886	ENSCAFP00000017833
SINCAM007500	ENSCAFP00000017834
SINCAM922150	ENSCAFP00000017836
SINCAM003752	ENSCAFP00000017839
SINCAM003863	ENSCAFP00000017840
SINCAM011899	ENSCAFP00000017842
SINCAM003578	ENSCAFP00000017857
SINCAM003579	ENSCAFP00000017862
SINCAM922608	ENSCAFP00000017865
SINCAM014041	ENSCAFP00000017866
SINCAM004356	ENSCAFP00000017867
SINCAM000357	ENSCAFP00000017868
SINCAM011900	ENSCAFP00000017869
SINCAM009151	ENSCAFP00000017871
SINCAM004357	ENSCAFP00000017872
SINCAM003580	ENSCAFP00000017880
SINCAM011901	ENSCAFP00000017898
SINCAM018108	ENSCAFP00000017899
SINCAM006479	ENSCAFP00000017900
SINCAM922607	ENSCAFP00000017901
SINCAM009781	ENSCAFP00000017904
SINCAM005573	ENSCAFP00000017907
SINCAM006478	ENSCAFP00000017909
SINCAM007265	ENSCAFP00000017912
SINCAM921236	ENSCAFP00000017915
SINCAM017486	ENSCAFP00000017919
SINCAM009853	ENSCAFP00000017920
SINCAM014995	ENSCAFP00000017923
SINCAM003581	ENSCAFP00000017925
SINCAM922276	ENSCAFP00000017926
SINCAM009153	ENSCAFP00000017927
SINCAM014011	ENSCAFP00000017928
SINCAM010472	ENSCAFP00000017932
SINCAM009054	ENSCAFP00000017935
SINCAM017650	ENSCAFP00000017937
SINCAM011892	ENSCAFP00000017940
SINCAM922958	ENSCAFP00000017950
SINCAM006759	ENSCAFP00000017951
SINCAM922957	ENSCAFP00000017953
SINCAM011893	ENSCAFP00000017955
SINCAM006477	ENSCAFP00000017956
SINCAM006494	ENSCAFP00000017958
SINCAM000355	ENSCAFP00000017965
SINCAM007263	ENSCAFP00000017967
SINCAM006756	ENSCAFP00000017968
SINCAM007262	ENSCAFP00000017970
SINCAM009052	ENSCAFP00000017974
SINCAM921566	ENSCAFP00000017975
SINCAM921653	ENSCAFP00000017976
SINCAM009053	ENSCAFP00000017978
SINCAM004358	ENSCAFP00000017986
SINCAM009722	ENSCAFP00000017989
SINCAM006784	ENSCAFP00000017993
SINCAM009051	ENSCAFP00000017994
SINCAM009155	ENSCAFP00000017997
SINCAM013955	ENSCAFP00000018010
SINCAM921308	ENSCAFP00000018011
SINCAM007260	ENSCAFP00000018012
SINCAM006475	ENSCAFP00000018017
SINCAM900282	ENSCAFP00000018018
SINCAM005568	ENSCAFP00000018019
SINCAM922610	ENSCAFP00000018022
SINCAM921237	ENSCAFP00000018023
SINCAM011907	ENSCAFP00000018024
SINCAM921559	ENSCAFP00000018025
SINCAM007259	ENSCAFP00000018026
SINCAM003542	ENSCAFP00000018033
SINCAM004078	ENSCAFP00000018035
SINCAM013172	ENSCAFP00000018036
SINCAM921564	ENSCAFP00000018038
SINCAM923041	ENSCAFP00000018042
SINCAM005566	ENSCAFP00000018043
SINCAM009050	ENSCAFP00000018051
SINCAM005567	ENSCAFP00000018059
SINCAM002158	ENSCAFP00000018061
SINCAM000146	ENSCAFP00000018062
SINCAM920705	ENSCAFP00000018070
SINCAM006492	ENSCAFP00000018072
SINCAM009049	ENSCAFP00000018073
SINCAM007124	ENSCAFP00000018074
SINCAM004372	ENSCAFP00000018079
SINCAM922612	ENSCAFP00000018084
SINCAM003986	ENSCAFP00000018088
SINCAM007493	ENSCAFP00000018093
SINCAM009048	ENSCAFP00000018094
SINCAM002157	ENSCAFP00000018097
SINCAM013965	ENSCAFP00000018102
SINCAM006491	ENSCAFP00000018105
SINCAM002156	ENSCAFP00000018107
SINCAM009046	ENSCAFP00000018110
SINCAM900127	ENSCAFP00000018115
SINCAM007258	ENSCAFP00000018116
SINCAM009156	ENSCAFP00000018117
SINCAM002155	ENSCAFP00000018118
SINCAM006740	ENSCAFP00000018122
SINCAM013967	ENSCAFP00000018128
SINCAM007257	ENSCAFP00000018134
SINCAM922398	ENSCAFP00000018136
SINCAM006745	ENSCAFP00000018141
SINCAM006527	ENSCAFP00000018148
SINCAM011884	ENSCAFP00000018157
SINCAM003988	ENSCAFP00000018159
SINCAM003989	ENSCAFP00000018161
SINCAM005579	ENSCAFP00000018164
SINCAM007487	ENSCAFP00000018165
SINCAM007488	ENSCAFP00000018168
SINCAM003990	ENSCAFP00000018170
SINCAM921431	ENSCAFP00000018176
SINCAM006519	ENSCAFP00000018177
SINCAM007122	ENSCAFP00000018180
SINCAM006755	ENSCAFP00000018181
SINCAM003992	ENSCAFP00000018192
SINCAM014002	ENSCAFP00000018195
SINCAM006741	ENSCAFP00000018196
SINCAM007256	ENSCAFP00000018198
SINCAM006456	ENSCAFP00000018202
SINCAM003994	ENSCAFP00000018207
SINCAM921789	ENSCAFP00000018208
SINCAM000149	ENSCAFP00000018212
SINCAM006517	ENSCAFP00000018218
SINCAM922743	ENSCAFP00000018221
SINCAM013180	ENSCAFP00000018224
SINCAM013982	ENSCAFP00000018226
SINCAM921947	ENSCAFP00000018228
SINCAM001523	ENSCAFP00000018229
SINCAM015759	ENSCAFP00000018230
SINCAM005581	ENSCAFP00000018235
SINCAM006743	ENSCAFP00000018242
SINCAM009373	ENSCAFP00000018244
SINCAM013987	ENSCAFP00000018245
SINCAM013163	ENSCAFP00000018247
SINCAM922597	ENSCAFP00000018251
SINCAM007490	ENSCAFP00000018252
SINCAM006516	ENSCAFP00000018253
SINCAM003996	ENSCAFP00000018258
SINCAM005582	ENSCAFP00000018259
SINCAM013986	ENSCAFP00000018261
SINCAM007121	ENSCAFP00000018265
SINCAM007252	ENSCAFP00000018267
SINCAM922919	ENSCAFP00000018277
SINCAM921904	ENSCAFP00000018279
SINCAM006513	ENSCAFP00000018282
SINCAM000151	ENSCAFP00000018286
SINCAM006754	ENSCAFP00000018290
SINCAM007251	ENSCAFP00000018291
SINCAM921964	ENSCAFP00000018292
SINCAM921965	ENSCAFP00000018297
SINCAM014015	ENSCAFP00000018299
SINCAM009315	ENSCAFP00000018300
SINCAM003997	ENSCAFP00000018304
SINCAM000152	ENSCAFP00000018306
SINCAM006512	ENSCAFP00000018307
SINCAM013561	ENSCAFP00000018308
SINCAM014013	ENSCAFP00000018310
SINCAM014012	ENSCAFP00000018313
SINCAM006747	ENSCAFP00000018314
SINCAM003998	ENSCAFP00000018326
SINCAM005583	ENSCAFP00000018329
SINCAM006484	ENSCAFP00000018330
SINCAM007491	ENSCAFP00000018332
SINCAM000153	ENSCAFP00000018338
SINCAM003999	ENSCAFP00000018345
SINCAM006469	ENSCAFP00000018346
SINCAM009788	ENSCAFP00000018349
SINCAM000154	ENSCAFP00000018351
SINCAM001929	ENSCAFP00000018354
SINCAM009018	ENSCAFP00000018358
SINCAM006470	ENSCAFP00000018360
SINCAM921567	ENSCAFP00000018365
SINCAM008846	ENSCAFP00000018366
SINCAM921601	ENSCAFP00000018374
SINCAM004371	ENSCAFP00000018385
SINCAM005584	ENSCAFP00000018391
SINCAM009024	ENSCAFP00000018394
SINCAM007508	ENSCAFP00000018407
SINCAM011983	ENSCAFP00000018408
SINCAM921722	ENSCAFP00000018417
SINCAM921561	ENSCAFP00000018418
SINCAM012059	ENSCAFP00000018423
SINCAM007249	ENSCAFP00000018425
SINCAM008847	ENSCAFP00000018428
SINCAM011739	ENSCAFP00000018436
SINCAM009838	ENSCAFP00000018439
SINCAM008850	ENSCAFP00000018445
SINCAM921562	ENSCAFP00000018450
SINCAM007246	ENSCAFP00000018456
SINCAM013469	ENSCAFP00000018458
SINCAM921605	ENSCAFP00000018459
SINCAM009589	ENSCAFP00000018463
SINCAM009741	ENSCAFP00000018464
SINCAM007245	ENSCAFP00000018469
SINCAM921603	ENSCAFP00000018470
SINCAM007244	ENSCAFP00000018471
SINCAM005585	ENSCAFP00000018473
SINCAM921563	ENSCAFP00000018477
SINCAM012062	ENSCAFP00000018480
SINCAM012745	ENSCAFP00000018482
SINCAM009021	ENSCAFP00000018485
SINCAM004000	ENSCAFP00000018488
SINCAM013931	ENSCAFP00000018499
SINCAM009020	ENSCAFP00000018510
SINCAM009169	ENSCAFP00000018512
SINCAM012063	ENSCAFP00000018521
SINCAM923119	ENSCAFP00000018523
SINCAM015376	ENSCAFP00000018524
SINCAM921938	ENSCAFP00000018525
SINCAM015989	ENSCAFP00000018537
SINCAM006779	ENSCAFP00000018539
SINCAM006482	ENSCAFP00000018541
SINCAM005586	ENSCAFP00000018544
SINCAM922732	ENSCAFP00000018553
SINCAM006466	ENSCAFP00000018556
SINCAM004002	ENSCAFP00000018561
SINCAM900287	ENSCAFP00000018563
SINCAM921655	ENSCAFP00000018565
SINCAM013164	ENSCAFP00000018569
SINCAM009015	ENSCAFP00000018588
SINCAM920949	ENSCAFP00000018590
SINCAM007243	ENSCAFP00000018592
SINCAM004004	ENSCAFP00000018593
SINCAM005591	ENSCAFP00000018594
SINCAM014216	ENSCAFP00000018596
SINCAM012066	ENSCAFP00000018600
SINCAM009456	ENSCAFP00000018601
SINCAM921884	ENSCAFP00000018605
SINCAM013926	ENSCAFP00000018608
SINCAM921882	ENSCAFP00000018609
SINCAM018095	ENSCAFP00000018614
SINCAM921788	ENSCAFP00000018618
SINCAM007517	ENSCAFP00000018619
SINCAM921606	ENSCAFP00000018620
SINCAM005592	ENSCAFP00000018626
SINCAM009041	ENSCAFP00000018629
SINCAM006450	ENSCAFP00000018635
SINCAM009384	ENSCAFP00000018637
SINCAM921607	ENSCAFP00000018638
SINCAM009170	ENSCAFP00000018645
SINCAM012068	ENSCAFP00000018646
SINCAM005166	ENSCAFP00000018650
SINCAM009436	ENSCAFP00000018651
SINCAM013560	ENSCAFP00000018654
SINCAM921341	ENSCAFP00000018657
SINCAM921786	ENSCAFP00000018658
SINCAM013559	ENSCAFP00000018659
SINCAM007239	ENSCAFP00000018661
SINCAM007516	ENSCAFP00000018662
SINCAM007515	ENSCAFP00000018665
SINCAM007237	ENSCAFP00000018667
SINCAM001452	ENSCAFP00000018668
SINCAM005593	ENSCAFP00000018671
SINCAM011871	ENSCAFP00000018676
SINCAM011870	ENSCAFP00000018678
SINCAM005137	ENSCAFP00000018679
SINCAM009336	ENSCAFP00000018681
SINCAM003077	ENSCAFP00000018683
SINCAM006448	ENSCAFP00000018686
SINCAM007236	ENSCAFP00000018687
SINCAM007234	ENSCAFP00000018689
SINCAM011869	ENSCAFP00000018690
SINCAM018024	ENSCAFP00000018692
SINCAM007233	ENSCAFP00000018693
SINCAM006446	ENSCAFP00000018698
SINCAM921946	ENSCAFP00000018702
SINCAM011868	ENSCAFP00000018703
SINCAM923021	ENSCAFP00000018708
SINCAM009329	ENSCAFP00000018709
SINCAM009173	ENSCAFP00000018711
SINCAM009328	ENSCAFP00000018716
SINCAM013397	ENSCAFP00000018718
SINCAM011750	ENSCAFP00000018719
SINCAM013927	ENSCAFP00000018720
SINCAM007513	ENSCAFP00000018721
SINCAM007232	ENSCAFP00000018725
SINCAM009327	ENSCAFP00000018733
SINCAM922768	ENSCAFP00000018734
SINCAM921432	ENSCAFP00000018739
SINCAM011759	ENSCAFP00000018742
SINCAM005594	ENSCAFP00000018743
SINCAM006488	ENSCAFP00000018744
SINCAM921656	ENSCAFP00000018746
SINCAM007738	ENSCAFP00000018754
SINCAM922427	ENSCAFP00000018760
SINCAM007228	ENSCAFP00000018761
SINCAM003749	ENSCAFP00000018762
SINCAM007801	ENSCAFP00000018765
SINCAM921766	ENSCAFP00000018766
SINCAM007227	ENSCAFP00000018767
SINCAM013396	ENSCAFP00000018768
SINCAM000417	ENSCAFP00000018770
SINCAM921765	ENSCAFP00000018772
SINCAM007226	ENSCAFP00000018773
SINCAM009739	ENSCAFP00000018777
SINCAM005181	ENSCAFP00000018778
SINCAM922428	ENSCAFP00000018779
SINCAM013270	ENSCAFP00000018780
SINCAM007224	ENSCAFP00000018785
SINCAM008276	ENSCAFP00000018787
SINCAM922430	ENSCAFP00000018790
SINCAM921575	ENSCAFP00000018794
SINCAM012449	ENSCAFP00000018803
SINCAM004369	ENSCAFP00000018805
SINCAM015986	ENSCAFP00000018814
SINCAM004367	ENSCAFP00000018818
SINCAM922431	ENSCAFP00000018827
SINCAM007119	ENSCAFP00000018833
SINCAM004365	ENSCAFP00000018840
SINCAM013230	ENSCAFP00000018851
SINCAM003103	ENSCAFP00000018853
SINCAM007509	ENSCAFP00000018857
SINCAM005138	ENSCAFP00000018859
SINCAM014899	ENSCAFP00000018861
SINCAM009175	ENSCAFP00000018865
SINCAM013186	ENSCAFP00000018867
SINCAM004364	ENSCAFP00000018871
SINCAM005139	ENSCAFP00000018872
SINCAM007426	ENSCAFP00000018873
SINCAM007452	ENSCAFP00000018880
SINCAM007221	ENSCAFP00000018881
SINCAM921950	ENSCAFP00000018883
SINCAM004363	ENSCAFP00000018885
SINCAM013920	ENSCAFP00000018892
SINCAM013523	ENSCAFP00000018897
SINCAM007422	ENSCAFP00000018898
SINCAM005595	ENSCAFP00000018900
SINCAM005140	ENSCAFP00000018902
SINCAM013921	ENSCAFP00000018903
SINCAM013925	ENSCAFP00000018907
SINCAM008277	ENSCAFP00000018910
SINCAM009404	ENSCAFP00000018915
SINCAM006521	ENSCAFP00000018916
SINCAM005597	ENSCAFP00000018919
SINCAM010154	ENSCAFP00000018924
SINCAM012010	ENSCAFP00000018926
SINCAM013642	ENSCAFP00000018932
SINCAM000402	ENSCAFP00000018934
SINCAM017277	ENSCAFP00000018935
SINCAM003781	ENSCAFP00000018936
SINCAM007219	ENSCAFP00000018938
SINCAM006734	ENSCAFP00000018942
SINCAM013569	ENSCAFP00000018949
SINCAM009403	ENSCAFP00000018950
SINCAM014577	ENSCAFP00000018951
SINCAM000421	ENSCAFP00000018953
SINCAM014776	ENSCAFP00000018954
SINCAM921265	ENSCAFP00000018956
SINCAM007218	ENSCAFP00000018957
SINCAM921243	ENSCAFP00000018971
SINCAM004213	ENSCAFP00000018972
SINCAM009320	ENSCAFP00000018973
SINCAM921734	ENSCAFP00000018978
SINCAM009402	ENSCAFP00000018979
SINCAM013262	ENSCAFP00000018993
SINCAM006537	ENSCAFP00000018995
SINCAM014775	ENSCAFP00000018996
SINCAM922769	ENSCAFP00000018999
SINCAM004398	ENSCAFP00000019003
SINCAM008909	ENSCAFP00000019008
SINCAM009200	ENSCAFP00000019013
SINCAM015735	ENSCAFP00000019018
SINCAM013522	ENSCAFP00000019021
SINCAM010217	ENSCAFP00000019023
SINCAM006733	ENSCAFP00000019026
SINCAM007118	ENSCAFP00000019027
SINCAM008910	ENSCAFP00000019030
SINCAM008279	ENSCAFP00000019037
SINCAM922658	ENSCAFP00000019039
SINCAM009319	ENSCAFP00000019043
