ENSMGAP00000000006	SINCAM000417
ENSMGAP00000008390	SINCAM920751
ENSMGAP00000008393	SINCAM920669
ENSMGAP00000008394	SINCAM010463
ENSMGAP00000008395	SINCAM008653
ENSMGAP00000008398	SINCAM009182
ENSMGAP00000008399	SINCAM001170
ENSMGAP00000008400	SINCAM922159
ENSMGAP00000008401	SINCAM011248
ENSMGAP00000008406	SINCAM017339
ENSMGAP00000008408	SINCAM011246
ENSMGAP00000008412	SINCAM013553
ENSMGAP00000008413	SINCAM005952
ENSMGAP00000008414	SINCAM011585
ENSMGAP00000008416	SINCAM006469
ENSMGAP00000008417	SINCAM920670
ENSMGAP00000008419	SINCAM920775
ENSMGAP00000008420	SINCAM922139
ENSMGAP00000008421	SINCAM921364
ENSMGAP00000008423	SINCAM010889
ENSMGAP00000008424	SINCAM012699
ENSMGAP00000008425	SINCAM009730
ENSMGAP00000008426	SINCAM010129
ENSMGAP00000008430	SINCAM003739
ENSMGAP00000008432	SINCAM011922
ENSMGAP00000008434	SINCAM011245
ENSMGAP00000008438	SINCAM016025
ENSMGAP00000008439	SINCAM012241
ENSMGAP00000008440	SINCAM003738
ENSMGAP00000008441	SINCAM008030
ENSMGAP00000008444	SINCAM008128
ENSMGAP00000008445	SINCAM921714
ENSMGAP00000008446	SINCAM010888
ENSMGAP00000008449	SINCAM011586
ENSMGAP00000008453	SINCAM010887
ENSMGAP00000008454	SINCAM012700
ENSMGAP00000008455	SINCAM011930
ENSMGAP00000008456	SINCAM002423
ENSMGAP00000008457	SINCAM000387
ENSMGAP00000008460	SINCAM012698
ENSMGAP00000008461	SINCAM900116
ENSMGAP00000008463	SINCAM005375
ENSMGAP00000008465	SINCAM005290
ENSMGAP00000008466	SINCAM009980
ENSMGAP00000008469	SINCAM007140
ENSMGAP00000008472	SINCAM921562
ENSMGAP00000008474	SINCAM011931
ENSMGAP00000008475	SINCAM001171
ENSMGAP00000008476	SINCAM921709
ENSMGAP00000008477	SINCAM007360
ENSMGAP00000008478	SINCAM009982
ENSMGAP00000008479	SINCAM013636
ENSMGAP00000008480	SINCAM921471
ENSMGAP00000008481	SINCAM003733
ENSMGAP00000008483	SINCAM001704
ENSMGAP00000008485	SINCAM002422
ENSMGAP00000008487	SINCAM012697
ENSMGAP00000008488	SINCAM005374
ENSMGAP00000008492	SINCAM921563
ENSMGAP00000008493	SINCAM001172
ENSMGAP00000008497	SINCAM008619
ENSMGAP00000008498	SINCAM007141
ENSMGAP00000008500	SINCAM003732
ENSMGAP00000008502	SINCAM011242
ENSMGAP00000008503	SINCAM922208
ENSMGAP00000008504	SINCAM010464
ENSMGAP00000008509	SINCAM014450
ENSMGAP00000008510	SINCAM007359
ENSMGAP00000008513	SINCAM921916
ENSMGAP00000008515	SINCAM006533
ENSMGAP00000008517	SINCAM922685
ENSMGAP00000008518	SINCAM005939
ENSMGAP00000008519	SINCAM003731
ENSMGAP00000008520	SINCAM010465
ENSMGAP00000008521	SINCAM001183
ENSMGAP00000008522	SINCAM012155
ENSMGAP00000008523	SINCAM012955
ENSMGAP00000008524	SINCAM011908
ENSMGAP00000008527	SINCAM009984
ENSMGAP00000008529	SINCAM921531
ENSMGAP00000008530	SINCAM001706
ENSMGAP00000008531	SINCAM922913
ENSMGAP00000008532	SINCAM008019
ENSMGAP00000008533	SINCAM005941
ENSMGAP00000008535	SINCAM009742
ENSMGAP00000008536	SINCAM000934
ENSMGAP00000008537	SINCAM900122
ENSMGAP00000008538	SINCAM011587
ENSMGAP00000008541	SINCAM006534
ENSMGAP00000008543	SINCAM921193
ENSMGAP00000008545	SINCAM009332
ENSMGAP00000008547	SINCAM007357
ENSMGAP00000008548	SINCAM012695
ENSMGAP00000008549	SINCAM001388
ENSMGAP00000008550	SINCAM011094
ENSMGAP00000008551	SINCAM009743
ENSMGAP00000008552	SINCAM006535
ENSMGAP00000008553	SINCAM012693
ENSMGAP00000008554	SINCAM014452
ENSMGAP00000008555	SINCAM900123
ENSMGAP00000008557	SINCAM011092
ENSMGAP00000008558	SINCAM007143
ENSMGAP00000008562	SINCAM007074
ENSMGAP00000008563	SINCAM005942
ENSMGAP00000008565	SINCAM000390
ENSMGAP00000008567	SINCAM000898
ENSMGAP00000008569	SINCAM900124
ENSMGAP00000008571	SINCAM010466
ENSMGAP00000008572	SINCAM008016
ENSMGAP00000008573	SINCAM017984
ENSMGAP00000008574	SINCAM014408
ENSMGAP00000008575	SINCAM007897
ENSMGAP00000008577	SINCAM000349
ENSMGAP00000008578	SINCAM005943
ENSMGAP00000008581	SINCAM011589
ENSMGAP00000008583	SINCAM009986
ENSMGAP00000008584	SINCAM011873
ENSMGAP00000008585	SINCAM007139
ENSMGAP00000008586	SINCAM011091
ENSMGAP00000008587	SINCAM009716
ENSMGAP00000008589	SINCAM002417
ENSMGAP00000008590	SINCAM012692
ENSMGAP00000008591	SINCAM006536
ENSMGAP00000008597	SINCAM010446
ENSMGAP00000008600	SINCAM005370
ENSMGAP00000008601	SINCAM011090
ENSMGAP00000008602	SINCAM922342
ENSMGAP00000008604	SINCAM006543
ENSMGAP00000008605	SINCAM007355
ENSMGAP00000008606	SINCAM017264
ENSMGAP00000008607	SINCAM005944
ENSMGAP00000008608	SINCAM009333
ENSMGAP00000008609	SINCAM010449
ENSMGAP00000008610	SINCAM017263
ENSMGAP00000008613	SINCAM008013
ENSMGAP00000008614	SINCAM009988
ENSMGAP00000008616	SINCAM921869
ENSMGAP00000008617	SINCAM922204
ENSMGAP00000008620	SINCAM005945
ENSMGAP00000008622	SINCAM001372
ENSMGAP00000008623	SINCAM011876
ENSMGAP00000008628	SINCAM006530
ENSMGAP00000008629	SINCAM011088
ENSMGAP00000008632	SINCAM008620
ENSMGAP00000008633	SINCAM005946
ENSMGAP00000008638	SINCAM005369
ENSMGAP00000008639	SINCAM007354
ENSMGAP00000008640	SINCAM922059
ENSMGAP00000008642	SINCAM012974
ENSMGAP00000008643	SINCAM921870
ENSMGAP00000008647	SINCAM922058
ENSMGAP00000008649	SINCAM005368
ENSMGAP00000008651	SINCAM922205
ENSMGAP00000008652	SINCAM009702
ENSMGAP00000008655	SINCAM014330
ENSMGAP00000008656	SINCAM007353
ENSMGAP00000008658	SINCAM922341
ENSMGAP00000008659	SINCAM000122
ENSMGAP00000008660	SINCAM009746
ENSMGAP00000008661	SINCAM007148
ENSMGAP00000008662	SINCAM922206
ENSMGAP00000008663	SINCAM004168
ENSMGAP00000008665	SINCAM000920
ENSMGAP00000008666	SINCAM007339
ENSMGAP00000008667	SINCAM002218
ENSMGAP00000008668	SINCAM014406
ENSMGAP00000008671	SINCAM009991
ENSMGAP00000008673	SINCAM002219
ENSMGAP00000008676	SINCAM922587
ENSMGAP00000008681	SINCAM008622
ENSMGAP00000008682	SINCAM005367
ENSMGAP00000008686	SINCAM920545
ENSMGAP00000008688	SINCAM008014
ENSMGAP00000008691	SINCAM006670
ENSMGAP00000008692	SINCAM008015
ENSMGAP00000008694	SINCAM011085
ENSMGAP00000008698	SINCAM922403
ENSMGAP00000008700	SINCAM012681
ENSMGAP00000008701	SINCAM001710
ENSMGAP00000008702	SINCAM005948
ENSMGAP00000008704	SINCAM011084
ENSMGAP00000008705	SINCAM011591
ENSMGAP00000008708	SINCAM009335
ENSMGAP00000008709	SINCAM011511
ENSMGAP00000008711	SINCAM008623
ENSMGAP00000008712	SINCAM008012
ENSMGAP00000008713	SINCAM005365
ENSMGAP00000008714	SINCAM007149
ENSMGAP00000008715	SINCAM013056
ENSMGAP00000008718	SINCAM008011
ENSMGAP00000008719	SINCAM009994
ENSMGAP00000008720	SINCAM001709
ENSMGAP00000008721	SINCAM005362
ENSMGAP00000008723	SINCAM006531
ENSMGAP00000008725	SINCAM000585
ENSMGAP00000008726	SINCAM011487
ENSMGAP00000008727	SINCAM001708
ENSMGAP00000008728	SINCAM005371
ENSMGAP00000008730	SINCAM000922
ENSMGAP00000008731	SINCAM007150
ENSMGAP00000008734	SINCAM005841
ENSMGAP00000008738	SINCAM012683
ENSMGAP00000008741	SINCAM000840
ENSMGAP00000008742	SINCAM006506
ENSMGAP00000008743	SINCAM011647
ENSMGAP00000008744	SINCAM005361
ENSMGAP00000008746	SINCAM000104
ENSMGAP00000008747	SINCAM007337
ENSMGAP00000008749	SINCAM006529
ENSMGAP00000008750	SINCAM920438
ENSMGAP00000008752	SINCAM005359
ENSMGAP00000008753	SINCAM009831
ENSMGAP00000008755	SINCAM922404
ENSMGAP00000008756	SINCAM002216
ENSMGAP00000008759	SINCAM008625
ENSMGAP00000008760	SINCAM921580
ENSMGAP00000008762	SINCAM009786
ENSMGAP00000008763	SINCAM008008
ENSMGAP00000008764	SINCAM008626
ENSMGAP00000008765	SINCAM011083
ENSMGAP00000008767	SINCAM922057
ENSMGAP00000008768	SINCAM007151
ENSMGAP00000008770	SINCAM922641
ENSMGAP00000008771	SINCAM014628
ENSMGAP00000008772	SINCAM013055
ENSMGAP00000008773	SINCAM009785
ENSMGAP00000008774	SINCAM013435
ENSMGAP00000008776	SINCAM011367
ENSMGAP00000008777	SINCAM008627
ENSMGAP00000008778	SINCAM006662
ENSMGAP00000008779	SINCAM010460
ENSMGAP00000008780	SINCAM011646
ENSMGAP00000008781	SINCAM000816
ENSMGAP00000008783	SINCAM009784
ENSMGAP00000008785	SINCAM013667
ENSMGAP00000008786	SINCAM010418
ENSMGAP00000008787	SINCAM921579
ENSMGAP00000008792	SINCAM002756
ENSMGAP00000008793	SINCAM008005
ENSMGAP00000008795	SINCAM005844
ENSMGAP00000008798	SINCAM011645
ENSMGAP00000008799	SINCAM007447
ENSMGAP00000008800	SINCAM015151
ENSMGAP00000008803	SINCAM009783
ENSMGAP00000008804	SINCAM000102
ENSMGAP00000008805	SINCAM008000
ENSMGAP00000008807	SINCAM007446
ENSMGAP00000008809	SINCAM008632
ENSMGAP00000008810	SINCAM010419
ENSMGAP00000008813	SINCAM000297
ENSMGAP00000008815	SINCAM008633
ENSMGAP00000008816	SINCAM000101
ENSMGAP00000008817	SINCAM008002
ENSMGAP00000008820	SINCAM011369
ENSMGAP00000008821	SINCAM002757
ENSMGAP00000008822	SINCAM002210
ENSMGAP00000008823	SINCAM011370
ENSMGAP00000008824	SINCAM922346
ENSMGAP00000008825	SINCAM010994
ENSMGAP00000008827	SINCAM000913
ENSMGAP00000008829	SINCAM010305
ENSMGAP00000008830	SINCAM006045
ENSMGAP00000008831	SINCAM013054
ENSMGAP00000008832	SINCAM005357
ENSMGAP00000008833	SINCAM008635
ENSMGAP00000008834	SINCAM922788
ENSMGAP00000008836	SINCAM006541
ENSMGAP00000008837	SINCAM002209
ENSMGAP00000008839	SINCAM010421
ENSMGAP00000008842	SINCAM015965
ENSMGAP00000008844	SINCAM009382
ENSMGAP00000008845	SINCAM011926
ENSMGAP00000008846	SINCAM002820
ENSMGAP00000008847	SINCAM005356
ENSMGAP00000008849	SINCAM003945
ENSMGAP00000008851	SINCAM921946
ENSMGAP00000008852	SINCAM012684
ENSMGAP00000008853	SINCAM008001
ENSMGAP00000008856	SINCAM012393
ENSMGAP00000008858	SINCAM922588
ENSMGAP00000008860	SINCAM006540
ENSMGAP00000008862	SINCAM922147
ENSMGAP00000008863	SINCAM011910
ENSMGAP00000008864	SINCAM008636
ENSMGAP00000008865	SINCAM007445
ENSMGAP00000008866	SINCAM009997
ENSMGAP00000008868	SINCAM012686
ENSMGAP00000008870	SINCAM015261
ENSMGAP00000008871	SINCAM013058
ENSMGAP00000008872	SINCAM012687
ENSMGAP00000008876	SINCAM920892
ENSMGAP00000008877	SINCAM000936
ENSMGAP00000008878	SINCAM006050
ENSMGAP00000008881	SINCAM006056
ENSMGAP00000008882	SINCAM000912
ENSMGAP00000008883	SINCAM009379
ENSMGAP00000008886	SINCAM007448
ENSMGAP00000008887	SINCAM010422
ENSMGAP00000008888	SINCAM002764
ENSMGAP00000008889	SINCAM009371
ENSMGAP00000008893	SINCAM002208
ENSMGAP00000008897	SINCAM002207
ENSMGAP00000008901	SINCAM009698
ENSMGAP00000008902	SINCAM001173
ENSMGAP00000008904	SINCAM922149
ENSMGAP00000008909	SINCAM005800
ENSMGAP00000008910	SINCAM010433
ENSMGAP00000008911	SINCAM000985
ENSMGAP00000008912	SINCAM008708
ENSMGAP00000008913	SINCAM921983
ENSMGAP00000008914	SINCAM013059
ENSMGAP00000008915	SINCAM000995
ENSMGAP00000008916	SINCAM012689
ENSMGAP00000008918	SINCAM011911
ENSMGAP00000008921	SINCAM005801
ENSMGAP00000008923	SINCAM921627
ENSMGAP00000008925	SINCAM007996
ENSMGAP00000008926	SINCAM007441
ENSMGAP00000008928	SINCAM012688
ENSMGAP00000008930	SINCAM920566
ENSMGAP00000008931	SINCAM011030
ENSMGAP00000008932	SINCAM002761
ENSMGAP00000008934	SINCAM007997
ENSMGAP00000008935	SINCAM003671
ENSMGAP00000008938	SINCAM920563
ENSMGAP00000008939	SINCAM920891
ENSMGAP00000008941	SINCAM016361
ENSMGAP00000008942	SINCAM922150
ENSMGAP00000008943	SINCAM011380
ENSMGAP00000008944	SINCAM921873
ENSMGAP00000008947	SINCAM920432
ENSMGAP00000008948	SINCAM002819
ENSMGAP00000008949	SINCAM005802
ENSMGAP00000008952	SINCAM000058
ENSMGAP00000008953	SINCAM001784
ENSMGAP00000008955	SINCAM008780
ENSMGAP00000008956	SINCAM007995
ENSMGAP00000008958	SINCAM001793
ENSMGAP00000008959	SINCAM007440
ENSMGAP00000008961	SINCAM011445
ENSMGAP00000008966	SINCAM011914
ENSMGAP00000008968	SINCAM921424
ENSMGAP00000008969	SINCAM921423
ENSMGAP00000008970	SINCAM005803
ENSMGAP00000008973	SINCAM009703
ENSMGAP00000008975	SINCAM010416
ENSMGAP00000008976	SINCAM009701
ENSMGAP00000008977	SINCAM002818
ENSMGAP00000008978	SINCAM011906
ENSMGAP00000008982	SINCAM013686
ENSMGAP00000008983	SINCAM002025
ENSMGAP00000008985	SINCAM011386
ENSMGAP00000008986	SINCAM011893
ENSMGAP00000008990	SINCAM007994
ENSMGAP00000008991	SINCAM921094
ENSMGAP00000008992	SINCAM013053
ENSMGAP00000008993	SINCAM010415
ENSMGAP00000008994	SINCAM000964
ENSMGAP00000008995	SINCAM008714
ENSMGAP00000008996	SINCAM001109
ENSMGAP00000008997	SINCAM920434
ENSMGAP00000008998	SINCAM002024
ENSMGAP00000008999	SINCAM013052
ENSMGAP00000009001	SINCAM012690
ENSMGAP00000009002	SINCAM011452
ENSMGAP00000009003	SINCAM013559
ENSMGAP00000009004	SINCAM002023
ENSMGAP00000009005	SINCAM013051
ENSMGAP00000009006	SINCAM007157
ENSMGAP00000009008	SINCAM921876
ENSMGAP00000009009	SINCAM922345
ENSMGAP00000009012	SINCAM002816
ENSMGAP00000009014	SINCAM010412
ENSMGAP00000009018	SINCAM013558
ENSMGAP00000009020	SINCAM009336
ENSMGAP00000009021	SINCAM015230
ENSMGAP00000009023	SINCAM009700
ENSMGAP00000009024	SINCAM007435
ENSMGAP00000009025	SINCAM008713
ENSMGAP00000009026	SINCAM007371
ENSMGAP00000009027	SINCAM011385
ENSMGAP00000009031	SINCAM011892
ENSMGAP00000009032	SINCAM010985
ENSMGAP00000009033	SINCAM920994
ENSMGAP00000009034	SINCAM008712
ENSMGAP00000009040	SINCAM007159
ENSMGAP00000009041	SINCAM000059
ENSMGAP00000009044	SINCAM008897
ENSMGAP00000009045	SINCAM000829
ENSMGAP00000009046	SINCAM001089
ENSMGAP00000009048	SINCAM002815
ENSMGAP00000009050	SINCAM009699
ENSMGAP00000009053	SINCAM006522
ENSMGAP00000009054	SINCAM921890
ENSMGAP00000009057	SINCAM007993
ENSMGAP00000009059	SINCAM922810
ENSMGAP00000009060	SINCAM005838
ENSMGAP00000009062	SINCAM008788
ENSMGAP00000009064	SINCAM011447
ENSMGAP00000009066	SINCAM006521
ENSMGAP00000009070	SINCAM014373
ENSMGAP00000009072	SINCAM008790
ENSMGAP00000009073	SINCAM010447
ENSMGAP00000009074	SINCAM014040
ENSMGAP00000009075	SINCAM007160
ENSMGAP00000009076	SINCAM010430
ENSMGAP00000009078	SINCAM923041
ENSMGAP00000009079	SINCAM002107
ENSMGAP00000009080	SINCAM009697
ENSMGAP00000009082	SINCAM001085
ENSMGAP00000009083	SINCAM011359
ENSMGAP00000009084	SINCAM007162
ENSMGAP00000009086	SINCAM009696
ENSMGAP00000009090	SINCAM007372
ENSMGAP00000009091	SINCAM010221
ENSMGAP00000009092	SINCAM007415
ENSMGAP00000009095	SINCAM017682
ENSMGAP00000009096	SINCAM005837
ENSMGAP00000009097	SINCAM921575
ENSMGAP00000009098	SINCAM003705
ENSMGAP00000009100	SINCAM005835
ENSMGAP00000009101	SINCAM010429
ENSMGAP00000009103	SINCAM007163
ENSMGAP00000009104	SINCAM000941
ENSMGAP00000009105	SINCAM000828
ENSMGAP00000009106	SINCAM001090
ENSMGAP00000009110	SINCAM010002
ENSMGAP00000009111	SINCAM011901
ENSMGAP00000009112	SINCAM003706
ENSMGAP00000009113	SINCAM920812
ENSMGAP00000009115	SINCAM010509
ENSMGAP00000009116	SINCAM010435
ENSMGAP00000009117	SINCAM000293
ENSMGAP00000009120	SINCAM009695
ENSMGAP00000009122	SINCAM005834
ENSMGAP00000009123	SINCAM014371
ENSMGAP00000009124	SINCAM013067
ENSMGAP00000009128	SINCAM011900
ENSMGAP00000009130	SINCAM005352
ENSMGAP00000009131	SINCAM002812
ENSMGAP00000009132	SINCAM920604
ENSMGAP00000009133	SINCAM007411
ENSMGAP00000009134	SINCAM005351
ENSMGAP00000009139	SINCAM012422
ENSMGAP00000009140	SINCAM009694
ENSMGAP00000009141	SINCAM011357
ENSMGAP00000009142	SINCAM006488
ENSMGAP00000009143	SINCAM012081
ENSMGAP00000009145	SINCAM001096
ENSMGAP00000009146	SINCAM009153
ENSMGAP00000009148	SINCAM000948
ENSMGAP00000009150	SINCAM011898
ENSMGAP00000009151	SINCAM001094
ENSMGAP00000009152	SINCAM009693
ENSMGAP00000009153	SINCAM001249
ENSMGAP00000009154	SINCAM003708
ENSMGAP00000009156	SINCAM006597
ENSMGAP00000009158	SINCAM005350
ENSMGAP00000009159	SINCAM920615
ENSMGAP00000009161	SINCAM011381
ENSMGAP00000009162	SINCAM920993
ENSMGAP00000009163	SINCAM007410
ENSMGAP00000009164	SINCAM011187
ENSMGAP00000009167	SINCAM011891
ENSMGAP00000009168	SINCAM008678
ENSMGAP00000009169	SINCAM002106
ENSMGAP00000009170	SINCAM010001
ENSMGAP00000009171	SINCAM003709
ENSMGAP00000009172	SINCAM005349
ENSMGAP00000009175	SINCAM001224
ENSMGAP00000009177	SINCAM007373
ENSMGAP00000009180	SINCAM002101
ENSMGAP00000009182	SINCAM005347
ENSMGAP00000009183	SINCAM006598
ENSMGAP00000009189	SINCAM010438
ENSMGAP00000009190	SINCAM011022
ENSMGAP00000009192	SINCAM002100
ENSMGAP00000009193	SINCAM012164
ENSMGAP00000009194	SINCAM007429
ENSMGAP00000009196	SINCAM013066
ENSMGAP00000009204	SINCAM921189
ENSMGAP00000009205	SINCAM005346
ENSMGAP00000009206	SINCAM921982
ENSMGAP00000009208	SINCAM010000
ENSMGAP00000009210	SINCAM011355
ENSMGAP00000009214	SINCAM002098
ENSMGAP00000009215	SINCAM002668
ENSMGAP00000009217	SINCAM920992
ENSMGAP00000009218	SINCAM004572
ENSMGAP00000009220	SINCAM005831
ENSMGAP00000009227	SINCAM010479
ENSMGAP00000009228	SINCAM007164
ENSMGAP00000009232	SINCAM005830
ENSMGAP00000009233	SINCAM010480
ENSMGAP00000009234	SINCAM007166
ENSMGAP00000009235	SINCAM002097
ENSMGAP00000009237	SINCAM005345
ENSMGAP00000009239	SINCAM003977
ENSMGAP00000009242	SINCAM005829
ENSMGAP00000009243	SINCAM006599
ENSMGAP00000009244	SINCAM011382
ENSMGAP00000009246	SINCAM012406
ENSMGAP00000009247	SINCAM921904
ENSMGAP00000009248	SINCAM011897
ENSMGAP00000009249	SINCAM006316
ENSMGAP00000009252	SINCAM900253
ENSMGAP00000009253	SINCAM011896
ENSMGAP00000009254	SINCAM003978
ENSMGAP00000009257	SINCAM922042
ENSMGAP00000009258	SINCAM010303
ENSMGAP00000009259	SINCAM922170
ENSMGAP00000009260	SINCAM002667
ENSMGAP00000009261	SINCAM011043
ENSMGAP00000009262	SINCAM900256
ENSMGAP00000009264	SINCAM007165
ENSMGAP00000009265	SINCAM003979
ENSMGAP00000009266	SINCAM911044
ENSMGAP00000009267	SINCAM920890
ENSMGAP00000009269	SINCAM009315
ENSMGAP00000009270	SINCAM005619
ENSMGAP00000009271	SINCAM014261
ENSMGAP00000009272	SINCAM012407
ENSMGAP00000009274	SINCAM900093
ENSMGAP00000009275	SINCAM003981
ENSMGAP00000009276	SINCAM002663
ENSMGAP00000009277	SINCAM920421
ENSMGAP00000009278	SINCAM002665
ENSMGAP00000009279	SINCAM010217
ENSMGAP00000009280	SINCAM007430
ENSMGAP00000009282	SINCAM002999
ENSMGAP00000009283	SINCAM009314
ENSMGAP00000009284	SINCAM005617
ENSMGAP00000009285	SINCAM920889
ENSMGAP00000009286	SINCAM009692
ENSMGAP00000009289	SINCAM006675
ENSMGAP00000009290	SINCAM014238
ENSMGAP00000009291	SINCAM002664
ENSMGAP00000009295	SINCAM920888
ENSMGAP00000009297	SINCAM922915
ENSMGAP00000009299	SINCAM011042
ENSMGAP00000009301	SINCAM007427
ENSMGAP00000009306	SINCAM000071
ENSMGAP00000009310	SINCAM002662
ENSMGAP00000009317	SINCAM011040
ENSMGAP00000009319	SINCAM922589
ENSMGAP00000009320	SINCAM005827
ENSMGAP00000009324	SINCAM007169
ENSMGAP00000009325	SINCAM001342
ENSMGAP00000009326	SINCAM010425
ENSMGAP00000009327	SINCAM011502
ENSMGAP00000009328	SINCAM007458
ENSMGAP00000009329	SINCAM014456
ENSMGAP00000009330	SINCAM011890
ENSMGAP00000009332	SINCAM016141
ENSMGAP00000009333	SINCAM012434
ENSMGAP00000009336	SINCAM005826
ENSMGAP00000009342	SINCAM011362
ENSMGAP00000009345	SINCAM922129
ENSMGAP00000009346	SINCAM011365
ENSMGAP00000009347	SINCAM010426
ENSMGAP00000009349	SINCAM013064
ENSMGAP00000009350	SINCAM007460
ENSMGAP00000009352	SINCAM010184
ENSMGAP00000009355	SINCAM920886
ENSMGAP00000009356	SINCAM005824
ENSMGAP00000009360	SINCAM010753
ENSMGAP00000009364	SINCAM002661
ENSMGAP00000009366	SINCAM003865
ENSMGAP00000009367	SINCAM009684
ENSMGAP00000009370	SINCAM005825
ENSMGAP00000009371	SINCAM922526
ENSMGAP00000009372	SINCAM000811
ENSMGAP00000009374	SINCAM012438
ENSMGAP00000009376	SINCAM011364
ENSMGAP00000009377	SINCAM007170
ENSMGAP00000009378	SINCAM900182
ENSMGAP00000009379	SINCAM011887
ENSMGAP00000009380	SINCAM920991
ENSMGAP00000009381	SINCAM012437
ENSMGAP00000009383	SINCAM009169
ENSMGAP00000009384	SINCAM006017
ENSMGAP00000009385	SINCAM000045
ENSMGAP00000009387	SINCAM000411
ENSMGAP00000009389	SINCAM920435
ENSMGAP00000009390	SINCAM000047
ENSMGAP00000009391	SINCAM009686
ENSMGAP00000009393	SINCAM002660
ENSMGAP00000009394	SINCAM900090
ENSMGAP00000009395	SINCAM922214
ENSMGAP00000009396	SINCAM006677
ENSMGAP00000009397	SINCAM011886
ENSMGAP00000009399	SINCAM010187
ENSMGAP00000009400	SINCAM014211
ENSMGAP00000009405	SINCAM010188
ENSMGAP00000009407	SINCAM009685
ENSMGAP00000009408	SINCAM014982
ENSMGAP00000009409	SINCAM007171
ENSMGAP00000009410	SINCAM010216
ENSMGAP00000009412	SINCAM002659
ENSMGAP00000009416	SINCAM002658
ENSMGAP00000009417	SINCAM006680
ENSMGAP00000009420	SINCAM012440
ENSMGAP00000009423	SINCAM009720
ENSMGAP00000009424	SINCAM922215
ENSMGAP00000009425	SINCAM010084
ENSMGAP00000009429	SINCAM900088
ENSMGAP00000009431	SINCAM003866
ENSMGAP00000009433	SINCAM013156
ENSMGAP00000009434	SINCAM000051
ENSMGAP00000009437	SINCAM922438
ENSMGAP00000009439	SINCAM015968
ENSMGAP00000009440	SINCAM007173
ENSMGAP00000009441	SINCAM007464
ENSMGAP00000009442	SINCAM011637
ENSMGAP00000009443	SINCAM012443
ENSMGAP00000009444	SINCAM002657
ENSMGAP00000009445	SINCAM922500
ENSMGAP00000009447	SINCAM007468
ENSMGAP00000009448	SINCAM922497
ENSMGAP00000009449	SINCAM001851
ENSMGAP00000009450	SINCAM920885
ENSMGAP00000009452	SINCAM006019
ENSMGAP00000009454	SINCAM012132
ENSMGAP00000009455	SINCAM921426
ENSMGAP00000009457	SINCAM010189
ENSMGAP00000009458	SINCAM011389
ENSMGAP00000009459	SINCAM011918
ENSMGAP00000009460	SINCAM921630
ENSMGAP00000009462	SINCAM010190
ENSMGAP00000009465	SINCAM012633
ENSMGAP00000009466	SINCAM007041
ENSMGAP00000009467	SINCAM015569
ENSMGAP00000009470	SINCAM003867
ENSMGAP00000009473	SINCAM011917
ENSMGAP00000009474	SINCAM920884
ENSMGAP00000009475	SINCAM002655
ENSMGAP00000009477	SINCAM007174
ENSMGAP00000009478	SINCAM012404
ENSMGAP00000009480	SINCAM011392
ENSMGAP00000009481	SINCAM011641
ENSMGAP00000009482	SINCAM002654
ENSMGAP00000009483	SINCAM002277
ENSMGAP00000009485	SINCAM922280
ENSMGAP00000009486	SINCAM005343
ENSMGAP00000009487	SINCAM007176
ENSMGAP00000009488	SINCAM920436
ENSMGAP00000009491	SINCAM011296
ENSMGAP00000009492	SINCAM006682
ENSMGAP00000009493	SINCAM007180
ENSMGAP00000009494	SINCAM003868
ENSMGAP00000009495	SINCAM009201
ENSMGAP00000009496	SINCAM000737
ENSMGAP00000009497	SINCAM007181
ENSMGAP00000009499	SINCAM921593
ENSMGAP00000009500	SINCAM008569
ENSMGAP00000009504	SINCAM012622
ENSMGAP00000009506	SINCAM009682
ENSMGAP00000009509	SINCAM012628
ENSMGAP00000009510	SINCAM011640
ENSMGAP00000009511	SINCAM006020
ENSMGAP00000009512	SINCAM009173
ENSMGAP00000009513	SINCAM920630
ENSMGAP00000009515	SINCAM011282
ENSMGAP00000009516	SINCAM011956
ENSMGAP00000009518	SINCAM006022
ENSMGAP00000009519	SINCAM922922
ENSMGAP00000009521	SINCAM009680
ENSMGAP00000009525	SINCAM009927
ENSMGAP00000009527	SINCAM007483
ENSMGAP00000009529	SINCAM006023
ENSMGAP00000009530	SINCAM017596
ENSMGAP00000009531	SINCAM011519
ENSMGAP00000009535	SINCAM015503
ENSMGAP00000009537	SINCAM009651
ENSMGAP00000009538	SINCAM005341
ENSMGAP00000009540	SINCAM013157
ENSMGAP00000009542	SINCAM011521
ENSMGAP00000009543	SINCAM011957
ENSMGAP00000009544	SINCAM017595
ENSMGAP00000009545	SINCAM006024
ENSMGAP00000009547	SINCAM009928
ENSMGAP00000009548	SINCAM006683
ENSMGAP00000009551	SINCAM009678
ENSMGAP00000009552	SINCAM003869
ENSMGAP00000009556	SINCAM011958
ENSMGAP00000009557	SINCAM009929
ENSMGAP00000009558	SINCAM005337
ENSMGAP00000009561	SINCAM000827
ENSMGAP00000009563	SINCAM003870
ENSMGAP00000009564	SINCAM900085
ENSMGAP00000009566	SINCAM012621
ENSMGAP00000009567	SINCAM011962
ENSMGAP00000009568	SINCAM006684
ENSMGAP00000009570	SINCAM007182
ENSMGAP00000009571	SINCAM011271
ENSMGAP00000009573	SINCAM003871
ENSMGAP00000009574	SINCAM001242
ENSMGAP00000009577	SINCAM921265
ENSMGAP00000009578	SINCAM011961
ENSMGAP00000009579	SINCAM012627
