fgenesh2_pg.scaffold_351000043	ENSLOCP00000006075
e_gw.56.55.1	ENSLOCP00000001891
e_gw.56.215.1	ENSLOCP00000008533
e_gw.56.172.1	ENSLOCP00000010934
e_gw.56.81.1	ENSLOCP00000013408
e_gw.56.81.1	ENSLOCP00000014867
e_gw.56.79.1	ENSLOCP00000010856
e_gw.56.32.1	ENSLOCP00000006502
e_gw.56.11.1	ENSLOCP00000001914
e_gw.57.104.1	ENSLOCP00000007785
e_gw.57.86.1	ENSLOCP00000022192
e_gw.57.206.1	ENSLOCP00000001779
e_gw.57.3.1	ENSLOCP00000016016
e_gw.57.57.1	ENSLOCP00000000714
e_gw.57.168.1	ENSLOCP00000007619
e_gw.57.168.1	ENSLOCP00000008093
e_gw.57.168.1	ENSLOCP00000011640
e_gw.57.171.1	ENSLOCP00000015610
e_gw.57.1.1	ENSLOCP00000005179
e_gw.57.161.1	ENSLOCP00000004222
e_gw.57.74.1	ENSLOCP00000009574
e_gw.57.116.1	ENSLOCP00000004523
e_gw.57.213.1	ENSLOCP00000020091
e_gw.57.213.1	ENSLOCP00000002652
e_gw.57.85.1	ENSLOCP00000007927
e_gw.57.183.1	ENSLOCP00000020938
e_gw.57.216.1	ENSLOCP00000009248
e_gw.57.199.1	ENSLOCP00000004709
e_gw.58.12.1	ENSLOCP00000005250
e_gw.58.172.1	ENSLOCP00000002481
e_gw.58.80.1	ENSLOCP00000005581
e_gw.58.94.1	ENSLOCP00000014717
e_gw.58.247.1	ENSLOCP00000015980
e_gw.58.15.1	ENSLOCP00000015409
e_gw.58.15.1	ENSLOCP00000019250
e_gw.58.213.1	ENSLOCP00000007155
e_gw.58.61.1	ENSLOCP00000013274
e_gw.58.1.1	ENSLOCP00000000029
e_gw.58.230.1	ENSLOCP00000016428
e_gw.58.206.1	ENSLOCP00000000419
e_gw.58.96.1	ENSLOCP00000008177
e_gw.58.91.1	ENSLOCP00000014805
e_gw.58.91.1	ENSLOCP00000019235
e_gw.58.17.1	ENSLOCP00000006258
e_gw.58.17.1	ENSLOCP00000010239
e_gw.58.17.1	ENSLOCP00000009573
e_gw.59.106.1	ENSLOCP00000015596
e_gw.59.63.1	ENSLOCP00000012280
e_gw.59.63.1	ENSLOCP00000005298
e_gw.59.63.1	ENSLOCP00000018659
e_gw.59.61.1	ENSLOCP00000005312
e_gw.59.61.1	ENSLOCP00000009365
e_gw.59.102.1	ENSLOCP00000013842
e_gw.59.35.1	ENSLOCP00000018055
e_gw.59.180.1	ENSLOCP00000017424
e_gw.60.160.1	ENSLOCP00000010748
e_gw.60.30.1	ENSLOCP00000010794
e_gw.60.100.1	ENSLOCP00000010506
e_gw.60.17.1	ENSLOCP00000005526
e_gw.60.4.1	ENSLOCP00000007125
e_gw.60.167.1	ENSLOCP00000018436
e_gw.61.284.1	ENSLOCP00000020655
e_gw.61.153.1	ENSLOCP00000019416
e_gw.61.129.1	ENSLOCP00000017880
e_gw.61.103.1	ENSLOCP00000013743
e_gw.61.94.1	ENSLOCP00000019327
e_gw.61.1.1	ENSLOCP00000017839
e_gw.61.299.1	ENSLOCP00000018805
e_gw.61.273.1	ENSLOCP00000021829
e_gw.61.126.1	ENSLOCP00000021847
e_gw.61.96.1	ENSLOCP00000019084
e_gw.61.96.1	ENSLOCP00000011320
e_gw.61.210.1	ENSLOCP00000017882
e_gw.61.193.1	ENSLOCP00000013079
e_gw.61.169.1	ENSLOCP00000019480
e_gw.61.287.1	ENSLOCP00000018895
e_gw.61.173.1	ENSLOCP00000019593
e_gw.61.136.1	ENSLOCP00000017778
e_gw.61.123.1	ENSLOCP00000001866
e_gw.61.123.1	ENSLOCP00000019917
e_gw.61.209.1	ENSLOCP00000017911
e_gw.61.204.1	ENSLOCP00000019356
e_gw.62.4.1	ENSLOCP00000003049
e_gw.62.14.1	ENSLOCP00000002795
e_gw.62.52.1	ENSLOCP00000009307
e_gw.62.13.1	ENSLOCP00000004758
e_gw.62.108.1	ENSLOCP00000014019
e_gw.62.108.1	ENSLOCP00000004655
e_gw.62.77.1	ENSLOCP00000011289
e_gw.62.24.1	ENSLOCP00000002745
e_gw.62.1.1	ENSLOCP00000013636
e_gw.63.89.1	ENSLOCP00000005860
e_gw.63.89.1	ENSLOCP00000006353
e_gw.63.190.1	ENSLOCP00000002599
e_gw.63.166.1	ENSLOCP00000002187
e_gw.63.207.1	ENSLOCP00000005955
e_gw.63.58.1	ENSLOCP00000019415
e_gw.63.175.1	ENSLOCP00000020626
e_gw.63.167.1	ENSLOCP00000019829
e_gw.63.72.1	ENSLOCP00000005785
e_gw.63.72.1	ENSLOCP00000003263
e_gw.63.72.1	ENSLOCP00000001191
e_gw.63.227.1	ENSLOCP00000021135
e_gw.63.227.1	ENSLOCP00000009651
e_gw.63.83.1	ENSLOCP00000020653
e_gw.63.59.1	ENSLOCP00000007540
e_gw.64.16.1	ENSLOCP00000007471
e_gw.64.18.1	ENSLOCP00000016549
e_gw.64.18.1	ENSLOCP00000016124
e_gw.65.224.1	ENSLOCP00000005891
e_gw.65.224.1	ENSLOCP00000003319
e_gw.65.28.1	ENSLOCP00000004543
e_gw.65.186.1	ENSLOCP00000021085
e_gw.65.160.1	ENSLOCP00000020965
e_gw.65.79.1	ENSLOCP00000018142
e_gw.65.79.1	ENSLOCP00000017846
e_gw.65.201.1	ENSLOCP00000004639
e_gw.65.168.1	ENSLOCP00000002340
e_gw.65.123.1	ENSLOCP00000012158
e_gw.65.163.1	ENSLOCP00000013864
e_gw.65.110.1	ENSLOCP00000018826
e_gw.65.3.1	ENSLOCP00000014939
e_gw.65.69.1	ENSLOCP00000019899
e_gw.65.231.1	ENSLOCP00000022270
e_gw.65.19.1	ENSLOCP00000019354
e_gw.65.193.1	ENSLOCP00000001055
e_gw.65.193.1	ENSLOCP00000018783
e_gw.65.177.1	ENSLOCP00000016917
e_gw.65.22.1	ENSLOCP00000020061
e_gw.65.62.1	ENSLOCP00000008673
e_gw.65.62.1	ENSLOCP00000000748
e_gw.65.99.1	ENSLOCP00000001226
e_gw.65.188.1	ENSLOCP00000019475
e_gw.65.237.1	ENSLOCP00000001104
e_gw.66.39.1	ENSLOCP00000018516
e_gw.66.39.1	ENSLOCP00000021783
e_gw.66.134.1	ENSLOCP00000018019
e_gw.66.58.1	ENSLOCP00000018584
e_gw.66.207.1	ENSLOCP00000013614
e_gw.66.193.1	ENSLOCP00000017533
e_gw.66.69.1	ENSLOCP00000015260
e_gw.66.72.1	ENSLOCP00000004341
e_gw.66.148.1	ENSLOCP00000018065
e_gw.66.224.1	ENSLOCP00000009859
e_gw.66.138.1	ENSLOCP00000006712
e_gw.66.117.1	ENSLOCP00000010053
e_gw.66.25.1	ENSLOCP00000007085
e_gw.66.57.1	ENSLOCP00000016626
e_gw.66.57.1	ENSLOCP00000017001
e_gw.66.57.1	ENSLOCP00000010679
e_gw.66.52.1	ENSLOCP00000011550
e_gw.67.63.1	ENSLOCP00000020405
e_gw.67.122.1	ENSLOCP00000010207
e_gw.67.122.1	ENSLOCP00000021588
e_gw.67.122.1	ENSLOCP00000022124
e_gw.67.32.1	ENSLOCP00000017362
e_gw.67.139.1	ENSLOCP00000010960
e_gw.67.139.1	ENSLOCP00000002768
e_gw.67.65.1	ENSLOCP00000017381
e_gw.68.37.1	ENSLOCP00000018139
e_gw.68.149.1	ENSLOCP00000017306
e_gw.68.149.1	ENSLOCP00000001071
e_gw.68.8.1	ENSLOCP00000003646
e_gw.68.8.1	ENSLOCP00000002761
e_gw.68.8.1	ENSLOCP00000010444
e_gw.68.8.1	ENSLOCP00000018454
e_gw.68.8.1	ENSLOCP00000000240
e_gw.68.11.1	ENSLOCP00000012385
e_gw.68.241.1	ENSLOCP00000018155
e_gw.68.241.1	ENSLOCP00000019169
e_gw.68.96.1	ENSLOCP00000019507
e_gw.68.96.1	ENSLOCP00000003392
e_gw.68.91.1	ENSLOCP00000011983
e_gw.68.9.1	ENSLOCP00000018162
e_gw.68.9.1	ENSLOCP00000001715
e_gw.68.268.1	ENSLOCP00000014863
e_gw.68.153.1	ENSLOCP00000020765
e_gw.68.153.1	ENSLOCP00000019891
e_gw.68.153.1	ENSLOCP00000019341
e_gw.68.153.1	ENSLOCP00000012751
e_gw.68.153.1	ENSLOCP00000019343
e_gw.68.89.1	ENSLOCP00000011546
e_gw.68.188.1	ENSLOCP00000019732
e_gw.68.285.1	ENSLOCP00000002211
e_gw.68.98.1	ENSLOCP00000016080
e_gw.68.56.1	ENSLOCP00000000575
e_gw.68.155.1	ENSLOCP00000013300
e_gw.68.281.1	ENSLOCP00000020198
e_gw.68.202.1	ENSLOCP00000001284
e_gw.68.295.1	ENSLOCP00000020639
e_gw.68.282.1	ENSLOCP00000017197
e_gw.69.126.1	ENSLOCP00000015215
e_gw.69.11.1	ENSLOCP00000008338
e_gw.69.129.1	ENSLOCP00000008719
e_gw.69.5.1	ENSLOCP00000002451
e_gw.69.5.1	ENSLOCP00000002363
e_gw.69.116.1	ENSLOCP00000006490
e_gw.69.218.1	ENSLOCP00000003929
e_gw.69.111.1	ENSLOCP00000008406
e_gw.69.44.1	ENSLOCP00000012574
e_gw.69.170.1	ENSLOCP00000004760
e_gw.69.170.1	ENSLOCP00000009822
e_gw.69.92.1	ENSLOCP00000021719
e_gw.69.84.1	ENSLOCP00000008821
e_gw.69.194.1	ENSLOCP00000021766
e_gw.69.181.1	ENSLOCP00000011146
e_gw.70.114.1	ENSLOCP00000003608
e_gw.70.14.1	ENSLOCP00000010608
e_gw.70.14.1	ENSLOCP00000014989
e_gw.71.81.1	ENSLOCP00000005322
e_gw.71.186.1	ENSLOCP00000002227
e_gw.71.184.1	ENSLOCP00000002993
e_gw.71.184.1	ENSLOCP00000020985
e_gw.71.87.1	ENSLOCP00000016705
e_gw.71.255.1	ENSLOCP00000017167
e_gw.71.64.1	ENSLOCP00000006440
e_gw.71.177.1	ENSLOCP00000016853
e_gw.71.177.1	ENSLOCP00000011041
e_gw.71.83.1	ENSLOCP00000001494
e_gw.71.75.1	ENSLOCP00000011553
e_gw.71.54.1	ENSLOCP00000008099
e_gw.72.162.1	ENSLOCP00000003704
e_gw.72.99.1	ENSLOCP00000002331
e_gw.73.285.1	ENSLOCP00000011903
e_gw.73.286.1	ENSLOCP00000003341
e_gw.73.286.1	ENSLOCP00000004868
e_gw.74.19.1	ENSLOCP00000002386
e_gw.74.19.1	ENSLOCP00000005586
e_gw.74.94.1	ENSLOCP00000003573
e_gw.74.78.1	ENSLOCP00000005881
e_gw.74.287.1	ENSLOCP00000019260
e_gw.74.164.1	ENSLOCP00000001973
e_gw.74.15.1	ENSLOCP00000003864
e_gw.74.199.1	ENSLOCP00000004391
e_gw.74.334.1	ENSLOCP00000003030
e_gw.74.291.1	ENSLOCP00000009789
e_gw.74.217.1	ENSLOCP00000006660
e_gw.74.220.1	ENSLOCP00000004865
e_gw.74.76.1	ENSLOCP00000013209
e_gw.74.76.1	ENSLOCP00000019369
e_gw.74.138.1	ENSLOCP00000016699
e_gw.74.47.1	ENSLOCP00000007492
e_gw.75.74.1	ENSLOCP00000002360
e_gw.75.74.1	ENSLOCP00000016454
e_gw.75.265.1	ENSLOCP00000001041
e_gw.75.8.1	ENSLOCP00000013586
e_gw.75.70.1	ENSLOCP00000019468
e_gw.75.70.1	ENSLOCP00000003389
e_gw.75.173.1	ENSLOCP00000002736
e_gw.75.173.1	ENSLOCP00000008136
e_gw.75.246.1	ENSLOCP00000005599
e_gw.75.246.1	ENSLOCP00000010475
e_gw.76.4.1	ENSLOCP00000004225
e_gw.76.40.1	ENSLOCP00000008330
e_gw.76.69.1	ENSLOCP00000010779
e_gw.76.135.1	ENSLOCP00000022459
e_gw.76.130.1	ENSLOCP00000002973
e_gw.76.43.1	ENSLOCP00000010361
e_gw.76.138.1	ENSLOCP00000005115
e_gw.76.138.1	ENSLOCP00000002292
e_gw.76.138.1	ENSLOCP00000004267
e_gw.76.70.1	ENSLOCP00000008944
e_gw.76.8.1	ENSLOCP00000003038
e_gw.76.115.1	ENSLOCP00000005829
e_gw.76.115.1	ENSLOCP00000005614
e_gw.76.115.1	ENSLOCP00000014986
e_gw.76.115.1	ENSLOCP00000014978
e_gw.76.68.1	ENSLOCP00000006095
e_gw.76.68.1	ENSLOCP00000011335
e_gw.76.182.1	ENSLOCP00000006471
e_gw.76.121.1	ENSLOCP00000002308
e_gw.76.215.1	ENSLOCP00000001784
e_gw.76.145.1	ENSLOCP00000001202
e_gw.76.74.1	ENSLOCP00000022260
e_gw.76.74.1	ENSLOCP00000020975
e_gw.76.185.1	ENSLOCP00000002344
e_gw.76.124.1	ENSLOCP00000000787
e_gw.76.116.1	ENSLOCP00000002025
e_gw.77.206.1	ENSLOCP00000007442
e_gw.77.88.1	ENSLOCP00000020477
e_gw.77.83.1	ENSLOCP00000006492
e_gw.77.225.1	ENSLOCP00000004220
e_gw.77.190.1	ENSLOCP00000002172
e_gw.77.81.1	ENSLOCP00000003460
e_gw.77.2.1	ENSLOCP00000009040
e_gw.77.36.1	ENSLOCP00000004132
e_gw.77.47.1	ENSLOCP00000021693
e_gw.77.87.1	ENSLOCP00000004879
e_gw.77.82.1	ENSLOCP00000002122
e_gw.77.74.1	ENSLOCP00000012621
e_gw.77.29.1	ENSLOCP00000018801
e_gw.77.117.1	ENSLOCP00000002165
e_gw.78.14.1	ENSLOCP00000017465
e_gw.78.268.1	ENSLOCP00000017341
e_gw.78.234.1	ENSLOCP00000003517
e_gw.78.36.1	ENSLOCP00000001219
e_gw.78.191.1	ENSLOCP00000014678
e_gw.78.23.1	ENSLOCP00000020398
e_gw.78.24.1	ENSLOCP00000005661
e_gw.78.5.1	ENSLOCP00000000179
e_gw.78.59.1	ENSLOCP00000016978
e_gw.78.229.1	ENSLOCP00000021296
e_gw.78.76.1	ENSLOCP00000005689
e_gw.78.63.1	ENSLOCP00000013843
e_gw.78.157.1	ENSLOCP00000005522
e_gw.78.220.1	ENSLOCP00000021504
e_gw.78.204.1	ENSLOCP00000008844
e_gw.79.135.1	ENSLOCP00000010463
e_gw.79.33.1	ENSLOCP00000006998
e_gw.79.154.1	ENSLOCP00000005909
e_gw.79.57.1	ENSLOCP00000009253
e_gw.79.15.1	ENSLOCP00000015943
e_gw.79.144.1	ENSLOCP00000008174
e_gw.79.26.1	ENSLOCP00000009974
e_gw.79.110.1	ENSLOCP00000013106
e_gw.79.82.1	ENSLOCP00000000798
e_gw.79.113.1	ENSLOCP00000008890
e_gw.79.80.1	ENSLOCP00000003799
e_gw.79.137.1	ENSLOCP00000002114
e_gw.79.11.1	ENSLOCP00000020514
e_gw.79.11.1	ENSLOCP00000018363
e_gw.79.48.1	ENSLOCP00000003130
e_gw.79.43.1	ENSLOCP00000013526
e_gw.80.67.1	ENSLOCP00000014826
e_gw.80.89.1	ENSLOCP00000014958
e_gw.80.295.1	ENSLOCP00000018717
e_gw.80.3.1	ENSLOCP00000007449
e_gw.80.3.1	ENSLOCP00000020390
e_gw.81.61.1	ENSLOCP00000016904
e_gw.81.156.1	ENSLOCP00000003508
e_gw.81.48.1	ENSLOCP00000007018
e_gw.81.48.1	ENSLOCP00000017627
e_gw.81.151.1	ENSLOCP00000002328
e_gw.81.133.1	ENSLOCP00000004606
e_gw.81.57.1	ENSLOCP00000010763
e_gw.81.115.1	ENSLOCP00000000545
e_gw.81.225.1	ENSLOCP00000008611
e_gw.81.209.1	ENSLOCP00000019642
e_gw.82.114.1	ENSLOCP00000001996
e_gw.82.114.1	ENSLOCP00000016964
e_gw.82.114.1	ENSLOCP00000008722
e_gw.82.114.1	ENSLOCP00000004556
e_gw.82.40.1	ENSLOCP00000015973
e_gw.82.40.1	ENSLOCP00000010363
e_gw.82.40.1	ENSLOCP00000011567
e_gw.82.84.1	ENSLOCP00000009777
e_gw.82.84.1	ENSLOCP00000011491
e_gw.82.47.1	ENSLOCP00000017200
e_gw.82.47.1	ENSLOCP00000002017
e_gw.82.18.1	ENSLOCP00000007431
e_gw.82.74.1	ENSLOCP00000012281
e_gw.83.30.1	ENSLOCP00000020494
e_gw.83.81.1	ENSLOCP00000021472
e_gw.83.81.1	ENSLOCP00000017541
e_gw.83.97.1	ENSLOCP00000004998
e_gw.84.215.1	ENSLOCP00000011340
e_gw.84.215.1	ENSLOCP00000021226
e_gw.84.185.1	ENSLOCP00000012712
e_gw.84.14.1	ENSLOCP00000015499
e_gw.84.130.1	ENSLOCP00000015517
e_gw.84.101.1	ENSLOCP00000015510
e_gw.84.248.1	ENSLOCP00000013401
e_gw.84.68.1	ENSLOCP00000013482
e_gw.84.15.1	ENSLOCP00000017535
e_gw.84.15.1	ENSLOCP00000020571
e_gw.84.2.1	ENSLOCP00000016175
e_gw.84.2.1	ENSLOCP00000019679
e_gw.84.18.1	ENSLOCP00000005169
e_gw.84.21.1	ENSLOCP00000019228
e_gw.84.80.1	ENSLOCP00000017981
e_gw.84.80.1	ENSLOCP00000021813
e_gw.85.63.1	ENSLOCP00000007434
e_gw.85.63.1	ENSLOCP00000009443
e_gw.85.63.1	ENSLOCP00000001374
e_gw.85.63.1	ENSLOCP00000016640
e_gw.85.33.1	ENSLOCP00000005966
e_gw.85.33.1	ENSLOCP00000009450
e_gw.85.60.1	ENSLOCP00000021546
e_gw.85.1.1	ENSLOCP00000017132
e_gw.86.76.1	ENSLOCP00000009162
e_gw.86.63.1	ENSLOCP00000009602
e_gw.86.34.1	ENSLOCP00000002280
e_gw.86.19.1	ENSLOCP00000016419
e_gw.86.148.1	ENSLOCP00000015308
e_gw.86.88.1	ENSLOCP00000020260
e_gw.87.129.1	ENSLOCP00000007390
e_gw.87.23.1	ENSLOCP00000013725
e_gw.87.23.1	ENSLOCP00000016838
e_gw.87.63.1	ENSLOCP00000018532
e_gw.87.45.1	ENSLOCP00000018111
e_gw.87.35.1	ENSLOCP00000005804
e_gw.87.155.1	ENSLOCP00000019674
e_gw.87.155.1	ENSLOCP00000015043
e_gw.87.155.1	ENSLOCP00000009180
e_gw.88.76.1	ENSLOCP00000001983
e_gw.88.34.1	ENSLOCP00000013405
e_gw.88.34.1	ENSLOCP00000020016
e_gw.88.236.1	ENSLOCP00000016493
e_gw.88.295.1	ENSLOCP00000015910
e_gw.88.5.1	ENSLOCP00000007994
e_gw.88.274.1	ENSLOCP00000000019
e_gw.88.384.1	ENSLOCP00000022174
e_gw.88.151.1	ENSLOCP00000013409
e_gw.88.81.1	ENSLOCP00000007727
e_gw.88.377.1	ENSLOCP00000006520
e_gw.88.108.1	ENSLOCP00000007079
e_gw.88.108.1	ENSLOCP00000009245
e_gw.88.205.1	ENSLOCP00000009634
e_gw.89.115.1	ENSLOCP00000020427
e_gw.89.107.1	ENSLOCP00000000588
e_gw.89.155.1	ENSLOCP00000013462
e_gw.89.213.1	ENSLOCP00000002208
e_gw.89.119.1	ENSLOCP00000012368
e_gw.89.30.1	ENSLOCP00000001500
e_gw.89.30.1	ENSLOCP00000013960
e_gw.89.99.1	ENSLOCP00000018774
e_gw.89.211.1	ENSLOCP00000006142
e_gw.89.25.1	ENSLOCP00000009237
e_gw.90.1.1	ENSLOCP00000001823
e_gw.90.202.1	ENSLOCP00000003200
e_gw.90.205.1	ENSLOCP00000011325
e_gw.90.200.1	ENSLOCP00000000267
e_gw.90.81.1	ENSLOCP00000002928
e_gw.90.109.1	ENSLOCP00000001125
e_gw.90.87.1	ENSLOCP00000008528
e_gw.90.42.1	ENSLOCP00000012329
e_gw.90.74.1	ENSLOCP00000009227
e_gw.90.74.1	ENSLOCP00000003693
e_gw.90.204.1	ENSLOCP00000003170
e_gw.90.37.1	ENSLOCP00000006207
e_gw.90.6.1	ENSLOCP00000008548
e_gw.90.6.1	ENSLOCP00000010811
e_gw.91.224.1	ENSLOCP00000006642
e_gw.91.262.1	ENSLOCP00000004680
e_gw.91.28.1	ENSLOCP00000019319
e_gw.91.28.1	ENSLOCP00000006610
e_gw.91.28.1	ENSLOCP00000007870
e_gw.91.28.1	ENSLOCP00000005754
e_gw.91.61.1	ENSLOCP00000019320
e_gw.91.219.1	ENSLOCP00000007133
e_gw.91.299.1	ENSLOCP00000004522
e_gw.91.63.1	ENSLOCP00000018713
e_gw.91.63.1	ENSLOCP00000007662
e_gw.91.63.1	ENSLOCP00000006257
e_gw.91.63.1	ENSLOCP00000005358
e_gw.92.20.1	ENSLOCP00000019534
e_gw.92.57.1	ENSLOCP00000013780
e_gw.92.71.1	ENSLOCP00000012430
e_gw.92.130.1	ENSLOCP00000004138
e_gw.92.114.1	ENSLOCP00000015849
e_gw.92.138.1	ENSLOCP00000002488
e_gw.92.69.1	ENSLOCP00000009496
e_gw.92.69.1	ENSLOCP00000019532
e_gw.92.69.1	ENSLOCP00000012331
e_gw.92.69.1	ENSLOCP00000012341
e_gw.93.255.1	ENSLOCP00000008862
e_gw.93.73.1	ENSLOCP00000006317
e_gw.93.73.1	ENSLOCP00000008907
e_gw.93.79.1	ENSLOCP00000010731
e_gw.93.17.1	ENSLOCP00000008956
e_gw.93.27.1	ENSLOCP00000010899
e_gw.94.74.1	ENSLOCP00000007377
e_gw.94.24.1	ENSLOCP00000004673
e_gw.94.116.1	ENSLOCP00000004254
e_gw.94.360.1	ENSLOCP00000006497
e_gw.94.75.1	ENSLOCP00000010116
e_gw.94.75.1	ENSLOCP00000005962
e_gw.94.25.1	ENSLOCP00000018874
e_gw.94.192.1	ENSLOCP00000007808
e_gw.94.34.1	ENSLOCP00000018785
e_gw.94.34.1	ENSLOCP00000002849
e_gw.95.92.1	ENSLOCP00000011353
e_gw.95.150.1	ENSLOCP00000013052
e_gw.95.87.1	ENSLOCP00000005885
e_gw.95.53.1	ENSLOCP00000003309
e_gw.95.53.1	ENSLOCP00000006786
e_gw.95.86.1	ENSLOCP00000008419
e_gw.95.17.1	ENSLOCP00000015138
e_gw.96.87.1	ENSLOCP00000007744
e_gw.96.83.1	ENSLOCP00000012237
e_gw.96.176.1	ENSLOCP00000010846
e_gw.96.54.1	ENSLOCP00000003969
e_gw.96.147.1	ENSLOCP00000006501
e_gw.96.147.1	ENSLOCP00000001358
e_gw.96.126.1	ENSLOCP00000001809
e_gw.96.20.1	ENSLOCP00000002216
e_gw.96.287.1	ENSLOCP00000007978
e_gw.96.2.1	ENSLOCP00000000436
e_gw.96.2.1	ENSLOCP00000008946
e_gw.96.279.1	ENSLOCP00000012246
e_gw.96.156.1	ENSLOCP00000003093
e_gw.96.78.1	ENSLOCP00000005664
e_gw.96.78.1	ENSLOCP00000016413
e_gw.96.78.1	ENSLOCP00000011048
e_gw.97.157.1	ENSLOCP00000013674
e_gw.97.152.1	ENSLOCP00000004429
e_gw.97.128.1	ENSLOCP00000017160
e_gw.97.2.1	ENSLOCP00000001225
e_gw.97.2.1	ENSLOCP00000019908
e_gw.97.139.1	ENSLOCP00000013753
e_gw.97.221.1	ENSLOCP00000019863
e_gw.97.92.1	ENSLOCP00000018623
e_gw.97.162.1	ENSLOCP00000010110
e_gw.98.69.1	ENSLOCP00000008713
e_gw.98.1.1	ENSLOCP00000014017
e_gw.98.9.1	ENSLOCP00000004330
e_gw.98.116.1	ENSLOCP00000021937
e_gw.98.30.1	ENSLOCP00000014518
e_gw.98.41.1	ENSLOCP00000020453
e_gw.98.136.1	ENSLOCP00000012255
e_gw.98.115.1	ENSLOCP00000011578
e_gw.98.115.1	ENSLOCP00000011675
e_gw.98.115.1	ENSLOCP00000016277
e_gw.98.115.1	ENSLOCP00000003886
e_gw.98.34.1	ENSLOCP00000010984
e_gw.98.90.1	ENSLOCP00000010253
e_gw.99.37.1	ENSLOCP00000009048
e_gw.99.29.1	ENSLOCP00000014485
e_gw.99.11.1	ENSLOCP00000002286
e_gw.99.11.1	ENSLOCP00000017256
e_gw.99.33.1	ENSLOCP00000010879
e_gw.99.2.1	ENSLOCP00000006999
e_gw.99.124.1	ENSLOCP00000017233
e_gw.100.6.1	ENSLOCP00000012961
e_gw.100.30.1	ENSLOCP00000006065
e_gw.100.30.1	ENSLOCP00000001518
e_gw.100.160.1	ENSLOCP00000018507
e_gw.100.57.1	ENSLOCP00000016161
e_gw.100.150.1	ENSLOCP00000009230
e_gw.100.150.1	ENSLOCP00000016180
e_gw.100.50.1	ENSLOCP00000019060
e_gw.100.50.1	ENSLOCP00000018040
e_gw.100.26.1	ENSLOCP00000008668
e_gw.100.26.1	ENSLOCP00000017921
e_gw.100.137.1	ENSLOCP00000008524
e_gw.101.99.1	ENSLOCP00000013995
e_gw.101.134.1	ENSLOCP00000003510
e_gw.101.84.1	ENSLOCP00000012605
e_gw.101.15.1	ENSLOCP00000017509
e_gw.101.18.1	ENSLOCP00000008536
e_gw.101.18.1	ENSLOCP00000011246
e_gw.101.18.1	ENSLOCP00000021363
e_gw.101.53.1	ENSLOCP00000007904
e_gw.101.91.1	ENSLOCP00000011718
e_gw.102.122.1	ENSLOCP00000008792
e_gw.103.36.1	ENSLOCP00000010909
e_gw.103.36.1	ENSLOCP00000003299
e_gw.103.47.1	ENSLOCP00000001704
e_gw.104.68.1	ENSLOCP00000008795
e_gw.104.34.1	ENSLOCP00000020677
e_gw.104.119.1	ENSLOCP00000009441
e_gw.104.75.1	ENSLOCP00000009023
e_gw.104.141.1	ENSLOCP00000011489
e_gw.105.156.1	ENSLOCP00000001830
e_gw.105.50.1	ENSLOCP00000002766
e_gw.105.127.1	ENSLOCP00000019105
e_gw.105.175.1	ENSLOCP00000012911
e_gw.105.45.1	ENSLOCP00000019312
e_gw.105.211.1	ENSLOCP00000020026
e_gw.105.222.1	ENSLOCP00000014657
e_gw.105.222.1	ENSLOCP00000003602
e_gw.105.35.1	ENSLOCP00000000355
e_gw.105.160.1	ENSLOCP00000014033
e_gw.105.49.1	ENSLOCP00000020483
e_gw.105.28.1	ENSLOCP00000019094
e_gw.106.69.1	ENSLOCP00000003056
e_gw.106.163.1	ENSLOCP00000002962
e_gw.106.43.1	ENSLOCP00000011899
e_gw.106.22.1	ENSLOCP00000015614
e_gw.106.166.1	ENSLOCP00000015711
e_gw.106.23.1	ENSLOCP00000009514
e_gw.106.42.1	ENSLOCP00000003838
e_gw.107.51.1	ENSLOCP00000017320
e_gw.107.43.1	ENSLOCP00000017026
e_gw.107.43.1	ENSLOCP00000013808
e_gw.107.151.1	ENSLOCP00000004010
e_gw.107.13.1	ENSLOCP00000018284
e_gw.107.13.1	ENSLOCP00000008913
e_gw.108.111.1	ENSLOCP00000013662
e_gw.108.44.1	ENSLOCP00000017661
e_gw.108.36.1	ENSLOCP00000011270
e_gw.108.31.1	ENSLOCP00000002804
e_gw.108.96.1	ENSLOCP00000009661
e_gw.108.30.1	ENSLOCP00000008660
e_gw.108.30.1	ENSLOCP00000000088
e_gw.108.21.1	ENSLOCP00000006074
e_gw.108.33.1	ENSLOCP00000002763
e_gw.108.29.1	ENSLOCP00000001946
e_gw.109.148.1	ENSLOCP00000007839
e_gw.110.121.1	ENSLOCP00000008204
e_gw.110.23.1	ENSLOCP00000006167
e_gw.110.105.1	ENSLOCP00000003469
e_gw.110.105.1	ENSLOCP00000000937
e_gw.110.18.1	ENSLOCP00000021317
e_gw.110.18.1	ENSLOCP00000010872
e_gw.110.66.1	ENSLOCP00000002555
e_gw.110.103.1	ENSLOCP00000009559
e_gw.110.2.1	ENSLOCP00000000580
e_gw.110.14.1	ENSLOCP00000018884
e_gw.110.136.1	ENSLOCP00000012942
e_gw.111.6.1	ENSLOCP00000020942
e_gw.111.9.1	ENSLOCP00000020520
e_gw.111.24.1	ENSLOCP00000019396
e_gw.111.24.1	ENSLOCP00000013690
e_gw.111.24.1	ENSLOCP00000019884
e_gw.111.22.1	ENSLOCP00000000039
e_gw.111.81.1	ENSLOCP00000019836
e_gw.111.242.1	ENSLOCP00000015038
