SINCAM000003	ENSGACP00000025229
SINCAM010276	ENSGACP00000027643
SINCAM010276	ENSGACP00000002103
SINCAM010277	ENSGACP00000002311
SINCAM010277	ENSGACP00000023783
SINCAM010279	ENSGACP00000023697
SINCAM010281	ENSGACP00000022321
SINCAM010282	ENSGACP00000022320
SINCAM010284	ENSGACP00000021468
SINCAM010287	ENSGACP00000021478
SINCAM010287	ENSGACP00000002328
SINCAM010288	ENSGACP00000002232
SINCAM010290	ENSGACP00000024795
SINCAM010292	ENSGACP00000024444
SINCAM010293	ENSGACP00000002295
SINCAM010293	ENSGACP00000018209
SINCAM010294	ENSGACP00000024449
SINCAM010297	ENSGACP00000002282
SINCAM010302	ENSGACP00000021769
SINCAM010303	ENSGACP00000000596
SINCAM010304	ENSGACP00000000587
SINCAM010306	ENSGACP00000002773
SINCAM010306	ENSGACP00000009197
SINCAM010307	ENSGACP00000018571
SINCAM010308	ENSGACP00000018577
SINCAM010309	ENSGACP00000018588
SINCAM010309	ENSGACP00000009947
SINCAM010310	ENSGACP00000018599
SINCAM010311	ENSGACP00000015374
SINCAM010313	ENSGACP00000020342
SINCAM010314	ENSGACP00000018522
SINCAM010317	ENSGACP00000003322
SINCAM010318	ENSGACP00000025357
SINCAM010318	ENSGACP00000024878
SINCAM010319	ENSGACP00000011357
SINCAM010319	ENSGACP00000011343
SINCAM010322	ENSGACP00000023178
SINCAM010325	ENSGACP00000019651
SINCAM010325	ENSGACP00000025384
SINCAM010327	ENSGACP00000015638
SINCAM010327	ENSGACP00000002805
SINCAM010330	ENSGACP00000019282
SINCAM010332	ENSGACP00000019237
SINCAM010332	ENSGACP00000017464
SINCAM010333	ENSGACP00000010254
SINCAM010333	ENSGACP00000013177
SINCAM010336	ENSGACP00000019685
SINCAM010337	ENSGACP00000019687
SINCAM010338	ENSGACP00000010306
SINCAM010338	ENSGACP00000019744
SINCAM010343	ENSGACP00000004237
SINCAM010344	ENSGACP00000010775
SINCAM010344	ENSGACP00000011236
SINCAM010346	ENSGACP00000015395
SINCAM010346	ENSGACP00000003336
SINCAM010347	ENSGACP00000015813
SINCAM010348	ENSGACP00000020291
SINCAM010350	ENSGACP00000020306
SINCAM010350	ENSGACP00000006664
SINCAM010351	ENSGACP00000020325
SINCAM010352	ENSGACP00000016541
SINCAM010353	ENSGACP00000020331
SINCAM010353	ENSGACP00000007927
SINCAM010354	ENSGACP00000020334
SINCAM010355	ENSGACP00000020336
SINCAM010355	ENSGACP00000020337
SINCAM010357	ENSGACP00000015782
SINCAM010359	ENSGACP00000015727
SINCAM010360	ENSGACP00000015775
SINCAM010364	ENSGACP00000020774
SINCAM010365	ENSGACP00000020765
SINCAM010368	ENSGACP00000016174
SINCAM010369	ENSGACP00000016170
SINCAM010370	ENSGACP00000000015
SINCAM010372	ENSGACP00000021079
SINCAM010373	ENSGACP00000021078
SINCAM010377	ENSGACP00000021076
SINCAM010377	ENSGACP00000016038
SINCAM010378	ENSGACP00000021071
SINCAM010379	ENSGACP00000021068
SINCAM010379	ENSGACP00000002223
SINCAM010380	ENSGACP00000021065
SINCAM010380	ENSGACP00000005663
SINCAM010381	ENSGACP00000021063
SINCAM010381	ENSGACP00000021729
SINCAM010382	ENSGACP00000021061
SINCAM010382	ENSGACP00000002220
SINCAM010383	ENSGACP00000021057
SINCAM010386	ENSGACP00000002540
SINCAM010391	ENSGACP00000000612
SINCAM010392	ENSGACP00000000613
SINCAM010395	ENSGACP00000018202
SINCAM010395	ENSGACP00000026531
SINCAM010396	ENSGACP00000026706
SINCAM010396	ENSGACP00000026711
SINCAM010397	ENSGACP00000018217
SINCAM010399	ENSGACP00000018221
SINCAM010400	ENSGACP00000010313
SINCAM010401	ENSGACP00000019749
SINCAM010403	ENSGACP00000003307
SINCAM010404	ENSGACP00000003318
SINCAM010406	ENSGACP00000013921
SINCAM010406	ENSGACP00000003099
SINCAM010408	ENSGACP00000002749
SINCAM010409	ENSGACP00000000584
SINCAM010410	ENSGACP00000000583
SINCAM010411	ENSGACP00000000579
SINCAM010412	ENSGACP00000016914
SINCAM010413	ENSGACP00000010020
SINCAM010414	ENSGACP00000020822
SINCAM010414	ENSGACP00000007027
SINCAM010415	ENSGACP00000016105
SINCAM010415	ENSGACP00000023349
SINCAM010418	ENSGACP00000011291
SINCAM010419	ENSGACP00000021525
SINCAM010421	ENSGACP00000020818
SINCAM010421	ENSGACP00000000715
SINCAM010422	ENSGACP00000020784
SINCAM010422	ENSGACP00000016165
SINCAM010423	ENSGACP00000020788
SINCAM010424	ENSGACP00000002834
SINCAM010425	ENSGACP00000002806
SINCAM010425	ENSGACP00000023126
SINCAM010426	ENSGACP00000002792
SINCAM010427	ENSGACP00000002789
SINCAM010428	ENSGACP00000002744
SINCAM010429	ENSGACP00000020418
SINCAM010430	ENSGACP00000020402
SINCAM010432	ENSGACP00000023215
SINCAM010433	ENSGACP00000023195
SINCAM010435	ENSGACP00000020845
SINCAM010436	ENSGACP00000003147
SINCAM010437	ENSGACP00000003139
SINCAM010439	ENSGACP00000003137
SINCAM010439	ENSGACP00000021951
SINCAM010441	ENSGACP00000003334
SINCAM010442	ENSGACP00000003323
SINCAM010443	ENSGACP00000021039
SINCAM010444	ENSGACP00000021044
SINCAM010446	ENSGACP00000021053
SINCAM010447	ENSGACP00000001944
SINCAM010447	ENSGACP00000011241
SINCAM010449	ENSGACP00000021051
SINCAM010450	ENSGACP00000021049
SINCAM010451	ENSGACP00000020380
SINCAM010451	ENSGACP00000002804
SINCAM010453	ENSGACP00000020378
SINCAM010454	ENSGACP00000020374
SINCAM010455	ENSGACP00000020790
SINCAM010456	ENSGACP00000020809
SINCAM010457	ENSGACP00000020815
SINCAM010458	ENSGACP00000020396
SINCAM010458	ENSGACP00000007917
SINCAM010459	ENSGACP00000020385
SINCAM010460	ENSGACP00000021510
SINCAM010463	ENSGACP00000002735
SINCAM010463	ENSGACP00000008580
SINCAM010464	ENSGACP00000002737
SINCAM010465	ENSGACP00000002785
SINCAM010465	ENSGACP00000006810
SINCAM010466	ENSGACP00000021048
SINCAM010468	ENSGACP00000015850
SINCAM010469	ENSGACP00000003346
SINCAM010471	ENSGACP00000015414
SINCAM010472	ENSGACP00000004208
SINCAM010473	ENSGACP00000004202
SINCAM010473	ENSGACP00000009162
SINCAM010474	ENSGACP00000004193
SINCAM010475	ENSGACP00000004183
SINCAM010475	ENSGACP00000020759
SINCAM010476	ENSGACP00000002496
SINCAM010477	ENSGACP00000004177
SINCAM010478	ENSGACP00000020842
SINCAM010478	ENSGACP00000018760
SINCAM010480	ENSGACP00000020835
SINCAM010481	ENSGACP00000019627
SINCAM010482	ENSGACP00000021557
SINCAM010482	ENSGACP00000021544
SINCAM010483	ENSGACP00000000550
SINCAM010483	ENSGACP00000011368
SINCAM010484	ENSGACP00000000549
SINCAM010485	ENSGACP00000011335
SINCAM010485	ENSGACP00000011327
SINCAM010488	ENSGACP00000018795
SINCAM010488	ENSGACP00000017675
SINCAM010490	ENSGACP00000016565
SINCAM010491	ENSGACP00000018792
SINCAM010491	ENSGACP00000025006
SINCAM010492	ENSGACP00000017672
SINCAM010493	ENSGACP00000016588
SINCAM010493	ENSGACP00000023441
SINCAM010494	ENSGACP00000016600
SINCAM010496	ENSGACP00000016615
SINCAM010496	ENSGACP00000017658
SINCAM010499	ENSGACP00000018692
SINCAM010499	ENSGACP00000017645
SINCAM010500	ENSGACP00000018649
SINCAM010501	ENSGACP00000018758
SINCAM010503	ENSGACP00000006655
SINCAM010503	ENSGACP00000021741
SINCAM010504	ENSGACP00000018766
SINCAM010505	ENSGACP00000018770
SINCAM010508	ENSGACP00000019676
SINCAM010508	ENSGACP00000019680
SINCAM010509	ENSGACP00000019621
SINCAM010509	ENSGACP00000023123
SINCAM010510	ENSGACP00000003459
SINCAM010511	ENSGACP00000003456
SINCAM010511	ENSGACP00000002409
SINCAM010512	ENSGACP00000003450
SINCAM010512	ENSGACP00000024945
SINCAM010515	ENSGACP00000003444
SINCAM010517	ENSGACP00000022099
SINCAM010518	ENSGACP00000022095
SINCAM010519	ENSGACP00000022085
SINCAM010521	ENSGACP00000022081
SINCAM010521	ENSGACP00000024950
SINCAM010522	ENSGACP00000022076
SINCAM010523	ENSGACP00000022069
SINCAM010524	ENSGACP00000010315
SINCAM010525	ENSGACP00000022059
SINCAM010525	ENSGACP00000007078
SINCAM010526	ENSGACP00000022052
SINCAM010527	ENSGACP00000022048
SINCAM010527	ENSGACP00000024982
SINCAM010529	ENSGACP00000022042
SINCAM010529	ENSGACP00000019669
SINCAM010530	ENSGACP00000010370
SINCAM010530	ENSGACP00000022043
SINCAM010531	ENSGACP00000022037
SINCAM010532	ENSGACP00000026288
SINCAM010533	ENSGACP00000022028
SINCAM010534	ENSGACP00000022026
SINCAM010537	ENSGACP00000022023
SINCAM010537	ENSGACP00000010375
SINCAM010538	ENSGACP00000022022
SINCAM010544	ENSGACP00000010821
SINCAM010545	ENSGACP00000021601
SINCAM010545	ENSGACP00000013465
SINCAM010546	ENSGACP00000021596
SINCAM010546	ENSGACP00000012106
SINCAM010553	ENSGACP00000002731
SINCAM010554	ENSGACP00000000629
SINCAM010554	ENSGACP00000003052
SINCAM010557	ENSGACP00000004529
SINCAM010559	ENSGACP00000020931
SINCAM010562	ENSGACP00000003319
SINCAM010566	ENSGACP00000020955
SINCAM010566	ENSGACP00000008504
SINCAM010573	ENSGACP00000004116
SINCAM010578	ENSGACP00000022962
SINCAM010578	ENSGACP00000021141
SINCAM010580	ENSGACP00000023135
SINCAM010581	ENSGACP00000024553
SINCAM010581	ENSGACP00000023134
SINCAM010585	ENSGACP00000025011
SINCAM010586	ENSGACP00000023159
SINCAM010586	ENSGACP00000008568
SINCAM010587	ENSGACP00000023167
SINCAM010590	ENSGACP00000018371
SINCAM010592	ENSGACP00000003757
SINCAM010596	ENSGACP00000004260
SINCAM010597	ENSGACP00000004258
SINCAM010597	ENSGACP00000004245
SINCAM010601	ENSGACP00000004292
SINCAM010603	ENSGACP00000003059
SINCAM010603	ENSGACP00000002885
SINCAM010605	ENSGACP00000004277
SINCAM010606	ENSGACP00000018302
SINCAM010606	ENSGACP00000002320
SINCAM010611	ENSGACP00000004085
SINCAM010614	ENSGACP00000020947
SINCAM010615	ENSGACP00000018466
SINCAM010615	ENSGACP00000020950
SINCAM010616	ENSGACP00000018453
SINCAM010617	ENSGACP00000018444
SINCAM010618	ENSGACP00000002913
SINCAM010619	ENSGACP00000002970
SINCAM010620	ENSGACP00000023044
SINCAM010622	ENSGACP00000019544
SINCAM010623	ENSGACP00000011267
SINCAM010623	ENSGACP00000022898
SINCAM010626	ENSGACP00000011274
SINCAM010627	ENSGACP00000011284
SINCAM010628	ENSGACP00000023182
SINCAM010629	ENSGACP00000018863
SINCAM010632	ENSGACP00000018294
SINCAM010632	ENSGACP00000023244
SINCAM010634	ENSGACP00000023240
SINCAM010634	ENSGACP00000002769
SINCAM010636	ENSGACP00000023232
SINCAM010636	ENSGACP00000002428
SINCAM010637	ENSGACP00000023219
SINCAM010643	ENSGACP00000002989
SINCAM010644	ENSGACP00000002982
SINCAM010645	ENSGACP00000018425
SINCAM010645	ENSGACP00000013563
SINCAM010646	ENSGACP00000021587
SINCAM010649	ENSGACP00000026392
SINCAM010649	ENSGACP00000000437
SINCAM010650	ENSGACP00000025189
SINCAM010653	ENSGACP00000004622
SINCAM010654	ENSGACP00000009987
SINCAM010654	ENSGACP00000010000
SINCAM010656	ENSGACP00000002505
SINCAM010657	ENSGACP00000002925
SINCAM010657	ENSGACP00000002930
SINCAM010659	ENSGACP00000010722
SINCAM010660	ENSGACP00000022292
SINCAM010662	ENSGACP00000010991
SINCAM010663	ENSGACP00000018288
SINCAM010664	ENSGACP00000018261
SINCAM010665	ENSGACP00000013481
SINCAM010665	ENSGACP00000021031
SINCAM010666	ENSGACP00000004691
SINCAM010668	ENSGACP00000003465
SINCAM010669	ENSGACP00000020951
SINCAM010670	ENSGACP00000010570
SINCAM010671	ENSGACP00000003483
SINCAM010671	ENSGACP00000011642
SINCAM010672	ENSGACP00000016362
SINCAM010672	ENSGACP00000019930
SINCAM010674	ENSGACP00000020958
SINCAM010674	ENSGACP00000004066
SINCAM010675	ENSGACP00000004049
SINCAM010678	ENSGACP00000019787
SINCAM010678	ENSGACP00000019780
SINCAM010680	ENSGACP00000020975
SINCAM010680	ENSGACP00000010011
SINCAM010682	ENSGACP00000003431
SINCAM010683	ENSGACP00000003410
SINCAM010683	ENSGACP00000023305
SINCAM010684	ENSGACP00000003517
SINCAM010685	ENSGACP00000003515
SINCAM010688	ENSGACP00000019192
SINCAM010690	ENSGACP00000009755
SINCAM010692	ENSGACP00000022987
SINCAM010696	ENSGACP00000006448
SINCAM010697	ENSGACP00000023351
SINCAM010698	ENSGACP00000027542
SINCAM010698	ENSGACP00000017092
SINCAM010699	ENSGACP00000023099
SINCAM010699	ENSGACP00000000050
SINCAM010701	ENSGACP00000026813
SINCAM010701	ENSGACP00000019762
SINCAM010705	ENSGACP00000011512
SINCAM010707	ENSGACP00000016644
SINCAM010707	ENSGACP00000003040
SINCAM010709	ENSGACP00000008922
SINCAM010715	ENSGACP00000016139
SINCAM010716	ENSGACP00000024801
SINCAM010719	ENSGACP00000024791
SINCAM010720	ENSGACP00000024348
SINCAM010724	ENSGACP00000023604
SINCAM010725	ENSGACP00000027545
SINCAM010725	ENSGACP00000009136
SINCAM010727	ENSGACP00000023358
SINCAM010727	ENSGACP00000004852
SINCAM010728	ENSGACP00000027556
SINCAM010729	ENSGACP00000013390
SINCAM010731	ENSGACP00000024131
SINCAM010731	ENSGACP00000007798
SINCAM010732	ENSGACP00000024137
SINCAM010732	ENSGACP00000019231
SINCAM010735	ENSGACP00000020282
SINCAM010735	ENSGACP00000008987
SINCAM010736	ENSGACP00000022864
SINCAM010740	ENSGACP00000024775
SINCAM010748	ENSGACP00000022920
SINCAM010749	ENSGACP00000022922
SINCAM010750	ENSGACP00000022886
SINCAM010750	ENSGACP00000002407
SINCAM010752	ENSGACP00000012305
SINCAM010752	ENSGACP00000019872
SINCAM010753	ENSGACP00000023616
SINCAM010754	ENSGACP00000023765
SINCAM010755	ENSGACP00000021871
SINCAM010757	ENSGACP00000005785
SINCAM010757	ENSGACP00000026816
SINCAM010758	ENSGACP00000026883
SINCAM010762	ENSGACP00000027554
SINCAM010764	ENSGACP00000024569
SINCAM010765	ENSGACP00000024576
SINCAM010766	ENSGACP00000024140
SINCAM010767	ENSGACP00000024171
SINCAM010768	ENSGACP00000024168
SINCAM010769	ENSGACP00000024167
SINCAM010769	ENSGACP00000022073
SINCAM010770	ENSGACP00000023130
SINCAM010770	ENSGACP00000023136
SINCAM010774	ENSGACP00000024790
SINCAM010780	ENSGACP00000024151
SINCAM010780	ENSGACP00000027398
SINCAM010782	ENSGACP00000024124
SINCAM010782	ENSGACP00000024119
SINCAM010783	ENSGACP00000024125
SINCAM010783	ENSGACP00000024126
SINCAM010785	ENSGACP00000024129
SINCAM010785	ENSGACP00000024123
SINCAM010786	ENSGACP00000024127
SINCAM010786	ENSGACP00000024122
SINCAM010787	ENSGACP00000022914
SINCAM010790	ENSGACP00000001930
SINCAM010800	ENSGACP00000026857
SINCAM010800	ENSGACP00000025937
SINCAM010801	ENSGACP00000023074
SINCAM010802	ENSGACP00000023075
SINCAM010803	ENSGACP00000023077
SINCAM010811	ENSGACP00000023382
SINCAM010814	ENSGACP00000011427
SINCAM010816	ENSGACP00000024145
SINCAM010816	ENSGACP00000027346
SINCAM010818	ENSGACP00000024508
SINCAM010818	ENSGACP00000023352
SINCAM010819	ENSGACP00000024509
SINCAM010820	ENSGACP00000024510
SINCAM010823	ENSGACP00000024514
SINCAM010824	ENSGACP00000024516
SINCAM010825	ENSGACP00000023882
SINCAM010826	ENSGACP00000024523
SINCAM010826	ENSGACP00000009143
SINCAM010827	ENSGACP00000026878
SINCAM010827	ENSGACP00000016271
SINCAM010828	ENSGACP00000026880
SINCAM010831	ENSGACP00000024535
SINCAM010832	ENSGACP00000024549
SINCAM010832	ENSGACP00000024551
SINCAM010833	ENSGACP00000024554
SINCAM010838	ENSGACP00000027380
SINCAM010839	ENSGACP00000010745
SINCAM010839	ENSGACP00000027381
SINCAM010841	ENSGACP00000026885
SINCAM010841	ENSGACP00000024854
SINCAM010842	ENSGACP00000004945
SINCAM010842	ENSGACP00000027383
SINCAM010845	ENSGACP00000027386
SINCAM010845	ENSGACP00000001868
SINCAM010852	ENSGACP00000022466
SINCAM010852	ENSGACP00000018451
SINCAM010854	ENSGACP00000020271
SINCAM010854	ENSGACP00000005379
SINCAM010859	ENSGACP00000024626
SINCAM010860	ENSGACP00000024620
SINCAM010860	ENSGACP00000000322
SINCAM010861	ENSGACP00000022829
SINCAM010861	ENSGACP00000027019
SINCAM010863	ENSGACP00000014685
SINCAM010865	ENSGACP00000027016
SINCAM010865	ENSGACP00000022793
SINCAM010866	ENSGACP00000022791
SINCAM010868	ENSGACP00000022786
SINCAM010868	ENSGACP00000013603
SINCAM010869	ENSGACP00000022784
SINCAM010870	ENSGACP00000022780
SINCAM010873	ENSGACP00000022735
SINCAM010874	ENSGACP00000004830
SINCAM010874	ENSGACP00000022729
SINCAM010875	ENSGACP00000022734
SINCAM010875	ENSGACP00000004827
SINCAM010876	ENSGACP00000002537
SINCAM010876	ENSGACP00000022725
SINCAM010878	ENSGACP00000020176
SINCAM010880	ENSGACP00000009910
SINCAM010880	ENSGACP00000009859
SINCAM010885	ENSGACP00000022691
SINCAM010885	ENSGACP00000003777
SINCAM010886	ENSGACP00000024785
SINCAM010886	ENSGACP00000026406
SINCAM010888	ENSGACP00000024782
SINCAM010889	ENSGACP00000024778
SINCAM010889	ENSGACP00000003265
SINCAM010891	ENSGACP00000021023
SINCAM010892	ENSGACP00000024764
SINCAM010893	ENSGACP00000024761
SINCAM010895	ENSGACP00000019858
SINCAM010895	ENSGACP00000003683
SINCAM010902	ENSGACP00000024185
SINCAM010904	ENSGACP00000015140
SINCAM010904	ENSGACP00000021771
SINCAM010905	ENSGACP00000000967
SINCAM010905	ENSGACP00000020077
SINCAM010906	ENSGACP00000000969
SINCAM010906	ENSGACP00000026933
SINCAM010907	ENSGACP00000000973
SINCAM010909	ENSGACP00000026416
SINCAM010912	ENSGACP00000024839
SINCAM010913	ENSGACP00000024825
SINCAM010914	ENSGACP00000027497
SINCAM010914	ENSGACP00000006073
SINCAM010918	ENSGACP00000023069
SINCAM010919	ENSGACP00000023061
SINCAM010919	ENSGACP00000027417
SINCAM010923	ENSGACP00000023032
SINCAM010925	ENSGACP00000023028
SINCAM010926	ENSGACP00000023027
SINCAM010926	ENSGACP00000020203
SINCAM010927	ENSGACP00000023022
SINCAM010927	ENSGACP00000001525
SINCAM010929	ENSGACP00000017359
SINCAM010930	ENSGACP00000026872
SINCAM010930	ENSGACP00000003045
SINCAM010931	ENSGACP00000024494
SINCAM010938	ENSGACP00000024499
SINCAM010940	ENSGACP00000022775
SINCAM010944	ENSGACP00000017948
SINCAM010947	ENSGACP00000024484
SINCAM010947	ENSGACP00000026918
SINCAM010949	ENSGACP00000026919
SINCAM010951	ENSGACP00000022613
SINCAM010952	ENSGACP00000022605
SINCAM010954	ENSGACP00000022593
SINCAM010960	ENSGACP00000024118
SINCAM010961	ENSGACP00000024116
SINCAM010962	ENSGACP00000024113
SINCAM010963	ENSGACP00000024101
SINCAM010963	ENSGACP00000011034
SINCAM010966	ENSGACP00000024087
SINCAM010966	ENSGACP00000026886
SINCAM010967	ENSGACP00000025869
SINCAM010967	ENSGACP00000024557
SINCAM010970	ENSGACP00000024467
SINCAM010972	ENSGACP00000024465
SINCAM010972	ENSGACP00000018521
SINCAM010975	ENSGACP00000027370
SINCAM010976	ENSGACP00000027376
SINCAM010976	ENSGACP00000016572
SINCAM010978	ENSGACP00000027378
SINCAM010979	ENSGACP00000022480
SINCAM010980	ENSGACP00000021903
SINCAM010983	ENSGACP00000027495
SINCAM010984	ENSGACP00000024000
SINCAM010984	ENSGACP00000017781
SINCAM010985	ENSGACP00000001770
SINCAM010985	ENSGACP00000002637
SINCAM010986	ENSGACP00000026863
SINCAM010987	ENSGACP00000024209
SINCAM010987	ENSGACP00000026865
SINCAM010988	ENSGACP00000008469
SINCAM010988	ENSGACP00000026622
SINCAM010989	ENSGACP00000025866
SINCAM010991	ENSGACP00000027023
SINCAM010992	ENSGACP00000022490
SINCAM010992	ENSGACP00000010363
SINCAM010999	ENSGACP00000024512
SINCAM010999	ENSGACP00000025530
SINCAM011002	ENSGACP00000024720
SINCAM011006	ENSGACP00000024202
SINCAM011006	ENSGACP00000000264
SINCAM011007	ENSGACP00000004216
SINCAM011009	ENSGACP00000010003
SINCAM011011	ENSGACP00000026869
SINCAM011011	ENSGACP00000024489
SINCAM011015	ENSGACP00000018336
SINCAM011017	ENSGACP00000013892
SINCAM011018	ENSGACP00000002534
SINCAM011018	ENSGACP00000027026
SINCAM011019	ENSGACP00000002532
SINCAM011020	ENSGACP00000017590
SINCAM011020	ENSGACP00000006776
SINCAM011025	ENSGACP00000014344
SINCAM011027	ENSGACP00000024487
SINCAM011030	ENSGACP00000023116
SINCAM011032	ENSGACP00000010305
SINCAM011032	ENSGACP00000022652
SINCAM011035	ENSGACP00000024181
SINCAM011035	ENSGACP00000026924
SINCAM011036	ENSGACP00000022669
SINCAM011036	ENSGACP00000026906
SINCAM011037	ENSGACP00000022628
SINCAM011039	ENSGACP00000022619
SINCAM011040	ENSGACP00000024163
SINCAM011042	ENSGACP00000024161
SINCAM011043	ENSGACP00000026935
SINCAM011044	ENSGACP00000027630
SINCAM011044	ENSGACP00000024154
SINCAM011045	ENSGACP00000007625
SINCAM011047	ENSGACP00000015662
SINCAM011047	ENSGACP00000015672
SINCAM011048	ENSGACP00000024992
SINCAM011052	ENSGACP00000025073
SINCAM011053	ENSGACP00000025068
SINCAM011054	ENSGACP00000025054
SINCAM011056	ENSGACP00000007678
SINCAM011057	ENSGACP00000007695
SINCAM011057	ENSGACP00000022143
SINCAM011058	ENSGACP00000017767
SINCAM011058	ENSGACP00000025597
SINCAM011060	ENSGACP00000022124
SINCAM011062	ENSGACP00000016791
SINCAM011062	ENSGACP00000022120
SINCAM011063	ENSGACP00000016788
SINCAM011063	ENSGACP00000013965
SINCAM011064	ENSGACP00000007051
SINCAM011064	ENSGACP00000022164
SINCAM011065	ENSGACP00000007324
SINCAM011066	ENSGACP00000025839
SINCAM011069	ENSGACP00000025789
SINCAM011069	ENSGACP00000023830
SINCAM011071	ENSGACP00000010894
SINCAM011073	ENSGACP00000016581
SINCAM011073	ENSGACP00000016573
SINCAM011074	ENSGACP00000016184
SINCAM011074	ENSGACP00000025496
SINCAM011076	ENSGACP00000018473
SINCAM011076	ENSGACP00000015821
SINCAM011077	ENSGACP00000011010
SINCAM011078	ENSGACP00000017268
SINCAM011078	ENSGACP00000011023
SINCAM011080	ENSGACP00000018537
SINCAM011080	ENSGACP00000006343
SINCAM011081	ENSGACP00000025837
SINCAM011081	ENSGACP00000005206
SINCAM011083	ENSGACP00000018888
SINCAM011084	ENSGACP00000018894
SINCAM011084	ENSGACP00000021960
SINCAM011090	ENSGACP00000018972
SINCAM011093	ENSGACP00000018968
SINCAM011094	ENSGACP00000018966
SINCAM011095	ENSGACP00000018945
SINCAM011095	ENSGACP00000022145
SINCAM011096	ENSGACP00000018528
SINCAM011099	ENSGACP00000005823
SINCAM011100	ENSGACP00000007944
SINCAM011100	ENSGACP00000025853
SINCAM011101	ENSGACP00000005850
SINCAM011102	ENSGACP00000005910
SINCAM011103	ENSGACP00000018555
SINCAM011104	ENSGACP00000011902
SINCAM011106	ENSGACP00000017201
SINCAM011107	ENSGACP00000000647
SINCAM011108	ENSGACP00000011116
SINCAM011109	ENSGACP00000011918
SINCAM011109	ENSGACP00000025655
SINCAM011110	ENSGACP00000017241
SINCAM011110	ENSGACP00000016999
SINCAM011111	ENSGACP00000017221
SINCAM011111	ENSGACP00000014035
SINCAM011114	ENSGACP00000027622
SINCAM011115	ENSGACP00000024666
SINCAM011115	ENSGACP00000027324
SINCAM011117	ENSGACP00000022690
SINCAM011118	ENSGACP00000011995
SINCAM011118	ENSGACP00000008967
SINCAM011120	ENSGACP00000013485
SINCAM011120	ENSGACP00000022039
SINCAM011123	ENSGACP00000004334
SINCAM011123	ENSGACP00000014343
SINCAM011124	ENSGACP00000010574
SINCAM011124	ENSGACP00000009861
SINCAM011125	ENSGACP00000022079
SINCAM011126	ENSGACP00000017180
SINCAM011126	ENSGACP00000003108
SINCAM011127	ENSGACP00000017169
SINCAM011128	ENSGACP00000010281
SINCAM011128	ENSGACP00000021931
SINCAM011129	ENSGACP00000018482
SINCAM011129	ENSGACP00000011856
SINCAM011132	ENSGACP00000018484
SINCAM011133	ENSGACP00000015531
SINCAM011133	ENSGACP00000019804
SINCAM011134	ENSGACP00000025045
SINCAM011134	ENSGACP00000019174
SINCAM011137	ENSGACP00000007415
SINCAM011138	ENSGACP00000011289
SINCAM011138	ENSGACP00000017159
SINCAM011139	ENSGACP00000014471
SINCAM011140	ENSGACP00000017168
SINCAM011140	ENSGACP00000019121
SINCAM011144	ENSGACP00000018590
SINCAM011144	ENSGACP00000025850
SINCAM011145	ENSGACP00000018594
SINCAM011150	ENSGACP00000005497
SINCAM011150	ENSGACP00000005516
SINCAM011151	ENSGACP00000018640
SINCAM011151	ENSGACP00000022737
SINCAM011152	ENSGACP00000018641
SINCAM011155	ENSGACP00000021790
SINCAM011156	ENSGACP00000021793
SINCAM011156	ENSGACP00000022727
SINCAM011157	ENSGACP00000018648
SINCAM011157	ENSGACP00000011694
SINCAM011158	ENSGACP00000018654
SINCAM011159	ENSGACP00000018661
SINCAM011160	ENSGACP00000021812
SINCAM011161	ENSGACP00000015974
SINCAM011161	ENSGACP00000003055
SINCAM011162	ENSGACP00000003235
SINCAM011162	ENSGACP00000016491
SINCAM011163	ENSGACP00000015957
SINCAM011163	ENSGACP00000012270
SINCAM011164	ENSGACP00000015915
SINCAM011166	ENSGACP00000012242
SINCAM011168	ENSGACP00000018940
SINCAM011168	ENSGACP00000024481
SINCAM011172	ENSGACP00000022155
SINCAM011173	ENSGACP00000018912
SINCAM011174	ENSGACP00000021904
SINCAM011176	ENSGACP00000018904
SINCAM011177	ENSGACP00000025584
SINCAM011177	ENSGACP00000017748
SINCAM011178	ENSGACP00000021825
SINCAM011181	ENSGACP00000010879
SINCAM011183	ENSGACP00000018507
SINCAM011183	ENSGACP00000010868
SINCAM011185	ENSGACP00000018511
SINCAM011186	ENSGACP00000024677
SINCAM011187	ENSGACP00000017456
SINCAM011191	ENSGACP00000011821
SINCAM011192	ENSGACP00000011788
SINCAM011193	ENSGACP00000018495
SINCAM011196	ENSGACP00000010270
SINCAM011197	ENSGACP00000010702
SINCAM011197	ENSGACP00000021937
SINCAM011198	ENSGACP00000011139
SINCAM011199	ENSGACP00000018796
SINCAM011199	ENSGACP00000020153
SINCAM011200	ENSGACP00000021940
SINCAM011201	ENSGACP00000018817
SINCAM011201	ENSGACP00000021954
SINCAM011202	ENSGACP00000018825
SINCAM011203	ENSGACP00000012217
SINCAM011203	ENSGACP00000015902
SINCAM011204	ENSGACP00000010790
SINCAM011206	ENSGACP00000015560
SINCAM011206	ENSGACP00000012074
SINCAM011209	ENSGACP00000012151
SINCAM011211	ENSGACP00000025713
SINCAM011212	ENSGACP00000011090
SINCAM011215	ENSGACP00000014803
SINCAM011215	ENSGACP00000007266
SINCAM011216	ENSGACP00000006557
SINCAM011217	ENSGACP00000015124
SINCAM011218	ENSGACP00000015025
SINCAM011219	ENSGACP00000015074
SINCAM011219	ENSGACP00000012860
SINCAM011222	ENSGACP00000012325
