ENSMODP00000000002	SINCAM921321
ENSMODP00000014775	SINCAM922615
ENSMODP00000014777	SINCAM010184
ENSMODP00000014778	SINCAM014347
ENSMODP00000014783	SINCAM005377
ENSMODP00000014784	SINCAM922616
ENSMODP00000014786	SINCAM006943
ENSMODP00000014787	SINCAM922532
ENSMODP00000014790	SINCAM010748
ENSMODP00000014791	SINCAM009902
ENSMODP00000014793	SINCAM006945
ENSMODP00000014796	SINCAM010040
ENSMODP00000014799	SINCAM009901
ENSMODP00000014802	SINCAM006375
ENSMODP00000014804	SINCAM013455
ENSMODP00000014811	SINCAM008194
ENSMODP00000014813	SINCAM009898
ENSMODP00000014814	SINCAM005375
ENSMODP00000014815	SINCAM010919
ENSMODP00000014818	SINCAM008193
ENSMODP00000014821	SINCAM004763
ENSMODP00000014822	SINCAM013205
ENSMODP00000014823	SINCAM001915
ENSMODP00000014825	SINCAM006632
ENSMODP00000014831	SINCAM010787
ENSMODP00000014833	SINCAM008312
ENSMODP00000014839	SINCAM013206
ENSMODP00000014850	SINCAM009845
ENSMODP00000014851	SINCAM000409
ENSMODP00000014852	SINCAM921822
ENSMODP00000014853	SINCAM005373
ENSMODP00000014859	SINCAM013255
ENSMODP00000014862	SINCAM006631
ENSMODP00000014863	SINCAM014490
ENSMODP00000014867	SINCAM016479
ENSMODP00000014869	SINCAM014450
ENSMODP00000014872	SINCAM006630
ENSMODP00000014873	SINCAM016450
ENSMODP00000014882	SINCAM923089
ENSMODP00000014887	SINCAM000385
ENSMODP00000014890	SINCAM001861
ENSMODP00000014892	SINCAM014252
ENSMODP00000014893	SINCAM013153
ENSMODP00000014895	SINCAM013207
ENSMODP00000014899	SINCAM922347
ENSMODP00000014901	SINCAM007308
ENSMODP00000014903	SINCAM000883
ENSMODP00000014904	SINCAM009576
ENSMODP00000014906	SINCAM005371
ENSMODP00000014908	SINCAM010178
ENSMODP00000014909	SINCAM001858
ENSMODP00000014913	SINCAM000425
ENSMODP00000014914	SINCAM921659
ENSMODP00000014916	SINCAM007310
ENSMODP00000014920	SINCAM009905
ENSMODP00000014923	SINCAM007309
ENSMODP00000014924	SINCAM922172
ENSMODP00000014926	SINCAM006629
ENSMODP00000014927	SINCAM001917
ENSMODP00000014930	SINCAM005265
ENSMODP00000014933	SINCAM000424
ENSMODP00000014935	SINCAM001921
ENSMODP00000014936	SINCAM001857
ENSMODP00000014938	SINCAM010339
ENSMODP00000014941	SINCAM000423
ENSMODP00000014945	SINCAM921661
ENSMODP00000014946	SINCAM010123
ENSMODP00000014949	SINCAM900177
ENSMODP00000014951	SINCAM001856
ENSMODP00000014952	SINCAM920490
ENSMODP00000014955	SINCAM010343
ENSMODP00000014957	SINCAM001853
ENSMODP00000014958	SINCAM900178
ENSMODP00000014960	SINCAM006889
ENSMODP00000014961	SINCAM010344
ENSMODP00000014965	SINCAM001852
ENSMODP00000014966	SINCAM003001
ENSMODP00000014967	SINCAM010962
ENSMODP00000014973	SINCAM008315
ENSMODP00000014974	SINCAM002999
ENSMODP00000014976	SINCAM013386
ENSMODP00000014978	SINCAM005500
ENSMODP00000014979	SINCAM010961
ENSMODP00000014980	SINCAM014981
ENSMODP00000014981	SINCAM003095
ENSMODP00000014983	SINCAM006890
ENSMODP00000014984	SINCAM922171
ENSMODP00000014985	SINCAM010960
ENSMODP00000014987	SINCAM012400
ENSMODP00000014988	SINCAM013208
ENSMODP00000014989	SINCAM017507
ENSMODP00000014990	SINCAM014460
ENSMODP00000014993	SINCAM010959
ENSMODP00000014994	SINCAM002276
ENSMODP00000014995	SINCAM015543
ENSMODP00000014996	SINCAM900179
ENSMODP00000014998	SINCAM922162
ENSMODP00000015001	SINCAM009778
ENSMODP00000015004	SINCAM922972
ENSMODP00000015007	SINCAM920841
ENSMODP00000015008	SINCAM002354
ENSMODP00000015015	SINCAM010338
ENSMODP00000015016	SINCAM000419
ENSMODP00000015017	SINCAM009777
ENSMODP00000015022	SINCAM009776
ENSMODP00000015026	SINCAM015544
ENSMODP00000015028	SINCAM008293
ENSMODP00000015030	SINCAM001922
ENSMODP00000015031	SINCAM002351
ENSMODP00000015034	SINCAM010337
ENSMODP00000015037	SINCAM005370
ENSMODP00000015038	SINCAM900135
ENSMODP00000015042	SINCAM007540
ENSMODP00000015047	SINCAM921657
ENSMODP00000015049	SINCAM007541
ENSMODP00000015050	SINCAM015536
ENSMODP00000015056	SINCAM001772
ENSMODP00000015057	SINCAM002350
ENSMODP00000015058	SINCAM008297
ENSMODP00000015061	SINCAM900133
ENSMODP00000015067	SINCAM013389
ENSMODP00000015068	SINCAM015617
ENSMODP00000015069	SINCAM007543
ENSMODP00000015070	SINCAM008298
ENSMODP00000015072	SINCAM900132
ENSMODP00000015075	SINCAM012060
ENSMODP00000015076	SINCAM005369
ENSMODP00000015079	SINCAM900131
ENSMODP00000015084	SINCAM014491
ENSMODP00000015085	SINCAM008299
ENSMODP00000015086	SINCAM007473
ENSMODP00000015087	SINCAM013145
ENSMODP00000015089	SINCAM014501
ENSMODP00000015090	SINCAM006628
ENSMODP00000015093	SINCAM010066
ENSMODP00000015096	SINCAM000418
ENSMODP00000015101	SINCAM005367
ENSMODP00000015106	SINCAM005366
ENSMODP00000015108	SINCAM007472
ENSMODP00000015112	SINCAM009888
ENSMODP00000015113	SINCAM005365
ENSMODP00000015118	SINCAM900130
ENSMODP00000015121	SINCAM009887
ENSMODP00000015124	SINCAM014547
ENSMODP00000015125	SINCAM921070
ENSMODP00000015126	SINCAM005362
ENSMODP00000015129	SINCAM011697
ENSMODP00000015131	SINCAM013147
ENSMODP00000015137	SINCAM010138
ENSMODP00000015140	SINCAM002940
ENSMODP00000015141	SINCAM014550
ENSMODP00000015143	SINCAM013148
ENSMODP00000015144	SINCAM007546
ENSMODP00000015146	SINCAM007934
ENSMODP00000015147	SINCAM009575
ENSMODP00000015151	SINCAM007547
ENSMODP00000015153	SINCAM013391
ENSMODP00000015154	SINCAM011745
ENSMODP00000015157	SINCAM013149
ENSMODP00000015158	SINCAM920867
ENSMODP00000015162	SINCAM007933
ENSMODP00000015163	SINCAM009865
ENSMODP00000015164	SINCAM013151
ENSMODP00000015166	SINCAM007548
ENSMODP00000015169	SINCAM013150
ENSMODP00000015170	SINCAM007828
ENSMODP00000015171	SINCAM010169
ENSMODP00000015172	SINCAM006627
ENSMODP00000015173	SINCAM007550
ENSMODP00000015175	SINCAM000126
ENSMODP00000015177	SINCAM006625
ENSMODP00000015178	SINCAM010120
ENSMODP00000015188	SINCAM000128
ENSMODP00000015189	SINCAM009867
ENSMODP00000015191	SINCAM921437
ENSMODP00000015192	SINCAM005268
ENSMODP00000015197	SINCAM009834
ENSMODP00000015199	SINCAM007826
ENSMODP00000015200	SINCAM010330
ENSMODP00000015203	SINCAM900129
ENSMODP00000015207	SINCAM008854
ENSMODP00000015208	SINCAM013393
ENSMODP00000015209	SINCAM010118
ENSMODP00000015212	SINCAM921436
ENSMODP00000015214	SINCAM900128
ENSMODP00000015222	SINCAM006948
ENSMODP00000015223	SINCAM921454
ENSMODP00000015227	SINCAM007825
ENSMODP00000015228	SINCAM921438
ENSMODP00000015229	SINCAM006949
ENSMODP00000015232	SINCAM014298
ENSMODP00000015239	SINCAM007824
ENSMODP00000015240	SINCAM006995
ENSMODP00000015243	SINCAM006624
ENSMODP00000015247	SINCAM009720
ENSMODP00000015248	SINCAM007554
ENSMODP00000015249	SINCAM000831
ENSMODP00000015253	SINCAM007555
ENSMODP00000015256	SINCAM009551
ENSMODP00000015263	SINCAM007074
ENSMODP00000015266	SINCAM921439
ENSMODP00000015267	SINCAM007075
ENSMODP00000015270	SINCAM010127
ENSMODP00000015272	SINCAM016225
ENSMODP00000015274	SINCAM007032
ENSMODP00000015275	SINCAM010326
ENSMODP00000015278	SINCAM005270
ENSMODP00000015281	SINCAM010126
ENSMODP00000015282	SINCAM007519
ENSMODP00000015285	SINCAM010325
ENSMODP00000015286	SINCAM013409
ENSMODP00000015287	SINCAM010324
ENSMODP00000015289	SINCAM005272
ENSMODP00000015291	SINCAM006621
ENSMODP00000015292	SINCAM013410
ENSMODP00000015295	SINCAM013411
ENSMODP00000015299	SINCAM007556
ENSMODP00000015303	SINCAM002349
ENSMODP00000015307	SINCAM005273
ENSMODP00000015308	SINCAM007520
ENSMODP00000015310	SINCAM011115
ENSMODP00000015313	SINCAM007060
ENSMODP00000015315	SINCAM010322
ENSMODP00000015316	SINCAM921849
ENSMODP00000015318	SINCAM014599
ENSMODP00000015324	SINCAM921814
ENSMODP00000015325	SINCAM002103
ENSMODP00000015327	SINCAM006620
ENSMODP00000015329	SINCAM010320
ENSMODP00000015330	SINCAM007655
ENSMODP00000015332	SINCAM010319
ENSMODP00000015333	SINCAM007213
ENSMODP00000015334	SINCAM010481
ENSMODP00000015338	SINCAM009947
ENSMODP00000015343	SINCAM007557
ENSMODP00000015346	SINCAM007525
ENSMODP00000015347	SINCAM005276
ENSMODP00000015349	SINCAM010482
ENSMODP00000015350	SINCAM000129
ENSMODP00000015356	SINCAM922336
ENSMODP00000015358	SINCAM007558
ENSMODP00000015362	SINCAM013327
ENSMODP00000015363	SINCAM007560
ENSMODP00000015364	SINCAM000131
ENSMODP00000015366	SINCAM009719
ENSMODP00000015367	SINCAM000132
ENSMODP00000015369	SINCAM013325
ENSMODP00000015370	SINCAM006549
ENSMODP00000015374	SINCAM012128
ENSMODP00000015375	SINCAM006550
ENSMODP00000015376	SINCAM002347
ENSMODP00000015378	SINCAM009749
ENSMODP00000015379	SINCAM013324
ENSMODP00000015384	SINCAM010484
ENSMODP00000015388	SINCAM922402
ENSMODP00000015390	SINCAM002346
ENSMODP00000015395	SINCAM007561
ENSMODP00000015398	SINCAM006552
ENSMODP00000015400	SINCAM007562
ENSMODP00000015406	SINCAM000133
ENSMODP00000015407	SINCAM009750
ENSMODP00000015409	SINCAM007564
ENSMODP00000015410	SINCAM014032
ENSMODP00000015411	SINCAM002345
ENSMODP00000015413	SINCAM000134
ENSMODP00000015417	SINCAM921440
ENSMODP00000015420	SINCAM921686
ENSMODP00000015425	SINCAM002342
ENSMODP00000015429	SINCAM920770
ENSMODP00000015430	SINCAM009754
ENSMODP00000015433	SINCAM002340
ENSMODP00000015436	SINCAM010485
ENSMODP00000015438	SINCAM006555
ENSMODP00000015439	SINCAM920457
ENSMODP00000015444	SINCAM001973
ENSMODP00000015446	SINCAM013581
ENSMODP00000015447	SINCAM006556
ENSMODP00000015449	SINCAM002338
ENSMODP00000015451	SINCAM013316
ENSMODP00000015452	SINCAM013315
ENSMODP00000015454	SINCAM009755
ENSMODP00000015456	SINCAM009918
ENSMODP00000015458	SINCAM013314
ENSMODP00000015459	SINCAM013582
ENSMODP00000015460	SINCAM017526
ENSMODP00000015462	SINCAM921441
ENSMODP00000015468	SINCAM013583
ENSMODP00000015469	SINCAM007566
ENSMODP00000015470	SINCAM009756
ENSMODP00000015472	SINCAM013310
ENSMODP00000015474	SINCAM006557
ENSMODP00000015476	SINCAM922140
ENSMODP00000015481	SINCAM013309
ENSMODP00000015484	SINCAM922065
ENSMODP00000015486	SINCAM013307
ENSMODP00000015489	SINCAM009916
ENSMODP00000015490	SINCAM922067
ENSMODP00000015491	SINCAM013306
ENSMODP00000015494	SINCAM002402
ENSMODP00000015496	SINCAM013305
ENSMODP00000015498	SINCAM002403
ENSMODP00000015501	SINCAM007795
ENSMODP00000015502	SINCAM006559
ENSMODP00000015503	SINCAM006560
ENSMODP00000015506	SINCAM002404
ENSMODP00000015509	SINCAM920775
ENSMODP00000015513	SINCAM921581
ENSMODP00000015514	SINCAM010488
ENSMODP00000015517	SINCAM009914
ENSMODP00000015520	SINCAM007823
ENSMODP00000015525	SINCAM922142
ENSMODP00000015526	SINCAM015743
ENSMODP00000015529	SINCAM007822
ENSMODP00000015530	SINCAM009912
ENSMODP00000015533	SINCAM007821
ENSMODP00000015536	SINCAM007597
ENSMODP00000015537	SINCAM007961
ENSMODP00000015541	SINCAM002422
ENSMODP00000015542	SINCAM011011
ENSMODP00000015543	SINCAM921582
ENSMODP00000015544	SINCAM005359
ENSMODP00000015547	SINCAM921583
ENSMODP00000015549	SINCAM009911
ENSMODP00000015551	SINCAM006597
ENSMODP00000015553	SINCAM005358
ENSMODP00000015558	SINCAM007820
ENSMODP00000015566	SINCAM007595
ENSMODP00000015574	SINCAM013303
ENSMODP00000015575	SINCAM007594
ENSMODP00000015582	SINCAM921442
ENSMODP00000015583	SINCAM007819
ENSMODP00000015585	SINCAM013589
ENSMODP00000015589	SINCAM013300
ENSMODP00000015598	SINCAM921485
ENSMODP00000015604	SINCAM013368
ENSMODP00000015612	SINCAM007591
ENSMODP00000015613	SINCAM015307
ENSMODP00000015616	SINCAM014974
ENSMODP00000015618	SINCAM922326
ENSMODP00000015619	SINCAM015393
ENSMODP00000015628	SINCAM007590
ENSMODP00000015640	SINCAM007970
ENSMODP00000015652	SINCAM013329
ENSMODP00000015654	SINCAM009908
ENSMODP00000015660	SINCAM007971
ENSMODP00000015665	SINCAM007409
ENSMODP00000015668	SINCAM009638
ENSMODP00000015671	SINCAM007588
ENSMODP00000015672	SINCAM010559
ENSMODP00000015674	SINCAM009637
ENSMODP00000015677	SINCAM007587
ENSMODP00000015678	SINCAM016784
ENSMODP00000015682	SINCAM000950
ENSMODP00000015692	SINCAM000951
ENSMODP00000015693	SINCAM921528
ENSMODP00000015699	SINCAM012425
ENSMODP00000015700	SINCAM007976
ENSMODP00000015701	SINCAM002137
ENSMODP00000015702	SINCAM007584
ENSMODP00000015703	SINCAM009636
ENSMODP00000015705	SINCAM922206
ENSMODP00000015710	SINCAM002136
ENSMODP00000015712	SINCAM009635
ENSMODP00000015713	SINCAM007977
ENSMODP00000015715	SINCAM012681
ENSMODP00000015716	SINCAM013330
ENSMODP00000015717	SINCAM007978
ENSMODP00000015718	SINCAM013332
ENSMODP00000015719	SINCAM007979
ENSMODP00000015720	SINCAM002193
ENSMODP00000015722	SINCAM013333
ENSMODP00000015723	SINCAM007980
ENSMODP00000015725	SINCAM013335
ENSMODP00000015732	SINCAM012683
ENSMODP00000015737	SINCAM009634
ENSMODP00000015745	SINCAM009633
ENSMODP00000015749	SINCAM921695
ENSMODP00000015750	SINCAM012682
ENSMODP00000015755	SINCAM007924
ENSMODP00000015756	SINCAM007583
ENSMODP00000015758	SINCAM002256
ENSMODP00000015760	SINCAM007582
ENSMODP00000015761	SINCAM007580
ENSMODP00000015762	SINCAM002257
ENSMODP00000015764	SINCAM007923
ENSMODP00000015766	SINCAM005978
ENSMODP00000015771	SINCAM000948
ENSMODP00000015774	SINCAM013345
ENSMODP00000015781	SINCAM001688
ENSMODP00000015782	SINCAM013346
ENSMODP00000015788	SINCAM002126
ENSMODP00000015793	SINCAM001687
ENSMODP00000015794	SINCAM922626
ENSMODP00000015801	SINCAM921514
ENSMODP00000015802	SINCAM922627
ENSMODP00000015805	SINCAM922628
ENSMODP00000015806	SINCAM002127
ENSMODP00000015807	SINCAM013348
ENSMODP00000015808	SINCAM005277
ENSMODP00000015809	SINCAM007579
ENSMODP00000015811	SINCAM920668
ENSMODP00000015815	SINCAM002128
ENSMODP00000015816	SINCAM001684
ENSMODP00000015817	SINCAM005977
ENSMODP00000015819	SINCAM002129
ENSMODP00000015820	SINCAM921013
ENSMODP00000015824	SINCAM013349
ENSMODP00000015827	SINCAM014845
ENSMODP00000015829	SINCAM015210
ENSMODP00000015834	SINCAM006394
ENSMODP00000015835	SINCAM008516
ENSMODP00000015836	SINCAM007784
ENSMODP00000015839	SINCAM002130
ENSMODP00000015842	SINCAM002131
ENSMODP00000015844	SINCAM010491
ENSMODP00000015845	SINCAM007783
ENSMODP00000015846	SINCAM002132
ENSMODP00000015849	SINCAM012684
ENSMODP00000015855	SINCAM005279
ENSMODP00000015857	SINCAM012687
ENSMODP00000015859	SINCAM008300
ENSMODP00000015862	SINCAM012686
ENSMODP00000015863	SINCAM001696
ENSMODP00000015864	SINCAM010493
ENSMODP00000015865	SINCAM008301
ENSMODP00000015868	SINCAM005280
ENSMODP00000015869	SINCAM005975
ENSMODP00000015872	SINCAM013288
ENSMODP00000015874	SINCAM005974
ENSMODP00000015876	SINCAM007939
ENSMODP00000015878	SINCAM008303
ENSMODP00000015879	SINCAM013287
ENSMODP00000015882	SINCAM005281
ENSMODP00000015886	SINCAM008304
ENSMODP00000015892	SINCAM900202
ENSMODP00000015894	SINCAM922071
ENSMODP00000015895	SINCAM920594
ENSMODP00000015896	SINCAM001673
ENSMODP00000015899	SINCAM010499
ENSMODP00000015904	SINCAM012689
ENSMODP00000015905	SINCAM922686
ENSMODP00000015908	SINCAM900087
ENSMODP00000015911	SINCAM005878
ENSMODP00000015913	SINCAM009976
ENSMODP00000015917	SINCAM005282
ENSMODP00000015918	SINCAM900086
ENSMODP00000015920	SINCAM012688
ENSMODP00000015922	SINCAM900085
ENSMODP00000015930	SINCAM921697
ENSMODP00000015932	SINCAM013370
ENSMODP00000015938	SINCAM013159
ENSMODP00000015941	SINCAM009580
ENSMODP00000015944	SINCAM005879
ENSMODP00000015947	SINCAM005284
ENSMODP00000015949	SINCAM921509
ENSMODP00000015953	SINCAM008305
ENSMODP00000015954	SINCAM010500
ENSMODP00000015956	SINCAM013158
ENSMODP00000015957	SINCAM002113
ENSMODP00000015960	SINCAM922883
ENSMODP00000015961	SINCAM013369
ENSMODP00000015963	SINCAM006237
ENSMODP00000015964	SINCAM921508
ENSMODP00000015969	SINCAM013157
ENSMODP00000015970	SINCAM014742
ENSMODP00000015973	SINCAM007905
ENSMODP00000015978	SINCAM001789
ENSMODP00000015980	SINCAM001683
ENSMODP00000015982	SINCAM007904
ENSMODP00000015990	SINCAM008307
ENSMODP00000015991	SINCAM920958
ENSMODP00000015995	SINCAM010501
ENSMODP00000015997	SINCAM013435
ENSMODP00000015998	SINCAM012144
ENSMODP00000015999	SINCAM001056
ENSMODP00000016000	SINCAM005285
ENSMODP00000016010	SINCAM900088
ENSMODP00000016013	SINCAM008308
ENSMODP00000016014	SINCAM007903
ENSMODP00000016015	SINCAM922641
ENSMODP00000016021	SINCAM013437
ENSMODP00000016022	SINCAM008309
ENSMODP00000016023	SINCAM012146
ENSMODP00000016024	SINCAM013438
ENSMODP00000016026	SINCAM010503
ENSMODP00000016027	SINCAM008512
ENSMODP00000016028	SINCAM012147
ENSMODP00000016029	SINCAM005287
ENSMODP00000016034	SINCAM007901
ENSMODP00000016036	SINCAM900089
ENSMODP00000016037	SINCAM010504
ENSMODP00000016038	SINCAM007031
ENSMODP00000016039	SINCAM008511
ENSMODP00000016042	SINCAM013439
ENSMODP00000016046	SINCAM008311
ENSMODP00000016049	SINCAM002931
ENSMODP00000016057	SINCAM005289
ENSMODP00000016058	SINCAM921692
ENSMODP00000016059	SINCAM012148
ENSMODP00000016065	SINCAM010505
ENSMODP00000016067	SINCAM013470
ENSMODP00000016070	SINCAM921747
ENSMODP00000016074	SINCAM010506
ENSMODP00000016082	SINCAM005855
ENSMODP00000016083	SINCAM005291
ENSMODP00000016086	SINCAM900090
ENSMODP00000016093	SINCAM013440
ENSMODP00000016096	SINCAM013446
ENSMODP00000016097	SINCAM922072
ENSMODP00000016104	SINCAM014911
ENSMODP00000016105	SINCAM008934
ENSMODP00000016112	SINCAM921748
ENSMODP00000016122	SINCAM921693
ENSMODP00000016123	SINCAM005292
ENSMODP00000016125	SINCAM921749
ENSMODP00000016140	SINCAM013444
ENSMODP00000016142	SINCAM009892
ENSMODP00000016150	SINCAM008310
ENSMODP00000016151	SINCAM922168
ENSMODP00000016155	SINCAM013443
ENSMODP00000016162	SINCAM010509
ENSMODP00000016163	SINCAM013374
ENSMODP00000016164	SINCAM012090
ENSMODP00000016168	SINCAM005882
ENSMODP00000016170	SINCAM922491
ENSMODP00000016174	SINCAM008292
ENSMODP00000016178	SINCAM008291
ENSMODP00000016180	SINCAM001053
ENSMODP00000016182	SINCAM009893
ENSMODP00000016195	SINCAM001052
ENSMODP00000016197	SINCAM009896
ENSMODP00000016198	SINCAM008290
ENSMODP00000016202	SINCAM008289
ENSMODP00000016203	SINCAM013899
ENSMODP00000016205	SINCAM008221
ENSMODP00000016206	SINCAM001051
ENSMODP00000016208	SINCAM009862
ENSMODP00000016211	SINCAM922728
ENSMODP00000016213	SINCAM010510
ENSMODP00000016215	SINCAM922723
ENSMODP00000016216	SINCAM001050
ENSMODP00000016219	SINCAM013889
ENSMODP00000016220	SINCAM009861
ENSMODP00000016221	SINCAM009843
ENSMODP00000016222	SINCAM010512
ENSMODP00000016231	SINCAM922161
ENSMODP00000016232	SINCAM008055
ENSMODP00000016233	SINCAM007900
ENSMODP00000016235	SINCAM007899
ENSMODP00000016236	SINCAM009762
ENSMODP00000016240	SINCAM922143
ENSMODP00000016242	SINCAM002421
ENSMODP00000016243	SINCAM922144
ENSMODP00000016244	SINCAM007898
ENSMODP00000016245	SINCAM007886
ENSMODP00000016247	SINCAM010515
ENSMODP00000016248	SINCAM013373
ENSMODP00000016249	SINCAM013916
ENSMODP00000016252	SINCAM007887
ENSMODP00000016254	SINCAM921503
ENSMODP00000016256	SINCAM013934
ENSMODP00000016259	SINCAM009765
ENSMODP00000016265	SINCAM009764
ENSMODP00000016269	SINCAM008944
ENSMODP00000016273	SINCAM013363
ENSMODP00000016276	SINCAM921751
ENSMODP00000016277	SINCAM007888
ENSMODP00000016279	SINCAM921645
ENSMODP00000016282	SINCAM010518
ENSMODP00000016285	SINCAM009577
ENSMODP00000016287	SINCAM013937
ENSMODP00000016288	SINCAM010519
ENSMODP00000016290	SINCAM009578
ENSMODP00000016291	SINCAM013938
ENSMODP00000016293	SINCAM921644
ENSMODP00000016297	SINCAM014833
ENSMODP00000016298	SINCAM013378
ENSMODP00000016300	SINCAM921504
ENSMODP00000016305	SINCAM922008
ENSMODP00000016307	SINCAM014026
ENSMODP00000016309	SINCAM013377
ENSMODP00000016316	SINCAM016253
ENSMODP00000016318	SINCAM002262
ENSMODP00000016322	SINCAM014815
ENSMODP00000016323	SINCAM013376
ENSMODP00000016326	SINCAM002828
ENSMODP00000016332	SINCAM014816
ENSMODP00000016333	SINCAM008949
ENSMODP00000016335	SINCAM014817
ENSMODP00000016344	SINCAM010522
ENSMODP00000016349	SINCAM921203
ENSMODP00000016351	SINCAM008054
ENSMODP00000016354	SINCAM008918
ENSMODP00000016356	SINCAM010523
ENSMODP00000016360	SINCAM010524
ENSMODP00000016366	SINCAM008917
ENSMODP00000016367	SINCAM921059
ENSMODP00000016371	SINCAM014027
ENSMODP00000016375	SINCAM012117
ENSMODP00000016376	SINCAM008316
ENSMODP00000016379	SINCAM009068
ENSMODP00000016380	SINCAM012276
ENSMODP00000016382	SINCAM008914
ENSMODP00000016383	SINCAM012277
ENSMODP00000016385	SINCAM008912
ENSMODP00000016388	SINCAM013362
ENSMODP00000016389	SINCAM008152
ENSMODP00000016392	SINCAM014821
ENSMODP00000016394	SINCAM015108
ENSMODP00000016395	SINCAM008198
ENSMODP00000016397	SINCAM003922
ENSMODP00000016399	SINCAM013367
ENSMODP00000016401	SINCAM008199
ENSMODP00000016402	SINCAM003879
ENSMODP00000016403	SINCAM013379
ENSMODP00000016405	SINCAM008149
ENSMODP00000016407	SINCAM921505
ENSMODP00000016409	SINCAM010525
ENSMODP00000016410	SINCAM014155
ENSMODP00000016411	SINCAM013381
ENSMODP00000016412	SINCAM010526
ENSMODP00000016413	SINCAM015109
ENSMODP00000016415	SINCAM010527
ENSMODP00000016419	SINCAM010528
ENSMODP00000016424	SINCAM008148
ENSMODP00000016426	SINCAM003880
ENSMODP00000016427	SINCAM016152
ENSMODP00000016430	SINCAM921221
ENSMODP00000016433	SINCAM008147
ENSMODP00000016438	SINCAM014024
ENSMODP00000016439	SINCAM008326
ENSMODP00000016441	SINCAM005145
ENSMODP00000016442	SINCAM015120
ENSMODP00000016444	SINCAM922745
ENSMODP00000016445	SINCAM008146
ENSMODP00000016447	SINCAM922744
ENSMODP00000016448	SINCAM010529
ENSMODP00000016451	SINCAM014022
ENSMODP00000016453	SINCAM008145
ENSMODP00000016455	SINCAM008144
ENSMODP00000016457	SINCAM015353
ENSMODP00000016458	SINCAM008202
ENSMODP00000016460	SINCAM008143
ENSMODP00000016469	SINCAM013447
ENSMODP00000016474	SINCAM016469
ENSMODP00000016476	SINCAM010530
ENSMODP00000016478	SINCAM921222
ENSMODP00000016479	SINCAM922589
ENSMODP00000016480	SINCAM921032
ENSMODP00000016481	SINCAM008142
ENSMODP00000016485	SINCAM922591
ENSMODP00000016492	SINCAM011311
ENSMODP00000016494	SINCAM013354
ENSMODP00000016496	SINCAM010532
ENSMODP00000016502	SINCAM014019
ENSMODP00000016503	SINCAM010940
ENSMODP00000016504	SINCAM014005
ENSMODP00000016507	SINCAM922630
ENSMODP00000016509	SINCAM010534
ENSMODP00000016511	SINCAM013066
ENSMODP00000016514	SINCAM921205
ENSMODP00000016521	SINCAM010537
ENSMODP00000016524	SINCAM001775
ENSMODP00000016525	SINCAM008205
ENSMODP00000016529	SINCAM921506
ENSMODP00000016531	SINCAM008207
ENSMODP00000016532	SINCAM921549
ENSMODP00000016533	SINCAM017782
ENSMODP00000016535	SINCAM922074
ENSMODP00000016536	SINCAM017653
ENSMODP00000016538	SINCAM922283
ENSMODP00000016539	SINCAM922075
ENSMODP00000016542	SINCAM007895
ENSMODP00000016543	SINCAM922282
ENSMODP00000016544	SINCAM003721
ENSMODP00000016547	SINCAM008208
ENSMODP00000016548	SINCAM010791
ENSMODP00000016550	SINCAM922741
ENSMODP00000016553	SINCAM014007
ENSMODP00000016556	SINCAM014009
ENSMODP00000016559	SINCAM003713
ENSMODP00000016562	SINCAM010790
ENSMODP00000016569	SINCAM014837
ENSMODP00000016576	SINCAM005201
ENSMODP00000016585	SINCAM008140
ENSMODP00000016589	SINCAM013955
ENSMODP00000016595	SINCAM004078
ENSMODP00000016596	SINCAM922270
ENSMODP00000016598	SINCAM001105
ENSMODP00000016600	SINCAM921587
ENSMODP00000016604	SINCAM006676
ENSMODP00000016606	SINCAM920589
ENSMODP00000016608	SINCAM013965
ENSMODP00000016609	SINCAM001107
ENSMODP00000016612	SINCAM013967
ENSMODP00000016614	SINCAM002248
ENSMODP00000016622	SINCAM014002
ENSMODP00000016625	SINCAM008138
ENSMODP00000016626	SINCAM010705
ENSMODP00000016627	SINCAM008137
ENSMODP00000016629	SINCAM006569
ENSMODP00000016630	SINCAM009785
ENSMODP00000016631	SINCAM009832
ENSMODP00000016634	SINCAM006568
ENSMODP00000016636	SINCAM922743
ENSMODP00000016638	SINCAM001665
ENSMODP00000016641	SINCAM921586
ENSMODP00000016642	SINCAM922157
ENSMODP00000016648	SINCAM009459
ENSMODP00000016650	SINCAM008135
ENSMODP00000016654	SINCAM015124
ENSMODP00000016656	SINCAM001668
ENSMODP00000016657	SINCAM001108
ENSMODP00000016658	SINCAM921204
ENSMODP00000016660	SINCAM014011
ENSMODP00000016662	SINCAM008134
ENSMODP00000016663	SINCAM008154
ENSMODP00000016665	SINCAM922158
ENSMODP00000016667	SINCAM008155
ENSMODP00000016668	SINCAM014839
ENSMODP00000016670	SINCAM001669
ENSMODP00000016676	SINCAM013987
ENSMODP00000016679	SINCAM008156
ENSMODP00000016681	SINCAM013986
ENSMODP00000016682	SINCAM003936
ENSMODP00000016684	SINCAM923086
ENSMODP00000016688	SINCAM013985
ENSMODP00000016691	SINCAM921202
ENSMODP00000016693	SINCAM001009
ENSMODP00000016694	SINCAM008158
ENSMODP00000016697	SINCAM001670
ENSMODP00000016699	SINCAM014016
ENSMODP00000016700	SINCAM009831
ENSMODP00000016701	SINCAM921636
ENSMODP00000016703	SINCAM010615
ENSMODP00000016706	SINCAM921637
