SINLEJ016576	ENSLOCP00000000004
SINLEJ008368	ENSLOCP00000011966
SINLEJ010164	ENSLOCP00000011967
SINLEJ009445	ENSLOCP00000011967
SINLEJ016464	ENSLOCP00000011968
SINLEJ005604	ENSLOCP00000011968
SINLEJ014488	ENSLOCP00000011969
SINLEJ010564	ENSLOCP00000011970
SINLEJ600065	ENSLOCP00000011972
SINLEJ001258	ENSLOCP00000011972
SINLEJ016188	ENSLOCP00000011974
SINLEJ017536	ENSLOCP00000011974
SINLEJ010162	ENSLOCP00000011976
SINLEJ016990	ENSLOCP00000011977
SINLEJ016989	ENSLOCP00000011977
SINLEJ008179	ENSLOCP00000011979
SINLEJ007004	ENSLOCP00000011979
SINLEJ017338	ENSLOCP00000011983
SINLEJ017339	ENSLOCP00000011983
SINLEJ013332	ENSLOCP00000011984
SINLEJ001213	ENSLOCP00000011987
SINLEJ016761	ENSLOCP00000011987
SINLEJ009693	ENSLOCP00000011989
SINLEJ009692	ENSLOCP00000011989
SINLEJ013909	ENSLOCP00000011990
SINLEJ013910	ENSLOCP00000011990
SINLEJ016435	ENSLOCP00000011992
SINLEJ016436	ENSLOCP00000011992
SINLEJ016193	ENSLOCP00000011994
SINLEJ019376	ENSLOCP00000011996
SINLEJ001211	ENSLOCP00000011998
SINLEJ016762	ENSLOCP00000011998
SINLEJ011977	ENSLOCP00000012001
SINLEJ005118	ENSLOCP00000012002
SINLEJ011424	ENSLOCP00000012003
SINLEJ007242	ENSLOCP00000012003
SINLEJ012925	ENSLOCP00000012004
SINLEJ009869	ENSLOCP00000012005
SINLEJ017988	ENSLOCP00000012005
SINLEJ008364	ENSLOCP00000012006
SINLEJ008363	ENSLOCP00000012006
SINLEJ006503	ENSLOCP00000012007
SINLEJ016852	ENSLOCP00000012011
SINLEJ016851	ENSLOCP00000012011
SINLEJ010870	ENSLOCP00000012014
SINLEJ017000	ENSLOCP00000012015
SINLEJ000859	ENSLOCP00000012015
SINLEJ005177	ENSLOCP00000012016
SINLEJ017393	ENSLOCP00000012016
SINLEJ011406	ENSLOCP00000012017
SINLEJ016987	ENSLOCP00000012020
SINLEJ013947	ENSLOCP00000012023
SINLEJ005531	ENSLOCP00000012029
SINLEJ005532	ENSLOCP00000012029
SINLEJ001221	ENSLOCP00000012032
SINLEJ003319	ENSLOCP00000012032
SINLEJ010867	ENSLOCP00000012033
SINLEJ002132	ENSLOCP00000012034
SINLEJ018186	ENSLOCP00000012034
SINLEJ004306	ENSLOCP00000012036
SINLEJ004305	ENSLOCP00000012036
SINLEJ003257	ENSLOCP00000012041
SINLEJ017928	ENSLOCP00000012042
SINLEJ014895	ENSLOCP00000012042
SINLEJ019403	ENSLOCP00000012044
SINLEJ000755	ENSLOCP00000012045
SINLEJ600331	ENSLOCP00000012046
SINLEJ014074	ENSLOCP00000012050
SINLEJ002824	ENSLOCP00000012050
SINLEJ018806	ENSLOCP00000012053
SINLEJ018215	ENSLOCP00000012053
SINLEJ017566	ENSLOCP00000012058
SINLEJ018504	ENSLOCP00000012058
SINLEJ016914	ENSLOCP00000012059
SINLEJ016542	ENSLOCP00000012059
SINLEJ004308	ENSLOCP00000012062
SINLEJ011934	ENSLOCP00000012062
SINLEJ013329	ENSLOCP00000012066
SINLEJ019198	ENSLOCP00000012066
SINLEJ015269	ENSLOCP00000012067
SINLEJ006906	ENSLOCP00000012067
SINLEJ010720	ENSLOCP00000012069
SINLEJ011973	ENSLOCP00000012073
SINLEJ019396	ENSLOCP00000012074
SINLEJ013328	ENSLOCP00000012075
SINLEJ013327	ENSLOCP00000012075
SINLEJ016145	ENSLOCP00000012076
SINLEJ005689	ENSLOCP00000012076
SINLEJ001039	ENSLOCP00000012077
SINLEJ011972	ENSLOCP00000012079
SINLEJ600003	ENSLOCP00000012081
SINLEJ004560	ENSLOCP00000012087
SINLEJ010241	ENSLOCP00000012089
SINLEJ013326	ENSLOCP00000012091
SINLEJ002716	ENSLOCP00000012097
SINLEJ011878	ENSLOCP00000012100
SINLEJ005066	ENSLOCP00000012101
SINLEJ001873	ENSLOCP00000012101
SINLEJ002788	ENSLOCP00000012102
SINLEJ001261	ENSLOCP00000012103
SINLEJ010425	ENSLOCP00000012103
SINLEJ014848	ENSLOCP00000012105
SINLEJ014896	ENSLOCP00000012105
SINLEJ004527	ENSLOCP00000012106
SINLEJ011987	ENSLOCP00000012106
SINLEJ001404	ENSLOCP00000012107
SINLEJ015666	ENSLOCP00000012110
SINLEJ007243	ENSLOCP00000012110
SINLEJ000492	ENSLOCP00000012111
SINLEJ010890	ENSLOCP00000012111
SINLEJ005987	ENSLOCP00000012115
SINLEJ001871	ENSLOCP00000012115
SINLEJ006898	ENSLOCP00000012118
SINLEJ015260	ENSLOCP00000012118
SINLEJ011381	ENSLOCP00000012119
SINLEJ010124	ENSLOCP00000012119
SINLEJ600241	ENSLOCP00000012121
SINLEJ600095	ENSLOCP00000012124
SINLEJ004060	ENSLOCP00000012124
SINLEJ001870	ENSLOCP00000012126
SINLEJ010235	ENSLOCP00000012127
SINLEJ010236	ENSLOCP00000012127
SINLEJ010004	ENSLOCP00000012129
SINLEJ012549	ENSLOCP00000012129
SINLEJ004304	ENSLOCP00000012132
SINLEJ011978	ENSLOCP00000012132
SINLEJ008176	ENSLOCP00000012137
SINLEJ007160	ENSLOCP00000012145
SINLEJ007159	ENSLOCP00000012145
SINLEJ004037	ENSLOCP00000012148
SINLEJ004039	ENSLOCP00000012148
SINLEJ010508	ENSLOCP00000012150
SINLEJ004459	ENSLOCP00000012153
SINLEJ006024	ENSLOCP00000012156
SINLEJ005985	ENSLOCP00000012156
SINLEJ009648	ENSLOCP00000012157
SINLEJ006878	ENSLOCP00000012157
SINLEJ015670	ENSLOCP00000012159
SINLEJ007241	ENSLOCP00000012159
SINLEJ004457	ENSLOCP00000012162
SINLEJ010006	ENSLOCP00000012164
SINLEJ001349	ENSLOCP00000012165
SINLEJ600452	ENSLOCP00000012165
SINLEJ001876	ENSLOCP00000012166
SINLEJ012382	ENSLOCP00000012168
SINLEJ000325	ENSLOCP00000012169
SINLEJ001293	ENSLOCP00000012172
SINLEJ003213	ENSLOCP00000012172
SINLEJ007322	ENSLOCP00000012173
SINLEJ005963	ENSLOCP00000012176
SINLEJ005962	ENSLOCP00000012176
SINLEJ600446	ENSLOCP00000012178
SINLEJ003196	ENSLOCP00000012178
SINLEJ008514	ENSLOCP00000012179
SINLEJ009720	ENSLOCP00000012179
SINLEJ013768	ENSLOCP00000012180
SINLEJ018489	ENSLOCP00000012181
SINLEJ017923	ENSLOCP00000012181
SINLEJ004336	ENSLOCP00000012182
SINLEJ001297	ENSLOCP00000012183
SINLEJ001295	ENSLOCP00000012183
SINLEJ019006	ENSLOCP00000012184
SINLEJ010008	ENSLOCP00000012187
SINLEJ008192	ENSLOCP00000012190
SINLEJ011211	ENSLOCP00000012191
SINLEJ010226	ENSLOCP00000012192
SINLEJ010234	ENSLOCP00000012192
SINLEJ004365	ENSLOCP00000012193
SINLEJ018623	ENSLOCP00000012193
SINLEJ016687	ENSLOCP00000012195
SINLEJ003029	ENSLOCP00000012197
SINLEJ004941	ENSLOCP00000012199
SINLEJ004940	ENSLOCP00000012199
SINLEJ017918	ENSLOCP00000012200
SINLEJ007456	ENSLOCP00000012202
SINLEJ007466	ENSLOCP00000012202
SINLEJ001350	ENSLOCP00000012203
SINLEJ007958	ENSLOCP00000012203
SINLEJ004686	ENSLOCP00000012207
SINLEJ017925	ENSLOCP00000012208
SINLEJ018490	ENSLOCP00000012208
SINLEJ012568	ENSLOCP00000012214
SINLEJ000173	ENSLOCP00000012214
SINLEJ001373	ENSLOCP00000012215
SINLEJ017470	ENSLOCP00000012216
SINLEJ003030	ENSLOCP00000012217
SINLEJ600377	ENSLOCP00000012220
SINLEJ006955	ENSLOCP00000012225
SINLEJ008325	ENSLOCP00000012226
SINLEJ009500	ENSLOCP00000012228
SINLEJ018460	ENSLOCP00000012229
SINLEJ015917	ENSLOCP00000012229
SINLEJ003269	ENSLOCP00000012232
SINLEJ600378	ENSLOCP00000012232
SINLEJ006020	ENSLOCP00000012236
SINLEJ006021	ENSLOCP00000012236
SINLEJ010482	ENSLOCP00000012237
SINLEJ018217	ENSLOCP00000012237
SINLEJ009803	ENSLOCP00000012239
SINLEJ007457	ENSLOCP00000012241
SINLEJ007013	ENSLOCP00000012242
SINLEJ006952	ENSLOCP00000012243
SINLEJ006953	ENSLOCP00000012243
SINLEJ000352	ENSLOCP00000012249
SINLEJ016141	ENSLOCP00000012250
SINLEJ017436	ENSLOCP00000012250
SINLEJ004920	ENSLOCP00000012255
SINLEJ008577	ENSLOCP00000012256
SINLEJ004214	ENSLOCP00000012261
SINLEJ009499	ENSLOCP00000012262
SINLEJ000370	ENSLOCP00000012265
SINLEJ001096	ENSLOCP00000012266
SINLEJ014465	ENSLOCP00000012266
SINLEJ007014	ENSLOCP00000012267
SINLEJ016302	ENSLOCP00000012268
SINLEJ008921	ENSLOCP00000012268
SINLEJ016122	ENSLOCP00000012271
SINLEJ016123	ENSLOCP00000012271
SINLEJ007532	ENSLOCP00000012280
SINLEJ008113	ENSLOCP00000012280
SINLEJ002013	ENSLOCP00000012282
SINLEJ012503	ENSLOCP00000012284
SINLEJ019225	ENSLOCP00000012285
SINLEJ009379	ENSLOCP00000012286
SINLEJ009940	ENSLOCP00000012287
SINLEJ012440	ENSLOCP00000012287
SINLEJ001718	ENSLOCP00000012292
SINLEJ008547	ENSLOCP00000012294
SINLEJ008548	ENSLOCP00000012294
SINLEJ013184	ENSLOCP00000012299
SINLEJ013792	ENSLOCP00000012301
SINLEJ004639	ENSLOCP00000012301
SINLEJ012300	ENSLOCP00000012302
SINLEJ000372	ENSLOCP00000012306
SINLEJ013132	ENSLOCP00000012308
SINLEJ016366	ENSLOCP00000012309
SINLEJ013391	ENSLOCP00000012309
SINLEJ003449	ENSLOCP00000012311
SINLEJ600463	ENSLOCP00000012311
SINLEJ014903	ENSLOCP00000012313
SINLEJ014855	ENSLOCP00000012313
SINLEJ011197	ENSLOCP00000012314
SINLEJ008728	ENSLOCP00000012314
SINLEJ017748	ENSLOCP00000012318
SINLEJ017406	ENSLOCP00000012318
SINLEJ014476	ENSLOCP00000012321
SINLEJ015778	ENSLOCP00000012322
SINLEJ005029	ENSLOCP00000012326
SINLEJ001139	ENSLOCP00000012326
SINLEJ008729	ENSLOCP00000012327
SINLEJ014159	ENSLOCP00000012328
SINLEJ018863	ENSLOCP00000012331
SINLEJ011378	ENSLOCP00000012331
SINLEJ012002	ENSLOCP00000012332
SINLEJ009843	ENSLOCP00000012333
SINLEJ007189	ENSLOCP00000012334
SINLEJ001632	ENSLOCP00000012334
SINLEJ005028	ENSLOCP00000012336
SINLEJ000745	ENSLOCP00000012336
SINLEJ009669	ENSLOCP00000012340
SINLEJ009670	ENSLOCP00000012340
SINLEJ010368	ENSLOCP00000012344
SINLEJ014158	ENSLOCP00000012346
SINLEJ014167	ENSLOCP00000012346
SINLEJ011196	ENSLOCP00000012347
SINLEJ000744	ENSLOCP00000012349
SINLEJ014475	ENSLOCP00000012349
SINLEJ007447	ENSLOCP00000012357
SINLEJ010342	ENSLOCP00000012359
SINLEJ010518	ENSLOCP00000012360
SINLEJ010517	ENSLOCP00000012360
SINLEJ011055	ENSLOCP00000012361
SINLEJ015611	ENSLOCP00000012361
SINLEJ012267	ENSLOCP00000012364
SINLEJ012385	ENSLOCP00000012364
SINLEJ007164	ENSLOCP00000012368
SINLEJ004572	ENSLOCP00000012369
SINLEJ012003	ENSLOCP00000012369
SINLEJ005966	ENSLOCP00000012372
SINLEJ005971	ENSLOCP00000012372
SINLEJ015296	ENSLOCP00000012373
SINLEJ010157	ENSLOCP00000012374
SINLEJ010587	ENSLOCP00000012376
SINLEJ016337	ENSLOCP00000012378
SINLEJ018428	ENSLOCP00000012378
SINLEJ013735	ENSLOCP00000012379
SINLEJ013736	ENSLOCP00000012379
SINLEJ018407	ENSLOCP00000012380
SINLEJ009625	ENSLOCP00000012383
SINLEJ019048	ENSLOCP00000012385
SINLEJ010154	ENSLOCP00000012388
SINLEJ010155	ENSLOCP00000012388
SINLEJ011288	ENSLOCP00000012391
SINLEJ012008	ENSLOCP00000012391
SINLEJ012757	ENSLOCP00000012394
SINLEJ010153	ENSLOCP00000012398
SINLEJ012010	ENSLOCP00000012400
SINLEJ007290	ENSLOCP00000012401
SINLEJ012305	ENSLOCP00000012401
SINLEJ010596	ENSLOCP00000012402
SINLEJ006584	ENSLOCP00000012402
SINLEJ016333	ENSLOCP00000012404
SINLEJ008892	ENSLOCP00000012404
SINLEJ600406	ENSLOCP00000012405
SINLEJ012515	ENSLOCP00000012408
SINLEJ004351	ENSLOCP00000012412
SINLEJ004350	ENSLOCP00000012412
SINLEJ011257	ENSLOCP00000012413
SINLEJ011258	ENSLOCP00000012413
SINLEJ011138	ENSLOCP00000012414
SINLEJ000730	ENSLOCP00000012416
SINLEJ000729	ENSLOCP00000012416
SINLEJ001136	ENSLOCP00000012421
SINLEJ012141	ENSLOCP00000012422
SINLEJ012140	ENSLOCP00000012422
SINLEJ006838	ENSLOCP00000012423
SINLEJ006839	ENSLOCP00000012423
SINLEJ007279	ENSLOCP00000012425
SINLEJ013483	ENSLOCP00000012426
SINLEJ001751	ENSLOCP00000012427
SINLEJ004460	ENSLOCP00000012431
SINLEJ013307	ENSLOCP00000012436
SINLEJ017519	ENSLOCP00000012436
SINLEJ007261	ENSLOCP00000012438
SINLEJ013725	ENSLOCP00000012438
SINLEJ016326	ENSLOCP00000012439
SINLEJ008898	ENSLOCP00000012439
SINLEJ012053	ENSLOCP00000012441
SINLEJ004461	ENSLOCP00000012441
SINLEJ012281	ENSLOCP00000012442
SINLEJ012280	ENSLOCP00000012442
SINLEJ001123	ENSLOCP00000012444
SINLEJ001124	ENSLOCP00000012444
SINLEJ000191	ENSLOCP00000012446
SINLEJ000188	ENSLOCP00000012446
SINLEJ008911	ENSLOCP00000012447
SINLEJ016312	ENSLOCP00000012447
SINLEJ006628	ENSLOCP00000012449
SINLEJ006629	ENSLOCP00000012449
SINLEJ600342	ENSLOCP00000012450
SINLEJ001335	ENSLOCP00000012450
SINLEJ003370	ENSLOCP00000012451
SINLEJ018540	ENSLOCP00000012453
SINLEJ013172	ENSLOCP00000012453
SINLEJ013473	ENSLOCP00000012454
SINLEJ013472	ENSLOCP00000012454
SINLEJ004943	ENSLOCP00000012455
SINLEJ004942	ENSLOCP00000012455
SINLEJ008024	ENSLOCP00000012457
SINLEJ004451	ENSLOCP00000012457
SINLEJ013330	ENSLOCP00000012458
SINLEJ014874	ENSLOCP00000012458
SINLEJ010735	ENSLOCP00000012459
SINLEJ010092	ENSLOCP00000012459
SINLEJ004448	ENSLOCP00000012464
SINLEJ012979	ENSLOCP00000012469
SINLEJ009845	ENSLOCP00000012471
SINLEJ000005	ENSLOCP00000012471
SINLEJ011754	ENSLOCP00000012473
SINLEJ014805	ENSLOCP00000012473
SINLEJ010552	ENSLOCP00000012475
SINLEJ006662	ENSLOCP00000012475
SINLEJ000009	ENSLOCP00000012478
SINLEJ010090	ENSLOCP00000012480
SINLEJ600195	ENSLOCP00000012481
SINLEJ000828	ENSLOCP00000012484
SINLEJ006011	ENSLOCP00000012484
SINLEJ004445	ENSLOCP00000012489
SINLEJ005636	ENSLOCP00000012490
SINLEJ005635	ENSLOCP00000012490
SINLEJ014802	ENSLOCP00000012491
SINLEJ011766	ENSLOCP00000012491
SINLEJ001807	ENSLOCP00000012493
SINLEJ015784	ENSLOCP00000012497
SINLEJ009851	ENSLOCP00000012498
SINLEJ008842	ENSLOCP00000012501
SINLEJ001557	ENSLOCP00000012502
SINLEJ600328	ENSLOCP00000012506
SINLEJ012283	ENSLOCP00000012507
SINLEJ011816	ENSLOCP00000012508
SINLEJ011813	ENSLOCP00000012508
SINLEJ008117	ENSLOCP00000012510
SINLEJ005188	ENSLOCP00000012519
SINLEJ016844	ENSLOCP00000012519
SINLEJ007344	ENSLOCP00000012521
SINLEJ600309	ENSLOCP00000012523
SINLEJ017320	ENSLOCP00000012524
SINLEJ007889	ENSLOCP00000012524
SINLEJ004745	ENSLOCP00000012525
SINLEJ004746	ENSLOCP00000012525
SINLEJ011823	ENSLOCP00000012526
SINLEJ010603	ENSLOCP00000012528
SINLEJ012475	ENSLOCP00000012529
SINLEJ017033	ENSLOCP00000012529
SINLEJ001036	ENSLOCP00000012530
SINLEJ001533	ENSLOCP00000012531
SINLEJ001532	ENSLOCP00000012531
SINLEJ010105	ENSLOCP00000012533
SINLEJ003335	ENSLOCP00000012534
SINLEJ005811	ENSLOCP00000012537
SINLEJ005812	ENSLOCP00000012537
SINLEJ018421	ENSLOCP00000012539
SINLEJ012635	ENSLOCP00000012540
SINLEJ012639	ENSLOCP00000012540
SINLEJ004748	ENSLOCP00000012541
SINLEJ005815	ENSLOCP00000012543
SINLEJ015131	ENSLOCP00000012544
SINLEJ004443	ENSLOCP00000012544
SINLEJ002811	ENSLOCP00000012551
SINLEJ009582	ENSLOCP00000012553
SINLEJ011256	ENSLOCP00000012555
SINLEJ008473	ENSLOCP00000012556
SINLEJ011356	ENSLOCP00000012560
SINLEJ012285	ENSLOCP00000012560
SINLEJ006233	ENSLOCP00000012561
SINLEJ005401	ENSLOCP00000012561
SINLEJ004440	ENSLOCP00000012562
SINLEJ010093	ENSLOCP00000012563
SINLEJ003289	ENSLOCP00000012566
SINLEJ600198	ENSLOCP00000012566
SINLEJ013691	ENSLOCP00000012567
SINLEJ013692	ENSLOCP00000012567
SINLEJ003405	ENSLOCP00000012569
SINLEJ011263	ENSLOCP00000012574
SINLEJ011269	ENSLOCP00000012574
SINLEJ000807	ENSLOCP00000012576
SINLEJ003291	ENSLOCP00000012578
SINLEJ005768	ENSLOCP00000012580
SINLEJ005767	ENSLOCP00000012580
SINLEJ011369	ENSLOCP00000012581
SINLEJ003420	ENSLOCP00000012583
SINLEJ007036	ENSLOCP00000012584
SINLEJ007037	ENSLOCP00000012584
SINLEJ003369	ENSLOCP00000012590
SINLEJ004660	ENSLOCP00000012590
SINLEJ010136	ENSLOCP00000012591
SINLEJ010134	ENSLOCP00000012591
SINLEJ004437	ENSLOCP00000012593
SINLEJ004439	ENSLOCP00000012593
SINLEJ017243	ENSLOCP00000012594
SINLEJ017244	ENSLOCP00000012594
SINLEJ009858	ENSLOCP00000012595
SINLEJ010094	ENSLOCP00000012596
SINLEJ015799	ENSLOCP00000012596
SINLEJ008839	ENSLOCP00000012603
SINLEJ015184	ENSLOCP00000012603
SINLEJ012645	ENSLOCP00000012605
SINLEJ001294	ENSLOCP00000012605
SINLEJ018996	ENSLOCP00000012612
SINLEJ017811	ENSLOCP00000012612
SINLEJ012408	ENSLOCP00000012613
SINLEJ012409	ENSLOCP00000012613
SINLEJ000913	ENSLOCP00000012614
SINLEJ000911	ENSLOCP00000012614
SINLEJ003527	ENSLOCP00000012615
SINLEJ600106	ENSLOCP00000012619
SINLEJ600105	ENSLOCP00000012619
SINLEJ012941	ENSLOCP00000012620
SINLEJ004341	ENSLOCP00000012621
SINLEJ003390	ENSLOCP00000012622
SINLEJ001817	ENSLOCP00000012625
SINLEJ005094	ENSLOCP00000012625
SINLEJ014963	ENSLOCP00000012633
SINLEJ012335	ENSLOCP00000012638
SINLEJ012939	ENSLOCP00000012640
SINLEJ012940	ENSLOCP00000012640
SINLEJ004342	ENSLOCP00000012642
SINLEJ003150	ENSLOCP00000012643
SINLEJ005643	ENSLOCP00000012644
SINLEJ016447	ENSLOCP00000012644
SINLEJ004424	ENSLOCP00000012648
SINLEJ010691	ENSLOCP00000012649
SINLEJ015439	ENSLOCP00000012649
SINLEJ005645	ENSLOCP00000012650
SINLEJ006219	ENSLOCP00000012651
SINLEJ009516	ENSLOCP00000012653
SINLEJ012375	ENSLOCP00000012653
SINLEJ012392	ENSLOCP00000012656
SINLEJ012936	ENSLOCP00000012661
SINLEJ004584	ENSLOCP00000012662
SINLEJ012393	ENSLOCP00000012665
SINLEJ012394	ENSLOCP00000012665
SINLEJ011924	ENSLOCP00000012666
SINLEJ013334	ENSLOCP00000012667
SINLEJ013335	ENSLOCP00000012667
SINLEJ008730	ENSLOCP00000012670
SINLEJ011220	ENSLOCP00000012670
SINLEJ003155	ENSLOCP00000012671
SINLEJ003153	ENSLOCP00000012671
SINLEJ001823	ENSLOCP00000012677
SINLEJ600120	ENSLOCP00000012678
SINLEJ010578	ENSLOCP00000012678
SINLEJ009414	ENSLOCP00000012679
SINLEJ019010	ENSLOCP00000012679
SINLEJ013098	ENSLOCP00000012680
SINLEJ013435	ENSLOCP00000012682
SINLEJ009415	ENSLOCP00000012685
SINLEJ001027	ENSLOCP00000012686
SINLEJ007416	ENSLOCP00000012687
SINLEJ004656	ENSLOCP00000012690
SINLEJ005641	ENSLOCP00000012693
SINLEJ600352	ENSLOCP00000012702
SINLEJ600102	ENSLOCP00000012702
SINLEJ012253	ENSLOCP00000012703
SINLEJ007363	ENSLOCP00000012703
SINLEJ011795	ENSLOCP00000012704
SINLEJ019037	ENSLOCP00000012704
SINLEJ009279	ENSLOCP00000012707
SINLEJ009839	ENSLOCP00000012709
SINLEJ000773	ENSLOCP00000012712
SINLEJ000652	ENSLOCP00000012712
SINLEJ009402	ENSLOCP00000012716
SINLEJ013976	ENSLOCP00000012720
SINLEJ005912	ENSLOCP00000012721
SINLEJ008979	ENSLOCP00000012724
SINLEJ008980	ENSLOCP00000012724
SINLEJ003850	ENSLOCP00000012730
SINLEJ017401	ENSLOCP00000012732
SINLEJ017402	ENSLOCP00000012732
SINLEJ012254	ENSLOCP00000012733
SINLEJ600293	ENSLOCP00000012734
SINLEJ013823	ENSLOCP00000012734
SINLEJ600119	ENSLOCP00000012737
SINLEJ016599	ENSLOCP00000012738
SINLEJ006320	ENSLOCP00000012743
SINLEJ006933	ENSLOCP00000012744
SINLEJ004244	ENSLOCP00000012745
SINLEJ012019	ENSLOCP00000012745
SINLEJ007358	ENSLOCP00000012746
SINLEJ007359	ENSLOCP00000012746
SINLEJ014858	ENSLOCP00000012748
SINLEJ014906	ENSLOCP00000012748
SINLEJ600118	ENSLOCP00000012749
SINLEJ013304	ENSLOCP00000012752
SINLEJ017521	ENSLOCP00000012752
SINLEJ006261	ENSLOCP00000012753
SINLEJ005637	ENSLOCP00000012754
SINLEJ011191	ENSLOCP00000012756
SINLEJ008805	ENSLOCP00000012756
SINLEJ003525	ENSLOCP00000012759
SINLEJ003406	ENSLOCP00000012760
SINLEJ004801	ENSLOCP00000012760
SINLEJ014816	ENSLOCP00000012762
SINLEJ007496	ENSLOCP00000012764
SINLEJ007360	ENSLOCP00000012768
SINLEJ012096	ENSLOCP00000012768
SINLEJ017537	ENSLOCP00000012772
SINLEJ017538	ENSLOCP00000012772
SINLEJ006260	ENSLOCP00000012777
SINLEJ000751	ENSLOCP00000012778
SINLEJ000748	ENSLOCP00000012778
SINLEJ001205	ENSLOCP00000012782
SINLEJ016769	ENSLOCP00000012782
SINLEJ015316	ENSLOCP00000012783
SINLEJ008803	ENSLOCP00000012784
SINLEJ014818	ENSLOCP00000012787
SINLEJ014817	ENSLOCP00000012787
SINLEJ017150	ENSLOCP00000012788
SINLEJ018747	ENSLOCP00000012793
SINLEJ018725	ENSLOCP00000012793
SINLEJ000622	ENSLOCP00000012794
SINLEJ003910	ENSLOCP00000012794
SINLEJ600016	ENSLOCP00000012795
SINLEJ004741	ENSLOCP00000012795
SINLEJ004241	ENSLOCP00000012796
SINLEJ004242	ENSLOCP00000012796
SINLEJ001636	ENSLOCP00000012797
SINLEJ600461	ENSLOCP00000012797
SINLEJ011482	ENSLOCP00000012799
SINLEJ007357	ENSLOCP00000012799
SINLEJ000848	ENSLOCP00000012802
SINLEJ013294	ENSLOCP00000012804
SINLEJ001675	ENSLOCP00000012806
SINLEJ003019	ENSLOCP00000012807
SINLEJ011796	ENSLOCP00000012808
SINLEJ014188	ENSLOCP00000012810
SINLEJ001721	ENSLOCP00000012811
SINLEJ600117	ENSLOCP00000012813
SINLEJ019395	ENSLOCP00000012814
SINLEJ013603	ENSLOCP00000012820
SINLEJ001985	ENSLOCP00000012829
SINLEJ005771	ENSLOCP00000012831
SINLEJ014381	ENSLOCP00000012831
SINLEJ013562	ENSLOCP00000012832
SINLEJ001223	ENSLOCP00000012836
SINLEJ600467	ENSLOCP00000012836
SINLEJ007930	ENSLOCP00000012837
SINLEJ012880	ENSLOCP00000012838
SINLEJ003540	ENSLOCP00000012839
SINLEJ019017	ENSLOCP00000012840
SINLEJ004784	ENSLOCP00000012840
SINLEJ005766	ENSLOCP00000012843
SINLEJ014389	ENSLOCP00000012843
SINLEJ012961	ENSLOCP00000012844
SINLEJ012960	ENSLOCP00000012844
SINLEJ010158	ENSLOCP00000012845
SINLEJ007262	ENSLOCP00000012845
SINLEJ600470	ENSLOCP00000012848
SINLEJ004615	ENSLOCP00000012849
SINLEJ006389	ENSLOCP00000012851
SINLEJ015777	ENSLOCP00000012852
SINLEJ007473	ENSLOCP00000012853
SINLEJ008118	ENSLOCP00000012853
SINLEJ600140	ENSLOCP00000012854
SINLEJ001695	ENSLOCP00000012856
SINLEJ012094	ENSLOCP00000012857
SINLEJ012128	ENSLOCP00000012859
SINLEJ012129	ENSLOCP00000012859
SINLEJ004655	ENSLOCP00000012869
SINLEJ006218	ENSLOCP00000012870
SINLEJ000849	ENSLOCP00000012871
SINLEJ003955	ENSLOCP00000012872
SINLEJ004845	ENSLOCP00000012873
SINLEJ005930	ENSLOCP00000012873
SINLEJ005816	ENSLOCP00000012876
SINLEJ013758	ENSLOCP00000012877
SINLEJ012344	ENSLOCP00000012877
SINLEJ012346	ENSLOCP00000012886
SINLEJ001982	ENSLOCP00000012890
SINLEJ001984	ENSLOCP00000012890
SINLEJ005691	ENSLOCP00000012892
SINLEJ006292	ENSLOCP00000012900
SINLEJ018340	ENSLOCP00000012900
SINLEJ017692	ENSLOCP00000012901
SINLEJ017691	ENSLOCP00000012901
SINLEJ005063	ENSLOCP00000012904
SINLEJ600204	ENSLOCP00000012905
SINLEJ003458	ENSLOCP00000012905
SINLEJ600481	ENSLOCP00000012907
SINLEJ010035	ENSLOCP00000012908
SINLEJ009555	ENSLOCP00000012909
SINLEJ018617	ENSLOCP00000012911
SINLEJ000351	ENSLOCP00000012912
SINLEJ009996	ENSLOCP00000012914
SINLEJ001227	ENSLOCP00000012916
SINLEJ003340	ENSLOCP00000012916
SINLEJ018458	ENSLOCP00000012917
SINLEJ006386	ENSLOCP00000012917
SINLEJ019242	ENSLOCP00000012920
SINLEJ008128	ENSLOCP00000012920
SINLEJ017270	ENSLOCP00000012922
SINLEJ000694	ENSLOCP00000012922
SINLEJ012316	ENSLOCP00000012923
SINLEJ001672	ENSLOCP00000012925
SINLEJ001673	ENSLOCP00000012925
SINLEJ012434	ENSLOCP00000012927
SINLEJ003337	ENSLOCP00000012928
SINLEJ003338	ENSLOCP00000012928
SINLEJ013317	ENSLOCP00000012929
SINLEJ016864	ENSLOCP00000012931
SINLEJ017268	ENSLOCP00000012934
SINLEJ017315	ENSLOCP00000012935
SINLEJ017316	ENSLOCP00000012935
SINLEJ600450	ENSLOCP00000012939
SINLEJ600449	ENSLOCP00000012939
SINLEJ013542	ENSLOCP00000012942
SINLEJ004988	ENSLOCP00000012944
SINLEJ012323	ENSLOCP00000012945
SINLEJ012322	ENSLOCP00000012945
SINLEJ016994	ENSLOCP00000012947
SINLEJ005848	ENSLOCP00000012947
SINLEJ003336	ENSLOCP00000012949
SINLEJ013903	ENSLOCP00000012949
SINLEJ013466	ENSLOCP00000012950
SINLEJ013465	ENSLOCP00000012950
SINLEJ004752	ENSLOCP00000012953
