ENSLOCP00000000004	SINCAM011582
ENSLOCP00000010608	SINCAM015912
ENSLOCP00000010609	SINCAM920659
ENSLOCP00000010610	SINCAM009170
ENSLOCP00000010614	SINCAM004903
ENSLOCP00000010616	SINCAM005441
ENSLOCP00000010617	SINCAM006652
ENSLOCP00000010618	SINCAM004733
ENSLOCP00000010620	SINCAM004741
ENSLOCP00000010621	SINCAM002787
ENSLOCP00000010622	SINCAM002000
ENSLOCP00000010623	SINCAM014891
ENSLOCP00000010624	SINCAM007257
ENSLOCP00000010625	SINCAM923026
ENSLOCP00000010627	SINCAM900253
ENSLOCP00000010628	SINCAM008053
ENSLOCP00000010629	SINCAM009171
ENSLOCP00000010632	SINCAM006651
ENSLOCP00000010635	SINCAM011220
ENSLOCP00000010636	SINCAM005442
ENSLOCP00000010637	SINCAM004742
ENSLOCP00000010640	SINCAM004902
ENSLOCP00000010641	SINCAM900254
ENSLOCP00000010644	SINCAM007256
ENSLOCP00000010646	SINCAM002001
ENSLOCP00000010648	SINCAM005983
ENSLOCP00000010649	SINCAM006650
ENSLOCP00000010652	SINCAM014616
ENSLOCP00000010653	SINCAM004743
ENSLOCP00000010655	SINCAM000224
ENSLOCP00000010656	SINCAM011161
ENSLOCP00000010658	SINCAM010883
ENSLOCP00000010660	SINCAM016402
ENSLOCP00000010661	SINCAM006649
ENSLOCP00000010662	SINCAM007255
ENSLOCP00000010663	SINCAM004901
ENSLOCP00000010664	SINCAM002002
ENSLOCP00000010665	SINCAM015293
ENSLOCP00000010666	SINCAM900255
ENSLOCP00000010667	SINCAM005443
ENSLOCP00000010668	SINCAM004744
ENSLOCP00000010669	SINCAM000223
ENSLOCP00000010671	SINCAM013802
ENSLOCP00000010672	SINCAM008511
ENSLOCP00000010673	SINCAM014707
ENSLOCP00000010675	SINCAM004745
ENSLOCP00000010676	SINCAM002003
ENSLOCP00000010677	SINCAM006648
ENSLOCP00000010678	SINCAM900256
ENSLOCP00000010681	SINCAM921851
ENSLOCP00000010682	SINCAM004900
ENSLOCP00000010684	SINCAM007252
ENSLOCP00000010686	SINCAM008477
ENSLOCP00000010689	SINCAM004746
ENSLOCP00000010691	SINCAM006646
ENSLOCP00000010693	SINCAM002005
ENSLOCP00000010696	SINCAM004899
ENSLOCP00000010697	SINCAM920923
ENSLOCP00000010698	SINCAM007251
ENSLOCP00000010699	SINCAM000222
ENSLOCP00000010700	SINCAM008478
ENSLOCP00000010701	SINCAM009173
ENSLOCP00000010702	SINCAM004747
ENSLOCP00000010703	SINCAM014447
ENSLOCP00000010704	SINCAM920588
ENSLOCP00000010705	SINCAM006645
ENSLOCP00000010707	SINCAM002006
ENSLOCP00000010708	SINCAM004898
ENSLOCP00000010709	SINCAM005041
ENSLOCP00000010710	SINCAM011163
ENSLOCP00000010712	SINCAM008479
ENSLOCP00000010713	SINCAM009174
ENSLOCP00000010714	SINCAM007249
ENSLOCP00000010716	SINCAM014446
ENSLOCP00000010717	SINCAM000221
ENSLOCP00000010718	SINCAM004897
ENSLOCP00000010719	SINCAM002726
ENSLOCP00000010720	SINCAM006644
ENSLOCP00000010721	SINCAM011164
ENSLOCP00000010722	SINCAM012268
ENSLOCP00000010723	SINCAM005039
ENSLOCP00000010724	SINCAM008480
ENSLOCP00000010726	SINCAM000220
ENSLOCP00000010729	SINCAM002007
ENSLOCP00000010730	SINCAM011166
ENSLOCP00000010731	SINCAM004748
ENSLOCP00000010732	SINCAM007059
ENSLOCP00000010733	SINCAM921705
ENSLOCP00000010734	SINCAM001085
ENSLOCP00000010735	SINCAM000219
ENSLOCP00000010738	SINCAM008481
ENSLOCP00000010741	SINCAM004749
ENSLOCP00000010742	SINCAM004896
ENSLOCP00000010743	SINCAM011203
ENSLOCP00000010744	SINCAM007069
ENSLOCP00000010745	SINCAM014552
ENSLOCP00000010746	SINCAM009175
ENSLOCP00000010748	SINCAM000218
ENSLOCP00000010749	SINCAM002009
ENSLOCP00000010750	SINCAM921390
ENSLOCP00000010751	SINCAM920839
ENSLOCP00000010753	SINCAM006642
ENSLOCP00000010754	SINCAM004750
ENSLOCP00000010757	SINCAM001086
ENSLOCP00000010759	SINCAM000217
ENSLOCP00000010760	SINCAM011413
ENSLOCP00000010761	SINCAM002010
ENSLOCP00000010763	SINCAM004895
ENSLOCP00000010766	SINCAM001087
ENSLOCP00000010767	SINCAM000216
ENSLOCP00000010768	SINCAM014502
ENSLOCP00000010769	SINCAM922447
ENSLOCP00000010771	SINCAM921391
ENSLOCP00000010772	SINCAM004444
ENSLOCP00000010773	SINCAM921554
ENSLOCP00000010774	SINCAM007068
ENSLOCP00000010776	SINCAM001089
ENSLOCP00000010779	SINCAM002707
ENSLOCP00000010780	SINCAM000212
ENSLOCP00000010781	SINCAM011414
ENSLOCP00000010782	SINCAM008485
ENSLOCP00000010783	SINCAM002011
ENSLOCP00000010784	SINCAM920838
ENSLOCP00000010786	SINCAM921392
ENSLOCP00000010787	SINCAM004443
ENSLOCP00000010788	SINCAM006836
ENSLOCP00000010793	SINCAM920727
ENSLOCP00000010794	SINCAM000214
ENSLOCP00000010796	SINCAM005037
ENSLOCP00000010797	SINCAM921555
ENSLOCP00000010802	SINCAM016611
ENSLOCP00000010806	SINCAM001090
ENSLOCP00000010808	SINCAM000215
ENSLOCP00000010809	SINCAM002708
ENSLOCP00000010811	SINCAM002013
ENSLOCP00000010812	SINCAM004463
ENSLOCP00000010813	SINCAM005036
ENSLOCP00000010815	SINCAM006835
ENSLOCP00000010816	SINCAM921556
ENSLOCP00000010817	SINCAM001091
ENSLOCP00000010821	SINCAM011415
ENSLOCP00000010823	SINCAM009179
ENSLOCP00000010825	SINCAM004297
ENSLOCP00000010826	SINCAM002709
ENSLOCP00000010831	SINCAM000211
ENSLOCP00000010832	SINCAM011416
ENSLOCP00000010834	SINCAM006454
ENSLOCP00000010835	SINCAM008486
ENSLOCP00000010836	SINCAM004459
ENSLOCP00000010841	SINCAM014272
ENSLOCP00000010842	SINCAM005035
ENSLOCP00000010844	SINCAM001093
ENSLOCP00000010846	SINCAM921916
ENSLOCP00000010847	SINCAM921558
ENSLOCP00000010849	SINCAM002014
ENSLOCP00000010850	SINCAM921316
ENSLOCP00000010853	SINCAM004298
ENSLOCP00000010854	SINCAM008487
ENSLOCP00000010856	SINCAM000210
ENSLOCP00000010858	SINCAM002711
ENSLOCP00000010859	SINCAM009551
ENSLOCP00000010860	SINCAM001835
ENSLOCP00000010861	SINCAM001094
ENSLOCP00000010863	SINCAM005032
ENSLOCP00000010864	SINCAM921537
ENSLOCP00000010866	SINCAM004848
ENSLOCP00000010867	SINCAM000209
ENSLOCP00000010868	SINCAM921803
ENSLOCP00000010871	SINCAM001836
ENSLOCP00000010872	SINCAM016691
ENSLOCP00000010873	SINCAM012785
ENSLOCP00000010874	SINCAM011417
ENSLOCP00000010875	SINCAM005031
ENSLOCP00000010876	SINCAM006279
ENSLOCP00000010884	SINCAM001096
ENSLOCP00000010885	SINCAM002796
ENSLOCP00000010889	SINCAM000207
ENSLOCP00000010892	SINCAM009008
ENSLOCP00000010893	SINCAM006833
ENSLOCP00000010896	SINCAM011270
ENSLOCP00000010897	SINCAM001098
ENSLOCP00000010899	SINCAM004458
ENSLOCP00000010900	SINCAM009198
ENSLOCP00000010901	SINCAM004849
ENSLOCP00000010902	SINCAM006277
ENSLOCP00000010903	SINCAM014531
ENSLOCP00000010906	SINCAM008488
ENSLOCP00000010907	SINCAM001840
ENSLOCP00000010909	SINCAM009197
ENSLOCP00000010912	SINCAM000205
ENSLOCP00000010913	SINCAM006832
ENSLOCP00000010915	SINCAM002723
ENSLOCP00000010916	SINCAM005028
ENSLOCP00000010918	SINCAM011266
ENSLOCP00000010921	SINCAM921538
ENSLOCP00000010922	SINCAM004067
ENSLOCP00000010923	SINCAM006831
ENSLOCP00000010928	SINCAM014686
ENSLOCP00000010931	SINCAM011265
ENSLOCP00000010934	SINCAM006830
ENSLOCP00000010935	SINCAM004118
ENSLOCP00000010938	SINCAM002718
ENSLOCP00000010939	SINCAM004427
ENSLOCP00000010940	SINCAM000314
ENSLOCP00000010941	SINCAM008490
ENSLOCP00000010942	SINCAM001099
ENSLOCP00000010946	SINCAM921802
ENSLOCP00000010947	SINCAM011263
ENSLOCP00000010950	SINCAM008491
ENSLOCP00000010951	SINCAM004117
ENSLOCP00000010954	SINCAM001100
ENSLOCP00000010956	SINCAM011281
ENSLOCP00000010958	SINCAM014699
ENSLOCP00000010959	SINCAM009403
ENSLOCP00000010960	SINCAM922962
ENSLOCP00000010961	SINCAM000313
ENSLOCP00000010962	SINCAM001102
ENSLOCP00000010964	SINCAM008492
ENSLOCP00000010968	SINCAM922007
ENSLOCP00000010970	SINCAM006274
ENSLOCP00000010971	SINCAM921345
ENSLOCP00000010972	SINCAM002481
ENSLOCP00000010974	SINCAM008493
ENSLOCP00000010975	SINCAM001103
ENSLOCP00000010982	SINCAM009402
ENSLOCP00000010983	SINCAM006829
ENSLOCP00000010984	SINCAM011071
ENSLOCP00000010986	SINCAM004426
ENSLOCP00000010987	SINCAM001104
ENSLOCP00000010988	SINCAM008494
ENSLOCP00000010989	SINCAM002482
ENSLOCP00000010990	SINCAM004606
ENSLOCP00000010992	SINCAM000312
ENSLOCP00000010994	SINCAM006827
ENSLOCP00000010995	SINCAM016090
ENSLOCP00000010998	SINCAM004425
ENSLOCP00000011002	SINCAM002293
ENSLOCP00000011003	SINCAM006505
ENSLOCP00000011004	SINCAM006825
ENSLOCP00000011007	SINCAM004607
ENSLOCP00000011008	SINCAM011108
ENSLOCP00000011009	SINCAM921943
ENSLOCP00000011013	SINCAM001105
ENSLOCP00000011014	SINCAM006511
ENSLOCP00000011015	SINCAM002294
ENSLOCP00000011016	SINCAM004423
ENSLOCP00000011017	SINCAM008495
ENSLOCP00000011023	SINCAM006824
ENSLOCP00000011025	SINCAM920855
ENSLOCP00000011026	SINCAM004609
ENSLOCP00000011027	SINCAM000311
ENSLOCP00000011028	SINCAM002776
ENSLOCP00000011030	SINCAM009368
ENSLOCP00000011031	SINCAM001858
ENSLOCP00000011032	SINCAM004422
ENSLOCP00000011033	SINCAM006510
ENSLOCP00000011034	SINCAM016974
ENSLOCP00000011035	SINCAM001131
ENSLOCP00000011038	SINCAM920856
ENSLOCP00000011039	SINCAM002775
ENSLOCP00000011040	SINCAM006823
ENSLOCP00000011043	SINCAM004421
ENSLOCP00000011045	SINCAM001861
ENSLOCP00000011046	SINCAM001130
ENSLOCP00000011049	SINCAM000310
ENSLOCP00000011050	SINCAM006822
ENSLOCP00000011051	SINCAM011113
ENSLOCP00000011055	SINCAM001129
ENSLOCP00000011056	SINCAM006484
ENSLOCP00000011059	SINCAM004611
ENSLOCP00000011060	SINCAM002774
ENSLOCP00000011064	SINCAM004417
ENSLOCP00000011066	SINCAM006821
ENSLOCP00000011068	SINCAM008497
ENSLOCP00000011069	SINCAM013754
ENSLOCP00000011070	SINCAM001126
ENSLOCP00000011071	SINCAM922976
ENSLOCP00000011072	SINCAM000308
ENSLOCP00000011077	SINCAM001929
ENSLOCP00000011082	SINCAM005170
ENSLOCP00000011083	SINCAM001136
ENSLOCP00000011084	SINCAM002309
ENSLOCP00000011085	SINCAM007292
ENSLOCP00000011087	SINCAM921568
ENSLOCP00000011088	SINCAM008305
ENSLOCP00000011089	SINCAM921945
ENSLOCP00000011090	SINCAM004612
ENSLOCP00000011091	SINCAM001125
ENSLOCP00000011092	SINCAM002310
ENSLOCP00000011093	SINCAM014556
ENSLOCP00000011094	SINCAM015999
ENSLOCP00000011096	SINCAM004416
ENSLOCP00000011097	SINCAM000307
ENSLOCP00000011098	SINCAM007293
ENSLOCP00000011100	SINCAM005130
ENSLOCP00000011102	SINCAM009413
ENSLOCP00000011104	SINCAM920766
ENSLOCP00000011105	SINCAM006482
ENSLOCP00000011108	SINCAM001124
ENSLOCP00000011115	SINCAM920767
ENSLOCP00000011120	SINCAM006406
ENSLOCP00000011122	SINCAM005427
ENSLOCP00000011123	SINCAM920591
ENSLOCP00000011124	SINCAM001512
ENSLOCP00000011126	SINCAM921811
ENSLOCP00000011127	SINCAM003136
ENSLOCP00000011128	SINCAM000306
ENSLOCP00000011130	SINCAM009412
ENSLOCP00000011134	SINCAM010077
ENSLOCP00000011135	SINCAM001121
ENSLOCP00000011139	SINCAM000305
ENSLOCP00000011141	SINCAM922306
ENSLOCP00000011145	SINCAM921812
ENSLOCP00000011146	SINCAM009435
ENSLOCP00000011147	SINCAM000027
ENSLOCP00000011148	SINCAM004531
ENSLOCP00000011149	SINCAM008307
ENSLOCP00000011150	SINCAM002312
ENSLOCP00000011152	SINCAM001119
ENSLOCP00000011153	SINCAM010078
ENSLOCP00000011154	SINCAM001507
ENSLOCP00000011155	SINCAM006913
ENSLOCP00000011156	SINCAM005164
ENSLOCP00000011158	SINCAM009467
ENSLOCP00000011159	SINCAM004535
ENSLOCP00000011160	SINCAM001118
ENSLOCP00000011161	SINCAM000436
ENSLOCP00000011163	SINCAM008308
ENSLOCP00000011166	SINCAM004415
ENSLOCP00000011169	SINCAM010080
ENSLOCP00000011173	SINCAM000025
ENSLOCP00000011174	SINCAM006915
ENSLOCP00000011175	SINCAM001511
ENSLOCP00000011177	SINCAM008309
ENSLOCP00000011178	SINCAM001117
ENSLOCP00000011179	SINCAM010081
ENSLOCP00000011180	SINCAM004536
ENSLOCP00000011181	SINCAM920768
ENSLOCP00000011183	SINCAM006266
ENSLOCP00000011186	SINCAM009461
ENSLOCP00000011188	SINCAM001020
ENSLOCP00000011190	SINCAM010082
ENSLOCP00000011191	SINCAM920769
ENSLOCP00000011192	SINCAM004071
ENSLOCP00000011194	SINCAM005161
ENSLOCP00000011195	SINCAM014314
ENSLOCP00000011196	SINCAM920655
ENSLOCP00000011197	SINCAM010083
ENSLOCP00000011198	SINCAM008310
ENSLOCP00000011201	SINCAM006264
ENSLOCP00000011202	SINCAM002314
ENSLOCP00000011203	SINCAM001021
ENSLOCP00000011204	SINCAM005160
ENSLOCP00000011205	SINCAM004335
ENSLOCP00000011206	SINCAM010085
ENSLOCP00000011207	SINCAM009462
ENSLOCP00000011208	SINCAM900240
ENSLOCP00000011209	SINCAM002671
ENSLOCP00000011211	SINCAM008311
ENSLOCP00000011215	SINCAM004135
ENSLOCP00000011218	SINCAM922992
ENSLOCP00000011219	SINCAM002315
ENSLOCP00000011220	SINCAM005159
ENSLOCP00000011221	SINCAM008312
ENSLOCP00000011223	SINCAM006916
ENSLOCP00000011224	SINCAM009464
ENSLOCP00000011225	SINCAM010093
ENSLOCP00000011228	SINCAM006262
ENSLOCP00000011230	SINCAM002316
ENSLOCP00000011232	SINCAM001022
ENSLOCP00000011233	SINCAM000022
ENSLOCP00000011234	SINCAM005158
ENSLOCP00000011235	SINCAM010142
ENSLOCP00000011237	SINCAM004300
ENSLOCP00000011238	SINCAM921659
ENSLOCP00000011240	SINCAM001480
ENSLOCP00000011242	SINCAM002317
ENSLOCP00000011243	SINCAM921942
ENSLOCP00000011248	SINCAM921246
ENSLOCP00000011251	SINCAM016374
ENSLOCP00000011252	SINCAM008315
ENSLOCP00000011254	SINCAM921814
ENSLOCP00000011255	SINCAM002319
ENSLOCP00000011256	SINCAM010143
ENSLOCP00000011257	SINCAM001023
ENSLOCP00000011259	SINCAM001482
ENSLOCP00000011260	SINCAM004296
ENSLOCP00000011261	SINCAM002320
ENSLOCP00000011262	SINCAM921661
ENSLOCP00000011265	SINCAM005181
ENSLOCP00000011266	SINCAM921245
ENSLOCP00000011268	SINCAM921813
ENSLOCP00000011269	SINCAM001024
ENSLOCP00000011270	SINCAM008316
ENSLOCP00000011271	SINCAM002322
ENSLOCP00000011273	SINCAM000024
ENSLOCP00000011275	SINCAM006268
ENSLOCP00000011277	SINCAM009351
ENSLOCP00000011278	SINCAM001484
ENSLOCP00000011279	SINCAM010152
ENSLOCP00000011281	SINCAM922302
ENSLOCP00000011284	SINCAM002325
ENSLOCP00000011285	SINCAM004847
ENSLOCP00000011286	SINCAM006269
ENSLOCP00000011287	SINCAM005179
ENSLOCP00000011288	SINCAM010149
ENSLOCP00000011290	SINCAM008322
ENSLOCP00000011291	SINCAM004294
ENSLOCP00000011292	SINCAM921835
ENSLOCP00000011293	SINCAM002326
ENSLOCP00000011294	SINCAM004203
ENSLOCP00000011297	SINCAM010148
ENSLOCP00000011298	SINCAM001026
ENSLOCP00000011300	SINCAM004293
ENSLOCP00000011301	SINCAM008323
ENSLOCP00000011302	SINCAM002327
ENSLOCP00000011304	SINCAM921834
ENSLOCP00000011305	SINCAM921264
ENSLOCP00000011306	SINCAM006270
ENSLOCP00000011308	SINCAM005137
ENSLOCP00000011310	SINCAM010147
ENSLOCP00000011313	SINCAM008324
ENSLOCP00000011314	SINCAM006271
ENSLOCP00000011315	SINCAM004292
ENSLOCP00000011317	SINCAM002328
ENSLOCP00000011320	SINCAM921833
ENSLOCP00000011321	SINCAM016455
ENSLOCP00000011322	SINCAM000776
ENSLOCP00000011323	SINCAM001027
ENSLOCP00000011324	SINCAM004285
ENSLOCP00000011327	SINCAM010146
ENSLOCP00000011328	SINCAM006910
ENSLOCP00000011331	SINCAM009354
ENSLOCP00000011337	SINCAM006275
ENSLOCP00000011338	SINCAM010144
ENSLOCP00000011340	SINCAM008325
ENSLOCP00000011341	SINCAM004205
ENSLOCP00000011342	SINCAM002330
ENSLOCP00000011344	SINCAM004277
ENSLOCP00000011345	SINCAM000775
ENSLOCP00000011347	SINCAM006276
ENSLOCP00000011349	SINCAM009434
ENSLOCP00000011350	SINCAM001029
ENSLOCP00000011352	SINCAM921293
ENSLOCP00000011353	SINCAM001762
ENSLOCP00000011354	SINCAM010153
ENSLOCP00000011355	SINCAM005009
ENSLOCP00000011358	SINCAM008327
ENSLOCP00000011363	SINCAM920680
ENSLOCP00000011364	SINCAM014064
ENSLOCP00000011365	SINCAM006909
ENSLOCP00000011367	SINCAM000746
ENSLOCP00000011368	SINCAM004299
ENSLOCP00000011370	SINCAM009382
ENSLOCP00000011373	SINCAM008328
ENSLOCP00000011374	SINCAM004276
ENSLOCP00000011377	SINCAM010004
ENSLOCP00000011379	SINCAM005007
ENSLOCP00000011380	SINCAM006952
ENSLOCP00000011381	SINCAM006273
ENSLOCP00000011384	SINCAM000773
ENSLOCP00000011386	SINCAM003258
ENSLOCP00000011387	SINCAM002518
ENSLOCP00000011389	SINCAM004453
ENSLOCP00000011391	SINCAM006999
ENSLOCP00000011394	SINCAM010003
ENSLOCP00000011397	SINCAM005006
ENSLOCP00000011399	SINCAM006998
ENSLOCP00000011400	SINCAM921664
ENSLOCP00000011401	SINCAM000975
ENSLOCP00000011402	SINCAM004546
ENSLOCP00000011406	SINCAM000774
ENSLOCP00000011408	SINCAM005005
ENSLOCP00000011409	SINCAM007693
ENSLOCP00000011414	SINCAM001693
ENSLOCP00000011415	SINCAM008330
ENSLOCP00000011416	SINCAM006499
ENSLOCP00000011417	SINCAM000725
ENSLOCP00000011418	SINCAM009147
ENSLOCP00000011419	SINCAM001692
ENSLOCP00000011420	SINCAM010098
ENSLOCP00000011423	SINCAM000972
ENSLOCP00000011424	SINCAM004455
ENSLOCP00000011426	SINCAM001691
ENSLOCP00000011427	SINCAM008331
ENSLOCP00000011428	SINCAM921912
ENSLOCP00000011429	SINCAM921571
ENSLOCP00000011430	SINCAM005004
ENSLOCP00000011431	SINCAM000726
ENSLOCP00000011434	SINCAM921439
ENSLOCP00000011435	SINCAM006904
ENSLOCP00000011436	SINCAM000971
ENSLOCP00000011437	SINCAM008299
ENSLOCP00000011438	SINCAM014041
ENSLOCP00000011440	SINCAM005003
ENSLOCP00000011443	SINCAM010162
ENSLOCP00000011445	SINCAM010097
ENSLOCP00000011447	SINCAM008298
ENSLOCP00000011450	SINCAM009148
ENSLOCP00000011451	SINCAM010161
ENSLOCP00000011452	SINCAM006507
ENSLOCP00000011453	SINCAM002789
ENSLOCP00000011454	SINCAM004162
ENSLOCP00000011455	SINCAM002307
ENSLOCP00000011456	SINCAM008297
ENSLOCP00000011460	SINCAM001513
ENSLOCP00000011461	SINCAM009150
ENSLOCP00000011462	SINCAM010096
ENSLOCP00000011466	SINCAM005002
ENSLOCP00000011468	SINCAM002367
ENSLOCP00000011469	SINCAM006508
ENSLOCP00000011471	SINCAM010094
ENSLOCP00000011472	SINCAM000970
ENSLOCP00000011473	SINCAM004161
ENSLOCP00000011477	SINCAM006968
ENSLOCP00000011478	SINCAM001342
ENSLOCP00000011480	SINCAM012429
ENSLOCP00000011481	SINCAM001516
ENSLOCP00000011485	SINCAM004163
ENSLOCP00000011487	SINCAM010075
ENSLOCP00000011488	SINCAM000969
ENSLOCP00000011489	SINCAM002366
ENSLOCP00000011490	SINCAM001517
ENSLOCP00000011491	SINCAM009152
ENSLOCP00000011493	SINCAM005510
ENSLOCP00000011494	SINCAM001338
ENSLOCP00000011495	SINCAM008293
ENSLOCP00000011497	SINCAM921903
ENSLOCP00000011498	SINCAM000968
ENSLOCP00000011499	SINCAM006971
ENSLOCP00000011502	SINCAM002364
ENSLOCP00000011503	SINCAM001518
ENSLOCP00000011507	SINCAM001352
ENSLOCP00000011508	SINCAM010073
ENSLOCP00000011510	SINCAM008446
ENSLOCP00000011511	SINCAM009111
ENSLOCP00000011515	SINCAM006297
ENSLOCP00000011517	SINCAM010072
ENSLOCP00000011519	SINCAM006972
ENSLOCP00000011520	SINCAM009116
ENSLOCP00000011521	SINCAM000967
ENSLOCP00000011522	SINCAM002391
ENSLOCP00000011526	SINCAM004164
ENSLOCP00000011529	SINCAM008292
ENSLOCP00000011531	SINCAM005509
ENSLOCP00000011533	SINCAM000964
ENSLOCP00000011534	SINCAM014351
ENSLOCP00000011535	SINCAM002392
ENSLOCP00000011536	SINCAM004165
ENSLOCP00000011538	SINCAM010070
ENSLOCP00000011539	SINCAM004111
ENSLOCP00000011540	SINCAM001353
ENSLOCP00000011542	SINCAM001485
ENSLOCP00000011543	SINCAM000963
ENSLOCP00000011546	SINCAM008290
ENSLOCP00000011547	SINCAM004168
ENSLOCP00000011549	SINCAM010069
ENSLOCP00000011553	SINCAM000962
ENSLOCP00000011554	SINCAM008289
ENSLOCP00000011557	SINCAM004169
ENSLOCP00000011558	SINCAM010068
ENSLOCP00000011559	SINCAM006296
ENSLOCP00000011565	SINCAM000961
ENSLOCP00000011566	SINCAM004170
ENSLOCP00000011571	SINCAM014464
ENSLOCP00000011572	SINCAM006906
ENSLOCP00000011573	SINCAM008288
ENSLOCP00000011576	SINCAM006295
ENSLOCP00000011580	SINCAM002396
ENSLOCP00000011581	SINCAM005120
ENSLOCP00000011582	SINCAM922397
ENSLOCP00000011583	SINCAM004171
ENSLOCP00000011587	SINCAM001452
ENSLOCP00000011588	SINCAM000960
ENSLOCP00000011590	SINCAM006294
ENSLOCP00000011596	SINCAM005385
ENSLOCP00000011597	SINCAM011457
ENSLOCP00000011599	SINCAM004172
ENSLOCP00000011602	SINCAM002399
ENSLOCP00000011604	SINCAM008286
ENSLOCP00000011605	SINCAM000958
ENSLOCP00000011607	SINCAM001460
ENSLOCP00000011608	SINCAM004113
ENSLOCP00000011609	SINCAM921931
ENSLOCP00000011612	SINCAM004173
ENSLOCP00000011614	SINCAM922285
ENSLOCP00000011617	SINCAM920555
ENSLOCP00000011619	SINCAM002400
ENSLOCP00000011622	SINCAM011456
ENSLOCP00000011624	SINCAM005384
ENSLOCP00000011625	SINCAM007061
ENSLOCP00000011626	SINCAM011531
ENSLOCP00000011627	SINCAM009287
ENSLOCP00000011630	SINCAM010179
ENSLOCP00000011632	SINCAM008285
ENSLOCP00000011633	SINCAM001527
ENSLOCP00000011635	SINCAM921557
ENSLOCP00000011636	SINCAM014738
ENSLOCP00000011637	SINCAM000957
ENSLOCP00000011641	SINCAM005057
ENSLOCP00000011642	SINCAM002401
ENSLOCP00000011648	SINCAM004175
ENSLOCP00000011649	SINCAM007062
ENSLOCP00000011651	SINCAM010120
ENSLOCP00000011652	SINCAM009290
ENSLOCP00000011653	SINCAM008284
ENSLOCP00000011654	SINCAM006455
ENSLOCP00000011658	SINCAM002757
ENSLOCP00000011659	SINCAM004176
ENSLOCP00000011662	SINCAM007063
ENSLOCP00000011663	SINCAM008283
ENSLOCP00000011664	SINCAM005056
ENSLOCP00000011665	SINCAM015379
ENSLOCP00000011666	SINCAM000954
ENSLOCP00000011667	SINCAM004115
ENSLOCP00000011670	SINCAM004177
ENSLOCP00000011671	SINCAM009292
ENSLOCP00000011675	SINCAM001526
ENSLOCP00000011677	SINCAM008282
ENSLOCP00000011678	SINCAM000953
ENSLOCP00000011679	SINCAM007064
ENSLOCP00000011683	SINCAM002760
ENSLOCP00000011685	SINCAM920554
ENSLOCP00000011686	SINCAM008280
ENSLOCP00000011687	SINCAM000259
ENSLOCP00000011688	SINCAM004178
ENSLOCP00000011689	SINCAM005055
ENSLOCP00000011690	SINCAM007065
ENSLOCP00000011691	SINCAM002820
ENSLOCP00000011693	SINCAM009293
ENSLOCP00000011695	SINCAM004180
ENSLOCP00000011696	SINCAM000059
ENSLOCP00000011701	SINCAM010132
ENSLOCP00000011702	SINCAM004187
ENSLOCP00000011703	SINCAM920553
ENSLOCP00000011704	SINCAM923013
ENSLOCP00000011709	SINCAM001070
ENSLOCP00000011710	SINCAM000058
ENSLOCP00000011713	SINCAM002764
ENSLOCP00000011714	SINCAM006851
ENSLOCP00000011716	SINCAM004684
ENSLOCP00000011718	SINCAM920432
ENSLOCP00000011720	SINCAM920584
ENSLOCP00000011721	SINCAM006458
ENSLOCP00000011725	SINCAM006852
ENSLOCP00000011726	SINCAM004683
ENSLOCP00000011727	SINCAM005054
ENSLOCP00000011728	SINCAM002763
ENSLOCP00000011730	SINCAM004048
ENSLOCP00000011731	SINCAM008279
ENSLOCP00000011732	SINCAM010127
ENSLOCP00000011733	SINCAM000807
ENSLOCP00000011736	SINCAM920583
ENSLOCP00000011737	SINCAM004682
ENSLOCP00000011738	SINCAM006459
ENSLOCP00000011741	SINCAM000806
ENSLOCP00000011742	SINCAM005053
ENSLOCP00000011743	SINCAM008278
ENSLOCP00000011744	SINCAM001525
ENSLOCP00000011745	SINCAM004049
ENSLOCP00000011746	SINCAM006853
ENSLOCP00000011747	SINCAM009294
ENSLOCP00000011749	SINCAM002761
ENSLOCP00000011751	SINCAM000805
ENSLOCP00000011752	SINCAM005052
ENSLOCP00000011753	SINCAM001524
ENSLOCP00000011756	SINCAM004681
ENSLOCP00000011758	SINCAM011115
ENSLOCP00000011761	SINCAM002819
ENSLOCP00000011764	SINCAM921929
ENSLOCP00000011765	SINCAM001068
ENSLOCP00000011766	SINCAM006460
ENSLOCP00000011769	SINCAM002818
ENSLOCP00000011771	SINCAM001523
ENSLOCP00000011772	SINCAM922833
ENSLOCP00000011773	SINCAM008277
ENSLOCP00000011774	SINCAM000649
ENSLOCP00000011775	SINCAM921274
ENSLOCP00000011776	SINCAM011114
ENSLOCP00000011777	SINCAM009284
ENSLOCP00000011779	SINCAM920693
ENSLOCP00000011780	SINCAM001067
ENSLOCP00000011781	SINCAM006300
ENSLOCP00000011782	SINCAM000481
ENSLOCP00000011783	SINCAM006856
ENSLOCP00000011785	SINCAM005386
ENSLOCP00000011786	SINCAM010176
ENSLOCP00000011787	SINCAM002444
ENSLOCP00000011788	SINCAM008276
ENSLOCP00000011790	SINCAM921270
ENSLOCP00000011791	SINCAM001521
ENSLOCP00000011792	SINCAM012244
ENSLOCP00000011793	SINCAM006857
ENSLOCP00000011794	SINCAM001066
ENSLOCP00000011795	SINCAM006301
ENSLOCP00000011796	SINCAM000479
ENSLOCP00000011797	SINCAM005387
ENSLOCP00000011799	SINCAM002443
ENSLOCP00000011802	SINCAM001520
ENSLOCP00000011803	SINCAM921928
