e_gw.1.149.1	PMZ_0010867-RA
estExt_fgenesh2_pg.C_4830028	PMZ_0043784-RA
estExt_fgenesh2_pg.C_4830028	PMZ_0048469-RA
estExt_fgenesh2_pg.C_4830032	PMZ_0028110-RA
estExt_fgenesh2_pg.C_4840025	PMZ_0027857-RA
estExt_fgenesh2_pg.C_4860021	PMZ_0002631-RA
estExt_fgenesh2_pg.C_4870025	PMZ_0037082-RA
estExt_fgenesh2_pg.C_4880015	PMZ_0040599-RA
estExt_fgenesh2_pg.C_4880015	PMZ_0046299-RA
estExt_fgenesh2_pg.C_4880015	PMZ_0033552-RA
estExt_fgenesh2_pg.C_4880015	PMZ_0030273-RA
estExt_fgenesh2_pg.C_4880016	PMZ_0014622-RA
estExt_fgenesh2_pg.C_4900008	PMZ_0043362-RA
estExt_fgenesh2_pg.C_4900024	PMZ_0045234-RA
estExt_fgenesh2_pg.C_4900024	PMZ_0006659-RA
estExt_fgenesh2_pg.C_4900024	PMZ_0030437-RA
estExt_fgenesh2_pg.C_4900024	PMZ_0035366-RA
estExt_fgenesh2_pg.C_490009	PMZ_0040691-RA
estExt_fgenesh2_pg.C_490009	PMZ_0026635-RA
estExt_fgenesh2_pg.C_490009	PMZ_0047016-RA
estExt_fgenesh2_pg.C_490022	PMZ_0004411-RA
estExt_fgenesh2_pg.C_490023	PMZ_0012221-RA
estExt_fgenesh2_pg.C_490061	PMZ_0043183-RA
estExt_fgenesh2_pg.C_490061	PMZ_0038259-RA
estExt_fgenesh2_pg.C_490064	PMZ_0041211-RA
estExt_fgenesh2_pg.C_490126	PMZ_0011516-RA
estExt_fgenesh2_pg.C_490126	PMZ_0040118-RA
estExt_fgenesh2_pg.C_490133	PMZ_0011615-RA
estExt_fgenesh2_pg.C_490133	PMZ_0033935-RA
estExt_fgenesh2_pg.C_490133	PMZ_0029134-RA
estExt_fgenesh2_pg.C_490133	PMZ_0033963-RA
estExt_fgenesh2_pg.C_4910008	PMZ_0035498-RA
estExt_fgenesh2_pg.C_4920013	PMZ_0028233-RA
estExt_fgenesh2_pg.C_4920022	PMZ_0019055-RA
estExt_fgenesh2_pg.C_4920022	PMZ_0031898-RA
estExt_fgenesh2_pg.C_4920022	PMZ_0016007-RA
estExt_fgenesh2_pg.C_4920027	PMZ_0044446-RA
estExt_fgenesh2_pg.C_4930048	PMZ_0040161-RA
estExt_fgenesh2_pg.C_4940015	PMZ_0021214-RA
estExt_fgenesh2_pg.C_4940022	PMZ_0027435-RA
estExt_fgenesh2_pg.C_4940023	PMZ_0009341-RA
estExt_fgenesh2_pg.C_4940030	PMZ_0040399-RA
estExt_fgenesh2_pg.C_4960019	PMZ_0009789-RA
estExt_fgenesh2_pg.C_5000004	PMZ_0043509-RA
estExt_fgenesh2_pg.C_5000005	PMZ_0027214-RA
estExt_fgenesh2_pg.C_5000005	PMZ_0029111-RA
estExt_fgenesh2_pg.C_5000005	PMZ_0032454-RA
estExt_fgenesh2_pg.C_5000005	PMZ_0043432-RA
estExt_fgenesh2_pg.C_5000008	PMZ_0036012-RA
estExt_fgenesh2_pg.C_5000021	PMZ_0044244-RA
estExt_fgenesh2_pg.C_500020	PMZ_0045560-RA
estExt_fgenesh2_pg.C_500024	PMZ_0045594-RA
estExt_fgenesh2_pg.C_500109	PMZ_0041296-RA
estExt_fgenesh2_pg.C_50017	PMZ_0046828-RA
estExt_fgenesh2_pg.C_50017	PMZ_0038969-RA
estExt_fgenesh2_pg.C_50017	PMZ_0047920-RA
estExt_fgenesh2_pg.C_50017	PMZ_0046827-RA
estExt_fgenesh2_pg.C_50019	PMZ_0042812-RA
estExt_fgenesh2_pg.C_50023	PMZ_0031086-RA
estExt_fgenesh2_pg.C_50035	PMZ_0019511-RA
estExt_fgenesh2_pg.C_50075	PMZ_0014719-RA
estExt_fgenesh2_pg.C_50075	PMZ_0046920-RA
estExt_fgenesh2_pg.C_50088	PMZ_0037385-RA
estExt_fgenesh2_pg.C_50088	PMZ_0045011-RA
estExt_fgenesh2_pg.C_50130	PMZ_0031157-RA
estExt_fgenesh2_pg.C_50235	PMZ_0031577-RA
estExt_fgenesh2_pg.C_50294	PMZ_0005842-RA
estExt_fgenesh2_pg.C_5030003	PMZ_0043229-RA
estExt_fgenesh2_pg.C_5030003	PMZ_0043440-RA
estExt_fgenesh2_pg.C_5030032	PMZ_0021306-RA
estExt_fgenesh2_pg.C_50318	PMZ_0041325-RA
estExt_fgenesh2_pg.C_50318	PMZ_0028933-RA
estExt_fgenesh2_pg.C_50318	PMZ_0043533-RA
estExt_fgenesh2_pg.C_50323	PMZ_0018366-RA
estExt_fgenesh2_pg.C_50344	PMZ_0006424-RA
estExt_fgenesh2_pg.C_50344	PMZ_0034835-RA
estExt_fgenesh2_pg.C_50359	PMZ_0040158-RA
estExt_fgenesh2_pg.C_50396	PMZ_0035924-RA
estExt_fgenesh2_pg.C_5040004	PMZ_0005879-RA
estExt_fgenesh2_pg.C_5040004	PMZ_0033984-RA
estExt_fgenesh2_pg.C_50405	PMZ_0029264-RA
estExt_fgenesh2_pg.C_50405	PMZ_0039346-RA
estExt_fgenesh2_pg.C_5060004	PMZ_0017450-RA
estExt_fgenesh2_pg.C_5080002	PMZ_0004749-RA
estExt_fgenesh2_pg.C_5080004	PMZ_0041415-RA
estExt_fgenesh2_pg.C_5080024	PMZ_0034440-RA
estExt_fgenesh2_pg.C_5100016	PMZ_0038110-RA
estExt_fgenesh2_pg.C_510094	PMZ_0033982-RA
estExt_fgenesh2_pg.C_510107	PMZ_0047583-RA
estExt_fgenesh2_pg.C_510109	PMZ_0046136-RA
estExt_fgenesh2_pg.C_5130005	PMZ_0042039-RA
estExt_fgenesh2_pg.C_5130005	PMZ_0034293-RA
estExt_fgenesh2_pg.C_5130025	PMZ_0044325-RA
estExt_fgenesh2_pg.C_5130025	PMZ_0037950-RA
estExt_fgenesh2_pg.C_5130026	PMZ_0043921-RA
estExt_fgenesh2_pg.C_5130026	PMZ_0044676-RA
estExt_fgenesh2_pg.C_5150017	PMZ_0036798-RA
estExt_fgenesh2_pg.C_5160027	PMZ_0041799-RA
estExt_fgenesh2_pg.C_5160027	PMZ_0005253-RA
estExt_fgenesh2_pg.C_5170015	PMZ_0034582-RA
estExt_fgenesh2_pg.C_5170015	PMZ_0045417-RA
estExt_fgenesh2_pg.C_5170018	PMZ_0046514-RA
estExt_fgenesh2_pg.C_5180011	PMZ_0044019-RA
estExt_fgenesh2_pg.C_5180011	PMZ_0048710-RA
estExt_fgenesh2_pg.C_5180011	PMZ_0044386-RA
estExt_fgenesh2_pg.C_5180011	PMZ_0048783-RA
estExt_fgenesh2_pg.C_520028	PMZ_0015524-RA
estExt_fgenesh2_pg.C_520028	PMZ_0016926-RA
estExt_fgenesh2_pg.C_520031	PMZ_0048038-RA
estExt_fgenesh2_pg.C_520031	PMZ_0048037-RA
estExt_fgenesh2_pg.C_520038	PMZ_0042043-RA
estExt_fgenesh2_pg.C_520058	PMZ_0031723-RA
estExt_fgenesh2_pg.C_520058	PMZ_0047380-RA
estExt_fgenesh2_pg.C_520073	PMZ_0044182-RA
estExt_fgenesh2_pg.C_5210017	PMZ_0014656-RA
estExt_fgenesh2_pg.C_5210017	PMZ_0042833-RA
estExt_fgenesh2_pg.C_5240013	PMZ_0005864-RA
estExt_fgenesh2_pg.C_5260019	PMZ_0044617-RA
estExt_fgenesh2_pg.C_5270002	PMZ_0034669-RA
estExt_fgenesh2_pg.C_5270002	PMZ_0034905-RA
estExt_fgenesh2_pg.C_5270002	PMZ_0035981-RA
estExt_fgenesh2_pg.C_5270002	PMZ_0035586-RA
estExt_fgenesh2_pg.C_5270012	PMZ_0037839-RA
estExt_fgenesh2_pg.C_5270018	PMZ_0042937-RA
estExt_fgenesh2_pg.C_5270018	PMZ_0036212-RA
estExt_fgenesh2_pg.C_5270022	PMZ_0032985-RA
estExt_fgenesh2_pg.C_5280011	PMZ_0042809-RA
estExt_fgenesh2_pg.C_5280013	PMZ_0032458-RA
estExt_fgenesh2_pg.C_5290007	PMZ_0011188-RA
estExt_fgenesh2_pg.C_5290007	PMZ_0046016-RA
estExt_fgenesh2_pg.C_5290007	PMZ_0038097-RA
estExt_fgenesh2_pg.C_5300021	PMZ_0027030-RA
estExt_fgenesh2_pg.C_5300021	PMZ_0041914-RA
estExt_fgenesh2_pg.C_5300024	PMZ_0006828-RA
estExt_fgenesh2_pg.C_530021	PMZ_0010910-RA
estExt_fgenesh2_pg.C_530038	PMZ_0048224-RA
estExt_fgenesh2_pg.C_530038	PMZ_0048519-RA
estExt_fgenesh2_pg.C_530071	PMZ_0041215-RA
estExt_fgenesh2_pg.C_530079	PMZ_0045887-RA
estExt_fgenesh2_pg.C_530079	PMZ_0033176-RA
estExt_fgenesh2_pg.C_530100	PMZ_0044615-RA
estExt_fgenesh2_pg.C_5310003	PMZ_0033355-RA
estExt_fgenesh2_pg.C_5310003	PMZ_0008467-RA
estExt_fgenesh2_pg.C_5310003	PMZ_0040924-RA
estExt_fgenesh2_pg.C_5310006	PMZ_0027230-RA
estExt_fgenesh2_pg.C_5310006	PMZ_0030716-RA
estExt_fgenesh2_pg.C_5310013	PMZ_0045390-RA
estExt_fgenesh2_pg.C_5310013	PMZ_0045389-RA
estExt_fgenesh2_pg.C_5310014	PMZ_0046154-RA
estExt_fgenesh2_pg.C_5320004	PMZ_0021449-RA
estExt_fgenesh2_pg.C_5320017	PMZ_0042758-RA
estExt_fgenesh2_pg.C_5320017	PMZ_0043203-RA
estExt_fgenesh2_pg.C_5320017	PMZ_0041613-RA
estExt_fgenesh2_pg.C_5320017	PMZ_0006132-RA
estExt_fgenesh2_pg.C_5320026	PMZ_0048042-RA
estExt_fgenesh2_pg.C_5320029	PMZ_0013279-RA
estExt_fgenesh2_pg.C_5320029	PMZ_0036408-RA
estExt_fgenesh2_pg.C_5340004	PMZ_0009998-RA
estExt_fgenesh2_pg.C_5340004	PMZ_0043325-RA
estExt_fgenesh2_pg.C_5340004	PMZ_0033291-RA
estExt_fgenesh2_pg.C_5340004	PMZ_0043324-RA
estExt_fgenesh2_pg.C_5340024	PMZ_0027152-RA
estExt_fgenesh2_pg.C_5340024	PMZ_0009827-RA
estExt_fgenesh2_pg.C_5340024	PMZ_0027974-RA
estExt_fgenesh2_pg.C_5340024	PMZ_0010846-RA
estExt_fgenesh2_pg.C_5370019	PMZ_0032447-RA
estExt_fgenesh2_pg.C_5370019	PMZ_0030594-RA
estExt_fgenesh2_pg.C_5370022	PMZ_0046160-RA
estExt_fgenesh2_pg.C_5390004	PMZ_0043004-RA
estExt_fgenesh2_pg.C_5390030	PMZ_0027655-RA
estExt_fgenesh2_pg.C_5390032	PMZ_0043043-RA
estExt_fgenesh2_pg.C_5400003	PMZ_0041045-RA
estExt_fgenesh2_pg.C_5400003	PMZ_0018775-RA
estExt_fgenesh2_pg.C_540112	PMZ_0001627-RA
estExt_fgenesh2_pg.C_540118	PMZ_0047704-RA
estExt_fgenesh2_pg.C_540118	PMZ_0027666-RA
estExt_fgenesh2_pg.C_5420005	PMZ_0041392-RA
estExt_fgenesh2_pg.C_5420005	PMZ_0030008-RA
estExt_fgenesh2_pg.C_5440008	PMZ_0009505-RA
estExt_fgenesh2_pg.C_5440008	PMZ_0040533-RA
estExt_fgenesh2_pg.C_5450011	PMZ_0032053-RA
estExt_fgenesh2_pg.C_5450011	PMZ_0044013-RA
estExt_fgenesh2_pg.C_5460004	PMZ_0007288-RA
estExt_fgenesh2_pg.C_5480004	PMZ_0033816-RA
estExt_fgenesh2_pg.C_550023	PMZ_0045327-RA
estExt_fgenesh2_pg.C_550032	PMZ_0045099-RA
estExt_fgenesh2_pg.C_550035	PMZ_0046175-RA
estExt_fgenesh2_pg.C_550039	PMZ_0040833-RA
estExt_fgenesh2_pg.C_550041	PMZ_0027878-RA
estExt_fgenesh2_pg.C_550041	PMZ_0007827-RA
estExt_fgenesh2_pg.C_550041	PMZ_0031295-RA
estExt_fgenesh2_pg.C_550041	PMZ_0034332-RA
estExt_fgenesh2_pg.C_550045	PMZ_0045861-RA
estExt_fgenesh2_pg.C_550062	PMZ_0040807-RA
estExt_fgenesh2_pg.C_550062	PMZ_0046157-RA
estExt_fgenesh2_pg.C_550062	PMZ_0041056-RA
estExt_fgenesh2_pg.C_550062	PMZ_0011957-RA
estExt_fgenesh2_pg.C_550082	PMZ_0046413-RA
estExt_fgenesh2_pg.C_550103	PMZ_0009349-RA
estExt_fgenesh2_pg.C_5510008	PMZ_0046449-RA
estExt_fgenesh2_pg.C_5510010	PMZ_0041954-RA
estExt_fgenesh2_pg.C_5520005	PMZ_0042807-RA
estExt_fgenesh2_pg.C_5520005	PMZ_0042811-RA
estExt_fgenesh2_pg.C_5520005	PMZ_0042810-RA
estExt_fgenesh2_pg.C_5540002	PMZ_0023436-RA
estExt_fgenesh2_pg.C_5550009	PMZ_0010322-RA
estExt_fgenesh2_pg.C_5580004	PMZ_0037729-RA
estExt_fgenesh2_pg.C_5580004	PMZ_0044736-RA
estExt_fgenesh2_pg.C_560111	PMZ_0026653-RA
estExt_fgenesh2_pg.C_5610006	PMZ_0028220-RA
estExt_fgenesh2_pg.C_5610006	PMZ_0030086-RA
estExt_fgenesh2_pg.C_5620018	PMZ_0021865-RA
estExt_fgenesh2_pg.C_5650019	PMZ_0045019-RA
estExt_fgenesh2_pg.C_5650019	PMZ_0042272-RA
estExt_fgenesh2_pg.C_5670002	PMZ_0042877-RA
estExt_fgenesh2_pg.C_5670002	PMZ_0042875-RA
estExt_fgenesh2_pg.C_5670002	PMZ_0042876-RA
estExt_fgenesh2_pg.C_5670014	PMZ_0020582-RA
estExt_fgenesh2_pg.C_5670023	PMZ_0012087-RA
estExt_fgenesh2_pg.C_5690025	PMZ_0026466-RA
estExt_fgenesh2_pg.C_5690025	PMZ_0005809-RA
estExt_fgenesh2_pg.C_5690025	PMZ_0019581-RA
estExt_fgenesh2_pg.C_5690025	PMZ_0034320-RA
estExt_fgenesh2_pg.C_5700008	PMZ_0048934-RA
estExt_fgenesh2_pg.C_5700008	PMZ_0046067-RA
estExt_fgenesh2_pg.C_5700008	PMZ_0048978-RA
estExt_fgenesh2_pg.C_5700008	PMZ_0048449-RA
estExt_fgenesh2_pg.C_5700016	PMZ_0023418-RA
estExt_fgenesh2_pg.C_5700024	PMZ_0046306-RA
estExt_fgenesh2_pg.C_5700026	PMZ_0030544-RA
estExt_fgenesh2_pg.C_570010	PMZ_0043638-RA
estExt_fgenesh2_pg.C_570010	PMZ_0035919-RA
estExt_fgenesh2_pg.C_570010	PMZ_0042212-RA
estExt_fgenesh2_pg.C_570024	PMZ_0048201-RA
estExt_fgenesh2_pg.C_570039	PMZ_0001582-RA
estExt_fgenesh2_pg.C_570039	PMZ_0037724-RA
estExt_fgenesh2_pg.C_570070	PMZ_0032303-RA
estExt_fgenesh2_pg.C_570072	PMZ_0046627-RA
estExt_fgenesh2_pg.C_570074	PMZ_0035721-RA
estExt_fgenesh2_pg.C_570074	PMZ_0035372-RA
estExt_fgenesh2_pg.C_570074	PMZ_0001917-RA
estExt_fgenesh2_pg.C_570074	PMZ_0037287-RA
estExt_fgenesh2_pg.C_570092	PMZ_0042237-RA
estExt_fgenesh2_pg.C_570092	PMZ_0044086-RA
estExt_fgenesh2_pg.C_570094	PMZ_0018696-RA
estExt_fgenesh2_pg.C_570094	PMZ_0042273-RA
estExt_fgenesh2_pg.C_570133	PMZ_0043803-RA
estExt_fgenesh2_pg.C_570151	PMZ_0040823-RA
estExt_fgenesh2_pg.C_5750018	PMZ_0016733-RA
estExt_fgenesh2_pg.C_5760011	PMZ_0041026-RA
estExt_fgenesh2_pg.C_5760018	PMZ_0043704-RA
estExt_fgenesh2_pg.C_5780004	PMZ_0044737-RA
estExt_fgenesh2_pg.C_5780004	PMZ_0038175-RA
estExt_fgenesh2_pg.C_5780004	PMZ_0043663-RA
estExt_fgenesh2_pg.C_5780005	PMZ_0048091-RA
estExt_fgenesh2_pg.C_5780013	PMZ_0042402-RA
estExt_fgenesh2_pg.C_5780019	PMZ_0041725-RA
estExt_fgenesh2_pg.C_5790011	PMZ_0040884-RA
estExt_fgenesh2_pg.C_580001	PMZ_0026117-RA
estExt_fgenesh2_pg.C_580001	PMZ_0029739-RA
estExt_fgenesh2_pg.C_5800011	PMZ_0042531-RA
estExt_fgenesh2_pg.C_5800011	PMZ_0017499-RA
estExt_fgenesh2_pg.C_5800017	PMZ_0046353-RA
estExt_fgenesh2_pg.C_580079	PMZ_0046654-RA
estExt_fgenesh2_pg.C_580086	PMZ_0030889-RA
estExt_fgenesh2_pg.C_580113	PMZ_0043464-RA
estExt_fgenesh2_pg.C_580131	PMZ_0044829-RA
estExt_fgenesh2_pg.C_580131	PMZ_0044350-RA
estExt_fgenesh2_pg.C_580131	PMZ_0031332-RA
estExt_fgenesh2_pg.C_5820012	PMZ_0014614-RA
estExt_fgenesh2_pg.C_5820012	PMZ_0027757-RA
estExt_fgenesh2_pg.C_5820012	PMZ_0047258-RA
estExt_fgenesh2_pg.C_5820012	PMZ_0048884-RA
estExt_fgenesh2_pg.C_5830011	PMZ_0009511-RA
estExt_fgenesh2_pg.C_5830011	PMZ_0041737-RA
estExt_fgenesh2_pg.C_5830011	PMZ_0027989-RA
estExt_fgenesh2_pg.C_5830011	PMZ_0017660-RA
estExt_fgenesh2_pg.C_5830022	PMZ_0012237-RA
estExt_fgenesh2_pg.C_5830022	PMZ_0046403-RA
estExt_fgenesh2_pg.C_5860018	PMZ_0012004-RA
estExt_fgenesh2_pg.C_5870009	PMZ_0042333-RA
estExt_fgenesh2_pg.C_5870024	PMZ_0007890-RA
estExt_fgenesh2_pg.C_5870028	PMZ_0034873-RA
estExt_fgenesh2_pg.C_5890001	PMZ_0019597-RA
estExt_fgenesh2_pg.C_590046	PMZ_0003562-RA
estExt_fgenesh2_pg.C_590097	PMZ_0047666-RA
estExt_fgenesh2_pg.C_590098	PMZ_0045439-RA
estExt_fgenesh2_pg.C_590098	PMZ_0040038-RA
estExt_fgenesh2_pg.C_5930009	PMZ_0043648-RA
estExt_fgenesh2_pg.C_5940009	PMZ_0020802-RA
estExt_fgenesh2_pg.C_5970007	PMZ_0016838-RA
estExt_fgenesh2_pg.C_5970007	PMZ_0028930-RA
estExt_fgenesh2_pg.C_5970024	PMZ_0029937-RA
estExt_fgenesh2_pg.C_5980007	PMZ_0027350-RA
estExt_fgenesh2_pg.C_5980015	PMZ_0031490-RA
estExt_fgenesh2_pg.C_5980016	PMZ_0027531-RA
estExt_fgenesh2_pg.C_5980016	PMZ_0046168-RA
estExt_fgenesh2_pg.C_5990002	PMZ_0012880-RA
estExt_fgenesh2_pg.C_6000003	PMZ_0010120-RA
estExt_fgenesh2_pg.C_6000003	PMZ_0030076-RA
estExt_fgenesh2_pg.C_6000003	PMZ_0038470-RA
estExt_fgenesh2_pg.C_6000014	PMZ_0045985-RA
estExt_fgenesh2_pg.C_600040	PMZ_0033316-RA
estExt_fgenesh2_pg.C_600040	PMZ_0047549-RA
estExt_fgenesh2_pg.C_600048	PMZ_0020981-RA
estExt_fgenesh2_pg.C_600048	PMZ_0030696-RA
estExt_fgenesh2_pg.C_600126	PMZ_0046925-RA
estExt_fgenesh2_pg.C_60044	PMZ_0003317-RA
estExt_fgenesh2_pg.C_60044	PMZ_0043760-RA
estExt_fgenesh2_pg.C_60044	PMZ_0045628-RA
estExt_fgenesh2_pg.C_60044	PMZ_0032916-RA
estExt_fgenesh2_pg.C_60060	PMZ_0031300-RA
estExt_fgenesh2_pg.C_60061	PMZ_0046634-RA
estExt_fgenesh2_pg.C_60073	PMZ_0010281-RA
estExt_fgenesh2_pg.C_60076	PMZ_0045653-RA
estExt_fgenesh2_pg.C_60076	PMZ_0022101-RA
estExt_fgenesh2_pg.C_60084	PMZ_0026165-RA
estExt_fgenesh2_pg.C_60095	PMZ_0017654-RA
estExt_fgenesh2_pg.C_60096	PMZ_0043382-RA
estExt_fgenesh2_pg.C_60112	PMZ_0045867-RA
estExt_fgenesh2_pg.C_60113	PMZ_0044082-RA
estExt_fgenesh2_pg.C_60113	PMZ_0037197-RA
estExt_fgenesh2_pg.C_60113	PMZ_0022854-RA
estExt_fgenesh2_pg.C_60122	PMZ_0045360-RA
estExt_fgenesh2_pg.C_60122	PMZ_0002286-RA
estExt_fgenesh2_pg.C_60122	PMZ_0045359-RA
estExt_fgenesh2_pg.C_60149	PMZ_0036524-RA
estExt_fgenesh2_pg.C_60149	PMZ_0047897-RA
estExt_fgenesh2_pg.C_60149	PMZ_0037971-RA
estExt_fgenesh2_pg.C_60159	PMZ_0033083-RA
estExt_fgenesh2_pg.C_60165	PMZ_0012246-RA
estExt_fgenesh2_pg.C_60172	PMZ_0041016-RA
estExt_fgenesh2_pg.C_60184	PMZ_0020949-RA
estExt_fgenesh2_pg.C_6020014	PMZ_0031002-RA
estExt_fgenesh2_pg.C_6020014	PMZ_0017044-RA
estExt_fgenesh2_pg.C_6020014	PMZ_0030614-RA
estExt_fgenesh2_pg.C_6020014	PMZ_0012612-RA
estExt_fgenesh2_pg.C_6040003	PMZ_0042959-RA
estExt_fgenesh2_pg.C_6050009	PMZ_0033770-RA
estExt_fgenesh2_pg.C_6050009	PMZ_0012142-RA
estExt_fgenesh2_pg.C_6060004	PMZ_0034730-RA
estExt_fgenesh2_pg.C_6060012	PMZ_0014123-RA
estExt_fgenesh2_pg.C_6060012	PMZ_0029516-RA
estExt_fgenesh2_pg.C_6060016	PMZ_0043880-RA
estExt_fgenesh2_pg.C_6060016	PMZ_0048616-RA
estExt_fgenesh2_pg.C_6080024	PMZ_0036403-RA
estExt_fgenesh2_pg.C_6090013	PMZ_0026433-RA
estExt_fgenesh2_pg.C_6090013	PMZ_0030509-RA
estExt_fgenesh2_pg.C_6090013	PMZ_0040802-RA
estExt_fgenesh2_pg.C_6090013	PMZ_0043377-RA
estExt_fgenesh2_pg.C_6090015	PMZ_0006020-RA
estExt_fgenesh2_pg.C_6090015	PMZ_0041033-RA
estExt_fgenesh2_pg.C_610010	PMZ_0016723-RA
estExt_fgenesh2_pg.C_610011	PMZ_0044434-RA
estExt_fgenesh2_pg.C_610011	PMZ_0043982-RA
estExt_fgenesh2_pg.C_610011	PMZ_0043983-RA
estExt_fgenesh2_pg.C_610012	PMZ_0045801-RA
estExt_fgenesh2_pg.C_610012	PMZ_0003567-RA
estExt_fgenesh2_pg.C_610033	PMZ_0044025-RA
estExt_fgenesh2_pg.C_610052	PMZ_0037503-RA
estExt_fgenesh2_pg.C_610109	PMZ_0033430-RA
estExt_fgenesh2_pg.C_610109	PMZ_0013421-RA
estExt_fgenesh2_pg.C_610109	PMZ_0033641-RA
estExt_fgenesh2_pg.C_610109	PMZ_0042840-RA
estExt_fgenesh2_pg.C_610117	PMZ_0030890-RA
estExt_fgenesh2_pg.C_610123	PMZ_0030514-RA
estExt_fgenesh2_pg.C_610135	PMZ_0032880-RA
estExt_fgenesh2_pg.C_610135	PMZ_0018687-RA
estExt_fgenesh2_pg.C_610172	PMZ_0014548-RA
estExt_fgenesh2_pg.C_610172	PMZ_0045796-RA
estExt_fgenesh2_pg.C_610172	PMZ_0021730-RA
estExt_fgenesh2_pg.C_6110006	PMZ_0041902-RA
estExt_fgenesh2_pg.C_6110006	PMZ_0041901-RA
estExt_fgenesh2_pg.C_6120010	PMZ_0043961-RA
estExt_fgenesh2_pg.C_6120010	PMZ_0037703-RA
estExt_fgenesh2_pg.C_6120010	PMZ_0043962-RA
estExt_fgenesh2_pg.C_6160005	PMZ_0006843-RA
estExt_fgenesh2_pg.C_6160005	PMZ_0016175-RA
estExt_fgenesh2_pg.C_6160005	PMZ_0047547-RA
estExt_fgenesh2_pg.C_6170005	PMZ_0048273-RA
estExt_fgenesh2_pg.C_6170006	PMZ_0017228-RA
estExt_fgenesh2_pg.C_6170006	PMZ_0047057-RA
estExt_fgenesh2_pg.C_6190008	PMZ_0045041-RA
estExt_fgenesh2_pg.C_6190012	PMZ_0046204-RA
estExt_fgenesh2_pg.C_620005	PMZ_0046499-RA
estExt_fgenesh2_pg.C_620034	PMZ_0042599-RA
estExt_fgenesh2_pg.C_620036	PMZ_0000682-RA
estExt_fgenesh2_pg.C_620036	PMZ_0041459-RA
estExt_fgenesh2_pg.C_620036	PMZ_0047580-RA
estExt_fgenesh2_pg.C_620036	PMZ_0041605-RA
estExt_fgenesh2_pg.C_620049	PMZ_0026709-RA
estExt_fgenesh2_pg.C_620059	PMZ_0006736-RA
estExt_fgenesh2_pg.C_620068	PMZ_0005598-RA
estExt_fgenesh2_pg.C_620134	PMZ_0046159-RA
estExt_fgenesh2_pg.C_620135	PMZ_0011803-RA
estExt_fgenesh2_pg.C_620137	PMZ_0041595-RA
estExt_fgenesh2_pg.C_620139	PMZ_0042379-RA
estExt_fgenesh2_pg.C_620139	PMZ_0034876-RA
estExt_fgenesh2_pg.C_6210013	PMZ_0040095-RA
estExt_fgenesh2_pg.C_6210016	PMZ_0034485-RA
estExt_fgenesh2_pg.C_6240002	PMZ_0006999-RA
estExt_fgenesh2_pg.C_6240002	PMZ_0043054-RA
estExt_fgenesh2_pg.C_6240002	PMZ_0028806-RA
estExt_fgenesh2_pg.C_6240002	PMZ_0042050-RA
estExt_fgenesh2_pg.C_6250001	PMZ_0046889-RA
estExt_fgenesh2_pg.C_6250001	PMZ_0003885-RA
estExt_fgenesh2_pg.C_6250001	PMZ_0023603-RA
estExt_fgenesh2_pg.C_6250001	PMZ_0003724-RA
estExt_fgenesh2_pg.C_6270001	PMZ_0042624-RA
estExt_fgenesh2_pg.C_6280021	PMZ_0035674-RA
estExt_fgenesh2_pg.C_6280021	PMZ_0029326-RA
estExt_fgenesh2_pg.C_6290010	PMZ_0029743-RA
estExt_fgenesh2_pg.C_6290010	PMZ_0006241-RA
estExt_fgenesh2_pg.C_630011	PMZ_0035095-RA
estExt_fgenesh2_pg.C_630040	PMZ_0045387-RA
estExt_fgenesh2_pg.C_630044	PMZ_0010360-RA
estExt_fgenesh2_pg.C_630044	PMZ_0041764-RA
estExt_fgenesh2_pg.C_630086	PMZ_0028847-RA
estExt_fgenesh2_pg.C_630089	PMZ_0005832-RA
estExt_fgenesh2_pg.C_630091	PMZ_0003843-RA
estExt_fgenesh2_pg.C_630093	PMZ_0044109-RA
estExt_fgenesh2_pg.C_630101	PMZ_0044015-RA
estExt_fgenesh2_pg.C_630124	PMZ_0047820-RA
estExt_fgenesh2_pg.C_630132	PMZ_0046570-RA
estExt_fgenesh2_pg.C_6320018	PMZ_0044490-RA
estExt_fgenesh2_pg.C_6330025	PMZ_0041166-RA
estExt_fgenesh2_pg.C_6340003	PMZ_0042088-RA
estExt_fgenesh2_pg.C_6340006	PMZ_0032709-RA
estExt_fgenesh2_pg.C_6390002	PMZ_0041057-RA
estExt_fgenesh2_pg.C_6390002	PMZ_0042998-RA
estExt_fgenesh2_pg.C_640081	PMZ_0040680-RA
estExt_fgenesh2_pg.C_640081	PMZ_0030393-RA
estExt_fgenesh2_pg.C_640083	PMZ_0038806-RA
estExt_fgenesh2_pg.C_6430005	PMZ_0023490-RA
estExt_fgenesh2_pg.C_6430008	PMZ_0043215-RA
estExt_fgenesh2_pg.C_6430011	PMZ_0031764-RA
estExt_fgenesh2_pg.C_6430020	PMZ_0041232-RA
estExt_fgenesh2_pg.C_6450003	PMZ_0027444-RA
estExt_fgenesh2_pg.C_6450003	PMZ_0027536-RA
estExt_fgenesh2_pg.C_6450003	PMZ_0046000-RA
estExt_fgenesh2_pg.C_6450003	PMZ_0041552-RA
estExt_fgenesh2_pg.C_6470003	PMZ_0035842-RA
estExt_fgenesh2_pg.C_6470010	PMZ_0004622-RA
