ENSMGAP00000004051	fgenesh2_pg.scaffold_351000043
ENSMGAP00000004619	gw.96.275.1
ENSMGAP00000016262	gw.9.391.1
ENSMGAP00000004786	gw.87.151.1
ENSMGAP00000016822	gw.10.454.1
ENSMGAP00000008418	gw.10.454.1
ENSMGAP00000012291	gw.276.90.1
ENSMGAP00000010238	gw.350.79.1
ENSMGAP00000018458	gw.350.79.1
ENSMGAP00000000890	gw.350.79.1
ENSMGAP00000010708	gw.77.244.1
ENSMGAP00000015593	gw.265.90.1
ENSMGAP00000005251	gw.71.236.1
ENSMGAP00000001545	gw.24.379.1
ENSMGAP00000016231	gw.24.379.1
ENSMGAP00000008304	gw.100.151.1
ENSMGAP00000005080	gw.10.458.1
ENSMGAP00000005636	gw.287.136.1
ENSMGAP00000010388	gw.71.240.1
ENSMGAP00000011657	gw.71.240.1
ENSMGAP00000000840	gw.71.240.1
ENSMGAP00000012813	gw.24.382.1
ENSMGAP00000006191	gw.85.103.1
ENSMGAP00000007160	gw.352.35.1
ENSMGAP00000001595	gw.98.147.1
ENSMGAP00000001280	gw.98.147.1
ENSMGAP00000004007	gw.294.47.1
ENSMGAP00000013330	gw.351.104.1
ENSMGAP00000017344	gw.269.59.1
ENSMGAP00000005834	gw.305.76.1
ENSMGAP00000009280	gw.305.76.1
ENSMGAP00000011595	gw.268.111.1
ENSMGAP00000008018	gw.97.227.1
ENSMGAP00000007945	gw.97.227.1
ENSMGAP00000004193	gw.246.101.1
ENSMGAP00000005904	gw.88.374.1
ENSMGAP00000017062	gw.69.220.1
ENSMGAP00000007902	gw.28.332.1
ENSMGAP00000002979	gw.109.192.1
ENSMGAP00000012946	gw.95.153.1
ENSMGAP00000013961	gw.3.409.1
ENSMGAP00000006632	gw.304.129.1
ENSMGAP00000001656	gw.92.186.1
ENSMGAP00000016013	gw.24.415.1
ENSMGAP00000013756	e_gw.1.97.1
ENSMGAP00000013778	e_gw.1.55.1
ENSMGAP00000014723	e_gw.1.55.1
ENSMGAP00000007605	e_gw.1.675.1
ENSMGAP00000015020	e_gw.1.667.1
ENSMGAP00000004626	e_gw.1.667.1
ENSMGAP00000002639	e_gw.1.659.1
ENSMGAP00000018907	e_gw.1.286.1
ENSMGAP00000015032	e_gw.1.244.1
ENSMGAP00000013161	e_gw.1.474.1
ENSMGAP00000006889	e_gw.1.474.1
ENSMGAP00000010882	e_gw.1.440.1
ENSMGAP00000004913	e_gw.1.440.1
ENSMGAP00000018306	e_gw.1.91.1
ENSMGAP00000003175	e_gw.1.59.1
ENSMGAP00000010718	e_gw.1.41.1
ENSMGAP00000015023	e_gw.1.492.1
ENSMGAP00000013420	e_gw.1.169.1
ENSMGAP00000001304	e_gw.1.169.1
ENSMGAP00000000942	e_gw.1.169.1
ENSMGAP00000008895	e_gw.1.266.1
ENSMGAP00000015037	e_gw.1.460.1
ENSMGAP00000004408	e_gw.1.509.1
ENSMGAP00000001463	e_gw.1.267.1
ENSMGAP00000010441	e_gw.1.79.1
ENSMGAP00000001204	e_gw.1.37.1
ENSMGAP00000002250	e_gw.1.673.1
ENSMGAP00000013153	e_gw.1.673.1
ENSMGAP00000002419	e_gw.1.666.1
ENSMGAP00000000108	e_gw.1.666.1
ENSMGAP00000006579	e_gw.3.34.1
ENSMGAP00000000160	e_gw.3.34.1
ENSMGAP00000009929	e_gw.3.172.1
ENSMGAP00000018808	e_gw.3.164.1
ENSMGAP00000017648	e_gw.3.148.1
ENSMGAP00000014106	e_gw.3.199.1
ENSMGAP00000004373	e_gw.3.30.1
ENSMGAP00000014353	e_gw.3.94.1
ENSMGAP00000008593	e_gw.3.94.1
ENSMGAP00000012491	e_gw.3.94.1
ENSMGAP00000008221	e_gw.3.131.1
ENSMGAP00000012320	e_gw.3.131.1
ENSMGAP00000011689	e_gw.3.123.1
ENSMGAP00000016944	e_gw.3.217.1
ENSMGAP00000014341	e_gw.3.187.1
ENSMGAP00000007140	e_gw.3.52.1
ENSMGAP00000018697	e_gw.3.52.1
ENSMGAP00000000586	e_gw.3.247.1
ENSMGAP00000011461	e_gw.3.116.1
ENSMGAP00000014006	e_gw.3.235.1
ENSMGAP00000014332	e_gw.3.91.1
ENSMGAP00000004658	e_gw.3.91.1
ENSMGAP00000003021	e_gw.3.120.1
ENSMGAP00000004037	e_gw.3.59.1
ENSMGAP00000011015	e_gw.3.155.1
ENSMGAP00000003538	e_gw.3.147.1
ENSMGAP00000003870	e_gw.3.147.1
ENSMGAP00000001637	e_gw.3.139.1
ENSMGAP00000004253	e_gw.3.359.1
ENSMGAP00000009660	e_gw.3.359.1
ENSMGAP00000005728	e_gw.3.1.1
ENSMGAP00000003747	e_gw.4.125.1
ENSMGAP00000008099	e_gw.4.120.1
ENSMGAP00000006087	e_gw.4.4.1
ENSMGAP00000016442	e_gw.4.278.1
ENSMGAP00000012556	e_gw.4.396.1
ENSMGAP00000016364	e_gw.4.244.1
ENSMGAP00000006450	e_gw.4.464.1
ENSMGAP00000010266	e_gw.4.333.1
ENSMGAP00000000855	e_gw.4.451.1
ENSMGAP00000008424	e_gw.4.49.1
ENSMGAP00000016758	e_gw.4.368.1
ENSMGAP00000002872	e_gw.4.237.1
ENSMGAP00000008928	e_gw.4.186.1
ENSMGAP00000018289	e_gw.4.186.1
ENSMGAP00000017380	e_gw.4.53.1
ENSMGAP00000000749	e_gw.4.128.1
ENSMGAP00000004825	e_gw.4.204.1
ENSMGAP00000005078	e_gw.4.46.1
ENSMGAP00000009287	e_gw.4.46.1
ENSMGAP00000005734	e_gw.4.182.1
ENSMGAP00000019519	e_gw.4.145.1
ENSMGAP00000009744	e_gw.4.483.1
ENSMGAP00000010234	e_gw.4.68.1
ENSMGAP00000009787	e_gw.4.39.1
ENSMGAP00000018152	e_gw.5.490.1
ENSMGAP00000003912	e_gw.5.327.1
ENSMGAP00000014270	e_gw.5.205.1
ENSMGAP00000006194	e_gw.5.792.1
ENSMGAP00000014978	e_gw.5.310.1
ENSMGAP00000012544	e_gw.5.248.1
ENSMGAP00000006133	e_gw.5.670.1
ENSMGAP00000007560	e_gw.5.273.1
ENSMGAP00000014347	e_gw.5.443.1
ENSMGAP00000016652	e_gw.5.151.1
ENSMGAP00000004033	e_gw.5.347.1
ENSMGAP00000010591	e_gw.5.347.1
ENSMGAP00000009342	e_gw.5.224.1
ENSMGAP00000019763	e_gw.5.817.1
ENSMGAP00000004897	e_gw.5.559.1
ENSMGAP00000015278	e_gw.5.42.1
ENSMGAP00000016481	e_gw.5.34.1
ENSMGAP00000006644	e_gw.5.34.1
ENSMGAP00000000206	e_gw.5.217.1
ENSMGAP00000000387	e_gw.5.445.1
ENSMGAP00000007426	e_gw.5.437.1
ENSMGAP00000007370	e_gw.5.770.1
ENSMGAP00000005645	e_gw.5.446.1
ENSMGAP00000006672	e_gw.5.674.1
ENSMGAP00000001074	e_gw.5.439.1
ENSMGAP00000009435	e_gw.5.667.1
ENSMGAP00000006365	e_gw.5.3.1
ENSMGAP00000005805	e_gw.5.368.1
ENSMGAP00000005248	e_gw.5.245.1
ENSMGAP00000010780	e_gw.5.838.1
ENSMGAP00000018133	e_gw.5.4.1
ENSMGAP00000016948	e_gw.5.449.1
ENSMGAP00000006659	e_gw.5.342.1
ENSMGAP00000012260	e_gw.6.202.1
ENSMGAP00000004869	e_gw.6.2.1
ENSMGAP00000007371	e_gw.6.178.1
ENSMGAP00000001550	e_gw.6.364.1
ENSMGAP00000012557	e_gw.6.123.1
ENSMGAP00000019670	e_gw.6.123.1
ENSMGAP00000008332	e_gw.6.32.1
ENSMGAP00000004603	e_gw.6.32.1
ENSMGAP00000006132	e_gw.6.373.1
ENSMGAP00000015266	e_gw.6.103.1
ENSMGAP00000000971	e_gw.6.33.1
ENSMGAP00000005448	e_gw.6.112.1
ENSMGAP00000008792	e_gw.6.112.1
ENSMGAP00000005489	e_gw.6.112.1
ENSMGAP00000005362	e_gw.6.112.1
ENSMGAP00000006628	e_gw.6.112.1
ENSMGAP00000011764	e_gw.6.197.1
ENSMGAP00000011089	e_gw.6.176.1
ENSMGAP00000012249	e_gw.6.375.1
ENSMGAP00000000282	e_gw.6.354.1
ENSMGAP00000003398	e_gw.6.231.1
ENSMGAP00000013206	e_gw.6.223.1
ENSMGAP00000000724	e_gw.7.497.1
ENSMGAP00000005536	e_gw.7.235.1
ENSMGAP00000006157	e_gw.7.463.1
ENSMGAP00000005119	e_gw.7.201.1
ENSMGAP00000015935	e_gw.7.171.1
ENSMGAP00000003822	e_gw.7.472.1
ENSMGAP00000010887	e_gw.7.164.1
ENSMGAP00000010556	e_gw.7.181.1
ENSMGAP00000016205	e_gw.7.212.1
ENSMGAP00000000264	e_gw.7.28.1
ENSMGAP00000015588	e_gw.7.186.1
ENSMGAP00000018182	e_gw.7.672.1
ENSMGAP00000015071	e_gw.7.209.1
ENSMGAP00000016485	e_gw.7.209.1
ENSMGAP00000004831	e_gw.7.71.1
ENSMGAP00000014372	e_gw.7.71.1
ENSMGAP00000015468	e_gw.7.161.1
ENSMGAP00000010922	e_gw.8.571.1
ENSMGAP00000012368	e_gw.8.386.1
ENSMGAP00000017564	e_gw.8.459.1
ENSMGAP00000012361	e_gw.8.328.1
ENSMGAP00000014610	e_gw.8.564.1
ENSMGAP00000010263	e_gw.8.7.1
ENSMGAP00000005169	e_gw.8.248.1
ENSMGAP00000006050	e_gw.8.345.1
ENSMGAP00000018589	e_gw.8.557.1
ENSMGAP00000004557	e_gw.8.549.1
ENSMGAP00000000076	e_gw.8.192.1
ENSMGAP00000010995	e_gw.8.311.1
ENSMGAP00000007551	e_gw.8.231.1
ENSMGAP00000014516	e_gw.8.89.1
ENSMGAP00000004438	e_gw.8.135.1
ENSMGAP00000015165	e_gw.8.232.1
ENSMGAP00000003911	e_gw.8.436.1
ENSMGAP00000000412	e_gw.8.541.1
ENSMGAP00000014059	e_gw.8.110.1
ENSMGAP00000015195	e_gw.8.22.1
ENSMGAP00000013914	e_gw.8.179.1
ENSMGAP00000014307	e_gw.8.593.1
ENSMGAP00000001122	e_gw.8.593.1
ENSMGAP00000005806	e_gw.8.593.1
ENSMGAP00000005992	e_gw.8.462.1
ENSMGAP00000014465	e_gw.8.543.1
ENSMGAP00000007438	e_gw.8.543.1
ENSMGAP00000012131	e_gw.8.82.1
ENSMGAP00000003415	e_gw.8.497.1
ENSMGAP00000007832	e_gw.8.32.1
ENSMGAP00000015062	e_gw.8.463.1
ENSMGAP00000011596	e_gw.8.552.1
ENSMGAP00000013947	e_gw.8.544.1
ENSMGAP00000006483	e_gw.8.171.1
ENSMGAP00000003311	e_gw.8.171.1
ENSMGAP00000006537	e_gw.8.171.1
ENSMGAP00000003155	e_gw.8.75.1
ENSMGAP00000011654	e_gw.8.260.1
ENSMGAP00000013803	e_gw.8.105.1
ENSMGAP00000012623	e_gw.8.17.1
ENSMGAP00000012338	e_gw.8.448.1
ENSMGAP00000012600	e_gw.8.84.1
ENSMGAP00000015451	e_gw.8.588.1
ENSMGAP00000000116	e_gw.8.211.1
ENSMGAP00000012346	e_gw.8.181.1
ENSMGAP00000011876	e_gw.8.407.1
ENSMGAP00000013356	e_gw.8.157.1
ENSMGAP00000002826	e_gw.9.194.1
ENSMGAP00000013562	e_gw.9.402.1
ENSMGAP00000007706	e_gw.9.144.1
ENSMGAP00000010566	e_gw.9.144.1
ENSMGAP00000010545	e_gw.9.144.1
ENSMGAP00000002837	e_gw.9.128.1
ENSMGAP00000017983	e_gw.9.61.1
ENSMGAP00000006838	e_gw.9.306.1
ENSMGAP00000002195	e_gw.9.268.1
ENSMGAP00000008565	e_gw.9.411.1
ENSMGAP00000008273	e_gw.9.411.1
ENSMGAP00000018624	e_gw.9.62.1
ENSMGAP00000005985	e_gw.9.54.1
ENSMGAP00000011385	e_gw.9.46.1
ENSMGAP00000004294	e_gw.9.133.1
ENSMGAP00000016704	e_gw.9.71.1
ENSMGAP00000002047	e_gw.9.50.1
ENSMGAP00000008122	e_gw.9.421.1
ENSMGAP00000018618	e_gw.9.421.1
ENSMGAP00000002391	e_gw.9.163.1
ENSMGAP00000007004	e_gw.9.388.1
ENSMGAP00000002128	e_gw.9.388.1
ENSMGAP00000018922	e_gw.9.85.1
ENSMGAP00000018735	e_gw.9.231.1
ENSMGAP00000001025	e_gw.9.427.1
ENSMGAP00000000870	e_gw.9.177.1
ENSMGAP00000000950	e_gw.10.59.1
ENSMGAP00000002114	e_gw.10.59.1
ENSMGAP00000002899	e_gw.10.68.1
ENSMGAP00000014172	e_gw.10.308.1
ENSMGAP00000009817	e_gw.10.55.1
ENSMGAP00000010242	e_gw.10.142.1
ENSMGAP00000006594	e_gw.10.3.1
ENSMGAP00000017271	e_gw.10.493.1
ENSMGAP00000010641	e_gw.10.236.1
ENSMGAP00000011967	e_gw.10.370.1
ENSMGAP00000001156	e_gw.10.85.1
ENSMGAP00000000488	e_gw.10.180.1
ENSMGAP00000006142	e_gw.10.258.1
ENSMGAP00000001531	e_gw.10.151.1
ENSMGAP00000005306	e_gw.10.14.1
ENSMGAP00000014627	e_gw.10.14.1
ENSMGAP00000013831	e_gw.10.14.1
ENSMGAP00000001458	e_gw.10.14.1
ENSMGAP00000001894	e_gw.10.14.1
ENSMGAP00000008159	e_gw.10.99.1
ENSMGAP00000005392	e_gw.10.173.1
ENSMGAP00000009521	e_gw.10.60.1
ENSMGAP00000006808	e_gw.10.466.1
ENSMGAP00000009518	e_gw.10.429.1
ENSMGAP00000000290	e_gw.10.187.1
ENSMGAP00000019106	e_gw.10.187.1
ENSMGAP00000003215	e_gw.10.182.1
ENSMGAP00000010371	e_gw.10.378.1
ENSMGAP00000005254	e_gw.10.96.1
ENSMGAP00000003712	e_gw.10.75.1
ENSMGAP00000007947	e_gw.11.10.1
ENSMGAP00000001018	e_gw.11.841.1
ENSMGAP00000008089	e_gw.11.885.1
ENSMGAP00000001270	e_gw.11.5.1
ENSMGAP00000007645	e_gw.11.235.1
ENSMGAP00000010293	e_gw.11.104.1
ENSMGAP00000008371	e_gw.11.853.1
ENSMGAP00000014323	e_gw.24.103.1
ENSMGAP00000012333	e_gw.24.191.1
ENSMGAP00000009664	e_gw.24.75.1
ENSMGAP00000007428	e_gw.24.125.1
ENSMGAP00000002603	e_gw.24.125.1
ENSMGAP00000000951	e_gw.24.340.1
ENSMGAP00000006502	e_gw.24.105.1
ENSMGAP00000012894	e_gw.24.282.1
ENSMGAP00000008595	e_gw.24.282.1
ENSMGAP00000019537	e_gw.24.135.1
ENSMGAP00000015662	e_gw.24.106.1
ENSMGAP00000003143	e_gw.24.106.1
ENSMGAP00000005757	e_gw.24.291.1
ENSMGAP00000007929	e_gw.24.327.1
ENSMGAP00000018241	e_gw.24.399.1
ENSMGAP00000015944	e_gw.24.399.1
ENSMGAP00000015943	e_gw.24.399.1
ENSMGAP00000007322	e_gw.24.37.1
ENSMGAP00000013223	e_gw.25.187.1
ENSMGAP00000016153	e_gw.25.187.1
ENSMGAP00000014017	e_gw.25.2.1
ENSMGAP00000012092	e_gw.25.264.1
ENSMGAP00000013393	e_gw.25.141.1
ENSMGAP00000008819	e_gw.25.81.1
ENSMGAP00000013624	e_gw.25.5.1
ENSMGAP00000011008	e_gw.25.216.1
ENSMGAP00000006104	e_gw.26.91.1
ENSMGAP00000012707	e_gw.26.83.1
ENSMGAP00000019315	e_gw.26.100.1
ENSMGAP00000001353	e_gw.26.85.1
ENSMGAP00000011457	e_gw.26.107.1
ENSMGAP00000019081	e_gw.26.99.1
ENSMGAP00000019167	e_gw.26.99.1
ENSMGAP00000018844	e_gw.26.94.1
ENSMGAP00000007219	e_gw.26.36.1
ENSMGAP00000010533	e_gw.26.159.1
ENSMGAP00000013489	e_gw.26.87.1
ENSMGAP00000013237	e_gw.27.146.1
ENSMGAP00000003973	e_gw.27.84.1
ENSMGAP00000016453	e_gw.27.244.1
ENSMGAP00000001123	e_gw.27.119.1
ENSMGAP00000011741	e_gw.27.119.1
ENSMGAP00000007212	e_gw.27.106.1
ENSMGAP00000015026	e_gw.27.106.1
ENSMGAP00000005704	e_gw.27.106.1
ENSMGAP00000010354	e_gw.27.106.1
ENSMGAP00000013126	e_gw.27.106.1
ENSMGAP00000002554	e_gw.27.31.1
ENSMGAP00000003752	e_gw.27.300.1
ENSMGAP00000006314	e_gw.27.144.1
ENSMGAP00000008909	e_gw.27.4.1
ENSMGAP00000005087	e_gw.27.83.1
ENSMGAP00000004538	e_gw.28.17.1
ENSMGAP00000011310	e_gw.28.181.1
ENSMGAP00000016734	e_gw.28.247.1
ENSMGAP00000011211	e_gw.28.111.1
ENSMGAP00000014357	e_gw.28.111.1
ENSMGAP00000012654	e_gw.28.3.1
ENSMGAP00000012657	e_gw.28.3.1
ENSMGAP00000009159	e_gw.28.3.1
ENSMGAP00000018006	e_gw.28.293.1
ENSMGAP00000012362	e_gw.28.94.1
ENSMGAP00000018983	e_gw.28.120.1
ENSMGAP00000002851	e_gw.28.61.1
ENSMGAP00000015715	e_gw.28.266.1
ENSMGAP00000012490	e_gw.28.266.1
ENSMGAP00000006034	e_gw.28.318.1
ENSMGAP00000015077	e_gw.29.152.1
ENSMGAP00000015621	e_gw.29.81.1
ENSMGAP00000002378	e_gw.29.65.1
ENSMGAP00000013653	e_gw.30.266.1
ENSMGAP00000016192	e_gw.30.216.1
ENSMGAP00000003154	e_gw.30.321.1
ENSMGAP00000004455	e_gw.30.385.1
ENSMGAP00000003603	e_gw.30.364.1
ENSMGAP00000015791	e_gw.30.364.1
ENSMGAP00000002558	e_gw.30.115.1
ENSMGAP00000017611	e_gw.30.60.1
ENSMGAP00000014844	e_gw.30.187.1
ENSMGAP00000000217	e_gw.30.314.1
ENSMGAP00000007461	e_gw.30.117.1
ENSMGAP00000006859	e_gw.30.227.1
ENSMGAP00000004656	e_gw.30.189.1
ENSMGAP00000000748	e_gw.30.189.1
ENSMGAP00000015884	e_gw.30.12.1
ENSMGAP00000017215	e_gw.30.163.1
ENSMGAP00000005435	e_gw.30.312.1
ENSMGAP00000008493	e_gw.31.189.1
ENSMGAP00000007369	e_gw.31.171.1
ENSMGAP00000011354	e_gw.31.171.1
ENSMGAP00000006569	e_gw.31.279.1
ENSMGAP00000004894	e_gw.31.83.1
ENSMGAP00000007995	e_gw.31.46.1
ENSMGAP00000003019	e_gw.31.298.1
ENSMGAP00000010609	e_gw.32.52.1
ENSMGAP00000019137	e_gw.32.146.1
ENSMGAP00000003676	e_gw.32.172.1
ENSMGAP00000019072	e_gw.32.130.1
ENSMGAP00000018207	e_gw.32.130.1
ENSMGAP00000017678	e_gw.32.685.1
ENSMGAP00000007772	e_gw.32.149.1
ENSMGAP00000015644	e_gw.32.131.1
ENSMGAP00000003522	e_gw.32.131.1
ENSMGAP00000008237	e_gw.32.351.1
ENSMGAP00000014126	e_gw.32.49.1
ENSMGAP00000009457	e_gw.32.23.1
ENSMGAP00000016071	e_gw.32.355.1
ENSMGAP00000015758	e_gw.32.178.1
ENSMGAP00000012641	e_gw.33.195.1
ENSMGAP00000001340	e_gw.33.40.1
ENSMGAP00000006207	e_gw.33.11.1
ENSMGAP00000003991	e_gw.33.89.1
ENSMGAP00000015768	e_gw.33.148.1
ENSMGAP00000016139	e_gw.33.30.1
ENSMGAP00000016042	e_gw.34.37.1
ENSMGAP00000012924	e_gw.34.1.1
ENSMGAP00000017415	e_gw.34.26.1
ENSMGAP00000016803	e_gw.35.145.1
ENSMGAP00000011245	e_gw.35.145.1
ENSMGAP00000010204	e_gw.35.103.1
ENSMGAP00000014128	e_gw.35.103.1
ENSMGAP00000015354	e_gw.35.176.1
ENSMGAP00000014328	e_gw.35.150.1
ENSMGAP00000018509	e_gw.35.261.1
ENSMGAP00000019573	e_gw.35.339.1
ENSMGAP00000013518	e_gw.35.318.1
ENSMGAP00000013629	e_gw.35.313.1
ENSMGAP00000003599	e_gw.35.313.1
ENSMGAP00000008037	e_gw.35.160.1
ENSMGAP00000009808	e_gw.36.28.1
ENSMGAP00000009495	e_gw.36.4.1
ENSMGAP00000004751	e_gw.36.4.1
ENSMGAP00000003956	e_gw.36.14.1
ENSMGAP00000016636	e_gw.36.103.1
ENSMGAP00000002967	e_gw.37.413.1
ENSMGAP00000012223	e_gw.37.413.1
ENSMGAP00000002067	e_gw.37.139.1
ENSMGAP00000003631	e_gw.37.359.1
ENSMGAP00000006928	e_gw.37.32.1
ENSMGAP00000013941	e_gw.37.180.1
ENSMGAP00000005234	e_gw.37.266.1
ENSMGAP00000002282	e_gw.37.41.1
ENSMGAP00000008973	e_gw.37.415.1
ENSMGAP00000002874	e_gw.37.34.1
ENSMGAP00000002609	e_gw.37.429.1
ENSMGAP00000013477	e_gw.37.158.1
ENSMGAP00000009407	e_gw.37.411.1
ENSMGAP00000012097	e_gw.37.247.1
ENSMGAP00000005803	e_gw.37.226.1
ENSMGAP00000003428	e_gw.37.188.1
ENSMGAP00000012010	e_gw.37.162.1
ENSMGAP00000009152	e_gw.37.272.1
ENSMGAP00000008745	e_gw.37.272.1
ENSMGAP00000011759	e_gw.38.26.1
ENSMGAP00000017848	e_gw.38.140.1
ENSMGAP00000011304	e_gw.38.172.1
ENSMGAP00000001658	e_gw.38.85.1
ENSMGAP00000000477	e_gw.38.40.1
ENSMGAP00000007932	e_gw.38.46.1
ENSMGAP00000005385	e_gw.38.94.1
ENSMGAP00000001311	e_gw.38.25.1
ENSMGAP00000001113	e_gw.38.168.1
ENSMGAP00000017558	e_gw.38.47.1
ENSMGAP00000003227	e_gw.39.209.1
ENSMGAP00000010046	e_gw.39.209.1
ENSMGAP00000009932	e_gw.39.46.1
ENSMGAP00000016952	e_gw.39.50.1
ENSMGAP00000002627	e_gw.39.133.1
ENSMGAP00000013847	e_gw.39.281.1
ENSMGAP00000012898	e_gw.39.142.1
ENSMGAP00000009545	e_gw.39.229.1
ENSMGAP00000015478	e_gw.40.204.1
ENSMGAP00000015739	e_gw.40.63.1
ENSMGAP00000003316	e_gw.40.39.1
ENSMGAP00000010640	e_gw.40.39.1
ENSMGAP00000010368	e_gw.40.404.1
ENSMGAP00000005865	e_gw.40.404.1
ENSMGAP00000007874	e_gw.40.104.1
ENSMGAP00000003741	e_gw.40.142.1
ENSMGAP00000002960	e_gw.40.52.1
ENSMGAP00000015927	e_gw.40.37.1
ENSMGAP00000000918	e_gw.40.208.1
ENSMGAP00000016237	e_gw.40.208.1
ENSMGAP00000009652	e_gw.41.33.1
ENSMGAP00000007503	e_gw.41.18.1
ENSMGAP00000011696	e_gw.41.44.1
ENSMGAP00000012335	e_gw.41.66.1
ENSMGAP00000011824	e_gw.42.248.1
ENSMGAP00000019614	e_gw.42.109.1
ENSMGAP00000018296	e_gw.42.109.1
ENSMGAP00000007176	e_gw.42.109.1
ENSMGAP00000013425	e_gw.42.219.1
ENSMGAP00000011814	e_gw.42.4.1
ENSMGAP00000018707	e_gw.42.4.1
ENSMGAP00000012429	e_gw.42.42.1
ENSMGAP00000012437	e_gw.42.176.1
ENSMGAP00000011366	e_gw.42.168.1
ENSMGAP00000013203	e_gw.42.82.1
ENSMGAP00000012070	e_gw.42.155.1
ENSMGAP00000003359	e_gw.42.37.1
ENSMGAP00000014209	e_gw.42.257.1
ENSMGAP00000012000	e_gw.42.257.1
ENSMGAP00000001850	e_gw.42.40.1
ENSMGAP00000009124	e_gw.42.40.1
ENSMGAP00000019582	e_gw.42.32.1
ENSMGAP00000002053	e_gw.42.11.1
ENSMGAP00000011153	e_gw.42.268.1
ENSMGAP00000008915	e_gw.42.268.1
ENSMGAP00000014282	e_gw.42.96.1
ENSMGAP00000013431	e_gw.42.202.1
ENSMGAP00000015345	e_gw.42.140.1
ENSMGAP00000006007	e_gw.42.234.1
ENSMGAP00000019096	e_gw.42.234.1
ENSMGAP00000016902	e_gw.42.41.1
ENSMGAP00000010903	e_gw.42.106.1
ENSMGAP00000001099	e_gw.43.50.1
ENSMGAP00000015680	e_gw.43.56.1
ENSMGAP00000015960	e_gw.43.78.1
ENSMGAP00000006507	e_gw.43.78.1
ENSMGAP00000001048	e_gw.43.168.1
ENSMGAP00000002631	e_gw.43.87.1
ENSMGAP00000016181	e_gw.43.32.1
ENSMGAP00000004340	e_gw.43.83.1
ENSMGAP00000001133	e_gw.44.177.1
ENSMGAP00000017055	e_gw.44.5.1
ENSMGAP00000011217	e_gw.44.127.1
ENSMGAP00000014867	e_gw.44.122.1
ENSMGAP00000005520	e_gw.44.122.1
ENSMGAP00000017078	e_gw.44.93.1
ENSMGAP00000015135	e_gw.44.77.1
ENSMGAP00000009316	e_gw.44.77.1
ENSMGAP00000010343	e_gw.44.77.1
ENSMGAP00000015136	e_gw.44.77.1
ENSMGAP00000014436	e_gw.44.136.1
ENSMGAP00000014733	e_gw.44.38.1
ENSMGAP00000015052	e_gw.44.36.1
ENSMGAP00000006933	e_gw.45.294.1
ENSMGAP00000011236	e_gw.45.22.1
ENSMGAP00000004951	e_gw.45.14.1
ENSMGAP00000008043	e_gw.45.3.1
ENSMGAP00000012632	e_gw.45.290.1
ENSMGAP00000014550	e_gw.45.37.1
ENSMGAP00000004925	e_gw.45.131.1
ENSMGAP00000008126	e_gw.45.110.1
ENSMGAP00000008846	e_gw.45.62.1
ENSMGAP00000018646	e_gw.45.62.1
ENSMGAP00000006919	e_gw.45.161.1
ENSMGAP00000006798	e_gw.45.183.1
ENSMGAP00000004430	e_gw.45.39.1
ENSMGAP00000014358	e_gw.46.179.1
ENSMGAP00000011486	e_gw.46.30.1
ENSMGAP00000011392	e_gw.46.86.1
ENSMGAP00000008956	e_gw.46.200.1
ENSMGAP00000013368	e_gw.46.49.1
ENSMGAP00000010738	e_gw.46.285.1
ENSMGAP00000001742	e_gw.46.31.1
ENSMGAP00000002568	e_gw.46.265.1
ENSMGAP00000018244	e_gw.46.38.1
ENSMGAP00000010038	e_gw.46.130.1
ENSMGAP00000012511	e_gw.46.347.1
ENSMGAP00000014355	e_gw.46.199.1
ENSMGAP00000004218	e_gw.46.101.1
ENSMGAP00000009196	e_gw.47.11.1
ENSMGAP00000002716	e_gw.47.11.1
ENSMGAP00000014778	e_gw.47.141.1
ENSMGAP00000011859	e_gw.47.73.1
ENSMGAP00000010755	e_gw.47.65.1
ENSMGAP00000011888	e_gw.47.65.1
ENSMGAP00000003609	e_gw.47.152.1
ENSMGAP00000018648	e_gw.47.201.1
ENSMGAP00000015289	e_gw.47.204.1
ENSMGAP00000011971	e_gw.47.74.1
ENSMGAP00000002556	e_gw.47.66.1
ENSMGAP00000001269	e_gw.48.192.1
ENSMGAP00000010151	e_gw.48.37.1
ENSMGAP00000016149	e_gw.48.256.1
ENSMGAP00000012652	e_gw.49.91.1
ENSMGAP00000006458	e_gw.49.4.1
ENSMGAP00000011492	e_gw.49.193.1
ENSMGAP00000015918	e_gw.50.148.1
ENSMGAP00000010379	e_gw.50.90.1
ENSMGAP00000016702	e_gw.50.138.1
ENSMGAP00000015932	e_gw.50.25.1
ENSMGAP00000004871	e_gw.50.25.1
ENSMGAP00000019667	e_gw.50.65.1
ENSMGAP00000018362	e_gw.50.65.1
ENSMGAP00000010607	e_gw.50.36.1
ENSMGAP00000006381	e_gw.50.169.1
ENSMGAP00000017076	e_gw.51.5.1
ENSMGAP00000013509	e_gw.51.96.1
ENSMGAP00000014875	e_gw.51.27.1
ENSMGAP00000014216	e_gw.51.1.1
ENSMGAP00000007805	e_gw.51.81.1
ENSMGAP00000009789	e_gw.51.23.1
ENSMGAP00000012287	e_gw.52.118.1
ENSMGAP00000018071	e_gw.52.169.1
ENSMGAP00000000837	e_gw.52.169.1
ENSMGAP00000016849	e_gw.52.103.1
ENSMGAP00000004652	e_gw.52.22.1
ENSMGAP00000016303	e_gw.52.78.1
ENSMGAP00000018820	e_gw.52.101.1
