e_gw.1.149.1	SINLEJ018774
estExt_fgenesh2_pg.C_680102	SINLEJ001002
estExt_fgenesh2_pg.C_680102	SINLEJ001926
estExt_fgenesh2_pg.C_680108	SINLEJ001889
estExt_fgenesh2_pg.C_680108	SINLEJ001085
estExt_fgenesh2_pg.C_680108	SINLEJ005072
estExt_fgenesh2_pg.C_680108	SINLEJ001887
estExt_fgenesh2_pg.C_680147	SINLEJ000876
estExt_fgenesh2_pg.C_680154	SINLEJ001636
estExt_fgenesh2_pg.C_680156	SINLEJ001081
estExt_fgenesh2_pg.C_680164	SINLEJ006416
estExt_fgenesh2_pg.C_680164	SINLEJ005714
estExt_fgenesh2_pg.C_6820008	SINLEJ013755
estExt_fgenesh2_pg.C_6830007	SINLEJ008856
estExt_fgenesh2_pg.C_6830007	SINLEJ016141
estExt_fgenesh2_pg.C_6830009	SINLEJ004124
estExt_fgenesh2_pg.C_6830009	SINLEJ000399
estExt_fgenesh2_pg.C_6850001	SINLEJ008723
estExt_fgenesh2_pg.C_6850001	SINLEJ008722
estExt_fgenesh2_pg.C_6850001	SINLEJ008724
estExt_fgenesh2_pg.C_6860014	SINLEJ003580
estExt_fgenesh2_pg.C_6860014	SINLEJ014982
estExt_fgenesh2_pg.C_6880019	SINLEJ012766
estExt_fgenesh2_pg.C_690012	SINLEJ011122
estExt_fgenesh2_pg.C_690028	SINLEJ013081
estExt_fgenesh2_pg.C_690142	SINLEJ013108
estExt_fgenesh2_pg.C_6950010	SINLEJ012713
estExt_fgenesh2_pg.C_6970009	SINLEJ006637
estExt_fgenesh2_pg.C_6970009	SINLEJ005795
estExt_fgenesh2_pg.C_7000007	SINLEJ003482
estExt_fgenesh2_pg.C_700096	SINLEJ015837
estExt_fgenesh2_pg.C_700156	SINLEJ009239
estExt_fgenesh2_pg.C_700158	SINLEJ010749
estExt_fgenesh2_pg.C_70059	SINLEJ013346
estExt_fgenesh2_pg.C_70059	SINLEJ013345
estExt_fgenesh2_pg.C_70059	SINLEJ013298
estExt_fgenesh2_pg.C_70059	SINLEJ013349
estExt_fgenesh2_pg.C_7010016	SINLEJ015555
estExt_fgenesh2_pg.C_70133	SINLEJ013467
estExt_fgenesh2_pg.C_70177	SINLEJ017190
estExt_fgenesh2_pg.C_70234	SINLEJ005412
estExt_fgenesh2_pg.C_70279	SINLEJ009881
estExt_fgenesh2_pg.C_70281	SINLEJ014818
estExt_fgenesh2_pg.C_70281	SINLEJ014817
estExt_fgenesh2_pg.C_70288	SINLEJ017539
estExt_fgenesh2_pg.C_70288	SINLEJ018515
estExt_fgenesh2_pg.C_70288	SINLEJ008227
estExt_fgenesh2_pg.C_70288	SINLEJ014423
estExt_fgenesh2_pg.C_70311	SINLEJ013622
estExt_fgenesh2_pg.C_70311	SINLEJ013621
estExt_fgenesh2_pg.C_70311	SINLEJ009007
estExt_fgenesh2_pg.C_7050003	SINLEJ017142
estExt_fgenesh2_pg.C_7050003	SINLEJ016464
estExt_fgenesh2_pg.C_7050003	SINLEJ005604
estExt_fgenesh2_pg.C_7060003	SINLEJ013433
estExt_fgenesh2_pg.C_7060007	SINLEJ014840
estExt_fgenesh2_pg.C_710017	SINLEJ007524
estExt_fgenesh2_pg.C_710026	SINLEJ004024
estExt_fgenesh2_pg.C_710026	SINLEJ000584
estExt_fgenesh2_pg.C_710026	SINLEJ012911
estExt_fgenesh2_pg.C_710026	SINLEJ012910
estExt_fgenesh2_pg.C_710030	SINLEJ014770
estExt_fgenesh2_pg.C_710032	SINLEJ000361
estExt_fgenesh2_pg.C_710038	SINLEJ009378
estExt_fgenesh2_pg.C_710058	SINLEJ000465
estExt_fgenesh2_pg.C_710058	SINLEJ000464
estExt_fgenesh2_pg.C_710113	SINLEJ016015
estExt_fgenesh2_pg.C_710113	SINLEJ011768
estExt_fgenesh2_pg.C_710113	SINLEJ003083
estExt_fgenesh2_pg.C_710113	SINLEJ001987
estExt_fgenesh2_pg.C_710132	SINLEJ001063
estExt_fgenesh2_pg.C_710159	SINLEJ006678
estExt_fgenesh2_pg.C_710159	SINLEJ016974
estExt_fgenesh2_pg.C_710159	SINLEJ008308
estExt_fgenesh2_pg.C_710159	SINLEJ016339
estExt_fgenesh2_pg.C_7140006	SINLEJ011668
estExt_fgenesh2_pg.C_7160004	SINLEJ016006
estExt_fgenesh2_pg.C_7160007	SINLEJ014668
estExt_fgenesh2_pg.C_7170001	SINLEJ013693
estExt_fgenesh2_pg.C_7170001	SINLEJ012283
estExt_fgenesh2_pg.C_7170001	SINLEJ012284
estExt_fgenesh2_pg.C_720016	SINLEJ011510
estExt_fgenesh2_pg.C_720017	SINLEJ010502
estExt_fgenesh2_pg.C_720028	SINLEJ003649
estExt_fgenesh2_pg.C_7290003	SINLEJ002912
estExt_fgenesh2_pg.C_7300001	SINLEJ019028
estExt_fgenesh2_pg.C_7300002	SINLEJ000984
estExt_fgenesh2_pg.C_7300002	SINLEJ001479
estExt_fgenesh2_pg.C_7300002	SINLEJ001481
estExt_fgenesh2_pg.C_730107	SINLEJ007689
estExt_fgenesh2_pg.C_730108	SINLEJ007688
estExt_fgenesh2_pg.C_7320006	SINLEJ012769
estExt_fgenesh2_pg.C_7350022	SINLEJ011576
estExt_fgenesh2_pg.C_7400005	SINLEJ006861
estExt_fgenesh2_pg.C_7400005	SINLEJ015220
estExt_fgenesh2_pg.C_740019	SINLEJ003468
estExt_fgenesh2_pg.C_740019	SINLEJ002874
estExt_fgenesh2_pg.C_740019	SINLEJ001438
estExt_fgenesh2_pg.C_740019	SINLEJ014691
estExt_fgenesh2_pg.C_740026	SINLEJ018696
estExt_fgenesh2_pg.C_740073	SINLEJ003706
estExt_fgenesh2_pg.C_740099	SINLEJ017738
estExt_fgenesh2_pg.C_740099	SINLEJ017511
estExt_fgenesh2_pg.C_740099	SINLEJ018735
estExt_fgenesh2_pg.C_740099	SINLEJ018032
estExt_fgenesh2_pg.C_740115	SINLEJ015376
estExt_fgenesh2_pg.C_740115	SINLEJ015378
estExt_fgenesh2_pg.C_740149	SINLEJ006173
estExt_fgenesh2_pg.C_740150	SINLEJ011616
estExt_fgenesh2_pg.C_740151	SINLEJ005780
estExt_fgenesh2_pg.C_740167	SINLEJ010490
estExt_fgenesh2_pg.C_740167	SINLEJ001125
estExt_fgenesh2_pg.C_740167	SINLEJ003712
estExt_fgenesh2_pg.C_740181	SINLEJ011627
estExt_fgenesh2_pg.C_7480004	SINLEJ600012
estExt_fgenesh2_pg.C_7480004	SINLEJ010375
estExt_fgenesh2_pg.C_7480004	SINLEJ600013
estExt_fgenesh2_pg.C_750005	SINLEJ003749
estExt_fgenesh2_pg.C_750005	SINLEJ003748
estExt_fgenesh2_pg.C_750009	SINLEJ003644
estExt_fgenesh2_pg.C_750009	SINLEJ014921
estExt_fgenesh2_pg.C_750010	SINLEJ014954
estExt_fgenesh2_pg.C_750010	SINLEJ011609
estExt_fgenesh2_pg.C_750010	SINLEJ003608
estExt_fgenesh2_pg.C_750070	SINLEJ003780
estExt_fgenesh2_pg.C_750070	SINLEJ000093
estExt_fgenesh2_pg.C_750072	SINLEJ006322
estExt_fgenesh2_pg.C_750108	SINLEJ012140
estExt_fgenesh2_pg.C_7550010	SINLEJ007321
estExt_fgenesh2_pg.C_7550010	SINLEJ015778
estExt_fgenesh2_pg.C_7550010	SINLEJ012286
estExt_fgenesh2_pg.C_7580009	SINLEJ007934
estExt_fgenesh2_pg.C_760007	SINLEJ011206
estExt_fgenesh2_pg.C_760066	SINLEJ009216
estExt_fgenesh2_pg.C_760066	SINLEJ013953
estExt_fgenesh2_pg.C_760066	SINLEJ013056
estExt_fgenesh2_pg.C_760079	SINLEJ013938
estExt_fgenesh2_pg.C_760128	SINLEJ018218
estExt_fgenesh2_pg.C_7610010	SINLEJ007760
estExt_fgenesh2_pg.C_7610013	SINLEJ007474
estExt_fgenesh2_pg.C_7610013	SINLEJ012064
estExt_fgenesh2_pg.C_7610013	SINLEJ012066
estExt_fgenesh2_pg.C_7610013	SINLEJ007475
estExt_fgenesh2_pg.C_7630013	SINLEJ009875
estExt_fgenesh2_pg.C_7640002	SINLEJ014564
estExt_fgenesh2_pg.C_7650011	SINLEJ007565
estExt_fgenesh2_pg.C_7660005	SINLEJ018642
estExt_fgenesh2_pg.C_7660005	SINLEJ018019
estExt_fgenesh2_pg.C_770019	SINLEJ015972
estExt_fgenesh2_pg.C_770039	SINLEJ014994
estExt_fgenesh2_pg.C_770039	SINLEJ003568
estExt_fgenesh2_pg.C_770050	SINLEJ011518
estExt_fgenesh2_pg.C_770057	SINLEJ011656
estExt_fgenesh2_pg.C_770088	SINLEJ600385
estExt_fgenesh2_pg.C_770119	SINLEJ019141
estExt_fgenesh2_pg.C_770119	SINLEJ018282
estExt_fgenesh2_pg.C_770119	SINLEJ003762
estExt_fgenesh2_pg.C_770119	SINLEJ019244
estExt_fgenesh2_pg.C_770125	SINLEJ003566
estExt_fgenesh2_pg.C_7710008	SINLEJ012864
estExt_fgenesh2_pg.C_7710013	SINLEJ014264
estExt_fgenesh2_pg.C_7800003	SINLEJ011511
estExt_fgenesh2_pg.C_7800008	SINLEJ007322
estExt_fgenesh2_pg.C_7800012	SINLEJ003761
estExt_fgenesh2_pg.C_780046	SINLEJ005494
estExt_fgenesh2_pg.C_780046	SINLEJ005495
estExt_fgenesh2_pg.C_780052	SINLEJ003467
estExt_fgenesh2_pg.C_780052	SINLEJ011040
estExt_fgenesh2_pg.C_780052	SINLEJ013794
estExt_fgenesh2_pg.C_780074	SINLEJ004131
estExt_fgenesh2_pg.C_780074	SINLEJ004130
estExt_fgenesh2_pg.C_780074	SINLEJ000418
estExt_fgenesh2_pg.C_780075	SINLEJ004133
estExt_fgenesh2_pg.C_780075	SINLEJ004132
estExt_fgenesh2_pg.C_780088	SINLEJ012838
estExt_fgenesh2_pg.C_780108	SINLEJ000629
estExt_fgenesh2_pg.C_780143	SINLEJ017929
estExt_fgenesh2_pg.C_780163	SINLEJ000570
estExt_fgenesh2_pg.C_780166	SINLEJ012877
estExt_fgenesh2_pg.C_7810009	SINLEJ003363
estExt_fgenesh2_pg.C_7810011	SINLEJ009389
estExt_fgenesh2_pg.C_7810011	SINLEJ009387
estExt_fgenesh2_pg.C_7840002	SINLEJ012979
estExt_fgenesh2_pg.C_7850002	SINLEJ000018
estExt_fgenesh2_pg.C_7850002	SINLEJ000019
estExt_fgenesh2_pg.C_7850002	SINLEJ000020
estExt_fgenesh2_pg.C_7850002	SINLEJ000017
estExt_fgenesh2_pg.C_7860011	SINLEJ018627
estExt_fgenesh2_pg.C_7870005	SINLEJ010669
estExt_fgenesh2_pg.C_7870005	SINLEJ015456
estExt_fgenesh2_pg.C_7870005	SINLEJ006489
estExt_fgenesh2_pg.C_790036	SINLEJ015106
estExt_fgenesh2_pg.C_790067	SINLEJ002936
estExt_fgenesh2_pg.C_790100	SINLEJ015078
estExt_fgenesh2_pg.C_790100	SINLEJ015077
estExt_fgenesh2_pg.C_790113	SINLEJ006992
estExt_fgenesh2_pg.C_790120	SINLEJ015010
estExt_fgenesh2_pg.C_790120	SINLEJ015011
estExt_fgenesh2_pg.C_7990009	SINLEJ013278
estExt_fgenesh2_pg.C_80031	SINLEJ016717
estExt_fgenesh2_pg.C_80044	SINLEJ006008
estExt_fgenesh2_pg.C_80044	SINLEJ006007
estExt_fgenesh2_pg.C_80044	SINLEJ001194
estExt_fgenesh2_pg.C_80044	SINLEJ001195
estExt_fgenesh2_pg.C_80050	SINLEJ000844
estExt_fgenesh2_pg.C_80055	SINLEJ014494
estExt_fgenesh2_pg.C_80122	SINLEJ002136
estExt_fgenesh2_pg.C_80136	SINLEJ000648
estExt_fgenesh2_pg.C_80144	SINLEJ001825
estExt_fgenesh2_pg.C_80162	SINLEJ000769
estExt_fgenesh2_pg.C_80162	SINLEJ000647
estExt_fgenesh2_pg.C_80162	SINLEJ000768
estExt_fgenesh2_pg.C_80218	SINLEJ017302
estExt_fgenesh2_pg.C_80223	SINLEJ002172
estExt_fgenesh2_pg.C_80223	SINLEJ006089
estExt_fgenesh2_pg.C_80223	SINLEJ000992
estExt_fgenesh2_pg.C_80223	SINLEJ006088
estExt_fgenesh2_pg.C_80242	SINLEJ006015
estExt_fgenesh2_pg.C_80242	SINLEJ014547
estExt_fgenesh2_pg.C_80253	SINLEJ600127
estExt_fgenesh2_pg.C_80253	SINLEJ016937
estExt_fgenesh2_pg.C_80271	SINLEJ012742
estExt_fgenesh2_pg.C_80277	SINLEJ001181
estExt_fgenesh2_pg.C_80283	SINLEJ012144
estExt_fgenesh2_pg.C_80293	SINLEJ003098
estExt_fgenesh2_pg.C_80303	SINLEJ016010
estExt_fgenesh2_pg.C_80311	SINLEJ011549
estExt_fgenesh2_pg.C_80311	SINLEJ008805
estExt_fgenesh2_pg.C_8060007	SINLEJ013524
estExt_fgenesh2_pg.C_8070009	SINLEJ011466
estExt_fgenesh2_pg.C_810061	SINLEJ014847
estExt_fgenesh2_pg.C_8140001	SINLEJ009030
estExt_fgenesh2_pg.C_8140001	SINLEJ018579
estExt_fgenesh2_pg.C_8140001	SINLEJ014724
estExt_fgenesh2_pg.C_8170001	SINLEJ008024
estExt_fgenesh2_pg.C_8170001	SINLEJ004450
estExt_fgenesh2_pg.C_8210006	SINLEJ017016
estExt_fgenesh2_pg.C_8260001	SINLEJ008876
estExt_fgenesh2_pg.C_8290004	SINLEJ006998
estExt_fgenesh2_pg.C_830069	SINLEJ009990
estExt_fgenesh2_pg.C_840069	SINLEJ005992
estExt_fgenesh2_pg.C_840076	SINLEJ000646
estExt_fgenesh2_pg.C_840076	SINLEJ000767
estExt_fgenesh2_pg.C_840081	SINLEJ004987
estExt_fgenesh2_pg.C_840097	SINLEJ011818
estExt_fgenesh2_pg.C_840118	SINLEJ000155
estExt_fgenesh2_pg.C_840118	SINLEJ018655
estExt_fgenesh2_pg.C_840133	SINLEJ001932
estExt_fgenesh2_pg.C_840133	SINLEJ005017
estExt_fgenesh2_pg.C_840133	SINLEJ014459
estExt_fgenesh2_pg.C_860009	SINLEJ004852
estExt_fgenesh2_pg.C_860022	SINLEJ600468
estExt_fgenesh2_pg.C_860085	SINLEJ013801
estExt_fgenesh2_pg.C_860086	SINLEJ010372
estExt_fgenesh2_pg.C_860088	SINLEJ001483
estExt_fgenesh2_pg.C_860088	SINLEJ015332
estExt_fgenesh2_pg.C_860095	SINLEJ014852
estExt_fgenesh2_pg.C_860106	SINLEJ017462
estExt_fgenesh2_pg.C_860108	SINLEJ018898
estExt_fgenesh2_pg.C_8700004	SINLEJ016575
estExt_fgenesh2_pg.C_870025	SINLEJ007310
estExt_fgenesh2_pg.C_870058	SINLEJ007254
estExt_fgenesh2_pg.C_870058	SINLEJ015657
estExt_fgenesh2_pg.C_870058	SINLEJ007253
estExt_fgenesh2_pg.C_870058	SINLEJ015658
estExt_fgenesh2_pg.C_870065	SINLEJ012307
estExt_fgenesh2_pg.C_870070	SINLEJ006684
estExt_fgenesh2_pg.C_8720003	SINLEJ018915
estExt_fgenesh2_pg.C_8720005	SINLEJ017619
estExt_fgenesh2_pg.C_8770003	SINLEJ004265
estExt_fgenesh2_pg.C_8780004	SINLEJ015740
estExt_fgenesh2_pg.C_8780004	SINLEJ007569
estExt_fgenesh2_pg.C_8780005	SINLEJ014545
estExt_fgenesh2_pg.C_8790004	SINLEJ008151
estExt_fgenesh2_pg.C_8810003	SINLEJ011139
estExt_fgenesh2_pg.C_8880003	SINLEJ001075
estExt_fgenesh2_pg.C_8880007	SINLEJ012114
estExt_fgenesh2_pg.C_8880008	SINLEJ000989
estExt_fgenesh2_pg.C_890004	SINLEJ018551
estExt_fgenesh2_pg.C_890055	SINLEJ011544
estExt_fgenesh2_pg.C_890104	SINLEJ000903
estExt_fgenesh2_pg.C_890104	SINLEJ010042
estExt_fgenesh2_pg.C_890104	SINLEJ001288
estExt_fgenesh2_pg.C_890104	SINLEJ012022
estExt_fgenesh2_pg.C_8910004	SINLEJ003295
estExt_fgenesh2_pg.C_8910004	SINLEJ600222
estExt_fgenesh2_pg.C_8910004	SINLEJ018624
estExt_fgenesh2_pg.C_8940003	SINLEJ017021
estExt_fgenesh2_pg.C_8990002	SINLEJ002067
estExt_fgenesh2_pg.C_8990002	SINLEJ013066
estExt_fgenesh2_pg.C_900073	SINLEJ005707
estExt_fgenesh2_pg.C_90008	SINLEJ000012
estExt_fgenesh2_pg.C_900099	SINLEJ000521
estExt_fgenesh2_pg.C_900104	SINLEJ008009
estExt_fgenesh2_pg.C_900124	SINLEJ007037
estExt_fgenesh2_pg.C_900128	SINLEJ013032
estExt_fgenesh2_pg.C_900128	SINLEJ013030
estExt_fgenesh2_pg.C_900128	SINLEJ013033
estExt_fgenesh2_pg.C_900128	SINLEJ013029
estExt_fgenesh2_pg.C_900145	SINLEJ002784
estExt_fgenesh2_pg.C_900148	SINLEJ014621
estExt_fgenesh2_pg.C_90058	SINLEJ010651
estExt_fgenesh2_pg.C_90067	SINLEJ015455
estExt_fgenesh2_pg.C_90131	SINLEJ016903
estExt_fgenesh2_pg.C_90156	SINLEJ006653
estExt_fgenesh2_pg.C_90156	SINLEJ006668
estExt_fgenesh2_pg.C_90168	SINLEJ005797
estExt_fgenesh2_pg.C_90168	SINLEJ005796
estExt_fgenesh2_pg.C_90188	SINLEJ006550
estExt_fgenesh2_pg.C_90209	SINLEJ006587
estExt_fgenesh2_pg.C_90213	SINLEJ007694
estExt_fgenesh2_pg.C_90213	SINLEJ016965
estExt_fgenesh2_pg.C_90260	SINLEJ006624
estExt_fgenesh2_pg.C_90277	SINLEJ019453
estExt_fgenesh2_pg.C_90277	SINLEJ005785
estExt_fgenesh2_pg.C_9050008	SINLEJ006765
estExt_fgenesh2_pg.C_9060003	SINLEJ012253
estExt_fgenesh2_pg.C_9060003	SINLEJ007363
estExt_fgenesh2_pg.C_910110	SINLEJ007687
estExt_fgenesh2_pg.C_910126	SINLEJ013259
estExt_fgenesh2_pg.C_9120009	SINLEJ000602
estExt_fgenesh2_pg.C_9150002	SINLEJ018372
estExt_fgenesh2_pg.C_9200006	SINLEJ008548
estExt_fgenesh2_pg.C_9200009	SINLEJ007559
estExt_fgenesh2_pg.C_920027	SINLEJ008233
estExt_fgenesh2_pg.C_920027	SINLEJ006057
estExt_fgenesh2_pg.C_920027	SINLEJ008645
estExt_fgenesh2_pg.C_920027	SINLEJ005499
estExt_fgenesh2_pg.C_920062	SINLEJ006804
estExt_fgenesh2_pg.C_920062	SINLEJ008560
estExt_fgenesh2_pg.C_9250003	SINLEJ004576
estExt_fgenesh2_pg.C_930016	SINLEJ019123
estExt_fgenesh2_pg.C_930088	SINLEJ017754
estExt_fgenesh2_pg.C_930088	SINLEJ017761
estExt_fgenesh2_pg.C_930088	SINLEJ017753
estExt_fgenesh2_pg.C_930088	SINLEJ018548
estExt_fgenesh2_pg.C_930092	SINLEJ001460
estExt_fgenesh2_pg.C_930121	SINLEJ008168
estExt_fgenesh2_pg.C_930121	SINLEJ005873
estExt_fgenesh2_pg.C_930121	SINLEJ018722
estExt_fgenesh2_pg.C_930139	SINLEJ008183
estExt_fgenesh2_pg.C_930139	SINLEJ013324
estExt_fgenesh2_pg.C_930139	SINLEJ008174
estExt_fgenesh2_pg.C_9330011	SINLEJ012586
estExt_fgenesh2_pg.C_9360002	SINLEJ014882
estExt_fgenesh2_pg.C_940071	SINLEJ013335
estExt_fgenesh2_pg.C_9520006	SINLEJ005141
estExt_fgenesh2_pg.C_9520006	SINLEJ005140
estExt_fgenesh2_pg.C_9550003	SINLEJ008199
estExt_fgenesh2_pg.C_9550003	SINLEJ008365
estExt_fgenesh2_pg.C_9550005	SINLEJ005575
estExt_fgenesh2_pg.C_9550005	SINLEJ014276
estExt_fgenesh2_pg.C_960039	SINLEJ012175
estExt_fgenesh2_pg.C_960039	SINLEJ001807
estExt_fgenesh2_pg.C_960057	SINLEJ013264
estExt_fgenesh2_pg.C_960118	SINLEJ004344
estExt_fgenesh2_pg.C_970006	SINLEJ004651
estExt_fgenesh2_pg.C_970009	SINLEJ004749
estExt_fgenesh2_pg.C_970050	SINLEJ013856
estExt_fgenesh2_pg.C_970095	SINLEJ013740
estExt_fgenesh2_pg.C_970097	SINLEJ001373
estExt_fgenesh2_pg.C_9720003	SINLEJ010672
estExt_fgenesh2_pg.C_9720003	SINLEJ015453
estExt_fgenesh2_pg.C_9760001	SINLEJ008798
estExt_fgenesh2_pg.C_980036	SINLEJ012177
estExt_fgenesh2_pg.C_980045	SINLEJ017460
estExt_fgenesh2_pg.C_980056	SINLEJ019456
estExt_fgenesh2_pg.C_980060	SINLEJ600257
estExt_fgenesh2_pg.C_980060	SINLEJ004848
estExt_fgenesh2_pg.C_980091	SINLEJ017304
estExt_fgenesh2_pg.C_9870001	SINLEJ014634
estExt_fgenesh2_pg.C_9880004	SINLEJ600185
estExt_fgenesh2_pg.C_9880004	SINLEJ010044
estExt_fgenesh2_pg.C_990046	SINLEJ007872
estExt_fgenesh2_pg.C_990046	SINLEJ600415
estExt_fgenesh2_pg.C_990046	SINLEJ018975
estExt_fgenesh2_pg.C_9910002	SINLEJ014213
estExt_fgenesh2_pm.C_100021	SINLEJ007339
estExt_fgenesh2_pm.C_100021	SINLEJ011416
estExt_fgenesh2_pm.C_100022	SINLEJ010221
estExt_fgenesh2_pm.C_100022	SINLEJ010229
estExt_fgenesh2_pm.C_10013	SINLEJ006128
estExt_fgenesh2_pm.C_10013	SINLEJ005715
estExt_fgenesh2_pm.C_10048	SINLEJ010481
estExt_fgenesh2_pm.C_10048	SINLEJ010480
estExt_fgenesh2_pm.C_1010014	SINLEJ016997
estExt_fgenesh2_pm.C_10120004	SINLEJ010439
estExt_fgenesh2_pm.C_10130001	SINLEJ015943
estExt_fgenesh2_pm.C_1040001	SINLEJ006286
estExt_fgenesh2_pm.C_1050011	SINLEJ015999
estExt_fgenesh2_pm.C_10550002	SINLEJ013921
estExt_fgenesh2_pm.C_1100001	SINLEJ008110
estExt_fgenesh2_pm.C_1100001	SINLEJ007657
estExt_fgenesh2_pm.C_1100001	SINLEJ007656
estExt_fgenesh2_pm.C_1100001	SINLEJ008108
estExt_fgenesh2_pm.C_110028	SINLEJ005815
estExt_fgenesh2_pm.C_1120017	SINLEJ008244
estExt_fgenesh2_pm.C_1120017	SINLEJ008245
estExt_fgenesh2_pm.C_1120019	SINLEJ016377
estExt_fgenesh2_pm.C_1120019	SINLEJ016378
estExt_fgenesh2_pm.C_1140006	SINLEJ014641
estExt_fgenesh2_pm.C_1150001	SINLEJ018607
estExt_fgenesh2_pm.C_1150001	SINLEJ002086
estExt_fgenesh2_pm.C_1150001	SINLEJ012834
estExt_fgenesh2_pm.C_1150004	SINLEJ018442
estExt_fgenesh2_pm.C_1150004	SINLEJ007451
estExt_fgenesh2_pm.C_1160002	SINLEJ002963
estExt_fgenesh2_pm.C_1160003	SINLEJ014782
estExt_fgenesh2_pm.C_1180001	SINLEJ010722
estExt_fgenesh2_pm.C_1180001	SINLEJ000538
estExt_fgenesh2_pm.C_11900002	SINLEJ011785
estExt_fgenesh2_pm.C_1190008	SINLEJ016473
estExt_fgenesh2_pm.C_1190008	SINLEJ010335
estExt_fgenesh2_pm.C_1200015	SINLEJ001149
estExt_fgenesh2_pm.C_1200015	SINLEJ005044
estExt_fgenesh2_pm.C_1200015	SINLEJ005046
estExt_fgenesh2_pm.C_1200015	SINLEJ000891
estExt_fgenesh2_pm.C_120007	SINLEJ001395
estExt_fgenesh2_pm.C_120015	SINLEJ004745
estExt_fgenesh2_pm.C_120015	SINLEJ004746
estExt_fgenesh2_pm.C_120025	SINLEJ003531
estExt_fgenesh2_pm.C_1210003	SINLEJ004861
estExt_fgenesh2_pm.C_1210003	SINLEJ004895
estExt_fgenesh2_pm.C_1210003	SINLEJ004896
estExt_fgenesh2_pm.C_1210012	SINLEJ003283
estExt_fgenesh2_pm.C_1220008	SINLEJ008528
estExt_fgenesh2_pm.C_1230011	SINLEJ015268
estExt_fgenesh2_pm.C_1230012	SINLEJ005440
estExt_fgenesh2_pm.C_1230012	SINLEJ005441
estExt_fgenesh2_pm.C_1240007	SINLEJ012642
estExt_fgenesh2_pm.C_1240013	SINLEJ005194
estExt_fgenesh2_pm.C_1260005	SINLEJ015883
estExt_fgenesh2_pm.C_1260005	SINLEJ004195
estExt_fgenesh2_pm.C_1260005	SINLEJ015882
estExt_fgenesh2_pm.C_12800001	SINLEJ000849
estExt_fgenesh2_pm.C_1290003	SINLEJ002158
estExt_fgenesh2_pm.C_1290007	SINLEJ015372
estExt_fgenesh2_pm.C_1290010	SINLEJ003569
estExt_fgenesh2_pm.C_1290010	SINLEJ014993
estExt_fgenesh2_pm.C_1310004	SINLEJ007924
estExt_fgenesh2_pm.C_1310006	SINLEJ006419
estExt_fgenesh2_pm.C_1320010	SINLEJ016129
estExt_fgenesh2_pm.C_1350003	SINLEJ005132
estExt_fgenesh2_pm.C_1350003	SINLEJ002177
estExt_fgenesh2_pm.C_1350003	SINLEJ011827
estExt_fgenesh2_pm.C_1370002	SINLEJ010309
estExt_fgenesh2_pm.C_1370008	SINLEJ015005
estExt_fgenesh2_pm.C_1370008	SINLEJ012161
estExt_fgenesh2_pm.C_1380005	SINLEJ012747
estExt_fgenesh2_pm.C_1380012	SINLEJ018545
estExt_fgenesh2_pm.C_1380012	SINLEJ018334
estExt_fgenesh2_pm.C_1380012	SINLEJ018336
estExt_fgenesh2_pm.C_140003	SINLEJ017239
estExt_fgenesh2_pm.C_140010	SINLEJ010321
estExt_fgenesh2_pm.C_140010	SINLEJ010322
estExt_fgenesh2_pm.C_140018	SINLEJ003828
estExt_fgenesh2_pm.C_140019	SINLEJ007904
estExt_fgenesh2_pm.C_1410011	SINLEJ012718
estExt_fgenesh2_pm.C_1420004	SINLEJ007958
estExt_fgenesh2_pm.C_1420005	SINLEJ009844
estExt_fgenesh2_pm.C_1440005	SINLEJ018994
estExt_fgenesh2_pm.C_1440005	SINLEJ000896
estExt_fgenesh2_pm.C_1450001	SINLEJ005622
estExt_fgenesh2_pm.C_1450001	SINLEJ019214
estExt_fgenesh2_pm.C_1450005	SINLEJ004022
estExt_fgenesh2_pm.C_1450006	SINLEJ012917
estExt_fgenesh2_pm.C_1460007	SINLEJ013483
estExt_fgenesh2_pm.C_1460013	SINLEJ008188
estExt_fgenesh2_pm.C_1460022	SINLEJ005650
estExt_fgenesh2_pm.C_1470007	SINLEJ015742
estExt_fgenesh2_pm.C_1480003	SINLEJ008436
estExt_fgenesh2_pm.C_1510005	SINLEJ010569
estExt_fgenesh2_pm.C_1520010	SINLEJ005565
estExt_fgenesh2_pm.C_1520010	SINLEJ014425
estExt_fgenesh2_pm.C_1530007	SINLEJ004564
estExt_fgenesh2_pm.C_1570003	SINLEJ014644
estExt_fgenesh2_pm.C_1580002	SINLEJ008423
estExt_fgenesh2_pm.C_1580005	SINLEJ004254
estExt_fgenesh2_pm.C_1580006	SINLEJ010297
estExt_fgenesh2_pm.C_1580006	SINLEJ004618
estExt_fgenesh2_pm.C_1590001	SINLEJ001704
estExt_fgenesh2_pm.C_1590009	SINLEJ000198
estExt_fgenesh2_pm.C_1590011	SINLEJ013332
estExt_fgenesh2_pm.C_160009	SINLEJ011366
estExt_fgenesh2_pm.C_160009	SINLEJ012533
estExt_fgenesh2_pm.C_160009	SINLEJ012000
estExt_fgenesh2_pm.C_1610008	SINLEJ009910
estExt_fgenesh2_pm.C_1620003	SINLEJ010299
estExt_fgenesh2_pm.C_1650015	SINLEJ011299
estExt_fgenesh2_pm.C_1650015	SINLEJ007351
estExt_fgenesh2_pm.C_1650016	SINLEJ007418
estExt_fgenesh2_pm.C_1660005	SINLEJ003358
